gene_name	entrez_id	chr	start	end	width	gb_ctrl_signal	gb_mut_signal	gb_log2fc	pr_ctrl_signal	pr_mut_signal	pr_log2fc	is_neuronal	is_neuronal_external	k119ub_decile	length_stratum	ctrl_top_quartile	ctrl_top_decile	mut_top_quartile	mut_top_decile
B230208H11Rik	320273	chr10	12916648	12923090	6443	1.491305	2.128519	0.4566	3.754606	5.316767	0.478207	FALSE	FALSE	8	2	FALSE	FALSE	TRUE	FALSE
Ptpn1	19246	chr2	167932057	167979385	47329	1.491233	1.421078	-0.060384	1.065889	1.676772	0.560694	FALSE	TRUE	8	4	FALSE	FALSE	FALSE	FALSE
Patz1	56218	chr11	3288874	3309083	20210	1.491137	1.330859	-0.141867	2.119688	2.893573	0.412218	FALSE	FALSE	8	3	FALSE	FALSE	FALSE	FALSE
Cldn14	56173	chr16	93919031	94008837	89807	1.491074	1.20217	-0.266767	1.447379	1.288983	-0.143984	FALSE	FALSE	8	5	FALSE	FALSE	FALSE	FALSE
Lpin1	14245	chr12	16535669	16646966	111298	1.490978	1.534597	0.036314	3.144494	5.456844	0.754658	TRUE	TRUE	8	5	FALSE	FALSE	FALSE	FALSE
Pamr1	210622	chr2	102550012	102643041	93030	1.490917	1.990826	0.36977	8.006768	10.59002	0.393962	FALSE	FALSE	8	5	FALSE	FALSE	TRUE	FALSE
Il1f10	215274	chr2	24291196	24293820	2625	1.490814	0.96442	-0.530413	0.875012	0.583423	-0.446603	FALSE	FALSE	8	1	FALSE	FALSE	FALSE	FALSE
Usp35	244144	chr7	97309380	97332020	22641	1.49074	1.852382	0.276634	1.094969	1.396767	0.298034	FALSE	FALSE	8	3	FALSE	FALSE	TRUE	FALSE
Pex7	18634	chr10	19853900	19907689	53790	1.490705	1.927158	0.327797	1.906175	5.624926	1.458822	TRUE	TRUE	8	4	FALSE	FALSE	TRUE	FALSE
Prickle2	243548	chr6	92370908	92706155	335248	1.490636	1.69237	0.160808	1.059611	1.20927	0.159545	TRUE	TRUE	8	5	FALSE	FALSE	FALSE	FALSE
Evc	59056	chr5	37289098	37336894	47797	1.490594	1.297348	-0.17292	1.011	0.836734	-0.220173	FALSE	FALSE	8	4	FALSE	FALSE	FALSE	FALSE
Hivep1	110521	chr13	42052021	42185026	133006	1.49049	1.79576	0.236884	3.770069	6.409443	0.73244	FALSE	FALSE	8	5	FALSE	FALSE	FALSE	FALSE
Ifngr1	15979	chr10	19591949	19610229	18281	1.490274	1.897194	0.307887	5.279032	8.604606	0.68233	TRUE	TRUE	8	3	FALSE	FALSE	TRUE	FALSE
B3gnt4	231727	chr5	123510460	123511882	1423	1.490211	0.906193	-0.602615	2.355626	1.614696	-0.489328	FALSE	FALSE	8	1	FALSE	FALSE	FALSE	FALSE
1700122H20Rik	73617	chr17	6895940	6901718	5779	1.489966	1.36909	-0.105752	1.251063	1.2306	-0.020205	FALSE	FALSE	8	2	FALSE	FALSE	FALSE	FALSE
Ntrk3	18213	chr7	78175959	78578408	402450	1.489941	1.481193	-0.007399	4.487436	4.945159	0.133865	TRUE	TRUE	8	5	FALSE	FALSE	FALSE	FALSE
Serpina3g	20715	chr12	104236245	104241939	5695	1.489896	0.843611	-0.684816	1.009366	0.523691	-0.724956	FALSE	FALSE	8	2	FALSE	FALSE	FALSE	FALSE
Gnaq	14682	chr19	16132831	16387463	254633	1.489777	1.766026	0.216049	2.237194	3.794803	0.708263	TRUE	TRUE	8	5	FALSE	FALSE	FALSE	FALSE
Aoc1l2	69761	chr6	48929895	48933687	3793	1.489756	1.043483	-0.436313	1.447106	0.938423	-0.525093	FALSE	FALSE	8	1	FALSE	FALSE	FALSE	FALSE
Rpl10a	19896	chr17	28328471	28331033	2563	1.489654	1.480643	-0.007623	1.339494	1.585575	0.211351	TRUE	TRUE	8	1	FALSE	FALSE	FALSE	FALSE
Rab43	69834	chr6	87788853	87835795	46943	1.489604	1.785403	0.230201	2.238678	4.033008	0.790542	FALSE	FALSE	8	4	FALSE	FALSE	FALSE	FALSE
Tmco5b	75275	chr2	113285732	113297190	11459	1.489463	1.089933	-0.383989	1.078451	0.731744	-0.44805	FALSE	FALSE	8	2	FALSE	FALSE	FALSE	FALSE
Serhl	68607	chr15	83089506	83116674	27169	1.489221	1.567595	0.064673	3.026625	3.43189	0.169691	FALSE	FALSE	8	4	FALSE	FALSE	FALSE	FALSE
Ccdc3	74186	chr2	5137776	5230878	93103	1.489044	1.9279	0.329697	3.957219	3.925637	-0.010948	FALSE	FALSE	8	5	FALSE	FALSE	TRUE	FALSE
4930404H11Rik	73815	chr12	71488285	71556133	67849	1.488862	2.059736	0.41578	1.355328	1.968449	0.474196	FALSE	FALSE	8	5	FALSE	FALSE	TRUE	FALSE
Cd300ld4	100043123	chr11	115031486	115037769	6284	1.488847	2.258048	0.536119	1.101809	1.754503	0.578889	FALSE	FALSE	8	2	FALSE	FALSE	TRUE	FALSE
Krt76	77055	chr15	101884351	101892920	8570	1.488728	1.118151	-0.352626	1.228375	1.072331	-0.164431	FALSE	FALSE	8	2	FALSE	FALSE	FALSE	FALSE
Dpysl3	22240	chr18	43320984	43438286	117303	1.488447	1.569926	0.067205	3.6642	3.527627	-0.051637	TRUE	TRUE	8	5	FALSE	FALSE	FALSE	FALSE
Tnxb	81877	chr17	34660457	34719815	59359	1.488166	1.121934	-0.34808	2.239344	1.679397	-0.372691	TRUE	TRUE	8	4	FALSE	FALSE	FALSE	FALSE
Stk10	20868	chr11	32533305	32624587	91283	1.488124	1.552212	0.053131	3.133595	4.037324	0.344217	FALSE	FALSE	8	5	FALSE	FALSE	FALSE	FALSE
Baiap3	545192	chr17	25242659	25256364	13706	1.488003	1.152184	-0.315788	0.788252	0.555678	-0.378224	TRUE	TRUE	8	3	FALSE	FALSE	FALSE	FALSE
Htr3a	15561	chr9	48899213	48911099	11887	1.487727	1.571205	0.068843	2.187983	2.491763	0.17139	TRUE	TRUE	8	2	FALSE	FALSE	FALSE	FALSE
Gas2l3	237436	chr10	89408823	89443967	35145	1.487701	1.774116	0.223665	6.025855	7.243686	0.25698	FALSE	FALSE	8	4	FALSE	FALSE	FALSE	FALSE
Nek10	674895	chr14	14803415	15012059	208645	1.487523	2.583879	0.715441	1.560929	1.446394	-0.095887	FALSE	FALSE	8	5	FALSE	FALSE	TRUE	FALSE
Ggt6	71522	chr11	72435526	72438400	2875	1.487261	1.83214	0.265412	0.896578	1.309989	0.454354	FALSE	FALSE	8	1	FALSE	FALSE	TRUE	FALSE
Arhgap28	268970	chr17	67842713	68004120	161408	1.487206	1.812837	0.251825	6.422937	6.677724	0.054297	FALSE	FALSE	8	5	FALSE	FALSE	TRUE	FALSE
Ifrd1	15982	chr12	40201567	40248504	46938	1.487155	2.2176	0.513807	4.166806	8.619748	1.010795	TRUE	TRUE	8	4	FALSE	FALSE	TRUE	FALSE
Lcn10	332578	chr2	25682726	25686081	3356	1.486852	1.010395	-0.472138	1.876906	1.308637	-0.455955	FALSE	FALSE	8	1	FALSE	FALSE	FALSE	FALSE
Ube4bos3	74310	chr4	149334639	149335897	1259	1.486821	0.844589	-0.680893	0.872566	0.496657	-0.608201	FALSE	FALSE	8	1	FALSE	FALSE	FALSE	FALSE
Mcm2	17216	chr6	88883474	88898780	15307	1.486813	1.836114	0.268581	1.686963	3.512646	0.968834	FALSE	FALSE	8	3	FALSE	FALSE	TRUE	FALSE
Fam236e	75443	chrX	102908905	102909651	747	1.486556	0.802994	-0.738156	1.164468	0.638017	-0.690101	FALSE	FALSE	8	1	FALSE	FALSE	FALSE	FALSE
Camta1	100072	chr4	150917322	151861876	944555	1.486338	1.362219	-0.108938	3.428198	3.718251	0.110364	TRUE	TRUE	8	5	FALSE	FALSE	FALSE	FALSE
1810021B22Rik	69120	chr15	89071196	89075852	4657	1.486338	1.479526	-0.00577	1.671005	1.727606	0.042544	FALSE	FALSE	8	1	FALSE	FALSE	FALSE	FALSE
Fkbp14	231997	chr6	54577604	54597308	19705	1.486244	2.558368	0.703336	2.224797	4.367961	0.908073	FALSE	FALSE	8	3	FALSE	FALSE	TRUE	FALSE
Pde9a	18585	chr17	31386210	31476310	90101	1.48601	1.367941	-0.103455	3.32531	3.805342	0.183188	TRUE	TRUE	8	5	FALSE	FALSE	FALSE	FALSE
Wbp2	22378	chr11	116078573	116086995	8423	1.485809	1.207019	-0.257412	1.053916	1.633305	0.540746	FALSE	FALSE	8	2	FALSE	FALSE	FALSE	FALSE
Apba1	319924	chr19	23758887	23949596	190710	1.485602	1.741857	0.201912	3.049682	5.728549	0.86334	TRUE	TRUE	8	5	FALSE	FALSE	FALSE	FALSE
Gltp	56356	chr5	114669398	114690984	21587	1.485097	1.227739	-0.236016	2.597608	2.854638	0.125936	FALSE	FALSE	8	3	FALSE	FALSE	FALSE	FALSE
Nfe2l3	18025	chr6	51432670	51458768	26099	1.485038	1.323972	-0.143136	4.383957	3.777905	-0.203619	FALSE	FALSE	8	4	FALSE	FALSE	FALSE	FALSE
H2bc21	319190	chr3	96221119	96223738	2620	1.484531	2.642525	0.747832	2.211453	2.754626	0.290864	FALSE	FALSE	8	1	FALSE	FALSE	TRUE	FALSE
Cenpx	20892	chr11	120710942	120713738	2797	1.484442	1.989655	0.374475	1.890298	2.362622	0.29136	FALSE	FALSE	8	1	FALSE	FALSE	TRUE	FALSE
Smbd1	381043	chr16	32804760	32810477	5718	1.484259	1.511206	0.022629	0.687577	0.789483	0.153486	FALSE	FALSE	8	2	FALSE	FALSE	FALSE	FALSE
Zfp407	240476	chr18	84128027	84589725	461699	1.483997	1.477781	-0.005271	1.235563	0.798083	-0.51562	FALSE	FALSE	8	5	FALSE	FALSE	FALSE	FALSE
Cldnd1	224250	chr16	58727910	58734251	6342	1.483988	2.01563	0.391718	2.147192	5.250086	1.208305	FALSE	FALSE	8	2	FALSE	FALSE	TRUE	FALSE
Dapp1	26377	chr3	137931007	137981545	50539	1.483869	2.165187	0.48523	2.638753	3.378476	0.331975	FALSE	FALSE	8	4	FALSE	FALSE	TRUE	FALSE
Htr5a	15563	chr5	27842149	27855088	12940	1.483579	2.292682	0.560594	2.780486	4.593088	0.681723	TRUE	TRUE	8	3	FALSE	FALSE	TRUE	FALSE
Atp8a1	11980	chr5	67618140	67847434	229295	1.483557	1.600825	0.09603	4.575131	8.194907	0.811346	TRUE	TRUE	8	5	FALSE	FALSE	FALSE	FALSE
Sbpl	638345	chr17	23953084	23955274	2191	1.483469	0.698238	-0.891363	1.182625	0.559222	-0.847827	FALSE	FALSE	8	1	FALSE	FALSE	FALSE	FALSE
Trim8	93679	chr19	46501702	46516848	15147	1.483122	1.286293	-0.177153	1.890759	1.906226	0.010532	FALSE	FALSE	8	3	FALSE	FALSE	FALSE	FALSE
Iffo2	212632	chr4	139530548	139620382	89835	1.483065	1.135928	-0.3288	0.83011	0.782436	-0.067015	FALSE	FALSE	8	5	FALSE	FALSE	FALSE	FALSE
Ido1	15930	chr8	24584136	24597009	12874	1.483019	1.923912	0.332109	2.784537	4.486438	0.647451	FALSE	FALSE	8	3	FALSE	FALSE	TRUE	FALSE
Nek8	140859	chr11	78166106	78176675	10570	1.482708	1.768173	0.223583	3.173584	2.879461	-0.130783	FALSE	FALSE	8	2	FALSE	FALSE	FALSE	FALSE
St6galnac5	26938	chr3	152817081	152982246	165166	1.482403	1.512191	0.025022	8.987055	10.528503	0.223319	FALSE	FALSE	8	5	FALSE	FALSE	FALSE	FALSE
Stx7	53331	chr10	24149302	24190222	40921	1.482385	1.588427	0.087166	2.184304	4.882842	1.085606	TRUE	TRUE	8	4	FALSE	FALSE	FALSE	FALSE
Apbb2	11787	chr5	66298703	66618784	320082	1.48232	1.588904	0.087602	1.027116	0.832205	-0.245128	TRUE	TRUE	8	5	FALSE	FALSE	FALSE	FALSE
Tert	21752	chr13	73626911	73649843	22933	1.482163	2.379223	0.610642	3.2124	4.514338	0.463918	TRUE	TRUE	8	3	FALSE	FALSE	TRUE	FALSE
Pknox2	208076	chr9	36890982	37147407	256426	1.482068	1.528829	0.039095	1.268074	1.445226	0.162247	FALSE	FALSE	8	5	FALSE	FALSE	FALSE	FALSE
4933416O17Rik	67550	chr13	69959833	69963437	3605	1.481987	1.518949	0.030992	0.908533	0.802504	-0.14231	FALSE	FALSE	8	1	FALSE	FALSE	FALSE	FALSE
Kctd21	622320	chr7	97332327	97350213	17887	1.481886	2.511922	0.682705	2.601859	5.390393	0.991396	FALSE	FALSE	8	3	FALSE	FALSE	TRUE	FALSE
Il20	58181	chr1	130906985	130911451	4467	1.481626	1.161463	-0.30067	1.797487	1.486989	-0.241075	FALSE	FALSE	8	1	FALSE	FALSE	FALSE	FALSE
Scgb3a1	68662	chr11	49663610	49665118	1509	1.481592	1.475569	-0.005115	1.312351	1.220303	-0.08936	FALSE	FALSE	8	1	FALSE	FALSE	FALSE	FALSE
Rin2	74030	chr2	145784734	145887616	102883	1.481074	2.030461	0.403725	6.955945	9.671906	0.463067	FALSE	FALSE	8	5	FALSE	FALSE	TRUE	FALSE
Xkr5	319581	chr8	18932729	18950975	18247	1.481002	1.661181	0.145234	3.518768	4.995202	0.480134	FALSE	FALSE	8	3	FALSE	FALSE	FALSE	FALSE
Ascl3	56787	chr7	109727465	109731726	4262	1.48094	1.3193	-0.144037	0.750628	0.628904	-0.193265	FALSE	FALSE	8	1	FALSE	FALSE	FALSE	FALSE
Emcn	59308	chr3	137341067	137432185	91119	1.480736	4.023087	1.318834	1.322924	3.22705	1.159572	FALSE	FALSE	8	5	FALSE	FALSE	TRUE	TRUE
Rnf183	76072	chr4	62427540	62435252	7713	1.480733	1.786	0.238135	0.59598	1.061816	0.651431	FALSE	FALSE	8	2	FALSE	FALSE	FALSE	FALSE
Papolb	56522	chr5	142525838	142530076	4239	1.480684	1.869961	0.297323	1.14832	1.255285	0.10857	FALSE	FALSE	8	1	FALSE	FALSE	TRUE	FALSE
Gm9920	100503794	chr15	55099917	55113677	13761	1.480647	2.757505	0.807934	3.748571	7.01098	0.865532	FALSE	FALSE	8	3	FALSE	FALSE	TRUE	FALSE
Pgpep1	66522	chr8	70646435	70660388	13954	1.480567	1.622998	0.116023	2.110408	2.464108	0.203841	FALSE	FALSE	8	3	FALSE	FALSE	FALSE	FALSE
Nhsl2	100042480	chrX	101849385	102092055	242671	1.480456	1.527322	0.039218	3.061773	4.561262	0.542883	FALSE	FALSE	8	5	FALSE	FALSE	FALSE	FALSE
Cd5	12507	chr19	10717116	10739002	21887	1.480413	2.554896	0.70647	1.19616	1.091678	-0.110551	FALSE	FALSE	8	3	FALSE	FALSE	TRUE	FALSE
Or2t1	18330	chr14	14328113	14329066	954	1.480058	2.109545	0.45441	1.127019	1.859099	0.626099	TRUE	TRUE	8	1	FALSE	FALSE	TRUE	FALSE
Rptoros	319454	chr11	119820812	119834365	13554	1.479889	1.937363	0.343786	0.916666	0.906558	-0.012884	FALSE	FALSE	8	3	FALSE	FALSE	TRUE	FALSE
Cnga3	12790	chr1	37214434	37263384	48951	1.479731	1.282591	-0.177827	1.185226	1.136636	-0.05076	TRUE	TRUE	8	4	FALSE	FALSE	FALSE	FALSE
Tagap	72536	chr17	7926000	7934897	8898	1.479574	1.269387	-0.190426	1.709523	1.29793	-0.346091	FALSE	FALSE	8	2	FALSE	FALSE	FALSE	FALSE
H13	14950	chr2	152669461	152708670	39210	1.479459	1.909053	0.325095	1.191506	2.161697	0.754655	FALSE	FALSE	8	4	FALSE	FALSE	TRUE	FALSE
Kbtbd7	211255	chr14	79426511	79431036	4526	1.479429	2.591238	0.726076	1.505456	2.716974	0.767271	FALSE	FALSE	8	1	FALSE	FALSE	TRUE	FALSE
Igf1r	16001	chr7	67952827	68233668	280842	1.479081	1.409823	-0.06003	2.999002	3.122686	0.05439	TRUE	TRUE	8	5	FALSE	FALSE	FALSE	FALSE
Cdo1	12583	chr18	46713193	46728395	15203	1.478993	1.991338	0.380193	2.947841	4.425673	0.552353	FALSE	FALSE	8	3	FALSE	FALSE	TRUE	FALSE
Pick1	18693	chr15	79229173	79256674	27502	1.478885	1.2049	-0.253689	0.742214	1.507109	0.843772	TRUE	TRUE	8	4	FALSE	FALSE	FALSE	FALSE
Lmf1	76483	chr17	25579085	25662826	83742	1.478725	1.079776	-0.386127	2.111254	2.733566	0.341321	FALSE	FALSE	8	5	FALSE	FALSE	FALSE	FALSE
Kcnk12	210741	chr17	87745801	87797994	52194	1.478671	1.312216	-0.148764	3.819537	4.158215	0.116146	FALSE	FALSE	8	4	FALSE	FALSE	FALSE	FALSE
Pipox	19193	chr11	77880615	77894096	13482	1.478323	1.921452	0.334437	1.641905	2.94283	0.764361	FALSE	FALSE	8	3	FALSE	FALSE	TRUE	FALSE
Galnt10	171212	chr11	57645442	57787514	142073	1.478322	1.289965	-0.169569	3.494508	3.713957	0.082805	FALSE	FALSE	8	5	FALSE	FALSE	FALSE	FALSE
Krtap12-22	100009614	chr10	77711457	77712009	553	1.4783	1.160342	-0.29902	1.120188	0.729906	-0.496472	FALSE	FALSE	8	1	FALSE	FALSE	FALSE	FALSE
Cytl1	231162	chr5	37735519	37739820	4302	1.478172	1.139191	-0.321183	1.744321	1.254013	-0.414223	FALSE	FALSE	8	1	FALSE	FALSE	FALSE	FALSE
Gng11	66066	chr6	4003904	4008445	4542	1.477796	0.970118	-0.512471	1.475224	1.25432	-0.201396	FALSE	FALSE	8	1	FALSE	FALSE	FALSE	FALSE
Fat4	329628	chr3	38886940	39011985	125046	1.477587	1.56399	0.071612	10.706444	10.028497	-0.09241	TRUE	TRUE	8	5	FALSE	FALSE	FALSE	FALSE
Cdk1	12534	chr10	69335146	69352938	17793	1.47757	1.941723	0.348668	3.06024	5.269715	0.742888	FALSE	TRUE	8	3	FALSE	FALSE	TRUE	FALSE
Mfng	17305	chr15	78755882	78773475	17594	1.477507	1.424762	-0.045533	2.214125	2.114068	-0.060551	FALSE	FALSE	8	3	FALSE	FALSE	FALSE	FALSE
Slc34a3	142681	chr2	25228898	25234364	5467	1.477319	1.494403	0.014447	1.49976	1.067215	-0.417888	FALSE	FALSE	8	2	FALSE	FALSE	FALSE	FALSE
Ppp1r35	69871	chr5	137778849	137780110	1262	1.477092	1.946437	0.352216	1.108694	1.334621	0.226517	FALSE	FALSE	8	1	FALSE	FALSE	TRUE	FALSE
Cpa2	232680	chr6	30541582	30564476	22895	1.477037	2.953549	0.902985	1.570267	2.106966	0.378231	FALSE	FALSE	8	3	FALSE	FALSE	TRUE	FALSE
Mbnl3	171170	chrX	51117269	51206532	89264	1.476958	2.315866	0.579461	4.936131	4.798479	-0.039037	FALSE	FALSE	8	5	FALSE	FALSE	TRUE	FALSE
Duxf4	245263	chr10	58234848	58236701	1854	1.476327	1.236712	-0.219665	1.429689	0.978987	-0.460299	FALSE	FALSE	8	1	FALSE	FALSE	FALSE	FALSE
Armc5	233912	chr7	128237357	128245100	7744	1.475923	1.727302	0.199379	1.336016	1.895397	0.443013	FALSE	FALSE	8	2	FALSE	FALSE	FALSE	FALSE
Or2b11	257962	chr11	59570699	59571813	1115	1.475868	1.908718	0.32792	1.403408	1.363049	-0.036314	TRUE	TRUE	8	1	FALSE	FALSE	TRUE	FALSE
Krt72	105866	chr15	101776172	101786460	10289	1.475571	1.068023	-0.396549	1.506787	1.232475	-0.249539	FALSE	FALSE	8	2	FALSE	FALSE	FALSE	FALSE
Nemp2	227094	chr1	52630703	52651919	21217	1.475492	1.88113	0.309422	2.003914	4.320427	1.029648	FALSE	FALSE	8	3	FALSE	FALSE	TRUE	FALSE
Prss38	216797	chr11	59372669	59375657	2989	1.47549	0.882066	-0.621382	0.914123	0.617521	-0.437274	FALSE	FALSE	8	1	FALSE	FALSE	FALSE	FALSE
Rtn1	104001	chr12	72211752	72409054	197303	1.475428	1.989003	0.381698	3.542741	5.050913	0.486243	TRUE	TRUE	8	5	FALSE	FALSE	TRUE	FALSE
Dlgap3	242667	chr4	127169204	127237022	67819	1.475382	1.411928	-0.055025	2.622371	2.988815	0.174932	TRUE	TRUE	8	5	FALSE	FALSE	FALSE	FALSE
Cyb5r1	72017	chr1	134405559	134411740	6182	1.475264	2.34744	0.598751	1.283754	2.160786	0.662786	FALSE	FALSE	8	2	FALSE	FALSE	TRUE	FALSE
Gprc5c	70355	chr11	114851152	114872617	21466	1.475206	1.578972	0.0857	3.565114	4.406129	0.289452	TRUE	TRUE	8	3	FALSE	FALSE	FALSE	FALSE
Pde4d	238871	chr13	108449948	109953461	1503514	1.475202	2.329917	0.588925	1.246389	0.948563	-0.327473	TRUE	TRUE	8	5	FALSE	FALSE	TRUE	FALSE
4930595D18Rik	78062	chr12	111159850	111184491	24642	1.475015	1.873139	0.304331	0.451674	0.453634	0.004201	FALSE	FALSE	8	3	FALSE	FALSE	TRUE	FALSE
1700036G14Rik	73283	chr3	85317519	85332030	14512	1.474633	2.01773	0.401014	1.110595	1.449136	0.326977	FALSE	FALSE	8	3	FALSE	FALSE	TRUE	FALSE
Fmnl1	57778	chr11	103171107	103198901	27795	1.474531	1.591586	0.096354	2.397693	3.196009	0.383985	FALSE	FALSE	8	4	FALSE	FALSE	FALSE	FALSE
Mbnl2	105559	chr14	120275669	120431697	156029	1.474466	1.3901	-0.07367	3.482396	6.59366	0.879928	FALSE	FALSE	8	5	FALSE	FALSE	FALSE	FALSE
Rpusd3	101122	chr6	113415319	113419340	4022	1.474377	1.609784	0.110903	1.521769	2.016239	0.360478	FALSE	FALSE	8	1	FALSE	FALSE	FALSE	FALSE
9630028H03Rik	320684	chr2	135325447	135583584	258138	1.474319	1.926665	0.341349	2.44776	3.199095	0.357957	FALSE	FALSE	8	5	FALSE	FALSE	TRUE	FALSE
Kank4os	399570	chr4	98793768	98798900	5133	1.474284	2.134438	0.47465	0.825425	1.158552	0.398985	FALSE	FALSE	8	2	FALSE	FALSE	TRUE	FALSE
Mapk12	29857	chr15	89130584	89140703	10120	1.474259	1.519768	0.038235	0.92223	0.580984	-0.511879	FALSE	FALSE	8	2	FALSE	FALSE	FALSE	FALSE
1700048O20Rik	69430	chr9	121937223	121965089	27867	1.473632	1.491783	0.015377	1.056826	1.210274	0.1637	FALSE	FALSE	8	4	FALSE	FALSE	FALSE	FALSE
N6amt1	67768	chr16	87354185	87368742	14558	1.473628	2.642565	0.757109	1.132855	3.204282	1.339641	FALSE	FALSE	8	3	FALSE	FALSE	TRUE	FALSE
Card9	332579	chr2	26352176	26360918	8743	1.473417	1.37845	-0.083251	1.584649	1.116367	-0.433336	FALSE	FALSE	8	2	FALSE	FALSE	FALSE	FALSE
Slc29a3	71279	chr10	60712072	60752794	40723	1.473416	1.32022	-0.13678	2.494244	3.597846	0.492172	FALSE	FALSE	8	4	FALSE	FALSE	FALSE	FALSE
Grip1os1	78105	chr10	119825204	119852390	27187	1.473411	1.298571	-0.157194	0.829581	0.710456	-0.173762	FALSE	FALSE	8	4	FALSE	FALSE	FALSE	FALSE
Ldlrap1	100017	chr4	134741554	134768024	26471	1.473393	1.382396	-0.079674	3.134971	3.494576	0.146887	FALSE	FALSE	8	4	FALSE	FALSE	FALSE	FALSE
4933400F21Rik	74403	chr1	89650529	89683908	33380	1.473149	1.340969	-0.11725	0.879145	0.554438	-0.505029	FALSE	FALSE	8	4	FALSE	FALSE	FALSE	FALSE
Man1c1	230815	chr4	134561690	134704290	142601	1.472833	1.228158	-0.225187	3.602725	3.276585	-0.128647	FALSE	FALSE	8	5	FALSE	FALSE	FALSE	FALSE
Rpl12	269261	chr2	32961559	32965345	3787	1.472659	1.964364	0.367876	1.795586	2.393284	0.374625	TRUE	TRUE	8	1	FALSE	FALSE	TRUE	FALSE
Gm10865	100038602	chr15	78994955	79011041	16087	1.47261	1.914982	0.334932	0.906891	0.888058	-0.02431	FALSE	FALSE	8	3	FALSE	FALSE	TRUE	FALSE
Gm20743	433374	chr1	164863133	164936775	73643	1.472556	2.661502	0.767534	1.759531	5.321116	1.484906	FALSE	FALSE	8	5	FALSE	FALSE	TRUE	FALSE
Slc25a11	67863	chr11	70644196	70647479	3284	1.472505	1.135654	-0.320121	1.251008	1.086247	-0.171347	FALSE	FALSE	8	1	FALSE	FALSE	FALSE	FALSE
Pdxk	216134	chr10	78436744	78464975	28232	1.471936	1.358513	-0.100095	3.041187	4.787421	0.618634	FALSE	FALSE	8	4	FALSE	FALSE	FALSE	FALSE
Dnah1	110084	chr14	31260375	31323896	63522	1.471851	1.262651	-0.190394	1.469439	1.56928	0.082824	TRUE	TRUE	8	5	FALSE	FALSE	FALSE	FALSE
4933440M02Rik	71208	chr7	125284025	125349788	65764	1.471684	1.428285	-0.03749	2.350728	2.463452	0.061908	FALSE	FALSE	8	5	FALSE	FALSE	FALSE	FALSE
Adamts15	235130	chr9	30899155	30922452	23298	1.471568	1.06365	-0.398045	3.029551	2.373783	-0.325156	FALSE	FALSE	8	3	FALSE	FALSE	FALSE	FALSE
Zcchc13	75064	chrX	103630586	103631670	1085	1.471555	1.576196	0.086582	0.639616	0.795427	0.240261	FALSE	FALSE	8	1	FALSE	FALSE	FALSE	FALSE
Or1d2	258153	chr11	74364671	74365609	939	1.471214	0.720392	-0.846564	0.763937	0.399474	-0.667317	TRUE	TRUE	8	1	FALSE	FALSE	FALSE	FALSE
Irgq	210146	chr7	24530689	24538600	7912	1.471069	1.681831	0.169431	1.527534	1.925353	0.295858	FALSE	FALSE	8	2	FALSE	FALSE	FALSE	FALSE
Kctd19	279499	chr8	105382807	105413502	30696	1.471021	2.07275	0.439131	1.752024	3.57884	0.945798	FALSE	FALSE	8	4	FALSE	FALSE	TRUE	FALSE
Esyt1	23943	chr10	128509965	128525871	15907	1.470982	1.309357	-0.144915	3.316125	3.957372	0.240411	FALSE	FALSE	8	3	FALSE	FALSE	FALSE	FALSE
Depdc7	211896	chr2	104721784	104742878	21095	1.470951	1.745476	0.217016	4.357269	5.63717	0.3557	FALSE	FALSE	8	3	FALSE	FALSE	FALSE	FALSE
Ctso	229445	chr3	81932601	81956725	24125	1.470917	2.413406	0.639051	2.541281	6.151947	1.206326	FALSE	FALSE	8	3	FALSE	FALSE	TRUE	FALSE
Klhdc9	68874	chr1	171358446	171360798	2353	1.470482	1.996518	0.390812	1.754601	2.422034	0.420044	FALSE	FALSE	8	1	FALSE	FALSE	TRUE	FALSE
Mt4	17752	chr8	94137197	94139031	1835	1.470044	1.628414	0.12921	1.603888	2.09334	0.342921	FALSE	FALSE	8	1	FALSE	FALSE	FALSE	FALSE
Trim7	94089	chr11	48826140	48852209	26070	1.46997	2.029193	0.412359	1.742636	3.284975	0.836535	FALSE	FALSE	8	4	FALSE	FALSE	TRUE	FALSE
Actn1	109711	chr12	80167547	80260371	92825	1.469891	1.431722	-0.032955	4.980455	5.695852	0.18594	FALSE	TRUE	8	5	FALSE	FALSE	FALSE	FALSE
1700021N21Rik	69409	chr4	134448766	134450171	1406	1.469728	2.649282	0.763815	1.28079	2.177557	0.675758	FALSE	FALSE	8	1	FALSE	FALSE	TRUE	FALSE
1700095J03Rik	74293	chr7	109438618	109444893	6276	1.469505	1.72135	0.200434	2.838969	3.059314	0.100341	FALSE	FALSE	8	2	FALSE	FALSE	FALSE	FALSE
Kdm4a	230674	chr4	118136957	118180043	43087	1.469503	1.564483	0.078896	2.672131	3.2145	0.247948	TRUE	TRUE	8	4	FALSE	FALSE	FALSE	FALSE
Chid1	68038	chr7	141493136	141539857	46722	1.46934	1.772707	0.238239	1.887375	3.047406	0.632641	FALSE	FALSE	8	4	FALSE	FALSE	FALSE	FALSE
St8sia5	225742	chr18	77185839	77258771	72933	1.469208	1.312967	-0.14	3.03491	2.82265	-0.097282	FALSE	FALSE	8	5	FALSE	FALSE	FALSE	FALSE
