gene_name	gene_id	chr	start	end	gene_length	is_neuronal	is_neuronal_derived	is_key_gene	k119ub_ctrl_signal	k119ub_signal_log2fc	k119ub_signal_decile	length_quintile	atac_fold	atac_fdr	atac_n_peaks	atac_predicted	atac_predicted_sig	k27ac_fold	k27ac_fdr	k27ac_n_peaks	k27ac_predicted	k27ac_predicted_sig	k27me3_fold	k27me3_fdr	k27me3_n_peaks	k27me3_predicted	k27me3_predicted_sig	k119ub_fold	k119ub_fdr	k119ub_n_peaks	k119ub_predicted	k119ub_predicted_sig	n_marks_available	n_predicted	n_predicted_sig
Gbp7	ENSMUSG00000040253.15	chr3	142530341	142550149	19808	FALSE	FALSE	FALSE	4.238451	0.333183	10	3	0.336282361669689	0.185513908385375	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.505842596740653	0.00859173367245392	5	FALSE	FALSE	-0.17254731	0.157558137	5	FALSE	FALSE	3	0	0
Gbx1	ENSMUSG00000067724.5	chr5	24502756	24527202	24446	TRUE	TRUE	FALSE	3.048423	-0.122259	10	3	0.221759846916332	0.231364324960631	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.27131202674762	0.166319029363102	3	FALSE	FALSE	0.022156949	0.833740634	3	TRUE	FALSE	3	1	0
Gbx2	ENSMUSG00000034486.8	chr1	89927955	89931179	3224	TRUE	TRUE	FALSE	5.580975	-0.198435	10	1	0.272384483749946	0.181821683903952	3	FALSE	FALSE	0.919113688111289	0.000754597207569145	2	FALSE	FALSE	-0.0600130256417257	0.782079377329318	3	FALSE	FALSE	-0.401084754	1.26e-07	4	FALSE	FALSE	4	0	0
Gc	ENSMUSG00000035540.12	chr5	89417521	89457898	40377	FALSE	FALSE	FALSE	0.492705	-0.222266	2	4	0.354943498121965	0.0976331881554128	3	FALSE	FALSE	1.08270217224585	9.88476589491127e-10	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.599856399	2.28e-07	1	TRUE	TRUE	3	1	1
Gca	ENSMUSG00000026893.4	chr2	62664284	62694109	29825	FALSE	FALSE	FALSE	1.496392	0.283199	8	4	0.219588690641982	0.173605647221422	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1.25403136216397	5.24069834718498e-11	5	TRUE	TRUE	0.620956397	3.68e-07	3	TRUE	TRUE	3	2	2
Gcat	ENSMUSG00000116378.1	chr15	79030900	79042531	11631	FALSE	FALSE	FALSE	2.585231	0.260012	9	2	-0.0776027304160053	0.679484639907104	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.545902745	9.78e-10	1	TRUE	TRUE	2	2	1
Gcc1	ENSMUSG00000029708.9	chr6	28416090	28428390	12300	FALSE	FALSE	FALSE	2.264699	0.83548	9	2	0.00184770993643345	0.992986686774846	3	FALSE	FALSE	-0.629470538829671	7.06145513403677e-07	1	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	0.664847556	2.12e-10	1	TRUE	TRUE	3	2	2
Gcc2	ENSMUSG00000038039.13	chr10	58255496	58305599	50103	FALSE	FALSE	FALSE	0.430291	-0.10304	1	4	0.182437283068272	0.322448741800323	1	FALSE	FALSE	0.0914039685537008	0.549243071442998	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Gcdh	ENSMUSG00000003809.14	chr8	84886392	84893921	7529	FALSE	FALSE	FALSE	1.414392	0.367528	7	2	0.0144665880444428	0.946255627797098	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.460594658	0.000968003	1	TRUE	TRUE	2	1	1
Gcfc2	ENSMUSG00000035125.10	chr6	81923668	81959915	36247	FALSE	FALSE	FALSE	0.513414	-0.019965	2	4	0.232303718859354	0.167649696654237	1	FALSE	FALSE	0.184783833495753	0.372997554312406	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Gcg	ENSMUSG00000000394.15	chr2	62474529	62483650	9121	FALSE	FALSE	FALSE	1.261748	-0.180127	7	2	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.0567387269544642	0.807507660731831	1	TRUE	FALSE	0.211361197	0.100388613	1	TRUE	FALSE	2	2	0
Gcgr	ENSMUSG00000025127.15	chr11	120530698	120538986	8288	FALSE	FALSE	FALSE	5.067444	-0.350641	10	2	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gch1	ENSMUSG00000037580.10	chr14	47153894	47189413	35519	TRUE	TRUE	FALSE	1.441543	0.132037	7	4	0.290408172243224	0.164228723018737	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.240096129834223	0.221268255628251	1	FALSE	FALSE	-0.001224295	0.992750883	1	FALSE	FALSE	3	0	0
Gchfr	ENSMUSG00000046814.3	chr2	119167772	119172390	4618	FALSE	FALSE	FALSE	1.964323	0.274183	9	1	0.467769679649117	0.0333351113328152	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.076022667	0.616088203	1	FALSE	FALSE	2	0	0
Gck	ENSMUSG00000041798.15	chr11	5900819	5950081	49262	FALSE	FALSE	FALSE	0.93612	0.161501	5	4	0.477810918105217	0.0116789187116128	4	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.081797325	0.452410568	2	TRUE	FALSE	2	1	0
Gckr	ENSMUSG00000059434.9	chr5	31297442	31327314	29872	FALSE	FALSE	FALSE	0.546109	0.178624	2	4	0.265467077227691	0.187489763080563	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.000177168380264696	0.999563748190084	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Gclc	ENSMUSG00000032350.9	chr9	77754534	77794485	39951	TRUE	TRUE	FALSE	0.97649	-0.098652	5	4	0.146077733990981	0.473034420128178	5	FALSE	FALSE	-0.0732073321327808	0.66323242724573	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	1	0
Gclm	ENSMUSG00000028124.15	chr3	122245556	122270732	25176	TRUE	TRUE	FALSE	0.803003	0.466678	4	3	0.0910274521011641	0.63398542116113	4	FALSE	FALSE	-1.32047172561438	1.19730373562672e-21	1	TRUE	TRUE	3.61791358160929	2.01381270351543e-29	1	TRUE	TRUE	1.597502663	3.56e-24	2	TRUE	TRUE	4	3	3
Gcm1	ENSMUSG00000023333.8	chr9	78051923	78065624	13701	TRUE	TRUE	FALSE	1.029137	-0.368827	6	2	-0.0100863036541472	0.967586265853998	3	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	0
Gcm2	ENSMUSG00000021362.7	chr13	41101426	41111035	9609	TRUE	TRUE	FALSE	0.91863	-0.342873	5	2	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gcn1	ENSMUSG00000041638.18	chr5	115565253	115622654	57401	FALSE	FALSE	FALSE	0.588281	-0.513616	3	4	0.276205586535814	0.162144734179428	1	FALSE	FALSE	1.05678385904962	2.46384317317261e-05	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Gcnt1	ENSMUSG00000038843.18	chr19	17326140	17372844	46704	FALSE	FALSE	FALSE	1.172763	0.210212	6	4	-1.70484153294882	1.06337231588382e-12	4	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	2.22156784316054	1.51172669382657e-29	1	TRUE	TRUE	0.111845011	0.402026776	1	TRUE	FALSE	3	3	2
Gcnt2	ENSMUSG00000021360.16	chr13	40859753	40960892	101139	FALSE	FALSE	FALSE	1.091852	-0.104267	6	5	0.469094268518255	0.0408289932023501	4	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.172680171350944	0.361725636814882	2	FALSE	FALSE	-0.068081381	0.640469859	2	FALSE	FALSE	3	0	0
Gcnt3	ENSMUSG00000032226.5	chr9	70031495	70038088	6593	FALSE	FALSE	FALSE	0.829704	-0.591229	4	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gcnt4	ENSMUSG00000091387.2	chr13	96924688	96950906	26218	FALSE	FALSE	FALSE	2.65154	0.270837	10	3	0.152029037280254	0.488418012809446	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.1323598424512	0.44450298425597	6	FALSE	FALSE	0.244019151	0.045788623	4	TRUE	TRUE	3	1	1
Gcnt7	ENSMUSG00000074569.4	chr2	172450312	172458596	8284	FALSE	FALSE	FALSE	0.635054	-0.345028	3	2	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gcsam	ENSMUSG00000022659.13	chr16	45610379	45622867	12488	FALSE	FALSE	FALSE	1.306414	-0.096429	7	2	0.178890910492139	0.412358527024019	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.492259809	0.000296285	1	TRUE	TRUE	2	1	1
Gcsh	ENSMUSG00000034424.5	chr8	116981809	116993537	11728	FALSE	FALSE	FALSE	0.752798	0.65025	4	2	-0.0306228220030916	0.877830444557648	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.271685491	0.096801931	1	TRUE	FALSE	2	2	0
Gda	ENSMUSG00000058624.13	chr19	21391306	21473445	82139	FALSE	FALSE	FALSE	0.972893	-0.219048	5	5	-1.47916231610143	3.2960728823733e-13	2	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	0.00976647956661484	0.966496468003064	2	TRUE	FALSE	-0.633228979	0.0006252	2	FALSE	FALSE	3	2	1
Gdap1	ENSMUSG00000025777.8	chr1	17145361	17164271	18910	FALSE	FALSE	FALSE	1.371225	0.426226	7	3	0.204401173359276	0.230777504567282	6	FALSE	FALSE	-0.0131761802518202	0.948199235133134	2	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	1.238164508	8.75e-46	1	TRUE	TRUE	3	2	1
Gdap1l1	ENSMUSG00000017943.15	chr2	163438475	163455324	16849	FALSE	FALSE	FALSE	1.121084	0.213381	6	3	0.180314627334977	0.304665428823727	5	FALSE	FALSE	-0.1046839095654	0.480835563604489	3	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	1	0
Gdap2	ENSMUSG00000027865.10	chr3	100162380	100206981	44601	FALSE	FALSE	FALSE	0.777259	-0.244534	4	4	0.101421428174245	0.577998492775501	2	FALSE	FALSE	0.0923021558555448	0.563282670274971	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Gde1	ENSMUSG00000033917.15	chr7	118688544	118705778	17234	FALSE	FALSE	FALSE	0.739539	-0.094627	4	3	0.0837215697457586	0.653670824780633	3	FALSE	FALSE	-0.0362621424806412	0.812907622172945	2	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	-0.157162037	0.304664036	1	FALSE	FALSE	3	1	0
Gdf1	ENSMUSG00000109523.1	chr8	70329816	70331587	1771	FALSE	FALSE	FALSE	1.131234	-0.358367	6	1	0.178436274442964	0.328410176115612	4	FALSE	FALSE	0.995430805019242	1.17908169131243e-06	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.449744559	0.001676595	2	FALSE	FALSE	3	0	0
Gdf10	ENSMUSG00000021943.7	chr14	33923586	33937983	14397	TRUE	FALSE	FALSE	3.384659	0.145966	10	2	0.445583155273721	0.0315932558828509	5	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.0327725218966807	0.882395514177802	8	FALSE	FALSE	0.051685137	0.706524899	5	TRUE	FALSE	3	1	0
Gdf11	ENSMUSG00000025352.6	chr10	128882294	128891718	9424	TRUE	TRUE	FALSE	2.561312	-0.219123	9	2	-0.0127395662147412	0.962251410259912	3	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.453703777	0.000846885	3	FALSE	FALSE	2	1	0
Gdf15	ENSMUSG00000038508.7	chr8	70629392	70632456	3064	FALSE	FALSE	FALSE	2.732533	0.09909	10	1	0.00369628739998254	0.986801006039435	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.135350745	0.359610959	1	TRUE	FALSE	2	1	0
Gdf2	ENSMUSG00000072625.1	chr14	33941038	33947198	6160	TRUE	TRUE	FALSE	1.870343	0.230663	9	1	0.508005650024881	0.00651004050464422	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.434706868553454	0.047837490082583	1	TRUE	TRUE	0.237747529	0.138869351	3	TRUE	FALSE	3	2	1
Gdf3	ENSMUSG00000030117.5	chr6	122605402	122610087	4685	FALSE	FALSE	FALSE	0.797559	-0.447513	4	1	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gdf5	ENSMUSG00000038259.4	chr2	155941022	155945367	4345	TRUE	TRUE	FALSE	1.810521	-0.300719	8	1	0.931557953483855	0.00231971491818148	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gdf6	ENSMUSG00000051279.2	chr4	9844371	9862345	17974	TRUE	TRUE	FALSE	8.548493	-0.18248	10	3	1.6746541656929	6.81068781493871e-09	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.173532734894684	0.315981703336967	4	FALSE	FALSE	-0.209338219	0.03250197	6	FALSE	FALSE	3	0	0
Gdf7	ENSMUSG00000037660.5	chr12	8297917	8301954	4037	TRUE	TRUE	FALSE	11.03695	0.14323	10	1	0.423102632766851	0.0237401060219293	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.0823627386071599	0.664783993740143	1	FALSE	FALSE	0.076690575	0.416012872	2	TRUE	FALSE	3	1	0
Gdf9	ENSMUSG00000018238.6	chr11	53431022	53437904	6882	FALSE	FALSE	FALSE	0.90289	0.096818	5	2	-0.00155019879354085	0.995484984625734	1	TRUE	FALSE	-0.0915289912434281	0.470193363391941	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	2	0
Gdi1	ENSMUSG00000015291.10	chrX	74304997	74311862	6865	TRUE	TRUE	FALSE	0.443616	-0.229022	1	2	0.110196352709915	0.574409695489039	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gdi2	ENSMUSG00000021218.10	chr13	3538062	3567871	29809	FALSE	FALSE	FALSE	0.635824	-0.224015	3	4	-0.0440423625043617	0.826030146952133	2	TRUE	FALSE	0.101184951227575	0.526065568508865	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	1	0
Gdnf	ENSMUSG00000022144.4	chr15	7810845	7837575	26730	TRUE	TRUE	FALSE	4.653394	0.192919	10	3	0.674649619040433	0.00119381398587465	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.25797065294171	0.123751051730352	2	FALSE	FALSE	-0.032864342	0.782602269	2	FALSE	FALSE	3	0	0
Gdpd1	ENSMUSG00000061666.6	chr11	87033866	87074062	40196	FALSE	FALSE	FALSE	0.250424	-0.057024	1	4	0.133578261376083	0.456179501360525	1	FALSE	FALSE	0.0574975952119594	0.696748685549836	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Gdpd2	ENSMUSG00000019359.14	chrX	100729872	100738895	9023	FALSE	FALSE	FALSE	2.784312	0.271104	10	2	0.717671229852155	0.000115200006328013	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.235918172557541	0.266118215070129	1	FALSE	FALSE	-0.013981778	0.952268231	1	FALSE	FALSE	3	0	0
Gdpd3	ENSMUSG00000030703.8	chr7	126766333	126775649	9316	FALSE	FALSE	FALSE	0.415753	-0.25264	1	2	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gdpd4	ENSMUSG00000035582.13	chr7	97919954	98049663	129709	FALSE	FALSE	FALSE	0.35408	0.153147	1	5	0.555417924682896	0.061349382998476	2	FALSE	FALSE	1.10162256643398	4.15893672744858e-08	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Gdpd5	ENSMUSG00000035314.10	chr7	99381413	99461877	80464	TRUE	TRUE	FALSE	2.703397	-0.07068	10	5	0.0825925788300013	0.638058941162395	12	FALSE	FALSE	0.211922326270251	0.158124988881796	4	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.08057394	0.569214862	7	FALSE	FALSE	3	0	0
Gdpgp1	ENSMUSG00000050973.11	chr7	80232864	80242061	9197	FALSE	FALSE	FALSE	0.456499	0.120028	1	2	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Gem	ENSMUSG00000028214.13	chr4	11704456	11714752	10296	FALSE	FALSE	FALSE	5.302046	0.32441	10	2	0.65066633049328	0.00582437454656433	2	FALSE	FALSE	0.384126663985683	0.072273787501858	1	FALSE	FALSE	-0.0623449953942042	0.821214480511426	2	FALSE	FALSE	0.078491153	0.490315244	2	TRUE	FALSE	4	1	0
Gemin2	ENSMUSG00000060121.15	chr12	59013392	59028470	15078	FALSE	FALSE	FALSE	0.375511	0.655726	1	3	-0.00964791082218792	0.962764122983862	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	0
Gemin4	ENSMUSG00000049396.6	chr11	76210570	76217664	7094	FALSE	FALSE	FALSE	0.584953	-0.061169	3	2	0.216995246358702	0.24851851584987	2	FALSE	FALSE	-1.24372490609467	4.37657568230816e-07	1	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	1	1
Gemin5	ENSMUSG00000037275.14	chr11	58120001	58168539	48538	FALSE	FALSE	FALSE	0.52717	-0.088766	2	4	0.00715561985065964	0.972932889168227	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gemin6	ENSMUSG00000055760.12	chr17	80224440	80228497	4057	FALSE	FALSE	FALSE	0.808812	1.118114	4	1	0.210039296471744	0.269914508144782	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gemin7	ENSMUSG00000044709.6	chr7	19564945	19577595	12650	FALSE	FALSE	FALSE	0.368932	0.17383	1	2	0.0974030656017667	0.617495065325507	3	FALSE	FALSE	0.400102929346089	0.00842394094824677	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Gemin8	ENSMUSG00000040621.14	chrX	166170453	166190512	20059	FALSE	FALSE	FALSE	0.718073	0.757433	4	3	0.16509397258415	0.363855098280614	4	FALSE	FALSE	-1.14886757386165	7.16102478031504e-13	1	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	2.046271115	4.78e-20	1	TRUE	TRUE	3	2	2
Gen1	ENSMUSG00000051235.10	chr12	11238919	11265801	26882	FALSE	FALSE	FALSE	0.575481	0.773522	2	3	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1.22685254	3.16e-18	1	TRUE	TRUE	1	1	1
Get1	ENSMUSG00000023147.17	chr16	96145406	96157852	12446	TRUE	TRUE	FALSE	1.509174	0.685776	8	2	-0.189645771034306	0.269824847134838	7	TRUE	FALSE	-1.30210663532645	1.33781923729726e-08	1	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	0.512077428	0.000287076	2	TRUE	TRUE	3	3	2
Get4	ENSMUSG00000025858.12	chr5	139252323	139270051	17728	FALSE	FALSE	FALSE	0.734351	-0.291182	4	3	0.0927946528517917	0.646518932369078	2	FALSE	FALSE	0.0608206189954147	0.69269949961733	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Gfap	ENSMUSG00000020932.14	chr11	102887335	102900912	13577	TRUE	TRUE	FALSE	1.874802	0.242055	9	2	-0.0194476240228098	0.924406119019425	3	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	0
Gfer	ENSMUSG00000040888.10	chr17	24693186	24696156	2970	FALSE	FALSE	FALSE	0.837187	0.362792	4	1	0.0133798855561241	0.951799963559323	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gfi1	ENSMUSG00000029275.18	chr5	107716656	107726036	9380	TRUE	TRUE	FALSE	8.723752	-0.636318	10	2	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.0446698824772956	0.849091827851801	2	FALSE	FALSE	-0.837528565	1.07e-13	1	FALSE	FALSE	2	0	0
Gfi1b	ENSMUSG00000026815.14	chr2	28609449	28621982	12533	FALSE	FALSE	FALSE	1.32138	-0.374857	7	2	-0.0307101672095053	0.904478340100933	2	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	0.247359473482062	0.279662008137801	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	2	2	0
Gfm1	ENSMUSG00000027774.16	chr3	67430095	67476529	46434	FALSE	FALSE	FALSE	1.000414	0.085596	6	4	0.220221081163081	0.216245284548704	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gfm2	ENSMUSG00000021666.16	chr13	97137936	97181195	43259	FALSE	FALSE	FALSE	0.635073	0.147778	3	4	0.228622611879771	0.224667363916361	1	FALSE	FALSE	0.315837783141297	0.0560904129015884	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Gfod1	ENSMUSG00000051335.6	chr13	43195244	43304172	108928	FALSE	FALSE	FALSE	1.304692	0.018071	7	5	0.0405243618851353	0.829313242683492	6	FALSE	FALSE	-0.0588375485566191	0.680238757403151	12	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	0.269434632	0.026219444	1	TRUE	TRUE	3	2	1
Gfod2	ENSMUSG00000013150.15	chr8	105713853	105758664	44811	FALSE	FALSE	FALSE	0.583703	0.060994	3	4	0.0430254554232818	0.824567811962127	3	FALSE	FALSE	-0.20468253264305	0.188803008221213	2	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	1	0
Gfpt1	ENSMUSG00000029992.14	chr6	87042845	87092197	49352	FALSE	FALSE	FALSE	0.469822	-0.253671	2	4	0.0997917874548532	0.575216303371921	1	FALSE	FALSE	0.240868711657447	0.105211075610107	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Gfpt2	ENSMUSG00000020363.6	chr11	49794177	49838613	44436	FALSE	FALSE	FALSE	1.092093	-0.199522	6	4	0.674019293785735	0.0018056648318573	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.255361949248027	0.236369967672962	1	FALSE	FALSE	-0.13256278	0.325389574	1	FALSE	FALSE	3	0	0
Gfra1	ENSMUSG00000025089.15	chr19	58235603	58455909	220306	TRUE	TRUE	FALSE	1.862752	0.12683	9	5	0.665149525293329	0.00278737387273877	6	FALSE	FALSE	0.156315853916035	0.564507550213611	1	FALSE	FALSE	-0.1848356567872	0.345576286259078	9	FALSE	FALSE	-0.245494114	0.009273589	11	FALSE	FALSE	4	0	0
Gfra2	ENSMUSG00000022103.10	chr14	70890119	70979838	89719	TRUE	TRUE	FALSE	3.131387	0.533745	10	5	1.14586444998404	6.99359360681061e-08	11	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.539123026335494	0.00819087583249798	15	FALSE	FALSE	0.890285106	4.93e-13	14	TRUE	TRUE	3	1	1
Gfra3	ENSMUSG00000024366.8	chr18	34689897	34720387	30490	TRUE	TRUE	FALSE	0.675065	-0.214647	3	4	-0.0694225761653289	0.772123487865637	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	-0.00343097511323984	0.988457046411939	2	FALSE	FALSE	-0.136763896	0.496660788	1	FALSE	FALSE	3	1	0
Gfra4	ENSMUSG00000027316.15	chr2	131039631	131043088	3457	TRUE	TRUE	FALSE	4.727493	0.36728	10	1	0.505965142412927	0.00707237803746051	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gfral	ENSMUSG00000059383.14	chr9	76164101	76213657	49556	TRUE	TRUE	FALSE	0.458376	-0.254357	2	4	-0.00742810710898247	0.979060038981871	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	0
Gfy	ENSMUSG00000095276.2	chr7	45176348	45179569	3221	TRUE	TRUE	FALSE	2.751038	-0.155185	10	1	0.25729013905521	0.255450716914828	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.18842906	0.163737441	1	FALSE	FALSE	2	0	0
Gga1	ENSMUSG00000033128.9	chr15	78877189	78894585	17396	FALSE	FALSE	FALSE	1.017318	-0.382191	6	3	0.122667747205867	0.479637806808181	3	FALSE	FALSE	0.0695898590155995	0.64984115081544	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Gga2	ENSMUSG00000030872.14	chr7	121986721	122021222	34501	FALSE	FALSE	FALSE	0.537001	-0.139448	2	4	0.117262516030709	0.58546465316342	4	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Gga3	ENSMUSG00000020740.13	chr11	115584254	115604051	19797	FALSE	FALSE	FALSE	0.389438	-0.341104	1	3	0.00882444814547539	0.964642332312752	1	FALSE	FALSE	0.120215707556703	0.515322789444502	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Ggact	ENSMUSG00000041625.15	chr14	122816222	122913757	97535	FALSE	FALSE	FALSE	1.168901	0.649315	6	5	NA	NA	NA	FALSE	FALSE	-0.361338488004116	0.0307816422887312	1	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	1
