gene_name	chr	mut_specific_aging_up	mch_sig
Clptm1l	chr13	FALSE	FALSE
Clpx	chr9	FALSE	FALSE
Clrn1	chr3	FALSE	FALSE
Clrn2	chr5	FALSE	FALSE
Clrn3	chr7	FALSE	FALSE
Clspn	chr4	FALSE	FALSE
Clstn1	chr4	FALSE	TRUE
Clstn2	chr9	TRUE	TRUE
Clstn3	chr6	FALSE	TRUE
Clta	chr4	FALSE	FALSE
Cltb	chr13	FALSE	FALSE
Cltc	chr11	FALSE	FALSE
Cltrn	chrX	FALSE	FALSE
Clu	chr14	TRUE	FALSE
Cluap1	chr16	FALSE	FALSE
Cluh	chr11	FALSE	FALSE
Clvs1	chr4	TRUE	TRUE
Clvs2	chr10	FALSE	FALSE
Clybl	chr14	FALSE	TRUE
Cma1	chr14	FALSE	FALSE
Cma2	chr14	FALSE	FALSE
Cmah	chr13	FALSE	TRUE
Cmas	chr6	FALSE	TRUE
Cmbl	chr15	FALSE	FALSE
Cmc2	chr8	TRUE	TRUE
Cmc4	chrX	FALSE	FALSE
Cmip	chr8	FALSE	TRUE
Cmklr1	chr5	FALSE	FALSE
Cmpk1	chr4	FALSE	FALSE
Cmpk2	chr12	FALSE	FALSE
Cmss1	chr16	FALSE	TRUE
Cmtm1	chr8	FALSE	FALSE
Cmtm2a	chr8	FALSE	FALSE
Cmtm2b	chr8	FALSE	FALSE
Cmtm3	chr8	FALSE	FALSE
Cmtm4	chr8	FALSE	TRUE
Cmtm5	chr14	FALSE	FALSE
Cmtm6	chr9	FALSE	FALSE
Cmtm7	chr9	FALSE	FALSE
Cmtm8	chr9	FALSE	FALSE
Cmtr1	chr17	TRUE	FALSE
Cmtr2	chr8	FALSE	FALSE
Cmya5	chr13	FALSE	TRUE
Cnbd1	chr4	FALSE	FALSE
Cnbd2	chr2	FALSE	TRUE
Cnbp	chr6	FALSE	TRUE
Cndp1	chr18	FALSE	FALSE
Cndp2	chr18	FALSE	FALSE
Cnep1r1	chr8	FALSE	FALSE
Cnfn	chr7	FALSE	FALSE
Cnga1	chr5	FALSE	FALSE
Cnga2	chrX	FALSE	FALSE
Cnga3	chr1	FALSE	TRUE
Cnga4	chr7	FALSE	FALSE
Cngb1	chr8	FALSE	TRUE
Cngb3	chr4	FALSE	TRUE
Cnih1	chr14	FALSE	FALSE
Cnih2	chr19	FALSE	FALSE
Cnih3	chr1	FALSE	TRUE
Cnih4	chr1	FALSE	FALSE
Cnksr1	chr4	FALSE	TRUE
Cnksr2	chrX	FALSE	TRUE
Cnksr3	chr10	FALSE	TRUE
Cnmd	chr14	FALSE	FALSE
Cnn1	chr9	FALSE	TRUE
Cnn2	chr10	FALSE	FALSE
Cnn3	chr3	FALSE	TRUE
Cnnm1	chr19	TRUE	FALSE
Cnnm2	chr19	FALSE	TRUE
Cnnm3	chr1	FALSE	FALSE
Cnnm4	chr1	FALSE	FALSE
Cnot1	chr8	FALSE	TRUE
Cnot10	chr9	FALSE	FALSE
Cnot11	chr1	FALSE	FALSE
Cnot2	chr10	FALSE	TRUE
Cnot3	chr7	FALSE	FALSE
Cnot4	chr6	FALSE	TRUE
Cnot6	chr11	FALSE	FALSE
Cnot6l	chr5	FALSE	TRUE
Cnot7	chr8	FALSE	FALSE
Cnot8	chr11	FALSE	FALSE
Cnot9	chr1	FALSE	FALSE
Cnp	chr11	FALSE	FALSE
Cnppd1	chr1	FALSE	FALSE
Cnpy1	chr5	FALSE	TRUE
Cnpy2	chr10	FALSE	FALSE
Cnpy3	chr17	FALSE	FALSE
Cnr1	chr4	FALSE	FALSE
Cnr2	chr4	FALSE	FALSE
Cnrip1	chr11	FALSE	FALSE
Cnst	chr1	FALSE	TRUE
Cntd1	chr11	FALSE	FALSE
Cntf	chr19	FALSE	FALSE
Cntfr	chr4	FALSE	TRUE
Cntln	chr4	FALSE	FALSE
Cntn1	chr15	TRUE	TRUE
Cntn2	chr1	FALSE	FALSE
Cntn3	chr6	FALSE	FALSE
Cntn4	chr6	FALSE	TRUE
Cntn5	chr9	FALSE	TRUE
Cntn6	chr6	FALSE	TRUE
Cntnap1	chr11	FALSE	FALSE
Cntnap2	chr6	FALSE	TRUE
Cntnap3	chr13	FALSE	TRUE
Cntnap4	chr8	FALSE	TRUE
Cntnap5a	chr1	FALSE	TRUE
Cntnap5b	chr1	FALSE	FALSE
Cntnap5c	chr17	FALSE	TRUE
Cntrl	chr2	FALSE	FALSE
Cntrob	chr11	FALSE	FALSE
Coa4	chr7	FALSE	FALSE
Coa5	chr1	FALSE	FALSE
Coa6	chr8	FALSE	FALSE
Coa7	chr4	FALSE	FALSE
Coasy	chr11	FALSE	FALSE
Cobl	chr11	TRUE	TRUE
Cobll1	chr2	FALSE	TRUE
Coch	chr12	FALSE	FALSE
Cog1	chr11	FALSE	FALSE
Cog2	chr8	FALSE	TRUE
Cog3	chr14	TRUE	TRUE
Cog4	chr8	FALSE	TRUE
Cog5	chr12	TRUE	TRUE
Cog6	chr3	FALSE	FALSE
Cog7	chr7	FALSE	FALSE
Cog8	chr8	FALSE	FALSE
Coil	chr11	FALSE	FALSE
Col10a1	chr10	FALSE	FALSE
Col11a1	chr3	FALSE	TRUE
Col11a2	chr17	FALSE	TRUE
Col12a1	chr9	FALSE	FALSE
Col13a1	chr10	FALSE	TRUE
Col14a1	chr15	FALSE	TRUE
Col15a1	chr4	FALSE	TRUE
Col16a1	chr4	FALSE	TRUE
Col17a1	chr19	FALSE	FALSE
Col18a1	chr10	TRUE	FALSE
Col19a1	chr1	FALSE	TRUE
Col1a1	chr11	TRUE	FALSE
Col1a2	chr6	FALSE	FALSE
Col20a1	chr2	FALSE	FALSE
Col22a1	chr15	FALSE	TRUE
Col23a1	chr11	FALSE	TRUE
Col24a1	chr3	FALSE	FALSE
Col25a1	chr3	FALSE	TRUE
Col26a1	chr5	FALSE	TRUE
Col27a1	chr4	FALSE	TRUE
Col28a1	chr6	FALSE	TRUE
Col2a1	chr15	FALSE	FALSE
Col3a1	chr1	FALSE	FALSE
Col4a1	chr8	TRUE	TRUE
Col4a2	chr8	TRUE	TRUE
Col4a3	chr1	FALSE	TRUE
Col4a4	chr1	TRUE	FALSE
Col4a5	chrX	FALSE	TRUE
Col4a6	chrX	FALSE	TRUE
Col5a1	chr2	FALSE	TRUE
Col5a2	chr1	FALSE	TRUE
Col5a3	chr9	FALSE	FALSE
Col6a1	chr10	FALSE	TRUE
Col6a2	chr10	FALSE	FALSE
Col6a3	chr1	FALSE	TRUE
Col6a4	chr9	FALSE	FALSE
Col6a5	chr9	FALSE	TRUE
Col6a6	chr9	FALSE	FALSE
Col7a1	chr9	FALSE	TRUE
Col8a1	chr16	FALSE	TRUE
Col8a2	chr4	FALSE	TRUE
Col9a1	chr1	TRUE	TRUE
Col9a2	chr4	FALSE	FALSE
Col9a3	chr2	FALSE	TRUE
Colec10	chr15	FALSE	FALSE
Colec11	chr12	FALSE	FALSE
Colec12	chr18	FALSE	TRUE
Colgalt1	chr8	FALSE	TRUE
Colgalt2	chr1	FALSE	TRUE
Colq	chr14	FALSE	FALSE
Commd1	chr11	FALSE	TRUE
Commd10	chr18	FALSE	FALSE
Commd2	chr3	FALSE	FALSE
Commd3	chr2	FALSE	TRUE
Commd4	chr9	FALSE	FALSE
Commd5	chr15	FALSE	FALSE
Commd6	chr14	FALSE	FALSE
Commd7	chr2	TRUE	FALSE
Commd8	chr5	TRUE	FALSE
Commd9	chr2	FALSE	TRUE
Comp	chr8	FALSE	FALSE
Comt	chr16	FALSE	TRUE
Comtd1	chr14	FALSE	FALSE
Cop1	chr1	TRUE	TRUE
Copa	chr1	FALSE	FALSE
Copb1	chr7	TRUE	TRUE
Copb2	chr9	FALSE	FALSE
Cope	chr8	FALSE	FALSE
Copg1	chr6	FALSE	FALSE
Copg2	chr6	FALSE	FALSE
Coprs	chr8	FALSE	FALSE
Cops2	chr2	FALSE	FALSE
Cops3	chr11	FALSE	TRUE
Cops4	chr5	FALSE	FALSE
Cops5	chr1	FALSE	FALSE
Cops7a	chr6	FALSE	FALSE
Cops7b	chr1	FALSE	FALSE
Cops8	chr1	FALSE	FALSE
Cops9	chr1	FALSE	FALSE
Copz1	chr15	FALSE	TRUE
Copz2	chr11	FALSE	FALSE
Coq10a	chr10	FALSE	FALSE
Coq10b	chr1	FALSE	TRUE
Coq2	chr5	FALSE	FALSE
Coq3	chr4	FALSE	TRUE
Coq4	chr2	FALSE	FALSE
Coq5	chr5	FALSE	FALSE
Coq6	chr12	FALSE	FALSE
Coq7	chr7	FALSE	FALSE
Coq8a	chr1	FALSE	FALSE
Coq8b	chr7	FALSE	FALSE
Coq9	chr8	FALSE	FALSE
Corin	chr5	FALSE	TRUE
Coro1a	chr7	FALSE	FALSE
Coro1b	chr19	FALSE	FALSE
Coro1c	chr5	FALSE	TRUE
Coro2a	chr4	FALSE	TRUE
Coro2b	chr9	FALSE	TRUE
Coro6	chr11	FALSE	FALSE
Coro7	chr16	FALSE	TRUE
Cort	chr4	FALSE	FALSE
Cotl1	chr8	TRUE	FALSE
Cox10	chr11	FALSE	TRUE
Cox11	chr11	FALSE	FALSE
Cox14	chr15	FALSE	FALSE
Cox15	chr19	FALSE	FALSE
Cox16	chr12	FALSE	TRUE
Cox17	chr16	FALSE	FALSE
Cox18	chr5	FALSE	FALSE
Cox19	chr5	FALSE	FALSE
Cox20	chr1	FALSE	FALSE
Cox4i1	chr8	FALSE	FALSE
Cox4i2	chr2	FALSE	FALSE
Cox5a	chr9	FALSE	FALSE
Cox5b	chr1	FALSE	FALSE
Cox6a1	chr5	FALSE	FALSE
Cox6a2	chr7	FALSE	FALSE
Cox6b1	chr7	FALSE	FALSE
Cox6b2	chr7	FALSE	FALSE
Cox6c	chr15	FALSE	FALSE
Cox7a1	chr7	FALSE	FALSE
Cox7a2	chr9	FALSE	FALSE
Cox7a2l	chr17	TRUE	FALSE
Cox7b	chrX	FALSE	FALSE
Cox7b2	chr5	FALSE	FALSE
Cox7c	chr13	FALSE	FALSE
Cox8a	chr19	FALSE	FALSE
Cox8b	chr7	FALSE	FALSE
Cox8c	chr12	FALSE	FALSE
Cp	chr3	FALSE	FALSE
Cpa1	chr6	FALSE	FALSE
Cpa2	chr6	FALSE	TRUE
Cpa3	chr3	FALSE	FALSE
Cpa4	chr6	FALSE	FALSE
Cpa5	chr6	FALSE	FALSE
Cpa6	chr1	FALSE	FALSE
Cpb1	chr3	FALSE	FALSE
Cpb2	chr14	FALSE	FALSE
Cpd	chr11	FALSE	FALSE
Cpe	chr8	FALSE	TRUE
Cpeb1	chr7	FALSE	TRUE
Cpeb2	chr5	FALSE	FALSE
Cpeb3	chr19	FALSE	TRUE
Cpeb4	chr11	FALSE	FALSE
Cped1	chr6	FALSE	FALSE
Cplane1	chr15	FALSE	TRUE
Cplane2	chr4	FALSE	FALSE
Cplx1	chr5	FALSE	TRUE
Cplx2	chr13	TRUE	FALSE
Cplx3	chr9	FALSE	FALSE
Cplx4	chr18	FALSE	FALSE
Cpm	chr10	FALSE	TRUE
Cpn1	chr19	FALSE	FALSE
Cpn2	chr16	FALSE	FALSE
Cpne1	chr2	FALSE	FALSE
Cpne2	chr8	FALSE	TRUE
Cpne3	chr4	FALSE	FALSE
Cpne4	chr9	FALSE	FALSE
Cpne5	chr17	FALSE	TRUE
Cpne6	chr14	FALSE	FALSE
Cpne7	chr8	FALSE	FALSE
Cpne8	chr15	FALSE	FALSE
Cpne9	chr6	FALSE	TRUE
Cpox	chr16	FALSE	TRUE
Cpped1	chr16	FALSE	FALSE
Cpq	chr15	FALSE	TRUE
Cps1	chr1	FALSE	TRUE
Cpsf1	chr15	FALSE	FALSE
Cpsf2	chr12	FALSE	FALSE
Cpsf3	chr12	FALSE	FALSE
Cpsf4	chr5	FALSE	FALSE
Cpsf4l	chr11	FALSE	FALSE
Cpsf6	chr10	FALSE	TRUE
Cpsf7	chr19	FALSE	FALSE
Cpt1a	chr19	FALSE	TRUE
Cpt1b	chr15	FALSE	FALSE
Cpt1c	chr7	FALSE	TRUE
Cpt2	chr4	FALSE	TRUE
Cptp	chr4	FALSE	FALSE
Cpvl	chr6	FALSE	FALSE
Cpxcr1	chrX	FALSE	FALSE
Cpxm1	chr2	FALSE	FALSE
Cpxm2	chr7	TRUE	FALSE
Cpz	chr5	FALSE	FALSE
Cr1l	chr1	FALSE	FALSE
Cr2	chr1	FALSE	TRUE
Crabp1	chr9	FALSE	FALSE
Crabp2	chr3	FALSE	FALSE
Cracr2a	chr6	FALSE	TRUE
Cracr2b	chr7	FALSE	FALSE
Cradd	chr10	FALSE	TRUE
Crat	chr2	FALSE	TRUE
Crb1	chr1	FALSE	TRUE
Crb2	chr2	FALSE	TRUE
Crb3	chr17	FALSE	FALSE
Crbn	chr6	FALSE	FALSE
Crcp	chr5	FALSE	TRUE
Crct1	chr3	FALSE	FALSE
Creb1	chr1	FALSE	TRUE
Creb3	chr4	FALSE	TRUE
Creb3l1	chr2	TRUE	FALSE
Creb3l2	chr6	FALSE	FALSE
Creb3l3	chr10	FALSE	FALSE
Creb3l4	chr3	FALSE	FALSE
Creb5	chr6	FALSE	TRUE
Crebbp	chr16	FALSE	TRUE
Crebl2	chr6	FALSE	FALSE
Crebrf	chr17	FALSE	TRUE
Crebzf	chr7	FALSE	FALSE
Creg1	chr1	FALSE	FALSE
Creg2	chr1	TRUE	FALSE
Creld1	chr6	FALSE	FALSE
Creld2	chr15	FALSE	FALSE
Crem	chr18	FALSE	TRUE
Crh	chr3	FALSE	FALSE
Crhbp	chr13	FALSE	FALSE
Crhr1	chr11	FALSE	FALSE
Crhr2	chr6	FALSE	FALSE
Crim1	chr17	FALSE	TRUE
Crip1	chr12	FALSE	TRUE
Crip2	chr12	FALSE	FALSE
Crip3	chr17	FALSE	FALSE
Cript	chr17	FALSE	FALSE
Crisp1	chr17	FALSE	TRUE
Crisp2	chr17	FALSE	TRUE
Crisp3	chr17	FALSE	FALSE
Crisp4	chr1	TRUE	FALSE
Crispld1	chr1	FALSE	FALSE
Crispld2	chr8	FALSE	FALSE
Crk	chr11	FALSE	FALSE
Crkl	chr16	FALSE	TRUE
Crlf1	chr8	FALSE	TRUE
Crlf2	chr5	FALSE	FALSE
Crlf3	chr11	FALSE	FALSE
Crls1	chr2	FALSE	FALSE
Crmp1	chr5	FALSE	TRUE
Crnkl1	chr2	FALSE	TRUE
Crnn	chr3	FALSE	FALSE
Crocc	chr4	FALSE	TRUE
Crocc2	chr1	FALSE	TRUE
Crot	chr5	FALSE	FALSE
Crp	chr1	FALSE	FALSE
Crppa	chr12	FALSE	TRUE
Crtac1	chr19	FALSE	FALSE
Crtam	chr9	FALSE	FALSE
Crtap	chr9	FALSE	TRUE
Crtc1	chr8	FALSE	TRUE
Crtc2	chr3	FALSE	FALSE
Crtc3	chr7	FALSE	FALSE
Crx	chr7	FALSE	FALSE
Crxos	chr7	FALSE	FALSE
Cry1	chr10	FALSE	FALSE
Cry2	chr2	FALSE	TRUE
Cryaa	chr17	FALSE	FALSE
Cryba1	chr11	FALSE	FALSE
Cryba2	chr1	FALSE	FALSE
Cryba4	chr5	FALSE	FALSE
Crybb1	chr5	FALSE	FALSE
Crybb2	chr5	FALSE	FALSE
Crybb3	chr5	FALSE	FALSE
Crybg1	chr10	FALSE	TRUE
Crybg2	chr4	FALSE	FALSE
Crybg3	chr16	FALSE	TRUE
Cryga	chr1	FALSE	FALSE
Crygb	chr1	FALSE	FALSE
Crygc	chr1	FALSE	FALSE
Crygd	chr1	FALSE	FALSE
Cryge	chr1	FALSE	FALSE
Crygf	chr1	TRUE	FALSE
Crygn	chr5	FALSE	FALSE
Crygs	chr16	FALSE	FALSE
Cryl1	chr14	FALSE	TRUE
Crym	chr7	FALSE	TRUE
Cryz	chr3	FALSE	FALSE
Cryzl1	chr16	FALSE	TRUE
Cryzl2	chr1	FALSE	TRUE
Cs	chr10	FALSE	TRUE
Csad	chr15	FALSE	FALSE
Csdc2	chr15	FALSE	FALSE
Csde1	chr3	FALSE	FALSE
Cse1l	chr2	FALSE	FALSE
Csf1	chr3	TRUE	FALSE
Csf1r	chr18	FALSE	TRUE
Csf2	chr11	FALSE	FALSE
Csf2ra	chr19	FALSE	FALSE
Csf2rb	chr15	FALSE	FALSE
Csf2rb2	chr15	FALSE	TRUE
Csf3	chr11	FALSE	FALSE
Csf3r	chr4	FALSE	FALSE
Csgalnact1	chr8	FALSE	TRUE
Csgalnact2	chr6	FALSE	TRUE
Csk	chr9	FALSE	FALSE
Csl	chr10	FALSE	FALSE
Csmd1	chr8	FALSE	FALSE
Csmd2	chr4	FALSE	TRUE
Csmd3	chr15	TRUE	FALSE
Csn1s1	chr5	FALSE	FALSE
Csn1s2a	chr5	FALSE	FALSE
Csn2	chr5	FALSE	FALSE
Csn3	chr5	FALSE	TRUE
Csnk1a1	chr18	FALSE	FALSE
Csnk1d	chr11	FALSE	FALSE
Csnk1e	chr15	FALSE	TRUE
Csnk1g1	chr9	FALSE	TRUE
Csnk1g2	chr10	FALSE	FALSE
Csnk1g3	chr18	FALSE	TRUE
Csnk2a1	chr2	FALSE	FALSE
Csnk2a2	chr8	FALSE	FALSE
Csnk2b	chr17	FALSE	FALSE
Csnka2ip	chr16	FALSE	TRUE
Cspg4	chr9	FALSE	FALSE
Cspg5	chr9	FALSE	FALSE
Cspp1	chr1	FALSE	FALSE
Csrnp1	chr9	FALSE	FALSE
Csrnp2	chr15	FALSE	FALSE
Csrnp3	chr2	FALSE	TRUE
Csrp1	chr1	FALSE	FALSE
Csrp2	chr10	FALSE	FALSE
Csrp3	chr7	FALSE	FALSE
Cst10	chr2	FALSE	FALSE
Cst11	chr2	FALSE	FALSE
Cst12	chr2	FALSE	FALSE
Cst13	chr2	FALSE	FALSE
Cst3	chr2	FALSE	FALSE
Cst6	chr19	FALSE	FALSE
Cst7	chr2	FALSE	TRUE
Cst8	chr2	TRUE	TRUE
Cst9	chr2	FALSE	FALSE
Csta1	chr16	FALSE	FALSE
Csta2	chr16	FALSE	FALSE
Csta3	chr16	FALSE	FALSE
Cstad	chr2	FALSE	TRUE
Cstb	chr10	FALSE	FALSE
Cstdc1	chr2	FALSE	FALSE
Cstdc2	chr2	FALSE	FALSE
Cstdc4	chr16	FALSE	FALSE
Cstdc5	chr16	FALSE	FALSE
Cstdc6	chr16	FALSE	FALSE
Cstf1	chr2	FALSE	FALSE
Cstf2	chrX	FALSE	TRUE
Cstf2t	chr19	FALSE	FALSE
Cstf3	chr2	FALSE	TRUE
Cstl1	chr2	FALSE	FALSE
Ct55	chrX	FALSE	FALSE
Ctag2	chrX	FALSE	FALSE
Ctag2l2	chrX	FALSE	FALSE
Ctbp1	chr5	FALSE	FALSE
Ctbp2	chr7	FALSE	FALSE
Ctbs	chr3	FALSE	FALSE
Ctc1	chr11	FALSE	TRUE
Ctcf	chr8	FALSE	TRUE
Ctcfl	chr2	FALSE	FALSE
Ctdnep1	chr11	FALSE	FALSE
Ctdp1	chr18	FALSE	TRUE
Ctdsp2	chr10	FALSE	FALSE
Ctdspl	chr9	FALSE	FALSE
Ctf1	chr7	FALSE	TRUE
Ctf2	chr7	FALSE	FALSE
Cth	chr3	FALSE	TRUE
Cthrc1	chr15	FALSE	FALSE
Ctif	chr18	FALSE	TRUE
Ctla2b	chr13	FALSE	FALSE
Ctla4	chr1	FALSE	FALSE
Ctnna1	chr18	FALSE	TRUE
Ctnna2	chr6	FALSE	FALSE
Ctnna3	chr10	FALSE	TRUE
Ctnnal1	chr4	FALSE	TRUE
Ctnnb1	chr9	TRUE	FALSE
Ctnnbip1	chr4	FALSE	TRUE
Ctnnbl1	chr2	FALSE	TRUE
Ctnnd1	chr2	FALSE	TRUE
Ctnnd2	chr15	FALSE	TRUE
Ctns	chr11	FALSE	FALSE
Ctps2	chrX	FALSE	FALSE
Ctr9	chr7	FALSE	FALSE
Ctrb1	chr8	FALSE	FALSE
Ctrc	chr4	FALSE	FALSE
Ctrl	chr8	FALSE	FALSE
Cts3	chr13	FALSE	FALSE
Cts6	chr13	FALSE	FALSE
Cts7	chr13	FALSE	FALSE
Cts8	chr13	FALSE	FALSE
Ctsa	chr2	FALSE	FALSE
Ctsb	chr14	FALSE	TRUE
Ctsc	chr7	FALSE	FALSE
Ctsd	chr7	FALSE	FALSE
Ctse	chr1	FALSE	FALSE
Ctsf	chr19	FALSE	FALSE
Ctsg	chr14	FALSE	FALSE
Ctsh	chr9	FALSE	FALSE
Ctsj	chr13	FALSE	FALSE
Ctsk	chr3	FALSE	FALSE
Ctsl	chr13	FALSE	FALSE
Ctsll3	chr13	FALSE	FALSE
Ctsm	chr13	FALSE	FALSE
Ctso	chr3	FALSE	FALSE
Ctsq	chr13	FALSE	FALSE
Ctsr	chr13	FALSE	FALSE
Ctsw	chr19	FALSE	FALSE
Ctsz	chr2	FALSE	TRUE
Cttn	chr7	FALSE	TRUE
Cttnbp2	chr6	FALSE	TRUE
Cttnbp2nl	chr3	FALSE	TRUE
Ctu1	chr7	FALSE	FALSE
Ctu2	chr8	FALSE	FALSE
Ctxn1	chr8	FALSE	FALSE
Ctxn2	chr2	TRUE	TRUE
Ctxn3	chr18	FALSE	FALSE
Cubn	chr2	FALSE	FALSE
Cuedc1	chr11	FALSE	TRUE
Cuedc2	chr19	FALSE	FALSE
Cul1	chr6	FALSE	TRUE
Cul2	chr18	FALSE	FALSE
Cul3	chr1	FALSE	TRUE
Cul4a	chr8	FALSE	FALSE
Cul4b	chrX	FALSE	FALSE
Cul5	chr9	FALSE	TRUE
Cul7	chr17	FALSE	FALSE
Cul9	chr17	FALSE	FALSE
Cuta	chr17	FALSE	FALSE
Cutal	chr2	FALSE	TRUE
Cutc	chr19	FALSE	TRUE
Cux1	chr5	FALSE	TRUE
Cux2	chr5	FALSE	TRUE
Cuzd1	chr7	FALSE	FALSE
Cwc15	chr9	FALSE	FALSE
Cwc22	chr2	FALSE	FALSE
Cwc25	chr11	FALSE	FALSE
Cwc27	chr13	FALSE	TRUE
Cwf19l1	chr19	FALSE	TRUE
Cwf19l2	chr9	FALSE	FALSE
Cwh43	chr5	FALSE	FALSE
Cx3cl1	chr8	FALSE	FALSE
Cx3cr1	chr9	TRUE	FALSE
Cxadr	chr16	FALSE	TRUE
Cxcl1	chr5	FALSE	FALSE
Cxcl10	chr5	FALSE	FALSE
Cxcl12	chr6	FALSE	FALSE
Cxcl13	chr5	FALSE	FALSE
Cxcl14	chr13	FALSE	FALSE
Cxcl15	chr5	FALSE	FALSE
Cxcl16	chr11	FALSE	FALSE
Cxcl17	chr7	FALSE	TRUE
Cxcl2	chr5	FALSE	FALSE
Cxcl3	chr5	FALSE	TRUE
Cxcl5	chr5	FALSE	FALSE
Cxcl9	chr5	FALSE	FALSE
Cxcr1	chr1	FALSE	FALSE
Cxcr2	chr1	FALSE	FALSE
Cxcr3	chrX	TRUE	FALSE
Cxcr4	chr1	FALSE	FALSE
Cxcr5	chr9	FALSE	TRUE
Cxcr6	chr9	FALSE	FALSE
Cxxc1	chr18	FALSE	FALSE
Cxxc4	chr3	FALSE	FALSE
Cxxc5	chr18	TRUE	TRUE
Cyb561	chr11	FALSE	FALSE
Cyb561a3	chr19	FALSE	FALSE
Cyb561d1	chr3	FALSE	FALSE
Cyb561d2	chr9	FALSE	FALSE
Cyb5a	chr18	FALSE	FALSE
Cyb5b	chr8	FALSE	TRUE
Cyb5d2	chr11	FALSE	FALSE
Cyb5r1	chr1	FALSE	FALSE
Cyb5r2	chr7	FALSE	FALSE
Cyb5r3	chr15	FALSE	FALSE
Cyb5r4	chr9	FALSE	TRUE
Cyb5rl	chr4	FALSE	FALSE
Cyba	chr8	FALSE	FALSE
Cybb	chrX	FALSE	FALSE
Cybc1	chr11	FALSE	FALSE
Cybrd1	chr2	FALSE	FALSE
Cyc1	chr15	FALSE	FALSE
Cycs	chr6	FALSE	FALSE
Cyct	chr2	FALSE	FALSE
Cyfip1	chr7	FALSE	TRUE
Cyfip2	chr11	FALSE	TRUE
Cygb	chr11	FALSE	FALSE
Cylc1	chrX	FALSE	FALSE
Cylc2	chr4	FALSE	FALSE
Cyld	chr8	TRUE	FALSE
Cym	chr3	FALSE	FALSE
Cyp11a1	chr9	FALSE	FALSE
Cyp11b1	chr15	FALSE	FALSE
Cyp11b2	chr15	FALSE	FALSE
Cyp17a1	chr19	FALSE	FALSE
Cyp19a1	chr9	FALSE	TRUE
Cyp1a1	chr9	FALSE	FALSE
Cyp1a2	chr9	FALSE	FALSE
Cyp1b1	chr17	FALSE	FALSE
Cyp20a1	chr1	FALSE	FALSE
Cyp21a1	chr17	FALSE	FALSE
Cyp24a1	chr2	FALSE	FALSE
Cyp26a1	chr19	FALSE	FALSE
Cyp26b1	chr6	FALSE	FALSE
Cyp26c1	chr19	FALSE	FALSE
Cyp27a1	chr1	FALSE	FALSE
Cyp27b1	chr10	FALSE	FALSE
Cyp2a12	chr7	FALSE	FALSE
Cyp2a22	chr7	FALSE	FALSE
Cyp2a4	chr7	FALSE	FALSE
Cyp2a5	chr7	FALSE	FALSE
Cyp2ab1	chr16	FALSE	FALSE
Cyp2b10	chr7	FALSE	TRUE
Cyp2b13	chr7	FALSE	TRUE
Cyp2b19	chr7	FALSE	FALSE
Cyp2b23	chr7	FALSE	FALSE
Cyp2b9	chr7	FALSE	FALSE
Cyp2c23	chr19	FALSE	FALSE
Cyp2c29	chr19	FALSE	FALSE
Cyp2c38	chr19	FALSE	TRUE
Cyp2c39	chr19	FALSE	FALSE
Cyp2c40	chr19	FALSE	FALSE
Cyp2c54	chr19	FALSE	FALSE
Cyp2c55	chr19	FALSE	FALSE
Cyp2c65	chr19	FALSE	FALSE
Cyp2c67	chr19	FALSE	FALSE
Cyp2c68	chr19	FALSE	FALSE
Cyp2c70	chr19	FALSE	FALSE
Cyp2d10	chr15	FALSE	FALSE
Cyp2d12	chr15	FALSE	FALSE
Cyp2d22	chr15	FALSE	TRUE
Cyp2d26	chr15	FALSE	FALSE
Cyp2d34	chr15	FALSE	FALSE
Cyp2d40	chr15	FALSE	FALSE
Cyp2d9	chr15	FALSE	FALSE
Cyp2e1	chr7	FALSE	FALSE
Cyp2f2	chr7	FALSE	FALSE
Cyp2g1	chr7	FALSE	FALSE
Cyp2j11	chr4	FALSE	FALSE
Cyp2j12	chr4	FALSE	TRUE
Cyp2j13	chr4	FALSE	TRUE
Cyp2j5	chr4	TRUE	FALSE
Cyp2j6	chr4	FALSE	TRUE
Cyp2j8	chr4	FALSE	FALSE
Cyp2j9	chr4	FALSE	FALSE
Cyp2r1	chr7	FALSE	FALSE
Cyp2s1	chr7	FALSE	FALSE
Cyp2t4	chr7	FALSE	FALSE
Cyp2u1	chr3	FALSE	FALSE
Cyp2w1	chr5	FALSE	FALSE
Cyp39a1	chr17	FALSE	FALSE
Cyp3a11	chr5	FALSE	FALSE
Cyp3a13	chr5	FALSE	TRUE
Cyp3a16	chr5	FALSE	FALSE
Cyp3a25	chr5	FALSE	FALSE
Cyp3a41a	chr5	FALSE	FALSE
Cyp3a41b	chr5	FALSE	FALSE
Cyp3a44	chr5	FALSE	FALSE
Cyp3a57	chr5	FALSE	TRUE
Cyp3a59	chr5	FALSE	FALSE
Cyp46a1	chr12	FALSE	FALSE
Cyp4a10	chr4	FALSE	FALSE
Cyp4a12a	chr4	FALSE	TRUE
Cyp4a12b	chr4	FALSE	FALSE
Cyp4a14	chr4	FALSE	FALSE
Cyp4a29	chr4	FALSE	FALSE
Cyp4a30b	chr4	FALSE	FALSE
Cyp4a31	chr4	FALSE	FALSE
Cyp4a32	chr4	FALSE	FALSE
Cyp4b1	chr4	FALSE	FALSE
Cyp4f13	chr17	FALSE	FALSE
Cyp4f14	chr17	FALSE	FALSE
