gene_name	chr	mch_sig	mecp2_sig
Kctd4	chr14	TRUE	FALSE
Dffa	chr4	TRUE	FALSE
Oacyl	chr18	TRUE	FALSE
Itpa	chr2	TRUE	FALSE
Acvr1	chr2	TRUE	FALSE
Tnfaip8l2	chr3	TRUE	FALSE
Plekhg5	chr4	TRUE	FALSE
Ak9	chr10	TRUE	FALSE
Pak1ip1	chr13	TRUE	FALSE
Apip	chr2	TRUE	FALSE
E130114P18Rik	chr4	TRUE	FALSE
Cdk17	chr10	TRUE	FALSE
D6Wsu163e	chr6	TRUE	FALSE
Phf20l1	chr15	TRUE	FALSE
Abcb9	chr5	TRUE	FALSE
Sis	chr3	TRUE	FALSE
1700006A11Rik	chr3	TRUE	FALSE
Nppa	chr4	TRUE	FALSE
Drc7	chr8	TRUE	FALSE
Zdhhc3	chr9	TRUE	FALSE
Chst10	chr1	TRUE	FALSE
Psmd11	chr11	TRUE	FALSE
Ubn2	chr6	TRUE	FALSE
Rab7	chr6	TRUE	FALSE
Cpsf6	chr10	TRUE	FALSE
Mrs2	chr13	TRUE	FALSE
Gpd1l	chr9	TRUE	FALSE
Slc51b	chr9	TRUE	FALSE
Acsl3	chr1	TRUE	FALSE
Usp33	chr3	TRUE	FALSE
Crip1	chr12	TRUE	FALSE
Tent4a	chr13	TRUE	FALSE
Med14	chrX	TRUE	FALSE
Ttbk1	chr17	TRUE	FALSE
Kif27	chr13	TRUE	FALSE
Abcb5	chr12	TRUE	FALSE
Bend6	chr1	TRUE	FALSE
Wfdc5	chr2	TRUE	FALSE
Ephx1	chr1	TRUE	FALSE
D930020B18Rik	chr10	TRUE	FALSE
Tnfsfm13	chr11	TRUE	FALSE
Far1	chr7	TRUE	FALSE
Mpi	chr9	TRUE	FALSE
Gpat3	chr5	TRUE	FALSE
Cab39	chr1	TRUE	FALSE
Zfp275	chrX	TRUE	FALSE
Pitpnc1	chr11	TRUE	FALSE
Il17rb	chr14	TRUE	FALSE
Prrt4	chr6	TRUE	TRUE
Tep1	chr14	TRUE	FALSE
Polk	chr13	TRUE	FALSE
Yipf1	chr4	TRUE	FALSE
Pla2g3	chr11	TRUE	FALSE
Ankdd1b	chr13	TRUE	FALSE
Mstn	chr1	TRUE	TRUE
9430038I01Rik	chr7	TRUE	FALSE
Tmod2	chr9	TRUE	FALSE
Prex2	chr1	TRUE	FALSE
Btg1c	chrX	TRUE	FALSE
Gm5901	chr7	TRUE	FALSE
Serpine2	chr1	TRUE	FALSE
Prkaca	chr8	TRUE	FALSE
Tjp2	chr19	TRUE	FALSE
Clcnkb	chr4	TRUE	FALSE
Gbp7	chr3	TRUE	FALSE
Plxnc1	chr10	TRUE	FALSE
Commd3	chr2	TRUE	FALSE
Ncoa7	chr10	TRUE	FALSE
Cplane1	chr15	TRUE	FALSE
Bcar1	chr8	TRUE	FALSE
Fmr1nb	chrX	TRUE	FALSE
Tbx22	chrX	TRUE	FALSE
Gclc	chr9	TRUE	FALSE
Tmem9b	chr7	TRUE	FALSE
Acad9	chr3	TRUE	FALSE
Svopl	chr6	TRUE	FALSE
Cdk5rap1	chr2	TRUE	FALSE
A830018L16Rik	chr1	TRUE	FALSE
F13b	chr1	TRUE	FALSE
Itgae	chr11	TRUE	FALSE
Ihh	chr1	TRUE	FALSE
Slc20a2	chr8	TRUE	FALSE
Myh7b	chr2	TRUE	FALSE
Ntsr1	chr2	TRUE	FALSE
Gpatch8	chr11	TRUE	FALSE
Syt15	chr14	TRUE	FALSE
Ccdc77	chr6	TRUE	FALSE
Fcrl1	chr3	TRUE	FALSE
Sox8	chr17	TRUE	FALSE
Resp18	chr1	TRUE	FALSE
Zmym6	chr4	TRUE	FALSE
Apoh	chr11	TRUE	FALSE
Fbxl5	chr5	TRUE	FALSE
Trpm6	chr19	TRUE	FALSE
Gdnf	chr15	TRUE	FALSE
Gbp2	chr3	TRUE	FALSE
Tgfbr2	chr9	TRUE	FALSE
Tirap	chr9	TRUE	FALSE
Ctss	chr3	TRUE	FALSE
Adgrf4	chr17	TRUE	FALSE
Slc22a16	chr10	TRUE	FALSE
Ntng2	chr2	TRUE	TRUE
L1cam	chrX	TRUE	FALSE
Ghrhr	chr6	TRUE	FALSE
Pbrm1	chr14	TRUE	FALSE
Sdc2	chr15	TRUE	FALSE
Ube3a	chr7	TRUE	FALSE
Zdhhc2	chr8	TRUE	FALSE
Htr6	chr4	TRUE	FALSE
Rac1	chr5	TRUE	FALSE
Coq10b	chr1	TRUE	FALSE
Nup205	chr6	TRUE	FALSE
Trpm2	chr10	TRUE	FALSE
Tmem14a	chr1	TRUE	FALSE
Syk	chr13	TRUE	FALSE
Tns2	chr15	TRUE	FALSE
Fignl2	chr15	TRUE	FALSE
Shroom2	chrX	TRUE	FALSE
Ctnnal1	chr4	TRUE	FALSE
St8sia4	chr1	TRUE	FALSE
Ptpro	chr6	TRUE	FALSE
Kynu	chr2	TRUE	FALSE
Cyp2j13	chr4	TRUE	FALSE
Ldlrad2	chr4	TRUE	FALSE
Gdf9	chr11	TRUE	FALSE
Sfxn4	chr19	TRUE	FALSE
D17H6S53E	chr17	TRUE	FALSE
Hspb7	chr4	TRUE	FALSE
Ints13	chr6	TRUE	FALSE
Senp5	chr16	TRUE	FALSE
Golph3	chr15	TRUE	FALSE
Comt	chr16	TRUE	FALSE
Lrp2	chr2	TRUE	FALSE
Plekhm2	chr4	TRUE	FALSE
Iqub	chr6	TRUE	FALSE
Sil1	chr18	TRUE	FALSE
Mtcl1	chr17	TRUE	FALSE
Gpr107	chr2	TRUE	FALSE
Ciao2b	chr8	TRUE	FALSE
Mcur1	chr13	TRUE	FALSE
Crocc	chr4	TRUE	FALSE
A930009A15Rik	chr10	TRUE	FALSE
Efnb2	chr8	TRUE	FALSE
Cd48	chr1	TRUE	FALSE
Tmem116	chr5	TRUE	FALSE
Grn	chr11	TRUE	FALSE
Lrp8	chr4	TRUE	FALSE
1700010I14Rik	chr17	TRUE	FALSE
Pde1c	chr6	TRUE	FALSE
Herc1	chr9	TRUE	FALSE
Fam187b	chr7	TRUE	FALSE
Cct8	chr16	TRUE	FALSE
Itgad	chr7	TRUE	FALSE
Cd86	chr16	TRUE	FALSE
Fbp1	chr13	TRUE	FALSE
Arhgef7	chr8	TRUE	FALSE
Pirt	chr11	TRUE	FALSE
Ccdc50	chr16	TRUE	FALSE
Lama3	chr18	TRUE	FALSE
Ppp4r2	chr6	TRUE	FALSE
Cnot1	chr8	TRUE	FALSE
Atg2b	chr12	TRUE	FALSE
Scyl3	chr1	TRUE	FALSE
Ppp2r2c	chr5	TRUE	FALSE
Fcmr	chr1	TRUE	FALSE
Zfp322a	chr13	TRUE	FALSE
Kcng4	chr8	TRUE	FALSE
Gpbp1	chr13	TRUE	FALSE
Opa1	chr16	TRUE	FALSE
Uqcc2	chr17	TRUE	FALSE
Wnt7a	chr6	TRUE	FALSE
Tada2a	chr11	TRUE	FALSE
Trpm5	chr7	TRUE	FALSE
Ankrd13a	chr5	TRUE	FALSE
Nkrf	chrX	TRUE	FALSE
Htatip2	chr7	TRUE	FALSE
Mark3	chr12	TRUE	FALSE
Rab2b	chr14	TRUE	FALSE
Lrch2	chrX	TRUE	FALSE
4931429L15Rik	chr9	TRUE	FALSE
Slc10a1	chr12	TRUE	FALSE
Nek9	chr12	TRUE	FALSE
Prtg	chr9	TRUE	FALSE
Lhx2	chr2	TRUE	FALSE
Ddb2	chr2	TRUE	FALSE
Gm5622	chr14	TRUE	FALSE
Fgfr2	chr7	TRUE	FALSE
Cmtm4	chr8	TRUE	FALSE
Gabpb2	chr3	TRUE	FALSE
Dbh	chr2	TRUE	FALSE
Tbx21	chr11	TRUE	FALSE
Ifitm10	chr7	TRUE	FALSE
Frem1	chr4	TRUE	TRUE
Gas2l1	chr11	TRUE	FALSE
Topaz1	chr9	TRUE	FALSE
Cd36	chr5	TRUE	FALSE
Prr36	chr8	TRUE	FALSE
Hadha	chr5	TRUE	FALSE
Cyp2b13	chr7	TRUE	FALSE
St6galnac2	chr11	TRUE	FALSE
Aen	chr7	TRUE	FALSE
Plin2	chr4	TRUE	FALSE
Faap20	chr4	TRUE	FALSE
Anxa6	chr11	TRUE	FALSE
Vsx2	chr12	TRUE	FALSE
Mab21l2	chr3	TRUE	FALSE
Cdsn	chr17	TRUE	FALSE
Atg9b	chr5	TRUE	FALSE
Sec24b	chr3	TRUE	FALSE
Rabggta	chr14	TRUE	FALSE
1700020N01Rik	chr10	TRUE	FALSE
Ttf1	chr2	TRUE	FALSE
Sowahc	chr10	TRUE	FALSE
Asphd2	chr5	TRUE	FALSE
Nxpe3	chr16	TRUE	FALSE
Gls	chr1	TRUE	FALSE
Tspan15	chr10	TRUE	FALSE
Zfp935	chr13	TRUE	FALSE
Prdm8	chr5	TRUE	FALSE
Slc26a3	chr12	TRUE	FALSE
Gcc2	chr10	TRUE	FALSE
4933427D14Rik	chr11	TRUE	FALSE
Slc17a8	chr10	TRUE	FALSE
Irf7	chr7	TRUE	FALSE
Fanci	chr7	TRUE	FALSE
Tfr2	chr5	TRUE	FALSE
Rhd	chr4	TRUE	FALSE
Xrra1	chr7	TRUE	FALSE
Panx1	chr9	TRUE	FALSE
Irs1	chr1	TRUE	FALSE
Eif4enif1	chr11	TRUE	FALSE
Snx13	chr12	TRUE	FALSE
Mtus1	chr8	TRUE	FALSE
Sv2b	chr7	TRUE	FALSE
Ski	chr4	TRUE	FALSE
Oxa1l	chr14	TRUE	FALSE
Abi3bp	chr16	TRUE	FALSE
Clcn5	chrX	TRUE	FALSE
Dennd6b	chr15	TRUE	FALSE
Edc3	chr9	TRUE	FALSE
Il19	chr1	TRUE	FALSE
Zar1l	chr5	TRUE	FALSE
Cela3b	chr4	TRUE	FALSE
Bcl9	chr3	TRUE	FALSE
Camkk2	chr5	TRUE	FALSE
Rbms2	chr10	TRUE	FALSE
Tmem63c	chr12	TRUE	FALSE
Trip10	chr17	TRUE	FALSE
Taf1c	chr8	TRUE	FALSE
Grid2	chr6	TRUE	FALSE
Edaradd	chr13	TRUE	FALSE
Stk39	chr2	TRUE	FALSE
Crisp1	chr17	TRUE	FALSE
Mrps6	chr16	TRUE	FALSE
Pcid2	chr8	TRUE	FALSE
Abca9	chr11	TRUE	FALSE
Orc1	chr4	TRUE	FALSE
Gem	chr4	TRUE	FALSE
Majin	chr19	TRUE	FALSE
Tarbp1	chr8	TRUE	FALSE
Fam216b	chr14	TRUE	FALSE
Hacd4	chr4	TRUE	FALSE
Cabp4	chr19	TRUE	FALSE
Mrpl13	chr15	TRUE	FALSE
Aldh3b3	chr19	TRUE	FALSE
Itgax	chr7	TRUE	FALSE
Ccdc141	chr2	TRUE	FALSE
Tec	chr5	TRUE	FALSE
Cdhr2	chr13	TRUE	FALSE
Ppara	chr15	TRUE	FALSE
Cep250	chr2	TRUE	FALSE
Grtp1	chr8	TRUE	FALSE
Tdh	chr14	TRUE	FALSE
Pggt1b	chr18	TRUE	FALSE
Neto2	chr8	TRUE	FALSE
Mroh1	chr15	TRUE	FALSE
Ifngr1	chr10	TRUE	FALSE
Arid1a	chr4	TRUE	FALSE
Rasgef1a	chr6	TRUE	FALSE
Lrrc32	chr7	TRUE	FALSE
Cish	chr9	TRUE	FALSE
Fancm	chr12	TRUE	FALSE
Ostn	chr16	TRUE	FALSE
Zswim9	chr7	TRUE	FALSE
Rpp40	chr13	TRUE	FALSE
Trarg1	chr11	TRUE	FALSE
Lamtor3	chr3	TRUE	FALSE
Golph3l	chr3	TRUE	FALSE
Alms1	chr6	TRUE	FALSE
Tgm7	chr2	TRUE	FALSE
Cst7	chr2	TRUE	FALSE
Zfp324	chr7	TRUE	FALSE
Aar2	chr2	TRUE	FALSE
Naa15	chr3	TRUE	FALSE
Cutal	chr2	TRUE	FALSE
Tmem190	chr7	TRUE	FALSE
2010109A12Rik	chr5	TRUE	FALSE
Npc1l1	chr11	TRUE	FALSE
Klf15	chr6	TRUE	FALSE
Cep162	chr9	TRUE	FALSE
Mroh4	chr15	TRUE	FALSE
Pak6	chr2	TRUE	FALSE
Tmem185a	chrX	TRUE	FALSE
Copz1	chr15	TRUE	FALSE
Igfbp2	chr1	TRUE	FALSE
Sntg2	chr12	TRUE	FALSE
Cep104	chr4	TRUE	FALSE
Capn11	chr17	TRUE	FALSE
Cutc	chr19	TRUE	FALSE
Fhdc1	chr3	TRUE	FALSE
Pard6g	chr18	TRUE	FALSE
Igfbpl1	chr4	TRUE	FALSE
Slco4c1	chr1	TRUE	FALSE
Tpcn2	chr7	TRUE	FALSE
Gcfc2	chr6	TRUE	FALSE
Wdr6	chr9	TRUE	FALSE
Chmp7	chr14	TRUE	FALSE
Ildr1	chr16	TRUE	FALSE
Dcaf12	chr4	TRUE	FALSE
Chp1	chr2	TRUE	FALSE
Txk	chr5	TRUE	FALSE
Rslcan18	chr13	TRUE	FALSE
Myo1c	chr11	TRUE	FALSE
Sin3b	chr8	TRUE	FALSE
Ctf1	chr7	TRUE	FALSE
Sntb2	chr8	TRUE	FALSE
Slc36a4	chr9	TRUE	FALSE
Fezf2	chr14	TRUE	FALSE
Vmn1r68	chr7	TRUE	FALSE
Inava	chr1	TRUE	FALSE
Sgo1	chr17	TRUE	FALSE
Hmgb2	chr8	TRUE	FALSE
Gjc3	chr5	TRUE	FALSE
Ddit3	chr10	TRUE	FALSE
Jade3	chrX	TRUE	FALSE
Eme2	chr17	TRUE	FALSE
Rasgrp1	chr2	TRUE	FALSE
Ltv1	chr10	TRUE	FALSE
Tasor2	chr13	TRUE	FALSE
Clip2	chr5	TRUE	FALSE
Cnksr1	chr4	TRUE	FALSE
Noct	chr3	TRUE	FALSE
Klhl14	chr18	TRUE	FALSE
Nmbr	chr10	TRUE	FALSE
Pappa	chr4	TRUE	FALSE
Spaca3	chr11	TRUE	FALSE
Galc	chr12	TRUE	FALSE
Fam221a	chr6	TRUE	FALSE
Ppic	chr18	TRUE	FALSE
Creb1	chr1	TRUE	FALSE
Trim5	chr7	TRUE	FALSE
Rassf4	chr6	TRUE	FALSE
Gstm4	chr3	TRUE	FALSE
Gfral	chr9	TRUE	FALSE
Wdhd1	chr14	TRUE	FALSE
Ss18	chr18	TRUE	FALSE
Plek	chr11	TRUE	FALSE
Slc1a5	chr7	TRUE	FALSE
Cngb3	chr4	TRUE	FALSE
Actr2	chr11	TRUE	FALSE
Htr1d	chr4	TRUE	FALSE
Pcare	chr17	TRUE	FALSE
Usp31	chr7	TRUE	FALSE
Adamts3	chr5	TRUE	FALSE
Fbxo42	chr4	TRUE	FALSE
Vwde	chr6	TRUE	FALSE
Zyg11b	chr4	TRUE	FALSE
Cfap46	chr7	TRUE	FALSE
Cntn5	chr9	TRUE	FALSE
Rtl4	chrX	TRUE	FALSE
Usp22	chr11	TRUE	FALSE
Asah2	chr19	TRUE	FALSE
Fbxo24	chr5	TRUE	FALSE
Snx6	chr12	TRUE	FALSE
Ggnbp1	chr17	TRUE	FALSE
Apobec3	chr15	TRUE	FALSE
Gk	chrX	TRUE	FALSE
Lmbr1l	chr15	TRUE	FALSE
Anapc15	chr7	TRUE	FALSE
Tmed10	chr12	TRUE	FALSE
Plppr4	chr3	TRUE	FALSE
Tmem120b	chr5	TRUE	FALSE
Ccdc28a	chr10	TRUE	FALSE
Mfsd14b	chr13	TRUE	FALSE
Zfp35	chr18	TRUE	FALSE
Sppl3	chr5	TRUE	FALSE
Ednra	chr8	TRUE	FALSE
Plekha5	chr6	TRUE	FALSE
Vwa2	chr19	TRUE	FALSE
Car3	chr3	TRUE	FALSE
Prdm15	chr16	TRUE	FALSE
Agbl2	chr2	TRUE	FALSE
Rilpl1	chr5	TRUE	FALSE
Zfp941	chr7	TRUE	FALSE
Agt	chr8	TRUE	FALSE
Ndufaf2	chr13	TRUE	FALSE
Mmp15	chr8	TRUE	FALSE
Tmem165	chr5	TRUE	FALSE
Mapk13	chr17	TRUE	FALSE
Prkch	chr12	TRUE	FALSE
Crnkl1	chr2	TRUE	FALSE
Trim45	chr3	TRUE	FALSE
Zfp647	chr15	TRUE	FALSE
Ces1e	chr8	TRUE	FALSE
Ppip5k2	chr1	TRUE	FALSE
Pom121l2	chr13	TRUE	FALSE
Lrrn4	chr2	TRUE	FALSE
Rpe65	chr3	TRUE	FALSE
Phox2a	chr7	TRUE	FALSE
Exoc3l4	chr12	TRUE	FALSE
Exd2	chr12	TRUE	FALSE
Rnf125	chr18	TRUE	FALSE
Fam167a	chr14	TRUE	FALSE
Uchl3	chr14	TRUE	FALSE
Prh1	chr6	TRUE	FALSE
Rpl17	chr18	TRUE	FALSE
Slc25a24	chr3	TRUE	FALSE
Kcns1	chr2	TRUE	FALSE
Far2	chr6	TRUE	FALSE
Nxf2	chrX	TRUE	FALSE
Gpr174	chrX	TRUE	FALSE
Tsc22d2	chr3	TRUE	FALSE
Abcg8	chr17	TRUE	FALSE
Tshr	chr12	TRUE	FALSE
Tnfrsf11a	chr1	TRUE	FALSE
Cops6	chr5	TRUE	FALSE
Gpx2	chr12	TRUE	FALSE
Adamts9	chr6	TRUE	FALSE
Zc2hc1b	chr10	TRUE	FALSE
Tmem243	chr5	TRUE	FALSE
Dpy19l1	chr9	TRUE	FALSE
Mgst2	chr3	TRUE	FALSE
Isoc2b	chr7	TRUE	FALSE
Pcp4l1	chr1	TRUE	FALSE
Anxa8	chr14	TRUE	FALSE
Bbs4	chr9	TRUE	FALSE
Lrrc15	chr16	TRUE	FALSE
Srsf9	chr5	TRUE	FALSE
Mtdh	chr15	TRUE	FALSE
Dnajc1	chr2	TRUE	FALSE
Zfp3	chr11	TRUE	FALSE
Plppr1	chr4	TRUE	FALSE
Chka	chr19	TRUE	FALSE
Gabpb1	chr2	TRUE	FALSE
Smpdl3a	chr10	TRUE	FALSE
Rflna	chr5	TRUE	FALSE
Micall2	chr5	TRUE	FALSE
Mtarc1	chr1	TRUE	FALSE
Impa1	chr3	TRUE	FALSE
Arpc4	chr6	TRUE	FALSE
Bmp5	chr9	TRUE	FALSE
Ncapd2	chr6	TRUE	FALSE
Cdk6	chr5	TRUE	FALSE
Pcdhga12	chr18	TRUE	FALSE
Csgalnact1	chr8	TRUE	FALSE
Wdr47	chr3	TRUE	FALSE
Pou5f1	chr17	TRUE	FALSE
Pde6a	chr18	TRUE	FALSE
Mthfs	chr9	TRUE	FALSE
Zfp410	chr12	TRUE	FALSE
Chaf1b	chr16	TRUE	FALSE
Trpa1	chr1	TRUE	FALSE
Pcdh19	chrX	TRUE	FALSE
Naip1	chr13	TRUE	FALSE
Nlrp4c	chr7	TRUE	FALSE
Ces2e	chr8	TRUE	FALSE
Kcnt1	chr2	TRUE	FALSE
Vmn1r76	chr7	TRUE	FALSE
Sox13	chr1	TRUE	FALSE
Fbxo45	chr16	TRUE	FALSE
Whrn	chr4	TRUE	FALSE
Myo19	chr11	TRUE	FALSE
Myl4	chr11	TRUE	FALSE
Hsf1	chr15	TRUE	FALSE
Frem3	chr8	TRUE	FALSE
Eomes	chr9	TRUE	FALSE
Champ1	chr8	TRUE	FALSE
1810024B03Rik	chr2	TRUE	FALSE
Pabpc4	chr4	TRUE	FALSE
Cntnap5c	chr17	TRUE	FALSE
Emp1	chr6	TRUE	FALSE
Tmem242	chr17	TRUE	FALSE
Sypl2	chr3	TRUE	FALSE
Msh5	chr17	TRUE	FALSE
Os9	chr10	TRUE	FALSE
Smg1	chr7	TRUE	FALSE
Tvp23b	chr11	TRUE	FALSE
Plce1	chr19	TRUE	FALSE
Abhd6	chr14	TRUE	FALSE
Rmnd5a	chr6	TRUE	FALSE
Fbxo6	chr4	TRUE	FALSE
Zfyve21	chr12	TRUE	FALSE
Prkg2	chr5	TRUE	FALSE
Ranbp10	chr8	TRUE	FALSE
Slc1a2	chr2	TRUE	FALSE
Fbxo2	chr4	TRUE	FALSE
Slc8a1	chr17	TRUE	FALSE
Tgm2	chr2	TRUE	FALSE
Irak1	chrX	TRUE	FALSE
Gpr153	chr4	TRUE	FALSE
Dnajc27	chr12	TRUE	FALSE
Gdap2	chr3	TRUE	FALSE
Rap1b	chr10	TRUE	FALSE
Kcnj4	chr15	TRUE	FALSE
Mknk1	chr4	TRUE	FALSE
Zwilch	chr9	TRUE	FALSE
Pdcd2l	chr7	TRUE	FALSE
Sp4	chr12	TRUE	FALSE
Ncaph	chr2	TRUE	FALSE
Atf1	chr15	TRUE	FALSE
Rp1	chr1	TRUE	FALSE
Tet1	chr10	TRUE	FALSE
Fkbp9	chr6	TRUE	FALSE
Arid3a	chr10	TRUE	FALSE
Lvrn	chr18	TRUE	FALSE
Syt9	chr7	TRUE	FALSE
Reep4	chr14	TRUE	FALSE
Abcb11	chr2	TRUE	FALSE
Slc14a1	chr18	TRUE	FALSE
Plekhg2	chr7	TRUE	FALSE
Ccr7	chr11	TRUE	FALSE
Alox12	chr11	TRUE	FALSE
Chrna7	chr7	TRUE	FALSE
Gm4792	chr10	TRUE	FALSE
Mepe	chr5	TRUE	FALSE
Macroh2a2	chr10	TRUE	FALSE
Eif4g2	chr7	TRUE	FALSE
Msmp	chr4	TRUE	FALSE
BC051019	chr7	TRUE	FALSE
Cngb1	chr8	TRUE	FALSE
Gapvd1	chr2	TRUE	FALSE
Gkn1	chr6	TRUE	FALSE
H3f3a	chr1	TRUE	FALSE
Hexa	chr9	TRUE	FALSE
Frrs1l	chr4	TRUE	FALSE
Efcab14	chr4	TRUE	FALSE
Vmn2r113	chr17	TRUE	FALSE
Atxn3	chr12	TRUE	FALSE
Fam234b	chr6	TRUE	FALSE
Crat	chr2	TRUE	FALSE
Asb18	chr1	TRUE	FALSE
Armc7	chr11	TRUE	FALSE
Rsbn1l	chr5	TRUE	FALSE
Colec12	chr18	TRUE	FALSE
Mtmr12	chr15	TRUE	FALSE
Cdkl2	chr5	TRUE	FALSE
Ahdc1	chr4	TRUE	FALSE
Nudt18	chr14	TRUE	FALSE
Trappc12	chr12	TRUE	FALSE
Tagln3	chr16	TRUE	FALSE
Synj1	chr16	TRUE	FALSE
Fndc1	chr17	TRUE	FALSE
Gprasp1	chrX	TRUE	FALSE
Plxnb3	chrX	TRUE	FALSE
Il1rap	chr16	TRUE	FALSE
Pcnp	chr16	TRUE	FALSE
Glrx3	chr7	TRUE	FALSE
Cd40	chr2	TRUE	FALSE
Mtmr4	chr11	TRUE	FALSE
Ddx17	chr15	TRUE	FALSE
Klb	chr5	TRUE	FALSE
Slc25a20	chr9	TRUE	FALSE
Cipc	chr12	TRUE	FALSE
Cyp4f39	chr17	TRUE	FALSE
Ddost	chr4	TRUE	FALSE
Lsmem1	chr12	TRUE	FALSE
Metrnl	chr11	TRUE	FALSE
Prkcsh	chr9	TRUE	FALSE
Stard3	chr11	TRUE	FALSE
Gsto2	chr19	TRUE	FALSE
Zfp112	chr7	TRUE	FALSE
Adcy3	chr12	TRUE	FALSE
Cabin1	chr10	TRUE	FALSE
Zfand1	chr3	TRUE	FALSE
Spata18	chr5	TRUE	FALSE
Adgrf1	chr17	TRUE	FALSE
Ddx6	chr9	TRUE	FALSE
Aqp6	chr15	TRUE	TRUE
Cep126	chr9	TRUE	FALSE
Fbxo33	chr12	TRUE	FALSE
Themis	chr10	TRUE	FALSE
Fgd1	chrX	TRUE	FALSE
Dhps	chr8	TRUE	FALSE
Vmn2r120	chr17	TRUE	FALSE
Rassf6	chr5	TRUE	FALSE
Vtcn1	chr3	TRUE	FALSE
Hoxb7	chr11	TRUE	FALSE
Pcdhga10	chr18	TRUE	FALSE
Ppil4	chr10	TRUE	FALSE
Rrm2b	chr15	TRUE	FALSE
Rps14	chr18	TRUE	FALSE
Max	chr12	TRUE	FALSE
Eif3h	chr15	TRUE	FALSE
Zfp329	chr7	TRUE	FALSE
Wdr86	chr5	TRUE	FALSE
Dmbt1	chr7	TRUE	FALSE
Stk10	chr11	TRUE	FALSE
Ccbe1	chr18	TRUE	TRUE
Eya2	chr2	TRUE	FALSE
Tmem151a	chr19	TRUE	FALSE
Lrtm2	chr6	TRUE	FALSE
Adcy4	chr14	TRUE	FALSE
Slco1c1	chr6	TRUE	FALSE
Stk38	chr17	TRUE	FALSE
Sncaip	chr18	TRUE	FALSE
Btbd17	chr11	TRUE	FALSE
Ptcd3	chr6	TRUE	FALSE
Rab30	chr7	TRUE	FALSE
Ell	chr8	TRUE	FALSE
Ccdc93	chr1	TRUE	FALSE
Gnb4	chr3	TRUE	FALSE
St8sia1	chr6	TRUE	FALSE
Arrdc4	chr7	TRUE	FALSE
Prepl	chr17	TRUE	FALSE
Ntn1	chr11	TRUE	FALSE
Psg20	chr7	TRUE	FALSE
Ttc17	chr2	TRUE	FALSE
Tmigd3	chr3	TRUE	FALSE
Slc22a1	chr17	TRUE	FALSE
Ppm1f	chr16	TRUE	FALSE
Cysltr2	chr14	TRUE	FALSE
Tmed7	chr18	TRUE	FALSE
Emc1	chr4	TRUE	FALSE
Plekha7	chr7	TRUE	FALSE
Dhx15	chr5	TRUE	FALSE
Pcdhgb7	chr18	TRUE	FALSE
Galns	chr8	TRUE	FALSE
Tsc22d4	chr5	TRUE	FALSE
Oas3	chr5	TRUE	FALSE
Mtif3	chr5	TRUE	FALSE
Csn3	chr5	TRUE	FALSE
Cyp2j6	chr4	TRUE	FALSE
Hcfc1	chrX	TRUE	FALSE
Col23a1	chr11	TRUE	FALSE
Galnt2	chr8	TRUE	FALSE
Ap3s1	chr18	TRUE	FALSE
Trmt10b	chr4	TRUE	FALSE
Slc22a19	chr19	TRUE	FALSE
Pemt	chr11	TRUE	FALSE
Zdhhc6	chr19	TRUE	FALSE
Palld	chr8	TRUE	FALSE
Man2c1	chr9	TRUE	FALSE
Sucla2	chr14	TRUE	FALSE
Rps6ka6	chrX	TRUE	FALSE
Nol10	chr12	TRUE	FALSE
Slco2b1	chr7	TRUE	FALSE
Pdk3	chrX	TRUE	FALSE
Denr	chr5	TRUE	FALSE
Pdk2	chr11	TRUE	FALSE
Ggh	chr4	TRUE	FALSE
Spon2	chr5	TRUE	FALSE
Jam3	chr9	TRUE	FALSE
Stum	chr1	TRUE	FALSE
Zfp606	chr7	TRUE	FALSE
Serpina5	chr12	TRUE	FALSE
Jade2	chr11	TRUE	FALSE
Galnt1	chr18	TRUE	FALSE
Zfp945	chr17	TRUE	FALSE
Xrcc4	chr13	TRUE	FALSE
Pdx1	chr5	TRUE	FALSE
Adora1	chr1	TRUE	FALSE
Zfp316	chr5	TRUE	FALSE
Fer1l6	chr15	TRUE	FALSE
Ube2d2a	chr18	TRUE	FALSE
Stag1	chr9	TRUE	FALSE
Fmo4	chr1	TRUE	FALSE
Skint10	chr4	TRUE	FALSE
Fam168b	chr1	TRUE	FALSE
Etf1	chr18	TRUE	FALSE
Pcsk9	chr4	TRUE	FALSE
Mzt1	chr14	TRUE	FALSE
Elfn1	chr5	TRUE	FALSE
Ppp2r1b	chr9	TRUE	FALSE
Fabp6	chr11	TRUE	FALSE
Dnajc3	chr14	TRUE	FALSE
Slc28a1	chr7	TRUE	FALSE
Taf1b	chr12	TRUE	FALSE
E2f2	chr4	TRUE	FALSE
Cacna1h	chr17	TRUE	FALSE
Ppfibp1	chr6	TRUE	FALSE
Sun1	chr5	TRUE	FALSE
Nox4	chr7	TRUE	FALSE
Wbp2nl	chr15	TRUE	FALSE
Narf	chr11	TRUE	FALSE
Adgre1	chr17	TRUE	FALSE
Grb7	chr11	TRUE	FALSE
Ikbke	chr1	TRUE	FALSE
Dis3	chr14	TRUE	FALSE
Zfp57	chr17	TRUE	FALSE
Pitrm1	chr13	TRUE	FALSE
Pank2	chr2	TRUE	FALSE
Kcnmb4	chr10	TRUE	FALSE
Dnajc14	chr10	TRUE	FALSE
Ccdc125	chr13	TRUE	FALSE
Map3k7	chr4	TRUE	FALSE
