gene_name	chr	many_peaks	gained_nearest_tss
Crp	chr1	FALSE	FALSE
Crppa	chr12	TRUE	FALSE
Crtac1	chr19	TRUE	FALSE
Crtam	chr9	TRUE	FALSE
Crtap	chr9	TRUE	FALSE
Crtc1	chr8	TRUE	FALSE
Crtc2	chr3	FALSE	FALSE
Crtc3	chr7	TRUE	FALSE
Crx	chr7	FALSE	FALSE
Crxos	chr7	FALSE	FALSE
Cry1	chr10	TRUE	FALSE
Cry2	chr2	TRUE	FALSE
Cryaa	chr17	TRUE	FALSE
Cryab	chr9	FALSE	FALSE
Cryba1	chr11	FALSE	FALSE
Cryba2	chr1	FALSE	FALSE
Cryba4	chr5	FALSE	FALSE
Crybb1	chr5	FALSE	FALSE
Crybb2	chr5	TRUE	FALSE
Crybb3	chr5	TRUE	FALSE
Crybg1	chr10	TRUE	FALSE
Crybg2	chr4	TRUE	FALSE
Crybg3	chr16	TRUE	FALSE
Cryga	chr1	FALSE	FALSE
Crygc	chr1	FALSE	FALSE
Crygd	chr1	FALSE	FALSE
Cryge	chr1	FALSE	FALSE
Crygf	chr1	TRUE	FALSE
Crygn	chr5	FALSE	FALSE
Crygs	chr16	TRUE	FALSE
Cryl1	chr14	TRUE	FALSE
Crym	chr7	FALSE	FALSE
Cryz	chr3	TRUE	FALSE
Cryzl1	chr16	FALSE	FALSE
Cryzl2	chr1	TRUE	FALSE
Cs	chr10	FALSE	FALSE
Csad	chr15	TRUE	FALSE
Csdc2	chr15	FALSE	FALSE
Csde1	chr3	FALSE	FALSE
Cse1l	chr2	TRUE	FALSE
Csf1	chr3	TRUE	FALSE
Csf1r	chr18	TRUE	FALSE
Csf2	chr11	TRUE	FALSE
Csf2ra	chr19	FALSE	FALSE
Csf2rb	chr15	FALSE	FALSE
Csf2rb2	chr15	TRUE	FALSE
Csf3	chr11	FALSE	FALSE
Csf3r	chr4	TRUE	FALSE
Csgalnact1	chr8	TRUE	FALSE
Csgalnact2	chr6	TRUE	FALSE
Csk	chr9	TRUE	FALSE
Csl	chr10	FALSE	FALSE
Csmd1	chr8	TRUE	FALSE
Csmd2	chr4	TRUE	FALSE
Csmd2os	chr4	TRUE	FALSE
Csmd3	chr15	TRUE	FALSE
Csn1s1	chr5	FALSE	FALSE
Csn1s2a	chr5	FALSE	FALSE
Csn1s2b	chr5	FALSE	FALSE
Csn2	chr5	FALSE	FALSE
Csn3	chr5	FALSE	FALSE
Csnk1a1	chr18	FALSE	FALSE
Csnk1d	chr11	TRUE	FALSE
Csnk1e	chr15	TRUE	FALSE
Csnk1g1	chr9	FALSE	FALSE
Csnk1g2	chr10	FALSE	FALSE
Csnk1g3	chr18	TRUE	FALSE
Csnk2a1	chr2	FALSE	FALSE
Csnk2a2	chr8	TRUE	FALSE
Csnk2b	chr17	FALSE	FALSE
Csnka2ip	chr16	TRUE	FALSE
Cspg4	chr9	TRUE	FALSE
Cspg5	chr9	TRUE	FALSE
Cspp1	chr1	TRUE	FALSE
Csprs	chr1_GL456221_random	TRUE	FALSE
Csrnp1	chr9	TRUE	FALSE
Csrnp2	chr15	FALSE	FALSE
Csrnp3	chr2	TRUE	FALSE
Csrp1	chr1	TRUE	FALSE
Csrp2	chr10	TRUE	FALSE
Csrp3	chr7	TRUE	FALSE
Cst11	chr2	FALSE	FALSE
Cst3	chr2	TRUE	FALSE
Cst5	chr2	TRUE	FALSE
Cst6	chr19	FALSE	FALSE
Cst7	chr2	FALSE	FALSE
Cst8	chr2	FALSE	FALSE
Cst9	chr2	FALSE	FALSE
Csta3	chr16	FALSE	FALSE
Cstad	chr2	TRUE	FALSE
Cstb	chr10	FALSE	FALSE
Cstdc2	chr2	FALSE	FALSE
Cstdc4	chr16	FALSE	FALSE
Cstdc5	chr16	FALSE	FALSE
Cstdc6	chr16	FALSE	FALSE
Cstf1	chr2	FALSE	FALSE
Cstf2	chrX	FALSE	FALSE
Cstf2t	chr19	TRUE	FALSE
Cstf3	chr2	FALSE	FALSE
Cstl1	chr2	FALSE	FALSE
Cstpp1	chr2	TRUE	FALSE
Ct45a	chrX	FALSE	FALSE
Ct47	chrX	FALSE	FALSE
Ctag2	chrX	FALSE	FALSE
Ctag2l1	chrX	FALSE	FALSE
Ctag2l2	chrX	TRUE	FALSE
Ctbp1	chr5	TRUE	FALSE
Ctbp2	chr7	TRUE	FALSE
Ctbs	chr3	TRUE	FALSE
Ctc1	chr11	FALSE	FALSE
Ctcf	chr8	FALSE	FALSE
Ctcfl	chr2	FALSE	FALSE
Ctcflos	chr2	TRUE	FALSE
Ctdnep1	chr11	FALSE	FALSE
Ctdp1	chr18	TRUE	FALSE
Ctdsp1	chr1	FALSE	FALSE
Ctdsp2	chr10	FALSE	FALSE
Ctdspl	chr9	TRUE	FALSE
Ctf1	chr7	FALSE	FALSE
Ctf2	chr7	FALSE	FALSE
Cth	chr3	TRUE	FALSE
Cthrc1	chr15	FALSE	FALSE
Ctif	chr18	TRUE	FALSE
Ctla2b	chr13	FALSE	FALSE
Ctla4	chr1	TRUE	FALSE
Ctnna1	chr18	TRUE	FALSE
Ctnna2	chr6	TRUE	FALSE
Ctnna3	chr10	TRUE	FALSE
Ctnnal1	chr4	TRUE	FALSE
Ctnnb1	chr9	TRUE	FALSE
Ctnnbip1	chr4	TRUE	FALSE
Ctnnbl1	chr2	TRUE	FALSE
Ctnnd1	chr2	TRUE	FALSE
Ctnnd2	chr15	TRUE	FALSE
Ctns	chr11	FALSE	FALSE
Ctps1	chr4	FALSE	FALSE
Ctps2	chrX	FALSE	FALSE
Ctr9	chr7	FALSE	FALSE
Ctrb1	chr8	FALSE	FALSE
Ctrc	chr4	FALSE	FALSE
Ctrcos	chr4	FALSE	FALSE
Ctrl	chr8	FALSE	FALSE
Cts3	chr13	TRUE	FALSE
Cts7	chr13	FALSE	FALSE
Cts8	chr13	FALSE	FALSE
Cts8-ps	chr13	FALSE	FALSE
Ctsa	chr2	FALSE	FALSE
Ctsb	chr14	TRUE	FALSE
Ctsc	chr7	TRUE	FALSE
Ctsd	chr7	FALSE	FALSE
Ctse	chr1	TRUE	FALSE
Ctsf	chr19	FALSE	FALSE
Ctsg	chr14	FALSE	FALSE
Ctsh	chr9	TRUE	FALSE
Ctsj	chr13	FALSE	FALSE
Ctsk	chr3	FALSE	FALSE
Ctsl	chr13	FALSE	FALSE
Ctsll3	chr13	FALSE	FALSE
Ctsm	chr13	FALSE	FALSE
Ctso	chr3	TRUE	FALSE
Ctss	chr3	FALSE	FALSE
Ctsz	chr2	FALSE	FALSE
Cttn	chr7	TRUE	FALSE
Cttnbp2	chr6	TRUE	FALSE
Cttnbp2nl	chr3	FALSE	FALSE
Ctu1	chr7	FALSE	FALSE
Ctu2	chr8	FALSE	FALSE
Ctxn1	chr8	FALSE	FALSE
Ctxn2	chr2	FALSE	FALSE
Ctxn3	chr18	TRUE	FALSE
Ctxnd1	chr7	TRUE	FALSE
Ctxnd2	chr3	FALSE	FALSE
Cubn	chr2	TRUE	FALSE
Cuedc1	chr11	TRUE	FALSE
Cuedc2	chr19	TRUE	FALSE
Cul1	chr6	TRUE	FALSE
Cul2	chr18	TRUE	FALSE
Cul3	chr1	FALSE	FALSE
Cul4a	chr8	TRUE	FALSE
Cul4b	chrX	FALSE	FALSE
Cul5	chr9	FALSE	FALSE
Cul7	chr17	TRUE	FALSE
Cul9	chr17	TRUE	FALSE
Cuta	chr17	FALSE	FALSE
Cutal	chr2	FALSE	FALSE
Cutc	chr19	FALSE	FALSE
Cux1	chr5	TRUE	FALSE
Cux2	chr5	TRUE	FALSE
Cuzd1	chr7	TRUE	FALSE
Cwc15	chr9	FALSE	FALSE
Cwc22	chr2	TRUE	FALSE
Cwc25	chr11	TRUE	FALSE
Cwc27	chr13	FALSE	FALSE
Cwf19l1	chr19	FALSE	FALSE
Cwh43	chr5	FALSE	FALSE
Cx3cl1	chr8	TRUE	FALSE
Cx3cr1	chr9	FALSE	FALSE
Cxadr	chr16	TRUE	FALSE
Cxcl1	chr5	TRUE	FALSE
Cxcl10	chr5	FALSE	FALSE
Cxcl11	chr5	FALSE	TRUE
Cxcl12	chr6	TRUE	FALSE
Cxcl13	chr5	TRUE	FALSE
Cxcl14	chr13	TRUE	FALSE
Cxcl15	chr5	FALSE	FALSE
Cxcl17	chr7	FALSE	FALSE
Cxcl2	chr5	FALSE	FALSE
Cxcl3	chr5	FALSE	FALSE
Cxcl5	chr5	FALSE	FALSE
Cxcr1	chr1	FALSE	FALSE
Cxcr2	chr1	TRUE	FALSE
Cxcr3	chrX	FALSE	FALSE
Cxcr4	chr1	TRUE	FALSE
Cxcr5	chr9	TRUE	FALSE
Cxcr6	chr9	TRUE	FALSE
Cxxc1	chr18	FALSE	FALSE
Cxxc4	chr3	TRUE	FALSE
Cxxc5	chr18	TRUE	FALSE
Cyb561	chr11	TRUE	FALSE
Cyb561a3	chr19	FALSE	FALSE
Cyb561d1	chr3	FALSE	FALSE
Cyb561d2	chr9	FALSE	FALSE
Cyb5a	chr18	TRUE	FALSE
Cyb5b	chr8	TRUE	FALSE
Cyb5d1	chr11	FALSE	FALSE
Cyb5d2	chr11	FALSE	FALSE
Cyb5r1	chr1	FALSE	FALSE
Cyb5r2	chr7	FALSE	FALSE
Cyb5r3	chr15	FALSE	FALSE
Cyb5r4	chr9	TRUE	FALSE
Cyb5rl	chr4	TRUE	FALSE
Cyba	chr8	FALSE	FALSE
Cybb	chrX	FALSE	FALSE
Cybc1	chr11	FALSE	FALSE
Cybrd1	chr2	FALSE	FALSE
Cyc1	chr15	FALSE	FALSE
Cycs	chr6	TRUE	FALSE
Cyct	chr2	FALSE	FALSE
Cyfip1	chr7	TRUE	FALSE
Cyfip2	chr11	TRUE	FALSE
Cygb	chr11	FALSE	FALSE
Cylc2	chr4	TRUE	FALSE
Cyld	chr8	TRUE	FALSE
Cym	chr3	FALSE	FALSE
Cyp11a1	chr9	TRUE	FALSE
Cyp11b1	chr15	FALSE	FALSE
Cyp11b2	chr15	FALSE	FALSE
Cyp17a1	chr19	FALSE	FALSE
Cyp19a1	chr9	TRUE	FALSE
Cyp1a1	chr9	FALSE	FALSE
Cyp1a2	chr9	TRUE	FALSE
Cyp1b1	chr17	TRUE	FALSE
Cyp20a1	chr1	FALSE	FALSE
Cyp21a1	chr17	TRUE	FALSE
Cyp24a1	chr2	FALSE	FALSE
Cyp26a1	chr19	TRUE	FALSE
Cyp26b1	chr6	TRUE	FALSE
Cyp26c1	chr19	TRUE	FALSE
Cyp27a1	chr1	TRUE	FALSE
Cyp27b1	chr10	FALSE	FALSE
Cyp2a12	chr7	FALSE	FALSE
Cyp2a22	chr7	FALSE	FALSE
Cyp2a4	chr7	TRUE	FALSE
Cyp2a5	chr7	FALSE	FALSE
Cyp2ab1	chr16	FALSE	FALSE
Cyp2b10	chr7	FALSE	FALSE
Cyp2b13	chr7	FALSE	FALSE
Cyp2b19	chr7	FALSE	FALSE
Cyp2b23	chr7	FALSE	FALSE
Cyp2c23	chr19	FALSE	FALSE
Cyp2c39	chr19	FALSE	FALSE
Cyp2c55	chr19	FALSE	FALSE
Cyp2d10	chr15	FALSE	FALSE
Cyp2d12	chr15	FALSE	FALSE
Cyp2d13	chr15	TRUE	FALSE
Cyp2d22	chr15	FALSE	FALSE
Cyp2d26	chr15	TRUE	FALSE
Cyp2d34	chr15	FALSE	FALSE
Cyp2d37-ps	chr15	TRUE	FALSE
Cyp2d40	chr15	FALSE	FALSE
Cyp2d9	chr15	TRUE	FALSE
Cyp2e1	chr7	FALSE	FALSE
Cyp2f2	chr7	FALSE	FALSE
Cyp2j11	chr4	FALSE	FALSE
Cyp2j13	chr4	FALSE	FALSE
Cyp2j5	chr4	TRUE	FALSE
Cyp2j6	chr4	FALSE	FALSE
Cyp2j8	chr4	FALSE	FALSE
Cyp2j9	chr4	FALSE	FALSE
Cyp2r1	chr7	FALSE	FALSE
Cyp2s1	chr7	FALSE	FALSE
Cyp2t4	chr7	FALSE	FALSE
Cyp2u1	chr3	TRUE	FALSE
Cyp2w1	chr5	FALSE	FALSE
Cyp39a1	chr17	TRUE	FALSE
Cyp3a11	chr5	FALSE	FALSE
Cyp3a41a	chr5	FALSE	FALSE
Cyp3a41b	chr5	TRUE	FALSE
Cyp3a44	chr5	FALSE	FALSE
Cyp3a57	chr5	FALSE	FALSE
Cyp46a1	chr12	TRUE	FALSE
Cyp4a10	chr4	FALSE	FALSE
Cyp4a12a	chr4	FALSE	FALSE
Cyp4a12b	chr4	FALSE	FALSE
Cyp4a14	chr4	FALSE	FALSE
Cyp4a29	chr4	FALSE	FALSE
Cyp4a30b	chr4	FALSE	FALSE
Cyp4a31	chr4	FALSE	FALSE
Cyp4a32	chr4	FALSE	FALSE
Cyp4b1	chr4	FALSE	FALSE
Cyp4b1-ps2	chr4	FALSE	FALSE
Cyp4f13	chr17	TRUE	FALSE
Cyp4f14	chr17	FALSE	FALSE
Cyp4f15	chr17	FALSE	FALSE
Cyp4f16	chr17	TRUE	FALSE
Cyp4f17	chr17	FALSE	FALSE
Cyp4f18	chr8	TRUE	FALSE
Cyp4f37	chr17	FALSE	FALSE
Cyp4f39	chr17	TRUE	FALSE
Cyp4f40	chr17	TRUE	FALSE
Cyp4f41-ps	chr17	FALSE	FALSE
Cyp4v3	chr8	FALSE	FALSE
Cyp4x1	chr4	FALSE	FALSE
Cyp51	chr5	FALSE	FALSE
Cyp7b1	chr3	TRUE	FALSE
Cyp8b1	chr9	FALSE	FALSE
Cypt1	chrX	FALSE	FALSE
Cypt12	chr3	FALSE	TRUE
Cypt14-ps	chrX	FALSE	FALSE
Cypt2	chrX	FALSE	FALSE
Cyren	chr6	TRUE	FALSE
Cyria	chr12	TRUE	FALSE
Cyrib	chr15	TRUE	FALSE
Cys1	chr12	TRUE	FALSE
Cysltr1	chrX	FALSE	FALSE
Cysltr2	chr14	TRUE	FALSE
Cysrt1	chr2	FALSE	FALSE
Cystm1	chr18	TRUE	FALSE
Cyth1	chr11	TRUE	FALSE
Cyth2	chr7	TRUE	FALSE
Cyth3	chr5	TRUE	FALSE
Cyth4	chr15	TRUE	FALSE
Cytip	chr2	TRUE	FALSE
Cytl1	chr5	TRUE	FALSE
Cyyr1	chr16	TRUE	FALSE
Czib	chr4	FALSE	FALSE
D030018L15Rik	chr15	TRUE	FALSE
D030024E09Rik	chr15	TRUE	FALSE
D030025E07Rik	chr3	TRUE	FALSE
D030025P21Rik	chr12	TRUE	FALSE
D030028A08Rik	chr11	FALSE	FALSE
D030045P18Rik	chr10	TRUE	TRUE
D030056L22Rik	chr19	FALSE	FALSE
D030068K23Rik	chr8	TRUE	FALSE
D130009I18Rik	chr14	TRUE	FALSE
D130017N08Rik	chr5	FALSE	FALSE
D130020L05Rik	chr12	FALSE	FALSE
D130040H23Rik	chr8	FALSE	FALSE
D130043K22Rik	chr13	TRUE	FALSE
D14Ertd670e	chr14	TRUE	FALSE
D16Ertd472e	chr16	TRUE	FALSE
D16Ertd519e	chr16	TRUE	FALSE
D17H6S53E	chr17	FALSE	FALSE
D1Pas1	chr1	TRUE	FALSE
D230030E09Rik	chr12	TRUE	FALSE
D2hgdh	chr1	TRUE	FALSE
D330023K18Rik	chr2	FALSE	FALSE
D330041H03Rik	chr17	TRUE	FALSE
D330046F09Rik	chr14	TRUE	FALSE
D330050G23Rik	chr2	TRUE	FALSE
D3Ertd751e	chr3	TRUE	FALSE
D430019H16Rik	chr12	TRUE	FALSE
D430036J16Rik	chr9	FALSE	FALSE
D430041D05Rik	chr2	TRUE	FALSE
D530049I02Rik	chr1	TRUE	FALSE
D5Ertd579e	chr5	TRUE	FALSE
D5Ertd605e	chr5	FALSE	FALSE
D5Ertd615e	chr5	FALSE	FALSE
D630003M21Rik	chr2	TRUE	FALSE
D630013N20Rik	chr10	TRUE	FALSE
D630023F18Rik	chr1	FALSE	FALSE
D630024D03Rik	chr11	TRUE	FALSE
D630029K05Rik	chr10	FALSE	FALSE
D630033O11Rik	chr9	TRUE	FALSE
D630039A03Rik	chr4	TRUE	FALSE
D630044L22Rik	chr17	FALSE	FALSE
D630045J12Rik	chr6	TRUE	FALSE
D6Ertd474e	chr6	TRUE	FALSE
D6Ertd527e	chr6	TRUE	FALSE
D6Wsu163e	chr6	FALSE	FALSE
D730003I15Rik	chr1	TRUE	FALSE
D730045A05Rik	chr18	TRUE	FALSE
D730050B12Rik	chr13	TRUE	TRUE
D7Ertd443e	chr7	TRUE	FALSE
D830005E20Rik	chr10	FALSE	FALSE
D830013O20Rik	chr12	TRUE	FALSE
D830032E09Rik	chr1	TRUE	TRUE
D8Ertd738e	chr8	FALSE	FALSE
D930007P13Rik	chr15	TRUE	FALSE
D930015M05Rik	chr2	TRUE	FALSE
D930020B18Rik	chr10	TRUE	FALSE
D930028M14Rik	chr7	TRUE	FALSE
D930032P07Rik	chr19	FALSE	FALSE
D930048N14Rik	chr11	FALSE	FALSE
Daam1	chr12	TRUE	FALSE
Daam2	chr17	TRUE	FALSE
Dab1	chr4	TRUE	FALSE
Dab2	chr15	TRUE	FALSE
Dab2ip	chr2	TRUE	FALSE
Dach1	chr14	TRUE	FALSE
Dach2	chrX	FALSE	FALSE
Dact1	chr12	TRUE	FALSE
Dact2	chr17	TRUE	FALSE
Dact3	chr7	FALSE	FALSE
Dad1	chr14	TRUE	FALSE
Dag1	chr9	FALSE	FALSE
Dagla	chr19	TRUE	FALSE
Daglb	chr5	TRUE	FALSE
Dalir	chr1	TRUE	FALSE
Dalrd3	chr9	FALSE	FALSE
Dancr	chr5	FALSE	FALSE
Dand5	chr8	FALSE	FALSE
Dao	chr5	FALSE	FALSE
Dap	chr15	TRUE	FALSE
Dap3	chr3	FALSE	FALSE
Dapk1	chr13	TRUE	FALSE
Dapk2	chr9	TRUE	FALSE
Dapl1	chr2	TRUE	FALSE
Dapp1	chr3	TRUE	FALSE
Dars1	chr1	FALSE	FALSE
Dars2	chr1	FALSE	FALSE
Daw1	chr1	TRUE	FALSE
Daxx	chr17	FALSE	FALSE
Dazap1	chr10	TRUE	FALSE
Dazl	chr17	TRUE	FALSE
Dbf4	chr5	FALSE	FALSE
Dbh	chr2	TRUE	FALSE
Dbhos	chr2	FALSE	FALSE
Dbi	chr1	FALSE	FALSE
Dbn1	chr13	TRUE	FALSE
Dbndd1	chr8	FALSE	FALSE
Dbndd2	chr2	FALSE	FALSE
Dbnl	chr11	FALSE	FALSE
Dbp	chr7	FALSE	FALSE
Dbpht2	chr12	TRUE	FALSE
Dbr1	chr9	FALSE	FALSE
Dbt	chr3	FALSE	FALSE
Dbx1	chr7	TRUE	FALSE
Dbx2	chr15	TRUE	FALSE
Dcaf1	chr9	FALSE	FALSE
Dcaf10	chr4	FALSE	FALSE
Dcaf11	chr14	FALSE	FALSE
Dcaf12	chr4	FALSE	FALSE
Dcaf12l1	chrX	FALSE	FALSE
Dcaf12l2	chrX	FALSE	FALSE
Dcaf13	chr15	FALSE	FALSE
Dcaf15	chr8	FALSE	FALSE
Dcaf4	chr12	TRUE	FALSE
Dcaf5	chr12	TRUE	FALSE
Dcaf6	chr1	FALSE	FALSE
Dcaf7	chr11	FALSE	FALSE
Dcaf8	chr1	FALSE	FALSE
Dcaf8l	chrX	TRUE	FALSE
Dcakd	chr11	FALSE	FALSE
Dcbld1	chr10	FALSE	FALSE
Dcbld2	chr16	TRUE	FALSE
Dcc	chr18	TRUE	FALSE
Dcdc2a	chr13	TRUE	FALSE
Dcdc2b	chr4	FALSE	FALSE
Dcdc2c	chr12	TRUE	FALSE
Dchs1	chr7	TRUE	FALSE
Dchs2	chr3	FALSE	FALSE
Dck	chr5	FALSE	FALSE
Dclk1	chr3	TRUE	FALSE
Dclk2	chr3	TRUE	FALSE
Dclk3	chr9	TRUE	FALSE
Dclre1a	chr19	FALSE	FALSE
Dclre1b	chr3	FALSE	FALSE
Dclre1c	chr2	FALSE	FALSE
Dcn	chr10	FALSE	FALSE
Dcp1a	chr14	TRUE	FALSE
Dcp1b	chr6	TRUE	FALSE
Dcp2	chr18	TRUE	FALSE
Dcpp1	chr17	FALSE	FALSE
Dcpp2	chr17	TRUE	FALSE
Dcpp3	chr17	FALSE	FALSE
Dcps	chr9	FALSE	FALSE
Dcst1	chr3	TRUE	FALSE
Dcstamp	chr15	TRUE	FALSE
Dct	chr14	TRUE	FALSE
Dctd	chr8	TRUE	FALSE
Dctn1	chr6	TRUE	FALSE
Dctn2	chr10	FALSE	FALSE
Dctn3	chr4	FALSE	FALSE
Dctn4	chr18	FALSE	FALSE
Dctn6	chr8	TRUE	FALSE
Dctpp1	chr7	FALSE	FALSE
Dcun1d1	chr3	FALSE	FALSE
Dcun1d2	chr8	FALSE	FALSE
Dcun1d3	chr7	FALSE	FALSE
Dcun1d4	chr5	TRUE	FALSE
Dcun1d5	chr9	FALSE	FALSE
Dcx	chrX	TRUE	TRUE
Dcxr	chr11	FALSE	FALSE
Dda1	chr8	FALSE	FALSE
Ddah1	chr3	TRUE	FALSE
Ddah2	chr17	FALSE	FALSE
Ddb1	chr19	FALSE	FALSE
Ddb2	chr2	FALSE	FALSE
Ddc	chr11	TRUE	FALSE
Ddhd1	chr14	TRUE	FALSE
Ddhd2	chr8	FALSE	FALSE
Ddi1	chr9	FALSE	FALSE
Ddi2	chr4	FALSE	FALSE
Ddit3	chr10	FALSE	FALSE
Ddit4	chr10	TRUE	FALSE
Ddit4l	chr3	TRUE	FALSE
Ddn	chr15	FALSE	FALSE
Ddo	chr10	TRUE	FALSE
Ddost	chr4	TRUE	FALSE
Ddr1	chr17	TRUE	FALSE
Ddr2	chr1	TRUE	FALSE
Ddrgk1	chr2	FALSE	FALSE
Ddt	chr10	FALSE	FALSE
Ddx1	chr12	TRUE	FALSE
Ddx10	chr9	TRUE	FALSE
Ddx11	chr17	TRUE	FALSE
Ddx17	chr15	FALSE	FALSE
Ddx18	chr1	TRUE	FALSE
Ddx19a	chr8	TRUE	FALSE
Ddx19b	chr8	FALSE	FALSE
Ddx20	chr3	TRUE	FALSE
Ddx21	chr10	FALSE	FALSE
Ddx23	chr15	FALSE	FALSE
Ddx24	chr12	TRUE	FALSE
Ddx25	chr9	TRUE	FALSE
Ddx27	chr2	TRUE	FALSE
Ddx28	chr8	FALSE	FALSE
Ddx31	chr2	TRUE	FALSE
Ddx39a	chr8	FALSE	FALSE
Ddx39b	chr17	FALSE	FALSE
Ddx3x	chrX	FALSE	FALSE
Ddx4	chr13	FALSE	FALSE
Ddx41	chr13	FALSE	FALSE
Ddx43	chr9	FALSE	FALSE
Ddx46	chr13	FALSE	FALSE
Ddx47	chr6	TRUE	FALSE
Ddx49	chr8	FALSE	FALSE
Ddx5	chr11	FALSE	FALSE
Ddx50	chr10	FALSE	FALSE
Ddx51	chr5	FALSE	FALSE
Ddx52	chr11	TRUE	FALSE
Ddx54	chr5	TRUE	FALSE
Ddx55	chr5	FALSE	FALSE
Ddx56	chr11	FALSE	FALSE
Ddx59	chr1	TRUE	FALSE
Ddx6	chr9	FALSE	FALSE
Ddx60	chr8	FALSE	FALSE
Deaf1	chr7	TRUE	FALSE
Decr1	chr4	FALSE	FALSE
Decr2	chr17	FALSE	FALSE
Dedd	chr1	FALSE	FALSE
Dedd2	chr7	FALSE	FALSE
Def6	chr17	TRUE	FALSE
Def8	chr8	TRUE	FALSE
Defa34	chr8	FALSE	FALSE
Defa35	chr8	FALSE	FALSE
Defa38	chr8	FALSE	FALSE
Defb1	chr8	FALSE	FALSE
Defb12	chr8	FALSE	FALSE
Defb15	chr8	FALSE	FALSE
Defb19	chr2	FALSE	FALSE
Defb2	chr8	FALSE	FALSE
Defb21	chr2	FALSE	FALSE
Defb22	chr2	FALSE	FALSE
Defb23	chr2	FALSE	FALSE
Defb25	chr2	FALSE	FALSE
Defb29	chr2	FALSE	FALSE
Defb30	chr14	FALSE	FALSE
Defb33	chr8	FALSE	FALSE
Defb36	chr2	FALSE	FALSE
Defb4	chr8	FALSE	FALSE
Defb41	chr1	TRUE	TRUE
Defb42	chr14	FALSE	FALSE
Defb43	chr14	FALSE	FALSE
Defb45	chr2	FALSE	FALSE
Defb47	chr14	FALSE	FALSE
Defb48	chr14	TRUE	FALSE
Defb5	chr8	FALSE	FALSE
Defb50	chr8	FALSE	FALSE
Defb6	chr8	FALSE	FALSE
Defb7	chr8	TRUE	FALSE
Defb8	chr8	FALSE	FALSE
Defb9	chr8	FALSE	FALSE
Degs1	chr1	TRUE	FALSE
Degs1l	chr1	TRUE	FALSE
Degs2	chr12	FALSE	FALSE
Dek	chr13	FALSE	FALSE
Dele1	chr18	FALSE	FALSE
Dennd10	chr19	FALSE	FALSE
Dennd11	chr6	TRUE	FALSE
Dennd1a	chr2	TRUE	FALSE
Dennd1b	chr1	TRUE	FALSE
Dennd1c	chr17	TRUE	FALSE
Dennd2a	chr6	TRUE	FALSE
Dennd2b	chr7	TRUE	FALSE
Dennd2c	chr3	FALSE	FALSE
Dennd2d	chr3	FALSE	FALSE
Dennd3	chr15	TRUE	FALSE
Dennd4a	chr9	FALSE	FALSE
Dennd4b	chr3	TRUE	FALSE
Dennd4c	chr4	FALSE	FALSE
Dennd5a	chr7	TRUE	FALSE
Dennd5b	chr6	FALSE	FALSE
Dennd6a	chr14	FALSE	FALSE
Dennd6b	chr15	FALSE	FALSE
Denr	chr5	FALSE	FALSE
Depdc1a	chr3	FALSE	FALSE
Depdc1b	chr13	TRUE	FALSE
Depdc5	chr5	FALSE	FALSE
Depdc7	chr2	FALSE	FALSE
Depp1	chr6	FALSE	FALSE
Deptor	chr15	TRUE	FALSE
Dera	chr6	TRUE	FALSE
Derl1	chr15	TRUE	FALSE
Derl2	chr11	FALSE	FALSE
Derl3	chr10	TRUE	FALSE
Des	chr1	TRUE	FALSE
Desi1	chr15	FALSE	FALSE
Desi2	chr1	FALSE	FALSE
Det1	chr7	TRUE	FALSE
Deup1	chr9	TRUE	FALSE
Dexi	chr16	TRUE	FALSE
Dffa	chr4	FALSE	FALSE
Dffb	chr4	FALSE	FALSE
Dgat1	chr15	FALSE	FALSE
Dgat2	chr7	TRUE	FALSE
Dgat2l6	chrX	FALSE	FALSE
Dgcr2	chr16	TRUE	FALSE
Dgcr6	chr16	TRUE	FALSE
Dgcr8	chr16	FALSE	FALSE
Dgka	chr10	FALSE	FALSE
Dgkb	chr12	TRUE	FALSE
Dgkd	chr1	TRUE	FALSE
Dgke	chr11	FALSE	FALSE
Dgkg	chr16	TRUE	FALSE
Dgkh	chr14	TRUE	FALSE
Dgki	chr6	TRUE	FALSE
Dgkk	chrX	FALSE	FALSE
Dgkq	chr5	TRUE	FALSE
Dgkz	chr2	TRUE	FALSE
Dglucy	chr12	TRUE	FALSE
Dguok	chr6	TRUE	FALSE
Dhcr24	chr4	TRUE	FALSE
Dhcr7	chr7	TRUE	FALSE
Dhdds	chr4	FALSE	FALSE
Dhdh	chr7	FALSE	FALSE
Dhh	chr15	FALSE	FALSE
Dhodh	chr8	TRUE	FALSE
Dhps	chr8	FALSE	FALSE
Dhrs1	chr14	TRUE	FALSE
Dhrs11	chr11	FALSE	FALSE
Dhrs13	chr11	FALSE	FALSE
Dhrs2	chr14	TRUE	FALSE
Dhrs3	chr4	TRUE	FALSE
Dhrs4	chr14	TRUE	FALSE
Dhrs7	chr12	TRUE	FALSE
Dhrs7b	chr11	TRUE	FALSE
Dhrs7c	chr11	TRUE	FALSE
Dhrs9	chr2	TRUE	FALSE
Dhrsx	chr4_GL456216_random	FALSE	FALSE
Dhtkd1	chr2	TRUE	FALSE
Dhx15	chr5	FALSE	FALSE
Dhx16	chr17	TRUE	FALSE
Dhx29	chr13	FALSE	FALSE
Dhx30	chr9	TRUE	FALSE
Dhx32	chr7	TRUE	FALSE
