gene_name	chr	gained_nearest_tss	gained_median_sig
Dscaml1	chr9	FALSE	TRUE
Dscc1	chr15	FALSE	FALSE
Dse	chr10	FALSE	FALSE
Dsel	chr1	FALSE	TRUE
Dsg1b	chr18	FALSE	FALSE
Dsg1c	chr18	FALSE	TRUE
Dsg2	chr18	FALSE	TRUE
Dsg3	chr18	FALSE	FALSE
Dsg4	chr18	FALSE	FALSE
Dsn1	chr2	FALSE	FALSE
Dsp	chr13	FALSE	FALSE
Dspp	chr5	FALSE	FALSE
Dst	chr1	FALSE	FALSE
Dstn	chr2	FALSE	FALSE
Dstyk	chr1	FALSE	FALSE
Dtd1	chr2	FALSE	FALSE
Dtd2	chr12	FALSE	FALSE
Dthd1	chr5	FALSE	FALSE
Dtl	chr1	FALSE	FALSE
Dtna	chr18	FALSE	FALSE
Dtnb	chr12	FALSE	FALSE
Dtnbp1	chr13	FALSE	FALSE
Dtwd1	chr2	FALSE	FALSE
Dtwd2	chr18	FALSE	FALSE
Dtx1	chr5	FALSE	FALSE
Dtx2	chr5	FALSE	FALSE
Dtx3	chr10	FALSE	FALSE
Dtx4	chr19	FALSE	FALSE
Dtymk	chr1	FALSE	FALSE
Dubr	chr16	FALSE	FALSE
Duox1	chr2	FALSE	FALSE
Duox2	chr2	FALSE	FALSE
Duoxa1	chr2	FALSE	FALSE
Duoxa2	chr2	FALSE	FALSE
Dus1l	chr11	FALSE	FALSE
Dus2	chr8	FALSE	FALSE
Dus3l	chr17	FALSE	FALSE
Dus4l	chr12	FALSE	FALSE
Dusp1	chr17	FALSE	TRUE
Dusp10	chr1	FALSE	FALSE
Dusp11	chr6	FALSE	FALSE
Dusp12	chr1	FALSE	FALSE
Dusp13b	chr14	FALSE	FALSE
Dusp14	chr11	FALSE	TRUE
Dusp15	chr2	FALSE	FALSE
Dusp16	chr6	FALSE	FALSE
Dusp18	chr11	FALSE	FALSE
Dusp19	chr2	FALSE	FALSE
Dusp2	chr2	FALSE	FALSE
Dusp21	chrX	FALSE	FALSE
Dusp22	chr13	FALSE	FALSE
Dusp23	chr1	FALSE	FALSE
Dusp26	chr8	FALSE	FALSE
Dusp28	chr1	FALSE	FALSE
Dusp29	chr14	FALSE	FALSE
Dusp3	chr11	FALSE	FALSE
Dusp4	chr8	FALSE	TRUE
Dusp5	chr19	FALSE	FALSE
Dusp6	chr10	FALSE	TRUE
Dusp7	chr9	FALSE	FALSE
Dusp8	chr7	FALSE	FALSE
Dusp9	chrX	FALSE	FALSE
Dut	chr2	FALSE	FALSE
Duxbl1	chr14	FALSE	FALSE
Dvl1	chr4	FALSE	FALSE
Dvl2	chr11	FALSE	FALSE
Dvl3	chr16	FALSE	FALSE
Dxo	chr17	FALSE	FALSE
Dym	chr18	FALSE	FALSE
Dynap	chr18	FALSE	FALSE
Dync1h1	chr12	FALSE	FALSE
Dync1i1	chr6	FALSE	TRUE
Dync1i2	chr2	FALSE	FALSE
Dync1li1	chr9	FALSE	FALSE
Dync1li2	chr8	FALSE	FALSE
Dync2h1	chr9	FALSE	FALSE
Dync2i1	chr12	FALSE	FALSE
Dync2i2	chr2	FALSE	FALSE
Dync2li1	chr17	FALSE	FALSE
Dynll1	chr5	FALSE	FALSE
Dynll2	chr11	FALSE	FALSE
Dynlrb2	chr8	FALSE	TRUE
Dynlt2b	chr16	FALSE	FALSE
Dynlt3	chrX	FALSE	FALSE
Dynlt5	chr4	FALSE	FALSE
Dyrk1a	chr16	FALSE	FALSE
Dyrk1b	chr7	FALSE	FALSE
Dyrk2	chr10	FALSE	FALSE
Dyrk3	chr1	FALSE	FALSE
Dyrk4	chr6	FALSE	FALSE
Dysf	chr6	FALSE	FALSE
Dytn	chr1	FALSE	FALSE
Dzank1	chr2	FALSE	FALSE
Dzip1	chr14	FALSE	FALSE
Dzip1l	chr9	FALSE	FALSE
Dzip3	chr16	FALSE	FALSE
E030011O05Rik	chr9	TRUE	TRUE
E030013I19Rik	chr2	FALSE	FALSE
E030018B13Rik	chr7	FALSE	TRUE
E030025P04Rik	chr11	FALSE	FALSE
E030044B06Rik	chr19	FALSE	FALSE
E130006D01Rik	chr5	FALSE	FALSE
E130008D07Rik	chr17	FALSE	FALSE
E130018N17Rik	chr2	FALSE	FALSE
E130101E03Rik	chr9	FALSE	FALSE
E130102H24Rik	chr4	FALSE	FALSE
E130112N10Rik	chr6	FALSE	FALSE
E130114P18Rik	chr4	FALSE	TRUE
E130119H09Rik	chr13	FALSE	TRUE
E130201H02Rik	chr7	FALSE	FALSE
E130215H24Rik	chr2	FALSE	FALSE
E130307A14Rik	chr10	FALSE	FALSE
E130308A19Rik	chr4	FALSE	FALSE
E130310I04Rik	chr16	FALSE	FALSE
E130311K13Rik	chr3	FALSE	FALSE
E230013L22Rik	chr8	FALSE	TRUE
E230016K23Rik	chr11	FALSE	FALSE
E230016M11Rik	chr6	FALSE	FALSE
E230025N22Rik	chr18	FALSE	FALSE
E230029C05Rik	chr7	FALSE	TRUE
E2f1	chr2	FALSE	FALSE
E2f2	chr4	FALSE	FALSE
E2f3	chr13	FALSE	TRUE
E2f5	chr3	FALSE	FALSE
E2f6	chr12	FALSE	FALSE
E2f7	chr10	FALSE	FALSE
E2f8	chr7	FALSE	FALSE
E330011O21Rik	chr16	FALSE	FALSE
E330012B07Rik	chr6	FALSE	FALSE
E330013P04Rik	chr19	FALSE	FALSE
E330017L17Rik	chr4	FALSE	FALSE
E330020D12Rik	chr1	FALSE	FALSE
E330023G01Rik	chr9	FALSE	FALSE
E330034G19Rik	chr14	FALSE	FALSE
E430016F16Rik	chr7	FALSE	FALSE
E4f1	chr17	FALSE	FALSE
E530001F21Rik	chrX	FALSE	FALSE
Eaf1	chr14	FALSE	FALSE
Eaf2	chr16	FALSE	FALSE
Eapp	chr12	FALSE	FALSE
Ear1	chr14	FALSE	FALSE
Ear10	chr14	FALSE	FALSE
Ear2	chr14	FALSE	FALSE
Ear4	chr14	FALSE	FALSE
Ear7	chr14	FALSE	FALSE
Ears2	chr7	FALSE	FALSE
Ebag9	chr15	FALSE	TRUE
Ebf1	chr11	FALSE	TRUE
Ebf2	chr14	FALSE	FALSE
Ebf3	chr7	FALSE	TRUE
Ebf4	chr2	FALSE	FALSE
Ebi3	chr17	FALSE	FALSE
Ebna1bp2	chr4	FALSE	FALSE
Ebp	chrX	FALSE	FALSE
Ebpl	chr14	FALSE	FALSE
Ecd	chr14	FALSE	FALSE
Ece1	chr4	FALSE	FALSE
Ece2	chr16	FALSE	FALSE
Ecel1	chr1	FALSE	FALSE
Ech1	chr7	FALSE	FALSE
Echdc1	chr10	FALSE	FALSE
Echdc2	chr4	FALSE	FALSE
Echdc3	chr2	FALSE	FALSE
Echs1	chr7	FALSE	FALSE
Eci1	chr17	FALSE	FALSE
Eci2	chr13	FALSE	FALSE
Eci3	chr13	FALSE	FALSE
Ecm1	chr3	FALSE	FALSE
Ecm2	chr13	FALSE	FALSE
Ecpas	chr4	FALSE	FALSE
Ecrg4	chr1	FALSE	FALSE
Ecscr	chr18	FALSE	FALSE
Ecsit	chr9	FALSE	FALSE
Ect2	chr3	FALSE	FALSE
Ect2l	chr10	FALSE	FALSE
Eda	chrX	FALSE	FALSE
Eda2r	chrX	FALSE	FALSE
Edar	chr10	FALSE	FALSE
Edaradd	chr13	FALSE	FALSE
Edc3	chr9	FALSE	FALSE
Edc4	chr8	FALSE	FALSE
Eddm13	chr7	FALSE	FALSE
Eddm3b	chr14	FALSE	FALSE
Edem1	chr6	FALSE	FALSE
Edem2	chr2	FALSE	FALSE
Edem3	chr1	FALSE	TRUE
Edf1	chr2	FALSE	FALSE
Edil3	chr13	FALSE	FALSE
Edn1	chr13	FALSE	FALSE
Edn2	chr4	FALSE	FALSE
Edn3	chr2	FALSE	FALSE
Ednra	chr8	FALSE	FALSE
Ednrb	chr14	FALSE	FALSE
Edrf1	chr7	FALSE	FALSE
Eea1	chr10	FALSE	TRUE
Eed	chr7	FALSE	FALSE
Eef1a1	chr9	FALSE	FALSE
Eef1a2	chr2	FALSE	FALSE
Eef1akmt1	chr14	FALSE	FALSE
Eef1akmt2	chr7	FALSE	FALSE
Eef1akmt4	chr16	FALSE	FALSE
Eef1b2	chr1	FALSE	FALSE
Eef1d	chr15	FALSE	FALSE
Eef1e1	chr13	FALSE	FALSE
Eef1g	chr19	FALSE	FALSE
Eef2k	chr7	FALSE	FALSE
Eef2kmt	chr16	FALSE	FALSE
Eefsec	chr6	FALSE	FALSE
Eeig1	chr2	FALSE	FALSE
Eeig2	chr3	FALSE	TRUE
Eepd1	chr9	FALSE	TRUE
Efcab11	chr12	FALSE	FALSE
Efcab12	chr6	FALSE	FALSE
Efcab14	chr4	FALSE	FALSE
Efcab15	chr11	FALSE	FALSE
Efcab2	chr1	FALSE	FALSE
Efcab3	chr11	FALSE	FALSE
Efcab5	chr11	FALSE	TRUE
Efcab6	chr15	FALSE	FALSE
Efcab7	chr4	FALSE	FALSE
Efcab8	chr2	FALSE	TRUE
Efcab9	chr11	FALSE	FALSE
Efcc1	chr6	FALSE	FALSE
Efemp1	chr11	FALSE	FALSE
Efemp2	chr19	FALSE	FALSE
Efhb	chr17	FALSE	FALSE
Efhc1	chr1	FALSE	FALSE
Efhc2	chrX	FALSE	FALSE
Efhd1	chr1	FALSE	FALSE
Efhd2	chr4	FALSE	FALSE
Efl1	chr7	FALSE	FALSE
Efna1	chr3	FALSE	FALSE
Efna2	chr10	FALSE	FALSE
Efna3	chr3	FALSE	FALSE
Efna4	chr3	FALSE	FALSE
Efna5	chr17	FALSE	TRUE
Efnb1	chrX	FALSE	FALSE
Efnb2	chr8	FALSE	TRUE
Efnb3	chr11	FALSE	FALSE
Efr3a	chr15	FALSE	TRUE
Efr3b	chr12	FALSE	TRUE
Efs	chr14	FALSE	FALSE
Eftud2	chr11	FALSE	FALSE
Egf	chr3	FALSE	FALSE
Egfem1	chr3	FALSE	FALSE
Egfl6	chrX	FALSE	FALSE
Egfl7	chr2	FALSE	FALSE
Egfl8	chr17	FALSE	FALSE
Egflam	chr15	FALSE	FALSE
Egfr	chr11	FALSE	FALSE
Egln1	chr8	FALSE	FALSE
Egln2	chr7	FALSE	FALSE
Egln3	chr12	FALSE	FALSE
Egr1	chr18	FALSE	FALSE
Egr2	chr10	FALSE	FALSE
Egr3	chr14	FALSE	FALSE
Egr4	chr6	FALSE	TRUE
Ehbp1	chr11	FALSE	FALSE
Ehbp1l1	chr19	FALSE	FALSE
Ehd1	chr19	FALSE	FALSE
Ehd2	chr7	FALSE	FALSE
Ehd3	chr17	FALSE	TRUE
Ehd4	chr2	FALSE	FALSE
Ehf	chr2	FALSE	FALSE
Ehhadh	chr16	FALSE	FALSE
Ehmt1	chr2	FALSE	FALSE
Ehmt2	chr17	FALSE	FALSE
Ei24	chr9	FALSE	FALSE
Eid1	chr2	FALSE	FALSE
Eid2	chr7	FALSE	FALSE
Eid2b	chr7	FALSE	FALSE
Eid3	chr10	FALSE	FALSE
Eif1	chr11	FALSE	FALSE
Eif1a	chr18	FALSE	FALSE
Eif1ad	chr19	FALSE	FALSE
Eif1ad15	chr12	FALSE	FALSE
Eif1ad19	chr12	FALSE	FALSE
Eif1ad8	chr12	FALSE	FALSE
Eif1ax	chrX	FALSE	FALSE
Eif1b	chr9	FALSE	FALSE
Eif2a	chr3	FALSE	FALSE
Eif2ak1	chr5	FALSE	FALSE
Eif2ak2	chr17	FALSE	FALSE
Eif2ak3	chr6	FALSE	FALSE
Eif2ak4	chr2	FALSE	FALSE
Eif2b1	chr5	FALSE	FALSE
Eif2b2	chr12	FALSE	FALSE
Eif2b3	chr4	FALSE	FALSE
Eif2b4	chr5	FALSE	FALSE
Eif2b5	chr16	FALSE	FALSE
Eif2d	chr1	FALSE	FALSE
Eif2s1	chr12	FALSE	FALSE
Eif2s2	chr2	FALSE	FALSE
Eif2s3x	chrX	FALSE	FALSE
Eif3a	chr19	FALSE	FALSE
Eif3b	chr5	FALSE	FALSE
Eif3c	chr7	FALSE	FALSE
Eif3d	chr15	FALSE	FALSE
Eif3e	chr15	FALSE	FALSE
Eif3f	chr7	FALSE	FALSE
Eif3g	chr9	FALSE	FALSE
Eif3h	chr15	FALSE	FALSE
Eif3i	chr4	FALSE	FALSE
Eif3j2	chr2	FALSE	FALSE
Eif3k	chr7	FALSE	FALSE
Eif3l	chr15	FALSE	FALSE
Eif3m	chr2	FALSE	FALSE
Eif4a1	chr11	FALSE	FALSE
Eif4a2	chr16	FALSE	FALSE
Eif4a3	chr11	FALSE	FALSE
Eif4a3l1	chr6	FALSE	FALSE
Eif4b	chr15	FALSE	FALSE
Eif4e	chr3	FALSE	FALSE
Eif4e2	chr1	FALSE	FALSE
Eif4e3	chr6	FALSE	TRUE
Eif4ebp1	chr8	FALSE	FALSE
Eif4ebp2	chr10	FALSE	FALSE
Eif4ebp3	chr18	FALSE	FALSE
Eif4enif1	chr11	FALSE	FALSE
Eif4g1	chr16	FALSE	FALSE
Eif4g2	chr7	FALSE	FALSE
Eif4g3	chr4	FALSE	FALSE
Eif4h	chr5	FALSE	FALSE
Eif5	chr12	FALSE	FALSE
Eif5a	chr11	FALSE	FALSE
Eif5a2	chr3	FALSE	FALSE
Eif5b	chr1	FALSE	FALSE
Eif6	chr2	FALSE	FALSE
Eipr1	chr12	FALSE	FALSE
Elac1	chr18	FALSE	FALSE
Elac2	chr11	FALSE	FALSE
Elapor1	chr3	FALSE	FALSE
Elapor2	chr5	FALSE	TRUE
Elavl1	chr8	FALSE	FALSE
Elavl2	chr4	FALSE	TRUE
Elavl3	chr9	FALSE	FALSE
Elavl4	chr4	FALSE	TRUE
Eldr	chr11	FALSE	FALSE
Elf2	chr3	FALSE	FALSE
Elf3	chr1	FALSE	FALSE
Elf4	chrX	FALSE	FALSE
Elf5	chr2	FALSE	TRUE
Elfn1	chr5	FALSE	FALSE
Elfn2	chr15	FALSE	FALSE
Elk1	chrX	FALSE	FALSE
Elk3	chr10	FALSE	TRUE
Elk4	chr1	FALSE	FALSE
Ell	chr8	FALSE	FALSE
Ell2	chr13	FALSE	FALSE
Elmo1	chr13	FALSE	TRUE
Elmo2	chr2	FALSE	FALSE
Elmo3	chr8	FALSE	FALSE
Elmod1	chr9	FALSE	FALSE
Elmod2	chr8	FALSE	FALSE
Elmod3	chr6	FALSE	FALSE
Eln	chr5	FALSE	FALSE
Eloa	chr4	FALSE	FALSE
Elob	chr17	FALSE	FALSE
Eloc	chr1	FALSE	FALSE
Elovl1	chr4	FALSE	FALSE
Elovl2	chr13	FALSE	FALSE
Elovl4	chr9	FALSE	FALSE
Elovl5	chr9	FALSE	FALSE
Elovl6	chr3	FALSE	FALSE
Elovl7	chr13	FALSE	FALSE
Elp1	chr4	FALSE	FALSE
Elp2	chr18	FALSE	FALSE
Elp3	chr14	FALSE	FALSE
Elp4	chr2	FALSE	TRUE
Elp5	chr11	FALSE	FALSE
Elp6	chr9	FALSE	FALSE
Emb	chr13	FALSE	FALSE
Emc1	chr4	FALSE	FALSE
Emc10	chr7	FALSE	FALSE
Emc2	chr15	FALSE	FALSE
Emc3	chr6	FALSE	FALSE
Emc4	chr2	FALSE	FALSE
Emc6	chr11	FALSE	FALSE
Emc7	chr2	FALSE	FALSE
Emc8	chr8	FALSE	FALSE
Emc9	chr14	FALSE	FALSE
Emcn	chr3	TRUE	TRUE
Emd	chrX	FALSE	FALSE
Eme1	chr11	FALSE	FALSE
Eme2	chr17	FALSE	FALSE
Emid1	chr11	FALSE	FALSE
Emilin1	chr5	FALSE	FALSE
Emilin2	chr17	FALSE	FALSE
Emilin3	chr2	FALSE	FALSE
Eml1	chr12	FALSE	TRUE
Eml2	chr7	FALSE	FALSE
Eml3	chr19	FALSE	FALSE
Eml4	chr17	FALSE	FALSE
Eml5	chr12	FALSE	FALSE
Eml6	chr11	FALSE	FALSE
Emp1	chr6	FALSE	FALSE
Emp2	chr16	FALSE	FALSE
Emp3	chr7	FALSE	FALSE
Emsy	chr7	FALSE	FALSE
Emx1	chr6	FALSE	FALSE
Emx2	chr19	FALSE	FALSE
En1	chr1	FALSE	FALSE
En2	chr5	FALSE	TRUE
Enah	chr1	FALSE	FALSE
Enam	chr5	FALSE	FALSE
Enc1	chr13	FALSE	FALSE
Endod1	chr9	FALSE	FALSE
Endog	chr2	FALSE	FALSE
Endou	chr15	FALSE	FALSE
Endov	chr11	FALSE	FALSE
Eng	chr2	FALSE	FALSE
Engase	chr11	FALSE	FALSE
Enho	chr4	FALSE	FALSE
Enkd1	chr8	FALSE	FALSE
Enkur	chr2	FALSE	TRUE
Eno1	chr4	FALSE	TRUE
Eno1b	chr18	FALSE	TRUE
Eno2	chr6	FALSE	FALSE
Eno4	chr19	FALSE	FALSE
Enoph1	chr5	FALSE	FALSE
Enox1	chr14	FALSE	FALSE
Enox2	chrX	FALSE	FALSE
Enpep	chr3	FALSE	FALSE
Enpp1	chr10	FALSE	FALSE
Enpp2	chr15	FALSE	FALSE
Enpp3	chr10	FALSE	FALSE
Enpp4	chr17	FALSE	FALSE
Enpp5	chr17	FALSE	FALSE
Enpp6	chr8	FALSE	FALSE
Enpp7	chr11	FALSE	TRUE
Ensa	chr3	FALSE	FALSE
Enthd1	chr15	FALSE	TRUE
Entpd1	chr19	FALSE	FALSE
Entpd2	chr2	FALSE	FALSE
Entpd3	chr9	FALSE	FALSE
Entpd5	chr12	FALSE	FALSE
Entpd6	chr2	FALSE	FALSE
Entpd7	chr19	FALSE	FALSE
Entpd8	chr2	FALSE	FALSE
Entr1	chr2	FALSE	FALSE
Entrep1	chr19	FALSE	FALSE
Entrep2	chr7	FALSE	FALSE
Entrep3	chr3	FALSE	FALSE
Eogt	chr6	FALSE	FALSE
Eola1	chrX	FALSE	FALSE
Eomes	chr9	FALSE	TRUE
Ep300	chr15	FALSE	FALSE
Ep400	chr5	FALSE	FALSE
Epas1	chr17	FALSE	FALSE
Epb41	chr4	FALSE	FALSE
Epb41l1	chr2	FALSE	FALSE
Epb41l2	chr10	FALSE	FALSE
Epb41l3	chr17	FALSE	FALSE
Epb41l4a	chr18	FALSE	FALSE
Epb41l4aos	chr18	FALSE	TRUE
Epb41l4b	chr4	FALSE	FALSE
Epb41l5	chr1	FALSE	FALSE
Epb42	chr2	FALSE	FALSE
Epc1	chr18	FALSE	FALSE
Epc2	chr2	FALSE	FALSE
Epcam	chr17	FALSE	FALSE
Epcip	chr16	FALSE	FALSE
Epdr1	chr13	FALSE	FALSE
Epg5	chr18	FALSE	FALSE
Epgn	chr5	FALSE	FALSE
Epha1	chr6	FALSE	FALSE
Epha10	chr4	FALSE	FALSE
Epha2	chr4	FALSE	FALSE
Epha3	chr16	FALSE	TRUE
Epha4	chr1	FALSE	TRUE
Epha5	chr5	FALSE	TRUE
Epha6	chr16	FALSE	TRUE
Epha7	chr4	FALSE	TRUE
Epha8	chr4	FALSE	TRUE
Ephb1	chr9	FALSE	FALSE
Ephb2	chr4	FALSE	FALSE
Ephb3	chr16	FALSE	FALSE
Ephb4	chr5	FALSE	FALSE
Ephb6	chr6	FALSE	FALSE
Ephx1	chr1	FALSE	FALSE
Ephx2	chr14	FALSE	FALSE
Ephx3	chr17	FALSE	FALSE
Ephx4	chr5	FALSE	FALSE
Epm2a	chr10	FALSE	FALSE
Epm2aip1	chr9	FALSE	FALSE
Epn1	chr7	FALSE	FALSE
Epn2	chr11	FALSE	FALSE
Epn3	chr11	FALSE	FALSE
Epo	chr5	FALSE	FALSE
Epop	chr11	FALSE	FALSE
Epor	chr9	FALSE	FALSE
Eppin	chr2	FALSE	FALSE
Eppk1	chr15	FALSE	FALSE
Eprn	chr13	FALSE	FALSE
Eprs1	chr1	FALSE	FALSE
Eps15	chr4	FALSE	FALSE
Eps15l1	chr8	FALSE	FALSE
Eps8	chr6	FALSE	FALSE
Eps8l1	chr7	FALSE	FALSE
Eps8l2	chr7	FALSE	FALSE
Eps8l3	chr3	FALSE	FALSE
Epsti1	chr14	FALSE	FALSE
Epx	chr11	FALSE	FALSE
Epyc	chr10	TRUE	TRUE
Eqtn	chr4	FALSE	FALSE
Erap1	chr13	FALSE	FALSE
Eras	chrX	FALSE	FALSE
Erbb2	chr11	FALSE	FALSE
Erbb3	chr10	FALSE	FALSE
Erbb4	chr1	FALSE	TRUE
Erbin	chr13	FALSE	FALSE
Erc1	chr6	FALSE	FALSE
Erc2	chr14	FALSE	TRUE
Ercc1	chr7	FALSE	FALSE
Ercc2	chr7	FALSE	FALSE
Ercc3	chr18	FALSE	FALSE
Ercc4	chr16	FALSE	FALSE
Ercc5	chr1	FALSE	FALSE
Ercc6	chr14	FALSE	FALSE
Ercc6l	chrX	FALSE	FALSE
Ercc6l2	chr13	FALSE	TRUE
Ercc8	chr13	TRUE	TRUE
Ereg	chr5	FALSE	FALSE
Erf	chr7	FALSE	FALSE
Erfe	chr1	FALSE	FALSE
Erfl	chr7	FALSE	FALSE
Erg	chr16	FALSE	TRUE
Erg28	chr12	FALSE	FALSE
Ergic1	chr17	FALSE	FALSE
Ergic2	chr6	FALSE	FALSE
Ergic3	chr2	FALSE	FALSE
Erh	chr12	FALSE	FALSE
Eri1	chr8	FALSE	TRUE
Eri2	chr7	FALSE	FALSE
Eri3	chr4	FALSE	FALSE
Erich1	chr8	FALSE	FALSE
Erich2	chr2	FALSE	FALSE
Erich3	chr3	FALSE	FALSE
Erich4	chr7	FALSE	FALSE
Erich5	chr15	FALSE	FALSE
Erich6	chr3	FALSE	FALSE
Erich6b	chr14	FALSE	FALSE
Erlin1	chr19	FALSE	FALSE
Erlin2	chr8	FALSE	FALSE
Ermap	chr4	FALSE	FALSE
Ermard	chr17	FALSE	FALSE
Ermn	chr2	FALSE	FALSE
Ermp1	chr19	FALSE	FALSE
Ern1	chr11	FALSE	FALSE
Ern2	chr7	FALSE	FALSE
Ero1a	chr14	FALSE	FALSE
Ero1b	chr13	FALSE	FALSE
Erp27	chr6	FALSE	FALSE
Erp29	chr5	FALSE	FALSE
Erp44	chr4	FALSE	FALSE
Errfi1	chr4	FALSE	FALSE
Erv3	chr2	FALSE	FALSE
Esam	chr9	FALSE	FALSE
Esco1	chr18	FALSE	FALSE
Esco2	chr14	FALSE	FALSE
Esd	chr14	FALSE	FALSE
Esf1	chr2	FALSE	FALSE
Esm1	chr13	FALSE	FALSE
Esp1	chr17	FALSE	FALSE
Esp23	chr17	FALSE	FALSE
Esp36	chr17	FALSE	FALSE
Esp8	chr17	FALSE	FALSE
Espl1	chr15	FALSE	FALSE
Espn	chr4	FALSE	FALSE
Espnl	chr1	FALSE	FALSE
Esr1	chr10	FALSE	FALSE
Esr2	chr12	FALSE	FALSE
Esrp1	chr4	FALSE	FALSE
Esrp2	chr8	FALSE	FALSE
Esrra	chr19	FALSE	FALSE
Esrrb	chr12	FALSE	FALSE
Esrrg	chr1	FALSE	TRUE
Ess2	chr16	FALSE	FALSE
Esx1	chrX	FALSE	FALSE
Esyt1	chr10	FALSE	FALSE
Esyt2	chr12	FALSE	FALSE
Esyt3	chr9	FALSE	FALSE
Etaa1	chr11	FALSE	TRUE
Etaa1os	chr11	FALSE	TRUE
Etd	chrX	FALSE	FALSE
Etf1	chr18	FALSE	FALSE
Etfa	chr9	FALSE	FALSE
Etfb	chr7	FALSE	FALSE
Etfbkmt	chr6	FALSE	FALSE
Etfdh	chr3	FALSE	FALSE
Ethe1	chr7	FALSE	FALSE
Etl4	chr2	FALSE	TRUE
Etnk1	chr6	FALSE	FALSE
Etnk2	chr1	FALSE	FALSE
Etnppl	chr3	FALSE	FALSE
Ets1	chr9	FALSE	TRUE
Ets2	chr16	FALSE	TRUE
Etv1	chr12	FALSE	TRUE
Etv2	chr7	FALSE	FALSE
Etv3	chr3	FALSE	FALSE
Etv3l	chr3	FALSE	FALSE
Etv4	chr11	FALSE	FALSE
Etv5	chr16	FALSE	TRUE
Etv6	chr6	FALSE	FALSE
Eva1a	chr6	FALSE	FALSE
Eva1b	chr4	FALSE	FALSE
Eva1c	chr16	FALSE	FALSE
Evc	chr5	FALSE	FALSE
Evc2	chr5	FALSE	FALSE
Evi2a	chr11	FALSE	FALSE
Evi2b	chr11	FALSE	FALSE
Evi5	chr5	FALSE	FALSE
Evi5l	chr8	FALSE	FALSE
Evl	chr12	FALSE	FALSE
Evpl	chr11	FALSE	FALSE
Evx1	chr6	FALSE	FALSE
Evx1os	chr6	FALSE	FALSE
Evx2	chr2	FALSE	FALSE
Ewsr1	chr11	FALSE	FALSE
Exd1	chr2	FALSE	FALSE
Exd2	chr12	FALSE	FALSE
Exo1	chr1	FALSE	FALSE
Exo5	chr4	FALSE	TRUE
Exoc1	chr5	FALSE	FALSE
Exoc1l	chr5	FALSE	FALSE
Exoc2	chr13	FALSE	FALSE
Exoc3	chr13	FALSE	FALSE
Exoc3l	chr8	FALSE	FALSE
Exoc3l2	chr7	FALSE	FALSE
Exoc3l4	chr12	FALSE	FALSE
Exoc4	chr6	FALSE	TRUE
Exoc5	chr14	FALSE	FALSE
Exoc6	chr19	FALSE	FALSE
Exoc6b	chr6	FALSE	FALSE
Exoc7	chr11	FALSE	FALSE
Exoc8	chr8	FALSE	FALSE
Exog	chr9	FALSE	FALSE
Exosc1	chr19	FALSE	FALSE
Exosc10	chr4	FALSE	FALSE
Exosc2	chr2	FALSE	FALSE
Exosc3	chr4	FALSE	FALSE
Exosc4	chr15	FALSE	FALSE
Exosc5	chr7	FALSE	FALSE
Exosc6	chr8	FALSE	FALSE
Exosc7	chr9	FALSE	FALSE
Exosc8	chr3	FALSE	FALSE
Exosc9	chr3	FALSE	FALSE
Exph5	chr9	FALSE	TRUE
Ext1	chr15	FALSE	FALSE
Ext2	chr2	FALSE	FALSE
Extl1	chr4	FALSE	FALSE
Extl2	chr3	FALSE	FALSE
Extl3	chr14	FALSE	FALSE
Eya1	chr1	FALSE	TRUE
Eya2	chr2	FALSE	FALSE
Eya3	chr4	FALSE	FALSE
Eya4	chr10	FALSE	FALSE
Ezh1	chr11	FALSE	FALSE
Ezh2	chr6	FALSE	FALSE
Ezhip	chrX	FALSE	FALSE
Ezr	chr17	FALSE	FALSE
F10	chr8	FALSE	FALSE
F11	chr8	FALSE	FALSE
F11r	chr1	FALSE	FALSE
F12	chr13	FALSE	FALSE
F13a1	chr13	FALSE	TRUE
F13b	chr1	FALSE	FALSE
F2	chr2	FALSE	FALSE
F2r	chr13	FALSE	FALSE
F2rl1	chr13	FALSE	FALSE
F2rl2	chr13	FALSE	FALSE
F2rl3	chr8	FALSE	FALSE
F3	chr3	FALSE	TRUE
F420014N23Rik	chr10	FALSE	FALSE
F5	chr1	FALSE	FALSE
F630040K05Rik	chr17	FALSE	FALSE
F630042J09Rik	chr13	FALSE	FALSE
F630111L10Rik	chr3	FALSE	FALSE
F630206G17Rik	chr11	FALSE	TRUE
F7	chr8	FALSE	FALSE
F730043M19Rik	chr12	FALSE	FALSE
F830045P16Rik	chr2	TRUE	TRUE
F830208F22Rik	chr18	FALSE	FALSE
F8a	chrX	FALSE	FALSE
F9	chrX	FALSE	FALSE
F930017D23Rik	chr10	FALSE	FALSE
Fa2h	chr8	FALSE	TRUE
Faah	chr4	FALSE	FALSE
Faap100	chr11	FALSE	FALSE
Faap20	chr4	FALSE	FALSE
Faap24	chr7	FALSE	FALSE
Fabp1	chr6	FALSE	FALSE
Fabp12	chr3	FALSE	FALSE
Fabp2	chr3	FALSE	FALSE
Fabp3	chr4	FALSE	FALSE
Fabp4	chr3	FALSE	FALSE
Fabp5	chr3	FALSE	FALSE
Fabp6	chr11	FALSE	FALSE
Fabp7	chr10	FALSE	FALSE
Fabp9	chr3	FALSE	FALSE
Fadd	chr7	FALSE	FALSE
Fads1	chr19	FALSE	FALSE
Fads2	chr19	FALSE	FALSE
