"seqnames","start","end","width","strand","peak_id","Fold","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","mecp2_Fold","mecp2_FDR"
"chr14",7853728,7854968,1241,"*","mecp2_peak_9974",-0.051118672,0.84389427,"Intron (ENSMUST00000052678.8/286940, intron 1 of 45)",14,7884741,7887542,2802,1,"286940","ENSMUST00000228206.1",-29773,"ENSMUSG00000025278","Flnb","filamin, beta",-0.051118672,0.84389427
"chr14",64027889,64029116,1228,"*","mecp2_peak_9975",-0.153551312,0.477058995,"Exon (ENSMUST00000058229.5/271209, exon 4 of 4)",14,63992506,64033506,41001,1,"271209","ENSMUST00000058229.5",35383,"ENSMUSG00000046049","Rp1l1","retinitis pigmentosa 1 homolog like 1",-0.153551312,0.477058995
"chr14",25120424,25121316,893,"*","mecp2_peak_9976",0.077184653,0.740543234,"Distal Intergenic",14,25109384,25112926,3543,1,"102634576","ENSMUST00000225462.1",11040,"ENSMUSG00000114288","Gm32123","predicted gene, 32123",0.077184653,0.740543234
"chr14",32549914,32552067,2154,"*","mecp2_peak_9977",-0.042281002,0.875357245,"Promoter (<=1kb)",14,32552575,32577104,24530,1,"319955","ENSMUST00000228549.1",-508,"ENSMUSG00000054051","Ercc6","excision repair cross-complementing rodent repair deficiency, complementation group 6",-0.042281002,0.875357245
"chr14",16549444,16550189,746,"*","mecp2_peak_9978",0.8529879,0.002704582,"Intron (ENSMUST00000063750.7/218772, intron 1 of 7)",14,16443820,16575045,131226,2,"218772","ENSMUST00000225594.1",24856,"ENSMUSG00000017491","Rarb","retinoic acid receptor, beta",0.8529879,0.002704582
"chr14",75758407,75759422,1016,"*","mecp2_peak_9979",-0.078956261,0.721989183,"Distal Intergenic",14,75702370,75754558,52189,2,"338337","ENSMUST00000049168.8",-3849,"ENSMUSG00000034893","Cog3","component of oligomeric golgi complex 3",-0.078956261,0.721989183
"chr14",62445386,62446772,1387,"*","mecp2_peak_9980",-0.010129225,0.977255887,"Intron (ENSMUST00000022501.9/239134, intron 3 of 16)",14,62419162,62454793,35632,2,"239134","ENSMUST00000128573.1",8021,"ENSMUSG00000021933","Gucy1b2","guanylate cyclase 1, soluble, beta 2",-0.010129225,0.977255887
"chr14",11777253,11778265,1013,"*","mecp2_peak_9981",0.016710652,0.958918653,"Intron (ENSMUST00000022264.12/19270, intron 2 of 29)",14,11553581,11964131,410551,1,"19270","ENSMUST00000148113.1",223672,"ENSMUSG00000121513","Ptprg","protein tyrosine phosphatase receptor type G",0.016710652,0.958918653
"chr14",71249508,71251229,1722,"*","mecp2_peak_9982",-0.078914963,0.724447682,"Promoter (<=1kb)",14,71251273,71271047,19775,1,"100043132","ENSMUST00000228402.1",-44,"ENSMUSG00000115139","Gm4251","predicted gene 4251",-0.078914963,0.724447682
"chr14",63342905,63344465,1561,"*","mecp2_peak_9983",0.045097848,0.864513967,"Exon (ENSMUST00000226066.1/ENSMUST00000226066.1, exon 2 of 2)",14,63374224,63376418,2195,2,"12143","ENSMUST00000224965.1",31953,"ENSMUSG00000014453","Blk","B lymphoid kinase",0.045097848,0.864513967
"chr14",102883325,102884440,1116,"*","mecp2_peak_9984",0.001831541,0.996128344,"Distal Intergenic",14,102982549,102982632,84,2,"100628599","ENSMUST00000175160.1",98192,"ENSMUSG00000092901","Mir5130","microRNA 5130",0.001831541,0.996128344
"chr14",69706680,69707697,1018,"*","mecp2_peak_9985",-0.023398347,0.939392206,"Promoter (<=1kb)",14,69697307,69707584,10278,2,"71843","ENSMUST00000118374.7",0,"ENSMUSG00000034194","R3hcc1","R3H domain and coiled-coil containing 1",-0.023398347,0.939392206
"chr14",55870248,55871168,921,"*","mecp2_peak_9986",0.039769783,0.883187963,"Exon (ENSMUST00000168479.2/277154, exon 8 of 8)",14,55882061,55884232,2172,2,"56410","ENSMUST00000172378.1",13064,"ENSMUSG00000040380","Cbln3","cerebellin 3 precursor protein",0.039769783,0.883187963
"chr14",69190323,69191543,1221,"*","mecp2_peak_9987",0.113471311,0.622200742,"Promoter (<=1kb)",14,69190638,69194662,4025,1,"18095","ENSMUST00000022646.8",0,"ENSMUSG00000022061","Nkx3-1","NK3 homeobox 1",0.113471311,0.622200742
"chr14",24181449,24182748,1300,"*","mecp2_peak_9988",-0.328500278,0.142958408,"Intron (ENSMUST00000073687.12/71228, intron 4 of 30)",14,24133953,24177789,43837,2,"71228","ENSMUST00000042009.12",-3660,"ENSMUSG00000021782","Dlg5","discs large MAGUK scaffold protein 5",-0.328500278,0.142958408
"chr14",75752742,75754437,1696,"*","mecp2_peak_9989",-0.009847413,0.978120002,"Promoter (<=1kb)",14,75702370,75754558,52189,2,"338337","ENSMUST00000049168.8",121,"ENSMUSG00000034893","Cog3","component of oligomeric golgi complex 3",-0.009847413,0.978120002
"chr14",69690843,69692247,1405,"*","mecp2_peak_9990",-0.040262452,0.882925685,"Promoter (<=1kb)",14,69692248,69692320,73,1,"102465573","ENSMUST00000184438.1",-1,"ENSMUSG00000098666","Mir6950","microRNA 6950",-0.040262452,0.882925685
"chr14",39111764,39112441,678,"*","mecp2_peak_9991",0.77368411,0.02599589,"Intron (ENSMUST00000166968.8/18183, intron 1 of 9)",14,38898302,38958794,60493,1,"75170","ENSMUST00000177141.1",213462,"ENSMUSG00000093528","Nrg3os","neuregulin 3, opposite strand",0.77368411,0.02599589
"chr14",16189499,16189983,485,"*","mecp2_peak_9992",3.196497527,1.1e-14,"Distal Intergenic",14,16242270,16243287,1018,2,"71147","ENSMUST00000148121.2",53304,"ENSMUSG00000021786","Oxsm","3-oxoacyl-ACP synthase, mitochondrial",3.196497527,1.1e-14
"chr14",37355824,37356788,965,"*","mecp2_peak_9993",0.079494731,0.723303077,"Distal Intergenic",14,37131398,37135272,3875,2,"66092","ENSMUST00000223921.1",-220552,"ENSMUSG00000041028","Ghitm","growth hormone inducible transmembrane protein",0.079494731,0.723303077
"chr14",75582909,75584241,1333,"*","mecp2_peak_9994",0.047571495,0.86037651,"5' UTR",14,75582883,75591949,9067,2,"67926","ENSMUST00000165569.2",7708,"ENSMUSG00000034913","Cby2","chibby family member 2",0.047571495,0.86037651
"chr14",54856576,54858216,1641,"*","mecp2_peak_9995",0.121532677,0.562897505,"3' UTR",14,54852736,54860490,7755,2,"239099","ENSMUST00000081162.5",2274,"ENSMUSG00000057156","Homez","homeodomain leucine zipper-encoding gene",0.121532677,0.562897505
"chr14",16097257,16097732,476,"*","mecp2_peak_9996",3.002144526,6.24e-13,"Distal Intergenic",14,16242270,16243287,1018,2,"71147","ENSMUST00000148121.2",145555,"ENSMUSG00000021786","Oxsm","3-oxoacyl-ACP synthase, mitochondrial",3.002144526,6.24e-13
"chr14",66872743,66873936,1194,"*","mecp2_peak_9997",-0.099699805,0.657701591,"Distal Intergenic",14,66868850,66871723,2874,1,"432870","ENSMUST00000225817.1",3893,"ENSMUSG00000075553","Gm5464","predicted gene 5464",-0.099699805,0.657701591
"chr14",122462765,122464058,1294,"*","mecp2_peak_9998",-0.06028228,0.805119934,"Promoter (1-2kb)",14,122456795,122465677,8883,2,"65100","ENSMUST00000039118.6",1619,"ENSMUSG00000041703","Zic5","zinc finger protein of the cerebellum 5",-0.06028228,0.805119934
"chr14",73423717,73424417,701,"*","mecp2_peak_9999",2.410494138,3.99e-12,"Distal Intergenic",14,73362226,73385289,23064,2,"16432","ENSMUST00000022704.8",-38428,"ENSMUSG00000022108","Itm2b","integral membrane protein 2B",2.410494138,3.99e-12
"chr14",24261603,24263126,1524,"*","mecp2_peak_10000",-0.156794969,0.450651598,"Distal Intergenic",14,24133955,24245920,111966,2,"71228","ENSMUST00000090398.10",-15683,"ENSMUSG00000021782","Dlg5","discs large MAGUK scaffold protein 5",-0.156794969,0.450651598
"chr14",70078953,70080103,1151,"*","mecp2_peak_10001",-0.106386688,0.631804068,"Promoter (1-2kb)",14,70077795,70079303,1509,1,"13655","ENSMUST00000223809.1",1158,"ENSMUSG00000033730","Egr3","early growth response 3",-0.106386688,0.631804068
"chr14",119847567,119848928,1362,"*","mecp2_peak_10002",-0.023945549,0.936632063,"Intron (ENSMUST00000065904.4/50787, intron 1 of 1)",14,119749225,119751564,2340,1,"75432","ENSMUST00000188582.1",98342,"ENSMUSG00000100274","1700006F04Rik","RIKEN cDNA 1700006F04 gene",-0.023945549,0.936632063
"chr14",30593662,30594834,1173,"*","mecp2_peak_10003",-0.079824958,0.731680971,"Distal Intergenic",14,30595653,30600207,4555,2,"18753","ENSMUST00000140701.1",5373,"ENSMUSG00000021948","Prkcd","protein kinase C, delta",-0.079824958,0.731680971
"chr14",7951345,7953264,1920,"*","mecp2_peak_10004",-0.173490051,0.388626592,"3' UTR",14,7957288,7960636,3349,1,"108168208","ENSMUST00000211339.1",-4024,"ENSMUSG00000109649","Gm45521","predicted gene 45521",-0.173490051,0.388626592
"chr14",76512249,76514113,1865,"*","mecp2_peak_10005",-0.083995613,0.70902866,"Distal Intergenic",14,76505098,76507002,1905,1,"21807","ENSMUST00000133224.1",7151,"ENSMUSG00000022010","Tsc22d1","TSC22 domain family, member 1",-0.083995613,0.70902866
"chr14",69174497,69176002,1506,"*","mecp2_peak_10006",0.02383164,0.937779745,"3' UTR",14,69164797,69171857,7061,2,"73554","ENSMUST00000172547.1",-2640,"ENSMUSG00000092499","1700092C10Rik","RIKEN cDNA 1700092C10 gene",0.02383164,0.937779745
"chr14",37344903,37346881,1979,"*","mecp2_peak_10007",0.025522901,0.931355136,"Distal Intergenic",14,37131398,37135272,3875,2,"66092","ENSMUST00000223921.1",-209631,"ENSMUSG00000041028","Ghitm","growth hormone inducible transmembrane protein",0.025522901,0.931355136
"chr14",60530319,60531788,1470,"*","mecp2_peak_10008",0.160165197,0.436516255,"Intron (ENSMUST00000190392.1/ENSMUST00000190392.1, intron 2 of 2)",14,60634001,60691367,57367,1,"219140","ENSMUST00000159169.1",-102213,"ENSMUSG00000021990","Spata13","spermatogenesis associated 13",0.160165197,0.436516255
"chr14",93416824,93418310,1487,"*","mecp2_peak_10009",1.19071445,0.000292132,"Intron (ENSMUST00000195826.5/211712, intron 3 of 4)",14,93173729,93885748,712020,2,"211712","ENSMUST00000194129.1",467438,"ENSMUSG00000055421","Pcdh9","protocadherin 9",1.19071445,0.000292132
"chr14",34944782,34946608,1827,"*","mecp2_peak_10010",-0.022749209,0.940585224,"Exon (ENSMUST00000043349.6/14803, exon 3 of 16)",14,34894609,34894706,98,1,"723847","ENSMUST00000083547.1",50173,"ENSMUSG00000065481","Mir346","microRNA 346",-0.022749209,0.940585224
"chr14",102865077,102866141,1065,"*","mecp2_peak_10011",1.505274849,7.65e-05,"Distal Intergenic",14,102982549,102982632,84,2,"100628599","ENSMUST00000175160.1",116491,"ENSMUSG00000092901","Mir5130","microRNA 5130",1.505274849,7.65e-05
"chr14",33077251,33078447,1197,"*","mecp2_peak_10012",0.064296876,0.781631779,"Exon (ENSMUST00000061753.14/545030, exon 32 of 59)",14,33018284,33023337,5054,2,"545030","ENSMUST00000132153.1",-53914,"ENSMUSG00000051506","Wdfy4","WD repeat and FYVE domain containing 4",0.064296876,0.781631779
"chr14",63858886,63860623,1738,"*","mecp2_peak_10013",0.005198452,0.989714288,"Promoter (<=1kb)",14,63860364,63919855,59492,1,"72400","ENSMUST00000022528.5",0,"ENSMUSG00000021958","Pinx1","PIN2/TERF1 interacting, telomerase inhibitor 1",0.005198452,0.989714288
"chr14",25664363,25665982,1620,"*","mecp2_peak_10014",-0.033245766,0.905905187,"3' UTR",14,25656830,25658405,1576,1,"328365","ENSMUST00000162546.1",7533,"ENSMUSG00000007817","Zmiz1","zinc finger, MIZ-type containing 1",-0.033245766,0.905905187
"chr14",60660805,60662022,1218,"*","mecp2_peak_10015",-0.04306621,0.869886581,"Intron (ENSMUST00000159169.1/219140, intron 1 of 1)",14,60634755,60690893,56139,1,"219140","ENSMUST00000159135.1",26050,"ENSMUSG00000021990","Spata13","spermatogenesis associated 13",-0.04306621,0.869886581
"chr14",66265195,66266635,1441,"*","mecp2_peak_10016",-0.306247301,0.16755654,"Intron (ENSMUST00000022622.13/19229, intron 1 of 30)",14,66153844,66280982,127139,2,"19229","ENSMUST00000111121.1",14347,"ENSMUSG00000059456","Ptk2b","PTK2 protein tyrosine kinase 2 beta",-0.306247301,0.16755654
"chr14",76629957,76630694,738,"*","mecp2_peak_10017",-0.00073729,0.99842001,"Distal Intergenic",14,76677566,76687092,9527,1,"73272","ENSMUST00000190818.6",-46872,"ENSMUSG00000101009","1700108F19Rik","RIKEN cDNA 1700108F19 gene",-0.00073729,0.99842001
"chr14",30351106,30352575,1470,"*","mecp2_peak_10018",0.002159808,0.995733717,"Promoter (<=1kb)",14,30060744,30352964,292221,2,"12289","ENSMUST00000238568.1",389,"ENSMUSG00000015968","Cacna1d","calcium channel, voltage-dependent, L type, alpha 1D subunit",0.002159808,0.995733717
"chr14",29697705,29699187,1483,"*","mecp2_peak_10019",-0.083287409,0.700183232,"Intron (ENSMUST00000022567.8/12294, intron 2 of 37)",14,29717467,29721795,4329,2,"12294","ENSMUST00000224128.1",22608,"ENSMUSG00000021991","Cacna2d3","calcium channel, voltage-dependent, alpha2/delta subunit 3",-0.083287409,0.700183232
"chr14",34820164,34821456,1293,"*","mecp2_peak_10020",-0.017731267,0.956296453,"Promoter (<=1kb)",14,34820108,35583379,763272,1,"14803","ENSMUST00000043349.6",56,"ENSMUSG00000041078","Grid1","glutamate receptor, ionotropic, delta 1",-0.017731267,0.956296453
"chr14",40911899,40913852,1954,"*","mecp2_peak_10021",-0.035907083,0.895896515,"Exon (ENSMUST00000047652.5/52588, exon 6 of 9)",14,40860383,40893266,32884,2,"328381","ENSMUST00000225854.1",-18633,"ENSMUSG00000037833","Sh2d4b","SH2 domain containing 4B",-0.035907083,0.895896515
"chr14",30135681,30137126,1446,"*","mecp2_peak_10022",-0.102677974,0.625670049,"Exon (ENSMUST00000112249.9/12289, exon 10 of 49)",14,30129839,30142581,12743,2,"12289","ENSMUST00000238336.1",5455,"ENSMUSG00000015968","Cacna1d","calcium channel, voltage-dependent, L type, alpha 1D subunit",-0.102677974,0.625670049
"chr14",67293970,67295977,2008,"*","mecp2_peak_10023",-0.27644459,0.205378861,"Intron (ENSMUST00000022637.13/13592, intron 7 of 16)",14,67304888,67314711,9824,2,"628416","ENSMUST00000100448.2",18734,"ENSMUSG00000075549","Gm6878","predicted gene 6878",-0.27644459,0.205378861
"chr14",67400134,67401997,1864,"*","mecp2_peak_10024",-0.037710261,0.889461615,"Intron (ENSMUST00000022637.13/13592, intron 11 of 16)",14,67332042,67397742,65701,2,"73977","ENSMUST00000176841.1",-2392,"ENSMUSG00000093472","4930438E09Rik","RIKEN cDNA 4930438E09 gene",-0.037710261,0.889461615
"chr14",25842003,25843296,1294,"*","mecp2_peak_10025",-0.008274621,0.982324209,"Promoter (<=1kb)",14,25842156,25886804,44649,1,"11744","ENSMUST00000022416.14",0,"ENSMUSG00000021866","Anxa11","annexin A11",-0.008274621,0.982324209
"chr14",64125134,64126321,1188,"*","mecp2_peak_10026",0.006022448,0.987997018,"Exon (ENSMUST00000225122.1/ENSMUST00000225122.1, exon 2 of 4)",14,64104286,64113755,9470,1,"73382","ENSMUST00000022537.5",20848,"ENSMUSG00000021966","Prss52","serine protease 52",0.006022448,0.987997018
"chr14",82208935,82209922,988,"*","mecp2_peak_10027",2.055349822,1.96e-09,"Distal Intergenic",14,84046431,84075290,28860,2,"102635012","ENSMUST00000228897.1",1865368,"ENSMUSG00000115043","Gm32455","predicted gene, 32455",2.055349822,1.96e-09
"chr14",55899540,55900685,1146,"*","mecp2_peak_10028",-0.020382449,0.947920038,"Promoter (<=1kb)",14,55897283,55899855,2573,2,"654795","ENSMUST00000227211.1",0,"ENSMUSG00000022223","Sdr39u1","short chain dehydrogenase/reductase family 39U, member 1",-0.020382449,0.947920038
"chr14",69795853,69797266,1414,"*","mecp2_peak_10029",-0.024559399,0.934196704,"Exon (ENSMUST00000022665.3/246710, exon 5 of 10)",14,69789773,69800822,11050,2,"246710","ENSMUST00000224535.1",3556,"ENSMUSG00000022075","Rhobtb2","Rho-related BTB domain containing 2",-0.024559399,0.934196704
"chr14",38667371,38669627,2257,"*","mecp2_peak_10030",0.01421532,0.966153261,"Exon (ENSMUST00000166968.8/18183, exon 3 of 10)",14,38898302,38958794,60493,1,"75170","ENSMUST00000177141.1",-228675,"ENSMUSG00000093528","Nrg3os","neuregulin 3, opposite strand",0.01421532,0.966153261
"chr14",27208520,27209745,1226,"*","mecp2_peak_10031",0.115446938,0.575033517,"Exon (ENSMUST00000225949.1/71704, exon 4 of 14)",14,27238039,27403904,165866,1,"71704","ENSMUST00000049206.5",-28294,"ENSMUSG00000021895","Arhgef3","Rho guanine nucleotide exchange factor 3",0.115446938,0.575033517
"chr14",7993584,7994793,1210,"*","mecp2_peak_10032",-0.075854755,0.740461732,"Promoter (<=1kb)",14,7964533,7994573,30041,2,"13421","ENSMUST00000026315.7",0,"ENSMUSG00000025279","Dnase1l3","deoxyribonuclease 1-like 3",-0.075854755,0.740461732
"chr14",24655397,24656380,984,"*","mecp2_peak_10033",-0.056517216,0.820630952,"Intron (ENSMUST00000225654.1/ENSMUST00000225654.1, intron 2 of 5)",14,24491149,24491989,841,1,"20088","ENSMUST00000224699.1",164248,"ENSMUSG00000025290","Rps24","ribosomal protein S24",-0.056517216,0.820630952
"chr14",118551421,118552702,1282,"*","mecp2_peak_10034",-0.204099195,0.340328722,"Intron (ENSMUST00000036554.13/239273, intron 20 of 30)",14,118528823,118534255,5433,2,"239273","ENSMUST00000227480.1",-17166,"ENSMUSG00000032849","Abcc4","ATP-binding cassette, sub-family C member 4",-0.204099195,0.340328722
"chr14",34354610,34356653,2044,"*","mecp2_peak_10035",-0.06523625,0.78364266,"Promoter (<=1kb)",14,34351881,34355433,3553,2,"69134","ENSMUST00000052126.5",0,"ENSMUSG00000043681","Fam25a","family with sequence similarity 25, member A",-0.06523625,0.78364266
"chr14",122224987,122225667,681,"*","mecp2_peak_10036",1.602652402,1.5e-05,"Intron (ENSMUST00000026625.6/69634, intron 1 of 7)",14,122229905,122233654,3750,2,"68245","ENSMUST00000187423.1",7987,"ENSMUSG00000100585","1700108J01Rik","RIKEN cDNA 1700108J01 gene",1.602652402,1.5e-05
"chr14",103649726,103651137,1412,"*","mecp2_peak_10037",-0.003167031,0.994036377,"Promoter (<=1kb)",14,103650228,103704907,54680,1,"105439","ENSMUST00000069443.13",0,"ENSMUSG00000055717","Slain1","SLAIN motif family, member 1",-0.003167031,0.994036377
"chr14",63977707,63978994,1288,"*","mecp2_peak_10038",0.009733155,0.978120002,"Intron (ENSMUST00000224600.1/67750, intron 2 of 4)",14,63971412,63987503,16092,2,"67750","ENSMUST00000225544.1",8509,"ENSMUSG00000021961","4930578I06Rik","RIKEN cDNA 4930578I06 gene",0.009733155,0.978120002
"chr14",49313914,49315414,1501,"*","mecp2_peak_10039",-0.087278894,0.696893684,"Promoter (<=1kb)",14,49303306,49314209,10904,2,"75288","ENSMUST00000135254.1",0,"ENSMUSG00000021852","Slc35f4","solute carrier family 35, member F4",-0.087278894,0.696893684
"chr14",70442938,70444089,1152,"*","mecp2_peak_10040",-0.009992865,0.977966583,"Promoter (<=1kb)",14,70438757,70443447,4691,2,"67065","ENSMUST00000000793.12",0,"ENSMUSG00000000776","Polr3d","polymerase (RNA) III (DNA directed) polypeptide D",-0.009992865,0.977966583
"chr14",117381685,117382469,785,"*","mecp2_peak_10041",0.038244528,0.887951743,"Intron (ENSMUST00000123239.1/23888, intron 2 of 3)",14,116925936,117975086,1049151,1,"23888","ENSMUST00000078849.11",455749,"ENSMUSG00000058571","Gpc6","glypican 6",0.038244528,0.887951743
"chr14",37307121,37307939,819,"*","mecp2_peak_10042",1.128593675,0.000468519,"Distal Intergenic",14,37131398,37135272,3875,2,"66092","ENSMUST00000223921.1",-171849,"ENSMUSG00000041028","Ghitm","growth hormone inducible transmembrane protein",1.128593675,0.000468519
"chr14",22026892,22028721,1830,"*","mecp2_peak_10043",0.021364235,0.944914753,"Exon (ENSMUST00000075639.10/76633, exon 2 of 7)",14,22019848,23056085,1036238,1,"76633","ENSMUST00000162540.1",7044,"ENSMUSG00000063458","Lrmda","leucine rich melanocyte differentiation associated",0.021364235,0.944914753
"chr14",79106533,79107589,1057,"*","mecp2_peak_10044",-0.07066414,0.761811978,"Intron (ENSMUST00000040990.6/219189, intron 37 of 44)",14,79143921,79202310,58390,1,"219189","ENSMUST00000228904.1",-36332,"ENSMUSG00000058997","Vwa8","von Willebrand factor A domain containing 8",-0.07066414,0.761811978
"chr14",20650256,20652141,1886,"*","mecp2_peak_10045",-0.007575127,0.98424107,"Promoter (<=1kb)",14,20649435,20650718,1284,2,"59011","ENSMUST00000224472.1",0,"ENSMUSG00000068697","Myoz1","myozenin 1",-0.007575127,0.98424107
"chr14",93676646,93677966,1321,"*","mecp2_peak_10046",2.160560713,4.54e-10,"Intron (ENSMUST00000195826.5/211712, intron 2 of 4)",14,93173729,93885748,712020,2,"211712","ENSMUST00000194129.1",207782,"ENSMUSG00000055421","Pcdh9","protocadherin 9",2.160560713,4.54e-10
"chr14",30836000,30837907,1908,"*","mecp2_peak_10047",-0.057630823,0.810996541,"Intron (ENSMUST00000006701.7/69179, intron 1 of 7)",14,30825594,30874570,48977,1,"69179","ENSMUST00000228066.1",10406,"ENSMUSG00000006526","Stimate","STIM activating enhancer",-0.057630823,0.810996541
"chr14",67600048,67601999,1952,"*","mecp2_peak_10048",0.047451447,0.851804459,"Distal Intergenic",14,67677796,67696734,18939,2,"108912","ENSMUST00000131179.7",94735,"ENSMUSG00000048922","Cdca2","cell division cycle associated 2",0.047451447,0.851804459
"chr14",78848407,78849707,1301,"*","mecp2_peak_10049",-0.003586141,0.992767044,"Promoter (<=1kb)",14,78849052,79202310,353259,1,"219189","ENSMUST00000040990.6",0,"ENSMUSG00000058997","Vwa8","von Willebrand factor A domain containing 8",-0.003586141,0.992767044
"chr14",61327676,61328592,917,"*","mecp2_peak_10050",-0.23583051,0.251989936,"Distal Intergenic",14,61294670,61318146,23477,2,"67355","ENSMUST00000188538.1",-9530,"ENSMUSG00000101505","1700109G14Rik","RIKEN cDNA 1700109G14 gene",-0.23583051,0.251989936
"chr14",45657133,45658810,1678,"*","mecp2_peak_10051",-0.071179014,0.766697477,"Promoter (<=1kb)",14,45657961,45658053,93,2,"100628600","ENSMUST00000175426.1",0,"ENSMUSG00000093167","Mir5131","microRNA 5131",-0.071179014,0.766697477
"chr14",58814757,58816235,1479,"*","mecp2_peak_10052",0.103418963,0.642427304,"Distal Intergenic",14,59133040,59142893,9854,2,"67932","ENSMUST00000022548.9",326658,"ENSMUSG00000021977","1700129C05Rik","RIKEN cDNA 1700129C05 gene",0.103418963,0.642427304
"chr14",63375171,63376372,1202,"*","mecp2_peak_10053",-0.168167022,0.421519056,"Promoter (<=1kb)",14,63374224,63376418,2195,2,"12143","ENSMUST00000224965.1",46,"ENSMUSG00000014453","Blk","B lymphoid kinase",-0.168167022,0.421519056
"chr14",118624034,118625720,1687,"*","mecp2_peak_10054",-0.08812374,0.691210579,"Intron (ENSMUST00000036554.13/239273, intron 8 of 30)",14,118592369,118592472,104,2,"102465208","ENSMUST00000184391.1",-31562,"ENSMUSG00000098433","Mir6391","microRNA 6391",-0.08812374,0.691210579
"chr14",34896492,34897803,1312,"*","mecp2_peak_10055",0.234398826,0.253116251,"Promoter (1-2kb)",14,34894609,34894706,98,1,"723847","ENSMUST00000083547.1",1883,"ENSMUSG00000065481","Mir346","microRNA 346",0.234398826,0.253116251
"chr14",20707154,20708614,1461,"*","mecp2_peak_10056",-0.09556725,0.656240336,"Promoter (<=1kb)",14,20707552,20723619,16068,1,"268721","ENSMUST00000022358.8",0,"ENSMUSG00000021819","Zswim8","zinc finger SWIM-type containing 8",-0.09556725,0.656240336
"chr14",28684438,28685113,676,"*","mecp2_peak_10057",0.074012843,0.748100472,"Intron (ENSMUST00000224806.1/ENSMUST00000224806.1, intron 2 of 2)",14,28511451,28511907,457,1,"22418","ENSMUST00000146192.1",172987,"ENSMUSG00000021994","Wnt5a","wingless-type MMTV integration site family, member 5A",0.074012843,0.748100472
"chr14",54706673,54708452,1780,"*","mecp2_peak_10058",0.016116241,0.960368716,"Distal Intergenic",14,54710360,54712174,1815,2,"110794","ENSMUST00000064290.7",3722,"ENSMUSG00000052435","Cebpe","CCAAT/enhancer binding protein epsilon",0.016116241,0.960368716
"chr14",66157392,66158907,1516,"*","mecp2_peak_10059",0.090597691,0.675660648,"Promoter (1-2kb)",14,66153267,66160678,7412,2,"19229","ENSMUST00000136216.7",1771,"ENSMUSG00000059456","Ptk2b","PTK2 protein tyrosine kinase 2 beta",0.090597691,0.675660648
"chr14",118680543,118681918,1376,"*","mecp2_peak_10060",-0.062143356,0.789067922,"Intron (ENSMUST00000036554.13/239273, intron 1 of 30)",14,118483811,118676931,193121,2,"239273","ENSMUST00000226703.1",-3612,"ENSMUSG00000032849","Abcc4","ATP-binding cassette, sub-family C member 4",-0.062143356,0.789067922
"chr14",118708792,118709498,707,"*","mecp2_peak_10061",0.912276823,0.003942137,"Distal Intergenic",14,118482692,118706219,223528,2,"239273","ENSMUST00000166646.1",-2573,"ENSMUSG00000032849","Abcc4","ATP-binding cassette, sub-family C member 4",0.912276823,0.003942137
"chr14",77516772,77518280,1509,"*","mecp2_peak_10062",-0.363988834,0.134078814,"Intron (ENSMUST00000022589.8/239188, intron 7 of 18)",14,77479483,77506868,27386,2,"629678","ENSMUST00000088880.10",-9904,"ENSMUSG00000067973","Gm6994","predicted gene 6994",-0.363988834,0.134078814
"chr14",24155709,24157703,1995,"*","mecp2_peak_10063",-0.049727828,0.844639819,"Promoter (<=1kb)",14,24154308,24157265,2958,2,"71228","ENSMUST00000167343.1",0,"ENSMUSG00000021782","Dlg5","discs large MAGUK scaffold protein 5",-0.049727828,0.844639819
"chr14",18334234,18335409,1176,"*","mecp2_peak_10064",-0.353114372,0.198613063,"Distal Intergenic",14,18282722,18331859,49138,2,"22194","ENSMUST00000022296.6",-2375,"ENSMUSG00000021774","Ube2e1","ubiquitin-conjugating enzyme E2E 1",-0.353114372,0.198613063
"chr14",118568986,118570330,1345,"*","mecp2_peak_10065",0.081346984,0.711074638,"Intron (ENSMUST00000036554.13/239273, intron 19 of 30)",14,118592369,118592472,104,2,"102465208","ENSMUST00000184391.1",22142,"ENSMUSG00000098433","Mir6391","microRNA 6391",0.081346984,0.711074638
"chr14",18583297,18584726,1430,"*","mecp2_peak_10066",-1.010706663,0.010485553,"Intron (ENSMUST00000176555.7/218793, intron 3 of 3)",14,18574363,18597241,22879,2,"218793","ENSMUST00000176672.1",12515,"ENSMUSG00000058317","Ube2e2","ubiquitin-conjugating enzyme E2E 2",-1.010706663,0.010485553
"chr14",74813058,74814743,1686,"*","mecp2_peak_10067",-0.053904962,0.826119171,"Exon (ENSMUST00000088970.6/380916, exon 8 of 20)",14,74763323,74806058,42736,2,"380916","ENSMUST00000226799.1",-7000,"ENSMUSG00000068015","Lrch1","leucine-rich repeats and calponin homology (CH) domain containing 1",-0.053904962,0.826119171
"chr14",76417337,76418566,1230,"*","mecp2_peak_10068",-0.024537935,0.934115507,"Promoter (<=1kb)",14,76418354,76441628,23275,1,"21807","ENSMUST00000176886.1",0,"ENSMUSG00000022010","Tsc22d1","TSC22 domain family, member 1",-0.024537935,0.934115507
