gene_name	chr	mch_hyper	at_gained_anchor
Cxcl1	chr5	FALSE	FALSE
Cxcl10	chr5	FALSE	FALSE
Cxcl12	chr6	FALSE	FALSE
Cxcl13	chr5	FALSE	FALSE
Cxcl14	chr13	FALSE	TRUE
Cxcl15	chr5	FALSE	FALSE
Cxcl16	chr11	FALSE	FALSE
Cxcl17	chr7	FALSE	FALSE
Cxcl2	chr5	FALSE	FALSE
Cxcl3	chr5	FALSE	FALSE
Cxcl5	chr5	FALSE	FALSE
Cxcl9	chr5	FALSE	FALSE
Cxcr1	chr1	FALSE	FALSE
Cxcr2	chr1	FALSE	TRUE
Cxcr3	chrX	FALSE	FALSE
Cxcr4	chr1	FALSE	FALSE
Cxcr5	chr9	FALSE	FALSE
Cxcr6	chr9	FALSE	FALSE
Cxxc1	chr18	FALSE	FALSE
Cxxc4	chr3	FALSE	FALSE
Cxxc5	chr18	FALSE	FALSE
Cyb561	chr11	FALSE	FALSE
Cyb561a3	chr19	FALSE	FALSE
Cyb561d1	chr3	FALSE	FALSE
Cyb561d2	chr9	FALSE	FALSE
Cyb5a	chr18	FALSE	FALSE
Cyb5b	chr8	FALSE	FALSE
Cyb5d1	chr11	FALSE	FALSE
Cyb5d2	chr11	FALSE	FALSE
Cyb5r1	chr1	FALSE	FALSE
Cyb5r2	chr7	FALSE	FALSE
Cyb5r3	chr15	FALSE	FALSE
Cyb5r4	chr9	FALSE	FALSE
Cyb5rl	chr4	FALSE	FALSE
Cyba	chr8	FALSE	FALSE
Cybb	chrX	FALSE	FALSE
Cybc1	chr11	FALSE	FALSE
Cybrd1	chr2	FALSE	TRUE
Cyc1	chr15	FALSE	FALSE
Cycs	chr6	FALSE	FALSE
Cyct	chr2	FALSE	FALSE
Cyfip1	chr7	FALSE	FALSE
Cyfip2	chr11	FALSE	FALSE
Cygb	chr11	FALSE	FALSE
Cylc1	chrX	FALSE	FALSE
Cylc2	chr4	FALSE	FALSE
Cyld	chr8	FALSE	TRUE
Cym	chr3	FALSE	FALSE
Cyp11a1	chr9	FALSE	FALSE
Cyp11b1	chr15	FALSE	FALSE
Cyp11b2	chr15	FALSE	TRUE
Cyp17a1	chr19	FALSE	FALSE
Cyp19a1	chr9	FALSE	TRUE
Cyp1a1	chr9	FALSE	FALSE
Cyp1a2	chr9	FALSE	FALSE
Cyp1b1	chr17	FALSE	FALSE
Cyp20a1	chr1	FALSE	TRUE
Cyp21a1	chr17	FALSE	FALSE
Cyp24a1	chr2	FALSE	TRUE
Cyp26a1	chr19	FALSE	TRUE
Cyp26b1	chr6	FALSE	TRUE
Cyp26c1	chr19	FALSE	FALSE
Cyp27a1	chr1	FALSE	FALSE
Cyp27b1	chr10	FALSE	FALSE
Cyp2a12	chr7	FALSE	FALSE
Cyp2a22	chr7	FALSE	FALSE
Cyp2a4	chr7	FALSE	FALSE
Cyp2a5	chr7	FALSE	FALSE
Cyp2ab1	chr16	FALSE	FALSE
Cyp2b10	chr7	FALSE	FALSE
Cyp2b13	chr7	FALSE	FALSE
Cyp2b19	chr7	FALSE	FALSE
Cyp2b23	chr7	FALSE	FALSE
Cyp2b9	chr7	FALSE	FALSE
Cyp2c23	chr19	FALSE	FALSE
Cyp2c29	chr19	FALSE	FALSE
Cyp2c37	chr19	FALSE	FALSE
Cyp2c38	chr19	FALSE	FALSE
Cyp2c39	chr19	FALSE	FALSE
Cyp2c40	chr19	FALSE	FALSE
Cyp2c50	chr19	FALSE	FALSE
Cyp2c54	chr19	FALSE	FALSE
Cyp2c55	chr19	FALSE	FALSE
Cyp2c65	chr19	FALSE	FALSE
Cyp2c66	chr19	FALSE	FALSE
Cyp2c67	chr19	FALSE	FALSE
Cyp2c68	chr19	FALSE	FALSE
Cyp2c69	chr19	FALSE	FALSE
Cyp2c70	chr19	FALSE	FALSE
Cyp2d10	chr15	FALSE	FALSE
Cyp2d11	chr15	FALSE	FALSE
Cyp2d12	chr15	FALSE	FALSE
Cyp2d22	chr15	FALSE	FALSE
Cyp2d26	chr15	FALSE	TRUE
Cyp2d34	chr15	FALSE	FALSE
Cyp2d40	chr15	FALSE	FALSE
Cyp2d9	chr15	FALSE	FALSE
Cyp2e1	chr7	FALSE	FALSE
Cyp2f2	chr7	FALSE	FALSE
Cyp2g1	chr7	FALSE	FALSE
Cyp2j11	chr4	FALSE	TRUE
Cyp2j12	chr4	FALSE	FALSE
Cyp2j13	chr4	FALSE	FALSE
Cyp2j5	chr4	FALSE	TRUE
Cyp2j6	chr4	FALSE	FALSE
Cyp2j8	chr4	FALSE	FALSE
Cyp2j9	chr4	FALSE	FALSE
Cyp2r1	chr7	FALSE	FALSE
Cyp2s1	chr7	FALSE	FALSE
Cyp2t4	chr7	FALSE	FALSE
Cyp2u1	chr3	FALSE	FALSE
Cyp2w1	chr5	FALSE	FALSE
Cyp39a1	chr17	FALSE	FALSE
Cyp3a11	chr5	FALSE	FALSE
Cyp3a13	chr5	FALSE	FALSE
Cyp3a16	chr5	FALSE	FALSE
Cyp3a25	chr5	FALSE	FALSE
Cyp3a41a	chr5	FALSE	FALSE
Cyp3a41b	chr5	FALSE	FALSE
Cyp3a44	chr5	FALSE	FALSE
Cyp3a57	chr5	FALSE	TRUE
Cyp3a59	chr5	FALSE	FALSE
Cyp46a1	chr12	FALSE	FALSE
Cyp4a10	chr4	FALSE	FALSE
Cyp4a12a	chr4	FALSE	FALSE
Cyp4a12b	chr4	FALSE	FALSE
Cyp4a14	chr4	FALSE	FALSE
Cyp4a29	chr4	FALSE	FALSE
Cyp4a30b	chr4	FALSE	FALSE
Cyp4a31	chr4	FALSE	FALSE
Cyp4a32	chr4	FALSE	FALSE
Cyp4b1	chr4	FALSE	FALSE
Cyp4f13	chr17	FALSE	FALSE
Cyp4f14	chr17	FALSE	FALSE
Cyp4f15	chr17	FALSE	FALSE
Cyp4f16	chr17	FALSE	FALSE
Cyp4f17	chr17	FALSE	FALSE
Cyp4f18	chr8	FALSE	FALSE
Cyp4f37	chr17	FALSE	FALSE
Cyp4f39	chr17	FALSE	FALSE
Cyp4f40	chr17	FALSE	FALSE
Cyp4v3	chr8	FALSE	FALSE
Cyp4x1	chr4	FALSE	FALSE
Cyp51	chr5	FALSE	FALSE
Cyp7a1	chr4	FALSE	FALSE
Cyp7b1	chr3	FALSE	FALSE
Cyp8b1	chr9	FALSE	FALSE
Cypt1	chrX	FALSE	FALSE
Cypt12	chr3	FALSE	FALSE
Cypt3	chrX	FALSE	FALSE
Cypt4	chr9	FALSE	FALSE
Cyren	chr6	FALSE	FALSE
Cys1	chr12	FALSE	FALSE
Cysltr1	chrX	FALSE	FALSE
Cysltr2	chr14	FALSE	TRUE
Cysrt1	chr2	FALSE	FALSE
Cystm1	chr18	FALSE	FALSE
Cyth1	chr11	FALSE	FALSE
Cyth2	chr7	FALSE	FALSE
Cyth3	chr5	FALSE	FALSE
Cyth4	chr15	FALSE	TRUE
Cytip	chr2	TRUE	FALSE
Cytl1	chr5	FALSE	TRUE
Cyyr1	chr16	FALSE	FALSE
Czib	chr4	FALSE	FALSE
D030056L22Rik	chr19	FALSE	FALSE
D11Wsu47e	chr11	FALSE	FALSE
D130040H23Rik	chr8	FALSE	FALSE
D130043K22Rik	chr13	FALSE	FALSE
D16Ertd472e	chr16	FALSE	FALSE
D17H6S53E	chr17	TRUE	FALSE
D1Pas1	chr1	FALSE	FALSE
D2hgdh	chr1	FALSE	FALSE
D3Ertd751e	chr3	FALSE	FALSE
D430019H16Rik	chr12	FALSE	TRUE
D430041D05Rik	chr2	FALSE	FALSE
D5Ertd579e	chr5	FALSE	FALSE
D630003M21Rik	chr2	FALSE	FALSE
D630023F18Rik	chr1	FALSE	TRUE
D630039A03Rik	chr4	FALSE	TRUE
D630045J12Rik	chr6	FALSE	FALSE
D6Ertd527e	chr6	FALSE	TRUE
D6Wsu163e	chr6	FALSE	FALSE
D7Ertd443e	chr7	TRUE	TRUE
D830030K20Rik	chr14	FALSE	FALSE
D8Ertd738e	chr8	FALSE	FALSE
D930020B18Rik	chr10	TRUE	TRUE
D930048N14Rik	chr11	FALSE	FALSE
Daam1	chr12	FALSE	FALSE
Daam2	chr17	FALSE	FALSE
Dab1	chr4	TRUE	FALSE
Dab2	chr15	FALSE	FALSE
Dab2ip	chr2	FALSE	FALSE
Dach1	chr14	TRUE	FALSE
Dach2	chrX	FALSE	FALSE
Dact1	chr12	FALSE	FALSE
Dact2	chr17	FALSE	TRUE
Dact3	chr7	FALSE	FALSE
Dad1	chr14	FALSE	TRUE
Dag1	chr9	FALSE	FALSE
Dagla	chr19	FALSE	FALSE
Daglb	chr5	FALSE	FALSE
Dalrd3	chr9	FALSE	FALSE
Dand5	chr8	FALSE	FALSE
Dao	chr5	FALSE	FALSE
Dap	chr15	FALSE	FALSE
Dap3	chr3	FALSE	FALSE
Dapk1	chr13	FALSE	FALSE
Dapk2	chr9	FALSE	FALSE
Dapk3	chr10	FALSE	FALSE
Dapl1	chr2	FALSE	FALSE
Dapp1	chr3	TRUE	FALSE
Dars2	chr1	FALSE	FALSE
Daw1	chr1	TRUE	TRUE
Daxx	chr17	FALSE	FALSE
Dazap1	chr10	FALSE	FALSE
Dazap2	chr15	FALSE	FALSE
Dazl	chr17	TRUE	FALSE
Dbf4	chr5	FALSE	FALSE
Dbh	chr2	FALSE	TRUE
Dbi	chr1	FALSE	TRUE
Dbil5	chr11	FALSE	FALSE
Dbn1	chr13	FALSE	FALSE
Dbndd1	chr8	FALSE	FALSE
Dbndd2	chr2	FALSE	FALSE
Dbnl	chr11	FALSE	FALSE
Dbp	chr7	FALSE	FALSE
Dbr1	chr9	FALSE	FALSE
Dbt	chr3	FALSE	FALSE
Dbx1	chr7	FALSE	TRUE
Dbx2	chr15	FALSE	FALSE
Dcaf1	chr9	FALSE	TRUE
Dcaf10	chr4	FALSE	FALSE
Dcaf11	chr14	FALSE	FALSE
Dcaf12	chr4	FALSE	FALSE
Dcaf12l1	chrX	FALSE	FALSE
Dcaf12l2	chrX	FALSE	FALSE
Dcaf13	chr15	FALSE	FALSE
Dcaf15	chr8	FALSE	FALSE
Dcaf17	chr2	FALSE	FALSE
Dcaf4	chr12	FALSE	FALSE
Dcaf5	chr12	FALSE	FALSE
Dcaf6	chr1	FALSE	FALSE
Dcaf7	chr11	FALSE	FALSE
Dcaf8	chr1	FALSE	FALSE
Dcaf8l	chrX	FALSE	FALSE
Dcakd	chr11	FALSE	FALSE
Dcbld1	chr10	FALSE	FALSE
Dcbld2	chr16	FALSE	TRUE
Dcc	chr18	FALSE	FALSE
Dcdc2a	chr13	FALSE	FALSE
Dcdc2b	chr4	FALSE	FALSE
Dcdc2c	chr12	FALSE	FALSE
Dchs1	chr7	FALSE	FALSE
Dchs2	chr3	FALSE	FALSE
Dck	chr5	FALSE	FALSE
Dclk1	chr3	TRUE	FALSE
Dclk2	chr3	TRUE	FALSE
Dclk3	chr9	FALSE	FALSE
Dclre1a	chr19	FALSE	FALSE
Dclre1b	chr3	FALSE	FALSE
Dclre1c	chr2	FALSE	FALSE
Dcn	chr10	FALSE	FALSE
Dcp1a	chr14	FALSE	FALSE
Dcp1b	chr6	FALSE	FALSE
Dcp2	chr18	FALSE	FALSE
Dcpp1	chr17	FALSE	FALSE
Dcpp2	chr17	FALSE	FALSE
Dcpp3	chr17	FALSE	FALSE
Dcps	chr9	FALSE	FALSE
Dcst1	chr3	FALSE	FALSE
Dcst2	chr3	FALSE	FALSE
Dcstamp	chr15	TRUE	FALSE
Dct	chr14	FALSE	FALSE
Dctd	chr8	FALSE	TRUE
Dctn1	chr6	FALSE	FALSE
Dctn2	chr10	FALSE	FALSE
Dctn3	chr4	FALSE	FALSE
Dctn4	chr18	FALSE	FALSE
Dctn5	chr7	FALSE	FALSE
Dctn6	chr8	FALSE	FALSE
Dctpp1	chr7	FALSE	FALSE
Dcun1d1	chr3	FALSE	FALSE
Dcun1d2	chr8	FALSE	FALSE
Dcun1d3	chr7	FALSE	FALSE
Dcun1d4	chr5	FALSE	TRUE
Dcun1d5	chr9	FALSE	FALSE
Dcx	chrX	FALSE	TRUE
Dcxr	chr11	FALSE	FALSE
Dda1	chr8	FALSE	FALSE
Ddah1	chr3	FALSE	FALSE
Ddah2	chr17	FALSE	FALSE
Ddb1	chr19	FALSE	FALSE
Ddb2	chr2	FALSE	FALSE
Ddc	chr11	FALSE	FALSE
Ddhd1	chr14	FALSE	FALSE
Ddhd2	chr8	FALSE	FALSE
Ddi1	chr9	FALSE	FALSE
Ddi2	chr4	FALSE	FALSE
Ddias	chr7	FALSE	FALSE
Ddit3	chr10	FALSE	FALSE
Ddit4	chr10	FALSE	FALSE
Ddit4l	chr3	FALSE	FALSE
Ddn	chr15	FALSE	FALSE
Ddo	chr10	FALSE	FALSE
Ddost	chr4	FALSE	FALSE
Ddr1	chr17	FALSE	FALSE
Ddr2	chr1	FALSE	FALSE
Ddrgk1	chr2	FALSE	FALSE
Ddt	chr10	FALSE	FALSE
Ddx1	chr12	FALSE	FALSE
Ddx10	chr9	FALSE	FALSE
Ddx11	chr17	FALSE	FALSE
Ddx17	chr15	FALSE	FALSE
Ddx18	chr1	FALSE	FALSE
Ddx19a	chr8	FALSE	FALSE
Ddx19b	chr8	FALSE	FALSE
Ddx20	chr3	FALSE	FALSE
Ddx21	chr10	FALSE	FALSE
Ddx23	chr15	FALSE	FALSE
Ddx24	chr12	FALSE	FALSE
Ddx25	chr9	FALSE	FALSE
Ddx27	chr2	FALSE	FALSE
Ddx28	chr8	FALSE	FALSE
Ddx31	chr2	FALSE	TRUE
Ddx39b	chr17	FALSE	FALSE
Ddx3x	chrX	FALSE	FALSE
Ddx4	chr13	FALSE	FALSE
Ddx41	chr13	FALSE	FALSE
Ddx42	chr11	FALSE	FALSE
Ddx43	chr9	FALSE	FALSE
Ddx46	chr13	FALSE	FALSE
Ddx47	chr6	FALSE	FALSE
Ddx49	chr8	FALSE	FALSE
Ddx5	chr11	FALSE	FALSE
Ddx50	chr10	FALSE	FALSE
Ddx51	chr5	FALSE	FALSE
Ddx52	chr11	FALSE	FALSE
Ddx54	chr5	FALSE	FALSE
Ddx55	chr5	FALSE	FALSE
Ddx56	chr11	FALSE	FALSE
Ddx59	chr1	FALSE	FALSE
Ddx6	chr9	FALSE	FALSE
Ddx60	chr8	FALSE	FALSE
Deaf1	chr7	FALSE	FALSE
Decr1	chr4	FALSE	FALSE
Decr2	chr17	FALSE	FALSE
Dedd	chr1	FALSE	FALSE
Dedd2	chr7	FALSE	FALSE
Def6	chr17	FALSE	FALSE
Def8	chr8	FALSE	FALSE
Defa24	chr8	FALSE	FALSE
Defa25	chr8	FALSE	FALSE
Defa27	chr8	FALSE	FALSE
Defa29	chr8	FALSE	FALSE
Defa30	chr8	FALSE	FALSE
Defa38	chr8	FALSE	FALSE
Defa39	chr8	FALSE	FALSE
Defb1	chr8	FALSE	FALSE
Defb10	chr8	FALSE	FALSE
Defb11	chr8	FALSE	FALSE
Defb12	chr8	FALSE	FALSE
Defb13	chr8	FALSE	FALSE
Defb14	chr8	FALSE	FALSE
Defb15	chr8	FALSE	FALSE
Defb18	chr1	FALSE	FALSE
Defb19	chr2	FALSE	FALSE
Defb2	chr8	FALSE	FALSE
Defb20	chr2	FALSE	FALSE
Defb21	chr2	FALSE	FALSE
Defb22	chr2	FALSE	FALSE
Defb23	chr2	FALSE	FALSE
Defb25	chr2	FALSE	FALSE
Defb26	chr2	FALSE	FALSE
Defb28	chr2	FALSE	FALSE
Defb29	chr2	FALSE	FALSE
Defb3	chr8	FALSE	FALSE
Defb30	chr14	FALSE	FALSE
Defb33	chr8	FALSE	FALSE
Defb34	chr8	FALSE	FALSE
Defb35	chr8	FALSE	FALSE
Defb36	chr2	FALSE	FALSE
Defb37	chr8	FALSE	FALSE
Defb38	chr8	FALSE	FALSE
Defb39	chr8	FALSE	FALSE
Defb4	chr8	FALSE	FALSE
Defb40	chr8	FALSE	FALSE
Defb41	chr1	FALSE	FALSE
Defb42	chr14	FALSE	FALSE
Defb43	chr14	FALSE	FALSE
Defb45	chr2	FALSE	FALSE
Defb46	chr8	FALSE	FALSE
Defb47	chr14	FALSE	FALSE
Defb48	chr14	FALSE	FALSE
Defb5	chr8	FALSE	FALSE
Defb50	chr8	FALSE	FALSE
Defb6	chr8	FALSE	FALSE
Defb7	chr8	FALSE	FALSE
Defb8	chr8	FALSE	FALSE
Defb9	chr8	FALSE	FALSE
Degs1	chr1	FALSE	FALSE
Degs2	chr12	FALSE	FALSE
Dek	chr13	FALSE	FALSE
Dele1	chr18	FALSE	FALSE
Dennd11	chr6	FALSE	FALSE
Dennd1a	chr2	FALSE	FALSE
Dennd1b	chr1	FALSE	FALSE
Dennd1c	chr17	FALSE	FALSE
Dennd2a	chr6	FALSE	FALSE
Dennd2c	chr3	FALSE	FALSE
Dennd2d	chr3	FALSE	FALSE
Dennd3	chr15	FALSE	FALSE
Dennd4a	chr9	FALSE	FALSE
Dennd4b	chr3	FALSE	FALSE
Dennd4c	chr4	FALSE	FALSE
Dennd5a	chr7	FALSE	FALSE
Dennd5b	chr6	FALSE	FALSE
Dennd6a	chr14	FALSE	FALSE
Dennd6b	chr15	FALSE	FALSE
Denr	chr5	FALSE	FALSE
Depdc1a	chr3	FALSE	TRUE
Depdc1b	chr13	FALSE	TRUE
Depdc5	chr5	FALSE	FALSE
Depdc7	chr2	FALSE	FALSE
Depp1	chr6	FALSE	FALSE
Deptor	chr15	FALSE	FALSE
Dera	chr6	FALSE	FALSE
Derl1	chr15	FALSE	FALSE
Derl2	chr11	FALSE	FALSE
Derl3	chr10	FALSE	TRUE
Des	chr1	FALSE	FALSE
Desi1	chr15	FALSE	FALSE
Desi2	chr1	FALSE	TRUE
Det1	chr7	FALSE	FALSE
Deup1	chr9	FALSE	TRUE
Dexi	chr16	FALSE	FALSE
Dffa	chr4	FALSE	FALSE
Dffb	chr4	FALSE	FALSE
Dgat1	chr15	FALSE	FALSE
Dgat2	chr7	FALSE	FALSE
Dgat2l6	chrX	FALSE	FALSE
Dgcr2	chr16	FALSE	FALSE
Dgcr6	chr16	FALSE	FALSE
Dgcr8	chr16	FALSE	FALSE
Dgka	chr10	FALSE	FALSE
Dgkb	chr12	TRUE	FALSE
Dgkd	chr1	FALSE	FALSE
Dgke	chr11	FALSE	FALSE
Dgkg	chr16	FALSE	FALSE
Dgkh	chr14	FALSE	FALSE
Dgki	chr6	FALSE	TRUE
Dgkk	chrX	FALSE	FALSE
Dgkq	chr5	FALSE	FALSE
Dgkz	chr2	FALSE	FALSE
Dglucy	chr12	TRUE	FALSE
Dguok	chr6	FALSE	FALSE
Dhcr24	chr4	FALSE	FALSE
Dhcr7	chr7	FALSE	TRUE
Dhdds	chr4	FALSE	FALSE
Dhdh	chr7	FALSE	FALSE
Dhfr	chr13	FALSE	TRUE
Dhh	chr15	FALSE	FALSE
Dhodh	chr8	FALSE	FALSE
Dhps	chr8	FALSE	FALSE
Dhrs1	chr14	FALSE	FALSE
Dhrs11	chr11	FALSE	FALSE
Dhrs13	chr11	FALSE	FALSE
Dhrs2	chr14	FALSE	FALSE
Dhrs3	chr4	FALSE	TRUE
Dhrs4	chr14	FALSE	FALSE
Dhrs7	chr12	FALSE	FALSE
Dhrs7b	chr11	FALSE	FALSE
Dhrs7c	chr11	FALSE	FALSE
Dhrs9	chr2	FALSE	FALSE
Dhtkd1	chr2	FALSE	FALSE
Dhx15	chr5	FALSE	FALSE
Dhx16	chr17	FALSE	FALSE
Dhx29	chr13	FALSE	FALSE
Dhx30	chr9	FALSE	FALSE
Dhx32	chr7	TRUE	TRUE
Dhx33	chr11	FALSE	FALSE
Dhx34	chr7	FALSE	FALSE
Dhx35	chr2	FALSE	FALSE
Dhx36	chr3	FALSE	FALSE
Dhx37	chr5	FALSE	FALSE
Dhx38	chr8	FALSE	FALSE
Dhx40	chr11	FALSE	FALSE
Dhx57	chr17	FALSE	FALSE
Dhx58	chr11	FALSE	FALSE
Dhx8	chr11	FALSE	FALSE
Dhx9	chr1	FALSE	TRUE
Diablo	chr5	FALSE	FALSE
Diaph1	chr18	FALSE	FALSE
Diaph2	chrX	FALSE	FALSE
Diaph3	chr14	FALSE	FALSE
Dicer1	chr12	FALSE	TRUE
Dido1	chr2	FALSE	FALSE
Dimt1	chr13	FALSE	FALSE
Dio1	chr4	FALSE	FALSE
Dio2	chr12	FALSE	FALSE
Dio3	chr12	FALSE	TRUE
Dip2a	chr10	FALSE	FALSE
Dip2b	chr15	FALSE	FALSE
Dip2c	chr13	FALSE	FALSE
Dipk1a	chr5	FALSE	FALSE
Dipk1b	chr2	FALSE	FALSE
Dipk1c	chr18	FALSE	FALSE
Dipk2a	chr9	FALSE	FALSE
Dipk2b	chrX	TRUE	FALSE
Diras1	chr10	FALSE	FALSE
Diras2	chr13	FALSE	FALSE
Dis3	chr14	FALSE	FALSE
Dis3l	chr9	FALSE	FALSE
Dis3l2	chr1	FALSE	FALSE
Disc1	chr8	FALSE	FALSE
Disp1	chr1	FALSE	TRUE
Disp2	chr2	FALSE	FALSE
Disp3	chr4	FALSE	FALSE
Dixdc1	chr9	FALSE	FALSE
Dkc1	chrX	FALSE	FALSE
Dkk1	chr19	FALSE	FALSE
Dkk2	chr3	TRUE	FALSE
Dkk3	chr7	FALSE	FALSE
Dkk4	chr8	FALSE	FALSE
Dkkl1	chr7	FALSE	FALSE
Dlat	chr9	FALSE	FALSE
Dlc1	chr8	TRUE	FALSE
Dld	chr12	FALSE	FALSE
Dlec1	chr9	FALSE	FALSE
Dleu7	chr14	FALSE	FALSE
Dlg1	chr16	FALSE	FALSE
Dlg2	chr7	TRUE	FALSE
Dlg3	chrX	FALSE	FALSE
Dlg4	chr11	FALSE	FALSE
Dlg5	chr14	FALSE	TRUE
Dlgap1	chr17	FALSE	FALSE
Dlgap2	chr8	TRUE	TRUE
Dlgap3	chr4	FALSE	FALSE
Dlgap4	chr2	FALSE	FALSE
Dlgap5	chr14	FALSE	FALSE
Dlk1	chr12	FALSE	TRUE
Dlk2	chr17	FALSE	FALSE
Dll1	chr17	FALSE	TRUE
Dll3	chr7	FALSE	FALSE
Dll4	chr2	FALSE	FALSE
Dlst	chr12	FALSE	FALSE
Dlx1	chr2	FALSE	FALSE
Dlx2	chr2	FALSE	TRUE
Dlx3	chr11	FALSE	FALSE
Dlx4	chr11	FALSE	FALSE
Dlx5	chr6	FALSE	FALSE
Dlx6	chr6	FALSE	FALSE
Dmac1	chr4	FALSE	FALSE
Dmac2	chr7	FALSE	FALSE
Dmac2l	chr12	FALSE	FALSE
Dmap1	chr4	FALSE	FALSE
Dmbt1	chr7	FALSE	FALSE
Dmbx1	chr4	TRUE	TRUE
Dmc1	chr15	FALSE	FALSE
Dmd	chrX	FALSE	FALSE
Dmgdh	chr13	FALSE	FALSE
Dmkn	chr7	FALSE	FALSE
Dmp1	chr5	FALSE	FALSE
Dmpk	chr7	FALSE	FALSE
Dmrt1	chr19	FALSE	TRUE
Dmrt2	chr19	FALSE	FALSE
Dmrt3	chr19	FALSE	TRUE
Dmrta1	chr4	FALSE	FALSE
Dmrta2	chr4	FALSE	FALSE
Dmrtb1	chr4	FALSE	TRUE
Dmrtc1a	chrX	FALSE	FALSE
Dmrtc1b	chrX	FALSE	FALSE
Dmrtc2	chr7	FALSE	FALSE
Dmtf1	chr5	FALSE	FALSE
Dmtn	chr14	FALSE	FALSE
Dmwd	chr7	FALSE	FALSE
Dmxl1	chr18	FALSE	FALSE
Dmxl2	chr9	FALSE	FALSE
Dna2	chr10	FALSE	FALSE
Dnaaf1	chr8	FALSE	FALSE
Dnaaf2	chr12	FALSE	FALSE
Dnaaf3	chr7	FALSE	FALSE
Dnaaf4	chr9	FALSE	FALSE
Dnaaf5	chr5	FALSE	FALSE
Dnah1	chr14	FALSE	FALSE
Dnah10	chr5	FALSE	FALSE
Dnah11	chr12	TRUE	FALSE
Dnah12	chr14	FALSE	FALSE
Dnah17	chr11	FALSE	FALSE
Dnah2	chr11	FALSE	FALSE
Dnah3	chr7	FALSE	FALSE
Dnah5	chr15	TRUE	FALSE
Dnah6	chr6	FALSE	FALSE
Dnah7a	chr1	FALSE	FALSE
Dnah7b	chr1	FALSE	FALSE
Dnah7c	chr1	FALSE	FALSE
Dnah8	chr17	FALSE	FALSE
Dnah9	chr11	FALSE	FALSE
Dnaja1	chr4	FALSE	FALSE
Dnaja2	chr8	FALSE	FALSE
Dnaja3	chr16	FALSE	FALSE
Dnaja4	chr9	FALSE	FALSE
Dnajb1	chr8	FALSE	FALSE
Dnajb11	chr16	FALSE	FALSE
Dnajb12	chr10	FALSE	FALSE
Dnajb13	chr7	FALSE	FALSE
Dnajb14	chr3	FALSE	FALSE
Dnajb2	chr1	FALSE	FALSE
Dnajb3	chr1	FALSE	FALSE
Dnajb4	chr3	FALSE	FALSE
Dnajb5	chr4	FALSE	FALSE
Dnajb6	chr5	FALSE	FALSE
Dnajb7	chr15	FALSE	FALSE
Dnajb8	chr6	FALSE	FALSE
Dnajb9	chr12	FALSE	FALSE
Dnajc1	chr2	FALSE	FALSE
Dnajc10	chr2	FALSE	FALSE
Dnajc11	chr4	FALSE	FALSE
Dnajc12	chr10	TRUE	FALSE
Dnajc13	chr9	FALSE	FALSE
Dnajc14	chr10	FALSE	FALSE
Dnajc15	chr14	FALSE	FALSE
Dnajc16	chr4	FALSE	FALSE
Dnajc17	chr2	FALSE	FALSE
Dnajc18	chr18	FALSE	FALSE
Dnajc19	chr3	FALSE	FALSE
Dnajc2	chr5	FALSE	FALSE
Dnajc21	chr15	FALSE	TRUE
Dnajc22	chr15	FALSE	FALSE
Dnajc24	chr2	FALSE	FALSE
Dnajc25	chr4	FALSE	FALSE
Dnajc27	chr12	FALSE	FALSE
Dnajc28	chr16	FALSE	FALSE
Dnajc3	chr14	FALSE	FALSE
Dnajc30	chr5	FALSE	FALSE
Dnajc4	chr19	FALSE	FALSE
Dnajc5	chr2	FALSE	FALSE
Dnajc5b	chr3	FALSE	FALSE
Dnajc5g	chr5	FALSE	FALSE
Dnajc6	chr4	FALSE	FALSE
Dnajc7	chr11	FALSE	FALSE
Dnajc8	chr4	FALSE	FALSE
Dnajc9	chr14	FALSE	FALSE
Dnal1	chr12	FALSE	FALSE
Dnal4	chr15	FALSE	FALSE
Dnali1	chr4	FALSE	FALSE
Dnase1	chr16	FALSE	FALSE
Dnase1l1	chrX	FALSE	FALSE
Dnase1l2	chr17	FALSE	FALSE
Dnase1l3	chr14	FALSE	FALSE
Dnase2a	chr8	FALSE	FALSE
Dnase2b	chr3	FALSE	FALSE
Dnd1	chr18	FALSE	FALSE
Dner	chr1	FALSE	TRUE
Dnhd1	chr7	FALSE	FALSE
Dnlz	chr2	FALSE	FALSE
Dnm1	chr2	FALSE	FALSE
Dnm1l	chr16	FALSE	FALSE
Dnm2	chr9	FALSE	FALSE
Dnm3	chr1	FALSE	FALSE
Dnmbp	chr19	FALSE	FALSE
Dnmt1	chr9	FALSE	FALSE
Dnmt3a	chr12	FALSE	FALSE
Dnmt3b	chr2	FALSE	FALSE
Dnmt3l	chr10	FALSE	FALSE
Dnpep	chr1	FALSE	FALSE
Dnph1	chr17	FALSE	FALSE
Dntt	chr19	FALSE	FALSE
Dnttip1	chr2	FALSE	FALSE
Dnttip2	chr3	FALSE	FALSE
Doc2a	chr7	FALSE	FALSE
Doc2b	chr11	FALSE	FALSE
Doc2g	chr19	FALSE	FALSE
Dock1	chr7	FALSE	TRUE
Dock10	chr1	FALSE	FALSE
Dock11	chrX	FALSE	TRUE
Dock2	chr11	FALSE	TRUE
Dock3	chr9	FALSE	FALSE
Dock4	chr12	FALSE	FALSE
Dock5	chr14	FALSE	TRUE
Dock6	chr9	FALSE	FALSE
