gene_name	chr	mch_hyper	k119ub_gained_at_anchor
Dlx1	chr2	FALSE	FALSE
Dlx2	chr2	FALSE	FALSE
Dlx3	chr11	FALSE	TRUE
Dlx6	chr6	FALSE	FALSE
Dmap1	chr4	FALSE	FALSE
Dmbx1	chr4	TRUE	FALSE
Dmrt1	chr19	FALSE	FALSE
Dmrt3	chr19	FALSE	FALSE
Dmrtb1	chr4	FALSE	FALSE
Dnah5	chr15	TRUE	FALSE
Dnajb12	chr10	FALSE	FALSE
Dnajc21	chr15	FALSE	TRUE
Dnajc24	chr2	FALSE	FALSE
Dner	chr1	FALSE	FALSE
Dnm1l	chr16	FALSE	FALSE
Dnttip2	chr3	FALSE	FALSE
Dock1	chr7	FALSE	TRUE
Dock11	chrX	FALSE	FALSE
Dock2	chr11	FALSE	FALSE
Dock5	chr14	FALSE	FALSE
Dock7	chr4	FALSE	TRUE
Dock8	chr19	FALSE	FALSE
Dok2	chr14	FALSE	FALSE
Dok7	chr5	FALSE	FALSE
Donson	chr16	FALSE	FALSE
Dop1a	chr9	FALSE	TRUE
Dph5	chr3	FALSE	FALSE
Dph6	chr2	FALSE	FALSE
Dpp4	chr2	FALSE	TRUE
Dpp6	chr5	FALSE	FALSE
Dpp8	chr9	FALSE	FALSE
Dppa2	chr16	TRUE	TRUE
Dppa3	chr6	FALSE	FALSE
Dpy19l1	chr9	TRUE	TRUE
Dpy19l2	chr9	FALSE	FALSE
Dpy19l3	chr7	FALSE	FALSE
Dpys	chr15	TRUE	TRUE
Dpysl2	chr14	FALSE	FALSE
Dram1	chr10	FALSE	FALSE
Drd1	chr13	FALSE	FALSE
Drd3	chr16	FALSE	TRUE
Dscam	chr16	FALSE	TRUE
Dsel	chr1	FALSE	TRUE
Dtd1	chr2	FALSE	TRUE
Dtd2	chr12	TRUE	TRUE
Dtwd2	chr18	FALSE	FALSE
Duox1	chr2	FALSE	FALSE
Dusp6	chr10	FALSE	TRUE
Dydc2	chr14	FALSE	FALSE
Dynap	chr18	FALSE	FALSE
Dync1i2	chr2	FALSE	FALSE
Dyrk2	chr10	FALSE	TRUE
E030018B13Rik	chr7	FALSE	FALSE
E030030I06Rik	chr10	FALSE	FALSE
E2f2	chr4	FALSE	FALSE
E330034G19Rik	chr14	FALSE	FALSE
Ebf3	chr7	FALSE	FALSE
Ebna1bp2	chr4	FALSE	FALSE
Eda2r	chrX	FALSE	FALSE
Edrf1	chr7	FALSE	FALSE
Eea1	chr10	FALSE	FALSE
Eed	chr7	FALSE	FALSE
Eef1a1	chr9	TRUE	FALSE
Eef1akmt2	chr7	FALSE	FALSE
Eef1g	chr19	FALSE	FALSE
Eef2kmt	chr16	FALSE	FALSE
Efcab5	chr11	FALSE	FALSE
Efcab6	chr15	FALSE	FALSE
Efr3a	chr15	FALSE	TRUE
Egfl7	chr2	FALSE	FALSE
Egflam	chr15	FALSE	FALSE
Egln3	chr12	FALSE	FALSE
Ehbp1	chr11	FALSE	TRUE
Ehhadh	chr16	FALSE	FALSE
Eif1b	chr9	FALSE	FALSE
Eif2ak4	chr2	FALSE	FALSE
Eif2s2	chr2	FALSE	FALSE
Eif3m	chr2	FALSE	FALSE
Eif4b	chr15	FALSE	FALSE
Eif4e3	chr6	FALSE	FALSE
Eif4g2	chr7	FALSE	FALSE
Eif5a2	chr3	FALSE	TRUE
Elavl1	chr8	FALSE	FALSE
Elf2	chr3	FALSE	FALSE
Elf3	chr1	FALSE	FALSE
Elfn1	chr5	FALSE	FALSE
Elfn2	chr15	FALSE	FALSE
Elk3	chr10	TRUE	TRUE
Elmo2	chr2	FALSE	FALSE
Eln	chr5	FALSE	FALSE
Elovl2	chr13	FALSE	FALSE
Elovl3	chr19	FALSE	FALSE
Elovl7	chr13	FALSE	TRUE
Elp4	chr2	TRUE	TRUE
Emc2	chr15	FALSE	FALSE
Emc8	chr8	FALSE	FALSE
Emcn	chr3	TRUE	TRUE
Emg1	chr6	FALSE	FALSE
Eml4	chr17	FALSE	TRUE
Eml6	chr11	FALSE	FALSE
Emp1	chr6	FALSE	FALSE
Emx1	chr6	FALSE	FALSE
En1	chr1	FALSE	FALSE
Enam	chr5	FALSE	FALSE
Enpp3	chr10	FALSE	FALSE
Entpd3	chr9	FALSE	FALSE
Eomes	chr9	TRUE	TRUE
Ep300	chr15	FALSE	FALSE
Epb41	chr4	FALSE	FALSE
Epb41l4a	chr18	FALSE	FALSE
Epg5	chr18	FALSE	FALSE
Epha1	chr6	FALSE	FALSE
Epha3	chr16	TRUE	TRUE
Epha5	chr5	TRUE	TRUE
Epha7	chr4	TRUE	TRUE
Ercc4	chr16	FALSE	FALSE
Ercc6	chr14	FALSE	FALSE
Ercc6l	chrX	FALSE	FALSE
Ercc8	chr13	TRUE	TRUE
Erfl	chr7	FALSE	FALSE
Ergic2	chr6	FALSE	FALSE
Eri2	chr7	FALSE	FALSE
Eri3	chr4	FALSE	FALSE
Erich1	chr8	FALSE	TRUE
Ermn	chr2	FALSE	TRUE
Ern1	chr11	FALSE	FALSE
Esco1	chr18	FALSE	FALSE
Espnl	chr1	FALSE	FALSE
Esr1	chr10	FALSE	FALSE
Etfa	chr9	FALSE	FALSE
Etfbkmt	chr6	FALSE	FALSE
Ethe1	chr7	FALSE	FALSE
Etnk2	chr1	FALSE	FALSE
Etnppl	chr3	FALSE	FALSE
Ets1	chr9	FALSE	FALSE
Etv1	chr12	FALSE	FALSE
Etv3	chr3	FALSE	TRUE
Eva1a	chr6	FALSE	FALSE
Evc	chr5	FALSE	FALSE
Evi5l	chr8	FALSE	FALSE
Evx1	chr6	FALSE	FALSE
Evx2	chr2	FALSE	FALSE
Exoc1	chr5	FALSE	FALSE
Exoc4	chr6	FALSE	FALSE
Exosc3	chr4	FALSE	TRUE
Ext1	chr15	FALSE	TRUE
Ext2	chr2	FALSE	FALSE
Eya1	chr1	TRUE	TRUE
F2r	chr13	FALSE	FALSE
F2rl1	chr13	FALSE	FALSE
F2rl2	chr13	FALSE	FALSE
F3	chr3	FALSE	TRUE
Faah	chr4	FALSE	FALSE
Fabp12	chr3	FALSE	FALSE
Fabp5	chr3	FALSE	FALSE
Fadd	chr7	FALSE	FALSE
Fads2b	chr2	FALSE	FALSE
Fah	chr7	FALSE	FALSE
Faim	chr9	FALSE	FALSE
Fam107b	chr2	TRUE	TRUE
Fam114a2	chr11	FALSE	FALSE
Fam120b	chr17	FALSE	TRUE
Fam131b	chr6	FALSE	TRUE
Fam133b	chr5	FALSE	FALSE
Fam151b	chr13	FALSE	FALSE
Fam162a	chr16	FALSE	FALSE
Fam167a	chr14	FALSE	FALSE
Fam169a	chr13	TRUE	TRUE
Fam174b	chr7	FALSE	TRUE
Fam181a	chr12	FALSE	FALSE
Fam185a	chr5	TRUE	TRUE
Fam209	chr2	FALSE	FALSE
Fam219b	chr9	FALSE	FALSE
Fam229b	chr10	FALSE	FALSE
Fam241b	chr10	FALSE	FALSE
Fam3b	chr16	FALSE	FALSE
Fam3c	chr6	FALSE	FALSE
Fam43a	chr16	FALSE	FALSE
Fam53a	chr5	FALSE	TRUE
Fam53b	chr7	TRUE	FALSE
Fam78b	chr1	TRUE	TRUE
Fam81a	chr9	FALSE	FALSE
Fam81b	chr13	TRUE	FALSE
Fam83a	chr15	FALSE	FALSE
Fam83b	chr9	FALSE	FALSE
Fancl	chr11	FALSE	FALSE
Fank1	chr7	FALSE	FALSE
Far2	chr6	FALSE	FALSE
Fastkd3	chr13	FALSE	TRUE
Fat1	chr8	FALSE	TRUE
Fat3	chr9	FALSE	TRUE
Fat4	chr3	FALSE	FALSE
Faxc	chr4	FALSE	TRUE
Fbln1	chr15	FALSE	FALSE
Fbln2	chr6	FALSE	FALSE
Fbln7	chr2	FALSE	FALSE
Fbp1	chr13	FALSE	FALSE
Fbp2	chr13	FALSE	FALSE
Fbxl13	chr5	FALSE	TRUE
Fbxl14	chr6	FALSE	FALSE
Fbxl17	chr17	FALSE	TRUE
Fbxl5	chr5	FALSE	TRUE
Fbxo10	chr4	FALSE	FALSE
Fbxo28	chr1	FALSE	FALSE
Fbxo3	chr2	FALSE	FALSE
Fbxo33	chr12	FALSE	FALSE
Fbxo36	chr1	FALSE	FALSE
Fbxo40	chr16	FALSE	FALSE
Fbxo43	chr15	FALSE	FALSE
Fbxw11	chr11	FALSE	FALSE
Fbxw7	chr3	FALSE	FALSE
Fcer2a	chr8	FALSE	FALSE
Fchsd2	chr7	FALSE	FALSE
Fcrl5	chr3	FALSE	TRUE
Fech	chr18	FALSE	FALSE
Fem1al	chr11	FALSE	FALSE
Fer	chr17	FALSE	TRUE
Fermt1	chr2	FALSE	FALSE
Fes	chr7	FALSE	FALSE
Fez2	chr17	TRUE	FALSE
Fezf1	chr6	FALSE	FALSE
Fgb	chr3	FALSE	FALSE
Fgd4	chr16	FALSE	FALSE
Fgf1	chr18	TRUE	TRUE
Fgf15	chr7	FALSE	FALSE
Fgf3	chr7	FALSE	FALSE
Fgf4	chr7	FALSE	FALSE
Fgf7	chr2	FALSE	FALSE
Fgfbp1	chr5	FALSE	FALSE
Fgg	chr3	FALSE	TRUE
Fgl2	chr5	FALSE	TRUE
Fhdc1	chr3	TRUE	TRUE
Fhl2	chr1	FALSE	FALSE
Fhl4	chr10	FALSE	FALSE
Fhod3	chr18	FALSE	FALSE
Fibcd1	chr2	FALSE	FALSE
Filip1	chr9	FALSE	FALSE
Fli1	chr9	FALSE	FALSE
Flnb	chr14	FALSE	FALSE
Flrt3	chr2	TRUE	FALSE
Fmn2	chr1	FALSE	FALSE
Fmr1	chrX	FALSE	FALSE
Fmr1nb	chrX	FALSE	FALSE
Fnbp4	chr2	FALSE	FALSE
Fndc3a	chr14	FALSE	TRUE
Foxa2	chr2	FALSE	FALSE
Foxb2	chr19	FALSE	TRUE
Foxc2	chr8	FALSE	FALSE
Foxd1	chr13	FALSE	FALSE
Foxd3	chr4	FALSE	FALSE
Foxd4	chr19	FALSE	FALSE
Foxf1	chr8	FALSE	FALSE
Foxg1	chr12	FALSE	FALSE
Foxi1	chr11	FALSE	TRUE
Foxi2	chr7	FALSE	FALSE
Foxl1	chr8	FALSE	FALSE
Foxl2	chr9	FALSE	FALSE
Foxn2	chr17	TRUE	TRUE
Foxn4	chr5	FALSE	FALSE
Foxp1	chr6	FALSE	FALSE
Foxp2	chr6	FALSE	FALSE
Foxq1	chr13	FALSE	FALSE
Frem2	chr3	FALSE	FALSE
Frmd4b	chr6	FALSE	TRUE
Frmd7	chrX	FALSE	FALSE
Frmpd1	chr4	FALSE	FALSE
Frmpd3	chrX	FALSE	FALSE
Frmpd4	chrX	FALSE	FALSE
Fryl	chr5	FALSE	TRUE
Fscn1	chr5	FALSE	FALSE
Fsip1	chr2	FALSE	FALSE
Fstl1	chr16	FALSE	FALSE
Fstl4	chr11	FALSE	FALSE
Fstl5	chr3	FALSE	FALSE
Ftdc1	chr16	FALSE	FALSE
Ftdc2	chr16	FALSE	FALSE
Fut8	chr12	FALSE	FALSE
Fut9	chr4	FALSE	TRUE
Fzd1	chr5	FALSE	TRUE
Fzd4	chr7	FALSE	FALSE
Fzd6	chr15	FALSE	FALSE
Fzd8	chr18	FALSE	TRUE
Gabbr2	chr4	FALSE	FALSE
Gabra1	chr11	FALSE	FALSE
Gabra5	chr7	FALSE	FALSE
Gabra6	chr11	FALSE	FALSE
Gabrb2	chr11	FALSE	FALSE
Gabrb3	chr7	FALSE	FALSE
Gabrp	chr11	FALSE	FALSE
Gabrq	chrX	FALSE	FALSE
Gabrr3	chr16	FALSE	FALSE
Gad1	chr2	FALSE	FALSE
Gal	chr19	FALSE	FALSE
Gal3st2	chr1	FALSE	FALSE
Gal3st2b	chr1	FALSE	FALSE
Galc	chr12	FALSE	FALSE
Galnt12	chr4	FALSE	FALSE
Galnt18	chr7	FALSE	FALSE
Galnt5	chr2	TRUE	TRUE
Galnt7	chr8	TRUE	TRUE
Galr1	chr18	FALSE	FALSE
Gata4	chr14	FALSE	FALSE
Gata5	chr2	FALSE	FALSE
Gata6	chr18	FALSE	FALSE
Gbp5	chr3	FALSE	FALSE
Gc	chr5	FALSE	TRUE
Gca	chr2	FALSE	TRUE
Gcg	chr2	FALSE	FALSE
Gclm	chr3	FALSE	TRUE
Gcnt1	chr19	FALSE	TRUE
Gcnt2	chr13	FALSE	FALSE
Gcnt3	chr9	FALSE	FALSE
Gcnt4	chr13	FALSE	FALSE
Gdap2	chr3	FALSE	FALSE
Gde1	chr7	FALSE	FALSE
Gdf10	chr14	FALSE	FALSE
Gdf2	chr14	FALSE	FALSE
Gdf6	chr4	FALSE	FALSE
Gdnf	chr15	TRUE	FALSE
Gfm2	chr13	FALSE	TRUE
Gfra1	chr19	FALSE	FALSE
Gfra2	chr14	FALSE	TRUE
Gfra3	chr18	FALSE	FALSE
Gfral	chr9	FALSE	FALSE
Ggcx	chr6	FALSE	FALSE
Ggh	chr4	FALSE	TRUE
Ghrh	chr2	FALSE	FALSE
Ghsr	chr3	FALSE	FALSE
Gimap3	chr6	FALSE	FALSE
Gimap8	chr6	FALSE	FALSE
Gimap9	chr6	FALSE	FALSE
Gins4	chr8	FALSE	FALSE
Gip	chr11	FALSE	FALSE
Gja1	chr10	FALSE	TRUE
Gjb2	chr14	FALSE	FALSE
Gjb6	chr14	FALSE	FALSE
Gjd3	chr11	FALSE	FALSE
Gjd4	chr18	FALSE	TRUE
Gje1	chr10	FALSE	FALSE
Gli2	chr1	FALSE	FALSE
Glis1	chr4	FALSE	FALSE
Glis3	chr19	FALSE	TRUE
Glrp1	chr1	FALSE	FALSE
Gls	chr1	FALSE	TRUE
Glt1d1	chr5	FALSE	TRUE
Glt28d2	chr3	FALSE	FALSE
Glyatl3	chr17	FALSE	FALSE
Gm10033	chr8	FALSE	TRUE
Gm10354	chr5	FALSE	FALSE
Gm1043	chr5	FALSE	FALSE
Gm10778	chr10	FALSE	FALSE
Gm11437	chr11	FALSE	FALSE
Gm11627	chr11	FALSE	FALSE
Gm12695	chr4	TRUE	TRUE
Gm1527	chr3	FALSE	TRUE
Gm17019	chr5	FALSE	FALSE
Gm17455	chr10	FALSE	FALSE
Gm19410	chr8	FALSE	FALSE
Gm19935	chr8	FALSE	FALSE
Gm20604	chr12	FALSE	FALSE
Gm3558	chr14	FALSE	FALSE
Gm50457	chr18	FALSE	TRUE
Gm5141	chr13	FALSE	FALSE
Gm5142	chr14	FALSE	FALSE
Gm527	chr12	FALSE	FALSE
Gm5485	chr16	FALSE	TRUE
Gm572	chr4	FALSE	FALSE
Gm6619	chr6	FALSE	TRUE
Gm7361	chr5	FALSE	TRUE
Gm826	chr2	FALSE	FALSE
Gm94	chr18	FALSE	FALSE
Gmps	chr3	FALSE	FALSE
Gna15	chr10	FALSE	FALSE
Gnai1	chr5	FALSE	TRUE
Gnas	chr2	FALSE	TRUE
Gng12	chr6	FALSE	FALSE
Gng4	chr13	FALSE	TRUE
Gnl2	chr4	FALSE	FALSE
Gnpda2	chr5	FALSE	TRUE
Gnrhr	chr5	FALSE	FALSE
Golga4	chr9	FALSE	TRUE
Golga7	chr8	FALSE	FALSE
Golim4	chr3	FALSE	FALSE
Gon7	chr12	FALSE	FALSE
Gorasp1	chr9	FALSE	FALSE
Gorasp2	chr2	FALSE	FALSE
Got1	chr19	FALSE	FALSE
Got2	chr8	FALSE	FALSE
Gp2	chr7	FALSE	FALSE
Gpalpp1	chr14	FALSE	FALSE
Gpam	chr19	FALSE	FALSE
Gpat3	chr5	FALSE	FALSE
Gpat4	chr8	FALSE	FALSE
Gpatch8	chr11	FALSE	FALSE
Gpc3	chrX	FALSE	FALSE
Gpc5	chr14	FALSE	FALSE
Gphb5	chr12	FALSE	FALSE
Gpr107	chr2	FALSE	FALSE
Gpr137b	chr13	FALSE	FALSE
Gpr139	chr7	FALSE	FALSE
Gpr15	chr16	FALSE	TRUE
Gpr151	chr18	FALSE	TRUE
Gpr161	chr1	FALSE	FALSE
Gpr176	chr2	FALSE	FALSE
Gpr180	chr14	FALSE	FALSE
Gpr20	chr15	FALSE	TRUE
Gpr22	chr12	TRUE	TRUE
Gpr26	chr7	FALSE	FALSE
Gpr33	chr12	FALSE	FALSE
Gpr34	chrX	FALSE	FALSE
Gpr37l1	chr1	FALSE	FALSE
Gpr39	chr1	FALSE	FALSE
Gpr45	chr1	FALSE	FALSE
Gpr68	chr12	TRUE	FALSE
Gpr82	chrX	FALSE	FALSE
Gpr85	chr6	FALSE	TRUE
Gprc5a	chr6	FALSE	FALSE
Gprc5b	chr7	FALSE	FALSE
Gprc5d	chr6	FALSE	FALSE
Gprin3	chr6	TRUE	FALSE
Gpx5	chr13	FALSE	TRUE
Gramd1b	chr9	FALSE	FALSE
Grb10	chr11	FALSE	FALSE
Grb14	chr2	FALSE	TRUE
Greb1l	chr18	FALSE	FALSE
Grem2	chr1	FALSE	FALSE
Grhl3	chr4	FALSE	FALSE
Gria1	chr11	TRUE	FALSE
Gria2	chr3	FALSE	TRUE
Grid1	chr14	TRUE	TRUE
Grik2	chr10	FALSE	TRUE
Grik3	chr4	FALSE	FALSE
Grik4	chr9	FALSE	FALSE
Grin2b	chr6	FALSE	TRUE
Grip2	chr6	FALSE	FALSE
Grm8	chr6	FALSE	FALSE
Grsf1	chr5	FALSE	FALSE
Grxcr1	chr5	TRUE	TRUE
Gsap	chr5	FALSE	TRUE
Gsc	chr12	FALSE	FALSE
Gsdmc	chr15	FALSE	FALSE
Gsdme	chr6	FALSE	FALSE
Gsg1	chr6	FALSE	FALSE
Gskip	chr12	FALSE	FALSE
Gsto1	chr19	FALSE	FALSE
Gtdc1	chr2	FALSE	TRUE
Gtf2a1	chr12	FALSE	FALSE
Gtf2a1l	chr17	FALSE	FALSE
Gtf2e1	chr16	FALSE	TRUE
Gtf2f2	chr14	FALSE	FALSE
Gtf3c1	chr7	FALSE	FALSE
Gtf3c3	chr1	FALSE	FALSE
Gtf3c4	chr2	FALSE	FALSE
Gucy1a2	chr9	FALSE	FALSE
Guf1	chr5	FALSE	TRUE
Gxylt1	chr15	FALSE	FALSE
Gykl1	chr18	FALSE	TRUE
Gypa	chr8	FALSE	TRUE
H1f1	chr13	FALSE	TRUE
H1f2	chr13	FALSE	TRUE
H1f4	chr13	FALSE	TRUE
H1f5	chr13	FALSE	TRUE
H1f6	chr13	FALSE	TRUE
H2-T3	chr17	FALSE	FALSE
H2ac6	chr13	FALSE	TRUE
H2bc14	chr13	FALSE	FALSE
H2bc3	chr13	FALSE	TRUE
H2bc4	chr13	TRUE	TRUE
H2bc6	chr13	FALSE	FALSE
H3c2	chr13	FALSE	TRUE
H4c1	chr13	FALSE	TRUE
H4c3	chr13	FALSE	TRUE
H4c4	chr13	FALSE	FALSE
H4c9	chr13	FALSE	TRUE
H60b	chr10	FALSE	FALSE
Hamp	chr7	FALSE	FALSE
Hao1	chr2	FALSE	FALSE
Hapln3	chr7	FALSE	FALSE
Haus5	chr7	FALSE	FALSE
Hcrtr2	chr9	FALSE	FALSE
Hdac11	chr6	TRUE	FALSE
Hdac8	chrX	FALSE	FALSE
Hddc2	chr10	FALSE	TRUE
Hdhd5	chr6	FALSE	FALSE
Heatr1	chr13	FALSE	FALSE
Heatr5a	chr12	FALSE	TRUE
Heatr5b	chr17	FALSE	FALSE
Hebp1	chr6	FALSE	FALSE
Hectd1	chr12	FALSE	FALSE
Helq	chr5	FALSE	FALSE
Herc3	chr6	FALSE	FALSE
Hexb	chr13	FALSE	FALSE
Hfe	chr13	FALSE	TRUE
Hgd	chr16	TRUE	TRUE
Hgfac	chr5	FALSE	FALSE
Hibadh	chr6	FALSE	FALSE
Hibch	chr1	FALSE	FALSE
Hlcs	chr16	FALSE	FALSE
Hlx	chr1	FALSE	TRUE
Hmcn1	chr1	TRUE	TRUE
Hmcn2	chr2	FALSE	FALSE
Hmgb2	chr8	TRUE	TRUE
Hmgb4	chr4	FALSE	FALSE
Hmgcll1	chr9	FALSE	FALSE
Hmgxb4	chr8	FALSE	TRUE
Hmx2	chr7	FALSE	FALSE
Hmx3	chr7	FALSE	FALSE
Hnf4a	chr2	FALSE	FALSE
Hopx	chr5	FALSE	FALSE
Hoxa1	chr6	FALSE	FALSE
Hoxa10	chr6	FALSE	FALSE
Hoxa11	chr6	FALSE	FALSE
Hoxa13	chr6	FALSE	FALSE
Hoxa2	chr6	FALSE	FALSE
Hoxa3	chr6	FALSE	FALSE
Hoxa4	chr6	FALSE	FALSE
Hoxa5	chr6	FALSE	FALSE
Hoxa6	chr6	FALSE	FALSE
Hoxa7	chr6	FALSE	FALSE
Hoxa9	chr6	FALSE	FALSE
Hoxb13	chr11	FALSE	FALSE
Hoxb5	chr11	FALSE	FALSE
Hoxb6	chr11	FALSE	FALSE
Hoxb7	chr11	FALSE	FALSE
Hoxb8	chr11	FALSE	FALSE
Hoxb9	chr11	FALSE	FALSE
Hoxd10	chr2	FALSE	FALSE
Hoxd11	chr2	FALSE	FALSE
Hoxd12	chr2	FALSE	FALSE
Hoxd13	chr2	FALSE	FALSE
Hoxd3	chr2	FALSE	FALSE
Hoxd4	chr2	FALSE	FALSE
Hoxd8	chr2	FALSE	FALSE
Hoxd9	chr2	FALSE	FALSE
Hpf1	chr8	FALSE	FALSE
Hpgds	chr6	FALSE	FALSE
Hpse	chr5	FALSE	FALSE
Hrh1	chr6	FALSE	FALSE
Hrh2	chr13	FALSE	FALSE
Hrnr	chr3	FALSE	FALSE
Hs3st2	chr7	FALSE	FALSE
Hs3st3a1	chr11	FALSE	FALSE
Hs3st3b1	chr11	FALSE	FALSE
Hsd17b4	chr18	FALSE	FALSE
Hsd17b7	chr1	FALSE	TRUE
Hsp90aa1	chr12	FALSE	FALSE
Hspa4	chr11	FALSE	FALSE
Hspa4l	chr3	FALSE	FALSE
Htr5a	chr5	FALSE	TRUE
Hunk	chr16	FALSE	FALSE
I0C0044D17Rik	chr4	FALSE	FALSE
Iah1	chr12	FALSE	FALSE
Icam2	chr11	FALSE	FALSE
Ice2	chr9	FALSE	FALSE
Id3	chr4	FALSE	FALSE
Idh1	chr1	FALSE	TRUE
Idi1	chr13	FALSE	FALSE
Ier3ip1	chr18	FALSE	FALSE
Ifi214	chr1	TRUE	FALSE
Ifih1	chr2	FALSE	TRUE
Ifnar2	chr16	FALSE	FALSE
Ifne	chr4	FALSE	FALSE
Ifngr1	chr10	FALSE	FALSE
Ifnlr1	chr4	FALSE	FALSE
Ifrd1	chr12	FALSE	FALSE
Ift43	chr12	FALSE	FALSE
Igdcc3	chr9	FALSE	FALSE
Igdcc4	chr9	FALSE	FALSE
Igf1r	chr7	FALSE	FALSE
Igf2bp1	chr11	FALSE	FALSE
Igf2bp3	chr6	FALSE	FALSE
Igf2r	chr17	FALSE	FALSE
Igfbp4	chr11	FALSE	FALSE
Igfbp7	chr5	FALSE	TRUE
Igsf10	chr3	TRUE	FALSE
Igsf21	chr4	FALSE	FALSE
Igsf5	chr16	FALSE	FALSE
Ikzf2	chr1	FALSE	TRUE
Il12b	chr11	FALSE	FALSE
Il18rap	chr1	FALSE	FALSE
Il1f10	chr2	FALSE	FALSE
Il1rn	chr2	FALSE	FALSE
Il20rb	chr9	TRUE	FALSE
Il21r	chr7	FALSE	FALSE
Il22ra1	chr4	FALSE	FALSE
Il6ra	chr3	FALSE	FALSE
Il7r	chr15	FALSE	TRUE
Immp1l	chr2	FALSE	FALSE
Imp3	chr9	FALSE	FALSE
Impg2	chr16	FALSE	FALSE
Incenp	chr19	FALSE	FALSE
Inhba	chr13	FALSE	TRUE
Inip	chr4	TRUE	TRUE
Inpp1	chr1	FALSE	FALSE
Inpp4b	chr8	FALSE	TRUE
Inpp5e	chr2	FALSE	FALSE
Insyn2b	chr11	FALSE	FALSE
Ints3	chr3	FALSE	FALSE
Ipmk	chr10	FALSE	FALSE
Ipo5	chr14	FALSE	TRUE
Ipo8	chr6	FALSE	FALSE
Ipo9	chr1	FALSE	FALSE
Iqgap1	chr7	FALSE	FALSE
Iqsec3	chr6	FALSE	TRUE
Iqub	chr6	FALSE	FALSE
Ireb2	chr9	FALSE	FALSE
Irf8	chr8	FALSE	FALSE
Irgc1	chr7	FALSE	FALSE
Irs2	chr8	FALSE	FALSE
Irx2	chr13	FALSE	TRUE
Isg20	chr7	FALSE	FALSE
Isl2	chr9	FALSE	FALSE
Ism1	chr2	FALSE	TRUE
Isx	chr8	TRUE	TRUE
Itga2b	chr11	FALSE	FALSE
Itga3	chr11	FALSE	TRUE
Itga8	chr2	FALSE	FALSE
Itga9	chr9	FALSE	FALSE
Itgb6	chr2	FALSE	TRUE
Itm2a	chrX	FALSE	FALSE
Itprid1	chr6	FALSE	FALSE
Itpripl2	chr7	FALSE	FALSE
Ivns1abp	chr1	FALSE	TRUE
Jakmip1	chr5	FALSE	TRUE
Jchain	chr5	FALSE	FALSE
Jhy	chr9	FALSE	FALSE
Jph2	chr2	FALSE	FALSE
Jph4	chr14	FALSE	TRUE
Kalrn	chr16	FALSE	FALSE
Kank3	chr17	FALSE	FALSE
Kbtbd11	chr8	FALSE	TRUE
Kcnb1	chr2	FALSE	FALSE
Kcnd2	chr6	FALSE	TRUE
Kcne4	chr1	FALSE	FALSE
Kcnf1	chr12	FALSE	TRUE
Kcnh5	chr12	FALSE	TRUE
Kcnip1	chr11	TRUE	FALSE
Kcnj1	chr9	FALSE	FALSE
Kcnj5	chr9	FALSE	FALSE
Kcnk13	chr12	FALSE	FALSE
Kcnk16	chr14	FALSE	FALSE
Kcnk5	chr14	FALSE	FALSE
Kcnma1	chr14	TRUE	TRUE
Kcnmb1	chr11	FALSE	FALSE
Kcnn2	chr18	FALSE	TRUE
Kcnn3	chr3	FALSE	FALSE
Kcnq2	chr2	FALSE	FALSE
Kcnq3	chr15	FALSE	TRUE
Kcnq5	chr1	FALSE	FALSE
Kctd10	chr5	FALSE	FALSE
Kctd12	chr14	TRUE	FALSE
Kctd16	chr18	TRUE	FALSE
Kctd3	chr1	FALSE	TRUE
Kctd4	chr14	FALSE	TRUE
Kdm3a	chr6	FALSE	FALSE
Kdm3b	chr18	FALSE	FALSE
Kdm5a	chr6	FALSE	FALSE
Kdm8	chr7	FALSE	FALSE
Kdr	chr5	FALSE	FALSE
Khdc1b	chr1	FALSE	FALSE
Khdrbs2	chr1	TRUE	TRUE
Khdrbs3	chr15	FALSE	TRUE
Kif16b	chr2	FALSE	FALSE
Kif18a	chr2	TRUE	TRUE
Klf12	chr14	FALSE	FALSE
Klf17	chr4	FALSE	FALSE
Klf3	chr5	FALSE	TRUE
Klf4	chr4	FALSE	FALSE
Klhl18	chr9	FALSE	FALSE
Klhl25	chr7	FALSE	FALSE
Klhl30	chr1	FALSE	FALSE
Klhl42	chr6	FALSE	FALSE
Klrb1	chr6	FALSE	TRUE
Klrb1c	chr6	FALSE	TRUE
Klrg1	chr6	FALSE	FALSE
Kpna1	chr16	FALSE	FALSE
Krt18	chr15	FALSE	FALSE
Krt19	chr11	FALSE	FALSE
Krt20	chr11	FALSE	FALSE
Krt23	chr11	FALSE	FALSE
Krt33a	chr11	FALSE	FALSE
Krt7	chr15	FALSE	FALSE
Krt71	chr15	FALSE	FALSE
Krt72	chr15	FALSE	FALSE
Krt73	chr15	FALSE	FALSE
Krt78	chr15	FALSE	FALSE
Krt79	chr15	FALSE	FALSE
Krt8	chr15	FALSE	FALSE
Krt80	chr15	FALSE	FALSE
Krt82	chr15	FALSE	FALSE
Krt83	chr15	FALSE	FALSE
Krt84	chr15	FALSE	FALSE
Krt9	chr11	FALSE	FALSE
Krtap1-5	chr11	FALSE	FALSE
Krtap17-1	chr11	FALSE	FALSE
Krtap3-1	chr11	FALSE	FALSE
Kynu	chr2	FALSE	FALSE
L1td1	chr4	FALSE	TRUE
LTO1	chr7	FALSE	FALSE
