gene_name	chr	mch_hyper	k119ub_gained_at_anchor
Gm43951	chr11	FALSE	FALSE
Gm44511	chr6	FALSE	FALSE
Gm4491	chr14	FALSE	FALSE
Gm45234	chr6	FALSE	FALSE
Gm45692	chr8	FALSE	FALSE
Gm45837	chr7	FALSE	FALSE
Gm45902	chr2	FALSE	TRUE
Gm49320	chr8	FALSE	FALSE
Gm49366	chr12	FALSE	FALSE
Gm49380	chr9	FALSE	FALSE
Gm49711	chr16	FALSE	FALSE
Gm5142	chr14	FALSE	FALSE
Gm6169	chr13	FALSE	FALSE
Gm6569	chr15	FALSE	FALSE
Gna15	chr10	FALSE	FALSE
Gnai1	chr5	FALSE	TRUE
Gnas	chr2	FALSE	TRUE
Gng12	chr6	FALSE	FALSE
Gng4	chr13	FALSE	TRUE
Gnpda2	chr5	FALSE	TRUE
Gnrhr	chr5	FALSE	FALSE
Golga7	chr8	FALSE	FALSE
Golt1a	chr1	FALSE	FALSE
Gon7	chr12	FALSE	FALSE
Gosr2	chr11	FALSE	FALSE
Gpam	chr19	FALSE	FALSE
Gpat4	chr8	FALSE	FALSE
Gpatch8	chr11	FALSE	FALSE
Gpc3	chrX	FALSE	FALSE
Gpc5	chr14	FALSE	FALSE
Gpd2	chr2	FALSE	TRUE
Gpr107	chr2	FALSE	FALSE
Gpr161	chr1	FALSE	FALSE
Gpr176	chr2	FALSE	FALSE
Gpr20	chr15	FALSE	TRUE
Gpr22	chr12	TRUE	TRUE
Gpr39	chr1	FALSE	FALSE
Gpr85	chr6	FALSE	TRUE
Gramd1b	chr9	FALSE	FALSE
Grb10	chr11	FALSE	FALSE
Grb14	chr2	FALSE	TRUE
Grcc10	chr6	FALSE	FALSE
Greb1l	chr18	FALSE	FALSE
Grhl2	chr15	FALSE	TRUE
Gria1	chr11	TRUE	FALSE
Gria2	chr3	FALSE	TRUE
Gria4	chr9	FALSE	FALSE
Grid1	chr14	TRUE	TRUE
Grid2	chr6	FALSE	FALSE
Grik2	chr10	FALSE	TRUE
Grik3	chr4	FALSE	FALSE
Grik4	chr9	FALSE	FALSE
Grin2b	chr6	FALSE	TRUE
Grip2	chr6	FALSE	FALSE
Grm7	chr6	FALSE	TRUE
Grm8	chr6	FALSE	FALSE
Grsf1	chr5	FALSE	FALSE
Grxcr1	chr5	TRUE	TRUE
Gsap	chr5	FALSE	TRUE
Gsg1	chr6	FALSE	FALSE
Gtdc1	chr2	FALSE	TRUE
Gtf2a1	chr12	FALSE	FALSE
Gtf2a1l	chr17	FALSE	FALSE
Gtf2f2	chr14	FALSE	TRUE
Gtf3c4	chr2	FALSE	FALSE
Gucd1	chr10	FALSE	FALSE
Gucy1a2	chr9	FALSE	FALSE
Guf1	chr5	FALSE	TRUE
Gxylt1	chr15	FALSE	FALSE
Gypa	chr8	FALSE	TRUE
H1f2	chr13	FALSE	TRUE
H1f4	chr13	FALSE	FALSE
H1f5	chr13	FALSE	FALSE
H1f6	chr13	FALSE	TRUE
H2ac6	chr13	FALSE	TRUE
H2bc3	chr13	FALSE	TRUE
H2bc4	chr13	TRUE	TRUE
H2bc6	chr13	FALSE	FALSE
H3c2	chr13	FALSE	TRUE
H4c3	chr13	FALSE	TRUE
H4c9	chr13	FALSE	TRUE
H60b	chr10	FALSE	FALSE
Hao1	chr2	FALSE	FALSE
Haus5	chr7	FALSE	FALSE
Haus7	chrX	FALSE	FALSE
Hcrtr2	chr9	FALSE	FALSE
Hdac11	chr6	TRUE	FALSE
Hdac8	chrX	FALSE	FALSE
Hddc2	chr10	FALSE	TRUE
Hdhd5	chr6	FALSE	FALSE
Heatr5b	chr17	FALSE	FALSE
Hebp1	chr6	FALSE	FALSE
Hecw2	chr1	FALSE	FALSE
Hgd	chr16	TRUE	TRUE
Hgfac	chr5	FALSE	FALSE
Hibadh	chr6	FALSE	FALSE
Hibch	chr1	FALSE	FALSE
Hist1h2bp	chr13	FALSE	FALSE
Hlcs	chr16	FALSE	FALSE
Hlx	chr1	FALSE	TRUE
Hmcn1	chr1	TRUE	TRUE
Hmcn2	chr2	FALSE	FALSE
Hmgcll1	chr9	FALSE	FALSE
Hmx1	chr5	FALSE	FALSE
Hmx2	chr7	FALSE	FALSE
Hmx3	chr7	FALSE	FALSE
Hnf4a	chr2	FALSE	FALSE
Hopx	chr5	FALSE	FALSE
Hoxa10	chr6	FALSE	FALSE
Hoxa11	chr6	FALSE	FALSE
Hoxa13	chr6	FALSE	FALSE
Hoxa2	chr6	FALSE	FALSE
Hoxa3	chr6	FALSE	FALSE
Hoxa5	chr6	FALSE	FALSE
Hoxa6	chr6	FALSE	FALSE
Hoxa7	chr6	FALSE	FALSE
Hoxa9	chr6	FALSE	FALSE
Hoxb6	chr11	FALSE	FALSE
Hoxb7	chr11	FALSE	FALSE
Hoxb8	chr11	FALSE	FALSE
Hoxb9	chr11	FALSE	FALSE
Hoxd10	chr2	FALSE	FALSE
Hoxd11	chr2	FALSE	FALSE
Hoxd12	chr2	FALSE	FALSE
Hoxd13	chr2	FALSE	FALSE
Hoxd3	chr2	FALSE	FALSE
Hoxd4	chr2	FALSE	FALSE
Hoxd8	chr2	FALSE	FALSE
Hoxd9	chr2	FALSE	FALSE
Hpgds	chr6	FALSE	FALSE
Hpse	chr5	FALSE	FALSE
Hrh1	chr6	FALSE	FALSE
Hrh2	chr13	FALSE	FALSE
Hs3st2	chr7	FALSE	FALSE
Hs3st3a1	chr11	FALSE	FALSE
Hs3st3b1	chr11	FALSE	FALSE
Hs3st4	chr7	FALSE	FALSE
Hsd17b7	chr1	FALSE	TRUE
Hsf2bp	chr17	FALSE	FALSE
Hspa14	chr2	FALSE	TRUE
Hspa4	chr11	FALSE	FALSE
Hspa4l	chr3	FALSE	FALSE
Htr5a	chr5	FALSE	TRUE
Icam2	chr11	FALSE	FALSE
Idh1	chr1	FALSE	TRUE
Ifi206	chr1	FALSE	FALSE
Ifne	chr4	FALSE	FALSE
Ifnlr1	chr4	FALSE	FALSE
Ifrd1	chr12	FALSE	TRUE
Ift43	chr12	FALSE	FALSE
Igdcc4	chr9	FALSE	FALSE
Igf2bp1	chr11	FALSE	FALSE
Igf2bp3	chr6	FALSE	FALSE
Igsf10	chr3	TRUE	FALSE
Ikzf2	chr1	FALSE	TRUE
Il1f10	chr2	FALSE	FALSE
Il1rn	chr2	FALSE	FALSE
Il21r	chr7	FALSE	FALSE
Immp1l	chr2	FALSE	FALSE
Immp2l	chr12	FALSE	TRUE
Imp3	chr9	FALSE	FALSE
Impad1	chr4	FALSE	FALSE
Inhba	chr13	FALSE	TRUE
Inip	chr4	TRUE	TRUE
Inpp4b	chr8	FALSE	TRUE
Insc	chr7	FALSE	FALSE
Ints3	chr3	FALSE	FALSE
Ipmk	chr10	FALSE	FALSE
Ipo5	chr14	FALSE	TRUE
Ipo8	chr6	FALSE	FALSE
Iqca	chr1	FALSE	FALSE
Iqgap2	chr13	FALSE	FALSE
Iqsec3	chr6	FALSE	TRUE
Iqub	chr6	FALSE	FALSE
Irgc1	chr7	FALSE	FALSE
Irx2	chr13	FALSE	TRUE
Isg20	chr7	FALSE	FALSE
Isl2	chr9	FALSE	FALSE
Itga8	chr2	FALSE	FALSE
Itga9	chr9	FALSE	FALSE
Itpr1	chr6	FALSE	TRUE
Ivns1abp	chr1	FALSE	TRUE
Jakmip1	chr5	FALSE	FALSE
Jchain	chr5	FALSE	FALSE
Jhy	chr9	FALSE	FALSE
Jph2	chr2	FALSE	FALSE
Kalrn	chr16	FALSE	FALSE
Kbtbd11	chr8	FALSE	TRUE
Kcnab2	chr4	FALSE	FALSE
Kcnb1	chr2	FALSE	FALSE
Kcnd2	chr6	FALSE	TRUE
Kcnh5	chr12	FALSE	FALSE
Kcnip1	chr11	TRUE	FALSE
Kcnk13	chr12	FALSE	FALSE
Kcnk16	chr14	FALSE	FALSE
Kcnma1	chr14	TRUE	TRUE
Kcnn2	chr18	FALSE	TRUE
Kcnq1	chr7	FALSE	FALSE
Kcnq3	chr15	FALSE	TRUE
Kcnq5	chr1	FALSE	FALSE
Kctd16	chr18	TRUE	FALSE
Kctd19	chr8	FALSE	TRUE
Kdm3a	chr6	FALSE	FALSE
Kdm3b	chr18	FALSE	FALSE
Khdrbs2	chr1	TRUE	TRUE
Khdrbs3	chr15	FALSE	TRUE
Kif13a	chr13	FALSE	FALSE
Kif16b	chr2	FALSE	FALSE
Kirrel	chr3	TRUE	TRUE
Klf3	chr5	FALSE	FALSE
Klhl18	chr9	FALSE	FALSE
Klhl42	chr6	FALSE	FALSE
Klrb1b	chr6	FALSE	FALSE
Kpna1	chr16	FALSE	FALSE
Krt72	chr15	FALSE	FALSE
Krt73	chr15	FALSE	FALSE
Krt78	chr15	FALSE	FALSE
Krt82	chr15	FALSE	FALSE
Krt84	chr15	FALSE	FALSE
Krtap1-5	chr11	FALSE	FALSE
Kynu	chr2	FALSE	FALSE
L1td1	chr4	FALSE	FALSE
Lama3	chr18	TRUE	FALSE
Lama4	chr10	FALSE	FALSE
Lama5	chr2	FALSE	FALSE
Lamc1	chr1	FALSE	FALSE
Lamp2	chrX	FALSE	FALSE
Large1	chr8	FALSE	TRUE
Lars2	chr9	FALSE	FALSE
Lbx1	chr19	FALSE	FALSE
Ldoc1	chrX	FALSE	TRUE
Lemd3	chr10	FALSE	FALSE
Lgmn	chr12	FALSE	FALSE
Lgr4	chr2	TRUE	TRUE
Lgr5	chr10	FALSE	FALSE
Lgr6	chr1	FALSE	FALSE
Lgsn	chr1	TRUE	FALSE
Lhfpl3	chr5	TRUE	FALSE
Lhx4	chr1	FALSE	FALSE
Lhx5	chr5	FALSE	FALSE
Lhx8	chr3	FALSE	FALSE
Lhx9	chr1	FALSE	FALSE
Limch1	chr5	FALSE	FALSE
Limd1	chr9	FALSE	FALSE
Lin28b	chr10	FALSE	FALSE
Lin7c	chr2	FALSE	TRUE
Lipg	chr18	FALSE	FALSE
Lmbrd1	chr1	FALSE	FALSE
Lmnb1	chr18	FALSE	TRUE
Lmo1	chr7	FALSE	FALSE
Lmo2	chr2	FALSE	FALSE
Lmo4	chr3	FALSE	TRUE
Lmod3	chr6	FALSE	FALSE
Loxl4	chr19	FALSE	FALSE
Lpcat3	chr6	FALSE	FALSE
Lpin1	chr12	FALSE	FALSE
Lpp	chr16	TRUE	TRUE
Lrba	chr3	FALSE	FALSE
Lrfn2	chr17	FALSE	FALSE
Lrguk	chr6	FALSE	TRUE
Lrmda	chr14	FALSE	TRUE
Lrp12	chr15	FALSE	TRUE
Lrrc36	chr8	TRUE	TRUE
Lrrc49	chr9	TRUE	FALSE
Lrrc6	chr15	TRUE	FALSE
Lrrc7	chr3	FALSE	FALSE
Lrrc72	chr12	FALSE	FALSE
Lrrc8e	chr8	FALSE	FALSE
Lrrfip1	chr1	FALSE	TRUE
Lrriq1	chr10	FALSE	FALSE
Lrrn1	chr6	TRUE	FALSE
Lrrn3	chr12	FALSE	TRUE
Lrrn4cl	chr19	FALSE	FALSE
Lrrtm3	chr10	FALSE	FALSE
Lrrtm4	chr6	TRUE	TRUE
Lsamp	chr16	TRUE	TRUE
Lsr	chr7	FALSE	FALSE
Lss	chr10	FALSE	TRUE
Ltn1	chr16	FALSE	FALSE
Luzp2	chr7	FALSE	TRUE
Ly6m	chr15	FALSE	FALSE
Lyn	chr4	TRUE	TRUE
Lysmd3	chr13	FALSE	TRUE
Lyzl6	chr11	FALSE	FALSE
M6pr	chr6	FALSE	FALSE
Mab21l2	chr3	FALSE	FALSE
Macf1	chr4	FALSE	FALSE
Macrod2	chr2	TRUE	TRUE
Mad1l1	chr5	FALSE	TRUE
Mafb	chr2	FALSE	FALSE
Magel2	chr7	FALSE	FALSE
Magi1	chr6	FALSE	TRUE
Magi2	chr5	FALSE	TRUE
Man1a2	chr3	FALSE	FALSE
Man2b2	chr5	FALSE	TRUE
Manea	chr4	TRUE	TRUE
Manf	chr9	FALSE	FALSE
Map2	chr1	FALSE	FALSE
Map2k5	chr9	FALSE	FALSE
Map2k7	chr8	FALSE	FALSE
Map3k5	chr10	TRUE	TRUE
Map7	chr10	FALSE	TRUE
Mapk8	chr14	FALSE	TRUE
Marchf11	chr15	FALSE	TRUE
Masp1	chr16	FALSE	FALSE
Mast4	chr13	FALSE	FALSE
Mblac2	chr13	FALSE	FALSE
Mbnl2	chr14	FALSE	FALSE
Mbp	chr18	FALSE	TRUE
Mcc	chr18	FALSE	FALSE
Mcm6	chr1	FALSE	FALSE
Mcmbp	chr7	FALSE	FALSE
Mcoln2	chr3	FALSE	FALSE
Mctp1	chr13	FALSE	FALSE
Mctp2	chr7	FALSE	FALSE
Mcu	chr10	FALSE	FALSE
Mcub	chr3	FALSE	FALSE
Mdga1	chr17	FALSE	FALSE
Mdga2	chr12	TRUE	TRUE
Mdh1	chr11	FALSE	FALSE
Mdn1	chr4	FALSE	FALSE
Meaf6	chr4	FALSE	FALSE
Mecom	chr3	FALSE	TRUE
Mecr	chr4	FALSE	FALSE
Med12l	chr3	FALSE	FALSE
Med23	chr10	FALSE	FALSE
Mef2c	chr13	FALSE	TRUE
Megf6	chr4	FALSE	FALSE
Meis1	chr11	FALSE	TRUE
Metap1d	chr2	FALSE	FALSE
Mettl14	chr3	FALSE	FALSE
Mettl15	chr2	FALSE	TRUE
Mettl27	chr5	FALSE	FALSE
Mettl4	chr17	FALSE	FALSE
Mex3b	chr7	FALSE	FALSE
Mfap3l	chr8	FALSE	TRUE
Mfsd9	chr1	FALSE	FALSE
Mgam	chr6	FALSE	FALSE
Mgp	chr6	FALSE	FALSE
Mgst1	chr6	FALSE	FALSE
Mical3	chr6	FALSE	TRUE
Micu1	chr10	FALSE	FALSE
Micu2	chr14	FALSE	FALSE
Minar2	chr18	FALSE	FALSE
Mkrn3	chr7	FALSE	FALSE
Mllt10	chr2	FALSE	TRUE
Mlph	chr1	FALSE	FALSE
Mmaa	chr8	FALSE	TRUE
Mmp21	chr7	FALSE	FALSE
Mmrn1	chr6	FALSE	FALSE
Mmut	chr17	FALSE	FALSE
Mn1	chr5	FALSE	FALSE
Mok	chr12	FALSE	FALSE
Mrm1	chr11	FALSE	FALSE
Mroh5	chr15	FALSE	FALSE
Mrpl16	chr19	FALSE	FALSE
Mrpl3	chr9	FALSE	FALSE
Mrpl42	chr10	FALSE	FALSE
Mrps5	chr2	FALSE	FALSE
Mrps6	chr16	FALSE	FALSE
Mrtfb	chr16	FALSE	TRUE
Ms4a2	chr19	FALSE	FALSE
Msantd1	chr5	FALSE	FALSE
Msh3	chr13	FALSE	TRUE
Msi1	chr5	FALSE	FALSE
Msx1	chr5	FALSE	FALSE
Msx2	chr13	FALSE	FALSE
Mtap	chr4	FALSE	TRUE
Mtarc1	chr1	FALSE	FALSE
Mterf1a	chr5	FALSE	FALSE
Mterf1b	chr5	FALSE	TRUE
Mterf3	chr13	FALSE	FALSE
Mthfsd	chr8	FALSE	FALSE
Mthfsl	chr9	FALSE	FALSE
Mtif2	chr11	FALSE	FALSE
Mto1	chr9	FALSE	FALSE
Mtpn	chr6	FALSE	FALSE
Mtrr	chr13	FALSE	TRUE
Myc	chr15	FALSE	FALSE
Myh15	chr16	FALSE	FALSE
Myh3	chr11	FALSE	FALSE
Myo10	chr15	TRUE	FALSE
Myo16	chr8	FALSE	TRUE
Myo1d	chr11	FALSE	FALSE
Myo1e	chr9	FALSE	FALSE
Myo1h	chr5	FALSE	FALSE
Myo3b	chr2	TRUE	TRUE
Myo5b	chr18	FALSE	FALSE
Myom3	chr4	FALSE	FALSE
Myt1l	chr12	TRUE	TRUE
N6amt1	chr16	FALSE	FALSE
Nabp1	chr1	TRUE	TRUE
Nadsyn1	chr7	FALSE	FALSE
Nap1l2	chrX	FALSE	FALSE
Nat8f4	chr6	FALSE	FALSE
Nav1	chr1	FALSE	FALSE
Nav2	chr7	TRUE	FALSE
Nav3	chr10	TRUE	TRUE
Nbeal2	chr9	FALSE	FALSE
Nbn	chr4	FALSE	FALSE
Ncam2	chr16	FALSE	TRUE
Ncf4	chr15	FALSE	FALSE
Nckap5	chr1	TRUE	TRUE
Ncoa2	chr1	FALSE	FALSE
Ncoa3	chr2	FALSE	FALSE
Ndc1	chr4	FALSE	FALSE
Ndst3	chr3	FALSE	TRUE
Ndufaf2	chr13	FALSE	TRUE
Ndufb4	chr16	FALSE	FALSE
Necab3	chr2	FALSE	FALSE
Nectin1	chr9	FALSE	FALSE
Nefl	chr14	FALSE	FALSE
Nefm	chr14	FALSE	TRUE
Nek10	chr14	TRUE	TRUE
Nek11	chr9	FALSE	FALSE
Neurog2	chr3	FALSE	FALSE
Nfam1	chr15	FALSE	FALSE
Nfib	chr4	TRUE	TRUE
Nfil3	chr13	FALSE	FALSE
Nfkb1	chr3	FALSE	FALSE
Nfx1	chr4	FALSE	FALSE
Nfxl1	chr5	FALSE	TRUE
Nfya	chr17	FALSE	FALSE
Ngly1	chr14	TRUE	TRUE
Nhlrc2	chr19	FALSE	FALSE
Nhs	chrX	FALSE	FALSE
Nifk	chr1	FALSE	FALSE
Nisch	chr14	FALSE	FALSE
Nkain3	chr4	TRUE	TRUE
Nkd2	chr13	FALSE	FALSE
Nkx2-3	chr19	FALSE	FALSE
Nmbr	chr10	FALSE	FALSE
Nmd3	chr3	FALSE	FALSE
Nme7	chr1	FALSE	TRUE
Nmnat2	chr1	FALSE	FALSE
Nms	chr1	FALSE	FALSE
Nmt2	chr2	FALSE	TRUE
Noct	chr3	FALSE	FALSE
Notch3	chr17	FALSE	FALSE
Npffr2	chr5	FALSE	FALSE
Npsr1	chr9	TRUE	FALSE
Nr2c2	chr6	FALSE	FALSE
Nr2e1	chr10	FALSE	FALSE
Nr2f1	chr13	FALSE	TRUE
Nr2f2	chr7	FALSE	FALSE
Nr4a2	chr2	TRUE	TRUE
Nrcam	chr12	FALSE	FALSE
Nrde2	chr12	FALSE	TRUE
Nrg1	chr8	FALSE	TRUE
Nrp1	chr8	FALSE	TRUE
Nrp2	chr1	FALSE	FALSE
Nrxn1	chr17	FALSE	FALSE
Nrxn3	chr12	TRUE	TRUE
Nsa2	chr13	FALSE	FALSE
Nsmaf	chr4	TRUE	TRUE
Nsmce1	chr7	FALSE	FALSE
Nsun6	chr2	FALSE	TRUE
Nsun7	chr5	FALSE	FALSE
Ntf3	chr6	FALSE	TRUE
Ntm	chr9	TRUE	FALSE
Ntng1	chr3	TRUE	TRUE
Nudt4	chr10	FALSE	FALSE
Nup160	chr2	FALSE	FALSE
Nup93	chr8	FALSE	FALSE
Nxph1	chr6	TRUE	FALSE
Nyap2	chr1	FALSE	TRUE
Oaf	chr9	FALSE	FALSE
Oard1	chr17	FALSE	FALSE
Ociad1	chr5	FALSE	TRUE
Ocstamp	chr2	FALSE	FALSE
Odc1	chr12	FALSE	TRUE
Olah	chr2	FALSE	TRUE
Olfm2	chr9	FALSE	FALSE
Olfr556	chr7	FALSE	FALSE
Olfr557	chr7	TRUE	FALSE
Olfr570	chr7	FALSE	FALSE
Olfr571	chr7	FALSE	FALSE
Olfr572	chr7	FALSE	FALSE
Olfr62	chr4	FALSE	FALSE
Olfr63	chr17	FALSE	FALSE
Onecut1	chr9	FALSE	FALSE
Onecut2	chr18	TRUE	FALSE
Opcml	chr9	TRUE	FALSE
Opn5	chr17	FALSE	FALSE
Orc3	chr4	FALSE	FALSE
Osbpl1a	chr18	TRUE	FALSE
Osbpl3	chr6	TRUE	FALSE
Oser1	chr2	FALSE	FALSE
Osgin2	chr4	FALSE	TRUE
Ostc	chr3	FALSE	FALSE
Ostf1	chr19	FALSE	FALSE
Ostm1	chr10	FALSE	FALSE
Otoa	chr7	FALSE	FALSE
Otogl	chr10	FALSE	FALSE
Otp	chr13	FALSE	FALSE
Otud4	chr8	FALSE	FALSE
Otud7a	chr7	FALSE	FALSE
Oxr1	chr15	FALSE	FALSE
Oxsm	chr14	TRUE	TRUE
P2rx1	chr11	FALSE	FALSE
P3h2	chr16	FALSE	TRUE
Pacrg	chr17	FALSE	TRUE
Padi1	chr4	FALSE	FALSE
Padi2	chr4	FALSE	FALSE
Padi3	chr4	FALSE	FALSE
Pak3	chrX	FALSE	TRUE
Pak6	chr2	FALSE	FALSE
Pakap	chr4	FALSE	TRUE
Palld	chr8	FALSE	FALSE
Pam	chr1	TRUE	TRUE
Paqr3	chr5	FALSE	FALSE
Pard3	chr8	FALSE	FALSE
Pard3b	chr1	TRUE	TRUE
Parva	chr7	FALSE	FALSE
Parvb	chr15	FALSE	FALSE
Patj	chr4	TRUE	TRUE
Pax1	chr2	FALSE	FALSE
Pax3	chr1	FALSE	FALSE
Pax5	chr4	FALSE	FALSE
Pax6	chr2	FALSE	FALSE
Paxip1	chr5	FALSE	TRUE
Pbx1	chr1	FALSE	TRUE
Pcdh15	chr10	FALSE	FALSE
Pcdh7	chr5	TRUE	FALSE
Pcdh8	chr14	FALSE	FALSE
Pcdh9	chr14	TRUE	TRUE
Pcsk5	chr19	FALSE	FALSE
Pde11a	chr2	FALSE	FALSE
Pde1a	chr2	FALSE	FALSE
Pde2a	chr7	FALSE	FALSE
Pde4d	chr13	TRUE	TRUE
Pdgfra	chr5	FALSE	FALSE
Pdia6	chr12	FALSE	TRUE
Pdlim5	chr3	FALSE	TRUE
Pdss2	chr10	FALSE	TRUE
Pdzd2	chr15	FALSE	FALSE
Pdzrn4	chr15	FALSE	TRUE
Peg10	chr6	FALSE	TRUE
Pex13	chr11	FALSE	FALSE
Pex14	chr4	FALSE	FALSE
Pex2	chr3	FALSE	TRUE
Pex5	chr6	FALSE	FALSE
Pfdn4	chr2	FALSE	FALSE
Pgm3	chr9	FALSE	TRUE
Pgr	chr9	FALSE	FALSE
Phc1	chr6	FALSE	FALSE
Phf10	chr17	FALSE	TRUE
Phf2	chr13	FALSE	FALSE
Phkb	chr8	FALSE	FALSE
Pid1	chr1	FALSE	TRUE
Piezo2	chr18	FALSE	FALSE
Pigk	chr3	FALSE	FALSE
Pih1d3	chr1	FALSE	FALSE
Pik3c2g	chr6	FALSE	FALSE
Pik3c3	chr18	FALSE	FALSE
Pik3r1	chr13	FALSE	TRUE
Pik3r4	chr9	FALSE	FALSE
Pikfyve	chr1	FALSE	TRUE
Pin1	chr9	FALSE	FALSE
Pitpnb	chr5	FALSE	FALSE
Pitx1	chr13	FALSE	FALSE
Pitx2	chr3	FALSE	FALSE
Piwil1	chr5	FALSE	FALSE
Pja2	chr17	FALSE	FALSE
Pkhd1	chr1	FALSE	FALSE
Pla2g10	chr16	FALSE	FALSE
Pla2g4a	chr1	FALSE	FALSE
Pla2g7	chr17	FALSE	FALSE
Pla2r1	chr2	FALSE	FALSE
Plagl1	chr10	FALSE	FALSE
Plaur	chr7	FALSE	FALSE
Plekha5	chr6	FALSE	FALSE
Plekha6	chr1	FALSE	FALSE
Plekha7	chr7	FALSE	FALSE
Plekhf1	chr7	TRUE	FALSE
Plekhf2	chr4	FALSE	FALSE
Pln	chr10	FALSE	FALSE
Plpp3	chr4	FALSE	FALSE
Plpp4	chr7	FALSE	FALSE
Plppr1	chr4	FALSE	TRUE
Plscr5	chr9	TRUE	FALSE
Plxna4	chr6	FALSE	FALSE
Pmepa1	chr2	FALSE	FALSE
Pms1	chr1	TRUE	FALSE
Pnkd	chr1	FALSE	FALSE
Poc5	chr13	FALSE	FALSE
Podn	chr4	FALSE	FALSE
Podxl	chr6	FALSE	FALSE
Pofut2	chr10	FALSE	TRUE
Pole	chr5	FALSE	FALSE
Polq	chr16	TRUE	FALSE
Polr3b	chr10	FALSE	FALSE
Polr3g	chr13	FALSE	TRUE
Pop1	chr15	FALSE	TRUE
Pop4	chr7	FALSE	FALSE
Pou2f3	chr9	FALSE	FALSE
Pou3f1	chr4	FALSE	FALSE
Pou3f3	chr1	FALSE	FALSE
Pou4f1	chr14	FALSE	FALSE
Pp2d1	chr17	FALSE	FALSE
Ppargc1a	chr5	FALSE	TRUE
Ppfia1	chr7	FALSE	FALSE
Ppfia2	chr10	FALSE	FALSE
Ppfibp1	chr6	FALSE	FALSE
Ppif	chr14	FALSE	FALSE
Ppm1e	chr11	FALSE	FALSE
Ppp1r12a	chr10	FALSE	FALSE
Ppp2r1a	chr17	FALSE	FALSE
Ppp4r3a	chr12	FALSE	FALSE
Ppp6r3	chr19	FALSE	FALSE
Prcp	chr7	FALSE	TRUE
Prdm1	chr10	FALSE	FALSE
Prdm16	chr4	FALSE	FALSE
Prdm6	chr18	FALSE	FALSE
Prex1	chr2	FALSE	FALSE
Prickle1	chr15	FALSE	TRUE
Prickle2	chr6	FALSE	TRUE
Prim2	chr1	FALSE	FALSE
Prima1	chr12	FALSE	FALSE
Prkg1	chr19	FALSE	FALSE
Prkn	chr17	TRUE	TRUE
Prlh	chr1	FALSE	FALSE
Prlr	chr15	FALSE	FALSE
Prmt2	chr10	FALSE	FALSE
Prmt6	chr3	FALSE	FALSE
Prom1	chr5	FALSE	FALSE
Prr29	chr11	FALSE	FALSE
Prr5l	chr2	FALSE	FALSE
Prrxl1	chr14	FALSE	TRUE
Prss12	chr3	FALSE	TRUE
Prss16	chr13	FALSE	FALSE
Prss50	chr9	FALSE	FALSE
Prss56	chr1	FALSE	FALSE
Prtg	chr9	FALSE	FALSE
Prune2	chr19	TRUE	TRUE
Psd3	chr8	TRUE	TRUE
Psd4	chr2	FALSE	FALSE
Psen1	chr12	FALSE	FALSE
Psg16	chr7	FALSE	FALSE
Psg20	chr7	FALSE	FALSE
Psmd6	chr14	FALSE	FALSE
Pstpip2	chr18	FALSE	FALSE
Ptchd4	chr17	TRUE	TRUE
Ptgis	chr2	FALSE	FALSE
Ptp4a3	chr15	FALSE	TRUE
Ptpn6	chr6	FALSE	FALSE
Ptpn7	chr1	FALSE	FALSE
Ptprd	chr4	FALSE	FALSE
Ptprf	chr4	FALSE	FALSE
Ptprm	chr17	FALSE	TRUE
Ptprn2	chr12	FALSE	FALSE
Ptprq	chr10	FALSE	FALSE
Ptprt	chr2	FALSE	TRUE
Ptprz1	chr6	FALSE	FALSE
Pttg1	chr11	FALSE	FALSE
Pus10	chr11	FALSE	FALSE
Pus7l	chr15	FALSE	FALSE
Pxmp2	chr5	FALSE	FALSE
Pyroxd2	chr19	FALSE	TRUE
Qk	chr17	FALSE	FALSE
Qrfprl	chr6	FALSE	FALSE
R3hcc1l	chr19	FALSE	FALSE
Rab17	chr1	FALSE	FALSE
Rab23	chr1	FALSE	FALSE
Rab28	chr5	FALSE	TRUE
Rab5a	chr17	FALSE	FALSE
Rabac1	chr7	FALSE	FALSE
Rabgap1l	chr1	FALSE	FALSE
Rad1	chr15	FALSE	TRUE
Rad51c	chr11	FALSE	FALSE
Rad52	chr6	FALSE	FALSE
Raet1e	chr10	FALSE	FALSE
Ralgps2	chr1	FALSE	FALSE
Ranbp17	chr11	FALSE	FALSE
Rapgef5	chr12	FALSE	FALSE
Raph1	chr1	FALSE	TRUE
Rarb	chr14	FALSE	FALSE
Rasa1	chr13	FALSE	FALSE
Rasgef1b	chr5	FALSE	FALSE
Rasgrf2	chr13	FALSE	TRUE
Rbbp8nl	chr2	FALSE	FALSE
Rbfox1	chr16	FALSE	FALSE
Rbm20	chr19	FALSE	FALSE
Rbm27	chr18	FALSE	FALSE
Rbm41	chrX	FALSE	FALSE
Rbm46	chr3	FALSE	FALSE
Rbm5	chr9	FALSE	FALSE
Rbm6	chr9	FALSE	FALSE
Rbms1	chr2	FALSE	TRUE
Rbmxl1	chr8	FALSE	TRUE
Rbpj	chr5	FALSE	TRUE
Rbsn	chr6	FALSE	FALSE
Rc3h2	chr2	FALSE	FALSE
Rerg	chr6	TRUE	FALSE
Ret	chr6	FALSE	FALSE
Rexo5	chr7	FALSE	FALSE
Rfk	chr19	FALSE	TRUE
Rfx3	chr19	FALSE	FALSE
