gene_name	chr	mecp2_gained	at_gained_anchor
Cypt12	chr3	TRUE	FALSE
Cys1	chr12	FALSE	FALSE
Cysltr2	chr14	FALSE	FALSE
Cystm1	chr18	FALSE	FALSE
Cyth1	chr11	FALSE	FALSE
Cyth2	chr7	FALSE	FALSE
Cyth3	chr5	FALSE	FALSE
Cyth4	chr15	FALSE	TRUE
Cytip	chr2	TRUE	FALSE
Cyyr1	chr16	FALSE	FALSE
D11Wsu47e	chr11	FALSE	FALSE
D1Pas1	chr1	FALSE	FALSE
D2hgdh	chr1	FALSE	FALSE
D3Ertd751e	chr3	FALSE	FALSE
D430019H16Rik	chr12	FALSE	TRUE
D430041D05Rik	chr2	FALSE	FALSE
D5Ertd579e	chr5	FALSE	FALSE
D630003M21Rik	chr2	FALSE	FALSE
D630045J12Rik	chr6	FALSE	FALSE
D6Ertd527e	chr6	FALSE	TRUE
D7Ertd443e	chr7	TRUE	TRUE
Daam1	chr12	FALSE	FALSE
Daam2	chr17	FALSE	FALSE
Dab1	chr4	FALSE	FALSE
Dab2ip	chr2	FALSE	FALSE
Dach1	chr14	FALSE	FALSE
Dact1	chr12	FALSE	FALSE
Dact2	chr17	FALSE	TRUE
Dagla	chr19	FALSE	FALSE
Dand5	chr8	FALSE	FALSE
Dao	chr5	FALSE	FALSE
Dap	chr15	FALSE	FALSE
Dapk1	chr13	FALSE	FALSE
Dapk2	chr9	FALSE	FALSE
Dapl1	chr2	FALSE	FALSE
Dapp1	chr3	TRUE	FALSE
Dars2	chr1	FALSE	FALSE
Daw1	chr1	TRUE	TRUE
Daxx	chr17	FALSE	FALSE
Dazap1	chr10	FALSE	FALSE
Dazl	chr17	FALSE	FALSE
Dbh	chr2	FALSE	FALSE
Dbi	chr1	FALSE	TRUE
Dbil5	chr11	FALSE	FALSE
Dbn1	chr13	FALSE	FALSE
Dbndd2	chr2	FALSE	FALSE
Dbnl	chr11	FALSE	FALSE
Dbp	chr7	FALSE	FALSE
Dbt	chr3	FALSE	FALSE
Dbx2	chr15	FALSE	FALSE
Dcaf10	chr4	FALSE	FALSE
Dcaf11	chr14	FALSE	FALSE
Dcaf12	chr4	FALSE	FALSE
Dcaf12l1	chrX	FALSE	FALSE
Dcaf12l2	chrX	FALSE	FALSE
Dcaf13	chr15	FALSE	FALSE
Dcaf15	chr8	FALSE	FALSE
Dcaf5	chr12	FALSE	FALSE
Dcaf8	chr1	FALSE	FALSE
Dcakd	chr11	FALSE	FALSE
Dcbld2	chr16	FALSE	TRUE
Dcc	chr18	FALSE	FALSE
Dcdc2a	chr13	FALSE	FALSE
Dcdc2b	chr4	FALSE	FALSE
Dcdc2c	chr12	FALSE	TRUE
Dchs1	chr7	FALSE	FALSE
Dck	chr5	FALSE	FALSE
Dclk1	chr3	FALSE	FALSE
Dclk2	chr3	FALSE	FALSE
Dclk3	chr9	FALSE	FALSE
Dclre1b	chr3	FALSE	FALSE
Dcp1a	chr14	FALSE	FALSE
Dcp1b	chr6	FALSE	FALSE
Dcp2	chr18	FALSE	FALSE
Dcps	chr9	FALSE	FALSE
Dcst1	chr3	FALSE	FALSE
Dcstamp	chr15	FALSE	FALSE
Dct	chr14	FALSE	FALSE
Dctd	chr8	FALSE	TRUE
Dctn1	chr6	FALSE	FALSE
Dctn6	chr8	FALSE	FALSE
Dctpp1	chr7	FALSE	FALSE
Dcun1d2	chr8	FALSE	FALSE
Dcun1d3	chr7	FALSE	FALSE
Dcun1d4	chr5	FALSE	TRUE
Dcx	chrX	FALSE	FALSE
Dda1	chr8	FALSE	FALSE
Ddah2	chr17	FALSE	FALSE
Ddb1	chr19	FALSE	FALSE
Ddc	chr11	FALSE	FALSE
Ddit3	chr10	FALSE	FALSE
Ddit4	chr10	FALSE	FALSE
Ddit4l	chr3	FALSE	FALSE
Ddo	chr10	FALSE	FALSE
Ddost	chr4	FALSE	FALSE
Ddr1	chr17	FALSE	FALSE
Ddr2	chr1	FALSE	FALSE
Ddrgk1	chr2	FALSE	FALSE
Ddt	chr10	FALSE	FALSE
Ddx1	chr12	FALSE	FALSE
Ddx11	chr17	FALSE	FALSE
Ddx17	chr15	FALSE	FALSE
Ddx18	chr1	TRUE	FALSE
Ddx19a	chr8	FALSE	FALSE
Ddx20	chr3	FALSE	FALSE
Ddx25	chr9	TRUE	FALSE
Ddx27	chr2	FALSE	FALSE
Ddx31	chr2	FALSE	TRUE
Ddx3x	chrX	FALSE	FALSE
Ddx4	chr13	FALSE	FALSE
Ddx41	chr13	FALSE	FALSE
Ddx5	chr11	FALSE	FALSE
Ddx50	chr10	FALSE	FALSE
Ddx51	chr5	FALSE	FALSE
Ddx54	chr5	FALSE	FALSE
Ddx56	chr11	FALSE	FALSE
Ddx6	chr9	FALSE	FALSE
Deaf1	chr7	FALSE	FALSE
Dedd2	chr7	FALSE	FALSE
Def8	chr8	FALSE	FALSE
Defb41	chr1	FALSE	FALSE
Degs1	chr1	FALSE	FALSE
Dele1	chr18	FALSE	FALSE
Dennd11	chr6	FALSE	FALSE
Dennd1a	chr2	FALSE	FALSE
Dennd1b	chr1	FALSE	TRUE
Dennd1c	chr17	FALSE	FALSE
Dennd2a	chr6	FALSE	FALSE
Dennd3	chr15	FALSE	FALSE
Dennd4a	chr9	FALSE	FALSE
Dennd4b	chr3	FALSE	FALSE
Dennd4c	chr4	FALSE	FALSE
Dennd5a	chr7	FALSE	FALSE
Dennd5b	chr6	FALSE	FALSE
Dennd6b	chr15	FALSE	FALSE
Denr	chr5	FALSE	FALSE
Depdc1b	chr13	FALSE	TRUE
Depdc5	chr5	FALSE	FALSE
Depp1	chr6	FALSE	FALSE
Deptor	chr15	FALSE	FALSE
Dera	chr6	FALSE	FALSE
Derl1	chr15	FALSE	FALSE
Derl2	chr11	FALSE	FALSE
Derl3	chr10	FALSE	TRUE
Des	chr1	FALSE	FALSE
Desi2	chr1	FALSE	FALSE
Det1	chr7	FALSE	FALSE
Dexi	chr16	FALSE	FALSE
Dffb	chr4	FALSE	FALSE
Dgat1	chr15	FALSE	FALSE
Dgcr2	chr16	FALSE	FALSE
Dgcr6	chr16	FALSE	FALSE
Dgkb	chr12	FALSE	FALSE
Dgkd	chr1	FALSE	FALSE
Dgke	chr11	FALSE	FALSE
Dgkg	chr16	FALSE	FALSE
Dgkh	chr14	FALSE	FALSE
Dgki	chr6	FALSE	TRUE
Dgkq	chr5	FALSE	FALSE
Dgkz	chr2	FALSE	FALSE
Dglucy	chr12	FALSE	FALSE
Dhcr24	chr4	FALSE	FALSE
Dhcr7	chr7	FALSE	TRUE
Dhdh	chr7	FALSE	FALSE
Dhfr	chr13	FALSE	FALSE
Dhh	chr15	FALSE	FALSE
Dhodh	chr8	FALSE	FALSE
Dhps	chr8	FALSE	FALSE
Dhrs11	chr11	FALSE	FALSE
Dhrs2	chr14	FALSE	FALSE
Dhrs3	chr4	FALSE	TRUE
Dhx15	chr5	FALSE	FALSE
Dhx16	chr17	FALSE	FALSE
Dhx29	chr13	FALSE	FALSE
Dhx32	chr7	FALSE	TRUE
Dhx34	chr7	FALSE	FALSE
Dhx35	chr2	FALSE	FALSE
Dhx37	chr5	FALSE	FALSE
Dhx38	chr8	FALSE	FALSE
Dhx58	chr11	FALSE	FALSE
Diablo	chr5	FALSE	FALSE
Diaph1	chr18	FALSE	FALSE
Diaph2	chrX	FALSE	FALSE
Diaph3	chr14	FALSE	FALSE
Dicer1	chr12	FALSE	TRUE
Dio1	chr4	FALSE	FALSE
Dio2	chr12	FALSE	FALSE
Dio3	chr12	FALSE	FALSE
Dip2a	chr10	FALSE	FALSE
Dip2b	chr15	FALSE	FALSE
Dip2c	chr13	FALSE	TRUE
Dipk1b	chr2	FALSE	FALSE
Dipk1c	chr18	FALSE	FALSE
Dipk2a	chr9	FALSE	FALSE
Dipk2b	chrX	TRUE	FALSE
Diras1	chr10	FALSE	FALSE
Diras2	chr13	FALSE	FALSE
Dis3l	chr9	FALSE	FALSE
Disc1	chr8	FALSE	FALSE
Disp1	chr1	FALSE	FALSE
Disp2	chr2	FALSE	FALSE
Disp3	chr4	FALSE	FALSE
Dixdc1	chr9	FALSE	FALSE
Dkk2	chr3	TRUE	FALSE
Dkk3	chr7	FALSE	FALSE
Dlat	chr9	FALSE	FALSE
Dlc1	chr8	FALSE	FALSE
Dlec1	chr9	FALSE	FALSE
Dlg1	chr16	FALSE	FALSE
Dlg2	chr7	FALSE	FALSE
Dlg3	chrX	FALSE	FALSE
Dlg4	chr11	FALSE	FALSE
Dlg5	chr14	FALSE	FALSE
Dlgap1	chr17	FALSE	FALSE
Dlgap2	chr8	FALSE	TRUE
Dlgap3	chr4	FALSE	FALSE
Dlgap4	chr2	FALSE	FALSE
Dlk1	chr12	FALSE	FALSE
Dlk2	chr17	FALSE	FALSE
Dll1	chr17	FALSE	TRUE
Dll4	chr2	FALSE	FALSE
Dlx1	chr2	FALSE	FALSE
Dlx3	chr11	FALSE	FALSE
Dlx4	chr11	FALSE	FALSE
Dlx5	chr6	FALSE	FALSE
Dmac1	chr4	FALSE	FALSE
Dmap1	chr4	FALSE	FALSE
Dmbt1	chr7	FALSE	FALSE
Dmbx1	chr4	FALSE	FALSE
Dmd	chrX	FALSE	FALSE
Dmkn	chr7	FALSE	FALSE
Dmp1	chr5	FALSE	FALSE
Dmrt1	chr19	FALSE	TRUE
Dmrt2	chr19	TRUE	FALSE
Dmrt3	chr19	FALSE	FALSE
Dmrta1	chr4	FALSE	FALSE
Dmrta2	chr4	FALSE	FALSE
Dmrtb1	chr4	FALSE	FALSE
Dmtn	chr14	FALSE	FALSE
Dmxl1	chr18	FALSE	FALSE
Dnaaf2	chr12	FALSE	FALSE
Dnah10	chr5	FALSE	FALSE
Dnah11	chr12	FALSE	FALSE
Dnah12	chr14	FALSE	FALSE
Dnah17	chr11	FALSE	FALSE
Dnah2	chr11	FALSE	FALSE
Dnah5	chr15	FALSE	FALSE
Dnah8	chr17	FALSE	FALSE
Dnaja1	chr4	FALSE	FALSE
Dnaja3	chr16	FALSE	FALSE
Dnaja4	chr9	FALSE	FALSE
Dnajb11	chr16	FALSE	FALSE
Dnajb2	chr1	FALSE	FALSE
Dnajb3	chr1	FALSE	FALSE
Dnajb5	chr4	FALSE	FALSE
Dnajb6	chr5	FALSE	FALSE
Dnajb8	chr6	FALSE	FALSE
Dnajb9	chr12	FALSE	FALSE
Dnajc1	chr2	FALSE	FALSE
Dnajc11	chr4	FALSE	FALSE
Dnajc17	chr2	FALSE	FALSE
Dnajc22	chr15	FALSE	FALSE
Dnajc24	chr2	FALSE	FALSE
Dnajc3	chr14	FALSE	FALSE
Dnajc4	chr19	FALSE	FALSE
Dnajc5	chr2	FALSE	FALSE
Dnajc5b	chr3	FALSE	FALSE
Dnajc6	chr4	FALSE	FALSE
Dnajc7	chr11	FALSE	FALSE
Dnajc8	chr4	FALSE	FALSE
Dnase1l2	chr17	FALSE	FALSE
Dnase1l3	chr14	FALSE	FALSE
Dnase2b	chr3	FALSE	FALSE
Dnd1	chr18	FALSE	FALSE
Dner	chr1	FALSE	TRUE
Dnhd1	chr7	FALSE	FALSE
Dnm1	chr2	FALSE	FALSE
Dnm2	chr9	FALSE	FALSE
Dnm3	chr1	FALSE	FALSE
Dnmbp	chr19	FALSE	FALSE
Dnmt1	chr9	FALSE	FALSE
Dnmt3a	chr12	FALSE	FALSE
Dnmt3b	chr2	FALSE	FALSE
Dnpep	chr1	FALSE	FALSE
Dnph1	chr17	FALSE	FALSE
Doc2a	chr7	FALSE	FALSE
Doc2b	chr11	FALSE	FALSE
Doc2g	chr19	FALSE	FALSE
Dock1	chr7	FALSE	FALSE
Dock10	chr1	FALSE	FALSE
Dock11	chrX	FALSE	TRUE
Dock2	chr11	FALSE	TRUE
Dock4	chr12	FALSE	FALSE
Dock5	chr14	FALSE	FALSE
Dock6	chr9	FALSE	FALSE
Dock8	chr19	FALSE	FALSE
Dock9	chr14	FALSE	FALSE
Dohh	chr10	FALSE	FALSE
Dok2	chr14	FALSE	FALSE
Dok3	chr13	FALSE	FALSE
Dok4	chr8	FALSE	FALSE
Dok5	chr2	TRUE	FALSE
Dok6	chr18	FALSE	FALSE
Dok7	chr5	FALSE	FALSE
Dolk	chr2	FALSE	FALSE
Dolpp1	chr2	FALSE	FALSE
Dop1a	chr9	FALSE	FALSE
Dop1b	chr16	FALSE	FALSE
Dot1l	chr10	FALSE	FALSE
Dpep1	chr8	FALSE	FALSE
Dpep2	chr8	FALSE	FALSE
Dpep3	chr8	FALSE	FALSE
Dpf1	chr7	FALSE	FALSE
Dpf3	chr12	FALSE	FALSE
Dph1	chr11	FALSE	FALSE
Dph3	chr14	FALSE	FALSE
Dph6	chr2	FALSE	FALSE
Dpp10	chr1	FALSE	TRUE
Dpp3	chr19	FALSE	FALSE
Dpp4	chr2	FALSE	TRUE
Dpp6	chr5	FALSE	TRUE
Dpp7	chr2	FALSE	FALSE
Dpp9	chr17	FALSE	FALSE
Dppa2	chr16	FALSE	FALSE
Dpt	chr1	FALSE	FALSE
Dpy19l1	chr9	FALSE	TRUE
Dpy19l3	chr7	FALSE	FALSE
Dpyd	chr3	TRUE	FALSE
Dpys	chr15	FALSE	FALSE
Dpysl2	chr14	FALSE	FALSE
Dpysl3	chr18	FALSE	FALSE
Dpysl4	chr7	FALSE	FALSE
Dpysl5	chr5	FALSE	FALSE
Dram2	chr3	FALSE	FALSE
Draxin	chr4	FALSE	FALSE
Drc1	chr5	FALSE	FALSE
Drc3	chr11	FALSE	FALSE
Drc7	chr8	FALSE	FALSE
Drd1	chr13	FALSE	TRUE
Drd2	chr9	FALSE	FALSE
Drd3	chr16	FALSE	FALSE
Drd4	chr7	FALSE	FALSE
Drd5	chr5	FALSE	FALSE
Drosha	chr15	FALSE	FALSE
Drp2	chrX	FALSE	FALSE
Dsc2	chr18	TRUE	FALSE
Dsc3	chr18	TRUE	FALSE
Dscam	chr16	FALSE	TRUE
Dscaml1	chr9	FALSE	FALSE
Dscc1	chr15	FALSE	FALSE
Dse	chr10	FALSE	FALSE
Dsel	chr1	FALSE	TRUE
Dsg1c	chr18	FALSE	FALSE
Dsg2	chr18	FALSE	FALSE
Dsn1	chr2	FALSE	FALSE
Dsp	chr13	FALSE	FALSE
Dst	chr1	FALSE	FALSE
Dstn	chr2	FALSE	FALSE
Dtd1	chr2	FALSE	TRUE
Dtl	chr1	FALSE	FALSE
Dtna	chr18	FALSE	FALSE
Dtnb	chr12	FALSE	FALSE
Dtnbp1	chr13	FALSE	FALSE
Dtx4	chr19	FALSE	FALSE
Duox1	chr2	FALSE	FALSE
Duox2	chr2	FALSE	FALSE
Dus2	chr8	FALSE	FALSE
Dusp1	chr17	FALSE	FALSE
Dusp10	chr1	FALSE	FALSE
Dusp14	chr11	FALSE	FALSE
Dusp15	chr2	FALSE	FALSE
Dusp2	chr2	FALSE	FALSE
Dusp23	chr1	FALSE	FALSE
Dusp26	chr8	FALSE	FALSE
Dusp28	chr1	FALSE	FALSE
Dusp3	chr11	FALSE	FALSE
Dusp4	chr8	FALSE	FALSE
Dusp5	chr19	FALSE	FALSE
Dusp6	chr10	FALSE	FALSE
Dusp7	chr9	FALSE	FALSE
Dusp8	chr7	FALSE	FALSE
Dut	chr2	FALSE	FALSE
Dvl1	chr4	FALSE	FALSE
Dvl2	chr11	FALSE	FALSE
Dvl3	chr16	FALSE	FALSE
Dxo	chr17	FALSE	FALSE
Dync1h1	chr12	FALSE	FALSE
Dync1i1	chr6	FALSE	FALSE
Dynlrb2	chr8	TRUE	FALSE
Dyrk1a	chr16	FALSE	FALSE
Dyrk1b	chr7	FALSE	FALSE
Dyrk2	chr10	FALSE	TRUE
Dyrk3	chr1	FALSE	FALSE
Dysf	chr6	FALSE	FALSE
Dzank1	chr2	FALSE	FALSE
Dzip1	chr14	FALSE	FALSE
E030018B13Rik	chr7	FALSE	FALSE
E030025P04Rik	chr11	FALSE	FALSE
E130114P18Rik	chr4	FALSE	FALSE
E130308A19Rik	chr4	FALSE	FALSE
E2f1	chr2	FALSE	TRUE
E2f2	chr4	FALSE	FALSE
E2f3	chr13	FALSE	FALSE
E2f5	chr3	FALSE	FALSE
E2f7	chr10	FALSE	FALSE
E2f8	chr7	FALSE	FALSE
E330034G19Rik	chr14	FALSE	FALSE
E430018J23Rik	chr7	FALSE	FALSE
E4f1	chr17	FALSE	FALSE
Eaf2	chr16	FALSE	FALSE
Ear1	chr14	FALSE	FALSE
Ebag9	chr15	FALSE	FALSE
Ebf1	chr11	FALSE	FALSE
Ebf2	chr14	FALSE	FALSE
Ebf3	chr7	TRUE	FALSE
Ebf4	chr2	FALSE	FALSE
Ece1	chr4	FALSE	FALSE
Ece2	chr16	FALSE	FALSE
Ecel1	chr1	FALSE	FALSE
Ech1	chr7	FALSE	FALSE
Echdc2	chr4	FALSE	FALSE
Echdc3	chr2	TRUE	FALSE
Eci1	chr17	FALSE	FALSE
Eci2	chr13	FALSE	FALSE
Ect2	chr3	FALSE	FALSE
Eda	chrX	FALSE	FALSE
Edar	chr10	FALSE	FALSE
Edem1	chr6	FALSE	FALSE
Edem3	chr1	FALSE	FALSE
Edn2	chr4	FALSE	FALSE
Edrf1	chr7	FALSE	FALSE
Eea1	chr10	FALSE	FALSE
Eed	chr7	FALSE	FALSE
Eef1a1	chr9	FALSE	FALSE
Eef1a2	chr2	FALSE	FALSE
Eef1akmt2	chr7	FALSE	TRUE
Eef1akmt3	chr10	FALSE	FALSE
Eef1d	chr15	FALSE	FALSE
Eef1g	chr19	FALSE	FALSE
Eef2k	chr7	FALSE	FALSE
Eef2kmt	chr16	FALSE	FALSE
Eefsec	chr6	FALSE	FALSE
Eepd1	chr9	FALSE	FALSE
Efcab11	chr12	FALSE	FALSE
Efcab12	chr6	FALSE	FALSE
Efcab14	chr4	FALSE	FALSE
Efcab2	chr1	FALSE	FALSE
Efcab5	chr11	FALSE	FALSE
Efcab6	chr15	FALSE	TRUE
Efcab8	chr2	FALSE	FALSE
Efcab9	chr11	FALSE	FALSE
Efemp2	chr19	FALSE	FALSE
Efhc1	chr1	FALSE	FALSE
Efhd1	chr1	FALSE	FALSE
Efhd2	chr4	FALSE	FALSE
Efna3	chr3	FALSE	FALSE
Efna5	chr17	FALSE	FALSE
Efnb1	chrX	FALSE	FALSE
Efnb2	chr8	FALSE	FALSE
Efnb3	chr11	FALSE	FALSE
Efr3a	chr15	FALSE	FALSE
Efr3b	chr12	FALSE	FALSE
Efs	chr14	FALSE	FALSE
Eftud2	chr11	FALSE	FALSE
Egf	chr3	FALSE	FALSE
Egfl7	chr2	FALSE	FALSE
Egflam	chr15	FALSE	FALSE
Egfr	chr11	FALSE	FALSE
Egln3	chr12	FALSE	FALSE
Egr1	chr18	FALSE	FALSE
Egr2	chr10	FALSE	FALSE
Egr3	chr14	FALSE	FALSE
Egr4	chr6	FALSE	FALSE
Ehbp1	chr11	FALSE	FALSE
Ehd1	chr19	FALSE	FALSE
Ehd2	chr7	FALSE	FALSE
Ehd3	chr17	TRUE	FALSE
Ehd4	chr2	FALSE	FALSE
Ehf	chr2	FALSE	FALSE
Ehmt1	chr2	FALSE	FALSE
Ehmt2	chr17	FALSE	FALSE
Eid1	chr2	FALSE	FALSE
Eif1	chr11	FALSE	FALSE
Eif1b	chr9	FALSE	TRUE
Eif2a	chr3	FALSE	FALSE
Eif2ak3	chr6	FALSE	FALSE
Eif2ak4	chr2	FALSE	FALSE
Eif2b2	chr12	FALSE	FALSE
Eif2b4	chr5	FALSE	FALSE
Eif2s1	chr12	FALSE	FALSE
Eif3a	chr19	FALSE	FALSE
Eif3b	chr5	FALSE	FALSE
Eif3d	chr15	FALSE	FALSE
Eif3f	chr7	FALSE	FALSE
Eif3g	chr9	FALSE	FALSE
Eif3h	chr15	FALSE	FALSE
Eif4a1	chr11	FALSE	FALSE
Eif4a3l1	chr6	FALSE	FALSE
Eif4e3	chr6	TRUE	TRUE
Eif4ebp1	chr8	FALSE	FALSE
Eif4enif1	chr11	FALSE	FALSE
Eif4g1	chr16	FALSE	FALSE
Eif4g2	chr7	FALSE	FALSE
Eif4g3	chr4	FALSE	FALSE
Eif5	chr12	FALSE	FALSE
Eif5a	chr11	FALSE	FALSE
Eif5a2	chr3	FALSE	FALSE
Eif5b	chr1	FALSE	FALSE
Eipr1	chr12	FALSE	FALSE
Elac2	chr11	FALSE	FALSE
Elavl1	chr8	FALSE	FALSE
Elavl2	chr4	FALSE	FALSE
Elavl3	chr9	FALSE	FALSE
Elavl4	chr4	TRUE	FALSE
Elf1	chr14	FALSE	FALSE
Elf3	chr1	FALSE	TRUE
Elf5	chr2	FALSE	FALSE
Elfn1	chr5	FALSE	TRUE
Elfn2	chr15	FALSE	FALSE
Elk1	chrX	FALSE	FALSE
Elk3	chr10	TRUE	TRUE
Elk4	chr1	FALSE	FALSE
Ell	chr8	FALSE	FALSE
Ell2	chr13	FALSE	FALSE
Elmo1	chr13	FALSE	FALSE
Elmo2	chr2	FALSE	FALSE
Elmod3	chr6	FALSE	FALSE
Eln	chr5	FALSE	TRUE
Eloa	chr4	FALSE	FALSE
Eloc	chr1	FALSE	FALSE
Elovl2	chr13	FALSE	FALSE
Elovl4	chr9	FALSE	FALSE
Elovl5	chr9	FALSE	FALSE
Elovl6	chr3	FALSE	FALSE
Elovl7	chr13	FALSE	FALSE
Elp1	chr4	FALSE	FALSE
Elp4	chr2	TRUE	FALSE
Elp5	chr11	FALSE	FALSE
Emb	chr13	FALSE	FALSE
Emc10	chr7	FALSE	FALSE
Emc6	chr11	FALSE	FALSE
Emc8	chr8	FALSE	FALSE
Emcn	chr3	TRUE	FALSE
Emd	chrX	FALSE	FALSE
Emid1	chr11	FALSE	FALSE
Emilin1	chr5	FALSE	FALSE
Emilin2	chr17	FALSE	FALSE
Emilin3	chr2	FALSE	FALSE
Eml1	chr12	FALSE	FALSE
Eml2	chr7	FALSE	FALSE
Eml4	chr17	FALSE	TRUE
Eml5	chr12	FALSE	FALSE
Eml6	chr11	FALSE	FALSE
Emp1	chr6	FALSE	TRUE
Emsy	chr7	FALSE	FALSE
Emx1	chr6	FALSE	FALSE
En1	chr1	FALSE	FALSE
En2	chr5	TRUE	FALSE
Enah	chr1	FALSE	FALSE
Enc1	chr13	FALSE	FALSE
Endod1	chr9	FALSE	FALSE
Endou	chr15	FALSE	FALSE
Endov	chr11	FALSE	FALSE
Engase	chr11	FALSE	FALSE
Enho	chr4	FALSE	FALSE
Enkur	chr2	TRUE	FALSE
Eno1	chr4	FALSE	FALSE
Eno1b	chr18	TRUE	FALSE
Eno2	chr6	FALSE	FALSE
Eno4	chr19	FALSE	FALSE
Enoph1	chr5	FALSE	FALSE
Enox1	chr14	FALSE	FALSE
Enox2	chrX	FALSE	FALSE
Enpep	chr3	FALSE	FALSE
Enpp1	chr10	FALSE	FALSE
Enpp2	chr15	FALSE	FALSE
Enpp3	chr10	FALSE	FALSE
Enpp6	chr8	FALSE	FALSE
Enpp7	chr11	FALSE	FALSE
Ensa	chr3	FALSE	FALSE
Enthd1	chr15	FALSE	FALSE
Entpd1	chr19	FALSE	FALSE
Entpd2	chr2	FALSE	FALSE
Entpd6	chr2	FALSE	FALSE
Entpd7	chr19	FALSE	FALSE
Eny2	chr15	FALSE	FALSE
Eogt	chr6	FALSE	FALSE
Eomes	chr9	FALSE	FALSE
Ep300	chr15	FALSE	FALSE
Epas1	chr17	FALSE	FALSE
Epb41	chr4	FALSE	FALSE
Epb41l1	chr2	FALSE	FALSE
Epb41l2	chr10	FALSE	FALSE
Epb41l3	chr17	FALSE	FALSE
Epb41l4a	chr18	FALSE	TRUE
Epb41l4b	chr4	FALSE	FALSE
Epcam	chr17	FALSE	FALSE
Epg5	chr18	FALSE	TRUE
Epha2	chr4	FALSE	FALSE
Epha3	chr16	TRUE	FALSE
Epha4	chr1	FALSE	FALSE
Epha5	chr5	TRUE	TRUE
Epha6	chr16	FALSE	FALSE
Epha7	chr4	FALSE	FALSE
Epha8	chr4	FALSE	FALSE
Ephb1	chr9	FALSE	FALSE
Ephb2	chr4	FALSE	FALSE
Ephb3	chr16	FALSE	FALSE
Ephb4	chr5	FALSE	FALSE
Ephb6	chr6	FALSE	FALSE
Ephx1	chr1	FALSE	FALSE
Epn1	chr7	FALSE	FALSE
Epn2	chr11	FALSE	FALSE
Epn3	chr11	FALSE	FALSE
Epo	chr5	FALSE	FALSE
Epop	chr11	FALSE	FALSE
Eps15l1	chr8	FALSE	FALSE
Eps8	chr6	FALSE	FALSE
Eps8l1	chr7	FALSE	FALSE
Eps8l2	chr7	FALSE	FALSE
Eps8l3	chr3	FALSE	FALSE
Epsti1	chr14	FALSE	FALSE
Epyc	chr10	TRUE	FALSE
Erbb4	chr1	FALSE	FALSE
Erbin	chr13	FALSE	FALSE
Erc1	chr6	FALSE	FALSE
Erc2	chr14	FALSE	TRUE
Ercc1	chr7	FALSE	FALSE
Ercc2	chr7	FALSE	FALSE
Ercc4	chr16	FALSE	FALSE
Ercc5	chr1	FALSE	FALSE
Ercc6	chr14	FALSE	TRUE
Ercc6l2	chr13	FALSE	FALSE
Ercc8	chr13	FALSE	TRUE
Ereg	chr5	FALSE	FALSE
Erf	chr7	FALSE	FALSE
Erfe	chr1	FALSE	FALSE
Erfl	chr7	FALSE	FALSE
Erg	chr16	FALSE	FALSE
Ergic2	chr6	FALSE	FALSE
Erh	chr12	FALSE	FALSE
Eri1	chr8	FALSE	FALSE
Eri3	chr4	FALSE	FALSE
Erich1	chr8	FALSE	TRUE
Erich3	chr3	FALSE	FALSE
Erich6	chr3	FALSE	FALSE
Erich6b	chr14	FALSE	FALSE
Erlin2	chr8	FALSE	FALSE
Ermard	chr17	TRUE	TRUE
Ermn	chr2	FALSE	FALSE
Ermp1	chr19	FALSE	FALSE
Ern1	chr11	FALSE	FALSE
Erp29	chr5	FALSE	FALSE
Errfi1	chr4	FALSE	FALSE
Esco1	chr18	FALSE	FALSE
Esf1	chr2	FALSE	FALSE
Espl1	chr15	FALSE	FALSE
Espn	chr4	FALSE	FALSE
Esr1	chr10	FALSE	TRUE
Esr2	chr12	FALSE	FALSE
Esrp1	chr4	FALSE	FALSE
Esrra	chr19	FALSE	FALSE
Esrrb	chr12	FALSE	FALSE
Esrrg	chr1	FALSE	TRUE
Esx1	chrX	FALSE	FALSE
Esyt1	chr10	FALSE	FALSE
Esyt2	chr12	FALSE	FALSE
Etaa1	chr11	TRUE	FALSE
Etf1	chr18	FALSE	FALSE
Etfb	chr7	FALSE	FALSE
Etfdh	chr3	FALSE	FALSE
Ethe1	chr7	FALSE	FALSE
Etl4	chr2	FALSE	TRUE
Etnk1	chr6	FALSE	FALSE
Etnk2	chr1	FALSE	TRUE
Etnppl	chr3	FALSE	FALSE
Ets1	chr9	FALSE	FALSE
Ets2	chr16	FALSE	FALSE
Etv1	chr12	FALSE	FALSE
Etv2	chr7	FALSE	FALSE
Etv3	chr3	FALSE	FALSE
Etv4	chr11	FALSE	FALSE
Etv5	chr16	FALSE	FALSE
Etv6	chr6	FALSE	FALSE
Eva1b	chr4	FALSE	FALSE
Eva1c	chr16	FALSE	FALSE
Evc	chr5	FALSE	TRUE
Evc2	chr5	FALSE	FALSE
Evi5l	chr8	FALSE	FALSE
Evx1	chr6	FALSE	FALSE
Ewsr1	chr11	FALSE	FALSE
Exd1	chr2	FALSE	FALSE
Exoc2	chr13	FALSE	FALSE
Exoc3l	chr8	FALSE	FALSE
Exoc3l2	chr7	FALSE	FALSE
Exoc3l4	chr12	FALSE	FALSE
Exoc4	chr6	FALSE	TRUE
Exoc5	chr14	FALSE	FALSE
Exoc7	chr11	FALSE	FALSE
Exoc8	chr8	FALSE	FALSE
Exog	chr9	FALSE	FALSE
