gene_name	gene_id	chr	start	end	gene_length	ctrl_F1_mca	ctrl_F2_mca	ctrl_M1_mca	ctrl_M2_mca	mut_F1_mca	mut_F2_mca	mut_M1_mca	mut_M2_mca
Cfap126	ENSMUSG00000026649.14	chr1	171113917	171126967	13050	0.0182924875860964	0.0210595309338577	0.0218744520427845	0.0189466599360592	0.0240063096666064	0.0293040293040293	0.0186813186813187	0.0247742501267488
Sdhc	ENSMUSG00000058076.12	chr1	171127164	171150603	23439	0.0101945548729069	0.0134851331933238	0.0118149656231226	0.0123413370847588	0.0113762965055155	0.0161068487248745	0.0104010700525044	0.0127465817764325
Mpz	ENSMUSG00000056569.11	chr1	171150710	171161130	10420	0.0172329558072396	0.0173006032171582	0.0121381319414942	0.0143638525564804	0.0192022695515942	0.0170742962621135	0.0153536233462188	0.0189301746984694
Pcp4l1	ENSMUSG00000038370.6	chr1	171173261	171196268	23007	0.0203557988368115	0.0174137985425408	0.0197154005049346	0.0179278012189405	0.0172570237935206	0.0194152965602379	0.0119957537154989	0.0179055807798323
Nr1i3	ENSMUSG00000005677.14	chr1	171213969	171220701	6732	0.0131960471033789	0.00584093018177848	0.0144289557348985	0.0099096291679651	0.00900313925250252	0.0166898470097357	0.00737118668807473	0.0139653583496774
Tomm40l	ENSMUSG00000005674.9	chr1	171216010	171222514	6504	0.0150629971140987	0.00833175534936565	0.0130870614442176	0.0155989701650765	0.0125544267053701	0.0183646698731963	0.00793580026749889	0.016426932333352
Fcer1g	ENSMUSG00000058715.11	chr1	171229571	171234365	4794	0.0173627404974191	0.0162046557538866	0.0106944981316841	0.0189475852126455	0.0154116355653128	0.0138418352531217	0.0136348142256562	0.0176154344759218
Ndufs2	ENSMUSG00000013593.12	chr1	171234852	171251388	16536	0.0128196114275001	0.0159218743079853	0.0140323720429384	0.0125943231558313	0.0126894729523015	0.0124168633340485	0.0117937933386382	0.0172667002349782
Adamts4	ENSMUSG00000006403.13	chr1	171250420	171260637	10217	0.0204139152842648	0.0215513794482207	0.0238025271818983	0.0219274977895668	0.0193491808784565	0.0171476722140299	0.0152062088259182	0.0243898488995417
B4galt3	ENSMUSG00000052423.14	chr1	171270327	171276896	6569	0.0132493132977864	0.0134827810266407	0.0109553958881696	0.0158863416209235	0.0099388980672908	0.0128489144882588	0.00535306146998677	0.0139896993651934
Ppox	ENSMUSG00000062729.11	chr1	171275989	171281186	5197	0.0121353558926488	0.0101684143628853	0.0144327815906338	0.0153846153846154	0.0079025480898963	0.0114130434782609	0.00665754673962608	0.0150428302806602
Usp21	ENSMUSG00000053483.13	chr1	171281944	171287991	6047	0.00900900900900901	0.0166557805355976	0.0111553784860558	0.0219852184488727	0.0139033457249071	0.0133856862395145	0.0111264367816092	0.0142345178685065
Ufc1	ENSMUSG00000062963.10	chr1	171288562	171295024	6462	0.0180282064928153	0.0177922077922078	0.0104722195287501	0.0159256323412841	0.0127077223851417	0.0130968417901512	0.0130699316457598	0.0155646576945582
Dedd	ENSMUSG00000013973.12	chr1	171329144	171342331	13187	0.00891055817081372	0.0135712851117551	0.0182824349251896	0.00799062104711073	0.00998865554356548	0.010947182987826	0.010079466097905	0.0129078893019413
Nit1	ENSMUSG00000013997.10	chr1	171338007	171345646	7639	0.0080963168051011	0.0119547399144376	0.0172941111049324	0.0105162523900574	0.0104244850304395	0.0115137450910389	0.00872472702575623	0.0115218608347028
Pfdn2	ENSMUSG00000006412.10	chr1	171345669	171359254	13585	0.0148371955002833	0.0149843069758024	0.0146693386773547	0.0168578993821712	0.0135716783687085	0.0149308084486526	0.0109893590068406	0.0140673081619694
Klhdc9	ENSMUSG00000045259.4	chr1	171358445	171360798	2353	0.0115440115440115	0.017989417989418	0.0172550575168584	0.0164342629482072	0.0155378486055777	0.0173764906303237	0.0129189290395057	0.0188498838956427
Nectin4	ENSMUSG00000006411.12	chr1	171370098	171388598	18500	0.0254268608175031	0.0235211395391036	0.0256435131289613	0.0244659641127884	0.0277971418612757	0.030372632204718	0.0235803964055828	0.0288061690015745
Arhgap30	ENSMUSG00000048865.16	chr1	171388953	171410298	21345	0.0130496218103233	0.0130799683293745	0.0135938231165185	0.0154410785935688	0.0101963746223565	0.012078567128236	0.00885926055874742	0.0125516376790798
Usf1	ENSMUSG00000026641.13	chr1	171411312	171419142	7830	0.015302613480055	0.0140910739263327	0.0240279598077763	0.0107447831250353	0.0106162395289044	0.0156593406593407	0.00931952662721893	0.0156365695370007
Tstd1	ENSMUSG00000103711.1	chr1	171418871	171420352	1481	0.0220174091141833	0.00614947965941343	0.00576738224927908	0.0126131953428202	0.00530469659723121	0.0116959064327485	0.00238568588469185	0.0216888693163052
F11r	ENSMUSG00000038235.4	chr1	171437534	171464603	27069	0.0192398607509706	0.0196114954763172	0.0215435868961688	0.0192818261372569	0.0160846683078611	0.0186856160318934	0.0133136626965564	0.0190493198797512
Itln1	ENSMUSG00000038209.12	chr1	171518121	171535294	17173	0.00891321344800626	0.0107909134457807	0.0134075024960776	0.0114699331848552	0.0114586772312094	0.012221618685497	0.00705208769724899	0.0147083932970705
Cd244a	ENSMUSG00000004709.14	chr1	171559192	171609746	50554	0.01216234142527	0.0120200786867454	0.0126444544499475	0.0112477368738684	0.0105407369117376	0.0150990042695828	0.0103909859566464	0.0131485642788933
Ly9	ENSMUSG00000004707.14	chr1	171588623	171607410	18787	0.0125509526969381	0.012731969150164	0.0147877611482863	0.0126067507116714	0.0130840560573778	0.0170488072157127	0.0125357712664928	0.0145972880948909
Slamf7	ENSMUSG00000038179.13	chr1	171632402	171653035	20633	0.0120386920407949	0.0150926820697531	0.0124955202484769	0.0130049533282024	0.0111636089925546	0.0131604337925977	0.00977124849803895	0.01320208177492
Cd48	ENSMUSG00000015355.13	chr1	171682008	171705258	23250	0.00956448783464267	0.0119904441637882	0.0139096340552651	0.00908661789001652	0.00988611696605531	0.0111790105386417	0.00628767095856946	0.0111115188433452
Slamf1	ENSMUSG00000015316.11	chr1	171767126	171801184	34058	0.00934529128670019	0.0119551734462552	0.0149811028641683	0.0117562724014337	0.010450099550662	0.0142042005584557	0.0105525788375803	0.0158900385167283
Cd84	ENSMUSG00000038147.13	chr1	171839696	171890718	51022	0.00866255517739681	0.0096621133512839	0.0122849265347433	0.00891313986842939	0.0088965207081238	0.010331757042707	0.00871935163270116	0.0104381698797569
Gm10521	ENSMUSG00000073492.2	chr1	171895663	171898237	2574	0.011471397981034	0.0215817321080479	0.0142999006951341	0.018799050921701	0.0167175360710322	0.013329050907339	0.00627844922304191	0.0117899249732047
Slamf6	ENSMUSG00000015314.10	chr1	171917514	171953170	35656	0.0107598403630957	0.0102212127197314	0.0153866864104463	0.00997866333326149	0.00975614612317632	0.0156791549760687	0.00680403354427123	0.0117804098686647
Vangl2	ENSMUSG00000026556.15	chr1	172000959	172028444	27485	0.0254380907454968	0.0271088359670599	0.0259818106655643	0.0264597163548582	0.0213307028181506	0.0271967983295632	0.0182856875278031	0.0236108947211875
Nhlh1	ENSMUSG00000051251.3	chr1	172052291	172057573	5282	0.0533123028391167	0.0593235039028621	0.050051867219917	0.0613197308443673	0.0526926263463132	0.052915986949429	0.0584465521661113	0.0561561435241661
Ncstn	ENSMUSG00000003458.12	chr1	172066012	172082795	16783	0.0100920844572598	0.0114227434982152	0.0152904248376169	0.0101800335285114	0.0127231228419266	0.015453779151447	0.00812930374904361	0.0106283124591128
Copa	ENSMUSG00000026553.17	chr1	172082528	172122330	39802	0.0118661855138638	0.0100350813173325	0.0149523305768065	0.00909021971980511	0.0104094975911906	0.0138700451923358	0.00718216044019693	0.0117492679489205
Pex19	ENSMUSG00000003464.13	chr1	172126754	172136493	9739	0.0114783809441616	0.0118204205341921	0.0134290885735972	0.0110754486686859	0.00946948842740426	0.0125733072685267	0.00907041367377969	0.0105287871126201
Dcaf8	ENSMUSG00000026554.15	chr1	172148083	172197005	48922	0.0188616983778189	0.0176064279672963	0.0176854586229101	0.0185488878628178	0.0141094148068645	0.0176006698507361	0.0132351997653593	0.0159513862514242
Pea15a	ENSMUSG00000013698.12	chr1	172196727	172206804	10077	0.0155009246165561	0.0219530307249605	0.0164458949254495	0.0161970642820989	0.0123561994034938	0.0207191405393554	0.0122661760196259	0.014471068112407
Casq1	ENSMUSG00000007122.11	chr1	172209893	172219868	9975	0.0399682865404347	0.03494763872728	0.0428397251163822	0.0331751349339289	0.0378656366634841	0.0439277694610778	0.0421624558543874	0.0424904101504869
Atp1a4	ENSMUSG00000007107.6	chr1	172223512	172258414	34902	0.0338804208150942	0.0362145743018078	0.0357017423305389	0.0330633351638294	0.0429483925762502	0.0442993272893582	0.0438313300884077	0.0452740600877437
Igsf8	ENSMUSG00000038034.15	chr1	172261640	172319841	58201	0.0317437620647744	0.0309209097817827	0.0302918079176519	0.0291475393652204	0.0307430195342677	0.0283194763417542	0.0262337771430971	0.0305725299072323
Atp1a2	ENSMUSG00000007097.14	chr1	172271708	172298064	26356	0.0323466361260388	0.0337013986481965	0.0297451743201236	0.0323241777749088	0.0317374268323646	0.0298959796694711	0.0259455601998165	0.0296247821244518
Kcnj9	ENSMUSG00000038026.12	chr1	172320500	172329318	8818	0.013014384319511	0.0171428571428571	0.0182826881856008	0.0136615171777727	0.0155112983531214	0.0207180049328583	0.0134013681731524	0.0156489339681225
Kcnj10	ENSMUSG00000044708.5	chr1	172341209	172374085	32876	0.0245796423623909	0.0266989156851748	0.0292784715203286	0.027585081204603	0.0259713453132589	0.0251784139202951	0.0217035401553042	0.0260108822102468
Pigm	ENSMUSG00000050229.3	chr1	172376545	172384099	7554	0.00819097914533599	0.00882711038961039	0.0151697568023116	0.00945800532366767	0.0114109276412941	0.0117151956323931	0.00822849370962258	0.00945717732207479
Slamf9	ENSMUSG00000026548.4	chr1	172475357	172478575	3218	0.0179285437895008	0.0143213626993599	0.0201398135818908	0.0101881817092173	0.0171019181881211	0.013938571604786	0.00675390460109751	0.0188794463386087
Igsf9	ENSMUSG00000037995.15	chr1	172481787	172498878	17091	0.0336257714554562	0.0289112309955861	0.0293832640430121	0.0304969076562167	0.0275591111617247	0.0267178736219711	0.0275232816800513	0.0282433508173124
Tagln2	ENSMUSG00000026547.15	chr1	172500046	172507380	7334	0.0208107522219814	0.0195521500759627	0.0167978576645297	0.0234730344379467	0.018474828499873	0.0239677601809955	0.0155302334129756	0.0209005947323704
Cfap45	ENSMUSG00000026546.16	chr1	172520800	172545870	25070	0.0339559357498923	0.0327896608160731	0.0340440680506633	0.0312319259687681	0.0285469597487868	0.0277858456772195	0.0237616448475397	0.0289456764286885
Vsig8	ENSMUSG00000049598.9	chr1	172555937	172563717	7780	0.0274952654836221	0.0377601122281973	0.0276501346854698	0.0313748275110756	0.0299612745431075	0.0253164556962025	0.0308026030368764	0.0251441510228799
Slamf8	ENSMUSG00000053318.7	chr1	172581757	172590568	8811	0.0320932317346481	0.0293942403177756	0.0324828473413379	0.0322916666666667	0.0299808301011992	0.0317234173908914	0.0277231264532284	0.0297256820034503
Fcrl6	ENSMUSG00000070504.9	chr1	172596641	172602551	5910	0.012498397641328	0.0146105880914537	0.0157541996692488	0.0126062738199941	0.0167945467118912	0.0151845393780878	0.00972504641499425	0.0163811284777396
Dusp23	ENSMUSG00000026544.6	chr1	172630763	172632962	2199	0.020980669495521	0.0226828314430974	0.0293141592920354	0.0292726863319072	0.0351472548781966	0.0273500344748334	0.0317934782608696	0.032448637686271
Crp	ENSMUSG00000037942.5	chr1	172698054	172833031	134977	0.0113593030214466	0.0121588843428687	0.0149673474820422	0.0108968338317803	0.0126167580841347	0.0148758334611606	0.0108018649677902	0.0139292565450807
Olfr16	ENSMUSG00000037924.6	chr1	172950408	172958357	7949	0.010130414531905	0.00747805353852823	0.0128564364595352	0.00992452358116843	0.00933155956581256	0.00890314999774032	0.0138515001713083	0.0127279493859323
Olfr1408	ENSMUSG00000062527.6	chr1	173128048	173137374	9326	0.00938659681292294	0.0129815904346176	0.00955801425013034	0.00992942721155424	0.00907652117537136	0.0144358672423568	0.00714117923420249	0.0105140410238764
Olfr1406	ENSMUSG00000058981.4	chr1	173181852	173190640	8788	0.00963140569756573	0.0131071384130408	0.0152253349573691	0.00861518825781749	0.00610577904839698	0.010235825388861	0.00545500892174356	0.0102433586437541
Olfr218	ENSMUSG00000046643.2	chr1	173197807	173206336	8529	0.012054244098443	0.00995526177904961	0.00992688979810852	0.00938263142110449	0.0087086594811688	0.0105228543242354	0.00692466358903841	0.0115731857567005
Olfr1404	ENSMUSG00000049456.3	chr1	173212391	173218583	6192	0.0124458605067954	0.00534225373208847	0.0142280894756142	0.00652673350041771	0.0110654685494223	0.0152885569236156	0.00886571056062582	0.00847436253121138
Fcer1a	ENSMUSG00000005339.10	chr1	173221283	173227214	5931	0.0068459172536958	0.00974960042621204	0.0143327067669173	0.0133622658748287	0.010971139449636	0.0121327831495966	0.00475690368814481	0.00817147366545325
Olfr418	ENSMUSG00000049605.3	chr1	173266000	173273994	7994	0.0114631360771541	0.0138434119451237	0.0105624504885133	0.00986109135732233	0.0134243154045134	0.012779552715655	0.00881155540683732	0.0102162580861264
Mptx2	ENSMUSG00000079180.4	chr1	173274381	173277777	3396	0.00621712099473936	0.0110647181628392	0.0161184210526316	0.0181111111111111	0.0120963267117967	0.0147945205479452	0.00702609693145971	0.00903720906750139
Ackr1	ENSMUSG00000037872.5	chr1	173331885	173333750	1865	0.0224787363304982	0.015745148297327	0.0149253731343284	0.00884140725732179	0.00426417056682267	0.0198019801980198	0.00161463939720129	0.0123899322060313
Cadm3	ENSMUSG00000005338.13	chr1	173333257	173367695	34438	0.0123556304138595	0.0158851215898196	0.0194466751696663	0.0144294516808361	0.012860620743999	0.0135675287175155	0.0133527288696153	0.017615065744579
Aim2	ENSMUSG00000037860.15	chr1	173350878	173466040	115162	0.0248992101047099	0.0259478512625267	0.0272233281325658	0.0246038447836814	0.0333640453924233	0.035354636506098	0.0318988290398126	0.0365956210415741
Ifi206	ENSMUSG00000037849.8	chr1	173468484	173491041	22557	0.0109272359777665	0.0114766875009551	0.0150389729481889	0.010402562663056	0.0111546766235082	0.0114532150305773	0.011306263279986	0.0128228667112211
Ifi214	ENSMUSG00000070501.14	chr1	173519716	173535957	16241	0.0143887816278833	0.0134055842092664	0.0153485687120106	0.0114757120471933	0.024937763827254	0.0244657554934682	0.0254933138701353	0.0258688379997634
Ifi213	ENSMUSG00000073491.11	chr1	173566282	173599274	32992	0.00854178795369301	0.0090547703180212	0.0139528562583997	0.00729073602241267	0.00850284845423217	0.0114938459541426	0.00855446044983573	0.0108526522979056
Ifi209	ENSMUSG00000043263.13	chr1	173630916	173647928	17012	0.0115139924280863	0.0120240070464368	0.012846649192635	0.0111962546651061	0.00825847726152515	0.0106977297040295	0.0118793859123895	0.0120063783885189
Ifi208	ENSMUSG00000066677.12	chr1	173673674	173698395	24721	0.0102057545700467	0.00842363638899349	0.0131009025540359	0.0102419429027015	0.0103588735163986	0.0105804458902197	0.00908637216265983	0.0112613555490434
Ifi207	ENSMUSG00000073490.11	chr1	173723426	173741747	18321	0.012304329431674	0.0139390715844689	0.0121085263102114	0.0105920695274307	0.0118553272573658	0.017094380541322	0.00659978296015769	0.013894335317814
Ifi204	ENSMUSG00000073489.6	chr1	173747292	173766943	19651	0.0100227608513357	0.00923782839972388	0.0225248661055853	0.0117312477781728	0.0113801773190419	0.0139972834219674	0.00800948555388859	0.0120918014377814
Mndal	ENSMUSG00000090272.9	chr1	173849125	173880881	31756	0.0202189198350993	0.0234589780292186	0.0233562204005554	0.0233920251709324	0.0254089979550102	0.0283608990670059	0.0244323518037677	0.0276192261164403
Ifi211	ENSMUSG00000026536.9	chr1	173896344	173913046	16702	0.0178695823363722	0.0140066461691357	0.0245923839445317	0.0184252386002121	0.0126376573790666	0.0176945478674383	0.012409212015037	0.0142743977260372
Ifi203	ENSMUSG00000039997.16	chr1	173920406	173942672	22266	0.0131774773657448	0.0158323560274057	0.0247685764323242	0.0173182709493814	0.0223820754716981	0.0229491750120927	0.0191565627876912	0.0257613238932014
Ifi202b	ENSMUSG00000026535.9	chr1	173962567	173982744	20177	0.0141099208348912	0.0148405915766849	0.0196408855831251	0.0167284893446796	0.015714696377083	0.0172180543598573	0.01318150875673	0.0158047328675156
Ifi205	ENSMUSG00000054203.7	chr1	174011997	174031810	19813	0.0117121545662442	0.0114316692594164	0.0221711932852957	0.0113539395088651	0.0131302822150614	0.0162615116568489	0.0115364590469405	0.015268896297263
Olfr433	ENSMUSG00000045381.6	chr1	174040704	174044411	3707	0.0132412614793194	0.01248	0.0083905415713196	0.0124202467035304	0.0107030015797788	0.0141668142376483	0.0142636854279106	0.0114745919749127
Olfr432	ENSMUSG00000047048.4	chr1	174049204	174054752	5548	0.0087173100871731	0.0177330590916671	0.0161151079136691	0.016911354766772	0.0112146538143174	0.0117233991906689	0.00771544396495358	0.0132292732855681
Olfr430	ENSMUSG00000050134.7	chr1	174066604	174072273	5669	0.0054517576239423	0.0155048298775611	0.0161172828264433	0.00812093953023488	0.0157012716475453	0.0128133314661812	0.00807242549981139	0.0119166148102054
Olfr429	ENSMUSG00000049528.7	chr1	174084330	174091343	7013	0.0104303027743761	0.0144061841180604	0.0097323600973236	0.0136399064692128	0.0139879978177851	0.0103337453646477	0.0100233347475605	0.015075912657796
Olfr427	ENSMUSG00000059371.4	chr1	174096890	174103224	6334	0.0164374037840791	0.0129863489953474	0.0201276013975391	0.0173960612691466	0.0138249940716149	0.0141472983415562	0.0124674695878472	0.0160138820029747
Olfr231	ENSMUSG00000046486.4	chr1	174113210	174121162	7952	0.0143873579936318	0.0131124630055903	0.0115816141874774	0.0109974656046343	0.0104259094942325	0.00897269804711866	0.00871878232599379	0.0168895549919299
Olfr424	ENSMUSG00000051528.4	chr1	174131516	174138257	6741	0.0155702772268872	0.0120392756698081	0.0130386278064426	0.0167966118009433	0.0133207145392168	0.0124033691011884	0.0130010185129711	0.01195366225135
Olfr420	ENSMUSG00000055033.4	chr1	174155632	174162195	6563	0.00690138027605521	0.00785501591539172	0.0125085285421879	0.0079918955425484	0.0101425221949999	0.011023432323354	0.0111450096507067	0.0106071419781951
Spta1	ENSMUSG00000026532.7	chr1	174172775	174248450	75675	0.0116489115331172	0.0121047150160954	0.0138792016288687	0.0118657729076755	0.012204252415499	0.0138846522572773	0.0105191582348736	0.0138138194692932
Olfr419	ENSMUSG00000050788.5	chr1	174248513	174252061	3548	0.0148961191689534	0.0193885760257442	0.01316685584563	0.0227700414000753	0.0246784144521957	0.0273284997211378	0.0261166960306768	0.0284104436155861
Mptx1	ENSMUSG00000026531.4	chr1	174330517	174332873	2356	0.0113187680968676	0.014960058097313	0.0258602265441334	0.0088339222614841	0.00702093397745572	0.0134550696780394	0.00834391438418284	0.0126252229998628
Olfr417	ENSMUSG00000066672.2	chr1	174365121	174374472	9351	0.0120219301142744	0.0145090067989066	0.0116985489782598	0.0101187001362133	0.0100948093581611	0.0143550262640844	0.0110134785893205	0.0118867516749514
Olfr248	ENSMUSG00000059503.2	chr1	174391045	174392055	1010	0.0161463939720129	0.0220032088012835	0.0224798033017211	0.00214132762312634	0.00486026731470231	0.0108765195137556	0.00628099173553719	0.0161290322580645
Olfr414	ENSMUSG00000051509.6	chr1	174424063	174434747	10684	0.013444659938858	0.0125342858965363	0.0171790682707065	0.0141524721812093	0.0112037433683725	0.0131402620607504	0.0105996621621622	0.0155714682551931
Olfr220	ENSMUSG00000066671.4	chr1	174442081	174451277	9196	0.015542340107264	0.0168557893577173	0.0138586956521739	0.0176549758530599	0.0102821243220041	0.0139814734655008	0.0140584184279269	0.0142982095999714
Fmn2	ENSMUSG00000028354.13	chr1	174501824	174822729	320905	0.0314991933308004	0.030850471048091	0.0333340166551816	0.0303694853734489	0.0254442946020889	0.0286552721304429	0.023090933700552	0.0268125983800679
Grem2	ENSMUSG00000050069.3	chr1	174833784	174921819	88035	0.0146349302448996	0.0167436851597104	0.0183143566066106	0.0158193788406162	0.0144283380342473	0.0153842895567274	0.013530865627836	0.0161668598901733
Rgs7	ENSMUSG00000026527.13	chr1	175059086	175492500	433414	0.043882736987026	0.0448639962828877	0.0441841693917513	0.0426468940494834	0.0364800878821221	0.04112900142204	0.0341572627513431	0.0391383257847943
Fh1	ENSMUSG00000026526.14	chr1	175600373	175625635	25262	0.0112548661878638	0.016491809768892	0.0139313625552158	0.0134831154312825	0.0118152866242038	0.0135570873758581	0.00934065044598773	0.013654315251481
Kmo	ENSMUSG00000039783.15	chr1	175620380	175662116	41736	0.0131891663895265	0.0157414436887037	0.0195997455158327	0.0140606602322244	0.0142131491659589	0.0145256468452111	0.0124137499739426	0.0169554040048244
Opn3	ENSMUSG00000026525.9	chr1	175662420	175692776	30356	0.0195575020765688	0.0179810920475376	0.0208192915449712	0.0189828891671138	0.0200012692502962	0.0212819529039375	0.0171590710433952	0.0200867550648198
Chml	ENSMUSG00000078185.3	chr1	175682236	175692901	10665	0.0257028643166276	0.024701369179428	0.0276340250213536	0.0258259265470401	0.0303419014258227	0.0267351994970972	0.0272637144745539	0.031758302925351
Wdr64	ENSMUSG00000026523.14	chr1	175698592	175815734	117142	0.0125672451353795	0.0131070133565888	0.0160729540406629	0.0115650478553704	0.0125061399461173	0.0151640930152567	0.0124359243096976	0.0153070079825824
Exo1	ENSMUSG00000039748.11	chr1	175880580	175913489	32909	0.0133016188254855	0.0137413455948417	0.0166320488576123	0.0150972577479032	0.0134151147052273	0.0159942535615946	0.0126334197672315	0.0151110340876815
Gm38100	ENSMUSG00000104158.2	chr1	175920328	175922225	1897	0.0134958641706574	0.0150402864816473	0.0297658130882031	0.0245575221238938	0.0171797418073486	0.0142326732673267	0.01344	0.0181277860326895
Pld5	ENSMUSG00000055214.15	chr1	175962305	176275312	313007	0.0286881735779031	0.029527268980086	0.0306472872185681	0.0288440398231464	0.0403238325791169	0.0410649264899018	0.0390524729406819	0.0408418673872524
Cep170	ENSMUSG00000057335.11	chr1	176733652	176814067	80415	0.016581956797967	0.0173514901669257	0.0213333716940826	0.0161778696622635	0.0146661978947172	0.0158497951936076	0.0122690670621864	0.0169436194182712
Sdccag8	ENSMUSG00000026504.17	chr1	176814659	177020437	205778	0.0420920461173611	0.0424114024616795	0.0441953896452863	0.0407045200383322	0.0535727832896412	0.0559224892783756	0.052472438216119	0.0559174967291563
Akt3	ENSMUSG00000019699.16	chr1	177020072	177258203	238131	0.0244935247499788	0.025452547550397	0.0260567905115669	0.0243593389105893	0.0176532127611169	0.0200349446709377	0.0169756377931895	0.0209082957785701
Zbtb18	ENSMUSG00000063659.11	chr1	177442350	177450764	8414	0.0131806615776081	0.0123802505526898	0.0207843434726542	0.0168196559116144	0.0107566949868336	0.0165842479797371	0.00887273504730344	0.0123603463638648
1700016C15Rik	ENSMUSG00000015962.5	chr1	177729813	177753324	23511	0.0173120807096409	0.0189740744165973	0.015260072578394	0.0124832976406201	0.013625390996872	0.0188136921870917	0.0079268820930434	0.0160152397015307
Adss	ENSMUSG00000015961.8	chr1	177762961	177796511	33550	0.0158684300633453	0.0162447066397095	0.0198399354361423	0.0132962675631411	0.0146237077009802	0.0191933539431122	0.0136487463167843	0.0160385004052148
Catspere1	ENSMUSG00000102483.2	chr1	177808430	177962678	154248	0.0126097863795914	0.0126974090146505	0.0168966191127614	0.0127859860989729	0.0119856693942973	0.0145997873073762	0.0104043493483244	0.0143745945444997
Catspere2	ENSMUSG00000091476.8	chr1	177983422	178172705	189283	0.0148875514729173	0.0148305174390806	0.0191627446123359	0.01382076652875	0.0128907930924807	0.0157246422986996	0.0111609089655832	0.0149793738801212
Desi2	ENSMUSG00000026502.13	chr1	178187416	178257301	69885	0.0149897962036286	0.0161917637271215	0.020195674389774	0.0178777526429989	0.0134289944705781	0.0160889939890677	0.0112137157674775	0.0140929657320555
Cox20	ENSMUSG00000026500.6	chr1	178319129	178322693	3564	0.00996498788042014	0.0123985371510124	0.0168251645940015	0.00842919476398255	0.0104670886599644	0.0110773240660295	0.0125	0.0122608289847694
Hnrnpu	ENSMUSG00000039630.10	chr1	178321107	178337797	16690	0.00895668888798004	0.00817346663064037	0.0134480703322903	0.0120321790835957	0.00907913136464588	0.00940297384719541	0.00648319957076748	0.0128978350062668
Efcab2	ENSMUSG00000026495.8	chr1	178406084	178484513	78429	0.0322070784471038	0.0327918009308987	0.0342625983430147	0.0315871837170012	0.0467710673285402	0.0508272874367138	0.0449753278201672	0.0500747272295762
Kif26b	ENSMUSG00000026494.12	chr1	178529124	178939200	410076	0.0388133180589671	0.0392331824747084	0.037932391695217	0.0367859475427036	0.0343825684611615	0.0363862455793772	0.0325533276835139	0.0348099096752595
Smyd3	ENSMUSG00000055067.15	chr1	178951959	179518041	566082	0.0451086051791203	0.0457420537956776	0.0464483455700067	0.0442999191676024	0.0460387040360808	0.0477998899775201	0.0437961758600273	0.0473210275071458
Tfb2m	ENSMUSG00000026492.11	chr1	179528054	179546267	18213	0.0102415568680903	0.0101175596243497	0.0125891055817081	0.0088880519725073	0.0103564933045601	0.0131857924600691	0.0113439678158769	0.00981532231176456
Cnst	ENSMUSG00000038949.8	chr1	179546369	179627478	81109	0.023522084012677	0.0236704739263011	0.0279284293292914	0.0246459117345193	0.0224721676039618	0.0236918788800203	0.0196160414581002	0.0235000555134239
Sccpdh	ENSMUSG00000038936.13	chr1	179668209	179687189	18980	0.0222631060563825	0.0201487962088449	0.0297319715900254	0.0226543472377933	0.0196321650407566	0.0199453046285444	0.01487747957993	0.0205024937761804
Kif28	ENSMUSG00000087236.3	chr1	179695296	179745271	49975	0.0222559728956131	0.0219193258026865	0.0258935796199671	0.0237718776417546	0.0210418682783428	0.0246097201767305	0.0180796962453645	0.0239955221338006
Ahctf1	ENSMUSG00000026491.13	chr1	179744893	179803680	58787	0.01173069793308	0.0119432954059184	0.0118580575456743	0.0110304024368813	0.010930512530209	0.0121238518094768	0.00786853856107467	0.0125933250527416
Cdc42bpa	ENSMUSG00000026490.18	chr1	179960471	180165603	205132	0.0174719789017613	0.0174838114353403	0.0199604524825007	0.0163469294209197	0.0132746220513547	0.0151430716480523	0.0113519326477763	0.0148517701697962
Coq8a	ENSMUSG00000026489.13	chr1	180165237	180199602	34365	0.0263146730022698	0.0263118552847959	0.0290676519159179	0.0273871553187752	0.0284237859491717	0.0291382374863827	0.0268546621076492	0.0303981860961027
Psen2	ENSMUSG00000010609.15	chr1	180227003	180263438	36435	0.0227901220243275	0.0223018173201363	0.0241020186317254	0.0234012595640642	0.022884855832986	0.0253168622077588	0.0213155946152632	0.0239584764140538
Itpkb	ENSMUSG00000038855.10	chr1	180330484	180424802	94318	0.0394289929556343	0.0386475384213681	0.0417307702269396	0.0397470054367838	0.0366989268072919	0.0380922585200249	0.0353540018267089	0.0381237120650316
Stum	ENSMUSG00000053963.7	chr1	180432386	180483504	51118	0.058101551087523	0.0567817728729085	0.0561620529543118	0.0600089058620195	0.0525798137738436	0.053034999307161	0.0533958870607044	0.0547818445296723
Parp1	ENSMUSG00000026496.11	chr1	180568923	180601254	32331	0.00857522813775393	0.010905280719423	0.0171289551478805	0.0109541273372212	0.0104297597300664	0.0110724891231786	0.00870911829056915	0.0125939170557489
Lin9	ENSMUSG00000058729.13	chr1	180641149	180690694	49545	0.0170790784729295	0.014944979629136	0.0194138938467828	0.0172663088327608	0.0147856120890047	0.0175433449702233	0.0152984039172508	0.0173012618005136
Mixl1	ENSMUSG00000026497.7	chr1	180693042	180697034	3992	0.0127502634351949	0.0213836477987421	0.0249662618083671	0.0164879511126485	0.0105440097799511	0.0147058823529412	0.0146564474922684	0.0155186614070831
