gene_name	gene_id	chr	start	end	strand	gene_length	gene_type	n_ca_sites_mean	total_coverage_mean	mca_ctrl	mca_mut	mca_diff	log2_fc	ctrl_F1_mca	ctrl_F2_mca	ctrl_M1_mca	ctrl_M2_mca	mut_F1_mca	mut_F2_mca	mut_M1_mca	mut_M2_mca	dss_stat	dss_pval	dss_fdr	p_bonferroni	p_bh	sig_bonferroni	sig_fdr	dispersion	overlaps_sig_gene	loo_n_sig
Gm4969	ENSMUSG00000085601.7	chr7	19099045	19118368	-	19323	protein_coding	3065.875	66144.5	0.0243071855969856	0.021249840410747	-0.00305734518623856	-0.193930854405477	0.0215930215930216	0.025209933893157	0.0266463170536429	0.0237794698481209	0.0215473658519577	0.0233261068956892	0.0157946692991115	0.0243312195962297	-1.42658053933719	0.15370083687959	0.669663350084923	1	0.669663350084923	FALSE	FALSE	0.001	FALSE	0
Vangl2	ENSMUSG00000026556.15	chr1	172000959	172028444	-	27485	protein_coding	4077.375	72240.125	0.0262471134332448	0.0226060208491761	-0.00364109258406867	-0.21545170012733	0.0254380907454968	0.0271088359670599	0.0259818106655643	0.0264597163548582	0.0213307028181506	0.0271967983295632	0.0182856875278031	0.0236108947211875	-1.42643546727056	0.153742682064598	0.669663350084923	1	0.669663350084923	FALSE	FALSE	0.001	FALSE	0
Arl5c	ENSMUSG00000038352.15	chr11	97989577	97996181	-	6604	protein_coding	1009.125	17496.875	0.0310262072012274	0.0259832225132606	-0.00504298468796679	-0.255906976356531	0.0272909163665466	0.0287553060386143	0.028044082071499	0.0400145243282498	0.0208699393982859	0.0315851764183741	0.0252069917203312	0.0262707825160513	-1.42629710665941	0.15378259943817	0.669663350084923	1	0.669663350084923	FALSE	FALSE	0.001	FALSE	0
F11r	ENSMUSG00000038235.4	chr1	171437534	171464603	+	27069	protein_coding	4090.875	86777.125	0.0199191923151784	0.0167833167290155	-0.00313587558616285	-0.247131299887876	0.0192398607509706	0.0196114954763172	0.0215435868961688	0.0192818261372569	0.0160846683078611	0.0186856160318934	0.0133136626965564	0.0190493198797512	-1.42612582275502	0.153832026175388	0.669663350084923	1	0.669663350084923	FALSE	FALSE	0.001	FALSE	0
Foxc2	ENSMUSG00000046714.7	chr8	121116170	121118895	+	2725	protein_coding	321.875	4878	0.0146669814499236	0.0139628795229318	-0.000704101926991857	-0.0709754916124911	0.00755327758295117	0.00950524006824275	0.0217008797653959	0.0199085283831047	0.010381593714927	0.0173868575811813	0.00622621930127983	0.0218568474943389	-1.42612297763817	0.153832847281758	0.669663350084923	1	0.669663350084923	FALSE	FALSE	0.001	FALSE	0
Pitx3	ENSMUSG00000025229.15	chr19	46135684	46148326	-	12642	protein_coding	1815	36723.375	0.0617759591545156	0.0537491775146859	-0.00802678163982968	-0.200802827162831	0.0654178948369307	0.059067289350786	0.0571014110510352	0.0655172413793104	0.0542548328108673	0.0540048764511081	0.0506894542629637	0.0560475465338045	-1.42602455207178	0.153861255146877	0.669663350084923	1	0.669663350084923	FALSE	FALSE	0.001	FALSE	0
Il9	ENSMUSG00000021538.3	chr13	56479276	56482246	-	2970	protein_coding	460	9873.125	0.0453147624615357	0.0378279205686085	-0.00748684189292716	-0.260529649794215	0.0552225481443693	0.0370016710432084	0.0507926735416346	0.0382421571169303	0.0348061554718975	0.0366295625161791	0.0396402398401066	0.0402357244462508	-1.42596371108204	0.153878817239502	0.669663350084923	1	0.669663350084923	FALSE	FALSE	0.00111939916750767	FALSE	0
Cbfa2t3	ENSMUSG00000006362.16	chr8	122625140	122699109	-	73969	protein_coding	12241.25	239435.125	0.0364023992283017	0.0315860112856548	-0.00481638794264692	-0.204747775896962	0.0347503046380469	0.0365693537913153	0.0395235942689806	0.034766344214864	0.0307620702021217	0.034217732984556	0.0289296346582629	0.0324346072976785	-1.42595882104465	0.153880228842351	0.669663350084923	1	0.669663350084923	FALSE	FALSE	0.001	FALSE	0
Bpifb5	ENSMUSG00000038572.7	chr2	154223741	154240902	+	17161	protein_coding	2730.25	56156.75	0.0592461806190252	0.051504789560344	-0.00774139105868121	-0.202015553437174	0.0583913727252303	0.0583984693046735	0.058555216662545	0.0616396637836521	0.0500591897579797	0.0529981114258735	0.0515665421098017	0.0513953149477212	-1.42550477972128	0.154011339448334	0.66984791119701	1	0.66984791119701	FALSE	FALSE	0.001	FALSE	0
Klra9	ENSMUSG00000033024.16	chr6	130178674	130193112	-	14438	protein_coding	1991.125	41651.125	0.0107499395566129	0.00862624762761921	-0.00212369192899373	-0.317523511825526	0.00714581607290804	0.0086216486817221	0.0183762266246991	0.00885606684712251	0.0090775541881479	0.00871194687356171	0.00613477018956115	0.0105807192592061	-1.42540551611119	0.154040014472276	0.66984791119701	1	0.66984791119701	FALSE	FALSE	0.001	FALSE	0
Gm45021	ENSMUSG00000107588.1	chr6	48589609	48613250	+	23641	protein_coding	3731.5	83324.5	0.0242968506965719	0.0304509642471718	0.00615411355059987	0.325718585571507	0.0233839673403442	0.0236247096527594	0.0267363733948237	0.0234423523983603	0.0283651616565033	0.0318648848297629	0.0309374016986474	0.0306364088037734	1.42539034035038	0.154044398765761	0.66984791119701	1	0.66984791119701	FALSE	FALSE	0.001	FALSE	0
Ddx10	ENSMUSG00000053289.8	chr9	53098634	53248053	-	149419	protein_coding	20589.125	461002.75	0.0209432272511131	0.0175045569477024	-0.00343867030341074	-0.258753225170897	0.0201380204017057	0.0195908624491489	0.0239374238114588	0.0201066023421391	0.0163957156684991	0.0198778640815614	0.015288508959395	0.0184561390813539	-1.4251508102718	0.154113611823567	0.66984791119701	1	0.66984791119701	FALSE	FALSE	0.001	FALSE	0
Zbtb8b	ENSMUSG00000048485.12	chr4	129425764	129440853	-	15089	protein_coding	2340	54354.875	0.022103576865982	0.0186745522309606	-0.00342902463502132	-0.243206198462087	0.019696445559111	0.0234174899377973	0.0248348824004064	0.0204654895666132	0.0174524873923672	0.0188148324788363	0.0160118521895211	0.0224190368631181	-1.42513383082378	0.154118518991615	0.66984791119701	1	0.66984791119701	FALSE	FALSE	0.001	FALSE	0
Senp3	ENSMUSG00000005204.12	chr11	69673114	69682084	-	8970	protein_coding	1288.25	28148.125	0.0142099309896246	0.0130616936553196	-0.00114823733430499	-0.121557570904685	0.0140512502903151	0.0137952176578786	0.0157909066158454	0.0132023493944592	0.00950105358217941	0.0203217158176944	0.00784922394678492	0.0145747812746196	-1.42499979297854	0.154157260946803	0.66984791119701	1	0.66984791119701	FALSE	FALSE	0.001	FALSE	0
Fbxo42	ENSMUSG00000028920.9	chr4	141147912	141204062	+	56150	protein_coding	8901.75	196643.125	0.0174538729375308	0.0144750383720494	-0.00297883456548145	-0.269980026956172	0.0180902352111692	0.0194990984226663	0.0183391681360148	0.0138869899802731	0.0129348076844071	0.0172284896447213	0.0117532388417333	0.0159836173173357	-1.42495448708825	0.154170357718637	0.66984791119701	1	0.66984791119701	FALSE	FALSE	0.001	FALSE	0
Braf	ENSMUSG00000002413.15	chr6	39603236	39725463	-	122227	protein_coding	17228.75	397397.75	0.0155974378928322	0.0126284623439754	-0.00296897554885681	-0.304630079180296	0.0150688490517017	0.0147510452090693	0.0185900172628218	0.013979840047736	0.01135390379181	0.0144640491428345	0.0111085469316551	0.013587349509602	-1.42483921949907	0.154203682436991	0.66984791119701	1	0.66984791119701	FALSE	FALSE	0.001	FALSE	0
Hoxc4	ENSMUSG00000075394.4	chr15	103018933	103036852	+	17919	protein_coding	2386.375	39551.75	0.0156961849295814	0.0125955422223114	-0.00310064270726998	-0.317500714716238	0.0127424876378851	0.0172520752710407	0.0190131661969461	0.0137770106124537	0.0129522994913779	0.0120681265206813	0.0105222635698704	0.0148394793073162	-1.42478769436441	0.154218580507289	0.66984791119701	1	0.66984791119701	FALSE	FALSE	0.001	FALSE	0
Adgrb3	ENSMUSG00000033569.17	chr1	25067475	25829707	-	762232	protein_coding	104688	2398988.5	0.0253496108159332	0.0213009624194866	-0.00404864839644657	-0.251044982455286	0.02477480295728	0.025069814386516	0.0267158362709387	0.024837989648998	0.0205373535214527	0.0230514371000008	0.0188379601777002	0.0227770988787926	-1.42437322310234	0.154338461263875	0.670225707611683	1	0.670225707611683	FALSE	FALSE	0.001	FALSE	0
Fbxo21	ENSMUSG00000032898.9	chr5	117976729	118010201	+	33472	protein_coding	5672.5	117817	0.0179941744544241	0.0156660813484556	-0.0023280931059684	-0.199885560196639	0.016544776033182	0.0196600818146605	0.0202302477637086	0.0155415922061452	0.0142520686790945	0.0186128417462635	0.0112446526787533	0.0185547622897113	-1.42377931497035	0.154510365352996	0.670240622472049	1	0.670240622472049	FALSE	FALSE	0.001	FALSE	0
Msantd1	ENSMUSG00000051246.3	chr5	34908011	34923839	+	15828	protein_coding	2561.75	50038.375	0.0190417738130985	0.0148219652326482	-0.00421980858045035	-0.361431131273342	0.0193210684319914	0.0189576680029897	0.0197766473014057	0.0181117115160073	0.0151861155514958	0.0142791575297057	0.014114206033398	0.0157083818159933	-1.4234956057773	0.154592535050199	0.670240622472049	1	0.670240622472049	FALSE	FALSE	0.001	FALSE	0
Fhl3	ENSMUSG00000032643.12	chr4	124700700	124708611	+	7911	protein_coding	1234.625	19891	0.0346527804784794	0.028407810546657	-0.00624496993182246	-0.286683472246586	0.0400396064112878	0.0303696419274599	0.0375326629186792	0.0306692106564907	0.0328738735910076	0.0255426967061563	0.0263356474494416	0.0288790244400224	-1.42348552486832	0.154595455359068	0.670240622472049	1	0.670240622472049	FALSE	FALSE	0.001	FALSE	0
Olfr459	ENSMUSG00000045479.7	chr6	41768769	41775177	-	6408	protein_coding	915.625	20552.25	0.0155383695550061	0.0130107483530956	-0.00252762120191049	-0.256131183864511	0.0132483932799639	0.0154017857142857	0.0212518678399469	0.0122514313858277	0.0129910126830361	0.0152577319587629	0.00976099906696332	0.01403324970362	-1.42342889360749	0.154611861481405	0.670240622472049	1	0.670240622472049	FALSE	FALSE	0.001	FALSE	0
Gm826	ENSMUSG00000074623.4	chr2	160311392	160334162	-	22770	protein_coding	3629.625	76462.625	0.0251624611145013	0.0213415246450776	-0.00382093646942368	-0.237609791218986	0.024326859497778	0.0230689634183456	0.0266207575012297	0.0266332640406517	0.0222642699463892	0.0228523653591584	0.0170657467532468	0.023183716521516	-1.42335007499867	0.154634697497827	0.670240622472049	1	0.670240622472049	FALSE	FALSE	0.001	FALSE	0
Acp4	ENSMUSG00000012777.14	chr7	44252147	44257378	-	5231	protein_coding	853.875	15184	0.0150607552673821	0.014296178160738	-0.000764577106644087	-0.0751646015070696	0.013353115727003	0.0181803995006242	0.0196548860385716	0.00905461980332976	0.0164501468044886	0.0194539807094981	0.0055490342546153	0.0157315508743501	-1.42334272950108	0.154636825830114	0.670240622472049	1	0.670240622472049	FALSE	FALSE	0.001	FALSE	0
Ppp1r10	ENSMUSG00000039220.16	chr17	35916433	35932283	+	15850	protein_coding	2331.375	49482.125	0.0137116108911507	0.0112021694963212	-0.00250944139482949	-0.291619911760093	0.0138219073770681	0.0146029593393553	0.0123210860262653	0.0141004908219139	0.0112153136091991	0.0116866015582135	0.00709055876685934	0.0148162040510128	-1.42311388841778	0.154703142881082	0.670240622472049	1	0.670240622472049	FALSE	FALSE	0.001	FALSE	0
Fdxacb1	ENSMUSG00000037845.14	chr9	50768235	50773348	+	5113	protein_coding	777.25	16066.75	0.0186997540097777	0.0179533980905053	-0.000746355919272385	-0.0587623591036759	0.0200609446419502	0.019836867862969	0.0288022479803302	0.0060989555538614	0.014052498011439	0.0301605318631425	0.00794517826993743	0.0196553842175023	-1.42302463358077	0.154729014361045	0.670240622472049	1	0.670240622472049	FALSE	FALSE	0.00151637574282615	FALSE	0
Spop	ENSMUSG00000057522.15	chr11	95414079	95493406	+	79327	protein_coding	11430	259472.125	0.0192219835276997	0.0160022916377168	-0.00321969188998292	-0.264478692622288	0.0189504237995437	0.0192323974667254	0.0211615814078872	0.0175435314366426	0.0159041808291286	0.0178319635806945	0.012905765503876	0.0173672566371681	-1.42288911474271	0.154768302244891	0.670240622472049	1	0.670240622472049	FALSE	FALSE	0.001	FALSE	0
Hexa	ENSMUSG00000025232.8	chr9	59539539	59565109	+	25570	protein_coding	3906.375	84553.875	0.0152701447872509	0.0125976546169769	-0.00267249017027408	-0.277558578136024	0.0143579343385357	0.0142817603099917	0.0150023349937733	0.017438549506703	0.0113032475748629	0.0144197577355175	0.00923610118622267	0.0154315119713044	-1.42277393624249	0.154801699274888	0.670240622472049	1	0.670240622472049	FALSE	FALSE	0.001	FALSE	0
Garem2	ENSMUSG00000044576.6	chr5	30105160	30118378	+	13218	protein_coding	2020.875	36485.875	0.0333395631489054	0.0280910687377082	-0.00524849441119726	-0.247123687185113	0.0298351311374869	0.0325297432686287	0.0383093240462245	0.0326840541432816	0.0258856306536651	0.0273282991729594	0.0289948751096542	0.0301554700145541	-1.42275369231929	0.154807569745899	0.670240622472049	1	0.670240622472049	FALSE	FALSE	0.001	FALSE	0
Saal1	ENSMUSG00000006763.14	chr7	46686107	46710680	-	24573	protein_coding	3787.375	85821.25	0.0166877692756573	0.0140011916373805	-0.00268657763827681	-0.253241496717462	0.0165406082863347	0.014846249265522	0.0208292928901129	0.0145349266606597	0.0122437316951211	0.0162359900373599	0.0115862068965517	0.0159388379204893	-1.42267028470382	0.154831758638984	0.670240622472049	1	0.670240622472049	FALSE	FALSE	0.001	FALSE	0
Fam220a	ENSMUSG00000118332.1	chr5	143548705	143564531	+	15826	protein_coding	4966.75	97292.25	0.0203004949491283	0.0164683031872038	-0.00383219176192446	-0.301822987848202	0.0190403842383846	0.0168855534709193	0.0271337281274047	0.0181423139598045	0.0158247959935938	0.0182543126830856	0.0163310660650549	0.015463038007081	-1.42265311832901	0.154836737384755	0.670240622472049	1	0.670240622472049	FALSE	FALSE	0.001	FALSE	0
Fam220a	ENSMUSG00000083012.9	chr5	143548707	143564531	+	15824	protein_coding	4966.75	97292.25	0.0203004949491283	0.0164683031872038	-0.00383219176192446	-0.301822987848202	0.0190403842383846	0.0168855534709193	0.0271337281274047	0.0181423139598045	0.0158247959935938	0.0182543126830856	0.0163310660650549	0.015463038007081	-1.42265311832901	0.154836737384755	0.670240622472049	1	0.670240622472049	FALSE	FALSE	0.001	FALSE	0
Slc18a1	ENSMUSG00000036330.12	chr8	69037710	69089235	-	51525	protein_coding	7640.25	171491.125	0.0177657911534251	0.0148897675494636	-0.00287602360396158	-0.254780705215224	0.0162222440420249	0.0168329217891365	0.0212884596236184	0.0167195391589207	0.0149096533094462	0.0171162353678111	0.0116733596302991	0.0158598218902979	-1.42256993595047	0.15486086440533	0.670240622472049	1	0.670240622472049	FALSE	FALSE	0.001	FALSE	0
Gm17542	ENSMUSG00000091731.1	chr10	58713605	58718210	-	4605	protein_coding	651.875	14956.5	0.0208675697792551	0.0168962767890858	-0.00397129299016925	-0.304557221407694	0.0181142591732466	0.0174499596744629	0.0287323943661972	0.0191736659031136	0.0182901072906987	0.0157994161085351	0.0153177395984268	0.0181778441586827	-1.42237672005246	0.154916917629486	0.670240622472049	1	0.670240622472049	FALSE	FALSE	0.001	FALSE	0
Bhlha15	ENSMUSG00000052271.7	chr5	144190285	144194441	+	4156	protein_coding	634.625	12327	0.0179837358887424	0.0142400926686656	-0.00374364322007683	-0.336734218437483	0.0155997226715969	0.0218526055029638	0.0140488254260709	0.0204337899543379	0.0141298043971108	0.0129456283608843	0.0104497354497355	0.0194352024669318	-1.42237290179131	0.154918025487816	0.670240622472049	1	0.670240622472049	FALSE	FALSE	0.00101592338391231	FALSE	0
Skint7	ENSMUSG00000049214.13	chr4	111972922	111988223	+	15301	protein_coding	2064.75	43943.5	0.0120156711191954	0.010406065714411	-0.00160960540478432	-0.207492507424921	0.00814257182362882	0.0131505390656196	0.0182477137679633	0.00852185981956974	0.0107091515766984	0.0114863384557604	0.00606654819535511	0.0133622246298303	-1.42227436913908	0.154946616556171	0.670240622472049	1	0.670240622472049	FALSE	FALSE	0.001	FALSE	0
Prune1	ENSMUSG00000015711.8	chr3	95253673	95282076	-	28403	protein_coding	4336.125	96557.375	0.0202951459004702	0.0263407018948412	0.00604555599437103	0.376159077768677	0.0197649213038385	0.02290489063652	0.0215263837109263	0.0169843879505958	0.0262260958478899	0.0276598427844802	0.023980385121397	0.0274964838255977	1.42214992841381	0.154982731056297	0.670240622472049	1	0.670240622472049	FALSE	FALSE	0.001	FALSE	0
Nostrin	ENSMUSG00000034738.8	chr2	69135799	69189330	+	53531	protein_coding	7978.375	184088.375	0.0164084408829289	0.0134576519948145	-0.00295078888811435	-0.286011441936692	0.0144270964982209	0.015796075563988	0.0186791902146515	0.0167314012548551	0.0131577660167676	0.0141587491797198	0.0108208767426645	0.0156932160401062	-1.42209067354607	0.154999929923215	0.670240622472049	1	0.670240622472049	FALSE	FALSE	0.001	FALSE	0
Ccdc154	ENSMUSG00000059562.14	chr17	25162460	25171913	+	9453	protein_coding	1539	29694.875	0.0192252478210249	0.0160640795531224	-0.00316116826790244	-0.259163876228718	0.0171349047577629	0.0201586522734707	0.0213816577975934	0.0182257764552725	0.0162888006489902	0.0162555810828384	0.0125102431029773	0.0192016933776837	-1.42184874649135	0.155070164867969	0.670386594416132	1	0.670386594416132	FALSE	FALSE	0.001	FALSE	0
Clint1	ENSMUSG00000006169.20	chr11	45851963	45910625	+	58662	protein_coding	8929.875	210676.5	0.0187638246013224	0.0159406600489164	-0.00282316455240601	-0.235242552427181	0.0185010532498263	0.0167951747960089	0.0207676234815562	0.0189914468778983	0.0142700967621883	0.0190127524559156	0.0125920791023287	0.0178877118752331	-1.42168865772538	0.155116654251531	0.670386594416132	1	0.670386594416132	FALSE	FALSE	0.001	FALSE	0
Add1	ENSMUSG00000029106.14	chr5	34573663	34632308	+	58645	protein_coding	8992	218080.875	0.016313749724988	0.0132252692438154	-0.00308848048117254	-0.30279133103397	0.0149674026187476	0.0147500959529191	0.0179432924248836	0.0175942079034015	0.0120410880730455	0.0149626539916578	0.0112819150702215	0.014615419840337	-1.42159952204684	0.155142543619345	0.670386594416132	1	0.670386594416132	FALSE	FALSE	0.001	FALSE	0
Astn2	ENSMUSG00000028373.16	chr4	65380802	66404611	-	1023809	protein_coding	144768.125	3214863.25	0.0302480020219949	0.025611465699482	-0.00463653632251289	-0.240050032660768	0.0295511241782031	0.0304491003997547	0.0320018178799348	0.028989965630087	0.025005373214831	0.0269031420919982	0.0235927479613275	0.0269445995297713	-1.4213019181506	0.155229006134687	0.670386594416132	1	0.670386594416132	FALSE	FALSE	0.001	FALSE	0
Sorbs3	ENSMUSG00000022091.6	chr14	70180467	70211989	-	31522	protein_coding	4710.625	90912.25	0.0273017680471117	0.0225402269175977	-0.00476154112951408	-0.276492342765418	0.0271154679830511	0.0273027340100891	0.0300458558620218	0.0247430143332851	0.024020715112115	0.0226921465817336	0.0208395245170877	0.0226085214594543	-1.42123433268566	0.155248646758202	0.670386594416132	1	0.670386594416132	FALSE	FALSE	0.001	FALSE	0
Lypd2	ENSMUSG00000022595.7	chr15	74732246	74734329	-	2083	protein_coding	382	7870.75	0.0351561566776415	0.0286251753403492	-0.00653098133729224	-0.296492831268415	0.0391024583402079	0.0325554595217517	0.0344546381243629	0.0345120707242435	0.0241601853384081	0.0256805341551104	0.0314145314145314	0.0332454504533471	-1.42120347182116	0.155257615684088	0.670386594416132	1	0.670386594416132	FALSE	FALSE	0.001	FALSE	0
Selenok	ENSMUSG00000042682.9	chr14	29968307	29975662	+	7355	protein_coding	1062.75	23102	0.0108178557214809	0.00900696974363363	-0.00181088597784728	-0.264300841169301	0.0118520159503766	0.00670716889428919	0.0166642928357784	0.00804794520547945	0.0104202120696426	0.00977966979232584	0.00461406631072441	0.0112139308018416	-1.42118133474658	0.155264049504458	0.670386594416132	1	0.670386594416132	FALSE	FALSE	0.001	FALSE	0
Tpbpa	ENSMUSG00000033834.7	chr13	60938491	60941984	-	3493	protein_coding	498.875	11183.125	0.0113552874366161	0.00860285717658086	-0.00275243026003524	-0.400476433814758	0.00887049083382614	0.0102684779120762	0.0137973325157136	0.0124848484848485	0.0125264188875715	0.0106126386878919	0.0048145738451529	0.00645779728570708	-1.4210043211378	0.155315503229003	0.670466648925201	1	0.670466648925201	FALSE	FALSE	0.00112595562623445	FALSE	0
Zc3h4	ENSMUSG00000059273.9	chr7	16400909	16437696	+	36787	protein_coding	5740.375	125935.75	0.0176203749308521	0.0142373646198562	-0.00338301031099588	-0.307562498908587	0.0183805360197681	0.0177307585697126	0.0176109859007285	0.0167592192331992	0.0127508303823877	0.015203831588327	0.0123582779154658	0.0166365185932445	-1.42085224798317	0.155359717682551	0.670515425616788	1	0.670515425616788	FALSE	FALSE	0.001	FALSE	0
Prss43	ENSMUSG00000058398.6	chr9	110826689	110831839	+	5150	protein_coding	769.875	16199.375	0.0253652391759374	0.0304143147765011	0.00504907560056372	0.26189773707079	0.0285330146399761	0.0238628968110492	0.0263557072430793	0.0227093380096449	0.0332438408085913	0.0240643863179074	0.0314514553623755	0.0328975766171302	1.42042965701243	0.155482633908802	0.670903777876766	1	0.670903777876766	FALSE	FALSE	0.001	FALSE	0
Rnf215	ENSMUSG00000003581.14	chr11	4135201	4141172	+	5971	protein_coding	952	19651.125	0.0184938494795518	0.0153484540083886	-0.00314539547116321	-0.268952206076254	0.0165235493104346	0.0224940334128878	0.0195838433292534	0.0153739718656315	0.0127463445645264	0.0161523474325938	0.0133210455764075	0.0191740784600267	-1.42012648912178	0.155570859802165	0.671056585227715	1	0.671056585227715	FALSE	FALSE	0.001	FALSE	0
Olfr957	ENSMUSG00000095322.2	chr9	39510233	39515809	-	5576	protein_coding	787.875	19026.125	0.0163167648270239	0.0216240844688071	0.00530731964178323	0.406284014233208	0.0206403659233848	0.0107974884103046	0.0152768317602413	0.0185523732141648	0.0196869650281242	0.0269571897478874	0.0200693573378588	0.019782825761358	1.41998759698221	0.15561129195388	0.671056585227715	1	0.671056585227715	FALSE	FALSE	0.00110555910215959	FALSE	0
Acaca	ENSMUSG00000020532.18	chr11	84129671	84401651	+	271980	protein_coding	39150.5	894102.625	0.0190562099414854	0.0155130703664558	-0.00354313957502964	-0.296776957857145	0.0183437966156924	0.0190867608647764	0.0202818791425724	0.0185124031429005	0.0152830759423515	0.0162759775797601	0.0133840603612487	0.0171091675824628	-1.41996842907736	0.155616872446896	0.671056585227715	1	0.671056585227715	FALSE	FALSE	0.001	FALSE	0
Pcnx	ENSMUSG00000021140.9	chr12	81860022	82000924	+	140902	protein_coding	21471.25	522625.125	0.0228094486906055	0.0190606928447955	-0.00374875584580996	-0.259031015511165	0.0210481806009068	0.0207894675213803	0.02610414787232	0.0232959987678149	0.0181920663292623	0.0205929180757282	0.0171260417101023	0.0203317452640894	-1.41956174604172	0.155735308869944	0.671425180315265	1	0.671425180315265	FALSE	FALSE	0.001	FALSE	0
Msh5	ENSMUSG00000007035.15	chr17	35028604	35046745	-	18141	protein_coding	2868.125	64448.5	0.0259326091855905	0.0230473987807911	-0.00288521040479942	-0.170163437266708	0.026690293940335	0.0250559935903272	0.0287650851380393	0.0232190640736605	0.0207838426172648	0.0282562919883686	0.0180063714852948	0.0251430890322362	-1.41888398183893	0.15593284299252	0.671894647686314	1	0.671894647686314	FALSE	FALSE	0.001	FALSE	0
Gm21083	ENSMUSG00000096878.2	chr5	15577332	15582078	+	4746	protein_coding	688.375	13701.625	0.0160197500593088	0.0133145375876449	-0.00270521247166384	-0.266849314158418	0.0121754700089526	0.0112394630034343	0.024090694378838	0.0165733728460103	0.0100916367010788	0.0150134513581533	0.0123774713407543	0.0157755909505935	-1.41865033090629	0.15600098451725	0.671894647686314	1	0.671894647686314	FALSE	FALSE	0.001	FALSE	0
Ehf	ENSMUSG00000012350.15	chr2	103263432	103303278	-	39846	protein_coding	6104	142096.75	0.0310074041463123	0.037923997624218	0.00691659347790569	0.290498296265379	0.0292185964730827	0.0312880499130887	0.033324800446813	0.0301981697522649	0.0378714087098412	0.0395312177454163	0.0366992097693467	0.0375941542722677	1.41862689329172	0.156007821066329	0.671894647686314	1	0.671894647686314	FALSE	FALSE	0.001	FALSE	0
Olfr630	ENSMUSG00000050281.4	chr7	103753479	103757333	-	3854	protein_coding	571.375	13819	0.0105035616128271	0.0141191895884091	0.00361562797558204	0.426778674510406	0.00885095621937727	0.0140997830802603	0.00560123942319151	0.0134622677284793	0.0137293729372937	0.0179138977174227	0.0122367101303912	0.012596777568529	1.41835550991337	0.156086997801463	0.671894647686314	1	0.671894647686314	FALSE	FALSE	0.001	FALSE	0
1700016C15Rik	ENSMUSG00000015962.5	chr1	177729813	177753324	+	23511	protein_coding	3443	71852.25	0.0160073813363131	0.0140953012446345	-0.0019120800916786	-0.183523003715793	0.0173120807096409	0.0189740744165973	0.015260072578394	0.0124832976406201	0.013625390996872	0.0188136921870917	0.0079268820930434	0.0160152397015307	-1.41802497071388	0.156183474559695	0.671894647686314	1	0.671894647686314	FALSE	FALSE	0.001	FALSE	0
Adcyap1r1	ENSMUSG00000029778.12	chr6	55451977	55501451	+	49474	protein_coding	8017.75	163542.875	0.0579191822963135	0.051262418397865	-0.00665676389844846	-0.176139692580906	0.0570377624381972	0.0578796288738334	0.0586455688079282	0.0581137690652951	0.0507366854301752	0.0517560217560218	0.0483231157591057	0.0542338506461574	-1.4180231381672	0.156184009563812	0.671894647686314	1	0.671894647686314	FALSE	FALSE	0.001	FALSE	0
Lcorl	ENSMUSG00000015882.18	chr5	45697180	45857615	-	160435	protein_coding	21287.75	510018.875	0.0157935230480977	0.0128526520626835	-0.00294087098541422	-0.297266946838643	0.0154832761636184	0.0154860696187125	0.0182612219496487	0.0139435244604112	0.0121893544754917	0.0138283591695629	0.0107216265763013	0.0146712680293779	-1.41790172323456	0.156219459228538	0.671894647686314	1	0.671894647686314	FALSE	FALSE	0.001	FALSE	0
Dnm1	ENSMUSG00000026825.17	chr2	32308470	32353338	-	44868	protein_coding	6965.125	129905	0.019266055754856	0.0154418419329203	-0.00382421382193569	-0.319216395640954	0.0177065689241848	0.0198258602225637	0.0220653133274493	0.0174664805452263	0.0153759716973264	0.0154370158765039	0.0145520258702682	0.0164023542875828	-1.41788969438979	0.156222971637173	0.671894647686314	1	0.671894647686314	FALSE	FALSE	0.001	FALSE	0
Rbm4b	ENSMUSG00000033760.17	chr19	4756496	4767065	+	10569	protein_coding	1522.75	40211.375	0.0123469375462174	0.00983339747794981	-0.00251354006826763	-0.328391384836982	0.0102576272974185	0.0130138271913909	0.0155390093881515	0.0105772863079089	0.00853023523562812	0.0120345406947212	0.00840643274853801	0.0103623812329119	-1.41771940474446	0.156272702442245	0.671894647686314	1	0.671894647686314	FALSE	FALSE	0.001	FALSE	0
Ube3c	ENSMUSG00000039000.8	chr5	29569241	29676092	+	106851	protein_coding	15778.875	365235.125	0.0132666625570951	0.0105275950737755	-0.00273906748331961	-0.333629578732278	0.0121952430936117	0.0136215630635899	0.0154625899595213	0.0117872541116578	0.0104541309017332	0.0110927939751324	0.00850832260795204	0.0120551328102845	-1.41770309647909	0.156277465682247	0.671894647686314	1	0.671894647686314	FALSE	FALSE	0.001	FALSE	0
Zmym4	ENSMUSG00000042446.16	chr4	126861938	126968135	-	106197	protein_coding	15089.625	341252.75	0.0154468556452765	0.0127977069170175	-0.00264914872825891	-0.271427861259219	0.0139444031225453	0.0161844281143282	0.0179714317351345	0.0136871596090978	0.0116345603662026	0.0149248116057622	0.0103175398176901	0.0143139158784153	-1.4176289100127	0.156299135099844	0.671894647686314	1	0.671894647686314	FALSE	FALSE	0.001	FALSE	0
