gene_name	chr	mch_hyper	k119ub_gained
Stxbp5l	chr16	FALSE	TRUE
Abca13	chr11	TRUE	TRUE
Cdc26	chr4	FALSE	TRUE
Exoc3l	chr8	TRUE	TRUE
Btaf1	chr19	FALSE	FALSE
Tmtc1	chr6	FALSE	TRUE
Raph1	chr1	FALSE	TRUE
Pla2g5	chr4	FALSE	FALSE
Sema3f	chr9	FALSE	FALSE
Trim9	chr12	FALSE	TRUE
Dock10	chr1	FALSE	FALSE
Kank1	chr19	FALSE	TRUE
Myo16	chr8	FALSE	TRUE
Elovl7	chr13	FALSE	TRUE
Greb1l	chr18	FALSE	TRUE
Fbxw7	chr3	FALSE	TRUE
Thbs2	chr17	TRUE	TRUE
Clgn	chr8	FALSE	TRUE
Pank1	chr19	FALSE	TRUE
2900026A02Rik	chr5	FALSE	FALSE
Ripor1	chr8	FALSE	TRUE
Fnip2	chr3	FALSE	TRUE
Cep83	chr10	FALSE	TRUE
Ptprc	chr1	FALSE	TRUE
Nfam1	chr15	FALSE	FALSE
Il1r1	chr1	FALSE	TRUE
Dock7	chr4	FALSE	TRUE
Dock4	chr12	FALSE	TRUE
Ostf1	chr19	FALSE	TRUE
Trim24	chr6	FALSE	TRUE
Arl15	chr13	FALSE	TRUE
Kifc3	chr8	FALSE	FALSE
Spag6	chr2	FALSE	FALSE
Stox2	chr8	FALSE	TRUE
Fbxw8	chr5	FALSE	FALSE
Csnka2ip	chr16	FALSE	TRUE
Tll2	chr19	FALSE	FALSE
Lrp12	chr15	FALSE	TRUE
Lrrc55	chr2	FALSE	TRUE
Tmem245	chr4	FALSE	TRUE
Oxsm	chr14	TRUE	TRUE
Ehbp1	chr11	FALSE	TRUE
Sphkap	chr1	FALSE	TRUE
Adam28	chr14	FALSE	TRUE
D5Ertd579e	chr5	FALSE	TRUE
Pitpnm3	chr11	FALSE	FALSE
Fut10	chr8	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Dicer1	chr12	FALSE	TRUE
Tesk2	chr4	FALSE	TRUE
Specc1l	chr10	FALSE	FALSE
Tmem236	chr2	TRUE	TRUE
Spag9	chr11	FALSE	TRUE
Nalcn	chr14	FALSE	TRUE
Stra6	chr9	FALSE	FALSE
Grap	chr11	FALSE	FALSE
Hydin	chr8	TRUE	TRUE
Cd6	chr19	TRUE	TRUE
Slc66a2	chr18	FALSE	TRUE
Pdgfra	chr5	FALSE	FALSE
Cit	chr5	FALSE	FALSE
Arhgef26	chr3	FALSE	TRUE
Arhgef19	chr4	FALSE	FALSE
Gnaz	chr10	FALSE	TRUE
Bdnf	chr2	TRUE	TRUE
Manea	chr4	TRUE	TRUE
Mob2	chr7	FALSE	FALSE
Col11a2	chr17	FALSE	FALSE
Igsf10	chr3	TRUE	TRUE
Glra1	chr11	FALSE	FALSE
Tnfaip8	chr18	FALSE	TRUE
Ap1s3	chr1	FALSE	TRUE
Acsl6	chr11	FALSE	TRUE
Rictor	chr15	FALSE	TRUE
Mef2a	chr7	FALSE	TRUE
Mb21d2	chr16	FALSE	TRUE
Ano4	chr10	FALSE	TRUE
Ccdc6	chr10	FALSE	TRUE
Wwc1	chr11	FALSE	FALSE
Garem1	chr18	FALSE	TRUE
A930004D18Rik	chr2	TRUE	TRUE
Zfp638	chr6	FALSE	TRUE
Ranbp17	chr11	FALSE	TRUE
Kdm7a	chr6	FALSE	TRUE
Trps1	chr15	FALSE	TRUE
Slc45a3	chr1	FALSE	FALSE
Nipbl	chr15	FALSE	TRUE
Apc	chr18	FALSE	TRUE
Ruvbl1	chr6	TRUE	TRUE
Zdhhc17	chr10	FALSE	TRUE
Snx2	chr18	FALSE	TRUE
Plxdc2	chr2	TRUE	TRUE
Stpg2	chr3	TRUE	TRUE
Spink13	chr18	FALSE	TRUE
Shtn1	chr19	FALSE	TRUE
Pou2f3	chr9	FALSE	FALSE
Pard3b	chr1	TRUE	TRUE
Kcnq2	chr2	FALSE	FALSE
Nabp1	chr1	TRUE	TRUE
Rbms1	chr2	FALSE	TRUE
Map2	chr1	FALSE	TRUE
Atp6v0d1	chr8	FALSE	TRUE
Dmbx1	chr4	TRUE	FALSE
Dnah6	chr6	FALSE	TRUE
Syt14	chr1	FALSE	TRUE
Tmtc4	chr14	TRUE	TRUE
Clec16a	chr16	FALSE	FALSE
Ror2	chr13	FALSE	FALSE
Rnmt	chr18	TRUE	TRUE
Hivep2	chr10	FALSE	TRUE
Cpm	chr10	FALSE	FALSE
Epc2	chr2	FALSE	TRUE
Tnni1	chr1	FALSE	FALSE
Pip5k1b	chr19	FALSE	TRUE
Col11a1	chr3	FALSE	TRUE
Foxp4	chr17	FALSE	FALSE
Creb5	chr6	FALSE	TRUE
Slc44a5	chr3	FALSE	TRUE
Klhl2	chr8	FALSE	TRUE
Intu	chr3	TRUE	TRUE
Esd	chr14	FALSE	TRUE
Adra1d	chr2	FALSE	FALSE
Ica1	chr6	FALSE	TRUE
Gprc5b	chr7	FALSE	FALSE
Pou3f3	chr1	FALSE	FALSE
Ccdc171	chr4	FALSE	TRUE
Tex264	chr9	FALSE	TRUE
Myof	chr19	TRUE	TRUE
Kctd16	chr18	TRUE	TRUE
Tgfbrap1	chr1	FALSE	TRUE
Plagl1	chr10	FALSE	FALSE
Prrc2b	chr2	FALSE	FALSE
Rfx6	chr10	FALSE	FALSE
Ccny	chr18	FALSE	TRUE
Mapkbp1	chr2	FALSE	FALSE
Gm16223	chr5	FALSE	TRUE
Ice1	chr13	FALSE	TRUE
Sec14l1	chr11	FALSE	FALSE
Sspo	chr6	FALSE	TRUE
Amer2	chr14	TRUE	TRUE
Cep170b	chr12	FALSE	FALSE
Ptgfrn	chr3	FALSE	FALSE
Il10ra	chr9	TRUE	TRUE
Dazl	chr17	TRUE	TRUE
Zfp217	chr2	FALSE	FALSE
Klf8	chrX	FALSE	TRUE
Arsg	chr11	TRUE	TRUE
Dtna	chr18	FALSE	TRUE
Adamts18	chr8	TRUE	TRUE
Col7a1	chr9	FALSE	FALSE
Rnf13	chr3	FALSE	TRUE
Mpp4	chr1	FALSE	FALSE
Lhfpl3	chr5	TRUE	TRUE
Ppp2r5a	chr1	FALSE	TRUE
Trim33	chr3	FALSE	TRUE
Sorbs2	chr8	FALSE	TRUE
Atp8b1	chr18	FALSE	FALSE
Gtf2f2	chr14	FALSE	TRUE
Slc2a9	chr5	FALSE	TRUE
Map4k4	chr1	FALSE	TRUE
Saxo1	chr4	FALSE	TRUE
Taf4b	chr18	FALSE	TRUE
Tmprss7	chr16	TRUE	TRUE
Pvalb	chr15	FALSE	FALSE
Nuak1	chr10	FALSE	FALSE
Fermt2	chr14	FALSE	TRUE
Ddit4l	chr3	FALSE	FALSE
Tanc1	chr2	FALSE	TRUE
Slc6a13	chr6	FALSE	FALSE
L3mbtl4	chr17	TRUE	TRUE
Prr7	chr13	FALSE	FALSE
Ndp	chrX	TRUE	TRUE
Mgat5b	chr11	FALSE	FALSE
Tmem135	chr7	FALSE	TRUE
Ptpn11	chr5	FALSE	FALSE
Kcnq4	chr4	FALSE	FALSE
Ppp3cc	chr14	FALSE	TRUE
Atoh8	chr6	TRUE	TRUE
Tbc1d2b	chr9	FALSE	TRUE
Bex6	chr16	TRUE	TRUE
Srek1ip1	chr13	FALSE	TRUE
Fam13c	chr10	FALSE	TRUE
Ppp1r12a	chr10	FALSE	TRUE
Ptpn3	chr4	FALSE	TRUE
Ap1b1	chr11	FALSE	FALSE
Myo6	chr9	FALSE	TRUE
Dapk2	chr9	FALSE	FALSE
Csnk1g3	chr18	FALSE	TRUE
4930505A04Rik	chr11	TRUE	TRUE
Alpk1	chr3	FALSE	FALSE
4932438H23Rik	chr16	FALSE	FALSE
Unc13a	chr8	FALSE	TRUE
Rnf19a	chr15	FALSE	TRUE
Gpc1	chr1	FALSE	FALSE
Pex5l	chr3	FALSE	TRUE
Syt16	chr12	FALSE	TRUE
Strn	chr17	FALSE	TRUE
Ust	chr10	FALSE	TRUE
Car5a	chr8	FALSE	FALSE
Gfra1	chr19	FALSE	FALSE
Cdc40	chr10	TRUE	TRUE
Tmem65	chr15	TRUE	TRUE
Nacc2	chr2	FALSE	FALSE
Itgb4	chr11	FALSE	FALSE
Il11ra1	chr4	FALSE	TRUE
Dglucy	chr12	TRUE	TRUE
Hddc2	chr10	FALSE	TRUE
Jmjd1c	chr10	FALSE	TRUE
Lemd2	chr17	FALSE	FALSE
Slc6a12	chr6	FALSE	FALSE
Prpf40a	chr2	FALSE	TRUE
Btrc	chr19	FALSE	TRUE
Mmp16	chr4	FALSE	TRUE
Flnb	chr14	FALSE	TRUE
Lgi2	chr5	FALSE	TRUE
Uxs1	chr1	FALSE	TRUE
Gsdme	chr6	FALSE	TRUE
Bbx	chr16	FALSE	TRUE
Hmcn2	chr2	FALSE	FALSE
Fabp12	chr3	FALSE	TRUE
Rundc3b	chr5	FALSE	TRUE
Cdh7	chr1	TRUE	TRUE
Oxr1	chr15	FALSE	TRUE
Itprid1	chr6	FALSE	FALSE
Mtmr3	chr11	FALSE	FALSE
Atp11c	chrX	FALSE	TRUE
Phtf2	chr5	FALSE	TRUE
Stat5a	chr11	FALSE	FALSE
Bub1b	chr2	FALSE	TRUE
Slc25a12	chr2	FALSE	FALSE
Lamc2	chr1	TRUE	TRUE
Slc16a7	chr10	FALSE	TRUE
Tmem260	chr14	FALSE	FALSE
Cryzl2	chr1	FALSE	FALSE
Tspan13	chr12	FALSE	TRUE
Ryk	chr9	FALSE	FALSE
Ppp2r2a	chr14	FALSE	TRUE
Ipcef1	chr10	TRUE	TRUE
Tecpr1	chr5	FALSE	FALSE
Scg5	chr2	FALSE	TRUE
Osbpl8	chr10	FALSE	TRUE
Sec24d	chr3	FALSE	TRUE
Itga7	chr10	TRUE	TRUE
Rnf141	chr7	FALSE	FALSE
Obscn	chr11	FALSE	FALSE
Man1a2	chr3	FALSE	TRUE
Eea1	chr10	FALSE	TRUE
Il6ra	chr3	FALSE	FALSE
Med15	chr16	FALSE	FALSE
Foxo1	chr3	FALSE	TRUE
Glb1l2	chr9	FALSE	FALSE
Skap2	chr6	FALSE	FALSE
Col8a2	chr4	FALSE	FALSE
Sh3tc1	chr5	FALSE	TRUE
Oxct1	chr15	FALSE	TRUE
Samd14	chr11	FALSE	FALSE
Gli2	chr1	FALSE	FALSE
Prr5l	chr2	FALSE	FALSE
Vsnl1	chr12	FALSE	TRUE
Il17ra	chr6	FALSE	FALSE
Rnf182	chr13	TRUE	TRUE
Spam1	chr6	TRUE	TRUE
Igdcc4	chr9	FALSE	FALSE
Zbtb46	chr2	FALSE	TRUE
Chst9	chr18	TRUE	TRUE
Vangl2	chr1	FALSE	TRUE
Ccdc150	chr1	FALSE	TRUE
Dgkd	chr1	FALSE	FALSE
Rapgef5	chr12	FALSE	TRUE
St7	chr6	FALSE	TRUE
Pla2r1	chr2	FALSE	TRUE
Myo3a	chr2	FALSE	TRUE
Adcy2	chr13	FALSE	TRUE
Dlc1	chr8	TRUE	TRUE
Xpnpep1	chr19	FALSE	TRUE
Barhl1	chr2	FALSE	FALSE
Ly86	chr13	FALSE	TRUE
Pax7	chr4	FALSE	FALSE
Cdc42ep4	chr11	FALSE	FALSE
Rsu1	chr2	FALSE	TRUE
Ext2	chr2	FALSE	TRUE
Iqca1l	chr5	FALSE	FALSE
Crb2	chr2	FALSE	TRUE
Jarid2	chr13	FALSE	TRUE
Gnal	chr18	FALSE	TRUE
Ssh1	chr5	FALSE	FALSE
Etv6	chr6	FALSE	TRUE
Bmpr1a	chr14	FALSE	TRUE
Lrig3	chr10	FALSE	TRUE
Slc30a3	chr5	FALSE	FALSE
Col22a1	chr15	FALSE	FALSE
Ggta1	chr2	FALSE	TRUE
Sgpp2	chr1	FALSE	TRUE
Slc12a1	chr2	TRUE	TRUE
Cnksr3	chr10	FALSE	TRUE
Stk32b	chr5	FALSE	TRUE
Lcp1	chr14	FALSE	TRUE
Sema3e	chr5	TRUE	TRUE
N4bp1	chr8	FALSE	TRUE
Flt1	chr5	FALSE	FALSE
Plcb2	chr2	FALSE	FALSE
Galnt5	chr2	TRUE	TRUE
Lin28b	chr10	FALSE	FALSE
Ctif	chr18	FALSE	TRUE
Epha7	chr4	TRUE	TRUE
Recql5	chr11	FALSE	FALSE
0610040J01Rik	chr5	FALSE	FALSE
Bpi	chr2	FALSE	FALSE
Tmod1	chr4	FALSE	FALSE
Mrtfb	chr16	FALSE	TRUE
Pdgfrl	chr8	TRUE	TRUE
Dusp8	chr7	FALSE	FALSE
Top1	chr2	FALSE	FALSE
Lyn	chr4	TRUE	TRUE
Apmap	chr2	FALSE	TRUE
Msh2	chr17	FALSE	FALSE
Tbc1d31	chr15	TRUE	TRUE
Rasgrp2	chr19	FALSE	FALSE
Epm2a	chr10	FALSE	TRUE
Lep	chr6	TRUE	TRUE
1110059E24Rik	chr19	FALSE	TRUE
Tfdp2	chr9	FALSE	TRUE
Runx3	chr4	FALSE	FALSE
Vipr1	chr9	FALSE	FALSE
Eaf2	chr16	FALSE	TRUE
Akap9	chr5	FALSE	TRUE
Slc12a3	chr8	FALSE	FALSE
Map3k9	chr12	FALSE	FALSE
Tbl1xr1	chr3	FALSE	TRUE
Pdzd8	chr19	FALSE	TRUE
Ehd1	chr19	FALSE	FALSE
Neurod4	chr10	TRUE	TRUE
Sec23a	chr12	FALSE	TRUE
Cdyl2	chr8	FALSE	TRUE
Col6a3	chr1	FALSE	FALSE
Tspear	chr10	FALSE	FALSE
Pacc1	chr1	FALSE	TRUE
Evc	chr5	FALSE	FALSE
Rassf3	chr10	FALSE	TRUE
Abhd12	chr2	FALSE	TRUE
Ada	chr2	FALSE	FALSE
Ppp1r9a	chr6	FALSE	TRUE
Kmt5b	chr19	FALSE	TRUE
Efs	chr14	FALSE	FALSE
1190005I06Rik	chr8	FALSE	FALSE
Rdh5	chr10	TRUE	TRUE
Cacna2d3	chr14	FALSE	TRUE
Numa1	chr7	FALSE	FALSE
Arid4a	chr12	FALSE	TRUE
Dpysl5	chr5	FALSE	TRUE
Itm2c	chr1	TRUE	TRUE
Osbpl3	chr6	TRUE	TRUE
Gbe1	chr16	FALSE	TRUE
Arhgap5	chr12	FALSE	TRUE
Rgs16	chr1	FALSE	FALSE
C1qtnf7	chr5	FALSE	TRUE
Chrna4	chr2	FALSE	FALSE
Dzip1	chr14	FALSE	TRUE
Piezo1	chr8	FALSE	FALSE
Erbb2	chr11	FALSE	FALSE
Fam20a	chr11	FALSE	FALSE
Cald1	chr6	FALSE	TRUE
Crb1	chr1	FALSE	TRUE
4930444P10Rik	chr1	FALSE	TRUE
Jag2	chr12	FALSE	FALSE
Zfp644	chr5	FALSE	TRUE
Scd1	chr19	TRUE	TRUE
Vwa8	chr14	TRUE	TRUE
Masp1	chr16	FALSE	TRUE
Ankrd34b	chr13	FALSE	TRUE
Dcp2	chr18	FALSE	FALSE
Agpat4	chr17	FALSE	TRUE
Tspan32	chr7	FALSE	FALSE
Mccc2	chr13	FALSE	TRUE
Agap3	chr5	FALSE	TRUE
Scfd2	chr5	TRUE	TRUE
Asap3	chr4	FALSE	FALSE
Gpd2	chr2	FALSE	TRUE
Kif6	chr17	FALSE	FALSE
Srcin1	chr11	FALSE	FALSE
Saa3	chr7	TRUE	TRUE
Lonrf1	chr8	FALSE	TRUE
Nsd2	chr5	FALSE	TRUE
Dnah17	chr11	FALSE	FALSE
Cnot4	chr6	FALSE	TRUE
Paqr9	chr9	TRUE	TRUE
Ddx31	chr2	FALSE	TRUE
Sh3bgrl2	chr9	FALSE	TRUE
Anks6	chr4	FALSE	FALSE
Caskin2	chr11	FALSE	FALSE
Tdp1	chr12	FALSE	TRUE
Acss2	chr2	FALSE	TRUE
Rcan1	chr16	FALSE	TRUE
Tbck	chr3	FALSE	TRUE
Slc39a14	chr14	FALSE	TRUE
Khdrbs2	chr1	TRUE	TRUE
Cog3	chr14	FALSE	TRUE
Nkain4	chr2	FALSE	TRUE
Lyst	chr13	FALSE	TRUE
Rnf2	chr1	FALSE	TRUE
Mcm9	chr10	TRUE	TRUE
Abcc12	chr8	TRUE	TRUE
Cacng5	chr11	FALSE	FALSE
Phf2	chr13	FALSE	TRUE
Twf2	chr9	TRUE	TRUE
Relt	chr7	FALSE	FALSE
Meis2	chr2	FALSE	FALSE
Spred2	chr11	FALSE	TRUE
Tmem117	chr15	TRUE	TRUE
Tiam1	chr16	FALSE	TRUE
Agbl1	chr7	TRUE	TRUE
Ccdc91	chr6	FALSE	TRUE
Ghr	chr15	FALSE	TRUE
Tm6sf1	chr7	FALSE	FALSE
Ndfip2	chr14	FALSE	TRUE
Tmem154	chr3	FALSE	TRUE
Zfp438	chr18	FALSE	TRUE
Qser1	chr2	FALSE	TRUE
Mapkapk2	chr1	FALSE	TRUE
Caprin2	chr6	FALSE	TRUE
Nsmce2	chr15	FALSE	TRUE
Kcnh3	chr15	FALSE	FALSE
Vps50	chr6	FALSE	TRUE
Ostm1	chr10	FALSE	FALSE
Hipk2	chr6	FALSE	TRUE
Zfp697	chr3	FALSE	TRUE
Npas2	chr1	FALSE	TRUE
Tgif1	chr17	FALSE	FALSE
Ric8b	chr10	FALSE	TRUE
Ins2	chr7	FALSE	FALSE
Slc4a7	chr14	FALSE	TRUE
Kctd6	chr14	TRUE	TRUE
Il6st	chr13	FALSE	TRUE
Chl1	chr6	TRUE	TRUE
Nfatc1	chr18	FALSE	FALSE
H2-Ab1	chr17	FALSE	FALSE
Tango2	chr16	FALSE	TRUE
Gjc1	chr11	FALSE	FALSE
Usp24	chr4	FALSE	TRUE
Parp8	chr13	FALSE	TRUE
Wnt3	chr11	FALSE	FALSE
Ipo11	chr13	FALSE	TRUE
Wipf1	chr2	FALSE	FALSE
Scarf2	chr16	FALSE	FALSE
Ube2e3	chr2	FALSE	TRUE
Osbpl2	chr2	FALSE	TRUE
Get1	chr16	TRUE	TRUE
Adgrd1	chr5	FALSE	FALSE
Cd247	chr1	FALSE	FALSE
Il7	chr3	TRUE	TRUE
Dynlrb2	chr8	TRUE	TRUE
Lrrn3	chr12	FALSE	TRUE
Hltf	chr3	FALSE	TRUE
Scrg1	chr8	FALSE	TRUE
Kcnk3	chr5	FALSE	FALSE
Lum	chr10	TRUE	TRUE
Rapgef3	chr15	FALSE	FALSE
Tspan5	chr3	FALSE	TRUE
Vapb	chr2	FALSE	TRUE
Prkacb	chr3	FALSE	TRUE
Adcy1	chr11	FALSE	TRUE
Ass1	chr2	FALSE	FALSE
Rab28	chr5	FALSE	TRUE
Zfp474	chr18	TRUE	TRUE
Fzd7	chr1	TRUE	TRUE
Gap43	chr16	TRUE	TRUE
Zap70	chr1	FALSE	FALSE
Spink10	chr18	FALSE	TRUE
Aff2	chrX	TRUE	TRUE
Hrh1	chr6	FALSE	FALSE
Fam171a1	chr2	FALSE	TRUE
Rock1	chr18	FALSE	TRUE
Pkn1	chr8	FALSE	TRUE
Ppp1r21	chr17	FALSE	TRUE
Mlec	chr5	FALSE	FALSE
Uox	chr3	TRUE	TRUE
Mrgpre	chr7	FALSE	FALSE
Ptpn2	chr18	FALSE	TRUE
Ccdc187	chr2	FALSE	TRUE
Arhgef33	chr17	FALSE	TRUE
Arl13b	chr16	FALSE	TRUE
Asap1	chr15	FALSE	TRUE
Enpp2	chr15	FALSE	TRUE
Kdm2b	chr5	FALSE	FALSE
Lekr1	chr3	FALSE	TRUE
Cog4	chr8	FALSE	TRUE
Pik3r1	chr13	FALSE	TRUE
Loxl1	chr9	FALSE	FALSE
Fosl2	chr5	FALSE	TRUE
Nccrp1	chr7	FALSE	FALSE
Lmbrd1	chr1	FALSE	TRUE
Fbxo41	chr6	FALSE	TRUE
E2f1	chr2	TRUE	TRUE
Myo10	chr15	TRUE	TRUE
Itpk1	chr12	TRUE	TRUE
Pakap	chr4	FALSE	TRUE
Mctp1	chr13	FALSE	TRUE
Crmp1	chr5	FALSE	TRUE
Gabrr2	chr4	TRUE	TRUE
Scn9a	chr2	FALSE	TRUE
Slc26a4	chr12	FALSE	FALSE
Ndc1	chr4	FALSE	FALSE
Col14a1	chr15	FALSE	FALSE
Rnf217	chr10	FALSE	TRUE
Mal	chr2	FALSE	FALSE
Rsph6a	chr7	FALSE	FALSE
Vsig10	chr5	FALSE	FALSE
Cdk19	chr10	TRUE	TRUE
Fam163a	chr1	FALSE	FALSE
Kcnk10	chr12	FALSE	TRUE
Acot7	chr4	FALSE	TRUE
Ripor2	chr13	FALSE	TRUE
Elovl5	chr9	FALSE	TRUE
Smim5	chr11	FALSE	FALSE
Rpia	chr6	FALSE	TRUE
Fat3	chr9	FALSE	FALSE
Ankib1	chr5	FALSE	TRUE
Cntn1	chr15	FALSE	TRUE
Heyl	chr4	FALSE	FALSE
Cdc42bpb	chr12	FALSE	FALSE
Zeb1	chr18	FALSE	TRUE
Foxn2	chr17	TRUE	TRUE
Umad1	chr6	FALSE	TRUE
Cldn1	chr16	TRUE	TRUE
Faxc	chr4	FALSE	TRUE
Cpa2	chr6	TRUE	TRUE
Arhgap27	chr11	FALSE	FALSE
Trim29	chr9	FALSE	FALSE
A4galt	chr15	FALSE	FALSE
Dchs2	chr3	FALSE	TRUE
Trmt9b	chr8	TRUE	TRUE
Ptprz1	chr6	FALSE	TRUE
Edil3	chr13	FALSE	TRUE
Klhl3	chr13	FALSE	TRUE
Scn4b	chr9	FALSE	FALSE
Nek1	chr8	FALSE	TRUE
Rfx8	chr1	FALSE	TRUE
Tle4	chr19	FALSE	TRUE
Trim55	chr3	FALSE	TRUE
Hs3st1	chr5	FALSE	TRUE
Cystm1	chr18	FALSE	TRUE
Ankrd55	chr13	FALSE	TRUE
Itgb3bp	chr4	FALSE	TRUE
Extl3	chr14	FALSE	TRUE
Nudt3	chr17	FALSE	FALSE
Eif4e3	chr6	FALSE	TRUE
Dgkh	chr14	FALSE	TRUE
Pkd1l2	chr8	FALSE	FALSE
Fgd4	chr16	FALSE	TRUE
Atp6v1g3	chr1	FALSE	FALSE
Muc2	chr7	FALSE	FALSE
Ehhadh	chr16	FALSE	TRUE
Gnai3	chr3	FALSE	TRUE
Snx24	chr18	FALSE	TRUE
Slc6a17	chr3	TRUE	TRUE
Ano10	chr9	FALSE	FALSE
Wnt7b	chr15	FALSE	FALSE
Hadh	chr3	FALSE	TRUE
Wscd2	chr5	FALSE	FALSE
Lonrf3	chrX	FALSE	TRUE
Phldb2	chr16	TRUE	TRUE
Fgfr4	chr13	FALSE	FALSE
Crem	chr18	FALSE	TRUE
Sema6a	chr18	TRUE	TRUE
Ppp1r16b	chr2	FALSE	FALSE
Stx2	chr5	FALSE	FALSE
Kbtbd11	chr8	FALSE	TRUE
Ngf	chr3	FALSE	FALSE
Hpca	chr4	FALSE	FALSE
Pla2g4e	chr2	FALSE	TRUE
Sptb	chr12	FALSE	TRUE
Immp2l	chr12	FALSE	TRUE
Onecut2	chr18	TRUE	FALSE
Fer	chr17	FALSE	TRUE
Tph2	chr10	TRUE	TRUE
Agap2	chr10	FALSE	FALSE
Dctn1	chr6	FALSE	FALSE
Smarcal1	chr1	FALSE	TRUE
Cabp7	chr11	FALSE	FALSE
Krt5	chr15	FALSE	FALSE
Foxj1	chr11	FALSE	FALSE
Bahd1	chr2	FALSE	TRUE
Cc2d2a	chr5	FALSE	TRUE
Col8a1	chr16	FALSE	TRUE
Agbl4	chr4	FALSE	FALSE
Ajuba	chr14	FALSE	FALSE
Rock2	chr12	FALSE	TRUE
Kansl1l	chr1	FALSE	TRUE
Sesn1	chr10	TRUE	TRUE
Cttnbp2nl	chr3	FALSE	TRUE
Olfm2	chr9	FALSE	FALSE
Tll1	chr8	TRUE	TRUE
Pknox1	chr17	FALSE	FALSE
Klc1	chr12	FALSE	FALSE
Sidt1	chr16	TRUE	TRUE
Epb41l1	chr2	FALSE	FALSE
Rps6ka5	chr12	TRUE	TRUE
Evc2	chr5	FALSE	TRUE
B4galt1	chr4	FALSE	TRUE
Trpc4ap	chr2	FALSE	FALSE
Dexi	chr16	FALSE	TRUE
Gmds	chr13	FALSE	TRUE
Whamm	chr7	FALSE	FALSE
Prorp	chr12	FALSE	TRUE
Qrich2	chr11	FALSE	FALSE
Slc12a6	chr2	FALSE	TRUE
Phf3	chr1	FALSE	TRUE
Vwa5b1	chr4	FALSE	FALSE
Wnt10a	chr1	FALSE	FALSE
Ablim3	chr18	FALSE	TRUE
Rap1gap	chr4	FALSE	FALSE
Decr1	chr4	FALSE	TRUE
Serp2	chr14	FALSE	TRUE
Etv3	chr3	FALSE	TRUE
Fam185a	chr5	TRUE	TRUE
Ppm1h	chr10	FALSE	TRUE
Bora	chr14	TRUE	TRUE
Nefm	chr14	FALSE	TRUE
Rbpms2	chr9	FALSE	FALSE
Hmcn1	chr1	TRUE	FALSE
Slc41a3	chr6	FALSE	TRUE
Capn5	chr7	FALSE	FALSE
Chst7	chrX	TRUE	TRUE
Hs2st1	chr3	FALSE	TRUE
Slc18a1	chr8	FALSE	FALSE
Rasal1	chr5	FALSE	FALSE
Wdr41	chr13	FALSE	TRUE
Col25a1	chr3	FALSE	TRUE
Jcad	chr18	FALSE	TRUE
Tcf7l1	chr6	FALSE	FALSE
Glrb	chr3	FALSE	TRUE
Plekhg6	chr6	FALSE	FALSE
Tnfsf13	chr11	TRUE	TRUE
Rnf180	chr13	FALSE	TRUE
Ror1	chr4	TRUE	TRUE
Git2	chr5	FALSE	FALSE
Cryl1	chr14	FALSE	TRUE
Mbd2	chr18	FALSE	TRUE
Tmem41a	chr16	FALSE	TRUE
Kif14	chr1	FALSE	TRUE
Sparc	chr11	FALSE	FALSE
Abi3	chr11	FALSE	FALSE
Ptar1	chr19	TRUE	TRUE
Cxcl17	chr7	FALSE	FALSE
Rhof	chr5	FALSE	FALSE
Pam	chr1	TRUE	TRUE
Dctn3	chr4	FALSE	TRUE
Spry2	chr14	TRUE	TRUE
Pros1	chr16	FALSE	TRUE
Stim1	chr7	FALSE	TRUE
Clcn1	chr6	FALSE	FALSE
Vat1l	chr8	FALSE	TRUE
Arfip1	chr3	FALSE	TRUE
Tiparp	chr3	TRUE	TRUE
Col6a1	chr10	FALSE	FALSE
Acer3	chr7	FALSE	TRUE
Mfsd4a	chr1	FALSE	TRUE
Mapk8	chr14	FALSE	TRUE
H1f6	chr13	FALSE	TRUE
Atp6v1c2	chr12	FALSE	FALSE
Nim1k	chr13	FALSE	TRUE
Otulin	chr15	FALSE	TRUE
Tmem38b	chr4	FALSE	TRUE
Pacrg	chr17	FALSE	TRUE
Ctsb	chr14	FALSE	TRUE
Plag1	chr4	FALSE	TRUE
Ctnna1	chr18	FALSE	FALSE
Htra1	chr7	FALSE	FALSE
Pdk1	chr2	TRUE	TRUE
Ankrd63	chr2	FALSE	FALSE
Armh4	chr14	TRUE	TRUE
Zfhx2	chr14	FALSE	FALSE
Abhd3	chr18	FALSE	TRUE
Tff3	chr17	TRUE	TRUE
Sult4a1	chr15	FALSE	FALSE
Abcd3	chr3	FALSE	TRUE
Cnga3	chr1	FALSE	FALSE
Cabcoco1	chr10	TRUE	TRUE
Epha10	chr4	FALSE	FALSE
Dnajb8	chr6	FALSE	FALSE
Ccr9	chr9	FALSE	FALSE
Slc25a36	chr9	FALSE	TRUE
Vsx1	chr2	FALSE	FALSE
Uso1	chr5	FALSE	TRUE
Map4k3	chr17	FALSE	TRUE
Alox5	chr6	FALSE	FALSE
Dhx58	chr11	FALSE	FALSE
Traf7	chr17	FALSE	FALSE
Adcy10	chr1	FALSE	TRUE
Ptp4a3	chr15	FALSE	FALSE
Vipr2	chr12	TRUE	TRUE
Socs6	chr18	FALSE	TRUE
Rab3gap2	chr1	FALSE	TRUE
Slc30a5	chr13	FALSE	TRUE
Pik3r3	chr4	FALSE	TRUE
Hectd1	chr12	FALSE	TRUE
