gene_name	chr	MeCP2_up	K27me3_up
Tgif2	chr2	FALSE	FALSE
Asic4	chr1	FALSE	TRUE
Llgl2	chr11	FALSE	TRUE
Adam12	chr7	TRUE	FALSE
Map3k15	chrX	FALSE	FALSE
Thsd4	chr9	FALSE	TRUE
Gucy1a1	chr3	FALSE	FALSE
Ofcc1	chr13	FALSE	FALSE
Pik3r5	chr11	FALSE	TRUE
Cd34	chr1	FALSE	TRUE
Pik3cg	chr12	FALSE	FALSE
Slc4a5	chr6	TRUE	TRUE
Prdm13	chr4	FALSE	FALSE
Rbpj	chr5	FALSE	TRUE
Lhx6	chr2	FALSE	FALSE
Fscn2	chr11	FALSE	FALSE
Tgfbi	chr13	FALSE	FALSE
Alx3	chr3	FALSE	FALSE
Npl	chr1	FALSE	FALSE
Tmc6	chr11	FALSE	FALSE
Bend7	chr2	TRUE	FALSE
Vav3	chr3	FALSE	FALSE
Sostdc1	chr12	FALSE	TRUE
Glis1	chr4	FALSE	FALSE
Pkdcc	chr17	FALSE	FALSE
Pdzrn4	chr15	FALSE	FALSE
Nfe2l3	chr6	TRUE	TRUE
Basp1	chr15	TRUE	TRUE
Col4a2	chr8	FALSE	TRUE
Prkn	chr17	FALSE	TRUE
Dock8	chr19	FALSE	FALSE
Gbp5	chr3	TRUE	FALSE
Lims2	chr18	TRUE	FALSE
Insrr	chr3	FALSE	FALSE
Enpep	chr3	TRUE	TRUE
Lypd6b	chr2	FALSE	FALSE
Adamts16	chr13	TRUE	FALSE
Bcl11a	chr11	TRUE	TRUE
Adgra3	chr5	TRUE	FALSE
Hic1	chr11	FALSE	TRUE
Glis3	chr19	TRUE	FALSE
Pde2a	chr7	TRUE	FALSE
Camk1g	chr1	FALSE	TRUE
Sorcs3	chr19	TRUE	FALSE
Col26a1	chr5	FALSE	FALSE
1110002E22Rik	chr3	TRUE	TRUE
Bmper	chr9	FALSE	FALSE
Npy2r	chr3	FALSE	FALSE
Ttll8	chr15	FALSE	FALSE
Gm12695	chr4	TRUE	FALSE
Corin	chr5	FALSE	FALSE
Bbs9	chr9	FALSE	TRUE
Tram2	chr1	FALSE	TRUE
Dsp	chr13	FALSE	FALSE
Gch1	chr14	FALSE	FALSE
Stx11	chr10	FALSE	FALSE
Dnajc22	chr15	FALSE	FALSE
Trim25	chr11	FALSE	TRUE
Psd4	chr2	FALSE	FALSE
Parvg	chr15	FALSE	FALSE
Npr1	chr3	FALSE	FALSE
Synpo2	chr3	TRUE	TRUE
Aif1l	chr2	FALSE	TRUE
Fbln5	chr12	FALSE	TRUE
Cldn10	chr14	FALSE	FALSE
Fnbp1l	chr3	TRUE	TRUE
Begain	chr12	FALSE	FALSE
Mei1	chr15	FALSE	FALSE
Wnt1	chr15	FALSE	FALSE
Disp1	chr1	FALSE	FALSE
Scube2	chr7	TRUE	FALSE
Shisa3	chr5	FALSE	FALSE
Flt4	chr11	FALSE	FALSE
Cxcl3	chr5	FALSE	TRUE
Nmnat3	chr9	FALSE	FALSE
Adora2b	chr11	FALSE	FALSE
Rassf10	chr7	FALSE	TRUE
Anpep	chr7	FALSE	TRUE
Acer2	chr4	TRUE	TRUE
Clic5	chr17	FALSE	FALSE
P2ry2	chr7	FALSE	FALSE
Nkd2	chr13	FALSE	FALSE
Pdlim5	chr3	FALSE	TRUE
Pde4c	chr8	FALSE	FALSE
Ak5	chr3	FALSE	TRUE
Kit	chr5	TRUE	FALSE
Filip1	chr9	TRUE	FALSE
Mki67	chr7	TRUE	TRUE
Zfhx3	chr8	FALSE	FALSE
St3gal4	chr9	FALSE	TRUE
Lef1	chr3	FALSE	FALSE
Dkk2	chr3	TRUE	FALSE
Zfp618	chr4	FALSE	FALSE
Amotl1	chr9	TRUE	FALSE
Gpr37	chr6	FALSE	FALSE
Fgf4	chr7	FALSE	FALSE
Nfe2l2	chr2	FALSE	TRUE
Sh3bp4	chr1	TRUE	TRUE
Trpc4	chr3	FALSE	FALSE
C130074G19Rik	chr1	FALSE	FALSE
Casp7	chr19	FALSE	FALSE
Wnt3a	chr11	FALSE	FALSE
Susd3	chr13	FALSE	FALSE
Nlrp6	chr7	FALSE	TRUE
Hoxc4	chr15	FALSE	FALSE
Gpr149	chr3	FALSE	FALSE
Dlgap2	chr8	FALSE	FALSE
Adamtsl5	chr10	TRUE	FALSE
Cd2	chr3	FALSE	TRUE
Timp3	chr10	FALSE	TRUE
Rhoj	chr12	TRUE	FALSE
Adamtsl1	chr4	FALSE	TRUE
St3gal1	chr15	FALSE	FALSE
B3gat1	chr9	FALSE	FALSE
Pdgfd	chr9	FALSE	FALSE
Btg3	chr16	FALSE	FALSE
Chrm3	chr13	TRUE	FALSE
Ryr1	chr7	FALSE	TRUE
Gcnt2	chr13	FALSE	FALSE
Neurog1	chr13	TRUE	FALSE
Crocc2	chr1	TRUE	FALSE
Eps8l1	chr7	FALSE	TRUE
Aox4	chr1	TRUE	TRUE
Dab1	chr4	FALSE	FALSE
Lmo7	chr14	FALSE	FALSE
Sfmbt2	chr2	TRUE	FALSE
Sorbs3	chr14	FALSE	FALSE
Kitl	chr10	FALSE	FALSE
Plcg2	chr8	TRUE	FALSE
Gprc5a	chr6	TRUE	FALSE
Rreb1	chr13	FALSE	FALSE
Galntl6	chr8	FALSE	TRUE
Ccnd3	chr17	FALSE	TRUE
Ttn	chr2	FALSE	TRUE
Myom3	chr4	FALSE	FALSE
Cfap65	chr1	FALSE	FALSE
Bcor	chrX	FALSE	FALSE
Atp8b3	chr10	TRUE	TRUE
Galnt14	chr17	FALSE	FALSE
Plekhg5	chr4	FALSE	FALSE
E130114P18Rik	chr4	FALSE	TRUE
Crip1	chr12	FALSE	TRUE
Serpine2	chr1	FALSE	FALSE
Tjp2	chr19	FALSE	FALSE
Gbp7	chr3	FALSE	FALSE
Plxnc1	chr10	FALSE	TRUE
Ntsr1	chr2	FALSE	FALSE
Syt15	chr14	FALSE	FALSE
Sox8	chr17	FALSE	FALSE
Resp18	chr1	TRUE	TRUE
Gdnf	chr15	FALSE	FALSE
Htr6	chr4	FALSE	FALSE
Fignl2	chr15	FALSE	FALSE
Ptpro	chr6	FALSE	FALSE
Lrp2	chr2	FALSE	FALSE
Efnb2	chr8	TRUE	FALSE
Pde1c	chr6	FALSE	FALSE
Pirt	chr11	FALSE	TRUE
Lama3	chr18	TRUE	TRUE
Fcmr	chr1	FALSE	FALSE
Kcng4	chr8	FALSE	FALSE
Htatip2	chr7	TRUE	FALSE
Lhx2	chr2	FALSE	FALSE
Fgfr2	chr7	TRUE	TRUE
Tbx21	chr11	FALSE	FALSE
Frem1	chr4	FALSE	FALSE
St6galnac2	chr11	FALSE	TRUE
Vsx2	chr12	FALSE	FALSE
Atg9b	chr5	FALSE	TRUE
Prdm8	chr5	TRUE	TRUE
Mtus1	chr8	TRUE	TRUE
Gem	chr4	FALSE	FALSE
Ccdc141	chr2	FALSE	FALSE
Ppara	chr15	FALSE	TRUE
Pak6	chr2	FALSE	FALSE
Sntg2	chr12	TRUE	FALSE
Fhdc1	chr3	TRUE	FALSE
Igfbpl1	chr4	FALSE	FALSE
Ildr1	chr16	FALSE	FALSE
Inava	chr1	FALSE	FALSE
Rasgrp1	chr2	FALSE	FALSE
Pappa	chr4	FALSE	FALSE
Ppic	chr18	TRUE	FALSE
Rassf4	chr6	FALSE	FALSE
Slc1a5	chr7	FALSE	FALSE
Pcare	chr17	FALSE	FALSE
Adamts3	chr5	FALSE	FALSE
Cntn5	chr9	TRUE	TRUE
Asah2	chr19	TRUE	FALSE
Vwa2	chr19	TRUE	FALSE
Car3	chr3	FALSE	TRUE
Mapk13	chr17	FALSE	FALSE
Prkch	chr12	FALSE	FALSE
Pom121l2	chr13	TRUE	FALSE
Lrrn4	chr2	FALSE	TRUE
Exoc3l4	chr12	FALSE	FALSE
Fam167a	chr14	TRUE	FALSE
Kcns1	chr2	TRUE	TRUE
Far2	chr6	TRUE	FALSE
Abcg8	chr17	FALSE	FALSE
Tnfrsf11a	chr1	FALSE	TRUE
Anxa8	chr14	FALSE	FALSE
Lrrc15	chr16	FALSE	FALSE
Plppr1	chr4	FALSE	FALSE
Rflna	chr5	FALSE	TRUE
Mtarc1	chr1	FALSE	FALSE
Cdk6	chr5	FALSE	FALSE
Csgalnact1	chr8	FALSE	FALSE
Pou5f1	chr17	FALSE	TRUE
Pcdh19	chrX	FALSE	FALSE
Ces2e	chr8	TRUE	FALSE
Sox13	chr1	FALSE	FALSE
Whrn	chr4	TRUE	FALSE
Frem3	chr8	TRUE	FALSE
Eomes	chr9	FALSE	TRUE
Emp1	chr6	FALSE	TRUE
Sypl2	chr3	TRUE	TRUE
Plce1	chr19	TRUE	FALSE
Fbxo2	chr4	FALSE	TRUE
Kcnj4	chr15	FALSE	FALSE
Lvrn	chr18	TRUE	FALSE
Slc14a1	chr18	FALSE	FALSE
Ccr7	chr11	FALSE	FALSE
Asb18	chr1	FALSE	FALSE
Fndc1	chr17	FALSE	FALSE
Cd40	chr2	TRUE	TRUE
Spata18	chr5	FALSE	FALSE
Adgrf1	chr17	FALSE	FALSE
Wdr86	chr5	FALSE	FALSE
Ccbe1	chr18	FALSE	FALSE
Eya2	chr2	TRUE	FALSE
Sncaip	chr18	FALSE	FALSE
Ntn1	chr11	FALSE	FALSE
Cysltr2	chr14	FALSE	FALSE
Plekha7	chr7	FALSE	FALSE
Col23a1	chr11	FALSE	FALSE
Stum	chr1	TRUE	TRUE
Fer1l6	chr15	FALSE	TRUE
Pcsk9	chr4	TRUE	TRUE
Elfn1	chr5	FALSE	FALSE
Cacna1h	chr17	FALSE	FALSE
Foxa3	chr7	FALSE	TRUE
Kdelr3	chr15	FALSE	TRUE
Grin2b	chr6	TRUE	FALSE
Neurod6	chr6	FALSE	TRUE
Serhl	chr15	FALSE	FALSE
Etv2	chr7	FALSE	FALSE
Slc37a2	chr9	FALSE	TRUE
Pax2	chr19	FALSE	FALSE
Bmp8b	chr4	FALSE	FALSE
Ptprm	chr17	FALSE	FALSE
Sdc4	chr2	FALSE	FALSE
Ets1	chr9	TRUE	FALSE
Scube3	chr17	FALSE	FALSE
Igsf5	chr16	FALSE	TRUE
Pou4f2	chr8	FALSE	FALSE
Cxcl2	chr5	FALSE	TRUE
Fhit	chr14	TRUE	TRUE
Grb14	chr2	TRUE	FALSE
Sstr2	chr11	FALSE	FALSE
Tbc1d21	chr9	FALSE	FALSE
Tmem255b	chr8	FALSE	FALSE
Mpped1	chr15	FALSE	FALSE
Wif1	chr10	TRUE	FALSE
Runx2	chr17	FALSE	FALSE
Abca4	chr3	FALSE	TRUE
Aldh1a3	chr7	FALSE	FALSE
Stmnd1	chr13	FALSE	TRUE
Gabrb1	chr5	TRUE	TRUE
Atp2c2	chr8	FALSE	FALSE
Ranbp3l	chr15	FALSE	TRUE
Fbn1	chr2	FALSE	FALSE
Lgals3	chr14	FALSE	FALSE
Ptpn18	chr1	FALSE	TRUE
Kcnj10	chr1	FALSE	TRUE
Pde5a	chr3	FALSE	FALSE
Fggy	chr4	TRUE	FALSE
Wdfy4	chr14	FALSE	FALSE
Gm5105	chr3	FALSE	TRUE
Htra3	chr5	FALSE	FALSE
Sp6	chr11	FALSE	TRUE
Slc39a8	chr3	TRUE	FALSE
Smo	chr6	FALSE	FALSE
Fscn1	chr5	FALSE	FALSE
Tcea3	chr4	FALSE	FALSE
Mmp9	chr2	FALSE	TRUE
Espn	chr4	FALSE	FALSE
2810459M11Rik	chr1	FALSE	FALSE
Igdcc3	chr9	FALSE	FALSE
Cbr3	chr16	FALSE	FALSE
Smco4	chr9	TRUE	FALSE
Scn3b	chr9	FALSE	FALSE
Slc43a1	chr2	FALSE	FALSE
Scml4	chr10	FALSE	FALSE
Crygn	chr5	TRUE	TRUE
Hpgds	chr6	FALSE	TRUE
Rbm47	chr5	FALSE	FALSE
Sim2	chr16	FALSE	TRUE
Gfra3	chr18	FALSE	FALSE
Amz1	chr5	TRUE	FALSE
Rab11fip1	chr8	TRUE	FALSE
Pou6f2	chr13	TRUE	FALSE
Grm6	chr11	FALSE	FALSE
Tacr1	chr6	FALSE	FALSE
Ttc41	chr10	TRUE	TRUE
Asb10	chr5	FALSE	FALSE
Map3k21	chr8	FALSE	FALSE
Bcan	chr3	FALSE	FALSE
Pou3f2	chr4	FALSE	FALSE
Bmp4	chr14	TRUE	FALSE
Cldn5	chr16	FALSE	FALSE
Zbtb42	chr12	FALSE	TRUE
Kcnq3	chr15	TRUE	FALSE
Krt86	chr15	FALSE	FALSE
Kcna10	chr3	TRUE	TRUE
Gm826	chr2	FALSE	FALSE
Gp5	chr16	FALSE	FALSE
Creb3l2	chr6	TRUE	FALSE
Rassf2	chr2	FALSE	TRUE
Kcnh5	chr12	TRUE	FALSE
Has3	chr8	FALSE	FALSE
Tbx4	chr11	FALSE	FALSE
Hsf4	chr8	FALSE	TRUE
Hhatl	chr9	FALSE	FALSE
Kcnk15	chr2	FALSE	FALSE
Ano1	chr7	TRUE	FALSE
Plxna4	chr6	FALSE	FALSE
Igf2	chr7	FALSE	FALSE
Stard8	chrX	FALSE	FALSE
Arhgef28	chr13	FALSE	TRUE
Adgrl4	chr3	TRUE	TRUE
Vgll3	chr16	TRUE	FALSE
Adgrg1	chr8	FALSE	TRUE
Ramp1	chr1	FALSE	FALSE
Cxcl12	chr6	FALSE	FALSE
Klhdc7a	chr4	FALSE	TRUE
Bmp3	chr5	FALSE	FALSE
Ccnd2	chr6	FALSE	FALSE
H2-K1	chr17	FALSE	TRUE
C1ql4	chr15	FALSE	TRUE
Lif	chr11	FALSE	FALSE
Tnfaip8l3	chr9	TRUE	FALSE
Zfp503	chr14	FALSE	TRUE
Onecut1	chr9	FALSE	FALSE
Chrnb4	chr9	FALSE	TRUE
3425401B19Rik	chr14	FALSE	FALSE
Slc22a18	chr7	TRUE	FALSE
Wnt9a	chr11	FALSE	FALSE
Stard13	chr5	FALSE	FALSE
Snorc	chr1	FALSE	TRUE
Fras1	chr5	FALSE	FALSE
Vim	chr2	FALSE	TRUE
Hapln4	chr8	FALSE	FALSE
Bhlhe22	chr3	TRUE	FALSE
Col4a4	chr1	FALSE	FALSE
Pmp22	chr11	FALSE	FALSE
Cib4	chr5	TRUE	FALSE
Gm19410	chr8	FALSE	FALSE
Tmem45b	chr9	FALSE	FALSE
Gnas	chr2	FALSE	FALSE
Col1a1	chr11	FALSE	TRUE
Prss35	chr9	FALSE	FALSE
Chst8	chr7	TRUE	FALSE
Adra1a	chr14	TRUE	TRUE
Cacna1s	chr1	FALSE	TRUE
Exoc3l2	chr7	TRUE	TRUE
Insm1	chr2	FALSE	TRUE
Tpo	chr12	FALSE	FALSE
Gpa33	chr1	FALSE	TRUE
Rcsd1	chr1	FALSE	FALSE
Foxc1	chr13	FALSE	FALSE
Itga11	chr9	FALSE	FALSE
Gata4	chr14	TRUE	FALSE
Apcdd1	chr18	FALSE	TRUE
Gja1	chr10	FALSE	FALSE
Il1rl2	chr1	TRUE	FALSE
Sfrp1	chr8	FALSE	FALSE
Crispld2	chr8	TRUE	TRUE
Zfp36l2	chr17	FALSE	FALSE
Cd3e	chr9	FALSE	TRUE
Ankrd33b	chr15	TRUE	FALSE
Slc27a6	chr18	TRUE	FALSE
Dmrt1	chr19	TRUE	FALSE
Erich6b	chr14	FALSE	TRUE
Irs4	chrX	FALSE	FALSE
Npffr1	chr10	FALSE	FALSE
Il11	chr7	FALSE	TRUE
Skor2	chr18	FALSE	FALSE
Igf2bp2	chr16	TRUE	FALSE
Prokr1	chr6	FALSE	FALSE
Adamts19	chr18	FALSE	FALSE
Epha2	chr4	TRUE	FALSE
Adra2c	chr5	FALSE	FALSE
Ccna1	chr3	FALSE	FALSE
Bcl11b	chr12	TRUE	FALSE
Fgfrl1	chr5	FALSE	FALSE
D430019H16Rik	chr12	FALSE	FALSE
Cd109	chr9	TRUE	FALSE
She	chr3	FALSE	FALSE
Grhl3	chr4	FALSE	FALSE
Pax9	chr12	FALSE	FALSE
Tnfaip6	chr2	FALSE	TRUE
Lypd6	chr2	TRUE	FALSE
Hlx	chr1	TRUE	FALSE
Vsir	chr10	FALSE	FALSE
Itgb8	chr12	FALSE	FALSE
Aff1	chr5	FALSE	FALSE
Dpyd	chr3	TRUE	FALSE
Dhrs3	chr4	FALSE	FALSE
B3gnt6	chr7	FALSE	FALSE
Aire	chr10	FALSE	TRUE
Proser2	chr2	TRUE	FALSE
Grhl1	chr12	FALSE	TRUE
Maff	chr15	FALSE	FALSE
Arhgef16	chr4	FALSE	TRUE
Kcng2	chr18	FALSE	FALSE
Dlx4	chr11	FALSE	FALSE
Prdm6	chr18	FALSE	FALSE
Gldc	chr19	FALSE	FALSE
Nipal1	chr5	FALSE	FALSE
Gpr156	chr16	FALSE	TRUE
Dclk3	chr9	FALSE	FALSE
Ptges	chr2	FALSE	FALSE
Arhgap22	chr14	FALSE	FALSE
Pla2g2e	chr4	FALSE	TRUE
Alkal1	chr1	FALSE	FALSE
Aldoart2	chr12	FALSE	TRUE
Foxd4	chr19	FALSE	FALSE
Adra2b	chr2	FALSE	FALSE
Pgr	chr9	FALSE	FALSE
Mast4	chr13	FALSE	TRUE
Angpt2	chr8	FALSE	TRUE
Rhcg	chr7	FALSE	FALSE
Olfml2a	chr2	TRUE	TRUE
C1ql2	chr1	FALSE	FALSE
Tcf7	chr11	FALSE	FALSE
Htr7	chr19	FALSE	TRUE
Gdf10	chr14	TRUE	FALSE
Sost	chr11	FALSE	TRUE
Npffr2	chr5	TRUE	FALSE
Trpc3	chr3	FALSE	FALSE
Drd2	chr9	FALSE	FALSE
Isg20	chr7	FALSE	FALSE
Tnxb	chr17	FALSE	TRUE
Mical1	chr10	FALSE	TRUE
Parm1	chr5	FALSE	FALSE
Gda	chr19	FALSE	TRUE
Rgs10	chr7	TRUE	FALSE
Ngfr	chr11	FALSE	FALSE
St14	chr9	FALSE	FALSE
Gadl1	chr9	TRUE	TRUE
Shroom1	chr11	FALSE	TRUE
Matn3	chr12	TRUE	TRUE
Alpk3	chr7	TRUE	FALSE
Myocd	chr11	FALSE	TRUE
Iqank1	chr15	FALSE	FALSE
Cldn23	chr8	FALSE	FALSE
Alox12b	chr11	FALSE	TRUE
Wnt16	chr6	FALSE	TRUE
Khdrbs3	chr15	TRUE	FALSE
Dbx2	chr15	FALSE	FALSE
Tmem132d	chr5	TRUE	FALSE
Matn1	chr4	FALSE	FALSE
Nags	chr11	FALSE	FALSE
Fbln1	chr15	FALSE	FALSE
Clcnka	chr4	FALSE	FALSE
Amn	chr12	FALSE	FALSE
Lhx4	chr1	FALSE	FALSE
Tuba1c	chr15	TRUE	TRUE
Irx6	chr8	TRUE	FALSE
Rftn1	chr17	FALSE	FALSE
Sall2	chr14	FALSE	FALSE
Glt28d2	chr3	FALSE	TRUE
Spata6	chr4	FALSE	FALSE
Nefl	chr14	TRUE	FALSE
Slc22a3	chr17	FALSE	FALSE
Lmo2	chr2	TRUE	FALSE
Myo1h	chr5	FALSE	TRUE
Ptger3	chr3	FALSE	FALSE
Wt1	chr2	FALSE	FALSE
Dmkn	chr7	FALSE	FALSE
Wwtr1	chr3	FALSE	FALSE
Kdr	chr5	FALSE	FALSE
Irx1	chr13	FALSE	FALSE
Prrx2	chr2	TRUE	FALSE
Grik4	chr9	TRUE	FALSE
Gsx1	chr5	FALSE	FALSE
Foxp2	chr6	TRUE	TRUE
Myl3	chr9	FALSE	FALSE
Pter	chr2	TRUE	FALSE
Etnppl	chr3	FALSE	TRUE
Sipa1	chr19	FALSE	FALSE
Tgfb2	chr1	FALSE	FALSE
Nod2	chr8	TRUE	TRUE
Cmtm3	chr8	FALSE	FALSE
Btc	chr5	FALSE	FALSE
Rspo2	chr15	FALSE	FALSE
Cdrt4	chr11	FALSE	FALSE
Tmem221	chr8	FALSE	TRUE
Ccdc3	chr2	TRUE	TRUE
Itpka	chr2	FALSE	FALSE
Shisa9	chr16	FALSE	FALSE
Prss34	chr17	FALSE	TRUE
Susd1	chr4	FALSE	FALSE
Ikzf1	chr11	FALSE	FALSE
Aldh1b1	chr4	FALSE	FALSE
Ifnlr1	chr4	TRUE	FALSE
L1td1	chr4	TRUE	TRUE
Cd248	chr19	FALSE	TRUE
Gad2	chr2	FALSE	FALSE
Laptm5	chr4	FALSE	FALSE
Rab37	chr11	FALSE	TRUE
Glipr2	chr4	FALSE	FALSE
Lox	chr18	FALSE	FALSE
Pdlim1	chr19	FALSE	FALSE
Slc7a10	chr7	FALSE	FALSE
Pkp3	chr7	TRUE	TRUE
F2rl1	chr13	FALSE	FALSE
Gja8	chr3	FALSE	TRUE
Chd5	chr4	FALSE	FALSE
Plcb1	chr2	FALSE	FALSE
Tfap2c	chr2	TRUE	FALSE
Cpsf4l	chr11	TRUE	FALSE
Dusp15	chr2	FALSE	FALSE
Tacstd2	chr6	TRUE	FALSE
Cdc42ep1	chr15	FALSE	FALSE
Nr5a1	chr2	FALSE	FALSE
Bik	chr15	TRUE	FALSE
Arhgap6	chrX	FALSE	FALSE
Tcf24	chr1	FALSE	FALSE
Tnfrsf23	chr7	FALSE	FALSE
Mixl1	chr1	FALSE	FALSE
Rasgrf2	chr13	FALSE	FALSE
Kcnc4	chr3	FALSE	TRUE
Wnt11	chr7	FALSE	FALSE
Six4	chr12	TRUE	FALSE
Fev	chr1	FALSE	FALSE
Coro6	chr11	FALSE	FALSE
Synm	chr7	FALSE	FALSE
Arap3	chr18	FALSE	TRUE
Prok2	chr6	FALSE	FALSE
Dsg2	chr18	TRUE	TRUE
Mapk15	chr15	FALSE	TRUE
Arhgap29	chr3	TRUE	TRUE
Rem1	chr2	TRUE	FALSE
Trpc7	chr13	FALSE	TRUE
Nefh	chr11	FALSE	FALSE
Spaca7	chr8	FALSE	FALSE
Mrap2	chr9	FALSE	FALSE
Sox7	chr14	FALSE	FALSE
Kcnmb1	chr11	TRUE	FALSE
Arhgap15	chr2	FALSE	TRUE
Aqp1	chr6	TRUE	FALSE
Trpv4	chr5	FALSE	TRUE
Ccdc68	chr18	FALSE	TRUE
Epha6	chr16	FALSE	FALSE
B4galnt3	chr6	FALSE	FALSE
Efhd1	chr1	FALSE	FALSE
Krt79	chr15	FALSE	FALSE
Bmp7	chr2	TRUE	FALSE
Cyp26a1	chr19	FALSE	FALSE
Srd5a2	chr17	FALSE	FALSE
Gja4	chr4	FALSE	FALSE
Sun3	chr11	TRUE	TRUE
Rasl10a	chr11	FALSE	FALSE
Nmu	chr5	FALSE	FALSE
Wnt10b	chr15	FALSE	FALSE
Scrt2	chr2	TRUE	TRUE
Gm4894	chr9	FALSE	FALSE
Sh2d4a	chr8	TRUE	FALSE
Myorg	chr4	FALSE	TRUE
Ntf5	chr7	TRUE	FALSE
Adgrg6	chr10	FALSE	FALSE
Neurog2	chr3	TRUE	FALSE
Ackr3	chr1	FALSE	TRUE
Msc	chr1	FALSE	FALSE
Arhgef5	chr6	FALSE	TRUE
Slc18a2	chr19	FALSE	FALSE
Slc12a4	chr8	FALSE	FALSE
Kcng1	chr2	FALSE	FALSE
Cd9	chr6	FALSE	FALSE
Cfb	chr17	FALSE	FALSE
Fgf2	chr3	FALSE	FALSE
Kcnn2	chr18	FALSE	FALSE
C8b	chr4	FALSE	TRUE
Lingo2	chr4	FALSE	TRUE
Mycn	chr12	TRUE	FALSE
Gcnt4	chr13	FALSE	FALSE
Slc10a4	chr5	TRUE	FALSE
Itga4	chr2	FALSE	TRUE
Tmem132b	chr5	TRUE	FALSE
S1pr2	chr9	FALSE	FALSE
Pyy	chr11	FALSE	FALSE
Id2	chr12	FALSE	TRUE
Pfdn4	chr2	FALSE	TRUE
Dcx	chrX	TRUE	FALSE
Ftcd	chr10	FALSE	FALSE
Mecom	chr3	FALSE	TRUE
Yap1	chr9	FALSE	TRUE
Prkd1	chr12	TRUE	FALSE
Parp14	chr16	TRUE	FALSE
Luzp2	chr7	FALSE	FALSE
Evx1	chr6	FALSE	FALSE
Nfatc4	chr14	FALSE	FALSE
Slc4a11	chr2	FALSE	FALSE
Ano2	chr6	FALSE	FALSE
Insyn2a	chr7	FALSE	FALSE
Ryr3	chr2	FALSE	FALSE
Stac	chr9	FALSE	FALSE
Rax	chr18	FALSE	FALSE
Hba-x	chr11	TRUE	TRUE
Ebf3	chr7	TRUE	FALSE
Hmx1	chr5	TRUE	FALSE
Siglec15	chr18	TRUE	FALSE
Gabra5	chr7	FALSE	FALSE
Fam43b	chr4	FALSE	FALSE
Pax1	chr2	FALSE	FALSE
Gfi1	chr5	FALSE	FALSE
Adora2a	chr10	TRUE	FALSE
Hapln2	chr3	TRUE	TRUE
Marchf11	chr15	FALSE	FALSE
Mfsd2a	chr4	FALSE	FALSE
Gsg1	chr6	TRUE	FALSE
Grm2	chr9	TRUE	FALSE
Loxl4	chr19	TRUE	FALSE
Extl1	chr4	TRUE	FALSE
Hcrtr2	chr9	TRUE	FALSE
Irf8	chr8	FALSE	FALSE
A530016L24Rik	chr12	FALSE	FALSE
Adamts20	chr15	FALSE	FALSE
Npr3	chr15	TRUE	FALSE
Slc34a2	chr5	FALSE	TRUE
Tpm1	chr9	FALSE	TRUE
Bicdl2	chr17	FALSE	FALSE
Lamp5	chr2	FALSE	FALSE
Zfp64	chr2	TRUE	FALSE
Usp6nl	chr2	FALSE	TRUE
Tmc8	chr11	FALSE	FALSE
Map4k1	chr7	FALSE	TRUE
Cpn2	chr16	FALSE	TRUE
Cx3cl1	chr8	FALSE	FALSE
Gpr83	chr9	TRUE	FALSE
Stac2	chr11	FALSE	TRUE
Castor1	chr11	TRUE	FALSE
Irf5	chr6	FALSE	FALSE
Hnf1b	chr11	FALSE	TRUE
Ctsh	chr9	FALSE	FALSE
Cdh3	chr8	FALSE	FALSE
Nod1	chr6	FALSE	TRUE
Casq2	chr3	FALSE	TRUE
Vwc2	chr11	FALSE	FALSE
Egr2	chr10	TRUE	FALSE
Cyp1b1	chr17	FALSE	FALSE
Cacng4	chr11	FALSE	FALSE
Hs3st4	chr7	TRUE	FALSE
Sall3	chr18	FALSE	FALSE
Tnfaip2	chr12	TRUE	FALSE
Ntrk1	chr3	TRUE	FALSE
Eno4	chr19	FALSE	TRUE
Jag1	chr2	FALSE	FALSE
Rubcnl	chr14	TRUE	FALSE
Gpr88	chr3	TRUE	FALSE
Aspg	chr12	FALSE	FALSE
Gal3st1	chr11	FALSE	FALSE
Lypd1	chr1	FALSE	FALSE
Pebp4	chr14	TRUE	FALSE
Bmp8a	chr4	FALSE	FALSE
Kcne1	chr16	TRUE	TRUE
Dse	chr10	TRUE	FALSE
Kcnj5	chr9	FALSE	FALSE
Tinagl1	chr4	FALSE	FALSE
Epcam	chr17	TRUE	FALSE
Esrp1	chr4	FALSE	FALSE
Serpina3n	chr12	FALSE	FALSE
Prob1	chr18	FALSE	FALSE
Otop3	chr11	TRUE	TRUE
Carlr	chr2	TRUE	FALSE
Inhba	chr13	TRUE	FALSE
Tnip2	chr5	TRUE	FALSE
Spint1	chr2	FALSE	FALSE
Tns3	chr11	FALSE	TRUE
Igfn1	chr1	TRUE	FALSE
Npy4r	chr14	FALSE	FALSE
Dlx3	chr11	FALSE	TRUE
Rtn4rl2	chr2	FALSE	FALSE
Map3k7cl	chr16	TRUE	TRUE
Dlx5	chr6	FALSE	FALSE
Eya4	chr10	TRUE	FALSE
Pdzrn3	chr6	TRUE	FALSE
Piezo2	chr18	FALSE	FALSE
Phldb3	chr7	FALSE	FALSE
Utrn	chr10	FALSE	TRUE
Guca1a	chr17	TRUE	TRUE
Emx1	chr6	FALSE	FALSE
Clec14a	chr12	TRUE	FALSE
Sctr	chr1	FALSE	FALSE
Kcna6	chr6	TRUE	FALSE
Gfpt2	chr11	FALSE	FALSE
Sulf2	chr2	TRUE	FALSE
