gene_name	chr	mch_gain	mecp2_gain
Sphkap	chr1	FALSE	FALSE
Pitpnm3	chr11	FALSE	FALSE
Dicer1	chr12	FALSE	TRUE
Atxn7	chr14	FALSE	FALSE
Tmem236	chr2	TRUE	TRUE
Pcx	chr19	FALSE	FALSE
Spag9	chr11	FALSE	FALSE
Phf21b	chr15	FALSE	FALSE
Nalcn	chr14	TRUE	TRUE
Ptpn1	chr2	FALSE	TRUE
Osbp2	chr11	FALSE	FALSE
Hydin	chr8	TRUE	FALSE
Cd6	chr19	TRUE	FALSE
Slc66a2	chr18	FALSE	FALSE
Gigyf2	chr1	FALSE	FALSE
Cit	chr5	FALSE	FALSE
Acvr1b	chr15	FALSE	FALSE
Klhdc10	chr6	FALSE	FALSE
Gcn1	chr5	FALSE	FALSE
Zfp236	chr18	FALSE	FALSE
Mtap	chr4	FALSE	TRUE
Gnaz	chr10	FALSE	TRUE
Ogdh	chr11	FALSE	TRUE
Ext1	chr15	FALSE	TRUE
Manea	chr4	TRUE	TRUE
Ankrd12	chr17	FALSE	FALSE
Smad1	chr8	FALSE	FALSE
Chd2	chr7	FALSE	FALSE
Mob2	chr7	FALSE	FALSE
Igsf10	chr3	TRUE	TRUE
Smap2	chr4	FALSE	FALSE
Dnajc6	chr4	FALSE	FALSE
Ube2k	chr5	FALSE	FALSE
Eml5	chr12	FALSE	FALSE
Hmgb1	chr5	FALSE	FALSE
Acsl6	chr11	FALSE	FALSE
Mef2a	chr7	FALSE	FALSE
Mb21d2	chr16	FALSE	TRUE
Ric1	chr19	FALSE	FALSE
Ccdc6	chr10	FALSE	FALSE
Mrps28	chr3	FALSE	FALSE
Pip4k2a	chr2	FALSE	FALSE
Garem1	chr18	FALSE	FALSE
A930004D18Rik	chr2	TRUE	TRUE
Ank	chr15	FALSE	FALSE
Zfp638	chr6	FALSE	FALSE
Hipk3	chr2	FALSE	FALSE
Ranbp17	chr11	FALSE	TRUE
Eps15l1	chr8	FALSE	FALSE
Kdm7a	chr6	FALSE	FALSE
Fmnl3	chr15	FALSE	FALSE
Zcchc17	chr4	FALSE	FALSE
Atf2	chr2	FALSE	FALSE
Aim2	chr1	TRUE	FALSE
Apc	chr18	FALSE	FALSE
Cdh22	chr2	FALSE	FALSE
Plxdc2	chr2	TRUE	TRUE
Stpg2	chr3	TRUE	FALSE
Ppp1r12b	chr1	FALSE	FALSE
D630045J12Rik	chr6	FALSE	FALSE
Kcnq2	chr2	FALSE	FALSE
Nabp1	chr1	TRUE	FALSE
Rims4	chr2	FALSE	FALSE
Map2	chr1	FALSE	FALSE
Ankrd11	chr8	FALSE	TRUE
Kmt2d	chr15	FALSE	FALSE
Kat2b	chr17	FALSE	TRUE
Atp6v0d1	chr8	FALSE	FALSE
Ctnnbip1	chr4	FALSE	TRUE
Syt14	chr1	FALSE	TRUE
Nckap5l	chr15	FALSE	FALSE
Nfix	chr8	FALSE	FALSE
Tmtc4	chr14	TRUE	TRUE
Clec16a	chr16	FALSE	FALSE
Hdhd5	chr6	FALSE	TRUE
Hivep2	chr10	TRUE	FALSE
Atp7b	chr8	FALSE	FALSE
Galnt9	chr5	FALSE	FALSE
Sh3bp5	chr14	FALSE	FALSE
Pde7a	chr3	FALSE	TRUE
Elavl3	chr9	FALSE	FALSE
Poc1b	chr10	FALSE	FALSE
Pip5k1b	chr19	TRUE	FALSE
Cdan1	chr2	FALSE	FALSE
Slc44a5	chr3	FALSE	FALSE
Hdac4	chr1	FALSE	FALSE
Dgcr2	chr16	FALSE	FALSE
Trim2	chr3	FALSE	FALSE
Ica1	chr6	FALSE	TRUE
Gprc5b	chr7	FALSE	FALSE
Ccdc171	chr4	FALSE	FALSE
Tmem238	chr7	TRUE	FALSE
Mib1	chr18	FALSE	FALSE
Bicd2	chr13	FALSE	FALSE
Tgfbrap1	chr1	FALSE	TRUE
Ogdhl	chr14	FALSE	FALSE
Dennd5b	chr6	FALSE	FALSE
Negr1	chr3	TRUE	FALSE
Zc3h13	chr14	FALSE	TRUE
Prrc2b	chr2	FALSE	FALSE
Ccny	chr18	FALSE	FALSE
Brinp1	chr4	FALSE	FALSE
Mapkbp1	chr2	FALSE	FALSE
Pcmtd1	chr1	FALSE	TRUE
Zdhhc14	chr17	TRUE	FALSE
Ice1	chr13	FALSE	FALSE
Sec14l1	chr11	FALSE	FALSE
Amer2	chr14	TRUE	FALSE
Cep170b	chr12	FALSE	TRUE
Wscd1	chr11	FALSE	FALSE
Tbc1d5	chr17	TRUE	TRUE
Dazl	chr17	TRUE	TRUE
Klf8	chrX	FALSE	FALSE
Arsg	chr11	TRUE	TRUE
Map3k2	chr18	FALSE	FALSE
Dtna	chr18	FALSE	FALSE
Adamts18	chr8	TRUE	TRUE
Ubr3	chr2	FALSE	FALSE
Poc1a	chr9	FALSE	FALSE
Rnf13	chr3	FALSE	FALSE
Dusp1	chr17	TRUE	FALSE
Bptf	chr11	FALSE	TRUE
Ppp2r5a	chr1	FALSE	FALSE
Map4k4	chr1	FALSE	FALSE
Inpp4b	chr8	TRUE	FALSE
Nuak1	chr10	FALSE	FALSE
Tanc1	chr2	FALSE	FALSE
Mgat4b	chr11	FALSE	FALSE
Ints6	chr14	FALSE	FALSE
Ndp	chrX	TRUE	TRUE
Tmem135	chr7	FALSE	FALSE
Ptpn11	chr5	FALSE	FALSE
Abcg1	chr17	FALSE	FALSE
Atoh8	chr6	TRUE	FALSE
Efhd2	chr4	FALSE	FALSE
Tbc1d2b	chr9	FALSE	FALSE
Srek1ip1	chr13	FALSE	TRUE
Man2a1	chr17	TRUE	FALSE
Tcerg1	chr18	FALSE	FALSE
Ppp1r12a	chr10	FALSE	FALSE
Braf	chr6	FALSE	FALSE
Ptpn3	chr4	FALSE	TRUE
Myo6	chr9	FALSE	FALSE
4930505A04Rik	chr11	TRUE	TRUE
Unc13a	chr8	FALSE	FALSE
Rnf19a	chr15	FALSE	TRUE
Gpc1	chr1	FALSE	FALSE
Strn	chr17	FALSE	FALSE
Dennd4c	chr4	FALSE	TRUE
Sestd1	chr2	FALSE	FALSE
Pccb	chr9	FALSE	TRUE
Armc2	chr10	TRUE	FALSE
Ust	chr10	FALSE	FALSE
Map2k5	chr9	FALSE	FALSE
Cdc40	chr10	TRUE	FALSE
Tmem65	chr15	TRUE	FALSE
Nacc2	chr2	FALSE	FALSE
Dglucy	chr12	TRUE	FALSE
Prpf40a	chr2	FALSE	TRUE
Btrc	chr19	FALSE	FALSE
Flnb	chr14	FALSE	FALSE
Uxs1	chr1	FALSE	TRUE
Gsdme	chr6	FALSE	TRUE
Bbx	chr16	FALSE	FALSE
Ppm1b	chr17	FALSE	FALSE
Rundc3b	chr5	FALSE	FALSE
Cdh7	chr1	TRUE	FALSE
Atm	chr9	FALSE	FALSE
Oxr1	chr15	TRUE	FALSE
Disc1	chr8	FALSE	FALSE
Atp11c	chrX	TRUE	FALSE
Ccser2	chr14	FALSE	FALSE
Nptn	chr9	FALSE	FALSE
Pum2	chr12	FALSE	FALSE
Kdm3b	chr18	FALSE	TRUE
Slc25a12	chr2	FALSE	FALSE
Adgra1	chr7	FALSE	FALSE
Pfkl	chr10	FALSE	FALSE
Actn4	chr7	FALSE	TRUE
Prmt8	chr6	FALSE	FALSE
Tspan13	chr12	FALSE	FALSE
Zfp597	chr16	FALSE	TRUE
Hdac11	chr6	TRUE	TRUE
Banp	chr8	FALSE	FALSE
Tecpr1	chr5	FALSE	FALSE
Scg5	chr2	FALSE	FALSE
Osbpl8	chr10	FALSE	FALSE
Itga7	chr10	TRUE	TRUE
Man1a2	chr3	FALSE	TRUE
Eea1	chr10	FALSE	FALSE
Foxo1	chr3	FALSE	FALSE
Ttc39a	chr4	FALSE	FALSE
Znrf1	chr8	FALSE	FALSE
Neurl1a	chr19	FALSE	FALSE
Nek10	chr14	TRUE	TRUE
Grm4	chr17	FALSE	FALSE
Shank3	chr15	FALSE	FALSE
Vsnl1	chr12	FALSE	FALSE
Rnf182	chr13	TRUE	TRUE
Smchd1	chr17	TRUE	TRUE
Zfyve28	chr5	FALSE	FALSE
Zbtb46	chr2	FALSE	FALSE
Vangl2	chr1	FALSE	FALSE
Plekhf1	chr7	TRUE	FALSE
Dgkd	chr1	FALSE	FALSE
Dclk2	chr3	TRUE	FALSE
Cdip1	chr16	FALSE	TRUE
St7	chr6	TRUE	FALSE
Depdc5	chr5	FALSE	FALSE
Usp47	chr7	FALSE	FALSE
Angptl2	chr2	FALSE	FALSE
Rdx	chr9	FALSE	FALSE
Vps26c	chr16	FALSE	TRUE
Ndst1	chr18	FALSE	FALSE
Wac	chr18	FALSE	FALSE
Nsd1	chr13	TRUE	FALSE
Lrfn3	chr7	FALSE	FALSE
Zfp664	chr5	FALSE	FALSE
Jarid2	chr13	TRUE	TRUE
Ssh1	chr5	FALSE	FALSE
Etv6	chr6	FALSE	FALSE
Rnf144a	chr12	FALSE	TRUE
Hira	chr16	TRUE	FALSE
Gas6	chr8	FALSE	FALSE
Cdc5l	chr17	FALSE	FALSE
Abhd2	chr7	FALSE	TRUE
Sgpp2	chr1	FALSE	FALSE
Kdm2a	chr19	FALSE	FALSE
Cnksr3	chr10	FALSE	FALSE
Epn2	chr11	FALSE	FALSE
Fchsd2	chr7	FALSE	FALSE
Clec2l	chr6	FALSE	FALSE
Nt5m	chr11	FALSE	FALSE
Nr2c2	chr6	FALSE	FALSE
Chst11	chr10	FALSE	FALSE
Ctif	chr18	FALSE	FALSE
Spen	chr4	FALSE	FALSE
Srrm3	chr5	FALSE	FALSE
Epha7	chr4	TRUE	FALSE
Desi2	chr1	FALSE	FALSE
Cacna1d	chr14	TRUE	TRUE
Tmod1	chr4	FALSE	FALSE
Mrtfb	chr16	FALSE	FALSE
Pspc1	chr14	FALSE	FALSE
Dusp8	chr7	FALSE	FALSE
Top1	chr2	FALSE	FALSE
Lyn	chr4	TRUE	TRUE
Rab10	chr12	FALSE	FALSE
Rab11fip3	chr17	FALSE	FALSE
Pisd	chr5	FALSE	TRUE
Resf1	chr6	FALSE	TRUE
Cxadr	chr16	FALSE	FALSE
1110059E24Rik	chr19	FALSE	TRUE
Tfdp2	chr9	FALSE	FALSE
Supt16	chr14	FALSE	FALSE
Pcdha1	chr18	TRUE	TRUE
Xpo7	chr14	FALSE	FALSE
Eaf2	chr16	FALSE	FALSE
Map3k9	chr12	FALSE	FALSE
Tbl1xr1	chr3	FALSE	TRUE
Ehd1	chr19	FALSE	TRUE
Sec23a	chr12	FALSE	FALSE
Pacc1	chr1	FALSE	FALSE
Abhd12	chr2	FALSE	FALSE
Ppp1r9a	chr6	FALSE	TRUE
Ift122	chr6	TRUE	TRUE
Kmt5b	chr19	FALSE	TRUE
Unc80	chr1	TRUE	FALSE
Rdh5	chr10	TRUE	TRUE
Cacna2d3	chr14	FALSE	FALSE
Pcdha12	chr18	FALSE	TRUE
Pcdha3	chr18	TRUE	FALSE
Numa1	chr7	FALSE	FALSE
Arid4a	chr12	FALSE	FALSE
Arhgap20	chr9	FALSE	FALSE
Dpysl5	chr5	FALSE	FALSE
Itm2c	chr1	TRUE	TRUE
Gbe1	chr16	TRUE	FALSE
Arhgap5	chr12	FALSE	FALSE
Rgs16	chr1	FALSE	FALSE
Tfeb	chr17	FALSE	FALSE
Dzip1	chr14	FALSE	TRUE
Ino80	chr2	FALSE	FALSE
Crkl	chr16	FALSE	FALSE
Zfp644	chr5	FALSE	FALSE
Scd1	chr19	TRUE	FALSE
Tex26	chr5	FALSE	FALSE
Vwa8	chr14	TRUE	FALSE
Ankrd34b	chr13	FALSE	FALSE
Ppfia1	chr7	FALSE	FALSE
Dcp2	chr18	FALSE	FALSE
Agpat4	chr17	FALSE	FALSE
Rheb	chr5	FALSE	FALSE
Mccc2	chr13	FALSE	FALSE
Agap3	chr5	FALSE	FALSE
Lrpprc	chr17	FALSE	FALSE
Scfd2	chr5	TRUE	FALSE
Gpd2	chr2	FALSE	FALSE
Epb41l4b	chr4	FALSE	FALSE
Eepd1	chr9	TRUE	TRUE
Tax1bp1	chr6	FALSE	FALSE
Srcin1	chr11	FALSE	FALSE
Pcdha2	chr18	TRUE	FALSE
Saa3	chr7	TRUE	TRUE
Lonrf1	chr8	FALSE	TRUE
Clock	chr5	FALSE	FALSE
Cnot4	chr6	TRUE	FALSE
Paqr9	chr9	TRUE	FALSE
Myh9	chr15	FALSE	FALSE
Ddx31	chr2	FALSE	FALSE
Fnbp1	chr2	FALSE	FALSE
Clstn1	chr4	FALSE	FALSE
Arrb1	chr7	FALSE	FALSE
Rcan1	chr16	FALSE	FALSE
Septin10	chr10	FALSE	FALSE
Slc39a14	chr14	FALSE	FALSE
Cog3	chr14	FALSE	FALSE
Lyst	chr13	TRUE	FALSE
Myrip	chr9	FALSE	FALSE
Mcm9	chr10	TRUE	TRUE
Agpat3	chr10	FALSE	FALSE
Abcc12	chr8	TRUE	FALSE
Phf2	chr13	FALSE	TRUE
Cbx5	chr15	FALSE	TRUE
Cds2	chr2	FALSE	FALSE
Spred2	chr11	FALSE	FALSE
Ankrd50	chr3	TRUE	TRUE
Tmem117	chr15	TRUE	TRUE
Tiam1	chr16	TRUE	FALSE
Clstn3	chr6	FALSE	FALSE
Shc4	chr2	FALSE	TRUE
Ccdc91	chr6	TRUE	FALSE
Zfand6	chr7	TRUE	TRUE
Pcdha5	chr18	TRUE	FALSE
Zbtb2	chr10	FALSE	FALSE
Ndfip2	chr14	FALSE	TRUE
Larp4b	chr13	FALSE	FALSE
Zfp438	chr18	FALSE	TRUE
Qser1	chr2	FALSE	FALSE
Mapkapk2	chr1	FALSE	FALSE
Caprin2	chr6	FALSE	FALSE
Arid5b	chr10	FALSE	TRUE
Anapc5	chr5	FALSE	FALSE
Rab6b	chr9	FALSE	TRUE
Hipk2	chr6	FALSE	FALSE
Zfp697	chr3	TRUE	TRUE
Ric8b	chr10	FALSE	FALSE
Il6st	chr13	FALSE	FALSE
Chl1	chr6	TRUE	TRUE
Tango2	chr16	FALSE	FALSE
Fam219a	chr4	FALSE	FALSE
Camk2g	chr14	FALSE	FALSE
Usp24	chr4	TRUE	FALSE
Parp8	chr13	FALSE	TRUE
Ube2e3	chr2	FALSE	TRUE
Osbpl2	chr2	FALSE	FALSE
Cbfa2t3	chr8	FALSE	FALSE
Get1	chr16	TRUE	TRUE
Unc5b	chr10	FALSE	FALSE
Chadl	chr15	FALSE	TRUE
Lrrn3	chr12	FALSE	TRUE
Zmynd11	chr13	FALSE	FALSE
Stag2	chrX	FALSE	TRUE
Cplx1	chr5	FALSE	FALSE
Hltf	chr3	FALSE	FALSE
Kcnk3	chr5	FALSE	TRUE
Gm21992	chr19	TRUE	FALSE
Tspan5	chr3	FALSE	FALSE
Alkbh6	chr7	FALSE	FALSE
Vapb	chr2	FALSE	FALSE
Prkacb	chr3	TRUE	TRUE
Adcy1	chr11	FALSE	FALSE
Rab28	chr5	FALSE	FALSE
Fzd7	chr1	TRUE	FALSE
Gap43	chr16	TRUE	FALSE
Hdlbp	chr1	FALSE	FALSE
Sin3a	chr9	FALSE	FALSE
Cand1	chr10	FALSE	FALSE
Fbxl18	chr5	FALSE	TRUE
Pkn1	chr8	FALSE	FALSE
Ppp1r21	chr17	FALSE	TRUE
Mlec	chr5	FALSE	TRUE
Baz1b	chr5	FALSE	FALSE
Ptpn2	chr18	FALSE	FALSE
P2rx4	chr5	FALSE	FALSE
Pcdha9	chr18	FALSE	FALSE
Kdm2b	chr5	FALSE	FALSE
Cog4	chr8	FALSE	TRUE
Pik3r1	chr13	FALSE	FALSE
P3h4	chr11	TRUE	FALSE
Ankhd1	chr18	FALSE	FALSE
Pbx3	chr2	TRUE	FALSE
Lmbrd1	chr1	FALSE	FALSE
Fbxo41	chr6	FALSE	FALSE
E2f1	chr2	TRUE	FALSE
Dnajc11	chr4	FALSE	FALSE
Itpk1	chr12	TRUE	TRUE
Ercc6l2	chr13	TRUE	FALSE
Mctp1	chr13	TRUE	FALSE
Crmp1	chr5	FALSE	FALSE
Gabrr2	chr4	TRUE	TRUE
Ube4b	chr4	FALSE	FALSE
Atp2a2	chr5	FALSE	FALSE
Arhgap39	chr15	FALSE	FALSE
Mapk14	chr17	FALSE	FALSE
Eml6	chr11	TRUE	FALSE
Klhl26	chr8	FALSE	FALSE
Mindy4	chr6	FALSE	TRUE
Cdc42bpg	chr19	FALSE	FALSE
Rnf217	chr10	TRUE	FALSE
Mbtd1	chr11	FALSE	FALSE
Cdk19	chr10	TRUE	TRUE
Kcnk10	chr12	FALSE	FALSE
Acot7	chr4	FALSE	FALSE
Elovl5	chr9	FALSE	FALSE
Pcnt	chr10	TRUE	FALSE
3110082I17Rik	chr5	FALSE	FALSE
Shc2	chr10	FALSE	FALSE
Jdp2	chr12	FALSE	FALSE
Rpia	chr6	FALSE	TRUE
Ankib1	chr5	TRUE	FALSE
Cntn1	chr15	TRUE	TRUE
Cdc42bpb	chr12	FALSE	FALSE
Rprd2	chr3	FALSE	TRUE
Trip12	chr1	FALSE	TRUE
Rap2a	chr14	FALSE	FALSE
Foxn2	chr17	TRUE	TRUE
Zfp521	chr18	TRUE	FALSE
Umad1	chr6	TRUE	FALSE
Foxk1	chr5	FALSE	TRUE
Faxc	chr4	FALSE	FALSE
Hcfc2	chr10	FALSE	FALSE
Wasf3	chr5	FALSE	TRUE
Wasl	chr6	FALSE	FALSE
Trmt9b	chr8	TRUE	TRUE
Hspbap1	chr16	FALSE	FALSE
Klhl3	chr13	FALSE	TRUE
Pwwp2b	chr7	FALSE	FALSE
Tle4	chr19	FALSE	TRUE
Ago2	chr15	FALSE	FALSE
Lims1	chr10	TRUE	FALSE
Neo1	chr9	FALSE	FALSE
Kif21b	chr1	FALSE	FALSE
Hs3st1	chr5	FALSE	TRUE
Cystm1	chr18	FALSE	FALSE
Itgb3bp	chr4	TRUE	FALSE
Ifnar2	chr16	FALSE	TRUE
Eif4e3	chr6	FALSE	TRUE
Gnai3	chr3	FALSE	FALSE
Slc6a17	chr3	TRUE	FALSE
Ano10	chr9	FALSE	FALSE
Wscd2	chr5	FALSE	FALSE
Lonrf3	chrX	FALSE	FALSE
Glb1	chr9	FALSE	FALSE
Crem	chr18	FALSE	TRUE
Sema6a	chr18	TRUE	FALSE
Kbtbd11	chr8	FALSE	TRUE
Ash1l	chr3	FALSE	FALSE
Smarca5	chr8	FALSE	FALSE
Sptb	chr12	FALSE	TRUE
Adcyap1r1	chr6	FALSE	FALSE
Enox2	chrX	TRUE	TRUE
Kif21a	chr15	FALSE	FALSE
Fer	chr17	TRUE	FALSE
Sgsm1	chr5	FALSE	FALSE
Agap2	chr10	FALSE	FALSE
Dctn1	chr6	FALSE	FALSE
Cdk13	chr13	TRUE	FALSE
Nck1	chr9	FALSE	FALSE
Slit3	chr11	TRUE	FALSE
Ppp1cb	chr5	FALSE	TRUE
Coro2a	chr4	FALSE	FALSE
Clip1	chr5	FALSE	FALSE
Nyx	chrX	TRUE	FALSE
Hnrnpk	chr13	FALSE	FALSE
Mapre3	chr5	FALSE	FALSE
Slc6a9	chr4	FALSE	FALSE
Sesn1	chr10	TRUE	FALSE
Cttnbp2nl	chr3	FALSE	FALSE
Tll1	chr8	TRUE	FALSE
Klc1	chr12	FALSE	TRUE
Sidt1	chr16	TRUE	FALSE
Rps6ka5	chr12	TRUE	FALSE
Tut4	chr4	TRUE	FALSE
B4galt1	chr4	FALSE	TRUE
Trpc4ap	chr2	FALSE	FALSE
Dexi	chr16	FALSE	FALSE
Napa	chr7	FALSE	FALSE
Lman2	chr13	FALSE	TRUE
Ptprj	chr2	TRUE	FALSE
Trappc9	chr15	TRUE	TRUE
Gfpt1	chr6	FALSE	FALSE
Rpgrip1l	chr8	FALSE	FALSE
Phf3	chr1	FALSE	FALSE
Ablim3	chr18	FALSE	FALSE
Cbln3	chr14	FALSE	FALSE
Hook3	chr8	TRUE	FALSE
Rap1gap	chr4	FALSE	FALSE
Dnajc17	chr2	FALSE	FALSE
Serp2	chr14	FALSE	TRUE
Etv3	chr3	FALSE	TRUE
Ift140	chr17	FALSE	FALSE
Ppm1h	chr10	FALSE	TRUE
Ntng1	chr3	TRUE	TRUE
Sema7a	chr9	FALSE	FALSE
Cyfip2	chr11	FALSE	TRUE
Eif5b	chr1	FALSE	TRUE
Camsap2	chr1	TRUE	TRUE
Ralbp1	chr17	TRUE	TRUE
Sarm1	chr11	FALSE	FALSE
Capn5	chr7	FALSE	FALSE
Hs2st1	chr3	FALSE	FALSE
Rapgef4	chr2	TRUE	FALSE
Slc18a1	chr8	FALSE	FALSE
Pfkfb2	chr1	FALSE	FALSE
Rnf145	chr11	FALSE	FALSE
Ctdp1	chr18	FALSE	FALSE
Ift80	chr3	TRUE	FALSE
Zbtb4	chr11	FALSE	FALSE
Tnfsf13	chr11	TRUE	TRUE
Ltbp2	chr12	TRUE	FALSE
Vegfa	chr17	FALSE	TRUE
Ror1	chr4	TRUE	TRUE
Git2	chr5	FALSE	FALSE
Mbd2	chr18	FALSE	FALSE
Sugp1	chr8	FALSE	FALSE
Nr1d2	chr14	FALSE	FALSE
G2e3	chr12	FALSE	TRUE
Dnajc5	chr2	FALSE	TRUE
Rhof	chr5	FALSE	FALSE
Syt12	chr19	FALSE	FALSE
Spry2	chr14	TRUE	TRUE
Stim1	chr7	FALSE	FALSE
Zmym2	chr14	TRUE	FALSE
Vat1l	chr8	FALSE	TRUE
Arfip1	chr3	FALSE	TRUE
Zmiz1	chr14	FALSE	TRUE
Dnajc24	chr2	FALSE	FALSE
Tiparp	chr3	TRUE	FALSE
Acer3	chr7	FALSE	FALSE
Mfsd4a	chr1	FALSE	TRUE
Edem1	chr6	FALSE	TRUE
Mapk8	chr14	FALSE	FALSE
Phyhd1	chr2	FALSE	FALSE
Pitpna	chr11	FALSE	FALSE
Nim1k	chr13	FALSE	FALSE
Tmem229b	chr12	FALSE	FALSE
Ankmy1	chr1	FALSE	TRUE
Lgals3bp	chr11	FALSE	TRUE
Otulin	chr15	TRUE	TRUE
Sema6c	chr3	FALSE	FALSE
Pfkm	chr15	FALSE	FALSE
Gm20517	chr17	FALSE	TRUE
Pacrg	chr17	TRUE	TRUE
Snap91	chr9	TRUE	FALSE
Ctsb	chr14	FALSE	FALSE
Sec22a	chr16	FALSE	FALSE
Gpam	chr19	TRUE	FALSE
Xrcc6	chr15	FALSE	TRUE
St8sia5	chr18	TRUE	FALSE
Ctnna1	chr18	FALSE	FALSE
Armh4	chr14	TRUE	FALSE
Zfhx2	chr14	FALSE	FALSE
Mib2	chr4	FALSE	FALSE
Chmp4b	chr2	FALSE	FALSE
Slc1a4	chr11	FALSE	FALSE
Zc3h12c	chr9	FALSE	FALSE
Tff3	chr17	TRUE	TRUE
Cul3	chr1	FALSE	FALSE
Slc30a9	chr5	FALSE	FALSE
Slc25a36	chr9	FALSE	FALSE
Uso1	chr5	FALSE	FALSE
Stk38l	chr6	FALSE	FALSE
Pogz	chr3	FALSE	FALSE
Map4k3	chr17	TRUE	FALSE
Mxi1	chr19	FALSE	FALSE
Sesn3	chr9	FALSE	FALSE
Unkl	chr17	FALSE	FALSE
Traf7	chr17	FALSE	FALSE
Larp1	chr11	FALSE	TRUE
Rab3gap2	chr1	FALSE	FALSE
Slc30a5	chr13	FALSE	FALSE
Adgra2	chr8	FALSE	FALSE
Pik3r3	chr4	FALSE	TRUE
Cog2	chr8	FALSE	FALSE
Tbl1x	chrX	FALSE	FALSE
Mcf2l	chr8	TRUE	FALSE
Hectd1	chr12	FALSE	FALSE
Tubgcp3	chr8	FALSE	FALSE
Zfp397	chr18	FALSE	TRUE
Tspan3	chr9	FALSE	FALSE
Pot1a	chr6	FALSE	FALSE
Herpud2	chr9	FALSE	FALSE
Cdon	chr9	FALSE	FALSE
1700069L16Rik	chr5	FALSE	FALSE
Nisch	chr14	FALSE	FALSE
Lrpap1	chr5	FALSE	FALSE
Cry2	chr2	FALSE	FALSE
Gabra1	chr11	FALSE	TRUE
Sclt1	chr3	TRUE	FALSE
Ankrd10	chr8	FALSE	FALSE
Mgrn1	chr16	FALSE	FALSE
Sgms1	chr19	TRUE	FALSE
Stam	chr2	FALSE	FALSE
Crtc1	chr8	FALSE	FALSE
Acap2	chr16	FALSE	FALSE
Zgpat	chr2	FALSE	TRUE
Cstad	chr2	FALSE	FALSE
Atl2	chr17	FALSE	FALSE
E4f1	chr17	FALSE	FALSE
Aldh4a1	chr4	FALSE	FALSE
Aebp2	chr6	FALSE	TRUE
Raf1	chr6	TRUE	FALSE
Mark2	chr19	FALSE	FALSE
Cep290	chr10	TRUE	TRUE
Pald1	chr10	FALSE	FALSE
Magi1	chr6	TRUE	FALSE
Rev1	chr1	TRUE	FALSE
Nsun2	chr13	TRUE	FALSE
Pex10	chr4	FALSE	FALSE
Tor1aip1	chr1	FALSE	FALSE
Smim14	chr5	TRUE	FALSE
Zfp451	chr1	FALSE	FALSE
C6	chr15	TRUE	TRUE
Rwdd3	chr3	TRUE	TRUE
Ube2ql1	chr13	FALSE	FALSE
Marchf3	chr18	TRUE	TRUE
Ndst3	chr3	TRUE	TRUE
Cep57l1	chr10	FALSE	FALSE
Supt20	chr3	FALSE	TRUE
Ints3	chr3	FALSE	TRUE
Car10	chr11	TRUE	TRUE
Trrap	chr5	TRUE	FALSE
Phf8	chrX	TRUE	FALSE
Kcnip3	chr2	FALSE	TRUE
Snx9	chr17	FALSE	TRUE
Prkcg	chr7	FALSE	FALSE
Tulp3	chr6	FALSE	FALSE
Hsbp1l1	chr18	FALSE	FALSE
U2af2	chr7	FALSE	FALSE
Mpzl1	chr1	TRUE	FALSE
Cep170	chr1	FALSE	FALSE
Ube2n	chr10	FALSE	FALSE
Glcci1	chr6	TRUE	FALSE
Usp3	chr9	FALSE	FALSE
Kdm3a	chr6	FALSE	FALSE
Pten	chr19	FALSE	FALSE
Kcnh2	chr5	FALSE	TRUE
Mical3	chr6	TRUE	TRUE
Etnk1	chr6	FALSE	FALSE
Tbc1d9b	chr11	FALSE	TRUE
Pcdhac1	chr18	FALSE	FALSE
Hmg20a	chr9	FALSE	TRUE
Calb2	chr8	TRUE	TRUE
Ccdc149	chr5	FALSE	TRUE
Gpr176	chr2	FALSE	FALSE
Ythdc2	chr18	FALSE	TRUE
Edem3	chr1	FALSE	TRUE
Aplp2	chr9	TRUE	FALSE
Ermp1	chr19	FALSE	FALSE
Nell2	chr15	TRUE	TRUE
Ptpre	chr7	FALSE	FALSE
Rims3	chr4	TRUE	TRUE
Map3k5	chr10	TRUE	FALSE
Otud1	chr2	TRUE	TRUE
Fads6	chr11	FALSE	FALSE
Fam53b	chr7	TRUE	FALSE
Arglu1	chr8	FALSE	TRUE
Lancl2	chr6	FALSE	FALSE
Rab11fip5	chr6	FALSE	FALSE
Grhpr	chr4	FALSE	TRUE
Cdk12	chr11	TRUE	FALSE
Il1r2	chr1	FALSE	TRUE
Srebf1	chr11	FALSE	FALSE
Pcgf3	chr5	FALSE	FALSE
Hivep1	chr13	TRUE	FALSE
Itpkb	chr1	FALSE	FALSE
Fzd3	chr14	FALSE	FALSE
Ttc13	chr8	FALSE	FALSE
Arhgef40	chr14	FALSE	FALSE
Pls3	chrX	FALSE	TRUE
Lats2	chr14	FALSE	FALSE
Cxxc5	chr18	FALSE	FALSE
Tmem266	chr9	TRUE	FALSE
Impa2	chr18	FALSE	FALSE
Adck2	chr6	FALSE	FALSE
Xkr4	chr1	TRUE	TRUE
Bin1	chr18	FALSE	FALSE
Gart	chr16	FALSE	FALSE
Ttc9	chr12	FALSE	FALSE
Rnf122	chr8	TRUE	TRUE
Mllt1	chr17	FALSE	FALSE
Plxna1	chr6	FALSE	FALSE
Agtpbp1	chr13	TRUE	FALSE
Cyb5b	chr8	FALSE	FALSE
