gene_name	gene_id	chr	start	end	strand	gene_type	gene_length	mch_ctrl	mch_mut	mch_diff	ctrl_M1_mch	ctrl_M2_mch	ctrl_F1_mch	ctrl_F2_mch	mut_M1_mch	mut_M2_mch	mut_F1_mch	mut_F2_mch	n_ch_sites_mean	total_coverage_mean	edger_logFC	edger_logCPM	edger_F	edger_pval	edger_fdr	p_bonferroni	sig_bonferroni	sig_fdr005	sig_fdr010
Grin2a	ENSMUSG00000059003.12	chr16	9567897	9995560	-	protein_coding	427663	0.0321354323636323	0.026710106226842	-0.00542532613679031	0.0336191924165282	0.0309538534788229	0.0318775709757907	0.0320911125833873	0.0242534084623086	0.0280947855331774	0.0263734870089485	0.0281187439029334	67606.25	1500153.125	-0.31991797053856	8.83467628876689	323.799067156045	1.0880748020943e-13	8.1481601631834e-12	2.21629956438588e-09	TRUE	TRUE	TRUE
Chst15	ENSMUSG00000030930.14	chr7	132235779	132317228	-	protein_coding	81449	0.0449862046337483	0.0633708305812623	0.018384625947514	0.0452255068473054	0.0426548128531908	0.0457352844551658	0.0463292143793312	0.0607163855094749	0.0642631145143708	0.0633357779268807	0.0651680443743229	13033.375	282924	0.474555162506037	7.30706483343523	322.943228378961	1.11520593171601e-13	8.32074345169357e-12	2.27156296231234e-09	TRUE	TRUE	TRUE
Cenpf	ENSMUSG00000026605.14	chr1	189640605	189688086	-	protein_coding	47481	0.0865210225610742	0.117537169669353	0.0310161471082787	0.0853747878138122	0.0860087327124275	0.0882379386528285	0.0864626310652287	0.11572423497419	0.120817697462066	0.116588942808282	0.117017803432874	7089.5	191341	0.436270562807886	7.66413879273418	322.281953436748	1.13667965463782e-13	8.45001017712326e-12	2.31530278853177e-09	TRUE	TRUE	TRUE
Hcn1	ENSMUSG00000021730.8	chr13	117602319	117987418	+	protein_coding	385099	0.0667521263870973	0.0824720537221353	0.015719927335038	0.0660451115490368	0.0656634001890471	0.0681776595089289	0.0671223343013765	0.0792698519555498	0.0851645764284083	0.0817237264894963	0.0837300600150869	53335	1288923.625	0.288224325389568	9.96384952619929	321.558949604077	1.16068056283208e-13	8.59705541248244e-12	2.36419023843267e-09	TRUE	TRUE	TRUE
Unc13c	ENSMUSG00000062151.13	chr9	73479421	73968966	-	protein_coding	489545	0.0218141715120833	0.0176517394292584	-0.00416243208282484	0.0237968401480601	0.0209531670969526	0.0212054586621803	0.0213012201411402	0.0149075724046689	0.0190752975056113	0.0173642074720828	0.0192598803346707	69894	1511863.875	-0.398462891196682	8.26756462931913	319.955712936162	1.21591822802988e-13	8.97356463287701e-12	2.47670383867405e-09	TRUE	TRUE	TRUE
Tmem132c	ENSMUSG00000034324.16	chr5	127241807	127565793	+	protein_coding	323986	0.0530897121585515	0.0657974982858606	0.0127077861273091	0.0535360093661644	0.0530702536337278	0.0529718486710311	0.0527807369632827	0.0623138143133404	0.0679653148133959	0.0651577460151198	0.0677531180015864	50592	1098927.625	0.282407413717324	9.39471444317242	319.806199061227	1.22121537591912e-13	8.98012129678578e-12	2.48749359920966e-09	TRUE	TRUE	TRUE
Nckap5	ENSMUSG00000049690.15	chr1	125913619	126830799	-	protein_coding	917180	0.0344467693252067	0.0412813696900541	0.00683460036484734	0.036131545563338	0.0348382361326041	0.0331345512316023	0.0336827443732826	0.0401829352770487	0.0430985628598143	0.0406517052106845	0.0411922754126689	137577.5	3203675.375	0.23760212762228	10.2984757101869	319.003899194648	1.2500778997939e-13	9.15929379169136e-12	2.5462836740902e-09	TRUE	TRUE	TRUE
Zfand3	ENSMUSG00000044477.12	chr17	30004732	30210828	+	protein_coding	206096	0.0350031756558698	0.0272183546255869	-0.00778482103028284	0.0359484917133659	0.0344259484665101	0.0345278577033743	0.0351104047402287	0.0250208884792961	0.0292831806078249	0.0258463692026156	0.0287229802126111	31273.875	711507.375	-0.418583703365317	7.83869521247995	316.841318835845	1.33168863993661e-13	9.72228168704973e-12	2.71251659068688e-09	TRUE	TRUE	TRUE
Robo2	ENSMUSG00000052516.19	chr16	73891838	74411825	-	protein_coding	519987	0.0324607662749525	0.0420086500990939	0.00954788382414146	0.0327976900382901	0.0329251910459309	0.0324359809590317	0.0316842030565573	0.0393974380807009	0.0446302360505356	0.0411597428050398	0.0428471834600995	71295.5	1808097	0.338024350980505	9.45676199905547	316.283584870279	1.35367637972137e-13	9.84751220662306e-12	2.75730341785446e-09	TRUE	TRUE	TRUE
Kif18a	ENSMUSG00000027115.14	chr2	109280737	109341747	+	protein_coding	61010	0.0233371271264392	0.0398231110923336	0.0164859839658945	0.0249091070320121	0.0230993706564159	0.0230890034861834	0.0222510273311454	0.0360301805747874	0.0403478223996141	0.0396283160492995	0.0432861253456336	8467	209934.25	0.71650829610886	6.10850858644721	316.153246157101	1.35887222390087e-13	9.85013107780672e-12	2.76788683286369e-09	TRUE	TRUE	TRUE
Chil3	ENSMUSG00000040809.10	chr3	106147553	106167564	-	protein_coding	20011	0.0242139319924604	0.0438191328575699	0.0196052008651096	0.0239264664608476	0.022679863680456	0.0251077923948124	0.0251416054337254	0.0419329336583438	0.0447843692806577	0.0430212992266716	0.0455379292646066	2884.875	137258.375	0.833767917213275	5.60534204387773	315.847009688844	1.37116674735958e-13	9.90400548828624e-12	2.79292954769672e-09	TRUE	TRUE	TRUE
Mtor	ENSMUSG00000028991.15	chr4	148448610	148557683	+	protein_coding	109073	0.0261182012293705	0.0180712901999767	-0.00804691102939374	0.0284019305789103	0.025430128175918	0.0243927175365036	0.0262480286261499	0.0160615828159357	0.0199070061889513	0.0174858155316703	0.0188307562633496	17702.25	418321.75	-0.606229513238179	6.5720164288613	315.472370239782	1.38637439317509e-13	9.97846643624856e-12	2.82390600145834e-09	TRUE	TRUE	TRUE
Eefsec	ENSMUSG00000033216.9	chr6	88257333	88446539	-	protein_coding	189206	0.0401528560558741	0.0317103215015956	-0.00844253455427854	0.041148255681663	0.0398004123838011	0.039601478106367	0.0400612780516654	0.0293156933424819	0.0335912112231276	0.0310385920713389	0.0328957893694339	30478.75	679839.25	-0.384370575550875	7.97981847868068	315.200443677059	1.39752900515674e-13	1.0017488350514e-11	2.84662683060376e-09	TRUE	TRUE	TRUE
1700028P14Rik	ENSMUSG00000033053.4	chr19	23558752	23652812	-	protein_coding	94060	0.0368447470532992	0.0519680004933146	0.0151232534400153	0.03819259176051	0.0361932807898704	0.0366507234485381	0.0363423922142783	0.0490806013792257	0.0532959948699407	0.0516348953171457	0.0538605104069461	13637.125	313711.75	0.464116980343562	7.17111398712157	315.060465290737	1.40330953015822e-13	1.0017488350514e-11	2.85840118197928e-09	TRUE	TRUE	TRUE
Grip1	ENSMUSG00000034813.18	chr10	119453829	120087261	+	protein_coding	633432	0.0299134241800018	0.0251661760596845	-0.0047472481203173	0.0312414154783608	0.0301904132383123	0.0288459869449484	0.0293758810583856	0.0231156608602328	0.0264459504083873	0.0247025998466214	0.0264004931234966	94860	2287053.25	-0.298506329613145	9.34941942579789	314.982273524404	1.40654998686583e-13	1.0017488350514e-11	2.86500166824701e-09	TRUE	TRUE	TRUE
Capsl	ENSMUSG00000039676.4	chr15	9436027	9466038	+	protein_coding	30011	0.0243159907983921	0.0499282468928879	0.0256122560944957	0.0273413359800745	0.0232472533695775	0.0229545059092795	0.023720867934637	0.0500320823941692	0.0520823089782673	0.0488184594592804	0.0487801367398345	3942.5	89663.875	1.01461892394163	5.12756657747859	313.407163837878	1.47361380064536e-13	1.04585503502945e-11	3.00160395053453e-09	TRUE	TRUE	TRUE
Zfp800	ENSMUSG00000039841.14	chr6	28239926	28398005	-	protein_coding	158079	0.0273413225797824	0.0403751257336625	0.0130338031538801	0.0299150847853749	0.0263059009039123	0.0253982823051203	0.0277460223247221	0.037300296725956	0.0421498008754035	0.0395955500434027	0.0424548552898879	23020.625	544988.125	0.506356563964365	7.57988122397192	311.891123044661	1.54150313023619e-13	1.09023879374239e-11	3.1398877259781e-09	TRUE	TRUE	TRUE
Clvs1	ENSMUSG00000041216.15	chr4	9269292	9451691	+	protein_coding	182399	0.0226788490988163	0.0170943997555177	-0.00558444934329861	0.0244638124641403	0.0227015859985488	0.0214372745347114	0.0221127233978645	0.015007312117408	0.0190651269194228	0.0161139926859746	0.0181911672992653	27558.25	620312.375	-0.493388012825277	6.99579021472454	310.278769934092	1.61750821742944e-13	1.13353559638221e-11	3.29470248808202e-09	TRUE	TRUE	TRUE
Tmeff2	ENSMUSG00000026109.14	chr1	50900646	51187270	+	protein_coding	286624	0.0375136191606853	0.0474773342607663	0.00996371510008096	0.038369994696727	0.036811103339101	0.0366652695274297	0.0382081090794836	0.0460104971746903	0.0481685864512519	0.0471667179441098	0.0485635354730132	40843.125	1000012.625	0.319596823479638	8.7873764235605	310.269733531424	1.61794565294607e-13	1.13353559638221e-11	3.29559350048586e-09	TRUE	TRUE	TRUE
Ntn4	ENSMUSG00000020019.4	chr10	93640680	93747207	+	protein_coding	106527	0.0243788729086422	0.0367643103789707	0.0123854374703286	0.0255991566850281	0.0234589884167311	0.0235603324689975	0.0248970140638119	0.0340828067159587	0.0379783322651768	0.0359246083379087	0.0390714941968387	15468.375	334916.5	0.543707793612455	6.72473560930357	310.239377920098	1.61941606631265e-13	1.13353559638221e-11	3.29858858547224e-09	TRUE	TRUE	TRUE
Commd1	ENSMUSG00000051355.18	chr11	22896135	22982382	-	protein_coding	86247	0.0862970012108861	0.0625793256751998	-0.0237176755356863	0.0830199318320269	0.0874941299441019	0.0883204377317409	0.0863535053356747	0.0608252371699623	0.0651734869553702	0.0609663435243678	0.0633522350510989	13361.5	332275.75	-0.474821075723518	8.00699967163578	310.093894654113	1.6264836803077e-13	1.13458377000643e-11	3.31298460841876e-09	TRUE	TRUE	TRUE
Cpeb3	ENSMUSG00000039652.16	chr19	37021290	37208601	-	protein_coding	187311	0.0206014632456186	0.0146484804014726	-0.00595298284414597	0.0218580625461208	0.0201082168871637	0.020578517306152	0.0198610562430377	0.0125800181417649	0.0163522228910482	0.0139653520417692	0.015696328531308	27930.25	614859.75	-0.580330764145495	6.80199425550951	309.912491652998	1.63534392423069e-13	1.13687100316228e-11	3.33103203926548e-09	TRUE	TRUE	TRUE
Trp73	ENSMUSG00000029026.17	chr4	154056248	154140208	-	protein_coding	83960	0.0804768080032167	0.0592564540888274	-0.0212203539143894	0.0772449066940592	0.0796752620380584	0.0824808812779727	0.0825061820027766	0.0566264442761393	0.0606268657781075	0.0591753010516073	0.0605972052494554	13846.375	288990.375	-0.45348777975197	7.70499218753555	309.208088484218	1.67025655339036e-13	1.15719237197307e-11	3.40214557360083e-09	TRUE	TRUE	TRUE
Rere	ENSMUSG00000039852.17	chr4	150281645	150621966	+	protein_coding	340321	0.0299507455345291	0.0247239787123785	-0.00522676682215063	0.0314338854005873	0.0293165408883883	0.029501627902716	0.029550927946425	0.0221943625492519	0.0261495249015582	0.0241417665200465	0.0264102608786574	52549.375	1173706.375	-0.338345822647034	8.3695902405624	307.73733236658	1.74582971682292e-13	1.20545103396495e-11	3.55608055019661e-09	TRUE	TRUE	TRUE
Vav2	ENSMUSG00000009621.18	chr2	27262103	27427033	-	protein_coding	164930	0.0729890368406173	0.0572168592126619	-0.0157721776279554	0.0727635465643251	0.0738780487804878	0.0726780508121616	0.0726365012054947	0.0534934497816594	0.059563590088434	0.0576250931613169	0.0581853038192374	27583.625	595952.25	-0.376855358847455	8.64801009189887	305.480905411019	1.86920143474163e-13	1.28627581163015e-11	3.80737640242523e-09	TRUE	TRUE	TRUE
Kmt2c	ENSMUSG00000038056.15	chr5	25271797	25498783	-	protein_coding	226986	0.0176871606426518	0.0132610873139056	-0.00442607332874618	0.0194028686658263	0.0170433764903811	0.017275819965336	0.0170265774490638	0.0110289547568529	0.0145687615129398	0.0122544182899035	0.0151922146959263	32376.75	729026.75	-0.534998509054455	6.86247096333298	303.741655379691	1.9708553316192e-13	1.35166169191083e-11	4.01443522497515e-09	TRUE	TRUE	TRUE
Tpst1	ENSMUSG00000034118.15	chr5	130073325	130135729	+	protein_coding	62404	0.0338121431001956	0.0228096198417114	-0.0110025232584842	0.0357925594065224	0.031305541867148	0.0328170075981598	0.0353334635289523	0.0196698162642794	0.0239521236094861	0.0221110221813095	0.0255055173117706	9837.5	247629.625	-0.653859341144767	6.17035891771559	301.394362448619	2.11783056924705e-13	1.44758694177829e-11	4.31380908649931e-09	TRUE	TRUE	TRUE
Fbh1	ENSMUSG00000058594.15	chr2	11742572	11777582	-	protein_coding	35010	0.0524098055249268	0.0313304080827043	-0.0210793974422225	0.0561091659933567	0.0496106621504703	0.0532402774998332	0.0506791164560469	0.0298085841976558	0.0338456578238595	0.0305216187634876	0.0311457715458143	5423.625	140635.375	-0.780540140921482	5.93776957728908	300.957039937581	2.14652605590623e-13	1.46229395427271e-11	4.3722589232754e-09	TRUE	TRUE	TRUE
Celf4	ENSMUSG00000024268.16	chr18	25477631	25754157	-	protein_coding	276526	0.0427496316613544	0.0332568658170032	-0.00949276584435123	0.0440157397424868	0.0431850309481729	0.0424038582636332	0.0413938976911248	0.0297948940773781	0.035484910460066	0.0330981788435196	0.0346494798870491	43295.5	875670.625	-0.414705832216634	8.41999632911099	299.687897663678	2.23225619501898e-13	1.51562754787805e-11	4.54688264363416e-09	TRUE	TRUE	TRUE
Thsd7b	ENSMUSG00000042581.14	chr1	129273301	130219278	+	protein_coding	945977	0.0232280208015249	0.0292151845236331	0.00598716372210822	0.0248540857908818	0.0227395556139775	0.0222990208769151	0.0230194209243253	0.0264679848618962	0.030421598823046	0.0286083740608907	0.0313627803486997	134968.75	3177298.125	0.27004201123964	9.7572690006735	298.461727898771	2.31867858339137e-13	1.56907521810959e-11	4.72291640650988e-09	TRUE	TRUE	TRUE
Lamp2	ENSMUSG00000016534.15	chrX	38401356	38456454	-	protein_coding	55098	0.0483974378550293	0.0294926942254936	-0.0189047436295357	0.0623866589392212	0.0596428387362779	0.0352458219976681	0.0363144317469502	0.0342737653766357	0.0385534741164223	0.0217832118058302	0.0233603256030864	7900	144059.75	-0.749436643824481	5.71433235884006	298.347465634804	2.32691783148485e-13	1.56943673210314e-11	4.73969893095149e-09	TRUE	TRUE	TRUE
Xkr6	ENSMUSG00000035067.9	chr14	63606502	63820809	+	protein_coding	214307	0.0264228315701497	0.0197066926742554	-0.00671613889589427	0.0287258177245081	0.025170495170967	0.0264092877545379	0.0253857256305858	0.0177148412241858	0.0207392897003054	0.0188080249226482	0.0215646148498822	33286.75	704070	-0.495918389143001	7.38774477427218	297.971348913516	2.35426757637872e-13	1.58264278096562e-11	4.79540762632582e-09	TRUE	TRUE	TRUE
Tnrc6b	ENSMUSG00000047888.10	chr15	80711312	80941085	+	protein_coding	229773	0.0196987061514108	0.0148984897851675	-0.00480021636624336	0.021398606695614	0.0193229108086829	0.0192819685356999	0.0187913385656464	0.0128909952606635	0.0160552645110743	0.0141975608271522	0.0164501385417799	34221.375	780626.125	-0.492781841175672	7.1188461423894	296.787560347121	2.44268565028069e-13	1.63568220712312e-11	4.97550640105673e-09	TRUE	TRUE	TRUE
Fam83g	ENSMUSG00000042377.8	chr11	61684090	61709951	+	protein_coding	25861	0.112612282206625	0.0746171297402703	-0.0379951524663548	0.111531366743656	0.115797591505013	0.109231539702855	0.113888630874977	0.0718626616087327	0.0779845577259694	0.0719047619047619	0.0767165377216171	4345.625	92601.75	-0.61868592253931	6.48413039333394	296.701861683078	2.44922712539914e-13	1.63568220712312e-11	4.98883073172552e-09	TRUE	TRUE	TRUE
Myt1l	ENSMUSG00000061911.15	chr12	29528383	29923213	+	protein_coding	394830	0.0479672356396497	0.0582301497614882	0.0102629141218385	0.0482611750716178	0.0490394229058113	0.0471810098999247	0.0473873346812451	0.0567993927407736	0.0590185995768731	0.0579299563525284	0.0591726503757775	62537.625	1511564.25	0.26688145155319	9.69721414297789	296.329770394038	2.47785392788235e-13	1.64939237441293e-11	5.04714066570355e-09	TRUE	TRUE	TRUE
Ints9	ENSMUSG00000021975.9	chr14	64950044	65039835	+	protein_coding	89791	0.0345199455006952	0.0251771038037739	-0.00934284169692136	0.0387255069339096	0.0328419586076717	0.0328527931161947	0.033659523345005	0.0208624058051912	0.0281059391341482	0.0242964029556688	0.0274436673200873	13833.375	326997.375	-0.566175795746023	6.6593728574634	295.037661674584	2.5801613365709e-13	1.71189922686034e-11	5.25553062646126e-09	TRUE	TRUE	TRUE
Efcab2	ENSMUSG00000026495.8	chr1	178406084	178484513	+	protein_coding	78429	0.0327121653595046	0.0481632117923944	0.0154510464328898	0.0342625983430147	0.0315871837170012	0.0322070784471038	0.0327918009308987	0.0449753278201672	0.0500768653477329	0.0467733665649638	0.0508272874367138	11213.875	255060.625	0.512177892868319	6.74231593325534	294.157048650202	2.6525506518989e-13	1.75421442300418e-11	5.40298042285287e-09	TRUE	TRUE	TRUE
Dock3	ENSMUSG00000039716.12	chr9	106892824	107231909	-	protein_coding	339085	0.0173271114114521	0.0138370035348286	-0.00349010787662352	0.0201649243792531	0.015875228180966	0.016163387432019	0.0171049056535704	0.0106371031141202	0.0158114673088434	0.0130156567400508	0.0158837869763	45738.375	980490.375	-0.484334526805184	7.29534510917383	293.783482392756	2.68393246263494e-13	1.76922395894534e-11	5.46690203314111e-09	TRUE	TRUE	TRUE
Sh3pxd2a	ENSMUSG00000053617.12	chr19	47260173	47464401	-	protein_coding	204228	0.0817914646480518	0.0653492569909688	-0.016442207657083	0.0799931131756869	0.083466086077584	0.0814281783262781	0.0822784810126582	0.0631742349372329	0.0667148736194106	0.0652941456222952	0.0662137737849366	32300.125	682567	-0.33428041497957	9.01801054217087	292.669003893421	2.78001147953838e-13	1.82664689763604e-11	5.66260538267173e-09	TRUE	TRUE	TRUE
Lhpp	ENSMUSG00000030946.13	chr7	132610637	132706420	+	protein_coding	95783	0.0434112901748362	0.0593310565818567	0.0159197664070206	0.044540837917901	0.0432912866910808	0.0436455211197973	0.0421675149705655	0.0566690464439898	0.0610764778980481	0.058417237656701	0.0611614643286879	15545.25	339223.75	0.423519288847605	7.4880219665189	292.488949083534	2.79588654469995e-13	1.82918992884713e-11	5.69494130289933e-09	TRUE	TRUE	TRUE
Pcsk5	ENSMUSG00000024713.16	chr19	17432318	17837632	-	protein_coding	405314	0.0460140633695507	0.0373269969973556	-0.0086870663721951	0.045962115177868	0.0472645112431259	0.0452586403480767	0.0455709867091321	0.0360240305411228	0.0392546547167304	0.0366265003960832	0.037402802335486	61095.5	1519456.125	-0.321394864006464	9.36198427275509	292.42168931858	2.8018422985925e-13	1.82918992884713e-11	5.70707257800306e-09	TRUE	TRUE	TRUE
Cd276	ENSMUSG00000035914.11	chr9	58524297	58555437	-	protein_coding	31140	0.0505092129631723	0.0793129458565582	0.028803732893386	0.0526380161751441	0.0513413688402844	0.0486889999383059	0.0493684668989547	0.0778919936296511	0.0794079193126634	0.0801217268866532	0.0798301435972653	4985.25	107284.625	0.639659514453408	6.17305765003836	291.33503128643	2.90002691946213e-13	1.88724116046403e-11	5.90706483225241e-09	TRUE	TRUE	TRUE
Gnaq	ENSMUSG00000024639.5	chr19	16132830	16387463	+	protein_coding	254633	0.0415844063303349	0.0339829283800488	-0.00760147795028606	0.0426555051649811	0.0406431565155953	0.0414714098206172	0.0415675538201457	0.0317058555058896	0.0358750068966179	0.0327816757924727	0.0355691753252149	37844.5	898474.625	-0.335363604431457	8.4563057068062	290.805380891612	2.94925228624553e-13	1.90762097269372e-11	6.00733198185353e-09	TRUE	TRUE	TRUE
Serpinb8	ENSMUSG00000026315.13	chr1	107590005	107610484	+	protein_coding	20479	0.0271125335314245	0.055272109996477	0.0281595764650525	0.0276520164379745	0.0257448553924563	0.0287087912087912	0.0263444710864759	0.0551034248897931	0.0569691860594095	0.0550056910971446	0.0540101379395609	3143.125	72888.25	1.02435938380073	4.97057126020708	290.79662058008	2.95007416367285e-13	1.90762097269372e-11	6.00900606398523e-09	TRUE	TRUE	TRUE
Nfasc	ENSMUSG00000026442.14	chr1	132564689	132741797	-	protein_coding	177108	0.0235904036728668	0.0171081439085962	-0.0064822597642706	0.024015171982121	0.0233166916521109	0.0234692211153641	0.0235605299418712	0.0148880152720261	0.018720860920103	0.0160669609808552	0.0187567384614005	27934.75	579053.5	-0.545335201658831	6.92128794948097	288.709310570123	3.15328908001391e-13	2.03257421743049e-11	6.42293452708034e-09	TRUE	TRUE	TRUE
Col5a1	ENSMUSG00000026837.16	chr2	27886424	28039514	+	protein_coding	153090	0.0588947471794165	0.0459739128657934	-0.0129208343136231	0.0602519950762762	0.0593307268779087	0.0589024121534055	0.0570938546100756	0.0422406170092545	0.0470118645724468	0.0456679255436715	0.0489752443378007	25968.625	539115.375	-0.398820414815881	8.18939975094069	288.600473649615	3.16430027559926e-13	2.03323761241897e-11	6.44536323136813e-09	TRUE	TRUE	TRUE
Ptprg	ENSMUSG00000021745.14	chr14	11553531	12242041	+	protein_coding	688510	0.0428170344871489	0.0375546790314433	-0.00526235545570564	0.043693795084515	0.0422756912569993	0.0424753861061598	0.0428232655009215	0.0354449627321682	0.0390008079562384	0.0366779414656243	0.0390950039717422	107244.375	2528631.125	-0.224095857000391	10.0372049850122	288.373046832039	3.18744637804476e-13	2.04166966271678e-11	6.49250952743937e-09	TRUE	TRUE	TRUE
Ttc39b	ENSMUSG00000038172.14	chr4	83220299	83324255	-	protein_coding	103956	0.0371095565734596	0.0508662022209541	0.0137566456474945	0.037664069564582	0.0363310312728866	0.0379626487969011	0.0364804766594687	0.0503922368838707	0.0512793495503116	0.049969792552709	0.0518234298969252	15664.5	363170.375	0.444467280613743	7.36771151328918	288.233512588458	3.20173959708564e-13	2.04439604554976e-11	6.52162338530373e-09	TRUE	TRUE	TRUE
Zfp804a	ENSMUSG00000070866.4	chr2	82053221	82259879	+	protein_coding	206658	0.0266054837722681	0.0364672773116646	0.00986179353939643	0.0280371684871874	0.0257947330237189	0.025924999544478	0.0266650340336882	0.03533259459285	0.0381550341905531	0.0363610883344736	0.0360203921287815	28561.75	675202.625	0.431635931264824	7.79356555439175	287.959148246255	3.23005052287176e-13	2.05602809688671e-11	6.57928991003748e-09	TRUE	TRUE	TRUE
Runx1	ENSMUSG00000022952.17	chr16	92601465	92826149	-	protein_coding	224684	0.0402132121747871	0.0313292692563709	-0.00888394291841616	0.0412140217269571	0.0408587684344575	0.0394931064978514	0.0392869520398823	0.0276796402207887	0.0332888362932055	0.0309365519912218	0.0334120485202678	35242.25	768790.25	-0.421020189885724	8.14927033936298	287.831054163301	3.24336254633215e-13	2.05807014661182e-11	6.60640517062396e-09	TRUE	TRUE	TRUE
Adamts14	ENSMUSG00000059901.12	chr10	61197111	61273438	-	protein_coding	76327	0.0916616284330465	0.0698589584400102	-0.0218026699930363	0.0916150493232393	0.091671100362757	0.0932804330322931	0.0900799310138967	0.0687292482160892	0.072062296546882	0.0685631653743549	0.0700811236227146	12256.375	263070.125	-0.402376693802774	7.78136749556372	286.446413565032	3.3911821954902e-13	2.13868261187427e-11	6.90749901399398e-09	TRUE	TRUE	TRUE
Rora	ENSMUSG00000032238.17	chr9	68653785	69388246	+	protein_coding	734461	0.0453484757964921	0.0395867702434107	-0.00576170555308143	0.0463386761758367	0.0439379093393842	0.0455240211878454	0.045593296482902	0.0374305553698052	0.0407820120583923	0.0389393329786698	0.0411951805667754	114567.75	2482935	-0.228399602727371	10.0889923861907	286.444412983958	3.39140106846378e-13	2.13868261187427e-11	6.90794483635388e-09	TRUE	TRUE	TRUE
Tnrc18	ENSMUSG00000039477.16	chr5	142724660	142817662	-	protein_coding	93002	0.0344011961743925	0.0236962336825945	-0.010704962491798	0.0348614278097313	0.0340061689195319	0.0345411331619364	0.0341960548063704	0.0208007313597376	0.0247490537499005	0.0237621609870102	0.0254729886337298	14611.125	288907.25	-0.595302863869811	6.43538374213744	285.976778713459	3.44299199520834e-13	2.16451555402465e-11	7.01303039503987e-09	TRUE	TRUE	TRUE
Elk3	ENSMUSG00000008398.16	chr10	93247413	93311135	-	protein_coding	63722	0.0503388465791879	0.0700850054660107	0.0197461588868228	0.0491145695673129	0.0509952205215077	0.0508170657358373	0.0504285304920937	0.0684084053376962	0.0704010740524809	0.0697198030939907	0.071810739379875	9748.25	217352.625	0.470040320878181	7.07845439131891	285.655280933897	3.4789619952722e-13	2.18039928866768e-11	7.08629768816994e-09	TRUE	TRUE	TRUE
Ebf2	ENSMUSG00000022053.13	chr14	67233291	67430918	+	protein_coding	197627	0.0484848102872797	0.0373281785463854	-0.0111566317408944	0.0495510514877849	0.0496833993785317	0.0481113703749189	0.0465934199078834	0.0341854618023883	0.0391566121625504	0.0370796913497855	0.0388909488708171	30459	678922.375	-0.419082319669977	8.23729714504261	285.101404740414	3.54190599565644e-13	2.2130393627462e-11	7.21450832255261e-09	TRUE	TRUE	TRUE
Dkk3	ENSMUSG00000030772.6	chr7	112116016	112159057	-	protein_coding	43041	0.0898181288068637	0.0608171576976964	-0.0290009711091672	0.0854829680031006	0.0889559326269938	0.0925333310080832	0.0923002835892771	0.0607402527692383	0.0615974482773688	0.0594304562551398	0.061500473489039	6949.125	142819.125	-0.5600992292822	6.80106614584141	284.969759447666	3.55705037242004e-13	2.21570516929125e-11	7.24535590358238e-09	TRUE	TRUE	TRUE
Nrros	ENSMUSG00000052384.14	chr16	32142784	32165594	-	protein_coding	22810	0.0254971348640758	0.0560054815070967	0.0305083466430209	0.0253053855051203	0.0254303512023041	0.0239299696476488	0.0273228331012298	0.0541742730054251	0.0566231924167993	0.0575507406193187	0.0556737199868435	2959.125	59683.25	1.1264785149191	4.66807934159119	284.584339741218	3.6018004405077e-13	2.23674003575309e-11	7.33650731727014e-09	TRUE	TRUE	TRUE
Alk	ENSMUSG00000055471.7	chr17	71868971	72604627	-	protein_coding	735656	0.0555528892796311	0.0487900968378234	-0.00676279244180772	0.0563915112189441	0.0559006920494256	0.0546569670615417	0.055262386788613	0.0464400616321572	0.050699392359764	0.0480648961905171	0.0499560371688552	109525.375	2581188.625	-0.215062501897171	10.4468530147172	284.273245298285	3.63837325353247e-13	2.25258434046209e-11	7.41100248012029e-09	TRUE	TRUE	TRUE
Arhgap35	ENSMUSG00000058230.12	chr7	16493718	16614993	-	protein_coding	121275	0.0245163254480012	0.0169253767063148	-0.00759094874168633	0.0280398934927827	0.0224616605754024	0.0237222831842424	0.0238414645395772	0.0147534849249974	0.0184793876086437	0.0159554618155281	0.0185131724760903	18802.125	432866.25	-0.633405470556287	6.52611399085232	283.481525390548	3.73330816390455e-13	2.30435618153248e-11	7.60437539905719e-09	TRUE	TRUE	TRUE
Unc79	ENSMUSG00000021198.16	chr12	102948858	103184065	+	protein_coding	235207	0.0221683289682088	0.0170853010900615	-0.0050830278781473	0.0235581460780655	0.0211573907912426	0.0213192269046634	0.0226385520988635	0.0148488030528997	0.0184919125637382	0.01680768965807	0.0181927990855379	35859.5	821616.625	-0.452785657094834	7.38349492150497	282.995343247819	3.79295662458239e-13	2.32822174502283e-11	7.72587334861187e-09	TRUE	TRUE	TRUE
Pdlim7	ENSMUSG00000021493.15	chr13	55495794	55513676	-	protein_coding	17882	0.112477866869422	0.0655333415136056	-0.0469445253558167	0.106622568706197	0.113065027283342	0.117626302461705	0.112597569026446	0.0610947081535317	0.0663723245757477	0.0643054508917357	0.0703608824334071	2749.375	58149.75	-0.804060640201481	5.73907899930349	282.980182829445	3.79483342013639e-13	2.32822174502283e-11	7.7296961934758e-09	TRUE	TRUE	TRUE
