gene_name	gene_id	chr	start	end	gene_length	promoter_state	body_state	mch_ctrl	mch_mut	mch_diff	edger_logFC	edger_fdr	mch_sig	mch_hyper	mch_hypo	pc_body_polycomb	pc_body_polycomb_mixed	pc_repressed_bivalent	pc_k27me3_peak	pc_k119ub_top	gb_ctrl_signal	gb_mut_signal	gb_log2fc	gb_signal_class	k119ub_cutoff
Tmem102	ENSMUSG00000089876.3	chr11	69803602	69805624	2022	Repressed_Promoter	Polycomb	0.0222963179546387	0.0163546204492644	-0.0059416975053743	-0.736973943948599	0.202823083333533	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	6.318791	4.939373	-0.341814	quantifiable	2.55434
Romo1	ENSMUSG00000067847.13	chr2	156144038	156145797	1759	Active_Promoter	Enhancer_Marked	0.0109979192346049	0.010807965810133	-0.000189953424471907	-0.736817223583128	0.358814647689908	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.841359	0.935866	0.123036	quantifiable	2.55434
Vmn1r52	ENSMUSG00000060816.3	chr6	90174807	90181248	6441	Unmarked_Promoter	Unmarked	0.0130684245727156	0.0110564852735649	-0.00201193929915065	-0.735924819686107	0.046476571549695	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0.698172	0.413577	-0.535075	quantifiable	2.55434
Ribc1	ENSMUSG00000025257.5	chrX	152004581	152016295	11714	Unmarked_Promoter	Polycomb	0.0147131745031943	0.0117557932674909	-0.00295738123570345	-0.735859116546621	0.0121121559478092	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	0.460166	0.466588	0.013553	quantifiable	2.55434
Oas1f	ENSMUSG00000053765.4	chr5	120847366	120857986	10620	Unmarked_Promoter	Unmarked	0.0224686923718797	0.0156139221859894	-0.00685477018589031	-0.735242419061948	0.000843529713389239	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0.822739	0.519701	-0.495229	quantifiable	2.55434
Ifna5	ENSMUSG00000096682.1	chr4	88835524	88836094	570	Unmarked_Promoter	Unmarked	0.0091980749304962	0.0103506656357257	0.00115259070522953	-0.735180045467219	0.577133392288067	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2.049421	2.003793	-0.029299	quantifiable	2.55434
Mup12	ENSMUSG00000094793.1	chr4	60737382	60741326	3944	Unmarked_Promoter	Unmarked	0.0127826015404308	0.00765078924862032	-0.00513181229181047	-0.734428470932511	0.56505650778211	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.512558	0.292538	-0.515084	quantifiable	2.55434
Wfdc16	ENSMUSG00000070530.5	chr2	164634706	164638796	4090	Unmarked_Promoter	Unmarked	0.0192196080897685	0.0157866957128156	-0.00343291237695282	-0.734383828327291	0.0604798349853436	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.599412	0.347715	-0.529236	quantifiable	2.55434
Fcor	ENSMUSG00000089665.2	chr8	3671187	3672362	1175	Active_Promoter	Active	0.0101249597795563	0.0101060108338128	-1.89489457434952e-05	-0.733815092172604	0.411067738327646	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2.3694	3.178121	0.392088	quantifiable	2.55434
Reg3a	ENSMUSG00000079516.2	chr6	78380708	78383827	3119	Unmarked_Promoter	Unmarked	0.0137237407422888	0.013400610863041	-0.000323129879247798	-0.733804786881464	0.198202675776987	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.86713	0.639158	-0.339445	quantifiable	2.55434
Olfr490	ENSMUSG00000109884.3	chr7	108285892	108288934	3042	Unmarked_Promoter	Unmarked	0.012311743963479	0.00953065902141792	-0.00278108494206104	-0.732928731804935	0.177914911953029	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Gm3182	ENSMUSG00000091148.7	chr14	4481744	4490177	8433	Unmarked_Promoter	Unmarked	0.0158981619814612	0.0123895970002983	-0.00350856498116288	-0.731906762422985	0.451488080227394	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Gpx2	ENSMUSG00000042808.8	chr12	76792332	76795554	3222	Unmarked_Promoter	Unmarked	0.0246859667967565	0.0179058750915445	-0.00678009170521198	-0.731183469572802	0.0387641897490829	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1.993227	2.45309	0.27233	quantifiable	2.55434
Olfr767	ENSMUSG00000059762.4	chr10	129074824	129082910	8086	Unmarked_Promoter	Unmarked	0.0132014272215971	0.0114294225170991	-0.00177200470449805	-0.731170918859132	0.0362093583362837	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Tomm6	ENSMUSG00000033475.15	chr17	47686645	47688386	1741	Active_Promoter	Active	0.0110023474209247	0.0166977176999791	0.00569537027905433	0.730685913031923	0.368275393972369	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.225938	1.700338	0.409296	quantifiable	2.55434
Gmppb	ENSMUSG00000070284.10	chr9	108049241	108052801	3560	Unmarked_Promoter	Enhancer_Marked	0.0200223775643284	0.0168951907986891	-0.00312718676563933	-0.730544753401466	0.0822396746949096	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.082192	1.038467	-0.049265	quantifiable	2.55434
Slitrk2	ENSMUSG00000036790.5	chrX	66649317	66661393	12076	Active_Promoter	Active	0.0243745134667346	0.0416641779183812	0.0172896644516466	0.730520841181756	0.00025560776826362	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2.403	5.187898	1.043783	quantifiable	2.55434
Foxg1	ENSMUSG00000020950.10	chr12	49382659	49386861	4202	Repressed_Promoter	Polycomb	0.0162553490720611	0.01414070739404	-0.00211464167802113	-0.730293043392041	0.129644466961566	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	6.015136	4.169349	-0.506391	quantifiable	2.55434
Eif4a3l1	ENSMUSG00000094973.2	chr6	136327538	136329983	2445	Unmarked_Promoter	Unmarked	0.01383965910553	0.00921094704469556	-0.00462871206083441	-0.730218232391711	0.339385485776996	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.562539	0.31914	-0.537304	quantifiable	2.55434
Oxsm	ENSMUSG00000021786.13	chr14	16238651	16249808	11157	Active_Promoter	Active	0.0150086935471008	0.0272642040807625	0.0122555105336617	0.729816650725437	0.000451494625859242	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.297172	3.163221	1.156887	quantifiable	2.55434
Ercc8	ENSMUSG00000021694.18	chr13	108158730	108195364	36634	Active_Promoter	Active	0.0167046667903539	0.0301659696552128	0.0134613028648589	0.729655334852925	7.86771214799258e-09	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.310815	2.940131	1.045569	quantifiable	2.55434
Gm13271	ENSMUSG00000094618.1	chr4	88754867	88755416	549	Unmarked_Promoter	Unmarked	0.0156740954722302	0.0228052164901354	0.00713112101790511	0.728928154925197	0.410769954544804	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	4.022723	5.624512	0.46207	quantifiable	2.55434
Ssx9	ENSMUSG00000035371.8	chrX	8748431	8754587	6156	Unmarked_Promoter	Unmarked	0.0107719471417918	0.00978957964620839	-0.000982367495583409	-0.728060481973085	0.131780702559557	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Guca2a	ENSMUSG00000023247.2	chr4	119637703	119639471	1768	Unmarked_Promoter	Unmarked	0.0240232169867212	0.0163205058747977	-0.00770271111192349	-0.727809815455839	0.130607101683062	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2.071188	1.279045	-0.611972	quantifiable	2.55434
Pou5f1	ENSMUSG00000024406.16	chr17	35506017	35510772	4755	Repressed_Promoter	Polycomb	0.0183706852870656	0.0145225148411747	-0.00384817044589092	-0.727351970430479	0.0394409111858805	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	1.902677	1.488491	-0.313123	quantifiable	2.55434
Olfr568	ENSMUSG00000073965.1	chr7	102877121	102878063	942	Unmarked_Promoter	Unmarked	0.0143835243673542	0.0151849975893467	0.000801473221992552	-0.727177108150076	0.408001582331384	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Krtap27-1	ENSMUSG00000090515.2	chr16	88671025	88671671	646	Unmarked_Promoter	Unmarked	0.00958759842668988	0.0167765789357324	0.00718898050904249	0.727060914598685	0.457530743070566	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.917016	0.770072	-0.199603	quantifiable	2.55434
Olfr1128	ENSMUSG00000075156.4	chr2	87544606	87545542	936	Unmarked_Promoter	Unmarked	0.00918133436869249	0.0175419264445152	0.00836059207582268	0.726356460045099	0.472539482785274	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Olfr632	ENSMUSG00000073938.3	chr7	103934346	103940579	6233	Unmarked_Promoter	Unmarked	0.0144812990164446	0.0131169919984208	-0.00136430701802378	-0.725909014702052	0.0369421789314714	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Gm7951	ENSMUSG00000095490.1	chr14	42111962	42117369	5407	Unmarked_Promoter	Unmarked	0.0086112482007072	0.013695467600779	0.00508421940007176	-0.725807973402513	0.466694160236869	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Try4	ENSMUSG00000054106.7	chr6	41302268	41305532	3264	Unmarked_Promoter	Unmarked	0.0175259980126904	0.0134025666164261	-0.00412343139626431	-0.725807738751445	0.130935894103276	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.026769	0.575077	-0.648871	quantifiable	2.55434
Pbdc1	ENSMUSG00000031226.13	chrX	105079755	105117090	37335	Unmarked_Promoter	Enhancer_Marked	0.0241118232410678	0.0159462670552014	-0.00816555618586647	-0.72549519549109	0.000373252847609968	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0.372234	0.380336	0.019593	quantifiable	2.55434
Defb29	ENSMUSG00000044249.3	chr2	152538713	152540098	1385	Unmarked_Promoter	Unmarked	0.011280403819907	0.0120105249159643	0.000730121096057291	-0.725155977343414	0.423950305816887	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.026431	0.893659	-0.162462	quantifiable	2.55434
4933405L10Rik	ENSMUSG00000013158.6	chr8	105707654	105710246	2592	Unmarked_Promoter	Enhancer_Marked	0.017300897508739	0.0210176733707976	0.00371677586205864	-0.725143450191235	0.206428765723179	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.550581	3.449124	1.051113	quantifiable	2.55434
Krtap6-3	ENSMUSG00000057855.2	chr16	89084014	89084534	520	Unmarked_Promoter	Unmarked	0.0231344445506568	0.0400840466036196	0.0169496020529628	0.724923093806581	0.290163024997134	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.708171	0.705376	-0.00435	quantifiable	2.55434
Olfr284	ENSMUSG00000051793.4	chr15	98340021	98340987	966	Unmarked_Promoter	Unmarked	0.00637528023025868	0.0108903770202245	0.00451509678996578	0.72469702656461	0.428187715243462	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Ccer2	ENSMUSG00000096257.2	chr7	28756173	28758968	2795	Unmarked_Promoter	Unmarked	0.01128691366056	0.0199890809149298	0.0087021672543698	0.72381978623716	0.130225012379171	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.101107	0.862935	-0.286744	quantifiable	2.55434
Gm9611	ENSMUSG00000095371.1	chr14	42291906	42297358	5452	Unmarked_Promoter	Unmarked	0.0199645512144101	0.0118747818183002	-0.00808976939610994	-0.723747894317012	0.161983559668954	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Gm8879	ENSMUSG00000094025.7	chr5	11127633	11132487	4854	Unmarked_Promoter	Unmarked	0.0165015370724185	0.0128328080772892	-0.00366872899512928	-0.723341267545578	0.385917333359243	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Tmem59l	ENSMUSG00000035964.8	chr8	70483866	70487358	3492	Active_Promoter	Active	0.018114087161431	0.0159663308440593	-0.00214775631737168	-0.723053309417396	0.0728766600054071	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	2.973571	2.461106	-0.252322	quantifiable	2.55434
Calca	ENSMUSG00000030669.13	chr7	114631477	114636357	4880	Repressed_Promoter	Polycomb	0.0225319847258112	0.0167149869114084	-0.00581699781440282	-0.722535725086878	0.0193554888342256	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2.748515	3.10764	0.164745	quantifiable	2.55434
Olfr1163	ENSMUSG00000075137.4	chr2	88069816	88071830	2014	Unmarked_Promoter	Unmarked	0.0114945952867868	0.00837760965762663	-0.00311698562916015	-0.72125376796354	0.339385485776996	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Ormdl2	ENSMUSG00000025353.5	chr10	128817901	128821645	3744	Active_Promoter	Enhancer_Marked	0.0143552144938557	0.0118005169253037	-0.002554697568552	-0.720770525014226	0.103875803102212	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.804761	1.071012	0.333145	quantifiable	2.55434
Gm8159	ENSMUSG00000094258.7	chr14	4632351	4640802	8451	Unmarked_Promoter	Unmarked	0.0117390393907293	0.0176359852038048	0.00589694581307554	0.720742390443471	0.44181825936707	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Rps26	ENSMUSG00000025362.6	chr10	128624533	128626747	2214	Unmarked_Promoter	Enhancer_Marked	0.0142283822383268	0.0142130532565449	-1.5328981781932e-05	-0.720311564115896	0.230514971125399	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.80341	0.651186	-0.232273	quantifiable	2.55434
Gm29735	ENSMUSG00000109655.1	chr7	142156453	142157113	660	Unmarked_Promoter	Unmarked	0.0184234242320971	0.0348044819753691	0.016381057743272	0.720077790356796	0.373705123694225	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Foxj1	ENSMUSG00000034227.7	chr11	116330703	116335399	4696	Repressed_Promoter	Polycomb	0.0394533042718709	0.0273436592858477	-0.0121096449860232	-0.71924014905339	0.00733681317043801	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	4.398727	3.134474	-0.461381	quantifiable	2.55434
Cbln1	ENSMUSG00000031654.16	chr8	87468404	87472609	4205	Bivalent_Promoter	Mixed	0.0172792061126737	0.01307073347549	-0.00420847263718373	-0.718240472456116	0.127993301335565	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	3.071011	2.715049	-0.165133	quantifiable	2.55434
Gm10376	ENSMUSG00000072605.10	chr14	43010187	43015628	5441	Unmarked_Promoter	Unmarked	0.0105225752801822	0.0121688728795883	0.00164629759940611	-0.718166308193743	0.424481837362983	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Bcl2l15	ENSMUSG00000044165.12	chr3	103832600	103854618	22018	Unmarked_Promoter	Active	0.0272288945415576	0.0474174594311745	0.0201885648896169	0.717932765036324	2.81530706740619e-08	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.707091	1.573721	0.951993	quantifiable	2.55434
Fbxw28	ENSMUSG00000054087.11	chr9	109322885	109339659	16774	Unmarked_Promoter	Unmarked	0.0173541255462548	0.0128659415313335	-0.00448818401492135	-0.717610270365422	0.0278492220570296	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0.302434	0.15711	-0.470009	one_condition	2.55434
Cst8	ENSMUSG00000027442.10	chr2	148798784	148805595	6811	Unmarked_Promoter	Active	0.0307778803317087	0.052491081813616	0.0217132014819072	0.71739868503128	2.68187605617842e-05	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.926642	4.632382	1.176523	quantifiable	2.55434
Thap7	ENSMUSG00000022760.17	chr16	17527981	17531136	3155	Unmarked_Promoter	Enhancer_Marked	0.0158850837129764	0.0148155443816691	-0.0010695393313073	-0.716976279393932	0.150810968609918	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.124087	1.179616	0.058394	quantifiable	2.55434
Mup10	ENSMUSG00000078680.3	chr4	60578259	60582199	3940	Unmarked_Promoter	Unmarked	0.0133168392158604	0.0104658927227114	-0.00285094649314899	-0.716700697964089	0.546974153365573	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.482407	0.258199	-0.554468	quantifiable	2.55434
1110057P08Rik	ENSMUSG00000068067.2	chr16	89174734	89175199	465	Unmarked_Promoter	Unmarked	0.00599184182210943	0.0106914235951185	0.00469958177300907	0.716544723489459	0.594643563316637	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Scgb2b7	ENSMUSG00000094053.2	chr7	31703778	31705757	1979	Unmarked_Promoter	Unmarked	0.0127646148992257	0.0108431724103593	-0.00192144248886637	-0.716486012411118	0.293759735552666	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.116156	0.222824	0.397357	one_condition	2.55434
Krt25	ENSMUSG00000035831.2	chr11	99315515	99322951	7436	Unmarked_Promoter	Unmarked	0.0174705316694966	0.0129834889793312	-0.00448704269016544	-0.716480393657768	0.0171080390665016	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0.880854	0.661698	-0.32019	quantifiable	2.55434
4933412E24Rik	ENSMUSG00000071749.3	chr15	60014865	60016613	1748	Unmarked_Promoter	Unmarked	0.0177842429276109	0.0145017001310155	-0.00328254279659532	-0.715850608954639	0.320502528991155	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.073949	0.698841	-0.493785	quantifiable	2.55434
Ccr1l1	ENSMUSG00000064039.4	chr9	123977242	123978408	1166	Unmarked_Promoter	Unmarked	0.0132501024894393	0.0143650170647998	0.00111491457536055	-0.71556855268811	0.388109178793993	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Krtap9-3	ENSMUSG00000049809.2	chr11	99597346	99598105	759	Unmarked_Promoter	Unmarked	0.0167278774124323	0.0117802956916848	-0.00494758172074749	-0.715356167252965	0.401690809795539	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.637849	0.513204	-0.226441	quantifiable	2.55434
Calcoco1	ENSMUSG00000023055.10	chr15	102706776	102722178	15402	Unmarked_Promoter	Enhancer_Marked	0.0257801898089271	0.0190291379114799	-0.00675105189744723	-0.714749061237952	4.07194421402441e-05	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	2.051626	1.854669	-0.13083	quantifiable	2.55434
Sprr2i	ENSMUSG00000042157.2	chr3	92407990	92409271	1281	Unmarked_Promoter	Unmarked	0.0109738822656767	0.0109551219773478	-1.87602883288465e-05	-0.713963758923078	0.413353191202429	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.68678	0.501036	-0.330583	quantifiable	2.55434
Teddm3	ENSMUSG00000090356.2	chr16	21152654	21154000	1346	Unmarked_Promoter	Unmarked	0.0161947638473872	0.0215404284225044	0.00534566457511718	0.713622570770396	0.370149630612821	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.541965	1.134835	-0.379009	quantifiable	2.55434
H2bu2	ENSMUSG00000056895.4	chr11	58948919	58949533	614	Active_Promoter	Active	0.0148450160994528	0.0136107455040616	-0.00123427059539127	-0.71328242787789	0.515315782496377	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Rsrp1	ENSMUSG00000037266.18	chr4	134923591	134927671	4080	Active_Promoter	Enhancer_Marked	0.0151010184801137	0.0125672572374783	-0.00253376124263539	-0.713158057322854	0.0881894780724986	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.86412	0.604916	-0.394105	quantifiable	2.55434
Igflr1	ENSMUSG00000036826.14	chr7	30565426	30567962	2536	Unmarked_Promoter	Unmarked	0.0156538400261332	0.0142848634811733	-0.00136897654495992	-0.711860378978531	0.132272308615949	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.583212	0.652915	0.120025	quantifiable	2.55434
Olfr1432	ENSMUSG00000109022.2	chr19	12227754	12232596	4842	Unmarked_Promoter	Unmarked	0.0149417512105434	0.0110957418242296	-0.00384600938631379	-0.711803504374301	0.119113949584913	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Sfrp5	ENSMUSG00000018822.7	chr19	42197970	42202252	4282	Unmarked_Promoter	Polycomb	0.0374975217879859	0.0253264580143443	-0.0121710637736416	-0.711322560456327	0.00878156074031995	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	5.780962	6.740472	0.213983	quantifiable	2.55434
Gm17190	ENSMUSG00000099115.1	chr13	96082053	96083231	1178	Unmarked_Promoter	Unmarked	0.0264220967822235	0.0176409041718353	-0.00878119261038825	-0.710123993060018	0.402950829316299	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Nmrk2	ENSMUSG00000004939.7	chr10	81198169	81202051	3882	Unmarked_Promoter	Unmarked	0.0243827064770375	0.0162816923071844	-0.00810101416985305	-0.70943223461968	0.0216465250247281	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1.691654	1.53168	-0.126066	quantifiable	2.55434
Lce1g	ENSMUSG00000027919.5	chr3	92750147	92752338	2191	Unmarked_Promoter	Unmarked	0.0129267701041406	0.0236414550251458	0.0107146849210053	0.708911452510103	0.183819230981457	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.941951	0.831134	-0.144571	quantifiable	2.55434
Myl6	ENSMUSG00000090841.2	chr10	128490859	128494145	3286	Active_Promoter	Active	0.0158353923935906	0.0144112961744335	-0.00142409621915714	-0.707997308071846	0.129946442536713	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.933513	1.711088	-0.15726	quantifiable	2.55434
Cnbp	ENSMUSG00000030057.15	chr6	87842614	87851106	8492	Active_Promoter	Active	0.0148213131328107	0.011449373074022	-0.00337194005878866	-0.707678961354042	0.0245926158727782	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0.874872	0.716734	-0.224998	quantifiable	2.55434
Ndufa11	ENSMUSG00000002379.7	chr17	56717766	56722141	4375	Active_Promoter	Enhancer_Marked	0.015114911131684	0.0115198333356756	-0.00359507779600838	-0.707623118580739	0.115904030002833	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.778979	0.648896	-0.20122	quantifiable	2.55434
Gm30191	ENSMUSG00000108398.1	chr4	134246934	134250042	3108	Repressed_Promoter	Polycomb	0.0224667882883709	0.0155703377888213	-0.00689645049954963	-0.707357561157466	0.0860768367543376	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	2.55434
Gm6882	ENSMUSG00000109516.1	chr7	21425857	21432745	6888	Unmarked_Promoter	Unmarked	0.0153248482320028	0.0120196143552105	-0.00330523387679228	-0.707317852936213	0.337429837646336	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Dctn3	ENSMUSG00000028447.11	chr4	41714797	41723170	8373	Repressed_Promoter	Active	0.0170732347211486	0.0150183630471681	-0.00205487167398047	-0.707054080780082	0.00919472139551059	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	1.145464	1.671806	0.470303	quantifiable	2.55434
Mup16	ENSMUSG00000078675.9	chr4	61515591	61519531	3940	Unmarked_Promoter	Unmarked	0.0164883347637912	0.00969313943839525	-0.00679519532539594	-0.706209757304247	0.421760093734986	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.542872	0.364417	-0.384305	quantifiable	2.55434
Gm8300	ENSMUSG00000079034.2	chr12	87514315	87518266	3951	Unmarked_Promoter	Unmarked	0.0153249728645026	0.0110563448132621	-0.00426862805124048	-0.706114030157705	0.176165850007127	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	2.55434
Gm14743	ENSMUSG00000079519.2	chrX	78240461	78245921	5460	Unmarked_Promoter	Unmarked	0.00985558079204262	0.0102286629261472	0.000373082134104566	-0.705878958722371	0.448309537458274	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.273905	0.092684	-0.659123	one_condition	2.55434
Tmem82	ENSMUSG00000043085.14	chr4	141613375	141618633	5258	Unmarked_Promoter	Enhancer_Marked	0.0361050006744489	0.022925968058114	-0.013179032616335	-0.705517134435607	0.00397248771558843	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	2.749164	2.873329	0.059099	quantifiable	2.55434
Fbh1	ENSMUSG00000058594.15	chr2	11742572	11777582	35010	Active_Promoter	Active	0.0335030574695299	0.0225014780848451	-0.0110015793846848	-0.705347863276712	4.47294489400533e-09	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	2.025162	1.554007	-0.339767	quantifiable	2.55434
Zscan4d	ENSMUSG00000090714.10	chr7	11161373	11166159	4786	Unmarked_Promoter	Unmarked	0.012640161064923	0.0119109074158998	-0.000729253649023163	-0.705016870302604	0.115009963086905	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.219157	0.108133	NA	no_signal	2.55434
Srsf9	ENSMUSG00000029538.14	chr5	115327176	115333080	5904	Unmarked_Promoter	Enhancer_Marked	0.0161519718349934	0.0131944706681375	-0.00295750116685582	-0.70494871014925	0.0390136149549841	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0.530301	0.476848	-0.106591	quantifiable	2.55434
C1ql2	ENSMUSG00000036907.9	chr1	120340581	120343174	2593	Repressed_Promoter	Polycomb	0.0316228358013899	0.0180923313880903	-0.0135305044132996	-0.704915351179269	0.0993537263001779	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	4.608383	3.172292	-0.50925	quantifiable	2.55434
Gjb4	ENSMUSG00000046623.8	chr4	127351085	127354081	2996	Unmarked_Promoter	Unmarked	0.0236082469925978	0.0168269447523667	-0.0067813022402311	-0.704513328222933	0.0677705852103055	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.508995	1.134205	-0.352433	quantifiable	2.55434
