gene_name	gene_id	chr	start	end	gene_length	gene_midpoint	bin_start	bin_end	subcompartment	mut_subcompartment	label_changed	rank_ctrl	rank_mut	h3k27me3_overlap	h3k27ac_overlap	mark_category	mch_ctrl	mch_mut	mch_diff	edger_logFC	edger_fdr	mch_sig	mch_direction	mch_hyper	mch_hypo
Selplg	ENSMUSG00000048163.13	chr5	113818535	113832644	14109	113825590	113800001	113900000	A.1	A.1	FALSE	0.866638620109382	0.875156054931336	FALSE	FALSE	Neither	0.018419250905034	0.0157815289566626	-0.00263772194837141	-0.447187559147777	0.0145641327050675	TRUE	Hypomethylated	FALSE	TRUE
Map3k6	ENSMUSG00000028862.6	chr4	133240817	133252929	12112	133246873	133200001	133300000	A.1	A.1	FALSE	0.900294488851493	0.962130669995839	FALSE	FALSE	Neither	0.0274245032044212	0.0238445188562056	-0.00357998434821554	-0.403178980334468	0.0145735680671759	TRUE	Hypomethylated	FALSE	TRUE
Kera	ENSMUSG00000019932.8	chr10	97606878	97613692	6814	97610285	97600001	97700000	A.2	A.1	TRUE	0.635254522507362	0.68414481897628	FALSE	FALSE	Neither	0.0261597204431228	0.0401534950760666	0.0139937746329438	0.458738833784037	0.0146103336398831	TRUE	Hypermethylated	TRUE	FALSE
Col26a1	ENSMUSG00000004415.15	chr5	136741758	136883209	141451	136812484	136800001	136900000	B.1	A.2	TRUE	0.450147244425747	0.493133583021224	TRUE	FALSE	H3K27me3 only	0.0162117558975526	0.0166092204205585	0.000397464523005913	-0.157905662769003	0.0146392546908195	TRUE	Hypomethylated	FALSE	TRUE
Grhpr	ENSMUSG00000035637.14	chr4	44981394	44990734	9340	44986064	44900001	45000000	A.2	A.1	TRUE	0.626419856962558	0.691219309196837	FALSE	TRUE	H3K27ac only	0.0176765123228554	0.0162808150625261	-0.00139569726032926	-0.556694513735198	0.0146488584692863	TRUE	Hypomethylated	FALSE	TRUE
Ccdc62	ENSMUSG00000061882.12	chr5	123930678	123969895	39217	123950287	123900001	124000000	A.1	A.1	FALSE	0.970130416491376	0.944652517686226	FALSE	FALSE	Neither	0.021840634094515	0.0202946147858654	-0.00154601930864965	-0.262895869644907	0.0146998030463184	TRUE	Hypomethylated	FALSE	TRUE
Cdk12	ENSMUSG00000003119.14	chr11	98203058	98278504	75446	98240781	98200001	98300000	A.1	A.1	FALSE	0.949516196886832	0.93799417394923	FALSE	TRUE	H3K27ac only	0.013841205299743	0.0144030074354256	0.000561802135682596	-0.232982353286573	0.0146998030463184	TRUE	Hypomethylated	FALSE	TRUE
Serinc4	ENSMUSG00000046110.15	chr2	121439058	121456781	17723	121447920	121400001	121500000	A.1	A.1	FALSE	0.911653344551956	0.957136912193092	FALSE	FALSE	Neither	0.0173055342638965	0.0148520041441451	-0.00245353011975138	-0.458284325286116	0.0146998030463184	TRUE	Hypomethylated	FALSE	TRUE
Fam20b	ENSMUSG00000033557.17	chr1	156678531	156719086	40555	156698809	156600001	156700000	A.1	A.1	FALSE	0.886832141354649	0.895963379109447	FALSE	FALSE	Neither	0.0194173412275498	0.0181618539812819	-0.00125548724626788	-0.267211642908223	0.0147640908994206	TRUE	Hypomethylated	FALSE	TRUE
Il1r2	ENSMUSG00000026073.13	chr1	40074078	40125231	51153	40099655	40000001	40100000	A.1	A.1	FALSE	0.931426167437947	0.907199334165626	FALSE	TRUE	H3K27ac only	0.0175196229105732	0.0168165554578793	-0.000703067452693999	-0.246022911017632	0.0148638872126687	TRUE	Hypomethylated	FALSE	TRUE
4933428G20Rik	ENSMUSG00000047988.1	chr11	97490782	97500340	9558	97495561	97400001	97500000	A.1	A.1	FALSE	0.992427429533025	0.983770287141074	FALSE	FALSE	Neither	0.0238158982201277	0.019615616060564	-0.00420028215956369	-0.498675129632168	0.0148932497736943	TRUE	Hypomethylated	FALSE	TRUE
Prg4	ENSMUSG00000006014.16	chr1	150449411	150466165	16754	150457788	150400001	150500000	A.2	A.2	FALSE	0.536811106436685	0.497295047856846	FALSE	FALSE	Neither	0.0143132645238135	0.0125212626823263	-0.00179200184148715	-0.464382345108402	0.0148948047508759	TRUE	Hypomethylated	FALSE	TRUE
Asxl1	ENSMUSG00000042548.14	chr2	153345828	153404007	58179	153374918	153300001	153400000	A.1	A.1	FALSE	0.925536390408077	0.968372867249272	FALSE	FALSE	Neither	0.0150357127462207	0.0141392541549148	-0.000896458591305872	-0.255892681983791	0.0148948047508759	TRUE	Hypomethylated	FALSE	TRUE
Xab2	ENSMUSG00000019470.12	chr8	3608420	3621316	12896	3614868	3600001	3700000	A.1	A.1	FALSE	0.805637358014304	0.805243445692884	FALSE	FALSE	Neither	0.014189774130711	0.0130547813487994	-0.00113499278191154	-0.51961076836344	0.0148968258306259	TRUE	Hypomethylated	FALSE	TRUE
Elp3	ENSMUSG00000022031.6	chr14	65530448	65593075	62627	65561762	65500001	65600000	A.2	A.2	FALSE	0.612957509465713	0.584685809404911	FALSE	FALSE	Neither	0.016081399004913	0.0152578584515943	-0.000823540553318739	-0.224928203833102	0.0149004000635317	TRUE	Hypomethylated	FALSE	TRUE
Zbtb8a	ENSMUSG00000028807.2	chr4	129353627	129378116	24489	129365872	129300001	129400000	A.1	A.1	FALSE	0.872949095498528	0.85143570536829	FALSE	FALSE	Neither	0.0213836514545678	0.0199645155336454	-0.00141913592092238	-0.310837633053271	0.0149299885678366	TRUE	Hypomethylated	FALSE	TRUE
Srebf1	ENSMUSG00000020538.15	chr11	60199088	60222581	23493	60210835	60200001	60300000	A.1	A.1	FALSE	0.950778291964661	0.970453599667083	FALSE	TRUE	H3K27ac only	0.0372825915157881	0.0325647119248951	-0.00471787959089302	-0.256827034331119	0.0149450591278585	TRUE	Hypomethylated	FALSE	TRUE
Casp4	ENSMUSG00000033538.13	chr9	5308827	5336783	27956	5322805	5300001	5400000	B.1	B.1	FALSE	0.355910811947833	0.382646691635456	FALSE	FALSE	Neither	0.0140353725620404	0.01285455863831	-0.00118081392373033	-0.382001438326498	0.0149450591278585	TRUE	Hypomethylated	FALSE	TRUE
Pcgf3	ENSMUSG00000033623.13	chr5	108461231	108506976	45745	108484104	108400001	108500000	A.2	A.2	FALSE	0.559949516196887	0.579692051602164	FALSE	TRUE	H3K27ac only	0.0140115258696003	0.0134727226243835	-0.000538803245216843	-0.309123255710941	0.0149819948916904	TRUE	Hypomethylated	FALSE	TRUE
Jakmip1	ENSMUSG00000113373.1	chr5	37113783	37117473	3690	37115628	37100001	37200000	A.2	A.1	TRUE	0.626840555321834	0.766125676238036	FALSE	FALSE	Neither	0.0363491077616972	0.0275437709641283	-0.00880533679756887	-0.603896985577079	0.0150098941205316	TRUE	Hypomethylated	FALSE	TRUE
Hivep1	ENSMUSG00000021366.8	chr13	42052020	42192537	140517	42122279	42100001	42200000	A.1	A.1	FALSE	0.777450567942785	0.782771535580524	FALSE	TRUE	H3K27ac only	0.0213493421223387	0.0215387367650325	0.000189394642693831	-0.136987668645155	0.0150355771098081	TRUE	Hypomethylated	FALSE	TRUE
Ptprh	ENSMUSG00000035429.13	chr7	4548611	4604041	55430	4576326	4500001	4600000	A.1	A.1	FALSE	0.661758519141775	0.707449022055764	FALSE	FALSE	Neither	0.0160335106410323	0.0150814493521352	-0.000952061288897035	-0.307424612918377	0.0150457642088799	TRUE	Hypomethylated	FALSE	TRUE
Dhx34	ENSMUSG00000006019.15	chr7	16197146	16222037	24891	16209592	16200001	16300000	A.1	A.1	FALSE	0.95793016407236	0.975863503953392	FALSE	FALSE	Neither	0.0168370010076396	0.0153623420200256	-0.00147465898761393	-0.330098275774741	0.0150617243534745	TRUE	Hypomethylated	FALSE	TRUE
1700102P08Rik	ENSMUSG00000032611.9	chr9	108392804	108410934	18130	108401869	108400001	108500000	A.1	A.1	FALSE	0.830458561211611	0.803578859758635	FALSE	FALSE	Neither	0.0203868745109688	0.0169982133545324	-0.00338866115643643	-0.368109714598723	0.0150617243534745	TRUE	Hypomethylated	FALSE	TRUE
1110002E22Rik	ENSMUSG00000090066.2	chr3	138065051	138081506	16455	138073279	138000001	138100000	A.1	A.1	FALSE	0.886411442995372	0.901373283395755	TRUE	TRUE	H3K27me3 + H3K27ac	0.0340281074358748	0.0419235724139783	0.00789546497810353	0.275236472864458	0.0150699538246193	TRUE	Hypermethylated	TRUE	FALSE
Itpkb	ENSMUSG00000038855.10	chr1	180330484	180424802	94318	180377643	180300001	180400000	A.1	A.1	FALSE	0.959192259150189	0.96795672076571	FALSE	TRUE	H3K27ac only	0.0260076560470986	0.025182543508123	-0.000825112538975593	-0.148177890368385	0.015084792377451	TRUE	Hypomethylated	FALSE	TRUE
Ugt3a1	ENSMUSG00000072664.11	chr15	9276887	9315032	38145	9295960	9200001	9300000	B.2	B.2	FALSE	0.0954985275557425	0.191011235955056	FALSE	FALSE	Neither	0.0137444486882677	0.0142931957376709	0.000548747049403225	-0.32671622443787	0.015084792377451	TRUE	Hypomethylated	FALSE	TRUE
Tug1	ENSMUSG00000056579.18	chr11	3639784	3649673	9889	3644729	3600001	3700000	A.1	A.1	FALSE	0.693310896087505	0.679983354140657	FALSE	FALSE	Neither	0.0156657574240128	0.0132659304213069	-0.00239982700270597	-0.681615163766208	0.015084792377451	TRUE	Hypomethylated	FALSE	TRUE
4930564D02Rik	ENSMUSG00000051788.4	chr3	105066843	105078806	11963	105072825	105000001	105100000	A.1	A.1	FALSE	0.812368531762726	0.859342488555972	FALSE	FALSE	Neither	0.0203321242235251	0.0183051796204427	-0.00202694460308242	-0.444218311276397	0.0150850509004343	TRUE	Hypomethylated	FALSE	TRUE
Rprd1a	ENSMUSG00000040446.4	chr18	24484959	24530204	45245	24507582	24500001	24600000	A.1	A.1	FALSE	0.7219183845183	0.732833957553059	FALSE	FALSE	Neither	0.0138715209641161	0.0143600873668542	0.000488566402738031	-0.315818398409119	0.0150878838069723	TRUE	Hypomethylated	FALSE	TRUE
Gabrr3	ENSMUSG00000074991.5	chr16	59407331	59464504	57173	59435918	59400001	59500000	B.1	B.1	FALSE	0.374842238115271	0.390761548064919	FALSE	FALSE	Neither	0.0148356007258318	0.0144849555088027	-0.000350645217029046	-0.247800126924185	0.0151076512514746	TRUE	Hypomethylated	FALSE	TRUE
Xrn2	ENSMUSG00000027433.5	chr2	147012995	147078000	65005	147045498	147000001	147100000	A.2	A.2	FALSE	0.547328565418595	0.612567623803579	FALSE	TRUE	H3K27ac only	0.013157259970523	0.0130933415564674	-6.39184140555794e-05	-0.280282458742466	0.0151224881454042	TRUE	Hypomethylated	FALSE	TRUE
Gpr137c	ENSMUSG00000049092.11	chr14	45219716	45282725	63009	45251221	45200001	45300000	A.1	A.1	FALSE	0.871266302061422	0.875572201414898	FALSE	TRUE	H3K27ac only	0.0132377045239647	0.0128926838089489	-0.000345020715015774	-0.270829755208137	0.0151224881454042	TRUE	Hypomethylated	FALSE	TRUE
Ccn5	ENSMUSG00000027656.7	chr2	163820860	163833146	12286	163827003	163800001	163900000	A.1	A.1	FALSE	0.858855700462769	0.878901373283396	FALSE	FALSE	Neither	0.0337362919497886	0.0286865449653803	-0.00504974698440831	-0.347118429983668	0.0151742026484219	TRUE	Hypomethylated	FALSE	TRUE
Vps35l	ENSMUSG00000030982.19	chr7	118740225	118842966	102741	118791596	118700001	118800000	A.1	A.1	FALSE	0.87379049221708	0.858094049105285	FALSE	FALSE	Neither	0.0218427700617338	0.0216607075868955	-0.000182062474838263	-0.147009734476854	0.0151894009521691	TRUE	Hypomethylated	FALSE	TRUE
Hikeshi	ENSMUSG00000062797.14	chr7	89917528	89941204	23676	89929366	89900001	90000000	A.1	A.1	FALSE	0.901977282288599	0.834789846025801	FALSE	FALSE	Neither	0.0169662696891401	0.0238463392569329	0.00688006956779282	0.343434150427494	0.0152124229936126	TRUE	Hypermethylated	TRUE	FALSE
Fzd3	ENSMUSG00000007989.7	chr14	65192448	65262463	70015	65227456	65200001	65300000	A.1	A.1	FALSE	0.946992006731174	0.980441115272576	FALSE	TRUE	H3K27ac only	0.019012832989561	0.0183223183992601	-0.000690514590300978	-0.199727570151549	0.0152124229936126	TRUE	Hypomethylated	FALSE	TRUE
Limk2	ENSMUSG00000020451.17	chr11	3344255	3409189	64934	3376722	3300001	3400000	A.1	A.1	FALSE	0.934371055952882	0.931751976695797	FALSE	TRUE	H3K27ac only	0.0169958646121022	0.0164859067450742	-0.000509957867028042	-0.232100143249334	0.0152124229936126	TRUE	Hypomethylated	FALSE	TRUE
Arf2	ENSMUSG00000062421.13	chr11	103966738	103985337	18599	103976038	103900001	104000000	A.1	A.1	FALSE	0.801851072780816	0.86849771119434	FALSE	FALSE	Neither	0.0169748034050574	0.0151058587116756	-0.0018689446933818	-0.38887541191639	0.0152211333209613	TRUE	Hypomethylated	FALSE	TRUE
Olfr1406	ENSMUSG00000058981.4	chr1	173181852	173190640	8788	173186246	173100001	173200000	B.2	B.2	FALSE	0.132940681531342	0.10528506034124	FALSE	FALSE	Neither	0.0133921477450248	0.0103392518402636	-0.00305289590476121	-0.792711965178277	0.0152211333209613	TRUE	Hypomethylated	FALSE	TRUE
Pp2d1	ENSMUSG00000044957.3	chr17	53507459	53539451	31992	53523455	53500001	53600000	A.1	A.2	TRUE	0.729070256625999	0.616729088639201	FALSE	FALSE	Neither	0.0158788352615837	0.0149957760728397	-0.000883059188744026	-0.337597129270793	0.0152211333209613	TRUE	Hypomethylated	FALSE	TRUE
Ttc13	ENSMUSG00000037300.19	chr8	124671331	124721983	50652	124696657	124600001	124700000	A.1	A.1	FALSE	0.940260832982751	0.937161880982106	FALSE	TRUE	H3K27ac only	0.0163258103324335	0.0159581648009535	-0.000367645531479971	-0.270871894242674	0.0152750694570351	TRUE	Hypomethylated	FALSE	TRUE
Bmper	ENSMUSG00000031963.8	chr9	23223075	23485200	262125	23354138	23300001	23400000	B.1	A.2	TRUE	0.410601598653765	0.494798168955472	TRUE	TRUE	H3K27me3 + H3K27ac	0.0335815577060966	0.0373309598796562	0.00374940217355956	0.0883997386652412	0.015290521209098	TRUE	Hypermethylated	TRUE	FALSE
Iqcm	ENSMUSG00000031620.16	chr8	75448693	75984503	535810	75716598	75700001	75800000	B.2	B.2	FALSE	0.112747160286075	0.040782355389097	FALSE	FALSE	Neither	0.0129629061107956	0.0140487491534448	0.00108584304264921	-0.130105343971927	0.0153033443338399	TRUE	Hypomethylated	FALSE	TRUE
Ints4	ENSMUSG00000025133.9	chr7	97480955	97541395	60440	97511175	97500001	97600000	A.1	A.1	FALSE	0.928481278923012	0.93050353724511	FALSE	FALSE	Neither	0.01676231182493	0.0215028234222121	0.00474051159728212	0.203334780614556	0.0153087475369857	TRUE	Hypermethylated	TRUE	FALSE
AI182371	ENSMUSG00000035875.15	chr2	35081860	35101543	19683	35091702	35000001	35100000	B.1	B.1	FALSE	0.411022297013042	0.363712026633375	FALSE	FALSE	Neither	0.0156037799396932	0.0139371886267209	-0.00166659131297234	-0.422712721023186	0.0153087475369857	TRUE	Hypomethylated	FALSE	TRUE
Npy2r	ENSMUSG00000028004.12	chr3	82538382	82548084	9702	82543233	82500001	82600000	B.1	B.1	FALSE	0.319730753050063	0.382022471910112	TRUE	FALSE	H3K27me3 only	0.0234534492959707	0.0198503756739972	-0.00360307362197352	-0.515393751308747	0.0153087475369857	TRUE	Hypomethylated	FALSE	TRUE
Sbno1	ENSMUSG00000038095.15	chr5	124368701	124426001	57300	124397351	124300001	124400000	A.1	A.1	FALSE	0.970130416491376	0.944652517686226	FALSE	FALSE	Neither	0.0122550630646428	0.0124193289127518	0.000164265848109023	-0.276662024910812	0.0153169065315313	TRUE	Hypomethylated	FALSE	TRUE
Arhgef40	ENSMUSG00000004562.16	chr14	51984718	52006251	21533	51995485	51900001	52000000	A.1	A.1	FALSE	0.870845603702146	0.894298793175198	FALSE	TRUE	H3K27ac only	0.0209344448652387	0.0191018547844274	-0.0018325900808113	-0.380058769311098	0.0153477964068268	TRUE	Hypomethylated	FALSE	TRUE
Btbd16	ENSMUSG00000040298.6	chr7	130774068	130825899	51831	130799984	130700001	130800000	A.1	A.1	FALSE	0.8948254101809	0.852684144818976	FALSE	FALSE	Neither	0.0240776920452534	0.0221415709239195	-0.00193612112133387	-0.216460899509752	0.0153709695304206	TRUE	Hypomethylated	FALSE	TRUE
Zpbp	ENSMUSG00000020193.3	chr11	11279625	11462408	182783	11371017	11300001	11400000	B.2	B.2	FALSE	0.0361800588977703	0.0977944236371203	FALSE	FALSE	Neither	0.0134290029161216	0.0141856797973122	0.000756676881190538	-0.188903214745474	0.015378313568024	TRUE	Hypomethylated	FALSE	TRUE
Prss23	ENSMUSG00000039405.7	chr7	89507782	89527187	19405	89517485	89500001	89600000	B.1	B.1	FALSE	0.441312578880942	0.397836038285476	TRUE	FALSE	H3K27me3 only	0.0281153585223052	0.0241301706941455	-0.00398518782815967	-0.302236894086117	0.0153985385141712	TRUE	Hypomethylated	FALSE	TRUE
Ttll8	ENSMUSG00000022388.14	chr15	88890632	88954418	63786	88922525	88900001	89000000	A.2	A.1	TRUE	0.641144299537232	0.831876820640866	TRUE	FALSE	H3K27me3 only	0.0208678551985906	0.0204955399771931	-0.000372315221397492	-0.187219558294103	0.0153985385141712	TRUE	Hypomethylated	FALSE	TRUE
Tecrl	ENSMUSG00000049537.10	chr5	83278144	83355195	77051	83316670	83300001	83400000	B.2	B.2	FALSE	0.207404291123265	0.26508531002913	FALSE	FALSE	Neither	0.015544804154653	0.0151661412977577	-0.000378662856895248	-0.226655871213184	0.0153985385141712	TRUE	Hypomethylated	FALSE	TRUE
Tnip3	ENSMUSG00000044162.12	chr6	65525312	65634040	108728	65579676	65500001	65600000	B.2	B.2	FALSE	0.239798064787547	0.2180607573866	FALSE	FALSE	Neither	0.0155270970422804	0.0160649015198972	0.000537804477616796	-0.174471803097653	0.0154179270384544	TRUE	Hypomethylated	FALSE	TRUE
Mtrex	ENSMUSG00000016018.4	chr13	112867417	112927398	59981	112897408	112800001	112900000	A.1	A.1	FALSE	0.798485485906605	0.807740324594257	FALSE	TRUE	H3K27ac only	0.0115376079338841	0.0119510343855842	0.000413426451700099	-0.283601356104454	0.0154843712137161	TRUE	Hypomethylated	FALSE	TRUE
Lats2	ENSMUSG00000021959.16	chr14	57689661	57758388	68727	57724025	57700001	57800000	A.1	A.1	FALSE	0.912494741270509	0.878901373283396	FALSE	TRUE	H3K27ac only	0.0212275190409856	0.0206654029324292	-0.000562116108556415	-0.174520824946177	0.0155187588701207	TRUE	Hypomethylated	FALSE	TRUE
Tmem266	ENSMUSG00000032313.11	chr9	55326912	55438345	111433	55382629	55300001	55400000	A.1	A.1	FALSE	0.960454354228018	0.949646275488972	FALSE	TRUE	H3K27ac only	0.0173825606308564	0.0175599671935714	0.000177406562715011	-0.161882537038754	0.0155269868108959	TRUE	Hypomethylated	FALSE	TRUE
Kcnt2	ENSMUSG00000052726.16	chr1	140246157	140612067	365910	140429112	140400001	140500000	B.2	B.2	FALSE	0.0012620950778292	0.0807324178110695	TRUE	FALSE	H3K27me3 only	0.0132622810538738	0.0143395654054656	0.00107728435159179	-0.126908011639226	0.0155269868108959	TRUE	Hypomethylated	FALSE	TRUE
Impa2	ENSMUSG00000024525.7	chr18	67289185	67322472	33287	67305829	67300001	67400000	A.1	A.1	FALSE	0.867480016827934	0.849771119434041	FALSE	TRUE	H3K27ac only	0.0303089876023049	0.0270775042733157	-0.00323148332898916	-0.222096173176722	0.0155269868108959	TRUE	Hypomethylated	FALSE	TRUE
Mlc1	ENSMUSG00000035805.13	chr15	88955883	88979007	23124	88967445	88900001	89000000	A.2	A.1	TRUE	0.641144299537232	0.831876820640866	FALSE	FALSE	Neither	0.0178470023155033	0.0164028898695293	-0.00144411244597399	-0.379364280334799	0.0155378030348298	TRUE	Hypomethylated	FALSE	TRUE
Ndufc1	ENSMUSG00000037152.11	chr3	51404676	51408988	4312	51406832	51400001	51500000	A.1	A.1	FALSE	0.989061842658814	0.999167707032876	FALSE	FALSE	Neither	0.0137047437137053	0.0118856950934257	-0.00181904862027964	-1.03778763846734	0.0155378030348298	TRUE	Hypomethylated	FALSE	TRUE
Adck2	ENSMUSG00000046947.12	chr6	39573872	39588769	14897	39581321	39500001	39600000	A.1	A.1	FALSE	0.913336137989062	0.920099875156055	FALSE	TRUE	H3K27ac only	0.0158817264606797	0.0130369802691745	-0.00284474619150523	-0.528313379872203	0.0155436922495405	TRUE	Hypomethylated	FALSE	TRUE
Xkr4	ENSMUSG00000051951.5	chr1	3205900	3671498	465598	3438699	3400001	3500000	A.2	A.1	TRUE	0.491375683634834	0.757802746566792	FALSE	TRUE	H3K27ac only	0.018374996392293	0.0194236367384684	0.00104864034617541	-0.0905773184031098	0.0155770367733981	TRUE	Hypomethylated	FALSE	TRUE
Tacr3	ENSMUSG00000028172.5	chr3	134829006	134934579	105573	134881793	134800001	134900000	B.2	B.2	FALSE	0.0778291964661338	0.0782355389096962	TRUE	FALSE	H3K27me3 only	0.0134813365720287	0.0138575277340458	0.000376191162017057	-0.237798237351585	0.0155942692910039	TRUE	Hypomethylated	FALSE	TRUE
Tmem30a	ENSMUSG00000032328.12	chr9	79768942	79793507	24565	79781225	79700001	79800000	A.2	B.1	TRUE	0.542280185107278	0.352476071577195	FALSE	FALSE	Neither	0.0138437494346177	0.012633828095611	-0.00120992133900671	-0.425572920958996	0.0155942692910039	TRUE	Hypomethylated	FALSE	TRUE
Vmn2r14	ENSMUSG00000091059.2	chr5	109211533	109224708	13175	109218121	109200001	109300000	B.2	B.2	FALSE	0.0719394194362642	0.0888472742405327	FALSE	FALSE	Neither	0.0121259611453992	0.010146680233625	-0.00197928091177428	-0.639937416830847	0.0156370721641647	TRUE	Hypomethylated	FALSE	TRUE
Ros1	ENSMUSG00000019893.13	chr10	52045720	52195244	149524	52120482	52100001	52200000	B.2	B.2	FALSE	0.261253681110644	0.0965459841864336	FALSE	FALSE	Neither	0.0140388381223924	0.0140136583975539	-2.51797248384828e-05	-0.194247126856928	0.0156383866268716	TRUE	Hypomethylated	FALSE	TRUE
Eif3l	ENSMUSG00000033047.5	chr15	79075178	79094405	19227	79084792	79000001	79100000	A.1	A.1	FALSE	0.962978544383677	0.920516021639617	FALSE	FALSE	Neither	0.013094906448624	0.0124967427681755	-0.000598163680448556	-0.443320512344834	0.0156656620345191	TRUE	Hypomethylated	FALSE	TRUE
Bin1	ENSMUSG00000024381.16	chr18	32377229	32435737	58508	32406483	32400001	32500000	A.1	A.1	FALSE	0.724021876314682	0.723262588431128	FALSE	TRUE	H3K27ac only	0.017295134367499	0.0167920306604402	-0.000503103707058816	-0.266126501021059	0.0156965171530661	TRUE	Hypomethylated	FALSE	TRUE
Ahr	ENSMUSG00000019256.17	chr12	35497973	35535038	37065	35516506	35500001	35600000	B.1	B.1	FALSE	0.38199411022297	0.367041198501873	FALSE	TRUE	H3K27ac only	0.0157415326471938	0.015098958263621	-0.000642574383572786	-0.283114012204896	0.0157037423134608	TRUE	Hypomethylated	FALSE	TRUE
Gart	ENSMUSG00000022962.15	chr16	91621185	91646952	25767	91634069	91600001	91700000	A.1	A.1	FALSE	0.986958350862432	0.966292134831461	FALSE	TRUE	H3K27ac only	0.0149551822987902	0.014375600144696	-0.000579582154094255	-0.335259709966522	0.0157070622812985	TRUE	Hypomethylated	FALSE	TRUE
Shisa6	ENSMUSG00000053930.13	chr11	66211724	66525964	314240	66368844	66300001	66400000	B.2	B.2	FALSE	0.00546907867059319	0.0195588847274241	TRUE	FALSE	H3K27me3 only	0.0180899574894549	0.0185083909805434	0.000418433491088513	-0.109374488735485	0.0157119664893054	TRUE	Hypomethylated	FALSE	TRUE
Copb1	ENSMUSG00000030754.9	chr7	114215558	114254711	39153	114235135	114200001	114300000	A.1	A.1	FALSE	0.895246108540177	0.854348730753225	FALSE	FALSE	Neither	0.0134952439632712	0.0132029021263103	-0.000292341836960915	-0.347220147465305	0.0157325426800902	TRUE	Hypomethylated	FALSE	TRUE
Lipo3	ENSMUSG00000024766.15	chr19	33555159	33761951	206792	33658555	33600001	33700000	B.2	B.1	TRUE	0.208456037021456	0.330420307948398	FALSE	TRUE	H3K27ac only	0.0123067824037131	0.0130239654961167	0.000717183092403541	-0.192487133582925	0.0157412405540274	TRUE	Hypomethylated	FALSE	TRUE
Ccdc158	ENSMUSG00000050050.17	chr5	92607953	92675271	67318	92641612	92600001	92700000	B.1	B.1	FALSE	0.456037021455616	0.408655846858094	TRUE	FALSE	H3K27me3 only	0.0159111470108943	0.0156927046157816	-0.000218442395112706	-0.255802483187659	0.0157412405540274	TRUE	Hypomethylated	FALSE	TRUE
Rab2a	ENSMUSG00000047187.9	chr4	8535643	8607778	72135	8571711	8500001	8600000	A.2	A.2	FALSE	0.56079091291544	0.574698293799417	FALSE	FALSE	Neither	0.013973597110554	0.0142792074968854	0.000305610386331369	-0.247513178222823	0.0157666239700302	TRUE	Hypomethylated	FALSE	TRUE
Ttc9	ENSMUSG00000042734.6	chr12	81631248	81667557	36309	81649403	81600001	81700000	A.1	A.1	FALSE	0.830458561211611	0.826466916354557	FALSE	TRUE	H3K27ac only	0.0181866749305491	0.0175118112672728	-0.000674863663276255	-0.2843934439461	0.0158146334958533	TRUE	Hypomethylated	FALSE	TRUE
Rnf122	ENSMUSG00000039328.11	chr8	31111819	31131482	19663	31121651	31100001	31200000	A.1	A.1	FALSE	0.797644089188052	0.806491885143571	FALSE	TRUE	H3K27ac only	0.0152964879584524	0.0215126204389116	0.00621613248045911	0.393027598426275	0.0158191996664236	TRUE	Hypermethylated	TRUE	FALSE
Myh15	ENSMUSG00000092009.1	chr16	49057485	49199104	141619	49128295	49100001	49200000	B.2	B.2	FALSE	0.200673117374842	0.24053266749896	FALSE	FALSE	Neither	0.0138592930281043	0.0142517946754458	0.000392501647341502	-0.196092773069869	0.015852885917629	TRUE	Hypomethylated	FALSE	TRUE
Mllt1	ENSMUSG00000024212.9	chr17	56892610	56935415	42805	56914013	56900001	57000000	A.1	A.1	FALSE	0.749263777871266	0.730337078651685	FALSE	TRUE	H3K27ac only	0.0160185899402224	0.0158453483096217	-0.000173241630600639	-0.28244695884338	0.0158574593126625	TRUE	Hypomethylated	FALSE	TRUE
Ecpas	ENSMUSG00000050812.18	chr4	58798910	58912749	113839	58855830	58800001	58900000	A.1	A.1	FALSE	0.771140092553639	0.770287141073658	FALSE	TRUE	H3K27ac only	0.0140665501475328	0.0141027529494605	3.6202801927775e-05	-0.225065625842719	0.0158574593126625	TRUE	Hypomethylated	FALSE	TRUE
Gm12695	ENSMUSG00000078639.1	chr4	96723646	96785186	61540	96754416	96700001	96800000	B.1	A.2	TRUE	0.378207824989483	0.473990844777362	TRUE	FALSE	H3K27me3 only	0.0564896648725181	0.0626827202171688	0.00619305534465078	0.116215137366696	0.0158574593126625	TRUE	Hypermethylated	TRUE	FALSE
Plxna1	ENSMUSG00000030084.11	chr6	89316313	89362620	46307	89339467	89300001	89400000	A.1	A.1	FALSE	0.856541859486748	0.894298793175198	FALSE	TRUE	H3K27ac only	0.0229770811532717	0.0215936538391707	-0.00138342731410105	-0.210063383967059	0.0158717087469925	TRUE	Hypomethylated	FALSE	TRUE
Corin	ENSMUSG00000005220.10	chr5	72300024	72504473	204449	72402249	72400001	72500000	B.2	B.2	FALSE	0.270929743374001	0.30253849354973	TRUE	FALSE	H3K27me3 only	0.0174080029091111	0.0179025869224265	0.000494584013315369	-0.127550676788056	0.0159049932619507	TRUE	Hypomethylated	FALSE	TRUE
Kcnj15	ENSMUSG00000062609.14	chr16	95257557	95300260	42703	95278909	95200001	95300000	A.2	A.1	TRUE	0.628944047118216	0.761964211402414	FALSE	FALSE	Neither	0.0209974247646753	0.0198885279064664	-0.00110889685820894	-0.231704427316334	0.0159117902894828	TRUE	Hypomethylated	FALSE	TRUE
