gene_name	chr	mch_hyper	cg_hmc_up
Chchd6	chr6	TRUE	FALSE
Chd2	chr7	FALSE	FALSE
Chd6	chr2	FALSE	FALSE
Chd7	chr4	FALSE	FALSE
Chka	chr19	FALSE	FALSE
Chl1	chr6	TRUE	FALSE
Chmp4b	chr2	FALSE	FALSE
Chmp7	chr14	FALSE	FALSE
Chn1	chr2	FALSE	TRUE
Chn2	chr6	FALSE	FALSE
Chp1	chr2	FALSE	FALSE
Chrm3	chr13	TRUE	TRUE
Chrna4	chr2	FALSE	TRUE
Chst10	chr1	FALSE	FALSE
Chst11	chr10	FALSE	FALSE
Chst9	chr18	TRUE	TRUE
Ciita	chr16	FALSE	FALSE
Cipc	chr12	TRUE	TRUE
Cish	chr9	FALSE	FALSE
Cit	chr5	FALSE	FALSE
Ciz1	chr2	FALSE	FALSE
CK137956	chr4	FALSE	TRUE
Ckap5	chr2	FALSE	FALSE
Clasp1	chr1	FALSE	FALSE
Clasp2	chr9	FALSE	FALSE
Clcn1	chr6	FALSE	FALSE
Clcn5	chrX	FALSE	FALSE
Cldn1	chr16	TRUE	TRUE
Cldn14	chr16	FALSE	TRUE
Clec16a	chr16	FALSE	FALSE
Clec4a4	chr6	FALSE	FALSE
Clgn	chr8	FALSE	FALSE
Clic4	chr4	FALSE	TRUE
Clic6	chr16	FALSE	TRUE
Clint1	chr11	FALSE	FALSE
Clip1	chr5	FALSE	FALSE
Clip4	chr17	FALSE	TRUE
Clmn	chr12	FALSE	TRUE
Clmp	chr9	TRUE	FALSE
Clnk	chr5	TRUE	FALSE
Clns1a	chr7	FALSE	FALSE
Clock	chr5	FALSE	FALSE
Clpb	chr7	FALSE	FALSE
Clptm1	chr7	FALSE	FALSE
Clstn1	chr4	FALSE	FALSE
Clstn2	chr9	FALSE	TRUE
Clstn3	chr6	FALSE	FALSE
Clvs1	chr4	FALSE	FALSE
Cmas	chr6	FALSE	FALSE
Cmc2	chr8	FALSE	FALSE
Cmip	chr8	FALSE	TRUE
Cmss1	chr16	FALSE	FALSE
Cmtm4	chr8	FALSE	FALSE
CN725425	chr15	FALSE	FALSE
Cngb1	chr8	FALSE	TRUE
Cnih3	chr1	FALSE	TRUE
Cnksr2	chrX	FALSE	FALSE
Cnksr3	chr10	FALSE	TRUE
Cnn3	chr3	FALSE	FALSE
Cnnm2	chr19	FALSE	FALSE
Cnot1	chr8	FALSE	FALSE
Cnot2	chr10	FALSE	FALSE
Cnot4	chr6	FALSE	FALSE
Cnot6l	chr5	FALSE	FALSE
Cnst	chr1	FALSE	FALSE
Cntfr	chr4	FALSE	FALSE
Cntn1	chr15	FALSE	FALSE
Cntn4	chr6	TRUE	FALSE
Cntn5	chr9	TRUE	TRUE
Cntn6	chr6	TRUE	FALSE
Cntnap2	chr6	FALSE	FALSE
Cntnap4	chr8	FALSE	FALSE
Cntnap5a	chr1	TRUE	TRUE
Cntnap5c	chr17	FALSE	FALSE
Cobl	chr11	TRUE	TRUE
Cobll1	chr2	TRUE	TRUE
Cog2	chr8	FALSE	FALSE
Cog3	chr14	FALSE	FALSE
Cog4	chr8	FALSE	FALSE
Cog5	chr12	TRUE	FALSE
Col11a1	chr3	FALSE	FALSE
Col13a1	chr10	FALSE	FALSE
Col14a1	chr15	FALSE	TRUE
Col15a1	chr4	TRUE	TRUE
Col19a1	chr1	TRUE	FALSE
Col23a1	chr11	FALSE	TRUE
Col25a1	chr3	FALSE	TRUE
Col27a1	chr4	FALSE	TRUE
Col28a1	chr6	FALSE	FALSE
Col4a1	chr8	FALSE	TRUE
Col4a2	chr8	FALSE	TRUE
Col4a3	chr1	FALSE	TRUE
Col4a3bp	chr13	FALSE	FALSE
Col4a5	chrX	FALSE	FALSE
Col5a1	chr2	FALSE	FALSE
Col6a3	chr1	FALSE	TRUE
Col6a5	chr9	FALSE	TRUE
Col7a1	chr9	FALSE	FALSE
Col9a3	chr2	FALSE	FALSE
Colgalt1	chr8	FALSE	FALSE
Colgalt2	chr1	FALSE	TRUE
Commd1b	chr11	FALSE	TRUE
Commd9	chr2	FALSE	FALSE
Cop1	chr1	FALSE	FALSE
Copb1	chr7	FALSE	FALSE
Cops3	chr11	FALSE	FALSE
Copz1	chr15	FALSE	FALSE
Coq10b	chr1	FALSE	FALSE
Coq3	chr4	FALSE	FALSE
Corin	chr5	FALSE	TRUE
Coro2a	chr4	FALSE	FALSE
Coro2b	chr9	FALSE	FALSE
Coro7	chr16	FALSE	FALSE
Cox10	chr11	FALSE	FALSE
Cox16	chr12	FALSE	FALSE
Cpe	chr8	FALSE	FALSE
Cpeb3	chr19	FALSE	FALSE
Cplane1	chr15	FALSE	FALSE
Cpne5	chr17	FALSE	TRUE
Cpox	chr16	FALSE	FALSE
Cpsf6	chr10	FALSE	FALSE
Cpt1c	chr7	FALSE	FALSE
Cracr2a	chr6	FALSE	TRUE
Cradd	chr10	FALSE	FALSE
Cramp1l	chr17	FALSE	FALSE
Crcp	chr5	FALSE	FALSE
Creb1	chr1	FALSE	FALSE
Creb5	chr6	FALSE	FALSE
Crebbp	chr16	FALSE	FALSE
Crebrf	chr17	FALSE	FALSE
Crim1	chr17	FALSE	FALSE
Crkl	chr16	FALSE	FALSE
Crmp1	chr5	FALSE	FALSE
Crnkl1	chr2	FALSE	FALSE
Crocc2	chr1	FALSE	TRUE
Crppa	chr12	FALSE	FALSE
Crtc1	chr8	FALSE	FALSE
Cry2	chr2	FALSE	FALSE
Crybg1	chr10	FALSE	TRUE
Crybg3	chr16	FALSE	FALSE
Cryl1	chr14	FALSE	FALSE
Crym	chr7	TRUE	TRUE
Cryzl1	chr16	FALSE	FALSE
Cryzl2	chr1	FALSE	TRUE
Cs	chr10	FALSE	FALSE
Csf1r	chr18	FALSE	FALSE
Csf2rb2	chr15	FALSE	TRUE
Csgalnact1	chr8	FALSE	TRUE
Csgalnact2	chr6	FALSE	FALSE
Csmd2	chr4	FALSE	TRUE
Csnk1e	chr15	FALSE	FALSE
Csnk1g1	chr9	FALSE	FALSE
Csnk1g3	chr18	FALSE	FALSE
Csnka2ip	chr16	FALSE	FALSE
Csrnp3	chr2	FALSE	FALSE
Cst7	chr2	FALSE	FALSE
Cstf2	chrX	FALSE	FALSE
Cstf3	chr2	FALSE	FALSE
Ctc1	chr11	FALSE	FALSE
Ctcf	chr8	FALSE	FALSE
Ctdp1	chr18	FALSE	FALSE
Ctif	chr18	FALSE	FALSE
Ctnna1	chr18	FALSE	FALSE
Ctnna3	chr10	TRUE	FALSE
Ctnnal1	chr4	FALSE	FALSE
Ctnnbip1	chr4	FALSE	FALSE
Ctnnbl1	chr2	FALSE	FALSE
Ctnnd1	chr2	FALSE	FALSE
Ctnnd2	chr15	FALSE	FALSE
Ctps	chr4	FALSE	FALSE
Ctsb	chr14	FALSE	FALSE
Cttn	chr7	FALSE	FALSE
Cttnbp2	chr6	FALSE	TRUE
Cttnbp2nl	chr3	FALSE	FALSE
Cul1	chr6	FALSE	FALSE
Cul3	chr1	FALSE	FALSE
Cul5	chr9	FALSE	FALSE
Cutc	chr19	FALSE	FALSE
Cux1	chr5	FALSE	FALSE
Cux2	chr5	FALSE	FALSE
Cwc27	chr13	TRUE	FALSE
Cwf19l1	chr19	FALSE	FALSE
Cxadr	chr16	FALSE	FALSE
Cxcl17	chr7	FALSE	FALSE
Cxcl3	chr5	FALSE	FALSE
Cxcr5	chr9	FALSE	FALSE
Cxxc5	chr18	FALSE	TRUE
Cyb5b	chr8	FALSE	FALSE
Cyb5r4	chr9	FALSE	FALSE
Cyfip1	chr7	FALSE	FALSE
Cyfip2	chr11	FALSE	FALSE
Cyp2b13	chr7	FALSE	FALSE
Cyp3a13	chr5	FALSE	FALSE
Cyp4a12a	chr4	FALSE	FALSE
Cyp4f17	chr17	FALSE	FALSE
Cyp7b1	chr3	FALSE	FALSE
Cystm1	chr18	FALSE	FALSE
Cyth3	chr5	FALSE	FALSE
Cytip	chr2	TRUE	FALSE
D130043K22Rik	chr13	FALSE	FALSE
D1Ertd622e	chr1	FALSE	FALSE
D430041D05Rik	chr2	FALSE	FALSE
D430042O09Rik	chr7	FALSE	TRUE
D5Ertd579e	chr5	FALSE	FALSE
D630003M21Rik	chr2	FALSE	TRUE
D630045J12Rik	chr6	FALSE	FALSE
D6Wsu163e	chr6	FALSE	FALSE
D7Ertd443e	chr7	TRUE	TRUE
D930020B18Rik	chr10	TRUE	TRUE
Daam1	chr12	FALSE	FALSE
Dab1	chr4	TRUE	TRUE
Dach1	chr14	TRUE	TRUE
Dag1	chr9	FALSE	FALSE
Dagla	chr19	FALSE	TRUE
Dao	chr5	FALSE	FALSE
Dapk1	chr13	FALSE	TRUE
Dapk2	chr9	FALSE	TRUE
Dapp1	chr3	TRUE	TRUE
Daw1	chr1	TRUE	TRUE
Dbh	chr2	FALSE	TRUE
Dbn1	chr13	FALSE	TRUE
Dcaf12	chr4	FALSE	FALSE
Dcaf5	chr12	FALSE	FALSE
Dcaf6	chr1	FALSE	FALSE
Dcbld1	chr10	FALSE	FALSE
Dcbld2	chr16	FALSE	FALSE
Dcc	chr18	FALSE	FALSE
Dcdc2a	chr13	FALSE	FALSE
Dclk2	chr3	TRUE	FALSE
Dclre1c	chr2	FALSE	FALSE
Dcn	chr10	FALSE	FALSE
Dcp1b	chr6	FALSE	FALSE
Dcp2	chr18	FALSE	FALSE
Dctn1	chr6	FALSE	FALSE
Dctn3	chr4	FALSE	FALSE
Ddah1	chr3	FALSE	TRUE
Ddb2	chr2	FALSE	FALSE
Ddhd1	chr14	FALSE	FALSE
Ddit3	chr10	FALSE	FALSE
Ddit3	chr10	FALSE	FALSE
Ddit4l	chr3	FALSE	FALSE
Ddost	chr4	FALSE	FALSE
Ddx10	chr9	FALSE	FALSE
Ddx17	chr15	FALSE	FALSE
Ddx39	chr8	FALSE	FALSE
Ddx46	chr13	FALSE	FALSE
Ddx6	chr9	FALSE	FALSE
Deaf1	chr7	FALSE	FALSE
Decr1	chr4	FALSE	FALSE
Dennd1a	chr2	FALSE	FALSE
Dennd1b	chr1	FALSE	FALSE
Dennd1c	chr17	FALSE	FALSE
Dennd3	chr15	FALSE	TRUE
Dennd4a	chr9	FALSE	FALSE
Dennd4c	chr4	FALSE	FALSE
Dennd5a	chr7	FALSE	FALSE
Dennd5b	chr6	FALSE	FALSE
Dennd6a	chr14	FALSE	FALSE
Dennd6b	chr15	FALSE	FALSE
Denr	chr5	FALSE	FALSE
Depdc1b	chr13	FALSE	TRUE
Depdc5	chr5	FALSE	FALSE
Depdc7	chr2	FALSE	FALSE
Deptor	chr15	FALSE	FALSE
Dera	chr6	FALSE	FALSE
Desi1	chr15	FALSE	FALSE
Dexi	chr16	FALSE	FALSE
Dffa	chr4	FALSE	FALSE
Dgat2	chr7	FALSE	FALSE
Dgcr2	chr16	FALSE	FALSE
Dgkb	chr12	TRUE	FALSE
Dgkd	chr1	FALSE	FALSE
Dgkg	chr16	FALSE	FALSE
Dgkh	chr14	FALSE	FALSE
Dgki	chr6	FALSE	TRUE
Dglucy	chr12	TRUE	FALSE
Dhfr	chr13	FALSE	FALSE
Dhh	chr15	FALSE	FALSE
Dhps	chr8	FALSE	FALSE
Dhx15	chr5	FALSE	FALSE
Dhx32	chr7	TRUE	FALSE
Dhx33	chr11	FALSE	FALSE
Dhx34	chr7	FALSE	FALSE
Diaph3	chr14	FALSE	FALSE
Dido1	chr2	FALSE	FALSE
Dip2b	chr15	FALSE	FALSE
Dip2c	chr13	FALSE	TRUE
Dipk1a	chr5	FALSE	FALSE
Dis3	chr14	FALSE	FALSE
Dis3l2	chr1	FALSE	FALSE
Disc1	chr8	FALSE	FALSE
Disp1	chr1	FALSE	TRUE
Disp3	chr4	FALSE	FALSE
Dkk2	chr3	TRUE	TRUE
Dkk3	chr7	FALSE	FALSE
Dlc1	chr8	TRUE	FALSE
Dlg2	chr7	TRUE	FALSE
Dlg5	chr14	FALSE	FALSE
Dlgap2	chr8	TRUE	TRUE
Dmbx1	chr4	TRUE	TRUE
Dmc1	chr15	FALSE	FALSE
Dmxl2	chr9	FALSE	FALSE
Dna2	chr10	FALSE	FALSE
Dnaaf5	chr5	FALSE	FALSE
Dnah11	chr12	TRUE	FALSE
Dnah14	chr1	FALSE	TRUE
Dnah17	chr11	FALSE	FALSE
Dnah7a	chr1	FALSE	FALSE
Dnah7b	chr1	FALSE	FALSE
Dnah7c	chr1	FALSE	FALSE
Dnah8	chr17	FALSE	TRUE
Dnaic1	chr4	FALSE	FALSE
Dnaja2	chr8	FALSE	FALSE
Dnaja3	chr16	FALSE	FALSE
Dnajb12	chr10	FALSE	FALSE
Dnajb14	chr3	FALSE	FALSE
Dnajb6	chr5	FALSE	FALSE
Dnajb8	chr6	FALSE	TRUE
Dnajc1	chr2	FALSE	FALSE
Dnajc11	chr4	FALSE	FALSE
Dnajc12	chr10	TRUE	FALSE
Dnajc13	chr9	FALSE	FALSE
Dnajc14	chr10	FALSE	FALSE
Dnajc17	chr2	FALSE	FALSE
Dnajc18	chr18	FALSE	FALSE
Dnajc24	chr2	FALSE	FALSE
Dnajc27	chr12	FALSE	FALSE
Dnajc3	chr14	FALSE	FALSE
Dnajc5	chr2	FALSE	FALSE
Dnajc6	chr4	FALSE	FALSE
Dnm1	chr2	FALSE	FALSE
Dnm2	chr9	FALSE	FALSE
Dnm3	chr1	FALSE	FALSE
Dnmbp	chr19	FALSE	FALSE
Dnmt3a	chr12	FALSE	FALSE
Dnttip1	chr2	FALSE	FALSE
Dock10	chr1	FALSE	FALSE
Dock2	chr11	FALSE	TRUE
Dock3	chr9	FALSE	FALSE
Dock4	chr12	FALSE	FALSE
Dock5	chr14	FALSE	TRUE
Dock7	chr4	FALSE	FALSE
Dock8	chr19	FALSE	TRUE
Dock9	chr14	FALSE	FALSE
Dok4	chr8	FALSE	FALSE
Dok6	chr18	FALSE	TRUE
Dok7	chr5	FALSE	TRUE
Dop1a	chr9	FALSE	FALSE
Dop1b	chr16	FALSE	FALSE
Dpp6	chr5	FALSE	FALSE
Dpp9	chr17	FALSE	FALSE
Dpy19l1	chr9	TRUE	FALSE
Dpys	chr15	TRUE	FALSE
Dpysl2	chr14	FALSE	FALSE
Dpysl3	chr18	FALSE	TRUE
Drg1	chr11	FALSE	FALSE
Drosha	chr15	FALSE	FALSE
Dscam	chr16	FALSE	TRUE
Dsp	chr13	FALSE	TRUE
Dst	chr1	FALSE	FALSE
Dtd1	chr2	FALSE	FALSE
Dtna	chr18	FALSE	FALSE
Dtnb	chr12	FALSE	FALSE
Dtwd2	chr18	FALSE	FALSE
Dtx1	chr5	FALSE	FALSE
Dtx2	chr5	FALSE	FALSE
Dtx3l	chr16	FALSE	FALSE
Dusp1	chr17	TRUE	TRUE
Dusp16	chr6	FALSE	FALSE
Dusp22	chr13	FALSE	TRUE
Dusp8	chr7	FALSE	FALSE
Dym	chr18	FALSE	FALSE
Dynlrb2	chr8	TRUE	FALSE
Dyrk1a	chr16	FALSE	FALSE
Dysf	chr6	FALSE	TRUE
Dzip1	chr14	FALSE	FALSE
Dzip1l	chr9	FALSE	FALSE
E130114P18Rik	chr4	TRUE	FALSE
E130308A19Rik	chr4	FALSE	FALSE
E4f1	chr17	FALSE	FALSE
Eaf2	chr16	FALSE	FALSE
Ebag9	chr15	TRUE	FALSE
Ebf2	chr14	FALSE	TRUE
Ebf4	chr2	FALSE	FALSE
Ece1	chr4	FALSE	FALSE
Ecpas	chr4	FALSE	FALSE
Edc3	chr9	FALSE	FALSE
Edem1	chr6	FALSE	FALSE
Edem3	chr1	FALSE	FALSE
Edil3	chr13	FALSE	TRUE
Edn2	chr4	FALSE	FALSE
Eea1	chr10	FALSE	FALSE
Eefsec	chr6	FALSE	FALSE
Eepd1	chr9	TRUE	FALSE
Efcab14	chr4	FALSE	FALSE
Efcab2	chr1	TRUE	FALSE
Efcab6	chr15	FALSE	TRUE
Efhb	chr17	FALSE	FALSE
Efhd2	chr4	FALSE	FALSE
Efl1	chr7	FALSE	FALSE
Efna1	chr3	TRUE	FALSE
Efr3b	chr12	TRUE	FALSE
Eftud2	chr11	FALSE	FALSE
Egf	chr3	FALSE	FALSE
Egfr	chr11	FALSE	FALSE
Ehbp1	chr11	FALSE	FALSE
Ehd2	chr7	FALSE	FALSE
Ehd4	chr2	FALSE	FALSE
Ehhadh	chr16	FALSE	FALSE
Ehmt1	chr2	FALSE	FALSE
Eif2ak1	chr5	FALSE	FALSE
Eif2ak2	chr17	FALSE	FALSE
Eif2ak4	chr2	FALSE	FALSE
Eif3h	chr15	FALSE	FALSE
Eif3l	chr15	FALSE	FALSE
Eif4b	chr15	FALSE	FALSE
Eif4e3	chr6	FALSE	FALSE
Eif4enif1	chr11	FALSE	FALSE
Eif4g2	chr7	FALSE	FALSE
Eif4g3	chr4	FALSE	FALSE
Eif5a	chr11	FALSE	FALSE
Eif5b	chr1	FALSE	FALSE
Eipr1	chr12	FALSE	FALSE
Elavl1	chr8	FALSE	FALSE
Elavl2	chr4	FALSE	TRUE
Elavl3	chr9	FALSE	FALSE
Elf2	chr3	FALSE	FALSE
Elfn1	chr5	FALSE	TRUE
Ell	chr8	FALSE	FALSE
Ell2	chr13	FALSE	TRUE
Elmo1	chr13	TRUE	FALSE
Elovl5	chr9	FALSE	FALSE
Elovl6	chr3	FALSE	FALSE
Elovl7	chr13	FALSE	FALSE
Elp2	chr18	FALSE	FALSE
Elp3	chr14	FALSE	FALSE
Elp4	chr2	TRUE	FALSE
Emc1	chr4	FALSE	FALSE
Emc2	chr15	FALSE	FALSE
Emc3	chr6	FALSE	FALSE
Emcn	chr3	TRUE	FALSE
Emid1	chr11	FALSE	FALSE
Eml2	chr7	FALSE	FALSE
Eml4	chr17	FALSE	FALSE
Eml5	chr12	FALSE	FALSE
Eml6	chr11	FALSE	FALSE
Emsy	chr7	FALSE	FALSE
Enah	chr1	FALSE	TRUE
Eng	chr2	FALSE	FALSE
Enkur	chr2	TRUE	TRUE
Enox1	chr14	FALSE	TRUE
Enox2	chrX	FALSE	FALSE
Enpp7	chr11	FALSE	FALSE
Eomes	chr9	TRUE	FALSE
Ep400	chr5	FALSE	FALSE
Epas1	chr17	FALSE	TRUE
Epb41l2	chr10	FALSE	TRUE
Epb41l3	chr17	FALSE	FALSE
Epb41l4b	chr4	FALSE	FALSE
Epc1	chr18	FALSE	FALSE
Epc2	chr2	FALSE	FALSE
Epha3	chr16	TRUE	FALSE
Epha4	chr1	FALSE	TRUE
Epha5	chr5	TRUE	TRUE
Epha7	chr4	TRUE	FALSE
Ephb1	chr9	FALSE	TRUE
Ephb2	chr4	FALSE	FALSE
Ephx1	chr1	FALSE	FALSE
Epm2a	chr10	FALSE	FALSE
Epn2	chr11	FALSE	FALSE
Epn3	chr11	FALSE	FALSE
Epo	chr5	FALSE	FALSE
Eprs	chr1	FALSE	FALSE
Eps15l1	chr8	FALSE	FALSE
Eps8	chr6	FALSE	FALSE
Eps8l1	chr7	FALSE	FALSE
Epyc	chr10	TRUE	FALSE
Erbb2	chr11	FALSE	FALSE
Erbb4	chr1	TRUE	FALSE
Erc1	chr6	FALSE	FALSE
Erc2	chr14	FALSE	TRUE
Ercc6	chr14	FALSE	FALSE
Ercc6l2	chr13	FALSE	FALSE
Ercc8	chr13	TRUE	FALSE
Ergic1	chr17	FALSE	FALSE
Ergic2	chr6	FALSE	FALSE
Erh	chr12	FALSE	FALSE
Eri3	chr4	FALSE	FALSE
Ermp1	chr19	FALSE	FALSE
Ern1	chr11	FALSE	FALSE
Erp44	chr4	FALSE	FALSE
Esd	chr14	FALSE	FALSE
Esrrb	chr12	FALSE	TRUE
Esyt2	chr12	FALSE	FALSE
Etf1	chr18	FALSE	FALSE
Etfa	chr9	FALSE	FALSE
Etnk1	chr6	FALSE	FALSE
Ets1	chr9	FALSE	TRUE
Etv3	chr3	FALSE	FALSE
Etv6	chr6	FALSE	FALSE
Eva1c	chr16	FALSE	FALSE
Evc2	chr5	FALSE	TRUE
Evi5	chr5	FALSE	FALSE
Evi5l	chr8	FALSE	FALSE
Exd2	chr12	FALSE	FALSE
Exoc2	chr13	FALSE	FALSE
Exoc4	chr6	FALSE	FALSE
Exoc6	chr19	FALSE	FALSE
Exoc6b	chr6	FALSE	FALSE
Exog	chr9	FALSE	FALSE
Exph5	chr9	TRUE	FALSE
Ext1	chr15	FALSE	FALSE
Ext2	chr2	FALSE	FALSE
Extl3	chr14	FALSE	FALSE
Eya1	chr1	TRUE	TRUE
Eya2	chr2	FALSE	FALSE
Eya3	chr4	FALSE	FALSE
Ezr	chr17	FALSE	FALSE
F11r	chr1	FALSE	FALSE
F8	chrX	FALSE	FALSE
Faah	chr4	FALSE	FALSE
Fabp12	chr3	FALSE	TRUE
Fabp6	chr11	FALSE	FALSE
Fads6	chr11	FALSE	FALSE
Faf1	chr4	FALSE	FALSE
Fam102b	chr3	FALSE	FALSE
Fam107b	chr2	TRUE	FALSE
Fam114a1	chr5	FALSE	FALSE
Fam120a	chr13	FALSE	FALSE
Fam120c	chrX	FALSE	FALSE
Fam126b	chr1	FALSE	FALSE
Fam129a	chr1	FALSE	TRUE
Fam135b	chr15	FALSE	FALSE
Fam13c	chr10	FALSE	FALSE
Fam155a	chr8	FALSE	TRUE
Fam160a1	chr3	FALSE	FALSE
Fam160a2	chr7	FALSE	FALSE
Fam160b2	chr14	FALSE	FALSE
Fam162a	chr16	FALSE	FALSE
Fam163a	chr1	FALSE	TRUE
Fam163b	chr2	FALSE	TRUE
Fam168a	chr7	FALSE	FALSE
Fam168b	chr1	FALSE	FALSE
Fam169a	chr13	TRUE	TRUE
Fam172a	chr13	FALSE	FALSE
Fam180a	chr6	TRUE	TRUE
Fam181b	chr7	FALSE	FALSE
Fam186b	chr15	FALSE	FALSE
Fam189a2	chr19	FALSE	FALSE
Fam192a	chr8	FALSE	FALSE
Fam193a	chr5	FALSE	FALSE
Fam20a	chr11	FALSE	TRUE
Fam20b	chr1	FALSE	FALSE
Fam20c	chr5	FALSE	TRUE
Fam214a	chr9	FALSE	FALSE
Fam219a	chr4	FALSE	FALSE
Fam222b	chr11	FALSE	FALSE
Fam234b	chr6	FALSE	FALSE
Fam3c	chr6	FALSE	FALSE
Fam49a	chr12	FALSE	TRUE
Fam49b	chr15	FALSE	FALSE
Fam53b	chr7	TRUE	FALSE
Fam71d	chr12	FALSE	FALSE
Fam72a	chr1	TRUE	TRUE
Fam78a	chr2	FALSE	TRUE
Fam78b	chr1	TRUE	FALSE
Fam81a	chr9	FALSE	TRUE
Fam81b	chr13	TRUE	FALSE
Fam92a	chr4	FALSE	FALSE
Fancc	chr13	FALSE	FALSE
Fancm	chr12	FALSE	FALSE
Far1	chr7	FALSE	FALSE
Farp1	chr14	FALSE	FALSE
Farp2	chr1	FALSE	FALSE
Fars2	chr13	FALSE	FALSE
Farsb	chr1	FALSE	FALSE
Fat3	chr9	FALSE	TRUE
Faxc	chr4	FALSE	FALSE
Fbf1	chr11	FALSE	FALSE
Fbh1	chr2	FALSE	FALSE
Fbln2	chr6	FALSE	TRUE
Fbrsl1	chr5	FALSE	FALSE
Fbxl17	chr17	FALSE	FALSE
Fbxl18	chr5	FALSE	FALSE
Fbxl2	chr9	FALSE	FALSE
Fbxl20	chr11	FALSE	FALSE
Fbxl4	chr4	FALSE	FALSE
Fbxl5	chr5	FALSE	FALSE
Fbxl7	chr15	TRUE	TRUE
Fbxl8	chr8	FALSE	FALSE
Fbxo11	chr17	FALSE	FALSE
Fbxo2	chr4	FALSE	FALSE
Fbxo33	chr12	FALSE	FALSE
Fbxo34	chr14	FALSE	FALSE
Fbxo41	chr6	FALSE	FALSE
Fbxo42	chr4	FALSE	FALSE
Fbxo45	chr16	FALSE	FALSE
Fbxo6	chr4	FALSE	FALSE
Fbxw11	chr11	FALSE	FALSE
Fbxw2	chr2	FALSE	FALSE
Fbxw4	chr19	FALSE	FALSE
Fbxw7	chr3	FALSE	FALSE
Fbxw8	chr5	FALSE	FALSE
Fcho2	chr13	FALSE	FALSE
Fchsd2	chr7	FALSE	FALSE
Fcmr	chr1	FALSE	FALSE
Fer	chr17	FALSE	FALSE
Fer1l4	chr2	FALSE	FALSE
Fer1l5	chr1	FALSE	FALSE
Fer1l6	chr15	FALSE	TRUE
Fermt1	chr2	FALSE	TRUE
Fermt2	chr14	FALSE	FALSE
Fez2	chr17	TRUE	FALSE
Fgd1	chrX	FALSE	FALSE
Fgd4	chr16	FALSE	FALSE
Fgd5	chr6	FALSE	TRUE
Fgf1	chr18	TRUE	FALSE
Fgf12	chr16	FALSE	FALSE
Fgf14	chr14	FALSE	FALSE
Fgf20	chr8	TRUE	FALSE
Fgf5	chr5	FALSE	FALSE
Fgfr1op2	chr6	FALSE	FALSE
Fgfr2	chr7	FALSE	FALSE
Fgfr3	chr5	FALSE	TRUE
Fhad1	chr4	FALSE	TRUE
Fhdc1	chr3	TRUE	TRUE
Fig4	chr10	FALSE	FALSE
Filip1l	chr16	FALSE	FALSE
Fip1l1	chr5	FALSE	FALSE
Fkbp14	chr6	TRUE	FALSE
Fkbp9	chr6	FALSE	FALSE
Flnb	chr14	FALSE	FALSE
Flot2	chr11	FALSE	FALSE
Flrt3	chr2	TRUE	FALSE
Flt1	chr5	FALSE	TRUE
Flt3	chr5	FALSE	FALSE
Flywch1	chr17	FALSE	FALSE
Fmn1	chr2	FALSE	FALSE
Fmn2	chr1	FALSE	FALSE
Fmnl2	chr2	FALSE	FALSE
Fmnl3	chr15	FALSE	FALSE
Fnbp1	chr2	FALSE	FALSE
Fndc1	chr17	FALSE	TRUE
Fnip2	chr3	FALSE	FALSE
Fntb	chr12	TRUE	FALSE
Focad	chr4	TRUE	FALSE
Fopnl	chr16	FALSE	FALSE
Foxj3	chr4	FALSE	FALSE
Foxk1	chr5	FALSE	FALSE
Foxn2	chr17	TRUE	FALSE
Foxn3	chr12	FALSE	FALSE
Foxo1	chr3	FALSE	FALSE
Foxo3	chr10	FALSE	FALSE
Foxo6	chr4	FALSE	TRUE
Foxp1	chr6	FALSE	FALSE
Foxp4	chr17	FALSE	FALSE
Frem3	chr8	FALSE	FALSE
Frmd4a	chr2	FALSE	TRUE
Frmd4b	chr6	FALSE	FALSE
Frmd6	chr12	TRUE	FALSE
Frmd8	chr19	FALSE	FALSE
Frmpd1	chr4	FALSE	TRUE
Frmpd2	chr14	TRUE	TRUE
Frrs1l	chr4	FALSE	FALSE
Frs2	chr10	FALSE	FALSE
Fry	chr5	FALSE	FALSE
Fryl	chr5	FALSE	FALSE
Fsd1	chr17	FALSE	FALSE
Fsip1	chr2	FALSE	TRUE
Fstl4	chr11	FALSE	TRUE
Fto	chr8	FALSE	FALSE
Fubp3	chr2	FALSE	FALSE
Fut10	chr8	FALSE	FALSE
Fut8	chr12	FALSE	FALSE
Fxyd6	chr9	TRUE	FALSE
Fyco1	chr9	FALSE	FALSE
Fyn	chr10	FALSE	FALSE
Fzd3	chr14	FALSE	FALSE
Fzd7	chr1	TRUE	TRUE
G2e3	chr12	FALSE	FALSE
Gab3	chrX	FALSE	FALSE
Gabbr2	chr4	FALSE	FALSE
Gabpb1	chr2	FALSE	FALSE
Gabpb2	chr3	FALSE	FALSE
Gabra1	chr11	FALSE	FALSE
Gabra2	chr5	TRUE	TRUE
Gabrb2	chr11	FALSE	FALSE
Gabrb3	chr7	FALSE	FALSE
Gabrg1	chr5	TRUE	TRUE
Gad1	chr2	FALSE	TRUE
Galc	chr12	FALSE	FALSE
Galk2	chr2	FALSE	FALSE
Galns	chr8	FALSE	FALSE
Galnt1	chr18	FALSE	FALSE
Galnt10	chr11	FALSE	TRUE
Galnt13	chr2	FALSE	FALSE
Galnt17	chr5	FALSE	FALSE
Galnt18	chr7	FALSE	FALSE
