gene_name	chr	mch_hyper	k119ub_gained
Mme	chr3	FALSE	TRUE
Mmp16	chr4	FALSE	TRUE
Mmrn1	chr6	FALSE	TRUE
Mms22l	chr4	FALSE	TRUE
Mpp7	chr18	FALSE	TRUE
Mpped2	chr2	FALSE	TRUE
Mpzl1	chr1	TRUE	TRUE
Mrps9	chr1	FALSE	TRUE
Mrtfb	chr16	FALSE	TRUE
Msh3	chr13	FALSE	TRUE
Msrb3	chr10	FALSE	TRUE
Mstn	chr1	TRUE	TRUE
Mtdh	chr15	FALSE	TRUE
Mtfr1	chr3	TRUE	TRUE
Mtmr12	chr15	FALSE	TRUE
Mtss1	chr15	FALSE	TRUE
Mtus1	chr8	TRUE	TRUE
Muc15	chr2	TRUE	TRUE
Mycbp2	chr14	FALSE	TRUE
Myo10	chr15	TRUE	TRUE
Myo16	chr8	FALSE	TRUE
Myo3a	chr2	FALSE	TRUE
Myo3b	chr2	TRUE	TRUE
Myo6	chr9	FALSE	TRUE
Myo7a	chr7	FALSE	TRUE
Myof	chr19	TRUE	TRUE
Myom2	chr8	FALSE	TRUE
Myrfl	chr10	TRUE	TRUE
Myt1l	chr12	TRUE	TRUE
Mzt1	chr14	TRUE	TRUE
N4bp1	chr8	FALSE	TRUE
N4bp2	chr5	FALSE	TRUE
Nabp1	chr1	TRUE	TRUE
Nadk2	chr15	FALSE	TRUE
Nalcn	chr14	FALSE	TRUE
Nbea	chr3	FALSE	TRUE
Ncald	chr15	TRUE	TRUE
Nckap1	chr2	FALSE	TRUE
Nckap5	chr1	TRUE	TRUE
Ncoa1	chr12	FALSE	TRUE
Ncoa7	chr10	FALSE	TRUE
Ndfip2	chr14	FALSE	TRUE
Ndp	chrX	TRUE	TRUE
Ndst3	chr3	FALSE	TRUE
Ndufaf2	chr13	FALSE	TRUE
Neb	chr2	TRUE	TRUE
Necab1	chr4	FALSE	TRUE
Nefm	chr14	FALSE	TRUE
Nek1	chr8	FALSE	TRUE
Nek7	chr1	FALSE	TRUE
Neto2	chr8	FALSE	TRUE
Neurod4	chr10	TRUE	TRUE
Nfia	chr4	TRUE	TRUE
Nfib	chr4	TRUE	TRUE
Ngef	chr1	FALSE	TRUE
Nim1k	chr13	FALSE	TRUE
Ninj2	chr6	FALSE	TRUE
Nipbl	chr15	FALSE	TRUE
Nkain4	chr2	FALSE	TRUE
Nkd2	chr13	FALSE	TRUE
Nlgn1	chr3	FALSE	TRUE
Nme7	chr1	FALSE	TRUE
Nmnat2	chr1	FALSE	TRUE
Nmrk1	chr19	TRUE	TRUE
Nnt	chr13	FALSE	TRUE
Nnt	chr13	FALSE	TRUE
Nnt	chr13	FALSE	TRUE
Nnt	chr13	FALSE	TRUE
Nnt	chr13	FALSE	TRUE
Nnt	chr13	FALSE	TRUE
Nnt	chr13	FALSE	TRUE
Nnt	chr13	FALSE	TRUE
Noct	chr3	FALSE	TRUE
Npas2	chr1	FALSE	TRUE
Nphp1	chr2	TRUE	TRUE
Npvf	chr6	TRUE	TRUE
Nr3c1	chr18	TRUE	TRUE
Nr3c2	chr8	FALSE	TRUE
Nr4a2	chr2	TRUE	TRUE
Nrg2	chr18	FALSE	TRUE
Nrg4	chr9	TRUE	TRUE
Nrros	chr16	TRUE	TRUE
Nrxn3	chr12	TRUE	TRUE
Nsd2	chr5	FALSE	TRUE
Nsmaf	chr4	TRUE	TRUE
Nsmce2	chr15	FALSE	TRUE
Nsun3	chr16	FALSE	TRUE
Ntn4	chr10	TRUE	TRUE
Ntrk2	chr13	FALSE	TRUE
Nudt18	chr14	FALSE	TRUE
Nxpe3	chr16	FALSE	TRUE
Oacyl	chr18	TRUE	TRUE
Ola1	chr2	FALSE	TRUE
Olfm3	chr3	FALSE	TRUE
Olfml2b	chr1	TRUE	TRUE
Opcml	chr9	TRUE	TRUE
Oprl1	chr2	TRUE	TRUE
Osbpl10	chr9	FALSE	TRUE
Osbpl1a	chr18	TRUE	TRUE
Osbpl2	chr2	FALSE	TRUE
Osbpl3	chr6	TRUE	TRUE
Osbpl8	chr10	FALSE	TRUE
Osbpl9	chr4	FALSE	TRUE
Ostf1	chr19	FALSE	TRUE
Otc	chrX	TRUE	TRUE
Otud1	chr2	TRUE	TRUE
Otulin	chr15	FALSE	TRUE
Oxct1	chr15	FALSE	TRUE
Oxr1	chr15	FALSE	TRUE
Oxsm	chr14	TRUE	TRUE
P2rx3	chr2	FALSE	TRUE
Pacc1	chr1	FALSE	TRUE
Pacrg	chr17	FALSE	TRUE
Pak3	chrX	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Palld	chr8	FALSE	TRUE
Pam	chr1	TRUE	TRUE
Pank1	chr19	FALSE	TRUE
Pappa2	chr1	TRUE	TRUE
Paqr8	chr1	TRUE	TRUE
Paqr9	chr9	TRUE	TRUE
Pard3b	chr1	TRUE	TRUE
Pard6g	chr18	FALSE	TRUE
Parp8	chr13	FALSE	TRUE
Patj	chr4	TRUE	TRUE
Pbx1	chr1	FALSE	TRUE
Pcca	chr14	FALSE	TRUE
Pcdh9	chr14	TRUE	TRUE
Pclo	chr5	FALSE	TRUE
Pcnx	chr12	FALSE	TRUE
Pdcd1	chr1	FALSE	TRUE
Pde1a	chr2	FALSE	TRUE
Pde1c	chr6	TRUE	TRUE
Pde3a	chr6	FALSE	TRUE
Pde4d	chr13	TRUE	TRUE
Pde7b	chr10	FALSE	TRUE
Pde8b	chr13	FALSE	TRUE
Pdgfrl	chr8	TRUE	TRUE
Pdia5	chr16	FALSE	TRUE
Pdk1	chr2	TRUE	TRUE
Pdss2	chr10	FALSE	TRUE
Pdzd8	chr19	FALSE	TRUE
Pemt	chr11	FALSE	TRUE
Pex5l	chr3	FALSE	TRUE
Pfkp	chr13	FALSE	TRUE
Pgap1	chr1	FALSE	TRUE
Phex	chrX	TRUE	TRUE
Phf14	chr6	FALSE	TRUE
Phf2	chr13	FALSE	TRUE
Phf3	chr1	FALSE	TRUE
Phkb	chr8	FALSE	TRUE
Phldb2	chr16	TRUE	TRUE
Phlpp1	chr1	FALSE	TRUE
Phtf2	chr5	FALSE	TRUE
Phyhipl	chr10	FALSE	TRUE
Pibf1	chr14	FALSE	TRUE
Pik3r1	chr13	FALSE	TRUE
Pik3r3	chr4	FALSE	TRUE
Pip5k1b	chr19	FALSE	TRUE
Pitrm1	chr13	FALSE	TRUE
Pkia	chr3	FALSE	TRUE
Pkig	chr2	TRUE	TRUE
Pkn1	chr8	FALSE	TRUE
Pla2g4e	chr2	FALSE	TRUE
Pla2r1	chr2	FALSE	TRUE
Plaat1	chr16	TRUE	TRUE
Plag1	chr4	FALSE	TRUE
Plcg1	chr2	FALSE	TRUE
Plcl1	chr1	FALSE	TRUE
Pld1	chr3	FALSE	TRUE
Pld5	chr1	TRUE	TRUE
Plekha5	chr6	FALSE	TRUE
Plin2	chr4	TRUE	TRUE
Plppr4	chr3	TRUE	TRUE
Pls1	chr9	FALSE	TRUE
Plscr5	chr9	TRUE	TRUE
Plxdc2	chr2	TRUE	TRUE
Plxnb3	chrX	FALSE	TRUE
Plxnc1	chr10	FALSE	TRUE
Plxnd1	chr6	TRUE	TRUE
Pms1	chr1	TRUE	TRUE
Polk	chr13	FALSE	TRUE
Pot1a	chr6	FALSE	TRUE
Pou2f1	chr1	FALSE	TRUE
Ppfia2	chr10	FALSE	TRUE
Ppm1h	chr10	FALSE	TRUE
Ppp1r12a	chr10	FALSE	TRUE
Ppp1r21	chr17	FALSE	TRUE
Ppp1r9a	chr6	FALSE	TRUE
Ppp2r1b	chr9	TRUE	TRUE
Ppp2r2a	chr14	FALSE	TRUE
Ppp2r5a	chr1	FALSE	TRUE
Ppp2r5c	chr12	FALSE	TRUE
Ppp2r5e	chr12	FALSE	TRUE
Ppp3cc	chr14	FALSE	TRUE
Ppp4r4	chr12	FALSE	TRUE
Prdm10	chr9	TRUE	TRUE
Prdm5	chr6	TRUE	TRUE
Prep	chr10	FALSE	TRUE
Prickle1	chr15	FALSE	TRUE
Prkacb	chr3	FALSE	TRUE
Prkag2	chr5	FALSE	TRUE
Prkci	chr3	FALSE	TRUE
Prkg1	chr19	FALSE	TRUE
Prkn	chr17	TRUE	TRUE
Prorp	chr12	FALSE	TRUE
Pros1	chr16	FALSE	TRUE
Prpf40a	chr2	FALSE	TRUE
Prr16	chr18	TRUE	TRUE
Prrc1	chr18	FALSE	TRUE
Prune2	chr19	TRUE	TRUE
Psd3	chr8	TRUE	TRUE
Ptar1	chr19	TRUE	TRUE
Ptchd4	chr17	TRUE	TRUE
Pten	chr19	FALSE	TRUE
Ptk2	chr15	FALSE	TRUE
Ptpn2	chr18	FALSE	TRUE
Ptpn3	chr4	FALSE	TRUE
Ptpn4	chr1	FALSE	TRUE
Ptprc	chr1	FALSE	TRUE
Ptprh	chr7	FALSE	TRUE
Ptprk	chr10	TRUE	TRUE
Ptprn2	chr12	FALSE	TRUE
Ptprz1	chr6	FALSE	TRUE
Qser1	chr2	FALSE	TRUE
Qsox1	chr1	FALSE	TRUE
Qtrt2	chr16	FALSE	TRUE
Rab25	chr3	TRUE	TRUE
Rab28	chr5	FALSE	TRUE
Rab2a	chr4	FALSE	TRUE
Rab3c	chr13	TRUE	TRUE
Rab3gap2	chr1	FALSE	TRUE
Rabgap1l	chr1	FALSE	TRUE
Rad51b	chr12	FALSE	TRUE
Rag1	chr2	TRUE	TRUE
Ralgps2	chr1	FALSE	TRUE
Ralyl	chr3	FALSE	TRUE
Ranbp17	chr11	FALSE	TRUE
Rapgef2	chr3	FALSE	TRUE
Rapgef5	chr12	FALSE	TRUE
Raph1	chr1	FALSE	TRUE
Rassf3	chr10	FALSE	TRUE
Rbms1	chr2	FALSE	TRUE
Rbpj	chr5	FALSE	TRUE
Rcan1	chr16	FALSE	TRUE
Rdh5	chr10	TRUE	TRUE
Reck	chr4	FALSE	TRUE
Reep4	chr14	TRUE	TRUE
Rell1	chr5	TRUE	TRUE
Reln	chr5	FALSE	TRUE
Rfx3	chr19	FALSE	TRUE
Rfx8	chr1	FALSE	TRUE
Rgl1	chr1	FALSE	TRUE
Rgma	chr7	FALSE	TRUE
Rgs17	chr10	FALSE	TRUE
Rgs20	chr1	FALSE	TRUE
Rgs3	chr4	TRUE	TRUE
Rgs7	chr1	FALSE	TRUE
Rhobtb3	chr13	FALSE	TRUE
Ric8b	chr10	FALSE	TRUE
Rictor	chr15	FALSE	TRUE
Rims1	chr1	FALSE	TRUE
Rin2	chr2	FALSE	TRUE
Ripor1	chr8	FALSE	TRUE
Ripor2	chr13	FALSE	TRUE
Rmnd5a	chr6	FALSE	TRUE
Rnf122	chr8	TRUE	TRUE
Rnf13	chr3	FALSE	TRUE
Rnf180	chr13	FALSE	TRUE
Rnf182	chr13	TRUE	TRUE
Rnf19a	chr15	FALSE	TRUE
Rnf2	chr1	FALSE	TRUE
Rnf217	chr10	FALSE	TRUE
Rngtt	chr4	FALSE	TRUE
Rnmt	chr18	TRUE	TRUE
Robo2	chr16	TRUE	TRUE
Rock1	chr18	FALSE	TRUE
Rock2	chr12	FALSE	TRUE
Ror1	chr4	TRUE	TRUE
Rpia	chr6	FALSE	TRUE
Rpp40	chr13	FALSE	TRUE
Rps14	chr18	TRUE	TRUE
Rps6ka2	chr17	FALSE	TRUE
Rps6ka5	chr12	TRUE	TRUE
Rps6ka6	chrX	FALSE	TRUE
Rps6kc1	chr1	FALSE	TRUE
Rsbn1l	chr5	FALSE	TRUE
Rsph14	chr10	FALSE	TRUE
Rsu1	chr2	FALSE	TRUE
Rtkn2	chr10	FALSE	TRUE
Rundc3b	chr5	FALSE	TRUE
Runx1	chr16	FALSE	TRUE
Runx1t1	chr4	TRUE	TRUE
Ruvbl1	chr6	TRUE	TRUE
Rwdd3	chr3	TRUE	TRUE
S100a13	chr3	FALSE	TRUE
Saa3	chr7	TRUE	TRUE
Sacs	chr14	FALSE	TRUE
Samd12	chr15	TRUE	TRUE
Sap30	chr8	TRUE	TRUE
Saxo1	chr4	FALSE	TRUE
Scai	chr2	FALSE	TRUE
Scd1	chr19	TRUE	TRUE
Scfd2	chr5	TRUE	TRUE
Scg2	chr1	TRUE	TRUE
Scg5	chr2	FALSE	TRUE
Schip1	chr3	TRUE	TRUE
Sclt1	chr3	FALSE	TRUE
Scn9a	chr2	FALSE	TRUE
Scrg1	chr8	FALSE	TRUE
Scube2	chr7	TRUE	TRUE
Sdc2	chr15	TRUE	TRUE
Sec23a	chr12	FALSE	TRUE
Sec24d	chr3	FALSE	TRUE
Sema3a	chr5	TRUE	TRUE
Sema3e	chr5	TRUE	TRUE
Sema3g	chr14	FALSE	TRUE
Sema6a	chr18	TRUE	TRUE
Sema6d	chr2	TRUE	TRUE
Septin11	chr5	FALSE	TRUE
Serp2	chr14	FALSE	TRUE
Serpinb1b	chr13	TRUE	TRUE
Serpinb8	chr1	TRUE	TRUE
Sesn1	chr10	TRUE	TRUE
Setbp1	chr18	FALSE	TRUE
Sfswap	chr5	FALSE	TRUE
Sgce	chr6	FALSE	TRUE
Sgms1	chr19	FALSE	TRUE
Sgo1	chr17	TRUE	TRUE
Sgpp1	chr12	FALSE	TRUE
Sgpp2	chr1	FALSE	TRUE
Sh3bgrl2	chr9	FALSE	TRUE
Sh3gl2	chr4	FALSE	TRUE
Sh3tc1	chr5	FALSE	TRUE
Shld1	chr2	TRUE	TRUE
Shtn1	chr19	FALSE	TRUE
Siah3	chr14	FALSE	TRUE
Sidt1	chr16	TRUE	TRUE
Sirpa	chr2	FALSE	TRUE
Slc10a7	chr8	FALSE	TRUE
Slc12a1	chr2	TRUE	TRUE
Slc12a6	chr2	FALSE	TRUE
Slc12a8	chr16	FALSE	TRUE
Slc13a1	chr6	TRUE	TRUE
Slc16a10	chr10	TRUE	TRUE
Slc16a7	chr10	FALSE	TRUE
Slc1a1	chr19	FALSE	TRUE
Slc1a2	chr2	TRUE	TRUE
Slc22a23	chr13	FALSE	TRUE
Slc25a15	chr8	FALSE	TRUE
Slc25a36	chr9	FALSE	TRUE
Slc2a13	chr15	FALSE	TRUE
Slc2a9	chr5	FALSE	TRUE
Slc30a5	chr13	FALSE	TRUE
Slc35a3	chr3	FALSE	TRUE
Slc35g2	chr9	TRUE	TRUE
Slc38a1	chr15	FALSE	TRUE
Slc38a6	chr12	FALSE	TRUE
Slc39a10	chr1	FALSE	TRUE
Slc39a11	chr11	FALSE	TRUE
Slc39a14	chr14	FALSE	TRUE
Slc41a3	chr6	FALSE	TRUE
Slc44a5	chr3	FALSE	TRUE
Slc49a4	chr16	FALSE	TRUE
Slc4a10	chr2	FALSE	TRUE
Slc4a2	chr5	FALSE	TRUE
Slc4a5	chr6	FALSE	TRUE
Slc4a7	chr14	FALSE	TRUE
Slc66a2	chr18	FALSE	TRUE
Slc6a17	chr3	TRUE	TRUE
Slc7a14	chr3	FALSE	TRUE
Slc8a1	chr17	FALSE	TRUE
Slc9a9	chr9	FALSE	TRUE
Slco2b1	chr7	FALSE	TRUE
Slitrk2	chrX	TRUE	TRUE
Smarca2	chr19	FALSE	TRUE
Smarcal1	chr1	FALSE	TRUE
Smim14	chr5	FALSE	TRUE
Smim15	chr13	TRUE	TRUE
Smpdl3a	chr10	FALSE	TRUE
Snca	chr6	TRUE	TRUE
Sncaip	chr18	TRUE	TRUE
Snd1	chr6	TRUE	TRUE
Sntg1	chr1	FALSE	TRUE
Snx13	chr12	TRUE	TRUE
Snx18	chr13	TRUE	TRUE
Snx2	chr18	FALSE	TRUE
Snx24	chr18	FALSE	TRUE
Sobp	chr10	FALSE	TRUE
Socs6	chr18	FALSE	TRUE
Sorbs1	chr19	FALSE	TRUE
Sorbs2	chr8	FALSE	TRUE
Sorcs3	chr19	TRUE	TRUE
Sorl1	chr9	FALSE	TRUE
Sort1	chr3	TRUE	TRUE
Sowahc	chr10	TRUE	TRUE
Sp4	chr12	FALSE	TRUE
Spaca3	chr11	FALSE	TRUE
Spag17	chr3	TRUE	TRUE
Spag9	chr11	FALSE	TRUE
Spam1	chr6	TRUE	TRUE
Sphkap	chr1	FALSE	TRUE
Spink10	chr18	FALSE	TRUE
Spink13	chr18	FALSE	TRUE
Spire1	chr18	FALSE	TRUE
Spred2	chr11	FALSE	TRUE
Spry2	chr14	TRUE	TRUE
Sptb	chr12	FALSE	TRUE
Sptbn1	chr11	FALSE	TRUE
Sptlc3	chr2	FALSE	TRUE
Sptssb	chr3	TRUE	TRUE
Srek1ip1	chr13	FALSE	TRUE
Srgap2	chr1	FALSE	TRUE
Ss18	chr18	FALSE	TRUE
Ssbp2	chr13	FALSE	TRUE
Sspo	chr6	FALSE	TRUE
St18	chr1	TRUE	TRUE
St7	chr6	FALSE	TRUE
St8sia4	chr1	FALSE	TRUE
Stim1	chr7	FALSE	TRUE
Stim2	chr5	FALSE	TRUE
Stk32b	chr5	FALSE	TRUE
Stk39	chr2	FALSE	TRUE
Stom	chr2	TRUE	TRUE
Stox2	chr8	FALSE	TRUE
Stpg2	chr3	TRUE	TRUE
Strbp	chr2	FALSE	TRUE
Strn	chr17	FALSE	TRUE
Stt3b	chr9	FALSE	TRUE
Stx7	chr10	FALSE	TRUE
Stxbp5	chr10	FALSE	TRUE
Stxbp5l	chr16	FALSE	TRUE
Sugct	chr13	TRUE	TRUE
Susd6	chr12	FALSE	TRUE
Sv2b	chr7	FALSE	TRUE
Sv2c	chr13	FALSE	TRUE
Svep1	chr4	TRUE	TRUE
Sybu	chr15	TRUE	TRUE
Syn2	chr6	TRUE	TRUE
Syn3	chr10	FALSE	TRUE
Syne2	chr12	FALSE	TRUE
Synpo2	chr3	FALSE	TRUE
Syt1	chr10	TRUE	TRUE
Syt14	chr1	FALSE	TRUE
Syt16	chr12	FALSE	TRUE
Syt9	chr7	TRUE	TRUE
Taf3	chr2	FALSE	TRUE
Taf4b	chr18	FALSE	TRUE
Tagln3	chr16	FALSE	TRUE
Tanc1	chr2	FALSE	TRUE
Tango2	chr16	FALSE	TRUE
Tarbp1	chr8	FALSE	TRUE
Tasp1	chr2	FALSE	TRUE
Tbc1d14	chr5	FALSE	TRUE
Tbc1d15	chr10	FALSE	TRUE
Tbc1d2	chr4	FALSE	TRUE
Tbc1d2b	chr9	FALSE	TRUE
Tbc1d31	chr15	TRUE	TRUE
Tbca	chr13	FALSE	TRUE
Tbck	chr3	FALSE	TRUE
Tbl1xr1	chr3	FALSE	TRUE
Tbpl1	chr10	FALSE	TRUE
Tcaf1	chr6	FALSE	TRUE
Tdo2	chr3	TRUE	TRUE
Tdp1	chr12	FALSE	TRUE
Tec	chr5	FALSE	TRUE
Tecrl	chr5	FALSE	TRUE
Tenm2	chr11	FALSE	TRUE
Tent4a	chr13	FALSE	TRUE
Tent5d	chrX	FALSE	TRUE
Tesk2	chr4	FALSE	TRUE
Tet2	chr3	FALSE	TRUE
Tex10	chr4	FALSE	TRUE
Tex264	chr9	FALSE	TRUE
Tfdp2	chr9	FALSE	TRUE
Tff3	chr17	TRUE	TRUE
Tgfbrap1	chr1	FALSE	TRUE
Thada	chr17	FALSE	TRUE
Thbs2	chr17	TRUE	TRUE
Themis	chr10	TRUE	TRUE
Thsd7b	chr1	TRUE	TRUE
Tiam1	chr16	FALSE	TRUE
Ticam2	chr18	FALSE	TRUE
Tiparp	chr3	TRUE	TRUE
Tirap	chr9	FALSE	TRUE
Tjp2	chr19	FALSE	TRUE
Tlcd4	chr3	TRUE	TRUE
Tle4	chr19	FALSE	TRUE
Tll1	chr8	TRUE	TRUE
Tm2d1	chr4	FALSE	TRUE
Tmeff2	chr1	TRUE	TRUE
Tmem117	chr15	TRUE	TRUE
Tmem131	chr1	FALSE	TRUE
Tmem135	chr7	FALSE	TRUE
Tmem144	chr3	TRUE	TRUE
Tmem14a	chr1	FALSE	TRUE
Tmem154	chr3	FALSE	TRUE
Tmem156	chr5	TRUE	TRUE
Tmem161b	chr13	FALSE	TRUE
Tmem163	chr1	FALSE	TRUE
Tmem165	chr5	FALSE	TRUE
Tmem190	chr7	TRUE	TRUE
Tmem232	chr17	FALSE	TRUE
Tmem236	chr2	TRUE	TRUE
Tmem243	chr5	FALSE	TRUE
Tmem245	chr4	FALSE	TRUE
Tmem38b	chr4	FALSE	TRUE
Tmem41a	chr16	FALSE	TRUE
Tmem65	chr15	TRUE	TRUE
Tmprss11d	chr5	TRUE	TRUE
Tmprss11g	chr5	TRUE	TRUE
Tmprss6	chr15	FALSE	TRUE
Tmprss7	chr16	TRUE	TRUE
Tmtc1	chr6	FALSE	TRUE
Tmtc4	chr14	TRUE	TRUE
Tmx4	chr2	FALSE	TRUE
Tnfaip8	chr18	FALSE	TRUE
Tnfsf13	chr11	TRUE	TRUE
Tnfsf18	chr1	TRUE	TRUE
Tnni3k	chr3	TRUE	TRUE
Tnpo1	chr13	FALSE	TRUE
Tph2	chr10	TRUE	TRUE
Tpp2	chr1	FALSE	TRUE
Tram2	chr1	FALSE	TRUE
Trhde	chr10	FALSE	TRUE
Trim24	chr6	FALSE	TRUE
Trim33	chr3	FALSE	TRUE
Trim45	chr3	FALSE	TRUE
Trim55	chr3	FALSE	TRUE
Trim9	chr12	FALSE	TRUE
Triqk	chr4	TRUE	TRUE
Trmt9b	chr8	TRUE	TRUE
Trp53bp2	chr1	TRUE	TRUE
Trps1	chr15	FALSE	TRUE
Tsc22d2	chr3	FALSE	TRUE
Tshz1	chr18	TRUE	TRUE
Tspan13	chr12	FALSE	TRUE
Tspan5	chr3	FALSE	TRUE
Ttc17	chr2	FALSE	TRUE
Ttc29	chr8	FALSE	TRUE
Ttll7	chr3	FALSE	TRUE
Ttr	chr18	TRUE	TRUE
Tulp3	chr6	FALSE	TRUE
Twf2	chr9	TRUE	TRUE
Txk	chr5	FALSE	TRUE
Tyms	chr5	FALSE	TRUE
Ube2e3	chr2	FALSE	TRUE
Ube2ql1	chr13	FALSE	TRUE
Ube2w	chr1	FALSE	TRUE
Uchl3	chr14	TRUE	TRUE
Uggt2	chr14	FALSE	TRUE
Umad1	chr6	FALSE	TRUE
Unc13a	chr8	FALSE	TRUE
Unc13c	chr9	FALSE	TRUE
Unc5c	chr3	TRUE	TRUE
Uox	chr3	TRUE	TRUE
Upp2	chr2	TRUE	TRUE
Uso1	chr5	FALSE	TRUE
Usp24	chr4	FALSE	TRUE
Usp35	chr7	FALSE	TRUE
Ust	chr10	FALSE	TRUE
Uxs1	chr1	FALSE	TRUE
Vangl2	chr1	FALSE	TRUE
Vapb	chr2	FALSE	TRUE
Vat1l	chr8	FALSE	TRUE
Vipr2	chr12	TRUE	TRUE
Vps13a	chr19	FALSE	TRUE
Vps50	chr6	FALSE	TRUE
Vsnl1	chr12	FALSE	TRUE
Vwa8	chr14	TRUE	TRUE
Vwc2l	chr1	TRUE	TRUE
Wdr41	chr13	FALSE	TRUE
Wdr7	chr18	FALSE	TRUE
Wwox	chr8	TRUE	TRUE
Wwp1	chr4	FALSE	TRUE
Xkr6	chr14	FALSE	TRUE
Xpnpep1	chr19	FALSE	TRUE
Xpr1	chr1	FALSE	TRUE
Xrcc4	chr13	FALSE	TRUE
Yipf7	chr5	TRUE	TRUE
Ythdc2	chr18	FALSE	TRUE
Zbbx	chr3	TRUE	TRUE
Zbtb20	chr16	TRUE	TRUE
Zbtb46	chr2	FALSE	TRUE
Zdhhc17	chr10	FALSE	TRUE
Zdhhc2	chr8	TRUE	TRUE
Zeb1	chr18	FALSE	TRUE
Zfp174	chr16	FALSE	TRUE
Zfp326	chr5	FALSE	TRUE
Zfp407	chr18	FALSE	TRUE
Zfp438	chr18	FALSE	TRUE
Zfp474	chr18	TRUE	TRUE
Zfp608	chr18	TRUE	TRUE
Zfp638	chr6	FALSE	TRUE
Zfp644	chr5	FALSE	TRUE
Zfp697	chr3	FALSE	TRUE
Zfp704	chr3	FALSE	TRUE
Zfp804a	chr2	TRUE	TRUE
Zfp827	chr8	FALSE	TRUE
Zfp90	chr8	TRUE	TRUE
Zfpm2	chr15	FALSE	TRUE
Zhx2	chr15	TRUE	TRUE
Zic3	chrX	FALSE	TRUE
Zic4	chr9	TRUE	TRUE
Zscan29	chr2	FALSE	TRUE
Zup1	chr10	FALSE	TRUE
