chr	start	end	width	n_mecp2_peaks	n_mecp2_gained	n_mecp2_lost
chr13	109150001	109175000	25000	2	2	0
chr13	109330001	109340000	10000	0	0	0
chr13	109380001	109390000	10000	0	0	0
chr13	110210001	110220000	10000	0	0	0
chr13	12550001	12575000	25000	1	0	0
chr13	13290001	13300000	10000	0	0	0
chr13	13380001	13390000	10000	0	0	0
chr13	13760001	13770000	10000	0	0	0
chr13	13960001	13970000	10000	1	0	0
chr13	14230001	14240000	10000	0	0	0
chr13	14410001	14420000	10000	0	0	0
chr13	14780001	14790000	10000	0	0	0
chr13	14950001	14960000	10000	0	0	0
chr13	17010001	17020000	10000	0	0	0
chr13	18430001	18440000	10000	0	0	0
chr13	22150001	22175000	25000	0	0	0
chr13	22160001	22170000	10000	0	0	0
chr13	22270001	22280000	10000	0	0	0
chr13	22710001	22720000	10000	0	0	0
chr13	22750001	22760000	10000	0	0	0
chr13	22775001	22780000	5000	0	0	0
chr13	22775001	22800000	25000	0	0	0
chr13	22780001	22790000	10000	0	0	0
chr13	22850001	22860000	10000	0	0	0
chr13	22925001	22950000	25000	0	0	0
chr13	23000001	23025000	25000	0	0	0
chr13	23020001	23030000	10000	0	0	0
chr13	23025001	23030000	5000	0	0	0
chr13	23025001	23050000	25000	0	0	0
chr13	23040001	23045000	5000	0	0	0
chr13	23040001	23050000	10000	0	0	0
chr13	24620001	24630000	10000	0	0	0
chr13	24725001	24750000	25000	0	0	0
chr13	24740001	24750000	10000	0	0	0
chr13	24750001	24760000	10000	0	0	0
chr13	25475001	25500000	25000	0	0	0
chr13	25510001	25520000	10000	0	0	0
chr13	25675001	25700000	25000	0	0	0
chr13	25680001	25690000	10000	0	0	0
chr13	26925001	26950000	25000	0	0	0
chr13	28925001	28950000	25000	0	0	0
chr13	29415001	29420000	5000	1	0	0
chr13	29480001	29485000	5000	0	0	0
chr13	30850001	30860000	10000	0	0	0
chr13	31250001	31260000	10000	0	0	0
chr13	32080001	32090000	10000	0	0	0
chr13	32620001	32630000	10000	0	0	0
chr13	33900001	33910000	10000	0	0	0
chr13	34760001	34770000	10000	0	0	0
chr13	38425001	38450000	25000	0	0	0
chr13	38450001	38475000	25000	0	0	0
chr13	38925001	38950000	25000	0	0	0
chr13	38950001	38975000	25000	0	0	0
chr13	39990001	40000000	10000	0	0	0
chr13	41700001	41725000	25000	0	0	0
chr13	41750001	41760000	10000	1	0	0
chr13	41840001	41850000	10000	0	0	0
chr13	41970001	41980000	10000	0	0	0
chr13	5100001	5125000	25000	0	0	0
chr13	42140001	42145000	5000	0	0	0
chr13	42235001	42240000	5000	0	0	0
chr13	42600001	42625000	25000	0	0	0
chr13	47310001	47320000	10000	0	0	0
chr13	47790001	47800000	10000	0	0	0
chr13	49650001	49655000	5000	1	0	0
chr13	49650001	49675000	25000	1	0	0
chr13	49800001	49805000	5000	0	0	0
chr13	50950001	50960000	10000	0	0	0
chr13	51830001	51840000	10000	2	0	0
chr13	52420001	52430000	10000	0	0	0
chr13	52610001	52620000	10000	0	0	0
chr13	53650001	53660000	10000	0	0	0
chr13	53980001	53990000	10000	0	0	0
chr13	54425001	54450000	25000	0	0	0
chr13	54440001	54450000	10000	0	0	0
chr13	54450001	54475000	25000	0	0	0
chr13	54675001	54700000	25000	3	0	0
chr13	54750001	54775000	25000	1	0	0
chr13	54760001	54770000	10000	1	0	0
chr13	54810001	54820000	10000	1	0	0
chr13	55050001	55060000	10000	0	0	0
chr13	55110001	55115000	5000	0	0	0
chr13	55225001	55230000	5000	0	0	0
chr13	56825001	56850000	25000	0	0	0
chr13	57190001	57200000	10000	0	0	0
chr13	57260001	57270000	10000	0	0	0
chr13	57280001	57290000	10000	1	0	0
chr13	57420001	57430000	10000	0	0	0
chr13	57800001	57810000	10000	2	1	0
chr13	57890001	57900000	10000	1	0	0
chr13	58080001	58090000	10000	0	0	0
chr13	58170001	58180000	10000	0	0	0
chr13	58250001	58260000	10000	0	0	0
chr13	63550001	63575000	25000	2	0	0
chr13	63850001	63875000	25000	0	0	0
chr13	7450001	7475000	25000	0	0	0
chr13	67900001	67910000	10000	0	0	0
chr13	67900001	67925000	25000	0	0	0
chr13	68060001	68070000	10000	0	0	0
chr13	68100001	68125000	25000	0	0	0
chr13	68300001	68310000	10000	0	0	0
chr13	68720001	68730000	10000	0	0	0
chr13	68725001	68750000	25000	0	0	0
chr13	68800001	68825000	25000	0	0	0
chr13	68825001	68850000	25000	0	0	0
chr13	69575001	69600000	25000	0	0	0
chr13	69600001	69610000	10000	0	0	0
chr13	70080001	70090000	10000	0	0	0
chr13	72450001	72475000	25000	0	0	0
chr13	73630001	73640000	10000	0	0	0
chr13	73730001	73740000	10000	0	0	0
chr13	73780001	73790000	10000	0	0	0
chr13	73950001	73975000	25000	1	0	0
chr13	73970001	73980000	10000	0	0	0
chr13	74025001	74050000	25000	0	0	0
chr13	74030001	74040000	10000	0	0	0
chr13	74645001	74650000	5000	0	0	0
chr13	74690001	74695000	5000	0	0	0
chr13	74720001	74725000	5000	0	0	0
chr13	74825001	74830000	5000	0	0	0
chr13	77215001	77220000	5000	0	0	0
chr13	77680001	77685000	5000	0	0	0
chr13	79175001	79200000	25000	0	0	0
chr13	79200001	79225000	25000	0	0	0
chr13	81875001	81900000	25000	0	0	0
chr13	81880001	81885000	5000	0	0	0
chr13	82150001	82155000	5000	0	0	0
chr13	82650001	82675000	25000	0	0	0
chr13	82750001	82775000	25000	0	0	0
chr13	82775001	82800000	25000	0	0	0
chr13	82925001	82950000	25000	0	0	0
chr13	84525001	84550000	25000	0	0	0
chr13	84650001	84660000	10000	0	0	0
chr13	84650001	84675000	25000	0	0	0
chr13	84660001	84670000	10000	0	0	0
chr13	84700001	84725000	25000	0	0	0
chr13	84710001	84720000	10000	0	0	0
chr13	84740001	84750000	10000	1	1	0
chr13	84850001	84875000	25000	0	0	0
chr13	84860001	84870000	10000	0	0	0
chr13	84870001	84880000	10000	0	0	0
chr13	84980001	84990000	10000	0	0	0
chr13	85050001	85060000	10000	0	0	0
chr13	85060001	85070000	10000	0	0	0
chr13	85325001	85350000	25000	0	0	0
chr13	85340001	85350000	10000	0	0	0
chr13	85345001	85350000	5000	0	0	0
chr13	85400001	85405000	5000	0	0	0
chr13	85400001	85410000	10000	0	0	0
chr13	85400001	85425000	25000	0	0	0
chr13	85500001	85525000	25000	0	0	0
chr13	85560001	85570000	10000	0	0	0
chr13	85750001	85760000	10000	0	0	0
chr13	85750001	85775000	25000	0	0	0
chr13	85775001	85800000	25000	0	0	0
chr13	86075001	86100000	25000	0	0	0
chr13	86150001	86175000	25000	0	0	0
chr13	86160001	86170000	10000	0	0	0
chr13	86175001	86200000	25000	0	0	0
chr13	86250001	86275000	25000	0	0	0
chr13	86275001	86300000	25000	0	0	0
chr13	87025001	87050000	25000	0	0	0
chr13	92900001	92910000	10000	1	1	0
chr13	92900001	92925000	25000	2	2	0
chr13	93330001	93340000	10000	0	0	0
chr13	93350001	93360000	10000	0	0	0
chr13	93475001	93500000	25000	1	0	0
chr13	95850001	95875000	25000	0	0	0
chr13	95875001	95900000	25000	2	0	1
chr13	95940001	95945000	5000	0	0	0
chr13	96010001	96020000	10000	0	0	0
chr13	96340001	96350000	10000	0	0	0
chr13	96560001	96570000	10000	0	0	0
chr13	96565001	96570000	5000	0	0	0
chr13	96660001	96670000	10000	0	0	0
chr13	96720001	96725000	5000	0	0	0
chr13	97380001	97390000	10000	1	0	0
chr13	10640001	10650000	10000	0	0	0
chr13	10680001	10685000	5000	0	0	0
chr13	97850001	97860000	10000	0	0	0
chr13	97850001	97875000	25000	0	0	0
chr13	98000001	98010000	10000	0	0	0
chr13	98050001	98075000	25000	0	0	0
chr13	98090001	98100000	10000	0	0	0
chr13	98125001	98150000	25000	0	0	0
chr13	98140001	98150000	10000	0	0	0
chr13	10760001	10770000	10000	0	0	0
chr13	99260001	99265000	5000	0	0	0
chr13	99300001	99325000	25000	1	0	0
chr13	99315001	99320000	5000	1	0	0
chr13	99350001	99375000	25000	3	1	0
chr13	10840001	10850000	10000	0	0	0
chr13	10845001	10850000	5000	0	0	0
chr13	99575001	99600000	25000	0	0	0
chr13	10875001	10900000	25000	0	0	0
chr13	10880001	10890000	10000	0	0	0
chr14	101290001	101300000	10000	0	0	0
chr14	101470001	101480000	10000	0	0	0
chr14	104010001	104020000	10000	0	0	0
chr14	104530001	104540000	10000	1	1	0
chr14	104710001	104720000	10000	0	0	0
chr14	105020001	105030000	10000	0	0	0
chr14	105025001	105050000	25000	0	0	0
chr14	105040001	105050000	10000	0	0	0
chr14	105140001	105150000	10000	0	0	0
chr14	105370001	105380000	10000	0	0	0
chr14	105810001	105820000	10000	0	0	0
chr14	106390001	106400000	10000	0	0	0
chr14	106400001	106425000	25000	0	0	0
chr14	106470001	106480000	10000	0	0	0
chr14	106650001	106675000	25000	0	0	0
chr14	106660001	106670000	10000	0	0	0
chr14	106690001	106700000	10000	0	0	0
chr14	106725001	106750000	25000	0	0	0
chr14	106730001	106740000	10000	0	0	0
chr14	106875001	106900000	25000	0	0	0
chr14	106890001	106900000	10000	0	0	0
chr14	106900001	106925000	25000	0	0	0
chr14	106920001	106930000	10000	0	0	0
chr14	107500001	107510000	10000	0	0	0
chr14	110875001	110900000	25000	0	0	0
chr14	112675001	112700000	25000	0	0	0
chr14	114450001	114475000	25000	0	0	0
chr14	115775001	115800000	25000	0	0	0
chr14	116050001	116075000	25000	0	0	0
chr14	116070001	116080000	10000	0	0	0
chr14	116375001	116400000	25000	0	0	0
chr14	116390001	116400000	10000	0	0	0
chr14	119210001	119220000	10000	0	0	0
chr14	119580001	119590000	10000	0	0	0
chr14	121070001	121080000	10000	0	0	0
chr14	121260001	121270000	10000	0	0	0
chr14	121390001	121400000	10000	0	0	0
chr14	121830001	121840000	10000	1	1	0
chr14	121910001	121920000	10000	0	0	0
chr14	123220001	123225000	5000	0	0	0
chr14	123470001	123475000	5000	0	0	0
chr14	123485001	123490000	5000	0	0	0
chr14	15100001	15125000	25000	0	0	0
chr14	15860001	15870000	10000	0	0	0
chr14	17090001	17100000	10000	0	0	0
chr14	17225001	17250000	25000	0	0	0
chr14	17430001	17440000	10000	0	0	0
chr14	17640001	17650000	10000	0	0	0
chr14	18400001	18410000	10000	0	0	0
chr14	18650001	18660000	10000	0	0	0
chr14	18650001	18675000	25000	0	0	0
chr14	18900001	18925000	25000	0	0	0
chr14	18930001	18940000	10000	0	0	0
chr14	18950001	18975000	25000	0	0	0
chr14	18960001	18970000	10000	0	0	0
chr14	19500001	19510000	10000	0	0	0
chr14	19890001	19900000	10000	0	0	0
chr14	20010001	20020000	10000	0	0	0
chr14	21090001	21100000	10000	0	0	0
chr14	21110001	21120000	10000	0	0	0
chr14	21250001	21260000	10000	1	1	0
chr14	21260001	21270000	10000	0	0	0
chr14	22975001	23000000	25000	0	0	0
chr14	24400001	24410000	10000	0	0	0
chr14	24400001	24425000	25000	0	0	0
chr14	24525001	24550000	25000	2	1	0
chr14	24575001	24600000	25000	3	2	0
chr14	24580001	24590000	10000	1	1	0
chr14	24775001	24800000	25000	4	3	0
chr14	24780001	24790000	10000	1	1	0
chr14	24790001	24800000	10000	1	1	0
chr14	25000001	25010000	10000	1	0	0
chr14	25000001	25025000	25000	1	0	0
chr14	25050001	25075000	25000	2	1	0
chr14	25060001	25070000	10000	2	1	0
chr14	25270001	25280000	10000	1	0	0
chr14	26700001	26710000	10000	0	0	0
chr14	26790001	26800000	10000	0	0	0
chr14	29500001	29510000	10000	0	0	0
chr14	29500001	29525000	25000	0	0	0
chr14	29950001	29960000	10000	0	0	0
chr14	30070001	30080000	10000	1	0	0
chr14	30090001	30100000	10000	0	0	0
chr14	32125001	32130000	5000	0	0	0
chr14	32195001	32200000	5000	0	0	0
chr14	33470001	33480000	10000	0	0	0
chr14	33600001	33625000	25000	0	0	0
chr14	33620001	33630000	10000	0	0	0
chr14	33750001	33775000	25000	0	0	0
chr14	33770001	33780000	10000	0	0	0
chr14	33950001	33975000	25000	3	0	0
chr14	33960001	33970000	10000	2	0	0
chr14	34200001	34225000	25000	2	0	0
chr14	34300001	34325000	25000	1	0	0
chr14	34315001	34320000	5000	0	0	0
chr14	34365001	34370000	5000	0	0	0
chr14	34440001	34450000	10000	0	0	0
chr14	34540001	34550000	10000	1	0	0
chr14	34670001	34680000	10000	0	0	0
chr14	34690001	34700000	10000	0	0	0
chr14	34930001	34940000	10000	2	1	0
chr14	35800001	35825000	25000	0	0	0
chr14	35810001	35820000	10000	0	0	0
chr14	36100001	36125000	25000	0	0	0
chr14	36150001	36175000	25000	0	0	0
chr14	36450001	36475000	25000	0	0	0
chr14	38030001	38040000	10000	0	0	0
chr14	40525001	40550000	25000	0	0	0
chr14	40530001	40540000	10000	0	0	0
chr14	41775001	41800000	25000	0	0	0
chr14	41790001	41800000	10000	0	0	0
chr14	41875001	41900000	25000	0	0	0
chr14	41890001	41900000	10000	0	0	0
chr14	42025001	42050000	25000	0	0	0
chr14	46990001	47000000	10000	0	0	0
chr14	47560001	47570000	10000	0	0	0
chr14	55060001	55070000	10000	0	0	0
chr14	55150001	55160000	10000	0	0	0
chr14	56165001	56170000	5000	1	1	0
chr14	56345001	56350000	5000	1	0	0
chr14	58110001	58120000	10000	0	0	0
chr14	58360001	58370000	10000	0	0	0
chr14	58370001	58380000	10000	0	0	0
chr14	58910001	58920000	10000	0	0	0
chr14	60150001	60160000	10000	0	0	0
chr14	60550001	60560000	10000	0	0	0
chr14	62640001	62650000	10000	0	0	0
chr14	62675001	62700000	25000	0	0	0
chr14	63040001	63050000	10000	0	0	0
chr14	64200001	64210000	10000	0	0	0
chr14	64200001	64225000	25000	0	0	0
chr14	64250001	64275000	25000	0	0	0
chr14	64350001	64375000	25000	0	0	0
chr14	64370001	64380000	10000	0	0	0
chr14	64380001	64390000	10000	0	0	0
chr14	64450001	64475000	25000	1	1	0
chr14	64460001	64470000	10000	0	0	0
chr14	64475001	64500000	25000	0	0	0
chr14	67375001	67400000	25000	1	0	0
chr14	67380001	67390000	10000	1	0	0
chr14	67780001	67790000	10000	0	0	0
chr14	67875001	67900000	25000	0	0	0
chr14	68990001	69000000	10000	0	0	0
chr14	69080001	69085000	5000	0	0	0
chr14	69120001	69125000	5000	0	0	0
chr14	69150001	69160000	10000	0	0	0
chr14	69490001	69500000	10000	0	0	0
chr14	69730001	69735000	5000	1	0	0
chr14	69730001	69740000	10000	1	0	0
chr14	69965001	69970000	5000	0	0	0
chr14	70020001	70030000	10000	0	0	0
chr14	71780001	71785000	5000	0	0	0
chr14	71780001	71790000	10000	0	0	0
chr14	71875001	71900000	25000	0	0	0
chr14	71890001	71895000	5000	0	0	0
chr14	72650001	72675000	25000	0	0	0
chr14	73180001	73190000	10000	0	0	0
chr14	73600001	73625000	25000	0	0	0
chr14	73975001	74000000	25000	0	0	0
chr14	8475001	8500000	25000	0	0	0
chr14	8550001	8575000	25000	0	0	0
chr14	76895001	76900000	5000	0	0	0
chr14	77075001	77080000	5000	0	0	0
chr14	8725001	8750000	25000	0	0	0
chr14	80600001	80625000	25000	0	0	0
chr14	80750001	80775000	25000	0	0	0
chr14	80780001	80790000	10000	0	0	0
chr14	80850001	80860000	10000	1	1	0
chr14	81200001	81225000	25000	0	0	0
chr14	90175001	90200000	25000	0	0	0
chr14	94825001	94830000	5000	0	0	0
chr14	94870001	94875000	5000	0	0	0
chr14	97900001	97925000	25000	0	0	0
chr15	102335001	102340000	5000	0	0	0
chr15	102340001	102345000	5000	0	0	0
chr15	102385001	102390000	5000	0	0	0
chr15	102495001	102500000	5000	0	0	0
chr15	102520001	102530000	10000	0	0	0
chr15	102525001	102550000	25000	0	0	0
chr15	102750001	102775000	25000	0	0	0
chr15	102770001	102780000	10000	0	0	0
chr15	102775001	102800000	25000	0	0	0
chr15	102950001	102975000	25000	0	0	0
chr15	102970001	102980000	10000	0	0	0
chr15	102980001	102990000	10000	0	0	0
chr15	103060001	103070000	10000	0	0	0
chr15	11300001	11325000	25000	0	0	0
chr15	11480001	11490000	10000	0	0	0
chr15	12590001	12600000	10000	0	0	0
chr15	12960001	12970000	10000	0	0	0
chr15	13580001	13590000	10000	0	0	0
chr15	13790001	13800000	10000	0	0	0
chr15	18075001	18100000	25000	0	0	0
chr15	18090001	18100000	10000	0	0	0
chr15	19800001	19825000	25000	0	0	0
chr15	19830001	19840000	10000	0	0	0
chr15	24455001	24460000	5000	0	0	0
chr15	24565001	24570000	5000	0	0	0
chr15	25720001	25730000	10000	1	0	0
chr15	26410001	26420000	10000	0	0	0
chr15	26800001	26825000	25000	0	0	0
chr15	26975001	27000000	25000	0	0	0
chr15	26990001	27000000	10000	0	0	0
chr15	27300001	27325000	25000	0	0	0
chr15	27320001	27330000	10000	0	0	0
chr15	27325001	27350000	25000	1	0	0
chr15	27470001	27480000	10000	0	0	0
chr15	27600001	27625000	25000	0	0	0
chr15	27620001	27630000	10000	0	0	0
chr15	27625001	27650000	25000	1	0	0
chr15	28175001	28200000	25000	0	0	0
chr15	28180001	28190000	10000	0	0	0
chr15	28190001	28200000	10000	0	0	0
chr15	29300001	29325000	25000	0	0	0
chr15	30050001	30055000	5000	0	0	0
chr15	30220001	30225000	5000	0	0	0
chr15	31725001	31750000	25000	0	0	0
chr15	33000001	33025000	25000	0	0	0
chr15	33550001	33575000	25000	0	0	0
chr15	35530001	35540000	10000	0	0	0
chr15	35960001	35970000	10000	0	0	0
chr15	36925001	36950000	25000	3	2	0
chr15	36930001	36940000	10000	1	0	0
chr15	37125001	37150000	25000	0	0	0
chr15	37140001	37150000	10000	0	0	0
chr15	38110001	38120000	10000	0	0	0
chr15	38320001	38330000	10000	0	0	0
chr15	39695001	39700000	5000	0	0	0
chr15	39975001	39980000	5000	0	0	0
chr15	40525001	40550000	25000	2	2	0
chr15	41125001	41150000	25000	0	0	0
chr15	41560001	41570000	10000	0	0	0
chr15	41750001	41775000	25000	0	0	0
chr15	41760001	41770000	10000	0	0	0
chr15	41775001	41800000	25000	1	0	0
chr15	41900001	41925000	25000	0	0	0
chr15	42025001	42030000	5000	1	1	0
chr15	42160001	42170000	10000	0	0	0
chr15	42190001	42200000	10000	0	0	0
chr15	42450001	42455000	5000	0	0	0
chr15	42850001	42875000	25000	0	0	0
chr15	42940001	42950000	10000	0	0	0
chr15	42950001	42975000	25000	0	0	0
chr15	42975001	43000000	25000	0	0	0
chr15	43050001	43075000	25000	0	0	0
chr15	43060001	43070000	10000	0	0	0
chr15	43210001	43220000	10000	0	0	0
chr15	43300001	43325000	25000	0	0	0
chr15	43320001	43330000	10000	0	0	0
chr15	43650001	43675000	25000	0	0	0
chr15	43670001	43680000	10000	0	0	0
chr15	43675001	43700000	25000	0	0	0
chr15	43700001	43710000	10000	0	0	0
chr15	43910001	43920000	10000	0	0	0
chr15	44475001	44500000	25000	0	0	0
chr15	45830001	45840000	10000	0	0	0
chr15	49325001	49350000	25000	0	0	0
chr15	49420001	49430000	10000	0	0	0
chr15	49775001	49800000	25000	0	0	0
chr15	49790001	49800000	10000	0	0	0
chr15	53150001	53175000	25000	3	0	0
chr15	53500001	53525000	25000	0	0	0
chr15	53800001	53810000	10000	0	0	0
chr15	54340001	54350000	10000	0	0	0
chr15	54675001	54700000	25000	0	0	0
chr15	54690001	54700000	10000	0	0	0
chr15	54760001	54770000	10000	0	0	0
chr15	54900001	54910000	10000	0	0	0
chr15	55400001	55425000	25000	0	0	0
chr15	58690001	58695000	5000	0	0	0
chr15	58690001	58700000	10000	0	0	0
chr15	58890001	58900000	10000	0	0	0
chr15	58910001	58915000	5000	0	0	0
chr15	62100001	62110000	10000	2	0	0
chr15	62400001	62425000	25000	0	0	0
chr15	62980001	62990000	10000	0	0	0
chr15	62985001	62990000	5000	0	0	0
chr15	63035001	63040000	5000	0	0	0
chr15	63160001	63165000	5000	0	0	0
chr15	63460001	63470000	10000	0	0	0
chr15	64110001	64115000	5000	1	1	0
chr15	64725001	64750000	25000	0	0	0
chr15	64740001	64750000	10000	0	0	0
chr15	65170001	65180000	10000	0	0	0
chr15	65300001	65325000	25000	1	1	0
chr15	65620001	65630000	10000	0	0	0
chr15	65625001	65650000	25000	4	4	0
chr15	65765001	65770000	5000	0	0	0
chr15	66700001	66705000	5000	0	0	0
chr15	67170001	67180000	10000	1	0	0
chr15	67295001	67300000	5000	0	0	0
chr15	67440001	67445000	5000	0	0	0
chr15	67440001	67450000	10000	0	0	0
chr15	67670001	67680000	10000	0	0	0
chr15	67675001	67700000	25000	0	0	0
chr15	67875001	67900000	25000	0	0	0
chr15	67900001	67910000	10000	0	0	0
chr15	67900001	67925000	25000	0	0	0
chr15	68025001	68050000	25000	0	0	0
chr15	69200001	69225000	25000	0	0	0
chr15	69255001	69260000	5000	1	0	0
chr15	69350001	69375000	25000	0	0	0
chr15	69360001	69365000	5000	0	0	0
chr15	69425001	69450000	25000	0	0	0
chr15	69920001	69930000	10000	0	0	0
chr15	69925001	69950000	25000	0	0	0
chr15	69930001	69940000	10000	0	0	0
chr15	70570001	70580000	10000	0	0	0
chr15	71920001	71930000	10000	0	0	0
chr15	72225001	72250000	25000	1	0	0
chr15	72240001	72250000	10000	0	0	0
chr15	72910001	72920000	10000	1	0	0
chr15	73050001	73060000	10000	1	0	0
chr15	74700001	74725000	25000	1	0	0
chr15	74710001	74720000	10000	0	0	0
chr15	74760001	74770000	10000	1	0	0
chr15	74830001	74835000	5000	0	0	0
chr15	74830001	74840000	10000	0	0	0
chr15	74950001	74960000	10000	2	0	0
chr15	74995001	75000000	5000	0	0	0
chr15	8450001	8475000	25000	0	0	0
chr15	75525001	75550000	25000	1	0	0
chr15	75580001	75590000	10000	0	0	0
chr15	75690001	75700000	10000	1	0	0
chr15	75780001	75790000	10000	0	0	0
chr15	75880001	75890000	10000	1	0	0
chr15	8800001	8825000	25000	0	0	0
chr15	79250001	79260000	10000	2	0	0
chr15	79255001	79260000	5000	1	0	0
chr15	79330001	79340000	10000	1	0	0
chr15	79365001	79370000	5000	0	0	0
chr15	79620001	79630000	10000	0	0	0
chr15	79720001	79730000	10000	0	0	0
chr15	79740001	79750000	10000	0	0	0
chr15	79840001	79850000	10000	0	0	0
chr15	82520001	82525000	5000	0	0	0
chr15	82580001	82585000	5000	0	0	0
chr15	83800001	83810000	10000	1	0	0
chr15	83920001	83930000	10000	1	0	0
chr15	84030001	84040000	10000	3	0	0
chr15	84110001	84120000	10000	1	0	0
chr15	84660001	84670000	10000	2	0	0
chr15	84750001	84760000	10000	0	0	0
chr15	84760001	84770000	10000	0	0	0
chr15	85050001	85060000	10000	0	0	0
chr15	85215001	85220000	5000	0	0	0
chr15	85250001	85275000	25000	2	0	0
chr15	85260001	85265000	5000	0	0	0
chr15	85260001	85270000	10000	1	0	0
chr15	85425001	85450000	25000	0	0	0
chr15	85445001	85450000	5000	0	0	0
chr15	85610001	85620000	10000	1	0	0
chr15	85630001	85635000	5000	1	0	0
chr15	86150001	86160000	10000	0	0	0
chr15	86580001	86590000	10000	3	0	0
chr15	87225001	87250000	25000	3	0	0
chr15	87240001	87250000	10000	1	0	0
chr15	87250001	87275000	25000	2	0	0
chr15	88540001	88550000	10000	1	0	0
chr15	88950001	88975000	25000	2	0	0
chr15	89145001	89150000	5000	0	0	0
chr15	89225001	89250000	25000	0	0	0
chr15	89245001	89250000	5000	0	0	0
chr15	94250001	94275000	25000	1	0	0
chr15	94575001	94600000	25000	1	0	0
chr15	94590001	94600000	10000	1	0	0
chr15	95200001	95225000	25000	0	0	0
chr15	95210001	95220000	10000	0	0	0
chr15	95325001	95350000	25000	0	0	0
chr15	95340001	95350000	10000	0	0	0
chr15	95500001	95525000	25000	0	0	0
chr15	10450001	10460000	10000	0	0	0
chr15	10450001	10475000	25000	0	0	0
chr15	95510001	95520000	10000	0	0	0
chr15	95720001	95725000	5000	0	0	0
chr15	95770001	95775000	5000	0	0	0
chr15	95890001	95895000	5000	0	0	0
chr15	95895001	95900000	5000	0	0	0
chr15	96000001	96005000	5000	0	0	0
chr15	96570001	96575000	5000	0	0	0
chr15	10600001	10610000	10000	0	0	0
chr15	97950001	97975000	25000	0	0	0
chr15	98175001	98200000	25000	1	0	0
chr15	99510001	99515000	5000	1	0	0
chr15	99615001	99620000	5000	1	0	0
chr16	11560001	11570000	10000	0	0	0
chr16	11860001	11870000	10000	1	0	0
chr16	12980001	12990000	10000	0	0	0
chr16	13200001	13210000	10000	0	0	0
chr16	14110001	14120000	10000	0	0	0
chr16	14355001	14360000	5000	0	0	0
chr16	14435001	14440000	5000	0	0	0
chr16	14730001	14740000	10000	0	0	0
chr16	17200001	17210000	10000	0	0	0
chr16	17300001	17310000	10000	0	0	0
chr16	17580001	17590000	10000	0	0	0
chr16	22490001	22500000	10000	0	0	0
chr16	22720001	22730000	10000	0	0	0
chr16	24450001	24460000	10000	0	0	0
chr16	24550001	24560000	10000	0	0	0
chr16	24950001	24960000	10000	0	0	0
chr16	24985001	24990000	5000	0	0	0
chr16	25460001	25465000	5000	0	0	0
chr16	26260001	26270000	10000	0	0	0
chr16	26950001	26975000	25000	0	0	0
chr16	26960001	26970000	10000	0	0	0
chr16	27190001	27200000	10000	0	0	0
chr16	27230001	27240000	10000	0	0	0
chr16	27520001	27530000	10000	0	0	0
chr16	28450001	28460000	10000	1	1	0
chr16	28450001	28475000	25000	1	1	0
chr16	31600001	31605000	5000	1	0	0
chr16	32200001	32205000	5000	0	0	0
chr16	34300001	34325000	25000	6	0	0
chr16	35100001	35125000	25000	0	0	0
chr16	35530001	35535000	5000	0	0	0
chr16	35600001	35605000	5000	2	0	0
chr16	37025001	37050000	25000	0	0	0
chr16	37470001	37480000	10000	1	1	0
chr16	38000001	38010000	10000	1	0	0
chr16	38000001	38025000	25000	1	0	0
chr16	38370001	38375000	5000	1	0	0
chr16	38370001	38380000	10000	1	0	0
chr16	38380001	38390000	10000	0	0	0
chr16	38440001	38445000	5000	0	0	0
chr16	38440001	38450000	10000	0	0	0
chr16	38450001	38460000	10000	1	0	0
chr16	38610001	38620000	10000	0	0	0
chr16	38650001	38660000	10000	0	0	0
chr16	38680001	38690000	10000	0	0	0
chr16	4905001	4910000	5000	0	0	0
chr16	5000001	5005000	5000	0	0	0
chr16	42250001	42260000	10000	0	0	0
chr16	42250001	42275000	25000	0	0	0
chr16	42525001	42550000	25000	0	0	0
chr16	42740001	42750000	10000	0	0	0
chr16	42930001	42940000	10000	0	0	0
chr16	43175001	43200000	25000	3	3	0
chr16	43190001	43200000	10000	2	2	0
chr16	43600001	43625000	25000	1	0	0
chr16	43790001	43795000	5000	0	0	0
chr16	43825001	43850000	25000	0	0	0
chr16	43830001	43840000	10000	0	0	0
chr16	43835001	43840000	5000	0	0	0
chr16	43870001	43880000	10000	0	0	0
chr16	43875001	43880000	5000	0	0	0
chr16	43900001	43925000	25000	0	0	0
chr16	43910001	43920000	10000	0	0	0
chr16	44130001	44140000	10000	1	0	0
chr16	44150001	44175000	25000	1	0	0
chr16	44165001	44170000	5000	0	0	0
chr16	44500001	44510000	10000	1	0	0
chr16	44500001	44525000	25000	1	0	0
chr16	44525001	44550000	25000	1	0	0
chr16	44575001	44600000	25000	1	1	0
chr16	44590001	44600000	10000	0	0	0
chr16	44800001	44825000	25000	0	0	0
chr16	49070001	49080000	10000	0	0	0
chr16	50160001	50170000	10000	0	0	0
chr16	50270001	50280000	10000	0	0	0
chr16	50275001	50280000	5000	0	0	0
chr16	50275001	50300000	25000	0	0	0
chr16	50320001	50325000	5000	0	0	0
chr16	50490001	50500000	10000	0	0	0
chr16	51725001	51750000	25000	0	0	0
chr16	51730001	51740000	10000	0	0	0
chr16	52300001	52325000	25000	0	0	0
chr16	6300001	6310000	10000	3	0	0
