gene_name	chr	at_gained_anchor	at_lost_anchor	at_mixed_anchor	n_anchors	n_anchor_loops	mean_loop_logfc	gene_anchor_class	gene_length	mch_diff	edger_logFC	edger_fdr	mch_sig	mch_direction	mecp2_fold	mecp2_fdr	mecp2_min_fdr	mecp2_n_peaks	mecp2_n_sig	mecp2_has_sig	mecp2_conc_weighted_fold	mecp2_total_conc	mecp2_n_peaks_weighted	has_mecp2_peak	mecp2_gained	mecp2_lost
Gdap1l1	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	16849	-0.000355113026941868	-0.260154180453267	0.129097610244784	FALSE	Hypomethylated	-0.050740497	0.841301514	0.841301514	1	0	FALSE	-0.050740497	4.188706661	1	TRUE	FALSE	FALSE
Gdap2	chr3	TRUE	FALSE	FALSE	2	2	0.311339136004921	Gained anchor	44601	-0.000273132572952854	-0.25916679363504	0.0407757789197048	TRUE	Hypomethylated	-0.008000618	0.98300219	0.98300219	1	0	FALSE	-0.008000618	4.016002575	1	TRUE	FALSE	FALSE
Gde1	chr7	FALSE	TRUE	FALSE	1	1	-0.42959029980034	Lost anchor	17234	0.00176357432240591	0.0674271101362921	0.765838948550562	FALSE	Hypermethylated	-0.0165294	0.959203251	0.959203251	1	0	FALSE	-0.0165294	4.457156171	1	TRUE	FALSE	FALSE
Gdf1	chr8	FALSE	FALSE	FALSE	0	0	NA	No anchor	1771	0.00536734715128846	0.180090894000419	0.704474534058478	FALSE	Hypermethylated	-0.060551934	0.806504247	0.777620983	2	0	FALSE	-0.0639913417764934	9.413779564	2	TRUE	FALSE	FALSE
Gdf10	chr14	TRUE	FALSE	FALSE	1	2	0.443814758289199	Gained anchor	14397	-0.00169590612573918	-0.22737856702459	0.100425384598307	FALSE	Hypomethylated	0.030498596	0.914654926	0.899676963	2	0	FALSE	0.0325484787556273	9.035160156	2	TRUE	FALSE	FALSE
Gdf11	chr10	FALSE	FALSE	FALSE	0	0	NA	No anchor	9424	0.00118287125438962	0.0950456094595197	0.753449235234715	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gdf15	chr8	FALSE	FALSE	FALSE	0	0	NA	No anchor	3064	0.00429223440167718	0.0758176899006127	0.891345381940954	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gdf2	chr14	FALSE	FALSE	FALSE	0	0	NA	No anchor	6160	0.00105087450389506	-0.0828254022473032	0.775983825703806	FALSE	Hypomethylated	-0.114696698	0.575411991	0.575411991	1	0	FALSE	-0.114696698	5.972248274	1	TRUE	FALSE	FALSE
Gdf3	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	4685	-0.00110831242469427	-0.415693525801515	0.330566316156307	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gdf5	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	4345	0.000733345379080725	-0.118727064558718	0.767853851256001	FALSE	Hypomethylated	-0.147172055	0.489291089	0.489291089	1	0	FALSE	-0.147172055	4.17876042	1	TRUE	FALSE	FALSE
Gdf6	chr4	TRUE	FALSE	FALSE	2	2	0.373507732252787	Gained anchor	17974	0.00175003089358834	-0.112961980733427	0.55374978667351	FALSE	Hypomethylated	-0.068798045	0.770397519	0.770397519	2	0	FALSE	-0.0240207302589491	8.696641698	2	TRUE	FALSE	FALSE
Gdf7	chr12	FALSE	FALSE	FALSE	0	0	NA	No anchor	4037	-0.00430302892761101	-0.240883635983763	0.467601765528727	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gdf9	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	6882	-0.0033388124776758	-0.607962742007587	0.031701156144344	TRUE	Hypomethylated	-0.061667952	0.801873129	0.801873129	1	0	FALSE	-0.061667952	5.838503635	1	TRUE	FALSE	FALSE
Gdi1	chrX	FALSE	FALSE	FALSE	0	0	NA	No anchor	6865	-0.00130446916243877	-0.144095017674225	0.719882344261316	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gdi2	chr13	FALSE	FALSE	FALSE	0	0	NA	No anchor	29809	0.000738316285602158	-0.176876139157721	0.269806983140705	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gdnf	chr15	TRUE	FALSE	FALSE	1	1	0.355494836202299	Gained anchor	26730	0.0057048276223573	0.218453238321515	0.0309872189907477	TRUE	Hypermethylated	-0.023979637	0.936375559	0.91539112	3	0	FALSE	-0.0118105987864068	14.075013526	3	TRUE	FALSE	FALSE
Gdpd1	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	40196	-0.000340829728014837	-0.288939679617046	0.0269437398961835	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gdpd2	chrX	FALSE	FALSE	FALSE	0	0	NA	No anchor	9023	-0.00103945988569269	-0.174437025855075	0.521163354658196	FALSE	Hypomethylated	-0.920983361	0.008945172	0.008945172	1	1	TRUE	-0.920983361	4.004699905	1	TRUE	FALSE	TRUE
Gdpd3	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	9316	-0.000440645003168063	-0.305553213251372	0.251953124209618	FALSE	Hypomethylated	-0.005860353	0.98831234	0.98831234	1	0	FALSE	-0.005860353	5.336315743	1	TRUE	FALSE	FALSE
Gdpd4	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	129709	0.00252751965349857	0.04229176599355	0.590498872213422	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gdpd5	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	80464	-0.00682675047053961	-0.385535025320034	2.13550050429231e-07	TRUE	Hypomethylated	-0.12919091	0.526637396	0.205822134	9	0	FALSE	-0.127058446630177	43.135548148	9	TRUE	FALSE	FALSE
Gdpgp1	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	9197	0.00324442008866422	0.165464993915559	0.540817232801501	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gem	chr4	FALSE	FALSE	FALSE	0	0	NA	No anchor	10296	-0.00400055669046126	-0.366997548747841	0.0347951067825183	TRUE	Hypomethylated	-0.087095584	0.691512169	0.691512169	3	0	FALSE	-0.00341373059276733	12.73336317	3	TRUE	FALSE	FALSE
Gemin2	chr12	FALSE	FALSE	FALSE	0	0	NA	No anchor	15078	0.00036790337245278	-0.327689854922067	0.151659994556026	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gemin4	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	7094	0.000921037769695248	-0.0877109561138964	0.772703391777849	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gemin5	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	48538	0.000100390837344595	-0.147794529590825	0.129798608875943	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gemin6	chr17	FALSE	FALSE	FALSE	0	0	NA	No anchor	4057	0.000467367462894018	0.000934045025109551	0.998550452403688	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gemin7	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	12650	0.00169010783611144	-0.0397856188218048	0.879199005467912	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gemin8	chrX	FALSE	FALSE	FALSE	0	0	NA	No anchor	20059	0.00404007088593518	0.173724445475279	0.317744112738926	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gen1	chr12	FALSE	FALSE	FALSE	0	0	NA	No anchor	26882	0.00150398158719825	-0.068258902919435	0.706442000532786	FALSE	Hypomethylated	-0.0142687	0.965458436	0.965458436	1	0	FALSE	-0.0142687	4.618187991	1	TRUE	FALSE	FALSE
Get1	chr16	FALSE	FALSE	FALSE	0	0	NA	No anchor	12446	0.00924379080700649	0.397269271535714	0.00438107696615228	TRUE	Hypermethylated	0.002398361	0.995270866	3.27e-15	3	2	TRUE	1.34741455562892	15.078168359	3	TRUE	FALSE	FALSE
Get4	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	17728	-0.00119512437243429	-0.332386292967599	0.101141907893106	FALSE	Hypomethylated	0.000514891	0.998784345	0.515901187	2	0	FALSE	-0.0641055626290254	8.895147756	2	TRUE	FALSE	FALSE
Gfap	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	13577	0.000741523875206908	-0.0980836851508496	0.535874815423367	FALSE	Hypomethylated	-0.009294136	0.979518453	0.979518453	1	0	FALSE	-0.009294136	4.065613426	1	TRUE	FALSE	FALSE
Gfer	chr17	FALSE	FALSE	FALSE	0	0	NA	No anchor	2970	-0.0011478623868635	-0.402991798327041	0.4282892878637	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gfi1	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	9380	-0.000166823240690436	-0.340880477963437	0.187312351986791	FALSE	Hypomethylated	-0.026202814	0.930076818	0.930076818	1	0	FALSE	-0.026202814	4.168651133	1	TRUE	FALSE	FALSE
Gfi1b	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	12533	0.00208064397040155	0.0500700827290215	0.824233468979891	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gfm1	chr3	FALSE	FALSE	FALSE	0	0	NA	No anchor	46434	-7.81371800125004e-05	-0.176249623635313	0.139475795364941	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gfm2	chr13	TRUE	FALSE	FALSE	2	2	0.435763313287921	Gained anchor	43259	0.00126783457197614	-0.0478186940292241	0.727455066307532	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gfod1	chr13	FALSE	FALSE	FALSE	0	0	NA	No anchor	108928	0.000464185177648509	-0.104513196254069	0.123866712780378	FALSE	Hypomethylated	-0.086227814	0.689986502	0.689986502	2	0	FALSE	-0.0828227083611043	9.714426285	2	TRUE	FALSE	FALSE
Gfod2	chr8	FALSE	FALSE	FALSE	0	0	NA	No anchor	44811	-5.55579105479195e-05	-0.214266697428952	0.0495634668891051	TRUE	Hypomethylated	-0.015166233	0.96300853	0.96300853	1	0	FALSE	-0.015166233	4.557344421	1	TRUE	FALSE	FALSE
Gfpt1	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	49352	-0.00101624009136169	-0.325291259927645	0.00781790400387265	TRUE	Hypomethylated	-0.045209534	0.862620664	0.862620664	1	0	FALSE	-0.045209534	4.164407719	1	TRUE	FALSE	FALSE
Gfpt2	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	44436	2.73031465634864e-05	-0.112633252555698	0.232237762191834	FALSE	Hypomethylated	-0.011924511	0.973080003	0.406495648	2	0	FALSE	-0.0991833750535061	8.940788053	2	TRUE	FALSE	FALSE
Gfra1	chr19	FALSE	FALSE	FALSE	0	0	NA	No anchor	220306	-0.000827986833323469	-0.133260317818096	0.00129941032152708	TRUE	Hypomethylated	-0.045263783	0.861619395	0.172392867	8	0	FALSE	-0.0391361783285061	38.462162652	8	TRUE	FALSE	FALSE
Gfra2	chr14	TRUE	FALSE	FALSE	2	2	0.536385121209397	Gained anchor	89719	0.00245896972106681	0.0449535284631822	0.370612711505469	FALSE	Hypermethylated	0.121000877	0.5915433	4.15e-07	19	3	TRUE	0.194438602006539	93.826745811	19	TRUE	FALSE	FALSE
Gfra3	chr18	FALSE	FALSE	FALSE	0	0	NA	No anchor	30490	-0.00106000487509046	-0.261091906780012	0.0582669268435772	FALSE	Hypomethylated	-0.031404476	0.9120411	0.9120411	1	0	FALSE	-0.031404476	4.076082214	1	TRUE	FALSE	FALSE
Gfra4	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	3457	-0.00174141815696647	-0.0172256308878441	0.97158066619968	FALSE	Hypomethylated	-0.301563067	0.159224619	0.159224619	1	0	FALSE	-0.301563067	4.540360364	1	TRUE	FALSE	FALSE
Gfral	chr9	FALSE	FALSE	FALSE	0	0	NA	No anchor	49556	-0.000711001039119991	-0.245284533329394	0.0367668247267309	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gfy	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	3221	0.00359642894477463	0.429649317312577	0.361291813662877	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gga1	chr15	FALSE	FALSE	FALSE	0	0	NA	No anchor	17396	0.00191259843874547	0.000761756507583315	0.997535960611234	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gga2	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	34501	-0.00113935939163339	-0.266658661942345	0.0745072675771028	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gga3	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	19797	0.00135603319485113	-0.0874383732931951	0.642196357928487	FALSE	Hypomethylated	-0.048581742	0.853560085	0.853560085	1	0	FALSE	-0.048581742	4.455169449	1	TRUE	FALSE	FALSE
Ggact	chr14	FALSE	FALSE	FALSE	0	0	NA	No anchor	97535	0.00300462901136193	0.0880388328427637	0.21169276835771	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Ggct	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	10371	0.00367161129143906	0.163241858779442	0.471023396122071	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Ggcx	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	16405	-0.00135816473409228	-0.488414925455698	0.012846566801603	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Ggh	chr4	FALSE	TRUE	FALSE	1	1	-0.446799174487475	Lost anchor	24699	-0.000471298622998545	-0.304986509388634	0.0455401667144951	TRUE	Hypomethylated	0.222919302	0.265288535	0.265288535	1	0	FALSE	0.222919302	4.551561821	1	TRUE	FALSE	FALSE
Ggn	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	3767	0.00122224439580894	-0.196532921794572	0.691146891912568	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Ggnbp1	chr17	FALSE	FALSE	FALSE	0	0	NA	No anchor	19638	-0.00186606525695304	-0.30176311585212	0.0374571814422431	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Ggnbp2	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	38457	-0.0005752344697047	-0.247291690797665	0.077080741370138	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Ggps1	chr13	FALSE	FALSE	FALSE	0	0	NA	No anchor	12830	0.00104721418918588	-0.162937376204497	0.54405439021747	FALSE	Hypomethylated	0.007489367	0.98424107	0.98424107	1	0	FALSE	0.007489367	5.121927392	1	TRUE	FALSE	FALSE
Ggt1	chr10	FALSE	FALSE	FALSE	0	0	NA	No anchor	24597	0.000426590360007355	-0.09275836978699	0.495672029978958	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Ggt5	chr10	FALSE	FALSE	FALSE	0	0	NA	No anchor	27861	0.000330228784860411	-0.172297563000886	0.179994454267218	FALSE	Hypomethylated	-0.123475008	0.559138759	0.559138759	1	0	FALSE	-0.123475008	4.173122644	1	TRUE	FALSE	FALSE
Ggt6	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	2875	-0.00243540904915968	-0.549118539632673	0.278972083350088	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Ggt7	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	27859	0.000132499273910451	-0.131568482146347	0.414587078799448	FALSE	Hypomethylated	-0.00546297	0.988970092	0.940184783	2	0	FALSE	0.00965340071744728	9.098196505	2	TRUE	FALSE	FALSE
Ggta1	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	63053	-0.000822599527924059	-0.280958375091016	0.00216207016325263	TRUE	Hypomethylated	0.062777486	0.797519584	0.797519584	1	0	FALSE	0.062777486	4.565632545	1	TRUE	FALSE	FALSE
Gh	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	1595	-0.00640948673065187	-1.03544193426395	0.0761061437045645	FALSE	Hypomethylated	-0.066679821	0.777397096	0.777397096	1	0	FALSE	-0.066679821	4.078807644	1	TRUE	FALSE	FALSE
Ghdc	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	4926	-0.000119140539489224	-0.400063481944814	0.260570255385191	FALSE	Hypomethylated	-0.03807069	0.890081169	0.890081169	1	0	FALSE	-0.03807069	4.508442612	1	TRUE	FALSE	FALSE
Ghitm	chr14	FALSE	FALSE	FALSE	0	0	NA	No anchor	15181	0.000971815351266078	-0.0320641347327644	0.908769117663545	FALSE	Hypomethylated	-0.07074968	0.764527347	1.66e-09	15	3	TRUE	0.427227808116826	74.264923734	15	TRUE	FALSE	FALSE
Ghr	chr15	FALSE	FALSE	FALSE	0	0	NA	No anchor	265733	0.000526041343849596	-0.140191518904205	0.0038126083452827	TRUE	Hypomethylated	-0.116290305	0.581466069	0.581466069	2	0	FALSE	-0.0367860921976004	8.47514695	2	TRUE	FALSE	FALSE
Ghrh	chr2	TRUE	FALSE	FALSE	1	1	0.357578330201712	Gained anchor	18010	0.00109386182757016	-0.0628918614181508	0.718870741190179	FALSE	Hypomethylated	-0.020637338	0.946741984	0.946741984	1	0	FALSE	-0.020637338	4.39664744	1	TRUE	FALSE	FALSE
Ghrhr	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	12236	-0.00386462318391914	-0.37029660530261	0.0311836340240228	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Ghrl	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	3762	-0.00203550286497837	-0.233082316187994	0.613469891028004	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Ghsr	chr3	FALSE	FALSE	FALSE	0	0	NA	No anchor	6660	0.00495917979920697	0.106413995342792	0.753267744538006	FALSE	Hypermethylated	-0.051396543	0.840700829	0.307846683	5	0	FALSE	-0.0684417046532901	21.382807748	5	TRUE	FALSE	FALSE
Gid4	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	33783	0.00234748821008225	-0.0497770383166408	0.752152304772315	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gid8	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	8617	0.00172981355211943	0.0605683125294908	0.890540301837657	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gigyf1	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	9388	-0.00449009034110235	-0.594299266908367	0.0142521357440858	TRUE	Hypomethylated	-0.151120557	0.488398568	0.488398568	1	0	FALSE	-0.151120557	4.049740502	1	TRUE	FALSE	FALSE
Gigyf2	chr1	FALSE	FALSE	FALSE	0	0	NA	No anchor	123799	-0.000347678369348134	-0.283394998530625	0.000522831236837176	TRUE	Hypomethylated	-0.061600871	0.795741113	0.795741113	1	0	FALSE	-0.061600871	4.360924023	1	TRUE	FALSE	FALSE
Gimap1	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	4742	0.00238433208171547	-0.051329742083533	0.910974977999514	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gimap3	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	6388	-0.00298325304631768	-0.193789345461876	0.482405590188919	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gimap4	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	7512	0.00326161430646246	0.0612487323575215	0.856823701977256	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gimap5	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	8014	0.00385385286130502	0.178484927444925	0.570444615658203	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gimap6	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	6644	0.000697738982263607	-0.127219652507996	0.71881822788251	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gimap7	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	6016	0.00237657498022467	0.0390497870992156	0.936283601129527	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gimap8	chr6	FALSE	TRUE	FALSE	1	1	-0.306928866818335	Lost anchor	13642	0.00072549993392115	-0.103665639683783	0.617947208842051	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gimap9	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	2986	0.00202530211864061	-0.0457340752487692	0.935369691873391	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gimd1	chr3	FALSE	FALSE	FALSE	0	0	NA	No anchor	15532	-0.000256013560462041	-0.528211083009147	0.0245928504948869	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gin1	chr1	FALSE	FALSE	FALSE	0	0	NA	No anchor	23538	0.000314061625953108	-0.116183407462794	0.497220678019393	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Ginm1	chr10	FALSE	FALSE	FALSE	0	0	NA	No anchor	24878	0.000677372074533576	-0.076452504369908	0.64184629952781	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gins1	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	25881	0.00336879004809708	0.14290335697081	0.31821743032446	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gins2	chr8	FALSE	FALSE	FALSE	0	0	NA	No anchor	10672	-0.00297511236676736	-0.253490277660306	0.0982973881898542	FALSE	Hypomethylated	-0.237027481	0.293620413	0.293620413	1	0	FALSE	-0.237027481	5.054259893	1	TRUE	FALSE	FALSE
Gins3	chr8	FALSE	FALSE	FALSE	0	0	NA	No anchor	11608	0.00402604240071732	0.12567548265209	0.669974968019128	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gins4	chr8	FALSE	FALSE	FALSE	0	0	NA	No anchor	11044	-5.82735830581254e-05	-0.329811261102514	0.146468885413659	FALSE	Hypomethylated	0.036833262	0.892477588	0.892477588	1	0	FALSE	0.036833262	4.373055516	1	TRUE	FALSE	FALSE
Gip	chr11	FALSE	TRUE	FALSE	1	1	-0.395803736661738	Lost anchor	6287	-0.00122226127945905	-0.118868755976381	0.764419823740812	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gipc1	chr8	FALSE	FALSE	FALSE	0	0	NA	No anchor	12018	-0.000889071453775557	-0.186501708435536	0.388451875296939	FALSE	Hypomethylated	-0.065747775	0.776185275	0.776185275	1	0	FALSE	-0.065747775	4.688877963	1	TRUE	FALSE	FALSE
Gipc2	chr3	FALSE	FALSE	FALSE	0	0	NA	No anchor	72698	0.000589768800116266	-0.0896183288702375	0.228467747079388	FALSE	Hypomethylated	-0.161476623	0.446440715	0.068839444	3	0	FALSE	-0.182685935739166	12.237435373	3	TRUE	FALSE	FALSE
Gipc3	chr10	FALSE	FALSE	FALSE	0	0	NA	No anchor	8002	-0.00154379950889213	-0.467363765498849	0.0560757138951827	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gipr	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	10067	4.78480311257301e-05	-0.0351103127849084	0.881473172702117	FALSE	Hypomethylated	-0.044585306	0.864688215	0.864688215	1	0	FALSE	-0.044585306	4.398521537	1	TRUE	FALSE	FALSE
Git1	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	14225	-0.00065791054083492	-0.264916102161057	0.17628832301083	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Git2	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	48111	-0.00139189673619779	-0.252650888150465	0.00870721719641098	TRUE	Hypomethylated	-0.001850781	0.996062447	0.996062447	1	0	FALSE	-0.001850781	4.272656387	1	TRUE	FALSE	FALSE
Gja1	chr10	TRUE	FALSE	FALSE	1	1	0.502505584063632	Gained anchor	25184	-0.000878188685916766	-0.266031520534083	0.0747583110499188	FALSE	Hypomethylated	-0.088637065	0.688776354	0.688776354	1	0	FALSE	-0.088637065	4.243626955	1	TRUE	FALSE	FALSE
Gja10	chr4	FALSE	FALSE	FALSE	0	0	NA	No anchor	5801	0.00410795343062538	0.216166753622325	0.564335093920329	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gja3	chr14	FALSE	FALSE	FALSE	0	0	NA	No anchor	23641	0.00143364612465592	-0.0738640117540548	0.693739867249306	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gja4	chr4	FALSE	FALSE	FALSE	0	0	NA	No anchor	2619	-0.00651492756893595	-0.515611755179325	0.15646309644263	FALSE	Hypomethylated	-0.175746111	0.357752128	0.357752128	1	0	FALSE	-0.175746111	5.858090308	1	TRUE	FALSE	FALSE
Gja5	chr3	FALSE	FALSE	FALSE	0	0	NA	No anchor	172724	0.00499655132782011	0.180756113219134	0.00048163563752864	TRUE	Hypermethylated	0.016484547	0.959582599	0.162460462	4	0	FALSE	0.0980287822650871	18.192192163	4	TRUE	FALSE	FALSE
Gja6	chrX	FALSE	FALSE	FALSE	0	0	NA	No anchor	4937	-0.00232703454913714	-0.479236482684032	0.232894363323818	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Gja8	chr3	FALSE	FALSE	FALSE	0	0	NA	No anchor	12455	-0.00014238678520964	-0.32708565264917	0.133395678880293	FALSE	Hypomethylated	-0.091500549	0.669354046	0.669354046	1	0	FALSE	-0.091500549	4.218445482	1	TRUE	FALSE	FALSE
