anchor_set	region_set	shift_bp	shifted_zscore
Gained loop anchors	Bivalent	-46000	0.742306409943377
Gained loop anchors	Bivalent	-45000	0.742306409943377
Gained loop anchors	Bivalent	-44000	0.742306409943377
Gained loop anchors	Bivalent	-43000	0.742306409943377
Gained loop anchors	Bivalent	-42000	1.17213061952263
Gained loop anchors	Bivalent	-41000	1.17213061952263
Gained loop anchors	Bivalent	-40000	1.60195482910189
Gained loop anchors	Bivalent	-39000	1.17213061952263
Gained loop anchors	Bivalent	-38000	1.60195482910189
Gained loop anchors	Bivalent	-37000	1.17213061952263
Gained loop anchors	Bivalent	-36000	1.17213061952263
Gained loop anchors	Bivalent	-35000	1.60195482910189
Gained loop anchors	Bivalent	-34000	1.60195482910189
Gained loop anchors	Bivalent	-33000	2.03177903868115
Gained loop anchors	Bivalent	-32000	2.03177903868115
Gained loop anchors	Bivalent	-31000	2.46160324826041
Gained loop anchors	Bivalent	-30000	2.89142745783966
Gained loop anchors	Bivalent	-29000	3.75107587699818
Gained loop anchors	Bivalent	-28000	4.18090008657744
Gained loop anchors	Bivalent	-27000	4.18090008657744
Gained loop anchors	Bivalent	-26000	4.61072429615669
Gained loop anchors	Bivalent	-25000	4.61072429615669
Gained loop anchors	Bivalent	-24000	5.04054850573595
Gained loop anchors	Bivalent	-23000	4.61072429615669
Gained loop anchors	Bivalent	-22000	4.61072429615669
Gained loop anchors	Bivalent	-21000	3.75107587699818
Gained loop anchors	Bivalent	-20000	5.04054850573595
Gained loop anchors	Bivalent	-19000	5.04054850573595
Gained loop anchors	Bivalent	-18000	5.47037271531521
Gained loop anchors	Bivalent	-17000	6.33002113447372
Gained loop anchors	Bivalent	-16000	6.75984534405298
Gained loop anchors	Bivalent	-15000	7.18966955363224
Gained loop anchors	Bivalent	-14000	8.04931797279075
Gained loop anchors	Bivalent	-13000	7.61949376321149
Gained loop anchors	Bivalent	-12000	7.61949376321149
Gained loop anchors	Bivalent	-11000	8.47914218237001
Gained loop anchors	Bivalent	-10000	10.6282632302663
Gained loop anchors	Bivalent	-9000	11.0580874398456
Gained loop anchors	Bivalent	-8000	11.9177358590041
Gained loop anchors	Bivalent	-7000	11.9177358590041
Gained loop anchors	Bivalent	-6000	12.7773842781626
Gained loop anchors	Bivalent	-5000	15.3563295356381
Gained loop anchors	Bivalent	-4000	15.3563295356381
Gained loop anchors	Bivalent	-3000	15.3563295356381
Gained loop anchors	Bivalent	-2000	15.3563295356381
Gained loop anchors	Bivalent	-1000	15.3563295356381
Gained loop anchors	Bivalent	0	15.3563295356381
Gained loop anchors	Bivalent	1000	14.9265053260589
Gained loop anchors	Bivalent	2000	16.2159779547966
Gained loop anchors	Bivalent	3000	14.4966811164796
Gained loop anchors	Bivalent	4000	14.0668569069004
Gained loop anchors	Bivalent	5000	11.4879116494248
Gained loop anchors	Bivalent	6000	10.198439020687
Gained loop anchors	Bivalent	7000	9.33879060152852
Gained loop anchors	Bivalent	8000	8.04931797279075
Gained loop anchors	Bivalent	9000	7.61949376321149
Gained loop anchors	Bivalent	10000	7.18966955363224
Gained loop anchors	Bivalent	11000	6.75984534405298
Gained loop anchors	Bivalent	12000	6.33002113447372
Gained loop anchors	Bivalent	13000	4.61072429615669
Gained loop anchors	Bivalent	14000	4.18090008657744
Gained loop anchors	Bivalent	15000	2.89142745783966
Gained loop anchors	Bivalent	16000	2.89142745783966
Gained loop anchors	Bivalent	17000	2.46160324826041
Gained loop anchors	Bivalent	18000	2.03177903868115
Gained loop anchors	Bivalent	19000	1.60195482910189
Gained loop anchors	Bivalent	20000	1.60195482910189
Gained loop anchors	Bivalent	21000	1.17213061952263
Gained loop anchors	Bivalent	22000	1.17213061952263
Gained loop anchors	Bivalent	23000	0.31248220036412
Gained loop anchors	Bivalent	24000	0.31248220036412
Gained loop anchors	Bivalent	25000	0.31248220036412
Gained loop anchors	Bivalent	26000	1.17213061952263
Gained loop anchors	Bivalent	27000	1.17213061952263
Gained loop anchors	Bivalent	28000	0.31248220036412
Gained loop anchors	Bivalent	29000	0.31248220036412
Gained loop anchors	Bivalent	30000	0.31248220036412
Gained loop anchors	Bivalent	31000	0.31248220036412
Gained loop anchors	Bivalent	32000	-0.117342009215137
Gained loop anchors	Bivalent	33000	-0.117342009215137
Gained loop anchors	Bivalent	34000	-0.976990428373652
Gained loop anchors	Bivalent	35000	-0.547166218794394
Gained loop anchors	Bivalent	36000	-0.547166218794394
Gained loop anchors	Bivalent	37000	-0.976990428373652
Gained loop anchors	Bivalent	38000	-0.976990428373652
Gained loop anchors	Bivalent	39000	-0.976990428373652
Gained loop anchors	Bivalent	40000	-0.976990428373652
Gained loop anchors	Bivalent	41000	-0.976990428373652
Gained loop anchors	Bivalent	42000	-0.976990428373652
Gained loop anchors	Bivalent	43000	-0.976990428373652
Gained loop anchors	Bivalent	44000	-0.976990428373652
Gained loop anchors	Bivalent	45000	-0.976990428373652
Gained loop anchors	Bivalent	46000	-0.976990428373652
Gained loop anchors	Bivalent	47000	-0.976990428373652
Gained loop anchors	Bivalent	48000	-0.547166218794394
Gained loop anchors	Bivalent	49000	-0.976990428373652
Gained loop anchors	Bivalent	50000	-0.976990428373652
Gained loop anchors	ATAC Up	-50000	12.6855055163449
Gained loop anchors	ATAC Up	-49000	12.1671000770707
Gained loop anchors	ATAC Up	-48000	11.959737901361
Gained loop anchors	ATAC Up	-47000	12.7891866041997
Gained loop anchors	ATAC Up	-46000	12.7891866041997
Gained loop anchors	ATAC Up	-45000	12.3744622527804
Gained loop anchors	ATAC Up	-44000	12.58182442849
Gained loop anchors	ATAC Up	-43000	12.3744622527804
Gained loop anchors	ATAC Up	-42000	11.7523757256513
Gained loop anchors	ATAC Up	-41000	11.8560568135062
Gained loop anchors	ATAC Up	-40000	11.8560568135062
Gained loop anchors	ATAC Up	-39000	12.3744622527804
Gained loop anchors	ATAC Up	-38000	12.58182442849
Gained loop anchors	ATAC Up	-37000	11.959737901361
Gained loop anchors	ATAC Up	-36000	11.7523757256513
Gained loop anchors	ATAC Up	-35000	11.7523757256513
Gained loop anchors	ATAC Up	-34000	11.6486946377965
Gained loop anchors	ATAC Up	-33000	11.1302891985223
Gained loop anchors	ATAC Up	-32000	10.8192459349578
Gained loop anchors	ATAC Up	-31000	10.3008404956836
Gained loop anchors	ATAC Up	-30000	9.7824350564094
Gained loop anchors	ATAC Up	-29000	9.88611614426424
Gained loop anchors	ATAC Up	-28000	9.98979723211908
Gained loop anchors	ATAC Up	-27000	9.88611614426424
Gained loop anchors	ATAC Up	-26000	10.0934783199739
Gained loop anchors	ATAC Up	-25000	10.1971594078288
Gained loop anchors	ATAC Up	-24000	10.3008404956836
Gained loop anchors	ATAC Up	-23000	10.9229270228126
Gained loop anchors	ATAC Up	-22000	11.4413324620868
Gained loop anchors	ATAC Up	-21000	12.4781433406352
Gained loop anchors	ATAC Up	-20000	12.8928676920545
Gained loop anchors	ATAC Up	-19000	13.5149542191836
Gained loop anchors	ATAC Up	-18000	13.4112731313287
Gained loop anchors	ATAC Up	-17000	15.0701705370061
Gained loop anchors	ATAC Up	-16000	16.1069814155545
Gained loop anchors	ATAC Up	-15000	17.0401112062481
Gained loop anchors	ATAC Up	-14000	17.8695599090868
Gained loop anchors	ATAC Up	-13000	18.5953275240706
Gained loop anchors	ATAC Up	-12000	18.9063707876352
Gained loop anchors	ATAC Up	-11000	19.7358194904739
Gained loop anchors	ATAC Up	-10000	21.7057601597158
Gained loop anchors	ATAC Up	-9000	25.2309171467803
Gained loop anchors	ATAC Up	-8000	27.2008578160222
Gained loop anchors	ATAC Up	-7000	32.1775500330544
Gained loop anchors	ATAC Up	-6000	34.9769394051351
Gained loop anchors	ATAC Up	-5000	37.9836909529254
Gained loop anchors	ATAC Up	-4000	42.0272533792641
Gained loop anchors	ATAC Up	-3000	45.5524103663286
Gained loop anchors	ATAC Up	-2000	49.1812484412479
Gained loop anchors	ATAC Up	-1000	52.3953621647479
Gained loop anchors	ATAC Up	0	53.3284919554414
Gained loop anchors	ATAC Up	1000	51.7732756376188
Gained loop anchors	ATAC Up	2000	48.6628430019737
Gained loop anchors	ATAC Up	3000	44.7229616634898
Gained loop anchors	ATAC Up	4000	39.3315450950383
Gained loop anchors	ATAC Up	5000	35.7027070201189
Gained loop anchors	ATAC Up	6000	33.2143609116028
Gained loop anchors	ATAC Up	7000	30.4149715395222
Gained loop anchors	ATAC Up	8000	27.7192632552964
Gained loop anchors	ATAC Up	9000	25.2309171467803
Gained loop anchors	ATAC Up	10000	22.5352088625545
Gained loop anchors	ATAC Up	11000	21.6020790718609
Gained loop anchors	ATAC Up	12000	20.5652681933126
Gained loop anchors	ATAC Up	13000	20.9799925447319
Gained loop anchors	ATAC Up	14000	20.0468627540384
Gained loop anchors	ATAC Up	15000	18.4916464362158
Gained loop anchors	ATAC Up	16000	17.1437922941029
Gained loop anchors	ATAC Up	17000	16.8327490305384
Gained loop anchors	ATAC Up	18000	15.6922570641352
Gained loop anchors	ATAC Up	19000	15.79593815199
Gained loop anchors	ATAC Up	20000	14.551765097732
Gained loop anchors	ATAC Up	21000	13.6186353070384
Gained loop anchors	ATAC Up	22000	12.9965487799094
Gained loop anchors	ATAC Up	23000	11.5450135499417
Gained loop anchors	ATAC Up	24000	10.6118837592481
Gained loop anchors	ATAC Up	25000	9.36771070499005
Gained loop anchors	ATAC Up	26000	8.12353765073199
Gained loop anchors	ATAC Up	27000	8.84930526571586
Gained loop anchors	ATAC Up	28000	8.01985656287716
Gained loop anchors	ATAC Up	29000	8.12353765073199
Gained loop anchors	ATAC Up	30000	9.05666744142554
Gained loop anchors	ATAC Up	31000	9.16034852928037
Gained loop anchors	ATAC Up	32000	9.67875396855456
Gained loop anchors	ATAC Up	33000	9.57507288069973
Gained loop anchors	ATAC Up	34000	8.84930526571586
Gained loop anchors	ATAC Up	35000	9.36771070499005
Gained loop anchors	ATAC Up	36000	9.05666744142554
Gained loop anchors	ATAC Up	37000	9.36771070499005
Gained loop anchors	ATAC Up	38000	9.67875396855456
Gained loop anchors	ATAC Up	39000	9.57507288069973
Gained loop anchors	ATAC Up	40000	9.57507288069973
Gained loop anchors	ATAC Up	41000	9.47139179284489
Gained loop anchors	ATAC Up	42000	9.47139179284489
Gained loop anchors	ATAC Up	43000	9.7824350564094
Gained loop anchors	ATAC Up	44000	9.7824350564094
Gained loop anchors	ATAC Up	45000	9.05666744142554
Gained loop anchors	ATAC Up	46000	9.36771070499005
Gained loop anchors	ATAC Up	47000	10.6118837592481
Gained loop anchors	ATAC Up	48000	10.4045215835384
Gained loop anchors	ATAC Up	49000	10.5082026713933
Gained loop anchors	ATAC Up	50000	11.959737901361
Gained loop anchors	ATAC Down	-50000	-3.84946945260966
Gained loop anchors	ATAC Down	-49000	-3.69843168197507
Gained loop anchors	ATAC Down	-48000	-3.69843168197507
Gained loop anchors	ATAC Down	-47000	-3.84946945260966
Gained loop anchors	ATAC Down	-46000	-3.84946945260966
Gained loop anchors	ATAC Down	-45000	-3.84946945260966
Gained loop anchors	ATAC Down	-44000	-3.84946945260966
Gained loop anchors	ATAC Down	-43000	-4.15154499387884
Gained loop anchors	ATAC Down	-42000	-4.00050722324425
Gained loop anchors	ATAC Down	-41000	-3.84946945260966
Gained loop anchors	ATAC Down	-40000	-3.84946945260966
Gained loop anchors	ATAC Down	-39000	-3.84946945260966
Gained loop anchors	ATAC Down	-38000	-3.84946945260966
Gained loop anchors	ATAC Down	-37000	-3.54739391134048
Gained loop anchors	ATAC Down	-36000	-3.39635614070589
Gained loop anchors	ATAC Down	-35000	-3.39635614070589
Gained loop anchors	ATAC Down	-34000	-3.69843168197507
Gained loop anchors	ATAC Down	-33000	-3.84946945260966
Gained loop anchors	ATAC Down	-32000	-3.54739391134048
Gained loop anchors	ATAC Down	-31000	-3.54739391134048
Gained loop anchors	ATAC Down	-30000	-3.39635614070589
Gained loop anchors	ATAC Down	-29000	-3.69843168197507
Gained loop anchors	ATAC Down	-28000	-3.69843168197507
Gained loop anchors	ATAC Down	-27000	-4.15154499387884
Gained loop anchors	ATAC Down	-26000	-4.30258276451343
Gained loop anchors	ATAC Down	-25000	-4.45362053514802
Gained loop anchors	ATAC Down	-24000	-4.45362053514802
Gained loop anchors	ATAC Down	-23000	-4.7556960764172
Gained loop anchors	ATAC Down	-22000	-4.60465830578261
Gained loop anchors	ATAC Down	-21000	-4.60465830578261
Gained loop anchors	ATAC Down	-20000	-4.7556960764172
Gained loop anchors	ATAC Down	-19000	-5.05777161768638
Gained loop anchors	ATAC Down	-18000	-5.05777161768638
Gained loop anchors	ATAC Down	-17000	-4.60465830578261
Gained loop anchors	ATAC Down	-16000	-4.45362053514802
Gained loop anchors	ATAC Down	-15000	-4.30258276451343
Gained loop anchors	ATAC Down	-14000	-4.30258276451343
Gained loop anchors	ATAC Down	-13000	-4.15154499387884
Gained loop anchors	ATAC Down	-12000	-4.15154499387884
Gained loop anchors	ATAC Down	-11000	-4.00050722324425
Gained loop anchors	ATAC Down	-10000	-4.15154499387884
Gained loop anchors	ATAC Down	-9000	-3.84946945260966
Gained loop anchors	ATAC Down	-8000	-3.84946945260966
Gained loop anchors	ATAC Down	-7000	-3.39635614070589
Gained loop anchors	ATAC Down	-6000	-3.39635614070589
Gained loop anchors	ATAC Down	-5000	-3.2453183700713
Gained loop anchors	ATAC Down	-4000	-3.39635614070589
Gained loop anchors	ATAC Down	-3000	-3.2453183700713
Gained loop anchors	ATAC Down	-2000	-3.09428059943671
Gained loop anchors	ATAC Down	-1000	-2.79220505816753
Gained loop anchors	ATAC Down	0	-2.94324282880212
Gained loop anchors	ATAC Down	1000	-3.09428059943671
Gained loop anchors	ATAC Down	2000	-2.94324282880212
Gained loop anchors	ATAC Down	3000	-3.54739391134048
Gained loop anchors	ATAC Down	4000	-3.69843168197507
Gained loop anchors	ATAC Down	5000	-3.69843168197507
Gained loop anchors	ATAC Down	6000	-3.84946945260966
Gained loop anchors	ATAC Down	7000	-3.39635614070589
Gained loop anchors	ATAC Down	8000	-3.2453183700713
Gained loop anchors	ATAC Down	9000	-3.39635614070589
Gained loop anchors	ATAC Down	10000	-3.09428059943671
Gained loop anchors	ATAC Down	11000	-3.09428059943671
Gained loop anchors	ATAC Down	12000	-3.39635614070589
Gained loop anchors	ATAC Down	13000	-3.39635614070589
Gained loop anchors	ATAC Down	14000	-3.2453183700713
Gained loop anchors	ATAC Down	15000	-3.2453183700713
Gained loop anchors	ATAC Down	16000	-3.2453183700713
Gained loop anchors	ATAC Down	17000	-3.39635614070589
Gained loop anchors	ATAC Down	18000	-3.2453183700713
Gained loop anchors	ATAC Down	19000	-2.64116728753295
Gained loop anchors	ATAC Down	20000	-2.64116728753295
Gained loop anchors	ATAC Down	21000	-2.79220505816753
Gained loop anchors	ATAC Down	22000	-2.94324282880212
Gained loop anchors	ATAC Down	23000	-2.64116728753295
Gained loop anchors	ATAC Down	24000	-2.03701620499459
Gained loop anchors	ATAC Down	25000	-1.73494066372541
Gained loop anchors	ATAC Down	26000	-1.73494066372541
Gained loop anchors	ATAC Down	27000	-2.03701620499459
Gained loop anchors	ATAC Down	28000	-1.58390289309082
Gained loop anchors	ATAC Down	29000	-0.979751810552457
Gained loop anchors	ATAC Down	30000	-0.828714039917868
Gained loop anchors	ATAC Down	31000	-0.828714039917868
Gained loop anchors	ATAC Down	32000	-0.979751810552457
Gained loop anchors	ATAC Down	33000	-0.677676269283278
Gained loop anchors	ATAC Down	34000	-1.43286512245623
Gained loop anchors	ATAC Down	35000	-1.43286512245623
Gained loop anchors	ATAC Down	36000	-1.58390289309082
Gained loop anchors	ATAC Down	37000	-1.73494066372541
Gained loop anchors	ATAC Down	38000	-2.03701620499459
Gained loop anchors	ATAC Down	39000	-2.03701620499459
Gained loop anchors	ATAC Down	40000	-1.73494066372541
Gained loop anchors	ATAC Down	41000	-2.33909174626377
Gained loop anchors	ATAC Down	42000	-2.18805397562918
Gained loop anchors	ATAC Down	43000	-1.88597843436
Gained loop anchors	ATAC Down	44000	-2.03701620499459
Gained loop anchors	ATAC Down	45000	-2.03701620499459
Gained loop anchors	ATAC Down	46000	-2.03701620499459
Gained loop anchors	ATAC Down	47000	-2.18805397562918
Gained loop anchors	ATAC Down	48000	-2.18805397562918
Gained loop anchors	ATAC Down	49000	-1.88597843436
Gained loop anchors	ATAC Down	50000	-2.03701620499459
Gained loop anchors	MeCP2 Up	-50000	0.507592256317206
Gained loop anchors	MeCP2 Up	-49000	0.386972453000538
Gained loop anchors	MeCP2 Up	-48000	0.386972453000538
Gained loop anchors	MeCP2 Up	-47000	0.266352649683869
Gained loop anchors	MeCP2 Up	-46000	-0.216126563582807
Gained loop anchors	MeCP2 Up	-45000	-0.216126563582807
Gained loop anchors	MeCP2 Up	-44000	-0.0955067602661378
Gained loop anchors	MeCP2 Up	-43000	-0.457366170216144
Gained loop anchors	MeCP2 Up	-42000	-0.0955067602661378
Gained loop anchors	MeCP2 Up	-41000	-0.698605776849482
Gained loop anchors	MeCP2 Up	-40000	-0.336746366899475
Gained loop anchors	MeCP2 Up	-39000	-0.457366170216144
Gained loop anchors	MeCP2 Up	-38000	-0.336746366899475
Gained loop anchors	MeCP2 Up	-37000	-0.336746366899475
Gained loop anchors	MeCP2 Up	-36000	-0.336746366899475
Gained loop anchors	MeCP2 Up	-35000	-0.698605776849482
Gained loop anchors	MeCP2 Up	-34000	-0.93984538348282
Gained loop anchors	MeCP2 Up	-33000	-0.698605776849482
Gained loop anchors	MeCP2 Up	-32000	-0.819225580166151
Gained loop anchors	MeCP2 Up	-31000	-1.06046518679949
Gained loop anchors	MeCP2 Up	-30000	-1.06046518679949
Gained loop anchors	MeCP2 Up	-29000	-0.336746366899475
Gained loop anchors	MeCP2 Up	-28000	-0.819225580166151
Gained loop anchors	MeCP2 Up	-27000	-0.698605776849482
Gained loop anchors	MeCP2 Up	-26000	0.0251130430505311
Gained loop anchors	MeCP2 Up	-25000	0.266352649683869
Gained loop anchors	MeCP2 Up	-24000	0.386972453000538
Gained loop anchors	MeCP2 Up	-23000	0.507592256317206
Gained loop anchors	MeCP2 Up	-22000	0.869451666267213
Gained loop anchors	MeCP2 Up	-21000	1.35193087953389
Gained loop anchors	MeCP2 Up	-20000	1.83441009280056
Gained loop anchors	MeCP2 Up	-19000	1.83441009280056
Gained loop anchors	MeCP2 Up	-18000	2.43750910938391
Gained loop anchors	MeCP2 Up	-17000	2.67874871601725
Gained loop anchors	MeCP2 Up	-16000	2.43750910938391
Gained loop anchors	MeCP2 Up	-15000	2.19626950275057
Gained loop anchors	MeCP2 Up	-14000	2.0756496994339
Gained loop anchors	MeCP2 Up	-13000	2.43750910938391
Gained loop anchors	MeCP2 Up	-12000	2.79936851933391
Gained loop anchors	MeCP2 Up	-11000	3.40246753591726
Gained loop anchors	MeCP2 Up	-10000	4.24680615913394
Gained loop anchors	MeCP2 Up	-9000	4.84990517571728
Gained loop anchors	MeCP2 Up	-8000	5.21176458566729
Gained loop anchors	MeCP2 Up	-7000	5.45300419230063
Gained loop anchors	MeCP2 Up	-6000	6.29734281551731
Gained loop anchors	MeCP2 Up	-5000	7.02106163541732
Gained loop anchors	MeCP2 Up	-4000	7.86540025863401
Gained loop anchors	MeCP2 Up	-3000	8.10663986526734
Gained loop anchors	MeCP2 Up	-2000	8.83035868516736
Gained loop anchors	MeCP2 Up	-1000	8.83035868516736
Gained loop anchors	MeCP2 Up	0	9.07159829180069
Gained loop anchors	MeCP2 Up	1000	9.55407750506737
Gained loop anchors	MeCP2 Up	2000	8.83035868516736
Gained loop anchors	MeCP2 Up	3000	7.86540025863401
Gained loop anchors	MeCP2 Up	4000	7.98602006195067
Gained loop anchors	MeCP2 Up	5000	7.74478045531734
Gained loop anchors	MeCP2 Up	6000	6.29734281551731
Gained loop anchors	MeCP2 Up	7000	5.45300419230063
Gained loop anchors	MeCP2 Up	8000	5.09114478235062
Gained loop anchors	MeCP2 Up	9000	4.72928537240062
Gained loop anchors	MeCP2 Up	10000	4.0055665525006
Gained loop anchors	MeCP2 Up	11000	3.52308733923393
Gained loop anchors	MeCP2 Up	12000	2.79936851933391
Gained loop anchors	MeCP2 Up	13000	3.16122792928392
Gained loop anchors	MeCP2 Up	14000	2.67874871601725
Gained loop anchors	MeCP2 Up	15000	2.79936851933391
Gained loop anchors	MeCP2 Up	16000	2.79936851933391
Gained loop anchors	MeCP2 Up	17000	1.71379028948389
Gained loop anchors	MeCP2 Up	18000	1.95502989611723
Gained loop anchors	MeCP2 Up	19000	1.83441009280056
Gained loop anchors	MeCP2 Up	20000	1.83441009280056
Gained loop anchors	MeCP2 Up	21000	1.83441009280056
Gained loop anchors	MeCP2 Up	22000	1.83441009280056
Gained loop anchors	MeCP2 Up	23000	1.71379028948389
Gained loop anchors	MeCP2 Up	24000	1.47255068285056
Gained loop anchors	MeCP2 Up	25000	0.990071469583882
Gained loop anchors	MeCP2 Up	26000	0.869451666267213
Gained loop anchors	MeCP2 Up	27000	0.990071469583882
Gained loop anchors	MeCP2 Up	28000	0.628212059633875
Gained loop anchors	MeCP2 Up	29000	0.628212059633875
Gained loop anchors	MeCP2 Up	30000	0.507592256317206
Gained loop anchors	MeCP2 Up	31000	0.386972453000538
Gained loop anchors	MeCP2 Up	32000	0.386972453000538
Gained loop anchors	MeCP2 Up	33000	0.1457328463672
Gained loop anchors	MeCP2 Up	34000	-0.336746366899475
Gained loop anchors	MeCP2 Up	35000	-0.336746366899475
Gained loop anchors	MeCP2 Up	36000	-0.216126563582807
Gained loop anchors	MeCP2 Up	37000	-0.93984538348282
Gained loop anchors	MeCP2 Up	38000	-1.06046518679949
Gained loop anchors	MeCP2 Up	39000	-0.93984538348282
Gained loop anchors	MeCP2 Up	40000	-0.93984538348282
Gained loop anchors	MeCP2 Up	41000	-0.577985973532813
Gained loop anchors	MeCP2 Up	42000	-0.698605776849482
Gained loop anchors	MeCP2 Up	43000	-0.336746366899475
Gained loop anchors	MeCP2 Up	44000	-0.457366170216144
Gained loop anchors	MeCP2 Up	45000	-0.819225580166151
Gained loop anchors	MeCP2 Up	46000	-0.819225580166151
Gained loop anchors	MeCP2 Up	47000	-0.336746366899475
Gained loop anchors	MeCP2 Up	48000	-0.577985973532813
Gained loop anchors	MeCP2 Up	49000	-0.577985973532813
Gained loop anchors	MeCP2 Up	50000	0.0251130430505311
Gained loop anchors	MeCP2 Down	-50000	1.37478726323323
Gained loop anchors	MeCP2 Down	-49000	1.91309622726206
Gained loop anchors	MeCP2 Down	-48000	2.4514051912909
Gained loop anchors	MeCP2 Down	-47000	2.4514051912909
Gained loop anchors	MeCP2 Down	-46000	2.4514051912909
Gained loop anchors	MeCP2 Down	-45000	2.72055967330531
Gained loop anchors	MeCP2 Down	-44000	2.4514051912909
Gained loop anchors	MeCP2 Down	-43000	2.98971415531973
Gained loop anchors	MeCP2 Down	-42000	2.72055967330531
Gained loop anchors	MeCP2 Down	-41000	2.98971415531973
Gained loop anchors	MeCP2 Down	-40000	3.52802311934856
Gained loop anchors	MeCP2 Down	-39000	3.79717760136297
Gained loop anchors	MeCP2 Down	-38000	4.06633208337739
Gained loop anchors	MeCP2 Down	-37000	4.60464104740622
Gained loop anchors	MeCP2 Down	-36000	4.33548656539181
Gained loop anchors	MeCP2 Down	-35000	5.14295001143505
Gained loop anchors	MeCP2 Down	-34000	5.14295001143505
Gained loop anchors	MeCP2 Down	-33000	4.60464104740622
Gained loop anchors	MeCP2 Down	-32000	4.06633208337739
Gained loop anchors	MeCP2 Down	-31000	3.79717760136297
Gained loop anchors	MeCP2 Down	-30000	3.25886863733414
Gained loop anchors	MeCP2 Down	-29000	3.79717760136297
Gained loop anchors	MeCP2 Down	-28000	4.33548656539181
Gained loop anchors	MeCP2 Down	-27000	4.60464104740622
Gained loop anchors	MeCP2 Down	-26000	4.33548656539181
Gained loop anchors	MeCP2 Down	-25000	4.60464104740622
Gained loop anchors	MeCP2 Down	-24000	4.33548656539181
Gained loop anchors	MeCP2 Down	-23000	5.41210449344947
Gained loop anchors	MeCP2 Down	-22000	5.68125897546388
Gained loop anchors	MeCP2 Down	-21000	4.87379552942064
Gained loop anchors	MeCP2 Down	-20000	4.60464104740622
Gained loop anchors	MeCP2 Down	-19000	4.06633208337739
Gained loop anchors	MeCP2 Down	-18000	4.33548656539181
Gained loop anchors	MeCP2 Down	-17000	4.60464104740622
Gained loop anchors	MeCP2 Down	-16000	4.33548656539181
Gained loop anchors	MeCP2 Down	-15000	4.33548656539181
Gained loop anchors	MeCP2 Down	-14000	4.06633208337739
Gained loop anchors	MeCP2 Down	-13000	3.25886863733414
Gained loop anchors	MeCP2 Down	-12000	3.52802311934856
Gained loop anchors	MeCP2 Down	-11000	3.25886863733414
Gained loop anchors	MeCP2 Down	-10000	3.25886863733414
Gained loop anchors	MeCP2 Down	-9000	4.33548656539181
Gained loop anchors	MeCP2 Down	-8000	4.60464104740622
Gained loop anchors	MeCP2 Down	-7000	4.06633208337739
Gained loop anchors	MeCP2 Down	-6000	3.79717760136297
Gained loop anchors	MeCP2 Down	-5000	4.33548656539181
Gained loop anchors	MeCP2 Down	-4000	4.87379552942064
Gained loop anchors	MeCP2 Down	-3000	4.87379552942064
Gained loop anchors	MeCP2 Down	-2000	4.87379552942064
Gained loop anchors	MeCP2 Down	-1000	4.33548656539181
Gained loop anchors	MeCP2 Down	0	4.60464104740622
Gained loop anchors	MeCP2 Down	1000	4.06633208337739
Gained loop anchors	MeCP2 Down	2000	3.52802311934856
Gained loop anchors	MeCP2 Down	3000	4.06633208337739
Gained loop anchors	MeCP2 Down	4000	4.87379552942064
Gained loop anchors	MeCP2 Down	5000	4.60464104740622
Gained loop anchors	MeCP2 Down	6000	4.33548656539181
Gained loop anchors	MeCP2 Down	7000	4.60464104740622
Gained loop anchors	MeCP2 Down	8000	4.87379552942064
Gained loop anchors	MeCP2 Down	9000	4.33548656539181
Gained loop anchors	MeCP2 Down	10000	4.33548656539181
Gained loop anchors	MeCP2 Down	11000	5.41210449344947
Gained loop anchors	MeCP2 Down	12000	4.06633208337739
Gained loop anchors	MeCP2 Down	13000	4.06633208337739
Gained loop anchors	MeCP2 Down	14000	4.33548656539181
Gained loop anchors	MeCP2 Down	15000	4.33548656539181
Gained loop anchors	MeCP2 Down	16000	3.25886863733414
Gained loop anchors	MeCP2 Down	17000	2.98971415531973
Gained loop anchors	MeCP2 Down	18000	3.25886863733414
Gained loop anchors	MeCP2 Down	19000	3.79717760136297
Gained loop anchors	MeCP2 Down	20000	3.79717760136297
Gained loop anchors	MeCP2 Down	21000	3.52802311934856
Gained loop anchors	MeCP2 Down	22000	3.52802311934856
Gained loop anchors	MeCP2 Down	23000	2.4514051912909
Gained loop anchors	MeCP2 Down	24000	2.18225070927648
Gained loop anchors	MeCP2 Down	25000	2.98971415531973
Gained loop anchors	MeCP2 Down	26000	3.25886863733414
Gained loop anchors	MeCP2 Down	27000	2.98971415531973
Gained loop anchors	MeCP2 Down	28000	3.52802311934856
Gained loop anchors	MeCP2 Down	29000	3.25886863733414
Gained loop anchors	MeCP2 Down	30000	2.72055967330531
Gained loop anchors	MeCP2 Down	31000	1.64394174524765
Gained loop anchors	MeCP2 Down	32000	1.64394174524765
Gained loop anchors	MeCP2 Down	33000	1.64394174524765
Gained loop anchors	MeCP2 Down	34000	1.64394174524765
Gained loop anchors	MeCP2 Down	35000	2.4514051912909
Gained loop anchors	MeCP2 Down	36000	2.72055967330531
Gained loop anchors	MeCP2 Down	37000	2.72055967330531
Gained loop anchors	MeCP2 Down	38000	2.72055967330531
Gained loop anchors	MeCP2 Down	39000	2.72055967330531
Gained loop anchors	MeCP2 Down	40000	1.91309622726206
Gained loop anchors	MeCP2 Down	41000	1.37478726323323
