"SYMBOL","n_mecp2_peaks","n_mecp2_sig_peaks","mecp2_has_sig","mecp2_Fold","mecp2_min_FDR","n_h2a_peaks","n_h2a_sig_peaks","h2a_has_sig","h2a_Fold","h2a_min_FDR","sig","quadrant","go_eligible","has_physical_overlap","n_total_peaks","gene_length"
"Ap2a1",3,0,FALSE,-0.030763442,0.815900706,1,0,FALSE,-0.094509296,0.757200425,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,4,29124
"Ap3b1",11,2,TRUE,1.106454676,0.000138477,15,6,TRUE,0.469808383,3.3e-13,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,26,207358
"Ap3b2",2,0,FALSE,0.0568399875,0.559432823,1,1,TRUE,0.457793525,0.001649942,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,3,33527
"Ap3d1",2,0,FALSE,-0.0846014755,0.6517768,1,0,FALSE,-0.359990268,0.051826438,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,3,35309
"Ap3m2",2,0,FALSE,-0.1206698615,0.341348236,1,1,TRUE,0.525786396,5.97e-06,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,3,18269
"Ap5b1",2,0,FALSE,-0.1147925465,0.55948613,1,1,TRUE,-0.332734491,0.028274391,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,3,3237
"Ap5z1",3,0,FALSE,-0.02006842,0.440268936,2,1,TRUE,-0.282362165,0.037767081,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,5,14767
"Apaf1",3,1,TRUE,-0.483920226,0.046063099,1,1,TRUE,-0.265768029,0.011042964,"Significant","Q3 (MeCP2 down / H2A down)",TRUE,FALSE,4,93460
"Apba1",3,0,FALSE,-0.183117091,0.067707802,5,4,TRUE,0.4758706235,4.23e-10,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,8,190710
"Apba2",5,0,FALSE,-0.042446011,0.799758079,8,4,TRUE,-0.48775275,0.000342958,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,13,252173
"Apbb2",3,0,FALSE,-0.060388812,0.561402996,9,4,TRUE,0.454323478,7.94e-06,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,12,320082
"Apc",1,0,FALSE,-0.043655809,0.866790997,1,1,TRUE,0.285215738,0.041549017,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,101629
"Apcdd1",1,0,FALSE,-0.154854105,0.459636753,2,1,TRUE,0.204899694,0.038182365,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,3,38949
"Aph1b",1,0,FALSE,-0.050744985,0.839793256,1,0,FALSE,0.227023556,0.330113349,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,20289
"Aph1c",1,0,FALSE,-0.102415242,0.653519135,1,0,FALSE,0.148643957,0.348394866,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,19733
"Aplp2",1,0,FALSE,-0.022594427,0.941255075,1,0,FALSE,0.264439985,0.114457001,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,62259
"Apoh",8,0,FALSE,-0.0341423965,0.248252212,4,1,TRUE,-0.276532011,0.034271338,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,12,71043
"Apol6",1,0,FALSE,-0.042381245,0.873631351,1,1,TRUE,0.593666768,0.000365082,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,12378
"App",1,0,FALSE,-0.025994193,0.929400766,7,6,TRUE,0.422876837,8.34e-14,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,8,224082
"Appl1",1,0,FALSE,-0.008105468,0.982882605,1,1,TRUE,0.393762886,0.00484579,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,52245
"Appl2",2,0,FALSE,-0.1029349355,0.599294843,3,2,TRUE,-0.381904305,0.001550829,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,5,48706
"Aprt",1,0,FALSE,-0.120456593,0.548373376,1,0,FALSE,0.02503466,0.857576944,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,2275
"Aqp1",1,0,FALSE,0.011701034,0.972582866,4,4,TRUE,-0.2687367175,0.00463802,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,FALSE,5,12124
"Aqp12",1,0,FALSE,-0.039381383,0.885746937,1,0,FALSE,-0.104586887,0.454891816,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,5936
"Aqp2",1,0,FALSE,-0.323691418,0.112334224,2,0,FALSE,-0.1262077165,0.053663788,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,3,5493
"Aqp6",1,1,TRUE,1.098934851,8.89e-07,1,1,TRUE,0.773965096,1.19e-16,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,2,4078
"Aqp8",1,0,FALSE,-0.023535158,0.937067917,1,0,FALSE,0.001209137,0.993901692,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,5714
"Arap1",5,0,FALSE,-0.075689379,0.557094203,5,1,TRUE,-0.235537059,0.033817262,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,10,64520
"Arap2",2,1,TRUE,0.920516352,0.00800279,2,1,TRUE,0.443312048,0.000467778,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,FALSE,4,163715
"Arap3",3,0,FALSE,0.044175257,0.860516818,2,0,FALSE,-0.1300574285,0.402473568,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,TRUE,5,26342
"Arb2a",1,0,FALSE,-0.03877657,0.885898546,1,1,TRUE,1.441360246,3.28e-17,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,464203
"Arc",1,0,FALSE,-0.040391447,0.881770729,1,1,TRUE,0.246309791,0.001086712,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,3488
"Arf6",1,0,FALSE,0.056101886,0.819436621,1,0,FALSE,0.132237048,0.383230983,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,2,1634
"Arfgap3",1,0,FALSE,-0.018438963,0.95316171,2,0,FALSE,0.146551954,0.117423148,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,3,50509
"Arfip1",1,0,FALSE,0.024980367,0.932437669,1,1,TRUE,0.693021643,3.03e-06,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,2,1391424
"Arg1",3,1,TRUE,1.754200641,3.29e-08,2,2,TRUE,1.562781564,1.86e-22,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,5,12264
"Arg2",1,0,FALSE,-0.00998844,0.977508467,1,0,FALSE,0.171636087,0.135297873,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,25525
"Arhgap12",1,0,FALSE,-0.037377802,0.890593923,1,1,TRUE,0.913180795,5.11e-18,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,111672
"Arhgap15",17,0,FALSE,0.031381634,0.065614494,25,11,TRUE,0.451584694,5.38e-15,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,42,647130
"Arhgap15os",13,1,TRUE,0.667928583,0.046701038,17,9,TRUE,0.432668634,1.65e-08,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,30,6087
"Arhgap20",1,0,FALSE,-0.008717329,0.981094894,1,0,FALSE,0.153610926,0.30898672,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,88520
"Arhgap22",11,0,FALSE,-0.037562304,0.295469237,15,4,TRUE,0.2801945865,0.002598411,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,26,155909
"Arhgap23",6,0,FALSE,-0.030047572,0.79202703,3,1,TRUE,-0.434467328,2.98e-05,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,9,86870
"Arhgap24",2,0,FALSE,-0.0526825335,0.605126781,3,1,TRUE,0.282707181,0.027548692,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,5,416547
"Arhgap26",31,19,TRUE,1.844981179,2.54e-30,35,34,TRUE,0.87745264,3.69e-41,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,66,699567
"Arhgap27",2,0,FALSE,-0.0543171935,0.597805961,4,2,TRUE,-0.6673219925,5.75e-10,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,6,32196
"Arhgap28",3,0,FALSE,0.038885399,0.05898962,3,1,TRUE,0.553082635,4.03e-10,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,6,161408
"Arhgap29",1,0,FALSE,0.218324492,0.348918822,2,1,TRUE,0.626327137,1.42e-09,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,3,64213
"Arhgap30",1,0,FALSE,0.010009659,0.977605455,1,0,FALSE,-0.054879162,0.735990921,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,FALSE,2,21345
"Arhgap32",11,2,TRUE,0.2669953975,2.97e-09,1,0,FALSE,0.198000936,0.103237911,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,12,152311
"Arhgap33os",1,0,FALSE,0.024608943,0.934418157,1,1,TRUE,-0.264417801,0.013864999,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,FALSE,2,7072
"Arhgap40",1,0,FALSE,-0.006604925,0.986562486,1,0,FALSE,0.097145032,0.533934688,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,37967
"Arhgap42",1,0,FALSE,0.126916431,0.582691333,3,1,TRUE,0.385144382,0.012358846,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,4,244773
"Arhgap44",1,0,FALSE,0.031889354,0.90872218,3,1,TRUE,-0.316934242,0.047639427,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,TRUE,4,160923
"Arhgap45",3,0,FALSE,-0.055545078,0.713500335,2,2,TRUE,-0.38220248,0.006169219,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,5,14820
"Arhgap5",1,0,FALSE,-0.190638475,0.35827195,2,2,TRUE,0.949768343,1.23e-24,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,3,68004
"Arhgap6",1,0,FALSE,-0.056802296,0.824884541,1,0,FALSE,0.063628275,0.683968944,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,509337
"Arhgap9",1,0,FALSE,-0.465451994,0.067205221,1,1,TRUE,-0.269348679,0.001753312,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,7980
"Arhgef1",3,0,FALSE,-0.118499322,0.4245264,1,1,TRUE,-0.419229464,2.4e-06,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,4,23683
"Arhgef10",13,1,TRUE,1.230561375,6.79e-09,8,5,TRUE,0.786794008,1.63e-51,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,21,89423
"Arhgef10l",8,0,FALSE,-0.0504450125,0.675188543,8,3,TRUE,-0.571459362,1.79e-08,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,16,151528
"Arhgef16",3,0,FALSE,-0.043675881,0.678682237,3,2,TRUE,-0.437643856,0.003645332,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,6,23191
"Arhgef17",3,0,FALSE,-0.035457358,0.576952659,5,4,TRUE,-0.328594094,9.06e-05,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,8,62356
"Arhgef19",1,0,FALSE,-0.051674137,0.832831392,2,2,TRUE,-0.4738548145,1.65e-09,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,3,18066
"Arhgef2",2,0,FALSE,-0.1576101045,0.245973183,1,0,FALSE,-0.164555562,0.212757413,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,3,42087
"Arhgef25",1,0,FALSE,-0.078918124,0.734912956,1,0,FALSE,-0.143666156,0.216072432,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,7559
"Arhgef26",1,0,FALSE,-0.03159619,0.909861342,1,1,TRUE,0.319226718,0.008046712,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,123878
"Arhgef28",8,0,FALSE,0.0015876385,0.493995821,11,3,TRUE,0.312210201,2.24e-09,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,19,306971
"Arhgef3",11,3,TRUE,1.993196379,3.84e-24,13,8,TRUE,0.875690723,5.37e-41,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,24,289013
"Arhgef33",1,0,FALSE,-0.069881509,0.755417615,1,1,TRUE,0.344878031,0.002779556,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,92675
"Arhgef38",4,4,TRUE,2.0005127835,1.14e-14,5,5,TRUE,1.095803249,2.61e-24,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,9,122672
"Arhgef4",2,0,FALSE,0.00754924,0.928972358,5,3,TRUE,0.367676539,7.03e-05,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,7,135122
"Arhgef40",1,0,FALSE,-0.027636105,0.924236806,2,0,FALSE,0.022160423,0.119111649,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,3,21533
"Arhgef5",2,0,FALSE,-0.0755128535,0.657992279,3,2,TRUE,-0.0062128315,0.006457236,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,5,23739
"Arhgef7",4,0,FALSE,-0.0478054805,0.683534679,4,2,TRUE,0.5465663745,0.00105848,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,8,107499
"Arid1a",2,0,FALSE,-0.0490827405,0.837860923,1,0,FALSE,0.233750356,0.065445048,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,3,77762
"Arid1b",4,0,FALSE,0.015713533,0.14287502,8,2,TRUE,0.330516073,0.008174822,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,12,353325
"Arid3a",1,0,FALSE,-0.093250454,0.667351224,2,0,FALSE,-0.0926790925,0.117336378,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,3,27976
"Arid3b",1,0,FALSE,-0.120459974,0.554457728,1,0,FALSE,-0.009101585,0.960905348,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,46441
"Arid4a",1,0,FALSE,-0.045564763,0.859744836,1,1,TRUE,0.947872394,2.23e-09,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,82603
"Arid5a",3,0,FALSE,-0.078007245,0.494163301,3,1,TRUE,-0.72170716,2.11e-11,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,6,16297
"Arid5b",6,1,TRUE,2.188405899,1.09e-10,5,2,TRUE,1.404784746,2.03e-51,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,FALSE,11,186221
"Ark2c",4,2,TRUE,-0.965210313,0.000355356,7,2,TRUE,-0.2628979785,0.018781646,"Significant","Q3 (MeCP2 down / H2A down)",TRUE,FALSE,11,109052
"Ark2n",1,0,FALSE,-0.082151822,0.705625708,1,0,FALSE,0.326349173,0.067592881,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,82990
"Arl11",1,0,FALSE,-0.063362576,0.783736558,1,1,TRUE,0.352333524,0.008824501,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,2184
"Arl15",7,1,TRUE,-0.735315256,0.009087844,10,3,TRUE,0.472085027,5.54e-10,"Significant","Q2 (MeCP2 down / H2A up)",TRUE,TRUE,17,362957
"Arl3",1,0,FALSE,0.028705796,0.920575041,1,1,TRUE,0.295826959,0.038680913,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,2,42103
"Arl4a",6,4,TRUE,2.1035503835,1.76e-29,8,5,TRUE,0.613042984,9.8e-33,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,14,32579
"Arl4c",4,0,FALSE,-0.0193149435,0.326149116,2,1,TRUE,0.298316755,0.032179205,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,6,3997
"Arl5c",1,0,FALSE,-0.097272171,0.643962248,2,1,TRUE,-0.261056354,0.043843208,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,3,6604
"Arl8a",1,0,FALSE,-0.021279834,0.945439578,1,0,FALSE,-0.142628274,0.271789343,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,9446
"Armc1",1,0,FALSE,-0.14742729,0.458013656,1,1,TRUE,1.163121672,1.36e-06,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,31664
"Armc9",2,0,FALSE,-0.0436972115,0.623881352,1,1,TRUE,0.816479999,2.2e-06,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,3,144648
"Armh4",2,1,TRUE,1.861473115,5.56e-13,4,4,TRUE,1.1936873845,4.59e-50,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,FALSE,6,107432
"Arnt2",3,0,FALSE,-0.011507949,0.432046372,2,0,FALSE,-0.0557480445,0.109845515,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,5,163899
"Arpp21",3,3,TRUE,1.826026744,1.48e-07,1,1,TRUE,0.649515632,1.19e-06,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,4,170848
"Arrb1",4,0,FALSE,-0.035003604,0.724428143,7,2,TRUE,-0.478587008,9.72e-05,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,11,71306
"Arrdc1",2,0,FALSE,-0.032338749,0.744843068,1,1,TRUE,0.431291247,0.001440356,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,3,9901
"Arrdc2",2,0,FALSE,-0.13613553,0.372765771,1,0,FALSE,-0.178194396,0.323232501,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,3,4592
"Arrdc3",1,0,FALSE,-0.070657649,0.762625782,2,2,TRUE,0.5660196135,7.47e-06,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,3,12659
"Arrdc4",1,0,FALSE,0.016935211,0.957788679,1,1,TRUE,0.688685063,6.03e-08,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,2,12247
"Arsa",1,0,FALSE,-0.064486229,0.786235902,1,0,FALSE,0.264238446,0.071960684,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,4950
"Arsb",1,0,FALSE,0.067844119,0.764414918,2,1,TRUE,0.788867032,3.75e-09,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,3,171387
"Arsg",6,0,FALSE,0.1402999015,0.134211459,1,1,TRUE,0.397332376,0.009419923,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,7,99957
"Arsi",2,0,FALSE,-0.023165843,0.739782416,1,1,TRUE,-0.229453258,0.039085039,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,3,6782
"Artn",2,0,FALSE,-0.0566380035,0.750648439,1,1,TRUE,-0.266086892,0.017933332,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,3,3602
"Arvcf",4,0,FALSE,-0.158743508,0.358210129,5,2,TRUE,0.0306617485,1.91e-07,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,9,58895
"Asah1",1,0,FALSE,-0.110202396,0.6154572,1,1,TRUE,0.670524797,1.13e-05,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,34577
"Asah2",1,0,FALSE,0.031033477,0.912330492,1,1,TRUE,0.473249335,5.52e-06,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,2,125615
"Asap1",30,4,TRUE,1.638843624,3.34e-27,36,14,TRUE,0.4570904505,5.71e-36,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,66,296063
"Asap2",5,1,TRUE,1.203994364,2.18e-05,4,4,TRUE,0.6323676085,4.2e-13,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,9,279713
"Asap3",1,0,FALSE,0.003308104,0.993449104,1,1,TRUE,-0.327036432,0.007309065,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,TRUE,2,38852
"Asb1",1,0,FALSE,-0.000846726,0.998158829,4,1,TRUE,-0.649161599,0.000122633,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,5,19046
"Asb10",1,0,FALSE,-0.091903223,0.673668051,3,2,TRUE,-0.36259012,0.00843577,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,4,8282
"Asb16",1,0,FALSE,-0.040189939,0.879283789,1,0,FALSE,-0.036676556,0.786886381,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,2,10720
"Asb17",2,0,FALSE,-0.032433779,0.8523841,1,0,FALSE,0.233587776,0.100658917,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,3,10874
"Asb18",1,0,FALSE,0.012542383,0.970429598,2,2,TRUE,-0.350378139,0.004027476,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,TRUE,3,64447
"Asb2",1,0,FALSE,-0.192490666,0.344040168,5,0,FALSE,-0.155993415,0.104480012,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,6,34860
"Asb5",1,0,FALSE,-0.058105238,0.814928833,1,1,TRUE,1.253400112,1.29e-20,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,58296
"Asb7",2,0,FALSE,-0.1093394325,0.543981339,1,1,TRUE,0.599793109,6.3e-06,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,3,45032
"Ascc3",1,0,FALSE,-0.11071344,0.624890089,2,1,TRUE,1.308819344,5.08e-22,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,3,258817
"Ascl1",1,0,FALSE,-0.057974955,0.814558729,1,0,FALSE,0.129542039,0.231265586,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,2842
"Ascl2",1,0,FALSE,-0.062681512,0.798260623,1,1,TRUE,-0.680408116,1.31e-05,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,2436
"Asf1b",1,0,FALSE,-0.060490183,0.796357257,1,1,TRUE,0.555463765,9.92e-06,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,14691
"Asic1",1,0,FALSE,-0.042990131,0.871565791,1,0,FALSE,-0.167973696,0.383960907,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,2,30763
"Asic2",6,0,FALSE,-0.0306462545,0.272431728,2,1,TRUE,-0.21566675,0.0484372,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,8,1088289
"Asic4",1,0,FALSE,-0.237138081,0.270577055,2,2,TRUE,0.290426639,0.000531886,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,3,23908
"Aspg",2,0,FALSE,-0.1043437845,0.441048317,2,2,TRUE,-0.434825241,3.09e-05,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,4,20881
"Asph",2,1,TRUE,1.399696002,8.69e-09,7,6,TRUE,1.2069052365,5.37e-25,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,9,221276
"Asphd2",1,0,FALSE,-0.086585049,0.690944512,1,0,FALSE,-0.030167192,0.819080463,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,10513
"Ass1",1,0,FALSE,-0.002760173,0.994482735,2,1,TRUE,-0.217497865,0.031741357,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,3,50466
"Astn1",10,4,TRUE,0.989963057,8.99e-06,11,7,TRUE,0.851283965,1.18e-23,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,21,329509
"Astn2",2,2,TRUE,1.950670441,3.55e-17,6,3,TRUE,0.263457647,3.18e-25,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,8,1023809
"Atad1",1,0,FALSE,-0.06418525,0.782190344,1,1,TRUE,0.807930222,4.81e-07,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,68149
"Atad2",1,0,FALSE,-0.003031671,0.994061229,1,1,TRUE,0.424406561,0.001375913,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,41039
"Atad2b",3,0,FALSE,-0.214434056,0.207817965,4,1,TRUE,0.300931076,0.025240363,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,7,130042
"Atad3a",1,0,FALSE,-0.079621257,0.717251366,1,0,FALSE,0.157427115,0.308449448,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,20453
"Ate1",1,0,FALSE,-0.051265337,0.839340166,1,0,FALSE,-0.001375618,0.994191402,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,128877
"Atf2",1,0,FALSE,-0.04389841,0.867124043,1,0,FALSE,0.207143088,0.481527554,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,76131
"Atf3",1,0,FALSE,-0.041540392,0.876712602,4,2,TRUE,0.358578823,0.002409176,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,5,47744
"Atf7",1,0,FALSE,0.002349869,0.995320678,1,0,FALSE,0.202028202,0.272598827,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,2,101622
"Atf7ip",1,0,FALSE,0.034798746,0.899336798,1,1,TRUE,0.461606248,0.000837851,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,2,104696
"Atg10",2,1,TRUE,1.695733034,9.81e-10,7,6,TRUE,0.922257436,1.86e-15,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,9,288613
"Atg16l2",2,0,FALSE,0.0662678875,0.512069567,2,1,TRUE,0.40301719,0.009890674,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,4,39218
"Atg3",1,0,FALSE,-0.028157125,0.922455078,1,1,TRUE,0.847653521,2.87e-11,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,29754
"Atg7",3,0,FALSE,-0.039599592,0.225306432,3,1,TRUE,-0.408025658,0.007237124,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,6,217518
"Atg9b",1,0,FALSE,-0.028119454,0.924251346,2,1,TRUE,0.2855413,0.000364955,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,3,7963
"Atic",1,0,FALSE,-0.442720442,0.066272253,1,0,FALSE,0.188939092,0.186042319,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,22482
"Atl1",1,0,FALSE,-0.00303157,0.994092053,1,1,TRUE,0.54654693,3.62e-05,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,73804
"Atl2",1,0,FALSE,-0.207516993,0.326784533,1,1,TRUE,0.524921504,0.00055462,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,47734
"Atn1",3,0,FALSE,-0.018586372,0.670702679,1,0,FALSE,0.234498292,0.141352223,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,4,17336
"Atoh7",1,0,FALSE,0.032340949,0.907310053,1,1,TRUE,0.804188235,6.98e-08,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,2,1629
