gene_name	chr	intron_hypo	gene_mch_hypo
Calr	chr8	FALSE	FALSE
Calr3	chr8	FALSE	FALSE
Calr4	chr4	FALSE	FALSE
Calu	chr6	FALSE	FALSE
Caly	chr7	FALSE	FALSE
Camk1	chr6	TRUE	FALSE
Camk1d	chr2	TRUE	TRUE
Camk1g	chr1	TRUE	TRUE
Camk2a	chr18	TRUE	TRUE
Camk2b	chr11	TRUE	TRUE
Camk2d	chr3	FALSE	FALSE
Camk2g	chr14	FALSE	TRUE
Camk2n1	chr4	FALSE	FALSE
Camk2n2	chr16	FALSE	FALSE
Camk4	chr18	TRUE	TRUE
Camkk1	chr11	TRUE	FALSE
Camkk2	chr5	FALSE	TRUE
Camkmt	chr17	FALSE	TRUE
Camkv	chr9	FALSE	FALSE
Caml	chr13	TRUE	FALSE
Camp	chr9	FALSE	FALSE
Camsap1	chr2	FALSE	FALSE
Camsap2	chr1	FALSE	TRUE
Camsap3	chr8	FALSE	FALSE
Camta1	chr4	TRUE	TRUE
Camta2	chr11	FALSE	FALSE
Cand1	chr10	TRUE	TRUE
Cand2	chr6	FALSE	FALSE
Cant1	chr11	FALSE	FALSE
Canx	chr11	TRUE	FALSE
Cap1	chr4	FALSE	FALSE
Cap2	chr13	FALSE	TRUE
Capg	chr6	FALSE	FALSE
Capn1	chr19	FALSE	FALSE
Capn10	chr1	TRUE	FALSE
Capn11	chr17	TRUE	TRUE
Capn12	chr7	TRUE	FALSE
Capn13	chr17	FALSE	FALSE
Capn15	chr17	TRUE	FALSE
Capn2	chr1	FALSE	FALSE
Capn3	chr2	FALSE	FALSE
Capn5	chr7	TRUE	TRUE
Capn6	chrX	FALSE	FALSE
Capn7	chr14	TRUE	TRUE
Capn8	chr1	FALSE	FALSE
Capn9	chr8	FALSE	FALSE
Capns1	chr7	FALSE	FALSE
Caprin1	chr2	FALSE	FALSE
Caprin2	chr6	FALSE	TRUE
Caps2	chr10	TRUE	TRUE
Capsl	chr15	FALSE	FALSE
Capza1	chr3	FALSE	TRUE
Capza2	chr6	FALSE	FALSE
Capzb	chr4	TRUE	TRUE
Car1	chr3	FALSE	FALSE
Car10	chr11	FALSE	TRUE
Car11	chr7	TRUE	FALSE
Car12	chr9	FALSE	FALSE
Car13	chr3	FALSE	FALSE
Car14	chr3	FALSE	FALSE
Car15	chr16	TRUE	FALSE
Car2	chr3	FALSE	FALSE
Car3	chr3	FALSE	FALSE
Car4	chr11	TRUE	FALSE
Car5a	chr8	TRUE	TRUE
Car5b	chrX	FALSE	FALSE
Car6	chr4	TRUE	TRUE
Car7	chr8	FALSE	FALSE
Car8	chr4	FALSE	TRUE
Car9	chr4	FALSE	FALSE
Card10	chr15	TRUE	TRUE
Card11	chr5	TRUE	TRUE
Card14	chr11	TRUE	FALSE
Card19	chr13	FALSE	FALSE
Card6	chr15	FALSE	FALSE
Card9	chr2	FALSE	FALSE
Carf	chr1	FALSE	FALSE
Carhsp1	chr16	FALSE	FALSE
Carm1	chr9	TRUE	FALSE
Carmil1	chr13	TRUE	TRUE
Carmil2	chr8	FALSE	FALSE
Carmil3	chr14	TRUE	FALSE
Carnmt1	chr19	FALSE	FALSE
Carns1	chr19	FALSE	FALSE
Cars	chr7	TRUE	FALSE
Cars2	chr8	FALSE	FALSE
Cartpt	chr13	TRUE	FALSE
Casc1	chr6	FALSE	FALSE
Casc3	chr11	TRUE	FALSE
Casc4	chr2	FALSE	TRUE
Casd1	chr6	FALSE	FALSE
Cask	chrX	TRUE	TRUE
Caskin1	chr17	FALSE	FALSE
Caskin2	chr11	TRUE	TRUE
Casp1	chr9	FALSE	FALSE
Casp12	chr9	FALSE	FALSE
Casp14	chr10	FALSE	FALSE
Casp2	chr6	FALSE	FALSE
Casp3	chr8	FALSE	FALSE
Casp4	chr9	TRUE	TRUE
Casp6	chr3	TRUE	FALSE
Casp7	chr19	TRUE	TRUE
Casp8	chr1	FALSE	FALSE
Casp8ap2	chr4	FALSE	FALSE
Casp9	chr4	FALSE	FALSE
Casq1	chr1	FALSE	FALSE
Casq2	chr3	FALSE	FALSE
Casr	chr16	FALSE	TRUE
Cass4	chr2	FALSE	FALSE
Cast	chr13	FALSE	TRUE
Castor1	chr11	TRUE	FALSE
Castor2	chr5	FALSE	FALSE
Casz1	chr4	TRUE	TRUE
Cat	chr2	FALSE	FALSE
Catip	chr1	TRUE	FALSE
Catsper1	chr19	TRUE	TRUE
Catsper2	chr2	FALSE	FALSE
Catsper3	chr13	FALSE	FALSE
Catsper4	chr4	FALSE	FALSE
Catsperb	chr12	FALSE	FALSE
Catsperd	chr17	FALSE	FALSE
Catspere1	chr1	FALSE	TRUE
Catspere2	chr1	FALSE	TRUE
Catsperg1	chr7	FALSE	FALSE
Catsperg2	chr7	FALSE	FALSE
Catsperz	chr19	TRUE	FALSE
Cav1	chr6	FALSE	FALSE
Cav2	chr6	FALSE	FALSE
Cav3	chr6	TRUE	FALSE
Cavin1	chr11	TRUE	FALSE
Cavin2	chr1	FALSE	FALSE
Cavin3	chr7	TRUE	FALSE
Cavin4	chr4	TRUE	FALSE
Cbarp	chr10	FALSE	FALSE
Cbfa2t2	chr2	FALSE	FALSE
Cbfa2t3	chr8	TRUE	TRUE
Cbfb	chr8	FALSE	FALSE
Cbl	chr9	TRUE	TRUE
Cblb	chr16	FALSE	FALSE
Cblc	chr7	FALSE	FALSE
Cblif	chr19	FALSE	FALSE
Cbll1	chr12	FALSE	FALSE
Cbln1	chr8	FALSE	FALSE
Cbln2	chr18	TRUE	FALSE
Cbln3	chr14	TRUE	TRUE
Cbln4	chr2	FALSE	FALSE
Cbr1	chr16	FALSE	FALSE
Cbr2	chr11	TRUE	FALSE
Cbr3	chr16	TRUE	FALSE
Cbr4	chr8	FALSE	FALSE
Cbs	chr17	TRUE	TRUE
Cbwd1	chr19	FALSE	FALSE
Cbx1	chr11	FALSE	FALSE
Cbx2	chr11	TRUE	FALSE
Cbx3	chr6	FALSE	FALSE
Cbx4	chr11	FALSE	FALSE
Cbx5	chr15	TRUE	TRUE
Cbx6	chr15	FALSE	FALSE
Cbx7	chr15	FALSE	FALSE
Cbx8	chr11	FALSE	FALSE
Cby1	chr15	FALSE	FALSE
Cby2	chr14	FALSE	FALSE
Cby3	chr11	TRUE	FALSE
Cc2d1a	chr8	FALSE	FALSE
Cc2d1b	chr4	TRUE	TRUE
Cc2d2a	chr5	FALSE	TRUE
Cc2d2b	chr19	TRUE	TRUE
Ccar1	chr10	FALSE	FALSE
Ccar2	chr14	TRUE	TRUE
Ccbe1	chr18	FALSE	FALSE
Ccdc102a	chr8	TRUE	FALSE
Ccdc103	chr11	FALSE	FALSE
Ccdc105	chr10	FALSE	FALSE
Ccdc106	chr7	FALSE	FALSE
Ccdc107	chr4	FALSE	FALSE
Ccdc110	chr8	FALSE	FALSE
Ccdc112	chr18	FALSE	FALSE
Ccdc113	chr8	TRUE	TRUE
Ccdc114	chr7	FALSE	FALSE
Ccdc115	chr1	FALSE	FALSE
Ccdc116	chr16	FALSE	FALSE
Ccdc117	chr11	FALSE	FALSE
Ccdc12	chr9	TRUE	FALSE
Ccdc120	chrX	FALSE	FALSE
Ccdc122	chr14	FALSE	FALSE
Ccdc124	chr8	FALSE	FALSE
Ccdc125	chr13	TRUE	TRUE
Ccdc126	chr6	TRUE	FALSE
Ccdc127	chr13	TRUE	FALSE
Ccdc13	chr9	TRUE	TRUE
Ccdc130	chr8	TRUE	FALSE
Ccdc134	chr15	FALSE	FALSE
Ccdc136	chr6	FALSE	FALSE
Ccdc137	chr11	TRUE	FALSE
Ccdc138	chr10	TRUE	TRUE
Ccdc14	chr16	FALSE	FALSE
Ccdc141	chr2	FALSE	TRUE
Ccdc142	chr6	FALSE	FALSE
Ccdc144b	chr3	TRUE	TRUE
Ccdc146	chr5	TRUE	TRUE
Ccdc148	chr2	FALSE	FALSE
Ccdc149	chr5	FALSE	TRUE
Ccdc15	chr9	TRUE	TRUE
Ccdc150	chr1	FALSE	TRUE
Ccdc151	chr9	FALSE	FALSE
Ccdc152	chr15	TRUE	FALSE
Ccdc153	chr9	TRUE	FALSE
Ccdc154	chr17	TRUE	FALSE
Ccdc155	chr7	FALSE	FALSE
Ccdc157	chr11	TRUE	TRUE
Ccdc158	chr5	TRUE	TRUE
Ccdc159	chr9	FALSE	FALSE
Ccdc160	chrX	FALSE	FALSE
Ccdc162	chr10	FALSE	FALSE
Ccdc163	chr4	FALSE	TRUE
Ccdc167	chr17	TRUE	TRUE
Ccdc169	chr3	TRUE	FALSE
Ccdc17	chr4	TRUE	FALSE
Ccdc170	chr10	FALSE	FALSE
Ccdc171	chr4	FALSE	TRUE
Ccdc172	chr19	TRUE	FALSE
Ccdc173	chr2	FALSE	TRUE
Ccdc174	chr6	FALSE	FALSE
Ccdc175	chr12	FALSE	FALSE
Ccdc177	chr12	TRUE	TRUE
Ccdc178	chr18	FALSE	FALSE
Ccdc18	chr5	FALSE	FALSE
Ccdc180	chr4	FALSE	FALSE
Ccdc181	chr1	FALSE	FALSE
Ccdc183	chr2	FALSE	FALSE
Ccdc186	chr19	FALSE	FALSE
Ccdc187	chr2	TRUE	TRUE
Ccdc188	chr16	FALSE	FALSE
Ccdc189	chr7	FALSE	FALSE
Ccdc190	chr1	TRUE	FALSE
Ccdc191	chr16	FALSE	FALSE
Ccdc192	chr18	FALSE	FALSE
Ccdc194	chr8	FALSE	FALSE
Ccdc201	chr11	TRUE	FALSE
Ccdc22	chrX	FALSE	FALSE
Ccdc24	chr4	TRUE	FALSE
Ccdc25	chr14	TRUE	FALSE
Ccdc27	chr4	FALSE	FALSE
Ccdc28a	chr10	FALSE	FALSE
Ccdc28b	chr4	FALSE	FALSE
Ccdc3	chr2	FALSE	FALSE
Ccdc30	chr4	FALSE	FALSE
Ccdc32	chr2	FALSE	FALSE
Ccdc33	chr9	TRUE	TRUE
Ccdc34	chr2	TRUE	TRUE
Ccdc36	chr9	TRUE	TRUE
Ccdc38	chr10	FALSE	FALSE
Ccdc39	chr3	FALSE	FALSE
Ccdc40	chr11	FALSE	FALSE
Ccdc42	chr11	TRUE	FALSE
Ccdc43	chr11	TRUE	FALSE
Ccdc47	chr11	FALSE	FALSE
Ccdc50	chr16	FALSE	TRUE
Ccdc51	chr9	TRUE	FALSE
Ccdc57	chr11	TRUE	TRUE
Ccdc58	chr16	FALSE	FALSE
Ccdc59	chr10	TRUE	FALSE
Ccdc6	chr10	TRUE	TRUE
Ccdc60	chr5	TRUE	TRUE
Ccdc61	chr7	FALSE	FALSE
Ccdc62	chr5	TRUE	TRUE
Ccdc63	chr5	FALSE	FALSE
Ccdc65	chr15	TRUE	FALSE
Ccdc66	chr14	FALSE	FALSE
Ccdc68	chr18	FALSE	FALSE
Ccdc69	chr11	FALSE	FALSE
Ccdc70	chr8	FALSE	FALSE
Ccdc71	chr9	FALSE	FALSE
Ccdc73	chr2	FALSE	TRUE
Ccdc74a	chr16	FALSE	FALSE
Ccdc77	chr6	FALSE	TRUE
Ccdc78	chr17	TRUE	FALSE
Ccdc7a	chr8	FALSE	TRUE
Ccdc7b	chr8	FALSE	FALSE
Ccdc80	chr16	FALSE	FALSE
Ccdc81	chr7	FALSE	FALSE
Ccdc82	chr9	FALSE	FALSE
Ccdc83	chr7	FALSE	FALSE
Ccdc84	chr9	FALSE	FALSE
Ccdc85a	chr11	FALSE	TRUE
Ccdc85c	chr12	FALSE	FALSE
Ccdc86	chr19	FALSE	FALSE
Ccdc88a	chr11	TRUE	TRUE
Ccdc88b	chr19	TRUE	FALSE
Ccdc88c	chr12	TRUE	TRUE
Ccdc9	chr7	FALSE	FALSE
Ccdc90b	chr7	FALSE	FALSE
Ccdc91	chr6	FALSE	TRUE
Ccdc92	chr5	TRUE	FALSE
Ccdc92b	chr11	TRUE	FALSE
Ccdc93	chr1	FALSE	TRUE
Ccdc97	chr7	FALSE	FALSE
Ccdc9b	chr2	FALSE	FALSE
Ccer2	chr7	FALSE	FALSE
Cchcr1	chr17	TRUE	FALSE
Cck	chr9	FALSE	FALSE
Cckar	chr5	TRUE	FALSE
Cckbr	chr7	FALSE	FALSE
Ccl1	chr11	FALSE	FALSE
Ccl11	chr11	FALSE	FALSE
Ccl12	chr11	TRUE	FALSE
Ccl17	chr8	TRUE	FALSE
Ccl2	chr11	TRUE	FALSE
Ccl20	chr1	FALSE	FALSE
Ccl22	chr8	TRUE	FALSE
Ccl24	chr5	FALSE	FALSE
Ccl25	chr8	FALSE	TRUE
Ccl26	chr5	TRUE	FALSE
Ccl27a	chr4	FALSE	FALSE
Ccl28	chr13	FALSE	FALSE
Ccl3	chr11	FALSE	FALSE
Ccl4	chr11	TRUE	FALSE
Ccl5	chr11	TRUE	FALSE
Ccl6	chr11	FALSE	FALSE
Ccl7	chr11	TRUE	FALSE
Ccl8	chr11	FALSE	FALSE
Ccl9	chr11	FALSE	FALSE
Ccm2	chr11	FALSE	FALSE
Ccm2l	chr2	TRUE	TRUE
Ccn1	chr3	FALSE	FALSE
Ccn2	chr10	TRUE	FALSE
Ccn3	chr15	FALSE	FALSE
Ccn4	chr15	TRUE	TRUE
Ccn5	chr2	TRUE	TRUE
Ccn6	chr10	FALSE	FALSE
Ccna1	chr3	TRUE	FALSE
Ccna2	chr3	FALSE	FALSE
Ccnb1	chr13	FALSE	FALSE
Ccnb1ip1	chr14	FALSE	FALSE
Ccnb2	chr9	FALSE	FALSE
Ccnb3	chrX	FALSE	FALSE
Ccnc	chr4	FALSE	FALSE
Ccnd1	chr7	FALSE	FALSE
Ccnd2	chr6	TRUE	FALSE
Ccnd3	chr17	FALSE	TRUE
Ccndbp1	chr2	FALSE	FALSE
Ccne1	chr7	FALSE	FALSE
Ccne2	chr4	FALSE	FALSE
Ccnf	chr17	FALSE	FALSE
Ccng1	chr11	FALSE	FALSE
Ccng2	chr5	TRUE	FALSE
Ccnh	chr13	FALSE	FALSE
Ccni	chr5	FALSE	FALSE
Ccnj	chr19	FALSE	FALSE
Ccnjl	chr11	FALSE	FALSE
Ccnk	chr12	TRUE	TRUE
Ccnl1	chr3	FALSE	FALSE
Ccnl2	chr4	TRUE	FALSE
Ccno	chr13	FALSE	FALSE
Ccnt1	chr15	TRUE	TRUE
Ccnt2	chr1	FALSE	FALSE
Ccny	chr18	FALSE	TRUE
Ccnyl1	chr1	FALSE	FALSE
Ccp110	chr7	TRUE	FALSE
Ccpg1	chr9	FALSE	FALSE
Ccpg1os	chr9	FALSE	FALSE
Ccr1	chr9	FALSE	FALSE
Ccr10	chr11	FALSE	FALSE
Ccr2	chr9	TRUE	FALSE
Ccr3	chr9	FALSE	FALSE
Ccr4	chr9	FALSE	FALSE
Ccr5	chr9	FALSE	FALSE
Ccr6	chr17	FALSE	FALSE
Ccr7	chr11	TRUE	TRUE
Ccr8	chr9	FALSE	FALSE
Ccr9	chr9	FALSE	TRUE
Ccrl2	chr9	FALSE	FALSE
Ccs	chr19	FALSE	FALSE
Ccsap	chr8	FALSE	FALSE
Ccser1	chr6	FALSE	TRUE
Ccser2	chr14	TRUE	TRUE
Cct2	chr10	FALSE	FALSE
Cct3	chr3	TRUE	FALSE
Cct4	chr11	FALSE	FALSE
Cct5	chr15	FALSE	FALSE
Cct6a	chr5	FALSE	FALSE
Cct6b	chr11	FALSE	FALSE
Cct7	chr6	FALSE	FALSE
Cct8	chr16	TRUE	TRUE
Ccz1	chr5	TRUE	TRUE
Cd101	chr3	FALSE	FALSE
Cd109	chr9	FALSE	FALSE
Cd151	chr7	FALSE	FALSE
Cd160	chr3	FALSE	FALSE
Cd163	chr6	FALSE	FALSE
Cd163l1	chr7	FALSE	FALSE
Cd164	chr10	FALSE	FALSE
Cd164l2	chr4	TRUE	FALSE
Cd177	chr7	FALSE	FALSE
Cd180	chr13	FALSE	FALSE
Cd19	chr7	FALSE	FALSE
Cd1d1	chr3	TRUE	FALSE
Cd2	chr3	TRUE	TRUE
Cd200	chr16	TRUE	FALSE
Cd200r1	chr16	FALSE	FALSE
Cd200r2	chr16	FALSE	FALSE
Cd200r3	chr16	FALSE	FALSE
Cd200r4	chr16	FALSE	TRUE
Cd207	chr6	FALSE	FALSE
Cd209a	chr8	FALSE	FALSE
Cd209b	chr8	TRUE	FALSE
Cd209c	chr8	TRUE	FALSE
Cd209d	chr8	FALSE	FALSE
Cd209e	chr8	TRUE	FALSE
Cd209f	chr8	FALSE	FALSE
Cd22	chr7	TRUE	FALSE
Cd226	chr18	FALSE	FALSE
Cd244a	chr1	FALSE	FALSE
Cd247	chr1	TRUE	TRUE
Cd24a	chr10	FALSE	FALSE
Cd27	chr6	FALSE	FALSE
Cd274	chr19	TRUE	FALSE
Cd276	chr9	FALSE	FALSE
Cd28	chr1	FALSE	TRUE
Cd2ap	chr17	FALSE	TRUE
Cd2bp2	chr7	TRUE	FALSE
Cd300a	chr11	TRUE	FALSE
Cd300c	chr11	TRUE	FALSE
Cd300c2	chr11	FALSE	FALSE
Cd300e	chr11	FALSE	FALSE
Cd300lb	chr11	FALSE	FALSE
Cd300ld	chr11	TRUE	FALSE
Cd300ld2	chr11	FALSE	FALSE
Cd300ld3	chr11	FALSE	FALSE
Cd300lf	chr11	TRUE	FALSE
Cd300lg	chr11	TRUE	FALSE
Cd302	chr2	TRUE	TRUE
Cd320	chr17	FALSE	FALSE
Cd33	chr7	FALSE	FALSE
Cd34	chr1	FALSE	FALSE
Cd36	chr5	FALSE	TRUE
Cd37	chr7	FALSE	FALSE
Cd38	chr5	FALSE	FALSE
Cd3d	chr9	TRUE	FALSE
Cd3e	chr9	TRUE	FALSE
Cd3eap	chr7	FALSE	FALSE
Cd3g	chr9	TRUE	FALSE
Cd4	chr6	TRUE	FALSE
Cd40	chr2	FALSE	FALSE
Cd40lg	chrX	FALSE	FALSE
Cd44	chr2	FALSE	FALSE
Cd46	chr1	FALSE	TRUE
Cd47	chr16	FALSE	FALSE
Cd48	chr1	TRUE	TRUE
Cd5	chr19	FALSE	FALSE
Cd52	chr4	FALSE	FALSE
Cd53	chr3	FALSE	FALSE
Cd55	chr1	TRUE	FALSE
Cd55b	chr1	FALSE	FALSE
Cd59a	chr2	FALSE	FALSE
Cd59b	chr2	TRUE	TRUE
Cd5l	chr3	FALSE	FALSE
Cd6	chr19	FALSE	FALSE
Cd63	chr10	TRUE	FALSE
Cd68	chr11	FALSE	FALSE
Cd69	chr6	FALSE	FALSE
Cd7	chr11	TRUE	FALSE
Cd70	chr17	TRUE	FALSE
Cd72	chr4	TRUE	FALSE
Cd74	chr18	TRUE	FALSE
Cd79a	chr7	TRUE	FALSE
Cd79b	chr11	FALSE	FALSE
Cd80	chr16	FALSE	FALSE
Cd81	chr7	FALSE	FALSE
Cd82	chr2	TRUE	TRUE
Cd83	chr13	FALSE	FALSE
Cd84	chr1	FALSE	FALSE
Cd86	chr16	FALSE	TRUE
Cd8a	chr6	TRUE	FALSE
Cd8b1	chr6	TRUE	TRUE
Cd9	chr6	TRUE	FALSE
Cd93	chr2	TRUE	FALSE
Cd96	chr16	FALSE	FALSE
Cd99l2	chrX	TRUE	TRUE
Cda	chr4	TRUE	FALSE
Cdadc1	chr14	FALSE	FALSE
Cdan1	chr2	FALSE	TRUE
Cdc123	chr2	FALSE	FALSE
Cdc14a	chr3	FALSE	TRUE
Cdc14b	chr13	TRUE	TRUE
Cdc16	chr8	FALSE	FALSE
Cdc20	chr4	FALSE	FALSE
Cdc20b	chr13	FALSE	FALSE
Cdc23	chr18	FALSE	FALSE
Cdc25a	chr9	TRUE	FALSE
Cdc25b	chr2	FALSE	FALSE
Cdc25c	chr18	FALSE	FALSE
Cdc26	chr4	TRUE	TRUE
Cdc27	chr11	FALSE	FALSE
Cdc34	chr10	FALSE	FALSE
Cdc37	chr9	TRUE	FALSE
Cdc37l1	chr19	FALSE	FALSE
Cdc40	chr10	FALSE	FALSE
Cdc42	chr4	FALSE	FALSE
Cdc42bpa	chr1	TRUE	TRUE
Cdc42bpb	chr12	TRUE	TRUE
Cdc42bpg	chr19	TRUE	TRUE
Cdc42ep1	chr15	TRUE	FALSE
Cdc42ep2	chr19	TRUE	TRUE
Cdc42ep3	chr17	FALSE	FALSE
Cdc42ep4	chr11	TRUE	TRUE
Cdc42ep5	chr7	TRUE	TRUE
Cdc42se1	chr3	FALSE	FALSE
Cdc42se2	chr11	TRUE	TRUE
Cdc45	chr16	FALSE	FALSE
Cdc5l	chr17	TRUE	TRUE
Cdc6	chr11	FALSE	FALSE
Cdc7	chr5	FALSE	FALSE
Cdc73	chr1	TRUE	TRUE
Cdca2	chr14	FALSE	TRUE
Cdca3	chr6	FALSE	FALSE
Cdca4	chr12	FALSE	FALSE
Cdca5	chr19	FALSE	FALSE
Cdca7	chr2	FALSE	FALSE
Cdca7l	chr12	FALSE	FALSE
Cdca8	chr4	FALSE	FALSE
Cdcp1	chr9	FALSE	FALSE
Cdcp2	chr4	TRUE	FALSE
Cdcp3	chr7	TRUE	TRUE
Cdh1	chr8	FALSE	TRUE
Cdh10	chr15	FALSE	FALSE
Cdh11	chr8	TRUE	TRUE
Cdh12	chr15	FALSE	TRUE
Cdh13	chr8	TRUE	TRUE
Cdh15	chr8	FALSE	FALSE
Cdh16	chr8	FALSE	FALSE
Cdh17	chr4	FALSE	FALSE
Cdh18	chr15	FALSE	FALSE
Cdh19	chr1	FALSE	FALSE
Cdh2	chr18	TRUE	TRUE
Cdh20	chr1	FALSE	FALSE
Cdh22	chr2	TRUE	TRUE
Cdh23	chr10	FALSE	FALSE
Cdh24	chr14	TRUE	FALSE
Cdh26	chr2	FALSE	FALSE
Cdh3	chr8	FALSE	FALSE
Cdh4	chr2	TRUE	TRUE
Cdh5	chr8	FALSE	FALSE
Cdh6	chr15	FALSE	TRUE
Cdh7	chr1	FALSE	FALSE
Cdh8	chr8	FALSE	FALSE
Cdh9	chr15	FALSE	TRUE
Cdhr1	chr14	FALSE	FALSE
Cdhr2	chr13	TRUE	TRUE
Cdhr3	chr12	FALSE	FALSE
Cdhr4	chr9	TRUE	FALSE
Cdhr5	chr7	FALSE	FALSE
Cdip1	chr16	TRUE	TRUE
Cdipt	chr7	FALSE	FALSE
Cdiptos	chr7	FALSE	FALSE
Cdk1	chr10	FALSE	FALSE
Cdk10	chr8	TRUE	FALSE
Cdk11b	chr4	FALSE	FALSE
Cdk12	chr11	FALSE	TRUE
Cdk13	chr13	FALSE	TRUE
Cdk14	chr5	FALSE	FALSE
Cdk15	chr1	FALSE	FALSE
Cdk16	chrX	FALSE	FALSE
Cdk17	chr10	FALSE	FALSE
Cdk18	chr1	TRUE	FALSE
Cdk19	chr10	FALSE	FALSE
Cdk2	chr10	TRUE	FALSE
Cdk20	chr13	TRUE	FALSE
Cdk2ap1	chr5	FALSE	FALSE
Cdk2ap2	chr19	TRUE	FALSE
Cdk4	chr10	FALSE	FALSE
Cdk5	chr5	FALSE	FALSE
Cdk5rap1	chr2	FALSE	TRUE
Cdk5rap2	chr4	FALSE	FALSE
Cdk5rap3	chr11	TRUE	FALSE
Cdk6	chr5	FALSE	TRUE
Cdk7	chr13	FALSE	FALSE
Cdk8	chr5	TRUE	TRUE
Cdk9	chr2	FALSE	FALSE
Cdkal1	chr13	FALSE	FALSE
Cdkl1	chr12	TRUE	TRUE
Cdkl2	chr5	TRUE	TRUE
Cdkl3	chr11	FALSE	TRUE
Cdkl4	chr17	FALSE	FALSE
Cdkl5	chrX	TRUE	TRUE
Cdkn1a	chr17	FALSE	FALSE
Cdkn1b	chr6	FALSE	FALSE
Cdkn1c	chr7	FALSE	FALSE
Cdkn2a	chr4	FALSE	FALSE
Cdkn2aip	chr8	FALSE	FALSE
Cdkn2aipnl	chr11	FALSE	FALSE
Cdkn2b	chr4	FALSE	FALSE
Cdkn2c	chr4	TRUE	FALSE
Cdkn2d	chr9	FALSE	FALSE
Cdkn3	chr14	FALSE	FALSE
Cdnf	chr2	FALSE	FALSE
Cdo1	chr18	TRUE	FALSE
Cdon	chr9	TRUE	TRUE
Cdpf1	chr15	FALSE	FALSE
Cdr2	chr7	TRUE	FALSE
Cdr2l	chr11	FALSE	FALSE
Cdrt4	chr11	FALSE	FALSE
Cds1	chr5	TRUE	TRUE
Cds2	chr2	TRUE	TRUE
Cdsn	chr17	TRUE	TRUE
Cdt1	chr8	FALSE	FALSE
Cdv3	chr9	FALSE	FALSE
Cdx1	chr18	FALSE	FALSE
Cdx2	chr5	FALSE	FALSE
Cdx4	chrX	FALSE	FALSE
Cdyl	chr13	FALSE	FALSE
Cdyl2	chr8	FALSE	TRUE
Ceacam1	chr7	TRUE	TRUE
Ceacam10	chr7	TRUE	FALSE
Ceacam11	chr7	FALSE	FALSE
Ceacam12	chr7	FALSE	FALSE
Ceacam13	chr7	TRUE	TRUE
Ceacam14	chr7	FALSE	FALSE
Ceacam15	chr7	TRUE	FALSE
Ceacam16	chr7	TRUE	TRUE
Ceacam18	chr7	FALSE	FALSE
Ceacam19	chr7	FALSE	FALSE
Ceacam2	chr7	TRUE	FALSE
Ceacam20	chr7	FALSE	TRUE
Ceacam3	chr7	FALSE	FALSE
Ceacam5	chr7	FALSE	FALSE
Ceacam9	chr7	TRUE	FALSE
Cebpe	chr14	FALSE	FALSE
Cebpg	chr7	TRUE	TRUE
Cebpz	chr17	FALSE	FALSE
Cebpzos	chr17	FALSE	FALSE
Cecr2	chr6	TRUE	TRUE
Cel	chr2	TRUE	FALSE
Cela1	chr15	FALSE	FALSE
Cela2a	chr4	TRUE	TRUE
Cela3a	chr4	TRUE	FALSE
Cela3b	chr4	TRUE	TRUE
Celf1	chr2	TRUE	TRUE
Celf2	chr2	FALSE	FALSE
Celf3	chr3	TRUE	FALSE
Celf4	chr18	TRUE	TRUE
Celf5	chr10	TRUE	FALSE
Celf6	chr9	FALSE	FALSE
Celsr1	chr15	FALSE	FALSE
Celsr2	chr3	TRUE	FALSE
Celsr3	chr9	TRUE	FALSE
Cemip	chr7	TRUE	TRUE
Cemip2	chr19	FALSE	FALSE
Cend1	chr7	TRUE	FALSE
Cenpa	chr5	TRUE	FALSE
Cenpc1	chr5	FALSE	FALSE
Cenpe	chr3	FALSE	FALSE
Cenpf	chr1	FALSE	FALSE
Cenph	chr13	FALSE	FALSE
Cenpi	chrX	FALSE	FALSE
Cenpj	chr14	FALSE	FALSE
Cenpk	chr13	TRUE	FALSE
Cenpl	chr1	FALSE	FALSE
Cenpm	chr15	FALSE	FALSE
Cenpn	chr8	FALSE	FALSE
Cenpo	chr12	FALSE	FALSE
Cenpp	chr13	FALSE	TRUE
Cenpq	chr17	FALSE	FALSE
Cenps	chr4	TRUE	FALSE
Cenpt	chr8	FALSE	FALSE
Cenpu	chr8	FALSE	FALSE
Cenpv	chr11	TRUE	FALSE
Cenpw	chr10	FALSE	FALSE
Cenpx	chr11	FALSE	FALSE
Cep104	chr4	FALSE	TRUE
Cep112	chr11	FALSE	TRUE
Cep120	chr18	FALSE	FALSE
Cep126	chr9	FALSE	TRUE
Cep128	chr12	FALSE	FALSE
Cep131	chr11	TRUE	FALSE
Cep135	chr5	TRUE	TRUE
Cep152	chr2	FALSE	FALSE
Cep162	chr9	FALSE	TRUE
Cep164	chr9	FALSE	FALSE
Cep170	chr1	FALSE	TRUE
Cep170b	chr12	TRUE	TRUE
Cep19	chr16	TRUE	FALSE
Cep192	chr18	FALSE	TRUE
Cep250	chr2	FALSE	TRUE
Cep290	chr10	FALSE	TRUE
Cep295	chr9	FALSE	FALSE
Cep295nl	chr11	TRUE	TRUE
Cep350	chr1	TRUE	TRUE
Cep41	chr6	FALSE	FALSE
Cep44	chr8	FALSE	FALSE
Cep55	chr19	FALSE	FALSE
Cep57	chr9	FALSE	FALSE
Cep57l1	chr10	FALSE	TRUE
Cep63	chr9	FALSE	FALSE
