gene_name	chr	intron_has_enhancer	gene_mch_sig
Exoc3l	chr8	FALSE	TRUE
Exoc3l2	chr7	FALSE	FALSE
Exoc3l4	chr12	FALSE	TRUE
Exoc4	chr6	TRUE	TRUE
Exoc5	chr14	FALSE	FALSE
Exoc6	chr19	TRUE	TRUE
Exoc6b	chr6	TRUE	TRUE
Exoc7	chr11	TRUE	FALSE
Exog	chr9	FALSE	TRUE
Exosc1	chr19	FALSE	FALSE
Exosc10	chr4	FALSE	FALSE
Exosc2	chr2	FALSE	FALSE
Exosc3	chr4	FALSE	FALSE
Exosc4	chr15	FALSE	FALSE
Exosc5	chr7	FALSE	FALSE
Exosc7	chr9	FALSE	FALSE
Exosc8	chr3	FALSE	FALSE
Exosc9	chr3	FALSE	FALSE
Exph5	chr9	TRUE	TRUE
Ext1	chr15	TRUE	TRUE
Ext2	chr2	TRUE	TRUE
Extl1	chr4	FALSE	FALSE
Extl2	chr3	TRUE	FALSE
Extl3	chr14	TRUE	TRUE
Eya1	chr1	FALSE	TRUE
Eya2	chr2	TRUE	TRUE
Eya3	chr4	FALSE	TRUE
Eya4	chr10	FALSE	FALSE
Ezh1	chr11	FALSE	FALSE
Ezh2	chr6	FALSE	FALSE
Ezr	chr17	FALSE	TRUE
F10	chr8	FALSE	FALSE
F11	chr8	FALSE	FALSE
F11r	chr1	FALSE	TRUE
F12	chr13	FALSE	TRUE
F13a1	chr13	FALSE	TRUE
F13b	chr1	FALSE	TRUE
F2	chr2	FALSE	FALSE
F2r	chr13	FALSE	FALSE
F2rl1	chr13	FALSE	FALSE
F2rl2	chr13	FALSE	FALSE
F3	chr3	FALSE	FALSE
F5	chr1	TRUE	FALSE
F7	chr8	TRUE	FALSE
F8	chrX	FALSE	TRUE
F830016B08Rik	chr18	FALSE	FALSE
F830045P16Rik	chr2	TRUE	TRUE
F9	chrX	FALSE	FALSE
Fa2h	chr8	TRUE	FALSE
Faah	chr4	FALSE	TRUE
Faap100	chr11	FALSE	FALSE
Faap20	chr4	FALSE	TRUE
Faap24	chr7	FALSE	FALSE
Fabp1	chr6	FALSE	FALSE
Fabp12	chr3	FALSE	TRUE
Fabp2	chr3	FALSE	FALSE
Fabp3	chr4	FALSE	FALSE
Fabp5	chr3	FALSE	FALSE
Fabp6	chr11	FALSE	TRUE
Fabp7	chr10	FALSE	FALSE
Fabp9	chr3	FALSE	FALSE
Fadd	chr7	FALSE	FALSE
Fads1	chr19	TRUE	FALSE
Fads2	chr19	FALSE	FALSE
Fads2b	chr2	FALSE	TRUE
Fads3	chr19	FALSE	FALSE
Fads6	chr11	FALSE	TRUE
Faf1	chr4	TRUE	TRUE
Faf2	chr13	FALSE	FALSE
Fah	chr7	TRUE	FALSE
Fahd2a	chr2	FALSE	FALSE
Faim	chr9	TRUE	FALSE
Faim2	chr15	FALSE	FALSE
Faiml	chr9	FALSE	FALSE
Fam102a	chr2	TRUE	FALSE
Fam102b	chr3	TRUE	TRUE
Fam104a	chr11	FALSE	FALSE
Fam107a	chr14	TRUE	TRUE
Fam107b	chr2	TRUE	TRUE
Fam110a	chr2	TRUE	FALSE
Fam110b	chr4	TRUE	FALSE
Fam110c	chr12	FALSE	FALSE
Fam111a	chr19	FALSE	FALSE
Fam114a1	chr5	TRUE	TRUE
Fam114a2	chr11	FALSE	FALSE
Fam117a	chr11	FALSE	TRUE
Fam117b	chr1	TRUE	TRUE
Fam118a	chr15	FALSE	FALSE
Fam118b	chr9	FALSE	FALSE
Fam120a	chr13	FALSE	TRUE
Fam120b	chr17	FALSE	TRUE
Fam120c	chrX	TRUE	TRUE
Fam122b	chrX	FALSE	FALSE
Fam122c	chrX	FALSE	FALSE
Fam124a	chr14	FALSE	FALSE
Fam124b	chr1	FALSE	FALSE
Fam126a	chr5	FALSE	TRUE
Fam126b	chr1	FALSE	TRUE
Fam129a	chr1	FALSE	TRUE
Fam129b	chr2	FALSE	TRUE
Fam129c	chr8	FALSE	FALSE
Fam131a	chr16	TRUE	FALSE
Fam131b	chr6	TRUE	FALSE
Fam131c	chr4	FALSE	FALSE
Fam133b	chr5	FALSE	FALSE
Fam135a	chr1	TRUE	FALSE
Fam135b	chr15	TRUE	TRUE
Fam136a	chr6	FALSE	FALSE
Fam13a	chr6	FALSE	FALSE
Fam13b	chr18	TRUE	FALSE
Fam13c	chr10	TRUE	TRUE
Fam149a	chr8	FALSE	FALSE
Fam149b	chr14	FALSE	FALSE
Fam151a	chr4	FALSE	FALSE
Fam151b	chr13	FALSE	FALSE
Fam155a	chr8	TRUE	TRUE
Fam160a1	chr3	TRUE	TRUE
Fam160a2	chr7	FALSE	TRUE
Fam160b1	chr19	FALSE	FALSE
Fam160b2	chr14	TRUE	TRUE
Fam161a	chr11	FALSE	FALSE
Fam161b	chr12	FALSE	FALSE
Fam162a	chr16	FALSE	TRUE
Fam162b	chr10	FALSE	FALSE
Fam163a	chr1	FALSE	TRUE
Fam163b	chr2	FALSE	TRUE
Fam166a	chr2	FALSE	FALSE
Fam166b	chr4	FALSE	FALSE
Fam166c	chr5	FALSE	FALSE
Fam167a	chr14	FALSE	TRUE
Fam167b	chr4	FALSE	FALSE
Fam168a	chr7	TRUE	TRUE
Fam168b	chr1	FALSE	TRUE
Fam169a	chr13	FALSE	TRUE
Fam169b	chr7	FALSE	TRUE
Fam170a	chr18	FALSE	FALSE
Fam170b	chr14	FALSE	FALSE
Fam171a1	chr2	TRUE	TRUE
Fam171a2	chr11	FALSE	FALSE
Fam171b	chr2	TRUE	FALSE
Fam172a	chr13	FALSE	TRUE
Fam173a	chr17	FALSE	FALSE
Fam174a	chr1	TRUE	FALSE
Fam174b	chr7	FALSE	FALSE
Fam174c	chr10	FALSE	FALSE
Fam178b	chr1	TRUE	FALSE
Fam180a	chr6	FALSE	TRUE
Fam181a	chr12	FALSE	FALSE
Fam183b	chr11	FALSE	FALSE
Fam184a	chr10	TRUE	FALSE
Fam184b	chr5	TRUE	FALSE
Fam185a	chr5	TRUE	TRUE
Fam186a	chr15	FALSE	TRUE
Fam186b	chr15	FALSE	TRUE
Fam187b	chr7	FALSE	TRUE
Fam189a1	chr7	TRUE	FALSE
Fam189a2	chr19	TRUE	TRUE
Fam189b	chr3	FALSE	FALSE
Fam192a	chr8	TRUE	TRUE
Fam193a	chr5	TRUE	TRUE
Fam193b	chr13	FALSE	FALSE
Fam199x	chrX	FALSE	FALSE
Fam204a	chr19	TRUE	FALSE
Fam205a1	chr4	FALSE	FALSE
Fam205c	chr4	FALSE	FALSE
Fam207a	chr10	TRUE	FALSE
Fam209	chr2	FALSE	FALSE
Fam20a	chr11	FALSE	TRUE
Fam20b	chr1	TRUE	TRUE
Fam20c	chr5	FALSE	TRUE
Fam210a	chr18	TRUE	FALSE
Fam210b	chr2	FALSE	FALSE
Fam214a	chr9	FALSE	TRUE
Fam214b	chr4	FALSE	FALSE
Fam216a	chr5	FALSE	FALSE
Fam216b	chr14	FALSE	TRUE
Fam217a	chr13	FALSE	FALSE
Fam217b	chr2	FALSE	FALSE
Fam219a	chr4	TRUE	TRUE
Fam219b	chr9	FALSE	FALSE
Fam220a	chr5	FALSE	FALSE
Fam221a	chr6	FALSE	TRUE
Fam221b	chr4	FALSE	FALSE
Fam222a	chr5	FALSE	TRUE
Fam222b	chr11	FALSE	TRUE
Fam227a	chr15	FALSE	FALSE
Fam227b	chr2	FALSE	FALSE
Fam228a	chr12	FALSE	TRUE
Fam228b	chr12	FALSE	FALSE
Fam229b	chr10	FALSE	FALSE
Fam234a	chr17	FALSE	FALSE
Fam234b	chr6	FALSE	TRUE
Fam240a	chr9	FALSE	FALSE
Fam240b	chr13	FALSE	FALSE
Fam241a	chr3	FALSE	FALSE
Fam241b	chr10	FALSE	FALSE
Fam24a	chr7	FALSE	FALSE
Fam24b	chr7	FALSE	FALSE
Fam25c	chr14	FALSE	FALSE
Fam32a	chr8	FALSE	FALSE
Fam3a	chrX	FALSE	FALSE
Fam3b	chr16	FALSE	TRUE
Fam3c	chr6	FALSE	TRUE
Fam45a	chr19	FALSE	FALSE
Fam47e	chr5	FALSE	FALSE
Fam49a	chr12	TRUE	TRUE
Fam49b	chr15	TRUE	TRUE
Fam50a	chrX	FALSE	FALSE
Fam50b	chr13	FALSE	FALSE
Fam53a	chr5	TRUE	FALSE
Fam53b	chr7	FALSE	TRUE
Fam53c	chr18	TRUE	FALSE
Fam57a	chr11	FALSE	FALSE
Fam57b	chr7	FALSE	FALSE
Fam71b	chr11	FALSE	FALSE
Fam71d	chr12	FALSE	TRUE
Fam71e1	chr7	FALSE	FALSE
Fam71e2	chr7	FALSE	FALSE
Fam71f1	chr6	FALSE	FALSE
Fam71f2	chr6	FALSE	TRUE
Fam72a	chr1	FALSE	TRUE
Fam76a	chr4	FALSE	FALSE
Fam76b	chr9	FALSE	FALSE
Fam78a	chr2	FALSE	TRUE
Fam78b	chr1	TRUE	TRUE
Fam81a	chr9	FALSE	TRUE
Fam81b	chr13	TRUE	TRUE
Fam83a	chr15	FALSE	FALSE
Fam83b	chr9	FALSE	FALSE
Fam83c	chr2	FALSE	FALSE
Fam83d	chr2	FALSE	FALSE
Fam83e	chr7	FALSE	FALSE
Fam83f	chr15	FALSE	FALSE
Fam83g	chr11	FALSE	TRUE
Fam83h	chr15	FALSE	FALSE
Fam89a	chr8	FALSE	FALSE
Fam89b	chr19	FALSE	FALSE
Fam8a1	chr13	FALSE	FALSE
Fam90a1a	chr8	FALSE	FALSE
Fam90a1b	chrX	FALSE	FALSE
Fam91a1	chr15	FALSE	FALSE
Fam92a	chr4	FALSE	TRUE
Fam92b	chr8	TRUE	TRUE
Fam98a	chr17	FALSE	FALSE
Fam98b	chr2	TRUE	FALSE
Fam98c	chr7	FALSE	FALSE
Fan1	chr7	FALSE	FALSE
Fanca	chr8	FALSE	FALSE
Fancb	chrX	FALSE	FALSE
Fancc	chr13	TRUE	TRUE
Fancd2	chr6	FALSE	FALSE
Fancd2os	chr6	FALSE	FALSE
Fance	chr17	FALSE	FALSE
Fancg	chr4	FALSE	FALSE
Fanci	chr7	FALSE	TRUE
Fancl	chr11	TRUE	FALSE
Fancm	chr12	FALSE	TRUE
Fank1	chr7	TRUE	FALSE
Fap	chr2	FALSE	FALSE
Far1	chr7	FALSE	TRUE
Far2	chr6	FALSE	TRUE
Farp1	chr14	TRUE	TRUE
Farp2	chr1	FALSE	TRUE
Fars2	chr13	TRUE	TRUE
Farsa	chr8	FALSE	FALSE
Farsb	chr1	TRUE	TRUE
Fas	chr19	FALSE	FALSE
Fasl	chr1	FALSE	FALSE
Fasn	chr11	FALSE	FALSE
Fastk	chr5	FALSE	FALSE
Fastkd1	chr2	FALSE	FALSE
Fastkd2	chr1	FALSE	FALSE
Fastkd3	chr13	FALSE	FALSE
Fastkd5	chr2	FALSE	FALSE
Fat1	chr8	TRUE	FALSE
Fat2	chr11	TRUE	TRUE
Fat3	chr9	TRUE	TRUE
Fat4	chr3	FALSE	FALSE
Fate1	chrX	FALSE	FALSE
Fau	chr19	FALSE	FALSE
Faxc	chr4	TRUE	TRUE
Fbf1	chr11	FALSE	TRUE
Fbh1	chr2	TRUE	TRUE
Fbl	chr7	FALSE	FALSE
Fblim1	chr4	FALSE	FALSE
Fbln1	chr15	FALSE	FALSE
Fbln2	chr6	FALSE	TRUE
Fbln5	chr12	TRUE	TRUE
Fbln7	chr2	TRUE	TRUE
Fbn1	chr2	FALSE	FALSE
Fbn2	chr18	FALSE	FALSE
Fbp1	chr13	FALSE	TRUE
Fbp2	chr13	FALSE	FALSE
Fbrs	chr7	FALSE	FALSE
Fbrsl1	chr5	TRUE	TRUE
Fbxl12	chr9	FALSE	FALSE
Fbxl13	chr5	TRUE	FALSE
Fbxl15	chr19	FALSE	FALSE
Fbxl16	chr17	FALSE	FALSE
Fbxl17	chr17	TRUE	TRUE
Fbxl18	chr5	FALSE	TRUE
Fbxl19	chr7	FALSE	FALSE
Fbxl2	chr9	FALSE	TRUE
Fbxl20	chr11	FALSE	TRUE
Fbxl21	chr13	FALSE	FALSE
Fbxl22	chr9	FALSE	FALSE
Fbxl3	chr14	TRUE	FALSE
Fbxl4	chr4	TRUE	TRUE
Fbxl5	chr5	FALSE	TRUE
Fbxl6	chr15	FALSE	FALSE
Fbxl7	chr15	TRUE	TRUE
Fbxl8	chr8	FALSE	TRUE
Fbxo10	chr4	TRUE	TRUE
Fbxo11	chr17	TRUE	TRUE
Fbxo15	chr18	FALSE	FALSE
Fbxo16	chr14	FALSE	FALSE
Fbxo17	chr7	FALSE	FALSE
Fbxo2	chr4	FALSE	TRUE
Fbxo21	chr5	FALSE	FALSE
Fbxo22	chr9	FALSE	FALSE
Fbxo24	chr5	FALSE	TRUE
Fbxo25	chr8	FALSE	FALSE
Fbxo27	chr7	FALSE	FALSE
Fbxo28	chr1	FALSE	FALSE
Fbxo3	chr2	TRUE	FALSE
Fbxo30	chr10	TRUE	FALSE
Fbxo31	chr8	TRUE	FALSE
Fbxo32	chr15	FALSE	FALSE
Fbxo33	chr12	FALSE	TRUE
Fbxo34	chr14	TRUE	TRUE
Fbxo36	chr1	TRUE	FALSE
Fbxo38	chr18	FALSE	FALSE
Fbxo39	chr11	FALSE	FALSE
Fbxo4	chr15	FALSE	FALSE
Fbxo40	chr16	FALSE	FALSE
Fbxo41	chr6	FALSE	TRUE
Fbxo42	chr4	FALSE	TRUE
Fbxo43	chr15	FALSE	FALSE
Fbxo44	chr4	FALSE	FALSE
Fbxo45	chr16	FALSE	TRUE
Fbxo46	chr7	FALSE	FALSE
Fbxo47	chr11	FALSE	FALSE
Fbxo48	chr11	FALSE	FALSE
Fbxo5	chr10	FALSE	FALSE
Fbxo6	chr4	FALSE	TRUE
Fbxo7	chr10	FALSE	FALSE
Fbxo8	chr8	TRUE	FALSE
Fbxo9	chr9	FALSE	FALSE
Fbxw10	chr11	FALSE	FALSE
Fbxw11	chr11	TRUE	TRUE
Fbxw13	chr9	FALSE	FALSE
Fbxw14	chr9	FALSE	FALSE
Fbxw15	chr9	FALSE	FALSE
Fbxw16	chr9	FALSE	FALSE
Fbxw17	chr13	FALSE	FALSE
Fbxw18	chr9	FALSE	FALSE
Fbxw19	chr9	FALSE	FALSE
Fbxw2	chr2	TRUE	TRUE
Fbxw20	chr9	FALSE	FALSE
Fbxw21	chr9	FALSE	FALSE
Fbxw22	chr9	FALSE	FALSE
Fbxw24	chr9	FALSE	FALSE
Fbxw25	chr9	FALSE	FALSE
Fbxw26	chr9	FALSE	FALSE
Fbxw27	chr9	FALSE	FALSE
Fbxw28	chr9	FALSE	TRUE
Fbxw4	chr19	TRUE	TRUE
Fbxw5	chr2	FALSE	FALSE
Fbxw7	chr3	TRUE	TRUE
Fbxw8	chr5	FALSE	TRUE
Fbxw9	chr8	FALSE	FALSE
Fcamr	chr1	FALSE	FALSE
Fcer1a	chr1	FALSE	FALSE
Fcer1g	chr1	FALSE	FALSE
Fcer2a	chr8	TRUE	FALSE
Fcf1	chr12	FALSE	FALSE
Fcgbp	chr7	FALSE	FALSE
Fcgr1	chr3	FALSE	FALSE
Fcgr2b	chr1	TRUE	FALSE
Fcgr3	chr1	FALSE	FALSE
Fcgr4	chr1	FALSE	FALSE
Fcgrt	chr7	FALSE	FALSE
Fcho1	chr8	TRUE	FALSE
Fcho2	chr13	TRUE	TRUE
Fchsd1	chr18	TRUE	FALSE
Fchsd2	chr7	TRUE	TRUE
Fcmr	chr1	FALSE	TRUE
Fcna	chr2	FALSE	FALSE
Fcnb	chr2	FALSE	FALSE
Fcor	chr8	FALSE	FALSE
Fcrl1	chr3	FALSE	TRUE
Fcrl5	chr3	FALSE	TRUE
Fcrl6	chr1	FALSE	FALSE
Fcrla	chr1	FALSE	FALSE
Fcrlb	chr1	FALSE	FALSE
Fcrls	chr3	FALSE	FALSE
Fcsk	chr8	TRUE	FALSE
Fdft1	chr14	TRUE	FALSE
Fdps	chr3	FALSE	FALSE
Fdx1	chr9	FALSE	FALSE
Fdx2	chr9	FALSE	FALSE
Fdxacb1	chr9	FALSE	FALSE
Fdxr	chr11	FALSE	FALSE
Fech	chr18	FALSE	FALSE
Fem1b	chr9	FALSE	FALSE
Fem1c	chr18	TRUE	FALSE
Fen1	chr19	FALSE	FALSE
Fer	chr17	TRUE	TRUE
Fer1l4	chr2	FALSE	TRUE
Fer1l5	chr1	FALSE	TRUE
Fer1l6	chr15	TRUE	TRUE
Fermt1	chr2	FALSE	TRUE
Fermt2	chr14	TRUE	TRUE
Fermt3	chr19	FALSE	FALSE
Fes	chr7	FALSE	FALSE
Fetub	chr16	FALSE	FALSE
Fev	chr1	FALSE	FALSE
Fez1	chr9	TRUE	FALSE
Fez2	chr17	TRUE	TRUE
Fezf1	chr6	FALSE	FALSE
Fezf2	chr14	FALSE	TRUE
Ffar2	chr7	FALSE	FALSE
Ffar4	chr19	FALSE	FALSE
Fga	chr3	FALSE	FALSE
Fgb	chr3	FALSE	FALSE
Fgd1	chrX	TRUE	TRUE
Fgd2	chr17	FALSE	FALSE
Fgd3	chr13	FALSE	TRUE
Fgd4	chr16	TRUE	TRUE
Fgd5	chr6	TRUE	TRUE
Fgd6	chr10	TRUE	FALSE
Fgf1	chr18	TRUE	TRUE
Fgf10	chr13	FALSE	FALSE
Fgf11	chr11	FALSE	FALSE
Fgf12	chr16	TRUE	TRUE
Fgf13	chrX	TRUE	FALSE
Fgf14	chr14	FALSE	TRUE
Fgf15	chr7	FALSE	FALSE
Fgf16	chrX	FALSE	FALSE
Fgf17	chr14	FALSE	FALSE
Fgf18	chr11	FALSE	FALSE
Fgf2	chr3	FALSE	FALSE
Fgf20	chr8	TRUE	TRUE
Fgf21	chr7	FALSE	FALSE
Fgf22	chr10	FALSE	FALSE
Fgf23	chr6	FALSE	FALSE
Fgf3	chr7	FALSE	FALSE
Fgf4	chr7	FALSE	TRUE
Fgf5	chr5	FALSE	TRUE
Fgf6	chr6	FALSE	FALSE
Fgf7	chr2	FALSE	FALSE
Fgf8	chr19	FALSE	FALSE
Fgf9	chr14	TRUE	FALSE
Fgfbp1	chr5	FALSE	FALSE
Fgfbp3	chr19	FALSE	FALSE
Fgfr1	chr8	FALSE	FALSE
Fgfr1op	chr17	FALSE	FALSE
Fgfr1op2	chr6	FALSE	TRUE
Fgfr2	chr7	TRUE	TRUE
Fgfr3	chr5	FALSE	TRUE
Fgfr4	chr13	FALSE	TRUE
Fgfrl1	chr5	FALSE	FALSE
Fgg	chr3	FALSE	FALSE
Fggy	chr4	TRUE	FALSE
Fgl1	chr8	FALSE	FALSE
Fgl2	chr5	FALSE	FALSE
Fgr	chr4	FALSE	FALSE
Fh1	chr1	FALSE	FALSE
Fhad1	chr4	TRUE	TRUE
Fhdc1	chr3	FALSE	TRUE
Fhit	chr14	TRUE	FALSE
Fhl1	chrX	TRUE	TRUE
Fhl2	chr1	FALSE	FALSE
Fhl3	chr4	FALSE	FALSE
Fhl4	chr10	FALSE	FALSE
Fhl5	chr4	FALSE	FALSE
Fhod1	chr8	FALSE	FALSE
Fhod3	chr18	TRUE	FALSE
Fibcd1	chr2	TRUE	TRUE
Fibp	chr19	FALSE	FALSE
Ficd	chr5	FALSE	FALSE
Fig4	chr10	TRUE	TRUE
Figla	chr6	FALSE	FALSE
Fign	chr2	FALSE	TRUE
Fignl1	chr11	FALSE	FALSE
Fignl2	chr15	FALSE	TRUE
Filip1	chr9	FALSE	TRUE
Filip1l	chr16	FALSE	TRUE
Fip1l1	chr5	FALSE	TRUE
Fis1	chr5	FALSE	FALSE
Fitm1	chr14	FALSE	FALSE
Fitm2	chr2	FALSE	FALSE
Fiz1	chr7	FALSE	FALSE
Fkbp10	chr11	FALSE	FALSE
Fkbp11	chr15	FALSE	FALSE
Fkbp14	chr6	FALSE	TRUE
Fkbp15	chr4	FALSE	FALSE
Fkbp1a	chr2	FALSE	FALSE
Fkbp1b	chr12	FALSE	FALSE
Fkbp2	chr19	FALSE	FALSE
Fkbp3	chr12	FALSE	FALSE
Fkbp4	chr6	TRUE	FALSE
Fkbp5	chr17	FALSE	TRUE
Fkbp6	chr5	FALSE	FALSE
Fkbp7	chr2	FALSE	FALSE
Fkbp8	chr8	FALSE	FALSE
Fkbp9	chr6	FALSE	TRUE
Fkbpl	chr17	FALSE	FALSE
Fkrp	chr7	FALSE	FALSE
Fktn	chr4	FALSE	FALSE
Flacc1	chr1	FALSE	FALSE
Flad1	chr3	FALSE	FALSE
Flcn	chr11	FALSE	FALSE
Flg	chr3	FALSE	FALSE
Flg2	chr3	FALSE	FALSE
Fli1	chr9	FALSE	FALSE
Flii	chr11	FALSE	FALSE
Flna	chrX	FALSE	FALSE
Flnb	chr14	TRUE	TRUE
Flnc	chr6	FALSE	FALSE
Flot1	chr17	FALSE	FALSE
Flot2	chr11	TRUE	TRUE
Flrt1	chr19	FALSE	FALSE
Flrt2	chr12	FALSE	FALSE
Flrt3	chr2	TRUE	TRUE
Flt1	chr5	FALSE	TRUE
Flt3	chr5	FALSE	TRUE
Flt3l	chr7	FALSE	FALSE
Flt4	chr11	FALSE	TRUE
Flvcr1	chr1	FALSE	FALSE
Flvcr2	chr12	FALSE	FALSE
Flywch1	chr17	FALSE	TRUE
Flywch2	chr17	FALSE	FALSE
Fmc1	chr6	TRUE	FALSE
Fmn1	chr2	TRUE	TRUE
Fmn2	chr1	TRUE	TRUE
Fmnl1	chr11	TRUE	FALSE
Fmnl2	chr2	TRUE	TRUE
Fmnl3	chr15	FALSE	TRUE
Fmo1	chr1	FALSE	FALSE
Fmo2	chr1	FALSE	FALSE
Fmo3	chr1	FALSE	TRUE
Fmo4	chr1	FALSE	TRUE
Fmo5	chr3	FALSE	TRUE
Fmo6	chr1	FALSE	TRUE
Fmo9	chr1	FALSE	FALSE
Fmod	chr1	FALSE	FALSE
Fmr1	chrX	FALSE	FALSE
Fmr1nb	chrX	FALSE	TRUE
Fn1	chr1	FALSE	FALSE
Fn3k	chr11	FALSE	FALSE
Fn3krp	chr11	FALSE	FALSE
Fnbp1	chr2	TRUE	TRUE
Fnbp1l	chr3	FALSE	TRUE
Fnbp4	chr2	FALSE	FALSE
Fnd3c2	chrX	FALSE	FALSE
Fndc1	chr17	FALSE	TRUE
Fndc11	chr2	FALSE	FALSE
Fndc3a	chr14	FALSE	FALSE
Fndc3b	chr3	TRUE	FALSE
Fndc3c1	chrX	FALSE	FALSE
Fndc4	chr5	FALSE	FALSE
Fndc5	chr4	FALSE	FALSE
Fndc7	chr3	FALSE	FALSE
Fndc8	chr11	FALSE	FALSE
Fndc9	chr11	FALSE	FALSE
Fnip1	chr11	FALSE	FALSE
Fnip2	chr3	TRUE	TRUE
Fnta	chr8	FALSE	FALSE
Fntb	chr12	TRUE	TRUE
Focad	chr4	TRUE	TRUE
Folh1	chr7	FALSE	TRUE
Folr1	chr7	FALSE	FALSE
Folr2	chr7	FALSE	FALSE
Fopnl	chr16	FALSE	TRUE
Fos	chr12	FALSE	FALSE
Fosb	chr7	FALSE	FALSE
Fosl1	chr19	FALSE	FALSE
Fosl2	chr5	FALSE	TRUE
Foxa1	chr12	FALSE	FALSE
Foxa2	chr2	FALSE	FALSE
Foxa3	chr7	FALSE	TRUE
Foxb1	chr9	FALSE	FALSE
Foxf1	chr8	FALSE	FALSE
Foxf2	chr13	FALSE	FALSE
Foxh1	chr15	FALSE	FALSE
Foxi1	chr11	FALSE	FALSE
Foxi2	chr7	FALSE	FALSE
Foxi3	chr6	FALSE	FALSE
Foxj1	chr11	FALSE	TRUE
Foxj2	chr6	FALSE	FALSE
Foxj3	chr4	FALSE	TRUE
Foxk1	chr5	TRUE	TRUE
Foxk2	chr11	FALSE	FALSE
Foxm1	chr6	FALSE	FALSE
Foxn1	chr11	FALSE	TRUE
Foxn2	chr17	TRUE	TRUE
Foxn3	chr12	TRUE	TRUE
Foxn4	chr5	FALSE	FALSE
Foxo1	chr3	TRUE	TRUE
Foxo3	chr10	TRUE	TRUE
Foxo4	chrX	FALSE	FALSE
Foxo6	chr4	FALSE	TRUE
Foxp1	chr6	TRUE	TRUE
Foxp2	chr6	FALSE	FALSE
Foxp3	chrX	FALSE	FALSE
Foxp4	chr17	TRUE	TRUE
Foxr1	chr9	FALSE	FALSE
Foxr2	chrX	FALSE	FALSE
Foxred1	chr9	FALSE	FALSE
Foxred2	chr15	FALSE	FALSE
Fpgs	chr2	FALSE	FALSE
Fpgt	chr3	FALSE	FALSE
Fpr1	chr17	FALSE	FALSE
Fpr2	chr17	FALSE	FALSE
Fpr3	chr17	FALSE	FALSE
Fra10ac1	chr19	FALSE	FALSE
Fras1	chr5	FALSE	FALSE
Frem1	chr4	TRUE	TRUE
Frem2	chr3	TRUE	FALSE
Frem3	chr8	FALSE	TRUE
Frg1	chr8	FALSE	FALSE
Frg2f1	chr4	FALSE	FALSE
Frk	chr10	FALSE	FALSE
Frmd3	chr4	FALSE	FALSE
Frmd4a	chr2	TRUE	TRUE
Frmd4b	chr6	TRUE	TRUE
Frmd5	chr2	TRUE	TRUE
Frmd6	chr12	TRUE	TRUE
Frmd7	chrX	FALSE	FALSE
Frmd8	chr19	FALSE	TRUE
Frmpd1	chr4	FALSE	TRUE
Frmpd2	chr14	TRUE	TRUE
Frmpd3	chrX	TRUE	FALSE
Frmpd4	chrX	TRUE	FALSE
Frrs1	chr3	FALSE	FALSE
Frrs1l	chr4	TRUE	TRUE
Frs2	chr10	TRUE	TRUE
Frs3	chr17	FALSE	FALSE
Fry	chr5	TRUE	TRUE
Fryl	chr5	TRUE	TRUE
Frzb	chr2	FALSE	FALSE
Fsbp	chr4	FALSE	FALSE
Fscn1	chr5	FALSE	FALSE
Fscn2	chr11	FALSE	TRUE
Fscn3	chr6	TRUE	FALSE
Fsd1	chr17	FALSE	TRUE
Fsd1l	chr4	TRUE	FALSE
Fsd2	chr7	FALSE	FALSE
Fshb	chr2	FALSE	FALSE
Fshr	chr17	FALSE	FALSE
Fsip1	chr2	TRUE	TRUE
Fsip2	chr2	FALSE	FALSE
Fsip2l	chrX	FALSE	FALSE
Fst	chr13	FALSE	FALSE
Fstl1	chr16	TRUE	FALSE
Fstl3	chr10	FALSE	FALSE
Fstl4	chr11	TRUE	TRUE
Fstl5	chr3	TRUE	FALSE
Ftcd	chr10	FALSE	FALSE
Ftdc1	chr16	FALSE	FALSE
Ftdc2	chr16	FALSE	FALSE
Fth1	chr19	FALSE	FALSE
Fthl17a	chrX	FALSE	FALSE
Ftl1	chr7	FALSE	FALSE
Ftl1-ps1	chr13	FALSE	FALSE
Fto	chr8	TRUE	TRUE
Ftsj1	chrX	FALSE	FALSE
Ftsj3	chr11	FALSE	FALSE
Fubp1	chr3	FALSE	FALSE
Fubp3	chr2	FALSE	TRUE
Fuca1	chr4	FALSE	FALSE
Fuca2	chr10	TRUE	FALSE
Fundc1	chrX	TRUE	FALSE
Fundc2	chrX	FALSE	FALSE
Fuom	chr7	FALSE	FALSE
Furin	chr7	FALSE	TRUE
Fus	chr7	FALSE	FALSE
Fut1	chr7	FALSE	FALSE
Fut10	chr8	TRUE	TRUE
Fut11	chr14	FALSE	FALSE
Fut2	chr7	FALSE	FALSE
Fut7	chr2	FALSE	FALSE
Fut8	chr12	TRUE	TRUE
Fut9	chr4	TRUE	FALSE
Fuz	chr7	FALSE	FALSE
Fxn	chr19	FALSE	FALSE
Fxr1	chr3	TRUE	FALSE
Fxr2	chr11	TRUE	FALSE
Fxyd1	chr7	FALSE	FALSE
Fxyd2	chr9	FALSE	FALSE
Fxyd3	chr7	FALSE	FALSE
Fxyd4	chr6	FALSE	FALSE
Fxyd5	chr7	FALSE	FALSE
Fxyd6	chr9	TRUE	TRUE
Fxyd7	chr7	FALSE	FALSE
Fyb	chr15	FALSE	FALSE
