"SYMBOL","n_mecp2_peaks","n_mecp2_sig_peaks","mecp2_has_sig","mecp2_Fold","mecp2_min_FDR","n_h2a_peaks","n_h2a_sig_peaks","h2a_has_sig","h2a_Fold","h2a_min_FDR","sig","quadrant","go_eligible","has_physical_overlap","n_total_peaks","gene_length","mch_gene_id","mch_chr","mch_start","mch_end","mch_strand","mch_gene_type","mch_gene_length","mch_ctrl","mch_mut","mch_diff","ctrl_M1_mch","ctrl_M2_mch","ctrl_F1_mch","ctrl_F2_mch","mut_M1_mch","mut_M2_mch","mut_F1_mch","mut_F2_mch","n_ch_sites_mean","total_coverage_mean","edger_logFC","edger_logCPM","edger_F","edger_pval","edger_fdr","p_bonferroni","sig_bonferroni","sig_fdr005","sig_fdr010","gencode_chr","gencode_start","gencode_end","mch_sig","mch_sig_vs_mecp2","mch_sig_vs_h2a","mch_direction","quadrant_mecp2","quadrant_h2a"
"Appl2",2,0,FALSE,-0.1029349355,0.599294843,3,2,TRUE,-0.381904305,0.001550829,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,5,48706,"ENSMUSG00000020263.14","chr10",83600032,83648738,"-","protein_coding",48706,0.0161675201504766,0.01619726426509,2.97441146133934e-05,0.0169607793320219,0.0170304177541725,0.0131915868472716,0.0174872966684404,0.0134755073548753,0.0178652361771904,0.0142028517142045,0.0192454618140898,22007.875,443181.25,-0.160826996662734,5.26007181338732,3.56422680526351,0.0702000537161516,0.168181981972479,1,FALSE,FALSE,FALSE,"chr10",83600032,83648737,FALSE,"Not significant","Not significant","mCH not sig","Q3 (down / down)","Q3 (down / down)"
"Aprt",1,0,FALSE,-0.120456593,0.548373376,1,0,FALSE,0.02503466,0.857576944,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,2275,"ENSMUSG00000006589.8","chr8",122574634,122576909,"-","protein_coding",2275,0.0201789368945553,0.0214837055686952,0.00130476867413993,0.0210582791227953,0.0229657794676806,0.0150817484150818,0.0216099405726634,0.0252659574468085,0.023031847133758,0.0211530615447384,0.0164839561494759,1148.25,19418.375,0.155692836250678,1.13553739914737,0.238780800458513,0.629167917899509,0.759487072376606,1,FALSE,FALSE,FALSE,"chr8",122574634,122576908,FALSE,"Not significant","Not significant","mCH not sig","Q2 (down / up)","Q1 (up / up)"
"Aqp1",1,0,FALSE,0.011701034,0.972582866,4,4,TRUE,-0.2687367175,0.00463802,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,FALSE,5,12124,"ENSMUSG00000004655.5","chr6",55336431,55348555,"+","protein_coding",12124,0.02497221540758,0.0234728720217732,-0.00149934338580682,0.0271838853927392,0.0260372619871351,0.0216043810555455,0.0250633331949001,0.018492961634005,0.0250216366958361,0.022838226649754,0.0275386631074975,6075.875,105483.625,-0.242673620641135,3.78024510518049,3.84904048922669,0.0605185495611538,0.151418387107645,1,FALSE,FALSE,FALSE,"chr6",55336431,55348554,FALSE,"Not significant","Not significant","mCH not sig","Q4 (up / down)","Q3 (down / down)"
"Aqp12",1,0,FALSE,-0.039381383,0.885746937,1,0,FALSE,-0.104586887,0.454891816,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,5936,"ENSMUSG00000045091.4","chr1",93006333,93012269,"+","protein_coding",5936,0.0232191818789022,0.0203393562613622,-0.00287982561754006,0.0267691492181288,0.0219673627753053,0.0181643594462671,0.0259758560759077,0.0141937319910355,0.0248799174308285,0.0167193202637008,0.0255644553598839,3087.25,47416.5,-0.489100591663124,2.4583556811631,6.14311241493248,0.0199748414092188,0.0680680389614423,1,FALSE,FALSE,TRUE,"chr1",93006333,93012268,FALSE,"Not significant","Not significant","mCH not sig","Q3 (down / down)","Q3 (down / down)"
"Aqp2",1,0,FALSE,-0.323691418,0.112334224,2,0,FALSE,-0.1262077165,0.053663788,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,3,5493,"ENSMUSG00000023013.5","chr15",99579054,99584547,"+","protein_coding",5493,0.0487856122442037,0.0407888519781711,-0.00799676026603267,0.045753944028532,0.0521603626576002,0.0497585836909871,0.0474695585996956,0.0451995308884592,0.0440865512923159,0.0389585421787671,0.034910783553142,2768.75,47953.75,-0.204031247365969,3.54136977279444,2.3589539853537,0.136597969592767,0.271050354072479,1,FALSE,FALSE,FALSE,"chr15",99579054,99584546,FALSE,"Not significant","Not significant","mCH not sig","Q3 (down / down)","Q3 (down / down)"
"Aqp6",1,1,TRUE,1.098934851,8.89e-07,1,1,TRUE,0.773965096,1.19e-16,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,2,4078,"ENSMUSG00000043144.6","chr15",99601399,99605477,"+","protein_coding",4078,0.0302372211842225,0.0478603137410628,0.0176230925568403,0.0417333867093675,0.024176594253679,0.0232231123231635,0.0318157914506799,0.0416723286678444,0.0571969398217525,0.042484947386191,0.0500870390884634,2086,32120.875,0.494616687114143,2.75732931340414,7.52904451031166,0.0108326781452531,0.0431609085609831,1,FALSE,TRUE,TRUE,"chr15",99601399,99605476,TRUE,"Significant","Significant","mCH up","Q1 (up / up)","Q1 (up / up)"
"Aqp8",1,0,FALSE,-0.023535158,0.937067917,1,0,FALSE,0.001209137,0.993901692,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,5714,"ENSMUSG00000030762.11","chr7",123462290,123468004,"+","protein_coding",5714,0.0402557618038618,0.0433576196891747,0.00310185788531291,0.0408986514339556,0.0378441532053236,0.0398598335523434,0.0424204090238246,0.0376396152107948,0.0485892426935675,0.039190197363959,0.0480114234883775,2728.375,54641.375,-0.00644871780964754,3.5968324201014,0.00253037727396763,0.960263951890927,0.978118798788226,1,FALSE,FALSE,FALSE,"chr7",123462290,123468003,FALSE,"Not significant","Not significant","mCH not sig","Q3 (down / down)","Q4 (up / down)"
"Arap1",5,0,FALSE,-0.075689379,0.557094203,5,1,TRUE,-0.235537059,0.033817262,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,10,64520,"ENSMUSG00000032812.18","chr7",101348066,101412586,"+","protein_coding",64520,0.0252908232174984,0.0228642711215687,-0.00242655209592966,0.0255956805389379,0.0254805033521233,0.0257735875882796,0.0243135213906527,0.0195053217872612,0.0246588041778565,0.0203700554119742,0.0269229031091829,31833,546404.5,-0.274645645801747,6.13366658972135,21.7885817888132,8.00571947471057e-05,0.00093407247089093,1,FALSE,TRUE,TRUE,"chr7",101348066,101412585,TRUE,"Not significant","Significant","mCH down","Q3 (down / down)","Q3 (down / down)"
"Arap2",2,1,TRUE,0.920516352,0.00800279,2,1,TRUE,0.443312048,0.000467778,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,FALSE,4,163715,"ENSMUSG00000037999.13","chr5",62602444,62766159,"-","protein_coding",163715,0.0235544415937322,0.0299100051281336,0.00635556353440141,0.025549264387629,0.0228837614401318,0.0226156639885865,0.0231690765585813,0.0282532870134137,0.0319149753112017,0.0283672304449973,0.0311045277429216,60357.125,1429548,0.281888034639201,7.69575471677675,69.2067644031296,8.16721567623754e-09,4.32923992767797e-07,0.00017230374912158,TRUE,TRUE,TRUE,"chr5",62602444,62766158,TRUE,"Significant","Significant","mCH up","Q1 (up / up)","Q1 (up / up)"
"Arap3",3,0,FALSE,0.044175257,0.860516818,2,0,FALSE,-0.1300574285,0.402473568,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,TRUE,5,26342,"ENSMUSG00000024451.9","chr18",37972627,37998969,"-","protein_coding",26342,0.0211668209179132,0.0207055748877584,-0.00046124603015484,0.0260913017096763,0.0192921124804313,0.0184611939880769,0.0208226754934685,0.0176353700943865,0.0222303515290083,0.0189226167659477,0.0240339611616911,12267.125,223182,-0.187571858513081,4.63903324665907,3.97394500548516,0.0567559038021645,0.144891009500758,1,FALSE,FALSE,FALSE,"chr18",37972627,37998968,FALSE,"Not significant","Not significant","mCH not sig","Q4 (up / down)","Q3 (down / down)"
"Arc",1,0,FALSE,-0.040391447,0.881770729,1,1,TRUE,0.246309791,0.001086712,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,3488,"ENSMUSG00000022602.14","chr15",74669082,74672570,"-","protein_coding",3488,0.0289906813098293,0.025547313097581,-0.00344336821224827,0.0218181818181818,0.0298386712987198,0.027250133143973,0.0370557389784424,0.0186114257970545,0.0256114516842571,0.0265070447654717,0.0314593301435407,1867,30072.5,-0.292076948873171,2.12275830743115,1.53387798028432,0.226552711457996,0.385655189554893,1,FALSE,FALSE,FALSE,"chr15",74669082,74672569,FALSE,"Not significant","Not significant","mCH not sig","Q3 (down / down)","Q4 (up / down)"
"Arf6",1,0,FALSE,0.056101886,0.819436621,1,0,FALSE,0.132237048,0.383230983,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,2,1634,"ENSMUSG00000044147.8","chr12",69372149,69373783,"+","protein_coding",1634,0.027072919178109,0.0190159670471457,-0.00805695213096331,0.0132487667371388,0.0265074279056219,0.0418169672678691,0.0267185148018063,0.011637436485822,0.0210500490677134,0.021059130196186,0.0223172524388614,715,9745,-0.535297321226585,0.260256663418964,1.12289378253388,0.299002408867394,0.46519570943034,1,FALSE,FALSE,FALSE,"chr12",69372149,69373782,FALSE,"Not significant","Not significant","mCH not sig","Q4 (up / down)","Q4 (up / down)"
"Arfgap3",1,0,FALSE,-0.018438963,0.95316171,2,0,FALSE,0.146551954,0.117423148,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,3,50509,"ENSMUSG00000054277.8","chr15",83299738,83350247,"-","protein_coding",50509,0.021380808395962,0.0200862723344668,-0.00129453606149522,0.022043393910599,0.0211567322984566,0.02082833037158,0.0214947770032125,0.0162937191769174,0.0235107046307264,0.0181856016605161,0.0223550638697074,23376.75,475222,-0.240013399395126,5.71868565933106,13.2116290578628,0.00119708264586045,0.00795257675629872,1,FALSE,TRUE,TRUE,"chr15",83299738,83350246,TRUE,"Not significant","Not significant","mCH down","Q3 (down / down)","Q4 (up / down)"
"Arfip1",1,0,FALSE,0.024980367,0.932437669,1,1,TRUE,0.693021643,3.03e-06,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,2,1391424,"ENSMUSG00000074513.9","chr3",84496092,84582625,"-","protein_coding",86533,0.0182598018076897,0.0178585261109638,-0.0004012756967259,0.02058029105988,0.01671611955118,0.0172464220738339,0.018496374545865,0.0140827546854923,0.0197227934859816,0.0170046487348364,0.020623907537545,33301.125,729808.5,-0.196087350809179,6.13953477091934,12.6297717783766,0.00147267201439577,0.0093076577254966,1,FALSE,TRUE,TRUE,"chr3",84496092,84582624,TRUE,"Not significant","Significant","mCH down","Q4 (up / down)","Q4 (up / down)"
"Arg1",3,1,TRUE,1.754200641,3.29e-08,2,2,TRUE,1.562781564,1.86e-22,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,5,12264,"ENSMUSG00000019987.9","chr10",24915220,24927484,"-","protein_coding",12264,0.0150819562783811,0.0137493464566418,-0.0013326098217393,0.0183504707631318,0.0129064721051638,0.0153902662993572,0.0136806159458714,0.0131279651653994,0.0158352032295413,0.0124835742444152,0.0135506431872112,5021.5,102083.25,-0.220290370675157,2.98882171445947,1.8326480068771,0.187420011270064,0.337400800218836,1,FALSE,FALSE,FALSE,"chr10",24915220,24927483,FALSE,"Not significant","Not significant","mCH not sig","Q4 (up / down)","Q4 (up / down)"
"Arg2",1,0,FALSE,-0.00998844,0.977508467,1,0,FALSE,0.171636087,0.135297873,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,25525,"ENSMUSG00000021125.6","chr12",79130776,79156301,"+","protein_coding",25525,0.0155751149824693,0.015812667667379,0.00023755268490973,0.0191249732571289,0.014130801058429,0.0136918323897743,0.0153528532245448,0.0114814213417769,0.019680954542507,0.0129929637626008,0.0190953310226313,10463.25,229854.375,-0.255177029065078,4.25228900563334,6.17435121809962,0.0196930061061083,0.0673033127847995,1,FALSE,FALSE,TRUE,"chr12",79130776,79156300,FALSE,"Not significant","Not significant","mCH not sig","Q3 (down / down)","Q4 (up / down)"
"Arhgap12",1,0,FALSE,-0.037377802,0.890593923,1,1,TRUE,0.913180795,5.11e-18,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,111672,"ENSMUSG00000041225.16","chr18",6024426,6136098,"-","protein_coding",111672,0.0160746502626491,0.0152833179492659,-0.00079133231338322,0.0188398641411467,0.015056497754445,0.0148233300269981,0.0155789091280066,0.0110963053527396,0.0174736959683745,0.0132534019427447,0.0193098685332047,41891.25,901282,-0.326094163732215,6.23241756815665,39.6651599080232,1.12571839011628e-06,2.83215760075963e-05,0.0237492808762833,TRUE,TRUE,TRUE,"chr18",6024426,6136097,TRUE,"Not significant","Significant","mCH down","Q3 (down / down)","Q4 (up / down)"
"Arhgap15",17,0,FALSE,0.031381634,0.065614494,25,11,TRUE,0.451584694,5.38e-15,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,42,647130,"ENSMUSG00000049744.15","chr2",43748823,44395953,"+","protein_coding",647130,0.0370212693028003,0.0376395342074601,0.00061826490465982,0.0379094501859085,0.0363634894114192,0.0367710755862381,0.0370410620276353,0.0347568014877653,0.0395420800603301,0.0360922956032071,0.040166959678538,229283.625,5500211.625,-0.0367072074635546,10.1190432360645,3.85239147808038,0.0604140029212804,0.151246495743474,1,FALSE,FALSE,FALSE,"chr2",43748823,44395952,FALSE,"Not significant","Not significant","mCH not sig","Q4 (up / down)","Q4 (up / down)"
"Arhgap20",1,0,FALSE,-0.008717329,0.981094894,1,0,FALSE,0.153610926,0.30898672,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,88520,"ENSMUSG00000053199.13","chr9",51765336,51853856,"+","protein_coding",88520,0.0193498039166999,0.0186011029913667,-0.00074870092533318,0.0211133147991318,0.0180489957132414,0.0185898067588316,0.0196470983955947,0.0151289886826022,0.0200789237467214,0.0173466734943081,0.021849826041835,35070.625,769312,-0.209157063147527,6.28911582330365,17.118613978264,0.0003242680685983,0.00285998471706453,1,FALSE,TRUE,TRUE,"chr9",51765336,51853855,TRUE,"Not significant","Not significant","mCH down","Q3 (down / down)","Q4 (up / down)"
"Arhgap22",11,0,FALSE,-0.037562304,0.295469237,15,4,TRUE,0.2801945865,0.002598411,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,26,155909,"ENSMUSG00000063506.14","chr14",33214025,33369934,"+","protein_coding",155909,0.0262812350608948,0.0265561941291396,0.00027495906824477,0.028335046554302,0.0254966185388688,0.0251470534948607,0.0261462216555478,0.0235482581886277,0.0284778648750071,0.0254067671319882,0.0287918863209354,71129.75,1426182.75,-0.0772497085653405,7.66073559970059,5.21332316653789,0.0307949181465265,0.0933717143054426,1,FALSE,FALSE,TRUE,"chr14",33214025,33369933,FALSE,"Not significant","Not significant","mCH not sig","Q3 (down / down)","Q4 (up / down)"
"Arhgap23",6,0,FALSE,-0.030047572,0.79202703,3,1,TRUE,-0.434467328,2.98e-05,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,9,86870,"ENSMUSG00000049807.16","chr11",97415532,97502402,"+","protein_coding",86870,0.0292106561832114,0.0244870298786217,-0.00472362630458967,0.0294036089943394,0.0292443246751414,0.0288826366559486,0.0293120544074162,0.0206965714888942,0.0269726311785867,0.0234131639629435,0.0268657528840626,42208.375,780826.75,-0.358211748287987,6.80619498752876,58.6059370631861,3.89034017219734e-08,1.61246574877892e-06,0.00082074506612847,TRUE,TRUE,TRUE,"chr11",97415532,97502401,TRUE,"Not significant","Significant","mCH down","Q3 (down / down)","Q3 (down / down)"
"Arhgap24",2,0,FALSE,-0.0526825335,0.605126781,3,1,TRUE,0.282707181,0.027548692,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,5,416547,"ENSMUSG00000057315.14","chr5",102481390,102897937,"+","protein_coding",416547,0.017920775136382,0.018531316434032,0.00061054129765,0.0200332314087276,0.0168895952816369,0.0172385100753104,0.017521763779853,0.0147267596069129,0.0200545426655022,0.0171888704202317,0.0221550930434812,159799.25,3594984,-0.122155788888298,8.45725302213929,18.2830839158668,0.0002253790445106,0.00214955773148294,1,FALSE,TRUE,TRUE,"chr5",102481390,102897936,TRUE,"Not significant","Significant","mCH down","Q3 (down / down)","Q4 (up / down)"
"Arhgap26",31,19,TRUE,1.844981179,2.54e-30,35,34,TRUE,0.87745264,3.69e-41,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,66,699567,"ENSMUSG00000036452.18","chr18",38993144,39376284,"+","protein_coding",383140,0.0240667114846402,0.0411655718277919,0.0170988603431517,0.0257270096222647,0.023352593795499,0.0232126103692273,0.02397463215157,0.0376731535521374,0.0434192986335345,0.0398322342695883,0.0437376008559075,160940.5,3563067.5,0.704215640764072,9.28252365863893,921.267333305505,6.84028496825398e-22,4.81031639917514e-18,1.44309491975254e-17,TRUE,TRUE,TRUE,"chr18",38676717,39110533,TRUE,"Significant","Significant","mCH up","Q1 (up / up)","Q1 (up / up)"
"Arhgap27",2,0,FALSE,-0.0543171935,0.597805961,4,2,TRUE,-0.6673219925,5.75e-10,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,6,32196,"ENSMUSG00000034255.17","chr11",103331496,103363692,"-","protein_coding",32196,0.0232410103448365,0.0221629378663026,-0.00107807247853391,0.0291421199251039,0.0222944466373782,0.0195309393144039,0.0219965355024601,0.0158470929402195,0.0248317313277928,0.01998938403262,0.0279835431645782,15532.25,262134.625,-0.323188216274515,4.98927388944756,14.356157803707,0.0008045375028546,0.00584883793856772,1,FALSE,TRUE,TRUE,"chr11",103331496,103363691,TRUE,"Not significant","Significant","mCH down","Q3 (down / down)","Q3 (down / down)"
"Arhgap28",3,0,FALSE,0.038885399,0.05898962,3,1,TRUE,0.553082635,4.03e-10,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,6,161408,"ENSMUSG00000024043.13","chr17",67842712,68004120,"-","protein_coding",161408,0.0234339932227521,0.0256021425758896,0.00216814935313755,0.0255386398823476,0.02292033566995,0.0218277480405355,0.0234492492981753,0.0216084321216977,0.0278588561365526,0.0249688884921004,0.0279723935532079,65853.875,1459385.875,0.0152830181734554,7.58737303038166,0.169031151051478,0.684329796742969,0.799895048029609,1,FALSE,FALSE,FALSE,"chr17",67842712,68004119,FALSE,"Not significant","Not significant","mCH not sig","Q1 (up / up)","Q1 (up / up)"
"Arhgap29",1,0,FALSE,0.218324492,0.348918822,2,1,TRUE,0.626327137,1.42e-09,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,3,64213,"ENSMUSG00000039831.16","chr3",121952540,122016753,"+","protein_coding",64213,0.0226042779024345,0.0228586024331221,0.00025432453068761,0.0241907598555265,0.0227436881049067,0.022095189440816,0.0213874742084889,0.0199188977112473,0.0253488783814983,0.0202302673293202,0.0259363663104226,23721.875,538597.875,-0.112366485529134,6.0411613369979,3.94494497602176,0.0576054168458412,0.146421864963459,1,FALSE,FALSE,FALSE,"chr3",121952540,122016752,FALSE,"Not significant","Not significant","mCH not sig","Q4 (up / down)","Q4 (up / down)"
"Arhgap30",1,0,FALSE,0.010009659,0.977605455,1,0,FALSE,-0.054879162,0.735990921,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,FALSE,2,21345,"ENSMUSG00000048865.16","chr1",171388953,171410298,"+","protein_coding",21345,0.0144833351313517,0.0131833145348418,-0.00130002059650987,0.0144631374966969,0.0162001377224679,0.013856440828164,0.0134136244780778,0.0101239094495278,0.0153998197505145,0.0115524465614805,0.0156570823778444,9428.75,189279,-0.324501557574036,3.80775903406773,6.36763705235815,0.0180436496890081,0.0630243174650668,1,FALSE,FALSE,TRUE,"chr1",171388953,171410297,FALSE,"Not significant","Not significant","mCH not sig","Q4 (up / down)","Q3 (down / down)"
"Arhgap32",11,2,TRUE,0.2669953975,2.97e-09,1,0,FALSE,0.198000936,0.103237911,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,12,152311,"ENSMUSG00000041444.14","chr9",32116135,32268446,"+","protein_coding",152311,0.0399558271726267,0.0402195640493369,0.00026373687671019,0.0416361697233317,0.0391108835731946,0.0392894861113523,0.0397867692826283,0.0385339819331247,0.0415389061472365,0.0386001144232373,0.0422052536937492,58767.875,1381213.125,-0.0355713881719245,8.23169174892589,1.48855081771641,0.233348698387756,0.393474804629728,1,FALSE,FALSE,FALSE,"chr9",32116135,32268445,FALSE,"Not significant","Not significant","mCH not sig","Q4 (up / down)","Q4 (up / down)"
"Arhgap33os",1,0,FALSE,0.024608943,0.934418157,1,1,TRUE,-0.264417801,0.013864999,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,FALSE,2,7072,"ENSMUSG00000062132.10","chr7",30515121,30522193,"+","protein_coding",7072,0.0278009995772471,0.0216761056522181,-0.00612489392502899,0.0281107895824721,0.0253247035315581,0.0315454858369273,0.0262230193580308,0.0150905957913425,0.0242606284658041,0.0218850335577183,0.0254681647940075,3711.5,61270.625,-0.537959993794518,3.01230069711753,10.7063010258701,0.00300153563664571,0.016158049840856,1,FALSE,TRUE,TRUE,"chr7",30515121,30522192,TRUE,"Not significant","Significant","mCH down","Q4 (up / down)","Q3 (down / down)"
"Arhgap40",1,0,FALSE,-0.006604925,0.986562486,1,0,FALSE,0.097145032,0.533934688,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,37967,"ENSMUSG00000074625.10","chr2",158512795,158550762,"+","protein_coding",37967,0.0179614573765857,0.0195409134207504,0.00157945604416473,0.0191996198950392,0.0172330919492227,0.0173694361456718,0.0180436815164092,0.0162973414676236,0.0205438187188969,0.0191918778241274,0.0221306156723539,17284.375,333692,0.00680733655066009,5.07277038956676,0.00770841629917316,0.930707571891788,0.961713551921519,1,FALSE,FALSE,FALSE,"chr2",158512795,158550761,FALSE,"Not significant","Not significant","mCH not sig","Q2 (down / up)","Q1 (up / up)"
"Arhgap42",1,0,FALSE,0.126916431,0.582691333,3,1,TRUE,0.385144382,0.012358846,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,4,244773,"ENSMUSG00000050730.17","chr9",8994328,9239101,"-","protein_coding",244773,0.0147737812935652,0.0153358850332232,0.00056210373965804,0.0167290448374453,0.01403947858473,0.0135991844663311,0.0147274172857544,0.011651595790489,0.0169819089488419,0.0143871411825716,0.0183228942109905,96307.25,2140191.125,-0.138177453754254,7.4301154044722,12.8879096441299,0.00134274238359248,0.00866294680937326,1,FALSE,TRUE,TRUE,"chr9",8994328,9239100,TRUE,"Not significant","Significant","mCH down","Q4 (up / down)","Q4 (up / down)"
"Arhgap44",1,0,FALSE,0.031889354,0.90872218,3,1,TRUE,-0.316934242,0.047639427,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,TRUE,4,160923,"ENSMUSG00000033389.16","chr11",65002038,65162961,"-","protein_coding",160923,0.0189981388032388,0.0178342249606877,-0.00116391384255112,0.0209181375980311,0.019163197963313,0.0167653771130497,0.0191458425385614,0.0140201640017022,0.0194791956259846,0.0169954447067627,0.0208420955083012,69807.75,1464118.75,-0.255047907692213,7.17095422127868,30.9246259130386,7.59083936394912e-06,0.00013793620849374,0.160143938061235,FALSE,TRUE,TRUE,"chr11",65002038,65162960,TRUE,"Not significant","Significant","mCH down","Q4 (up / down)","Q3 (down / down)"
"Arhgap45",3,0,FALSE,-0.055545078,0.713500335,2,2,TRUE,-0.38220248,0.006169219,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,5,14820,"ENSMUSG00000035697.14","chr10",80016652,80031472,"+","protein_coding",14820,0.0203853843540413,0.0194565502886257,-0.00092883406541561,0.0254289439374185,0.0201729711574793,0.0146354987451118,0.0213041235761555,0.0184368634124958,0.0234833729684748,0.0172268799553445,0.0186790848181875,7577.125,150808.375,-0.174917347150235,4.00613457290503,1.99999826815107,0.169115370757277,0.314623190199849,1,FALSE,FALSE,FALSE,"chr10",80016652,80031471,FALSE,"Not significant","Not significant","mCH not sig","Q3 (down / down)","Q3 (down / down)"
"Arhgap5",1,0,FALSE,-0.190638475,0.35827195,2,2,TRUE,0.949768343,1.23e-24,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,3,68004,"ENSMUSG00000035133.9","chr12",52503971,52571975,"+","protein_coding",68004,0.0152724497331887,0.0144962054652823,-0.00077624426790638,0.0180490582923158,0.0133906868118774,0.0135868450908296,0.0160632087377319,0.0105408052821115,0.0176564952291004,0.012710777881042,0.0170767434688753,23122.625,498022.25,-0.320814522425344,5.2958826506737,17.0119192718378,0.00033544046023965,0.00294620624049789,1,FALSE,TRUE,TRUE,"chr12",52503971,52571974,TRUE,"Not significant","Significant","mCH down","Q3 (down / down)","Q4 (up / down)"
"Arhgap6",1,0,FALSE,-0.056802296,0.824884541,1,0,FALSE,0.063628275,0.683968944,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,509337,"ENSMUSG00000031355.16","chrX",168795098,169304435,"+","protein_coding",509337,0.0123936304199201,0.0135034265106809,0.0011097960907608,0.0164902344504836,0.0105471691995005,0.0102391622900182,0.0122979557396781,0.0106331729416479,0.0154671032310911,0.0114653246211971,0.0164481052487876,180771,3126809.25,-0.110617088464465,7.70971740176972,4.07943198818744,0.0537826387058674,0.139746758966307,1,FALSE,FALSE,FALSE,"chrX",168795098,169304434,FALSE,"Not significant","Not significant","mCH not sig","Q3 (down / down)","Q4 (up / down)"
"Arhgap9",1,0,FALSE,-0.465451994,0.067205221,1,1,TRUE,-0.269348679,0.001753312,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,7980,"ENSMUSG00000040345.10","chr10",127321963,127329943,"+","protein_coding",7980,0.0296726665169118,0.0260445391351747,-0.00362812738173713,0.035675410906716,0.0254295370217191,0.0311076077134563,0.026478110425756,0.025317564607972,0.0261157859580812,0.0252246600114406,0.0275201459632051,3875.25,63387,-0.246348720262263,3.23840619748117,2.72501474526646,0.110768168210074,0.233337598075679,1,FALSE,FALSE,FALSE,"chr10",127321963,127329942,FALSE,"Not significant","Not significant","mCH not sig","Q3 (down / down)","Q3 (down / down)"
"Arhgef1",3,0,FALSE,-0.118499322,0.4245264,1,1,TRUE,-0.419229464,2.4e-06,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,4,23683,"ENSMUSG00000040940.18","chr7",24902911,24926594,"+","protein_coding",23683,0.0181906608246052,0.0166607722653026,-0.00152988855930261,0.0260317515762265,0.0141999863096008,0.0132955866740812,0.0192353187385125,0.0133329737116553,0.0167932944990077,0.0174368381200209,0.0190799827305266,11497.75,182224.875,-0.290118685156928,4.0773491291814,4.11305092931496,0.0528721773340703,0.137913492237498,1,FALSE,FALSE,FALSE,"chr7",24902911,24926593,FALSE,"Not significant","Not significant","mCH not sig","Q3 (down / down)","Q3 (down / down)"
"Arhgef10",13,1,TRUE,1.230561375,6.79e-09,8,5,TRUE,0.786794008,1.63e-51,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,21,89423,"ENSMUSG00000071176.10","chr8",14911662,15001085,"+","protein_coding",89423,0.0283843705401633,0.0314942888328591,0.00310991829269581,0.0304813882469462,0.0267252265608655,0.0280012988751627,0.0283295684776787,0.0269235324306186,0.0340408208311467,0.0310318656965625,0.0339809363731085,41767,907698,0.052271423141232,7.18313534943239,1.62194474685279,0.214043843270818,0.370582836178515,1,FALSE,FALSE,FALSE,"chr8",14911662,15001084,FALSE,"Not significant","Not significant","mCH not sig","Q1 (up / up)","Q1 (up / up)"
