gene_name	chr	mch_hyper	ov_k27ac_gained
Cacna1d	chr14	FALSE	FALSE
Cacna1e	chr1	FALSE	TRUE
Cacna1g	chr11	FALSE	TRUE
Cacna1h	chr17	FALSE	FALSE
Cacna1i	chr15	FALSE	TRUE
Cacna2d2	chr9	FALSE	TRUE
Cacna2d3	chr14	FALSE	TRUE
Cacna2d4	chr6	FALSE	FALSE
Cacnb2	chr2	FALSE	FALSE
Cacnb4	chr2	FALSE	TRUE
Cacng2	chr15	FALSE	TRUE
Cacng3	chr7	FALSE	FALSE
Cacng5	chr11	FALSE	FALSE
Cacng8	chr7	FALSE	FALSE
Cacul1	chr19	FALSE	FALSE
Cadm1	chr9	FALSE	FALSE
Cadm2	chr16	TRUE	FALSE
Cadps	chr14	FALSE	FALSE
Cadps2	chr6	FALSE	TRUE
Calb2	chr8	TRUE	FALSE
Calca	chr7	FALSE	FALSE
Calcoco1	chr15	FALSE	FALSE
Cald1	chr6	FALSE	FALSE
Caln1	chr5	TRUE	TRUE
Camk1d	chr2	FALSE	FALSE
Camk1g	chr1	FALSE	FALSE
Camk2a	chr18	FALSE	FALSE
Camk2b	chr11	FALSE	TRUE
Camk2g	chr14	FALSE	FALSE
Camk4	chr18	FALSE	TRUE
Camkk2	chr5	FALSE	TRUE
Camkmt	chr17	FALSE	FALSE
Camsap2	chr1	FALSE	FALSE
Camta1	chr4	FALSE	FALSE
Cand1	chr10	FALSE	TRUE
Cap2	chr13	FALSE	FALSE
Capn11	chr17	FALSE	FALSE
Capn5	chr7	FALSE	FALSE
Capn7	chr14	FALSE	FALSE
Caprin2	chr6	FALSE	FALSE
Caps2	chr10	FALSE	FALSE
Capsl	chr15	TRUE	FALSE
Capza1	chr3	FALSE	FALSE
Capzb	chr4	FALSE	TRUE
Car10	chr11	FALSE	TRUE
Car3	chr3	TRUE	FALSE
Car5a	chr8	FALSE	FALSE
Car6	chr4	FALSE	FALSE
Car8	chr4	FALSE	FALSE
Card10	chr15	FALSE	FALSE
Card11	chr5	FALSE	FALSE
Carmil1	chr13	FALSE	TRUE
Casc4	chr2	FALSE	FALSE
Cask	chrX	FALSE	TRUE
Caskin2	chr11	FALSE	FALSE
Casp4	chr9	FALSE	FALSE
Casp7	chr19	FALSE	FALSE
Casr	chr16	FALSE	FALSE
Cast	chr13	FALSE	FALSE
Casz1	chr4	FALSE	FALSE
Catsper1	chr19	FALSE	FALSE
Catspere1	chr1	FALSE	FALSE
Catspere2	chr1	FALSE	FALSE
Cav2	chr6	TRUE	FALSE
Cbfa2t2	chr2	TRUE	FALSE
Cbfa2t3	chr8	FALSE	TRUE
Cbl	chr9	FALSE	FALSE
Cbln3	chr14	FALSE	FALSE
Cbs	chr17	FALSE	FALSE
Cbx5	chr15	FALSE	TRUE
Cc2d1b	chr4	FALSE	FALSE
Cc2d2a	chr5	FALSE	FALSE
Cc2d2b	chr19	FALSE	FALSE
Ccar2	chr14	FALSE	TRUE
Ccbe1	chr18	TRUE	FALSE
Ccdc113	chr8	FALSE	FALSE
Ccdc125	chr13	FALSE	FALSE
Ccdc13	chr9	FALSE	FALSE
Ccdc138	chr10	FALSE	FALSE
Ccdc141	chr2	FALSE	FALSE
Ccdc144b	chr3	FALSE	FALSE
Ccdc146	chr5	FALSE	FALSE
Ccdc149	chr5	FALSE	FALSE
Ccdc15	chr9	FALSE	FALSE
Ccdc150	chr1	FALSE	FALSE
Ccdc157	chr11	FALSE	FALSE
Ccdc158	chr5	FALSE	FALSE
Ccdc163	chr4	FALSE	FALSE
Ccdc167	chr17	FALSE	TRUE
Ccdc171	chr4	FALSE	FALSE
Ccdc173	chr2	FALSE	FALSE
Ccdc177	chr12	FALSE	FALSE
Ccdc187	chr2	FALSE	FALSE
Ccdc192	chr18	TRUE	FALSE
Ccdc28a	chr10	TRUE	FALSE
Ccdc33	chr9	FALSE	FALSE
Ccdc34	chr2	FALSE	FALSE
Ccdc36	chr9	FALSE	FALSE
Ccdc50	chr16	FALSE	FALSE
Ccdc57	chr11	FALSE	FALSE
Ccdc6	chr10	FALSE	TRUE
Ccdc60	chr5	FALSE	FALSE
Ccdc62	chr5	FALSE	FALSE
Ccdc73	chr2	FALSE	FALSE
Ccdc77	chr6	FALSE	TRUE
Ccdc7a	chr8	FALSE	FALSE
Ccdc85a	chr11	FALSE	FALSE
Ccdc88a	chr11	FALSE	TRUE
Ccdc88c	chr12	FALSE	FALSE
Ccdc91	chr6	FALSE	FALSE
Ccdc93	chr1	FALSE	FALSE
Ccl25	chr8	FALSE	TRUE
Ccm2l	chr2	FALSE	FALSE
Ccn4	chr15	FALSE	FALSE
Ccn5	chr2	FALSE	FALSE
Ccnd3	chr17	FALSE	FALSE
Ccnk	chr12	FALSE	FALSE
Ccnt1	chr15	FALSE	FALSE
Ccny	chr18	FALSE	TRUE
Ccr7	chr11	FALSE	FALSE
Ccr9	chr9	FALSE	FALSE
Ccser1	chr6	FALSE	FALSE
Ccser2	chr14	FALSE	FALSE
Cct8	chr16	FALSE	FALSE
Ccz1	chr5	FALSE	FALSE
Cd163	chr6	TRUE	FALSE
Cd2	chr3	FALSE	FALSE
Cd200r3	chr16	TRUE	FALSE
Cd200r4	chr16	FALSE	FALSE
Cd247	chr1	FALSE	FALSE
Cd276	chr9	TRUE	FALSE
Cd28	chr1	FALSE	FALSE
Cd2ap	chr17	FALSE	FALSE
Cd300e	chr11	TRUE	FALSE
Cd300ld3	chr11	TRUE	FALSE
Cd302	chr2	FALSE	FALSE
Cd34	chr1	TRUE	FALSE
Cd36	chr5	FALSE	FALSE
Cd40	chr2	TRUE	FALSE
Cd46	chr1	FALSE	FALSE
Cd47	chr16	TRUE	FALSE
Cd48	chr1	FALSE	FALSE
Cd59b	chr2	FALSE	FALSE
Cd6	chr19	TRUE	FALSE
Cd82	chr2	FALSE	FALSE
Cd83	chr13	TRUE	FALSE
Cd86	chr16	FALSE	FALSE
Cd8b1	chr6	FALSE	FALSE
Cd99l2	chrX	FALSE	FALSE
Cdan1	chr2	FALSE	TRUE
Cdc14a	chr3	FALSE	FALSE
Cdc14b	chr13	FALSE	TRUE
Cdc26	chr4	FALSE	FALSE
Cdc40	chr10	TRUE	FALSE
Cdc42bpa	chr1	FALSE	TRUE
Cdc42bpb	chr12	FALSE	FALSE
Cdc42bpg	chr19	FALSE	FALSE
Cdc42ep2	chr19	FALSE	FALSE
Cdc42ep4	chr11	FALSE	TRUE
Cdc42ep5	chr7	FALSE	FALSE
Cdc42se2	chr11	FALSE	FALSE
Cdc5l	chr17	FALSE	TRUE
Cdc73	chr1	FALSE	TRUE
Cdca2	chr14	FALSE	FALSE
Cdcp3	chr7	FALSE	FALSE
Cdh1	chr8	FALSE	FALSE
Cdh10	chr15	TRUE	FALSE
Cdh11	chr8	FALSE	TRUE
Cdh12	chr15	FALSE	FALSE
Cdh13	chr8	FALSE	TRUE
Cdh2	chr18	FALSE	TRUE
Cdh20	chr1	TRUE	FALSE
Cdh22	chr2	FALSE	FALSE
Cdh4	chr2	FALSE	TRUE
Cdh6	chr15	FALSE	FALSE
Cdh7	chr1	TRUE	FALSE
Cdh9	chr15	FALSE	FALSE
Cdhr2	chr13	FALSE	FALSE
Cdip1	chr16	FALSE	FALSE
Cdk12	chr11	FALSE	FALSE
Cdk13	chr13	FALSE	TRUE
Cdk15	chr1	TRUE	FALSE
Cdk17	chr10	TRUE	FALSE
Cdk19	chr10	TRUE	FALSE
Cdk5rap1	chr2	FALSE	FALSE
Cdk6	chr5	FALSE	TRUE
Cdk8	chr5	FALSE	TRUE
Cdkl1	chr12	FALSE	FALSE
Cdkl2	chr5	FALSE	FALSE
Cdkl3	chr11	FALSE	FALSE
Cdkl5	chrX	FALSE	TRUE
Cdon	chr9	FALSE	FALSE
Cds1	chr5	FALSE	FALSE
Cds2	chr2	FALSE	FALSE
Cdsn	chr17	FALSE	FALSE
Cdyl2	chr8	FALSE	FALSE
Ceacam1	chr7	FALSE	FALSE
Ceacam13	chr7	FALSE	FALSE
Ceacam16	chr7	FALSE	FALSE
Ceacam20	chr7	FALSE	FALSE
Cebpg	chr7	FALSE	FALSE
Cecr2	chr6	FALSE	TRUE
Cela2a	chr4	FALSE	FALSE
Cela3b	chr4	FALSE	FALSE
Celf1	chr2	FALSE	FALSE
Celf4	chr18	FALSE	TRUE
Cemip	chr7	FALSE	FALSE
Cenpf	chr1	TRUE	FALSE
Cenpj	chr14	TRUE	FALSE
Cenpp	chr13	FALSE	FALSE
Cep104	chr4	FALSE	FALSE
Cep112	chr11	FALSE	FALSE
Cep126	chr9	FALSE	FALSE
Cep128	chr12	TRUE	FALSE
Cep135	chr5	FALSE	FALSE
Cep162	chr9	FALSE	FALSE
Cep170	chr1	FALSE	FALSE
Cep170b	chr12	FALSE	TRUE
Cep192	chr18	FALSE	FALSE
Cep250	chr2	FALSE	FALSE
Cep290	chr10	FALSE	FALSE
Cep295nl	chr11	FALSE	FALSE
Cep350	chr1	FALSE	FALSE
Cep57l1	chr10	FALSE	FALSE
Cep70	chr9	FALSE	FALSE
Cep83	chr10	FALSE	FALSE
Cept1	chr3	FALSE	FALSE
Cerkl	chr2	TRUE	FALSE
Cers3	chr7	FALSE	FALSE
Cers4	chr8	FALSE	TRUE
Cers6	chr2	FALSE	TRUE
Ces1c	chr8	FALSE	FALSE
Ces1e	chr8	FALSE	FALSE
Ces1g	chr8	FALSE	FALSE
Ces2e	chr8	FALSE	FALSE
Cfap161	chr7	TRUE	FALSE
Cfap221	chr1	FALSE	FALSE
Cfap43	chr19	FALSE	FALSE
Cfap45	chr1	FALSE	FALSE
Cfap46	chr7	FALSE	FALSE
Cfap53	chr18	FALSE	FALSE
Cfap54	chr10	FALSE	FALSE
Cfap57	chr4	FALSE	FALSE
Cfap61	chr2	FALSE	TRUE
Cfap65	chr1	FALSE	FALSE
Cfap74	chr4	FALSE	FALSE
Cfap77	chr2	FALSE	FALSE
Cfdp1	chr8	FALSE	FALSE
Cfh	chr1	FALSE	FALSE
Cftr	chr6	FALSE	FALSE
Chadl	chr15	FALSE	TRUE
Chaf1b	chr16	FALSE	FALSE
Champ1	chr8	FALSE	FALSE
Chchd3	chr6	FALSE	TRUE
Chchd6	chr6	TRUE	FALSE
Chd2	chr7	FALSE	TRUE
Chd6	chr2	FALSE	FALSE
Chd7	chr4	FALSE	TRUE
Chdh	chr14	FALSE	FALSE
Chia1	chr3	TRUE	FALSE
Chil3	chr3	TRUE	FALSE
Chil5	chr3	TRUE	FALSE
Chka	chr19	FALSE	FALSE
Chl1	chr6	TRUE	FALSE
Chmp4b	chr2	FALSE	TRUE
Chmp7	chr14	FALSE	FALSE
Chn1	chr2	FALSE	FALSE
Chn2	chr6	FALSE	TRUE
Chp1	chr2	FALSE	TRUE
Chrdl2	chr7	FALSE	FALSE
Chrm1	chr19	FALSE	FALSE
Chrm3	chr13	TRUE	TRUE
Chrna2	chr14	FALSE	FALSE
Chrna4	chr2	FALSE	FALSE
Chrna5	chr9	FALSE	FALSE
Chrna7	chr7	FALSE	FALSE
Chst10	chr1	FALSE	FALSE
Chst11	chr10	FALSE	FALSE
Chst15	chr7	TRUE	FALSE
Chst3	chr10	FALSE	FALSE
Chst7	chrX	TRUE	FALSE
Chst9	chr18	TRUE	FALSE
Ciao2b	chr8	FALSE	FALSE
Ciita	chr16	FALSE	FALSE
Cilp	chr9	FALSE	FALSE
Cipc	chr12	TRUE	FALSE
Cish	chr9	FALSE	FALSE
Cit	chr5	FALSE	TRUE
Ciz1	chr2	FALSE	FALSE
Ckap5	chr2	FALSE	FALSE
Clasp1	chr1	FALSE	TRUE
Clasp2	chr9	FALSE	FALSE
Clcn1	chr6	FALSE	FALSE
Clcn5	chrX	FALSE	FALSE
Clcnkb	chr4	FALSE	FALSE
Cldn1	chr16	TRUE	FALSE
Cldn10	chr14	FALSE	FALSE
Cldn14	chr16	FALSE	FALSE
Cldn15	chr5	FALSE	FALSE
Clec16a	chr16	FALSE	FALSE
Clec18a	chr8	FALSE	FALSE
Clec2l	chr6	FALSE	TRUE
Clec3a	chr8	FALSE	FALSE
Clec4a4	chr6	FALSE	FALSE
Clec4n	chr6	FALSE	FALSE
Clec5a	chr6	FALSE	FALSE
Clgn	chr8	FALSE	FALSE
Clic4	chr4	FALSE	FALSE
Clic5	chr17	FALSE	FALSE
Clic6	chr16	FALSE	FALSE
Clint1	chr11	FALSE	FALSE
Clip1	chr5	FALSE	TRUE
Clip2	chr5	FALSE	FALSE
Clip4	chr17	FALSE	TRUE
Clmn	chr12	FALSE	FALSE
Clmp	chr9	TRUE	FALSE
Clnk	chr5	TRUE	FALSE
Clns1a	chr7	FALSE	FALSE
Clock	chr5	FALSE	TRUE
Clpb	chr7	FALSE	FALSE
Clptm1	chr7	FALSE	FALSE
Clstn1	chr4	FALSE	TRUE
Clstn2	chr9	FALSE	FALSE
Clstn3	chr6	FALSE	FALSE
Clvs1	chr4	FALSE	TRUE
Clybl	chr14	TRUE	FALSE
Cmah	chr13	FALSE	FALSE
Cmas	chr6	FALSE	TRUE
Cmc2	chr8	FALSE	FALSE
Cmip	chr8	FALSE	TRUE
Cmss1	chr16	FALSE	FALSE
Cmtm4	chr8	FALSE	FALSE
Cmya5	chr13	FALSE	FALSE
Cnbd2	chr2	FALSE	FALSE
Cnbp	chr6	FALSE	FALSE
Cnga3	chr1	FALSE	FALSE
Cngb1	chr8	FALSE	FALSE
Cngb3	chr4	FALSE	FALSE
Cnih3	chr1	FALSE	FALSE
Cnksr1	chr4	FALSE	FALSE
Cnksr2	chrX	FALSE	TRUE
Cnksr3	chr10	FALSE	TRUE
Cnn1	chr9	FALSE	FALSE
Cnn3	chr3	FALSE	TRUE
Cnnm2	chr19	FALSE	TRUE
Cnot1	chr8	FALSE	FALSE
Cnot2	chr10	FALSE	TRUE
Cnot4	chr6	FALSE	FALSE
Cnot6l	chr5	FALSE	FALSE
Cnpy1	chr5	TRUE	FALSE
Cnst	chr1	FALSE	TRUE
Cntfr	chr4	FALSE	TRUE
Cntn1	chr15	FALSE	FALSE
Cntn4	chr6	TRUE	FALSE
Cntn5	chr9	TRUE	FALSE
Cntn6	chr6	TRUE	FALSE
Cntnap2	chr6	FALSE	FALSE
Cntnap3	chr13	FALSE	FALSE
Cntnap4	chr8	FALSE	FALSE
Cntnap5a	chr1	TRUE	TRUE
Cntnap5c	chr17	FALSE	FALSE
Cobl	chr11	TRUE	FALSE
Cobll1	chr2	TRUE	FALSE
Cog2	chr8	FALSE	FALSE
Cog3	chr14	FALSE	FALSE
Cog4	chr8	FALSE	FALSE
Cog5	chr12	TRUE	FALSE
Col11a1	chr3	FALSE	FALSE
Col11a2	chr17	FALSE	FALSE
Col13a1	chr10	FALSE	FALSE
Col14a1	chr15	FALSE	FALSE
Col15a1	chr4	TRUE	FALSE
Col16a1	chr4	FALSE	FALSE
Col19a1	chr1	TRUE	FALSE
Col22a1	chr15	FALSE	FALSE
Col23a1	chr11	FALSE	TRUE
Col25a1	chr3	FALSE	FALSE
Col26a1	chr5	FALSE	FALSE
Col27a1	chr4	FALSE	TRUE
Col28a1	chr6	FALSE	FALSE
Col4a1	chr8	FALSE	FALSE
Col4a2	chr8	FALSE	FALSE
Col4a3	chr1	FALSE	FALSE
Col4a3bp	chr13	FALSE	TRUE
Col4a5	chrX	FALSE	FALSE
Col4a6	chrX	FALSE	FALSE
Col5a1	chr2	FALSE	FALSE
Col5a2	chr1	FALSE	FALSE
Col6a1	chr10	FALSE	FALSE
Col6a3	chr1	FALSE	FALSE
Col6a5	chr9	FALSE	FALSE
Col7a1	chr9	FALSE	FALSE
Col8a1	chr16	FALSE	FALSE
Col8a2	chr4	FALSE	FALSE
Col9a1	chr1	TRUE	FALSE
Col9a3	chr2	FALSE	FALSE
Colec12	chr18	FALSE	FALSE
Colgalt1	chr8	FALSE	FALSE
Colgalt2	chr1	FALSE	FALSE
Commd1	chr11	FALSE	FALSE
Commd1b	chr11	FALSE	FALSE
Commd3	chr2	TRUE	FALSE
Commd9	chr2	FALSE	FALSE
Comt	chr16	FALSE	FALSE
Cop1	chr1	FALSE	FALSE
Copb1	chr7	FALSE	FALSE
Cops3	chr11	FALSE	FALSE
Cops6	chr5	FALSE	FALSE
Copz1	chr15	FALSE	FALSE
Coq10b	chr1	FALSE	FALSE
Coq3	chr4	FALSE	FALSE
Corin	chr5	FALSE	FALSE
Coro1c	chr5	FALSE	TRUE
Coro2a	chr4	FALSE	FALSE
Coro2b	chr9	FALSE	TRUE
Coro7	chr16	FALSE	FALSE
Cox10	chr11	FALSE	FALSE
Cox16	chr12	FALSE	FALSE
Cpa2	chr6	TRUE	FALSE
Cpe	chr8	FALSE	FALSE
Cpeb1	chr7	FALSE	FALSE
Cpeb3	chr19	FALSE	TRUE
Cplane1	chr15	FALSE	TRUE
Cplx1	chr5	FALSE	TRUE
Cpm	chr10	FALSE	FALSE
Cpne2	chr8	FALSE	FALSE
Cpne5	chr17	FALSE	FALSE
Cpne9	chr6	FALSE	TRUE
Cpox	chr16	FALSE	FALSE
Cpq	chr15	FALSE	FALSE
Cps1	chr1	FALSE	FALSE
Cpsf6	chr10	FALSE	FALSE
Cpt1a	chr19	FALSE	FALSE
Cpt1c	chr7	FALSE	FALSE
Cpt2	chr4	FALSE	FALSE
Cr2	chr1	FALSE	FALSE
Cracr2a	chr6	FALSE	FALSE
Cradd	chr10	FALSE	FALSE
Cramp1l	chr17	FALSE	FALSE
Crat	chr2	FALSE	TRUE
Crb1	chr1	FALSE	FALSE
Crb2	chr2	FALSE	FALSE
Crcp	chr5	FALSE	FALSE
Creb1	chr1	FALSE	TRUE
Creb3	chr4	FALSE	FALSE
Creb5	chr6	FALSE	FALSE
Crebbp	chr16	FALSE	TRUE
Crebrf	chr17	FALSE	FALSE
Crem	chr18	FALSE	FALSE
Crim1	chr17	FALSE	FALSE
Crip1	chr12	FALSE	FALSE
Crisp1	chr17	FALSE	FALSE
Crisp2	chr17	FALSE	FALSE
Crkl	chr16	FALSE	FALSE
Crlf1	chr8	FALSE	TRUE
Crmp1	chr5	FALSE	TRUE
Crnkl1	chr2	FALSE	FALSE
Crocc	chr4	FALSE	FALSE
Crocc2	chr1	FALSE	FALSE
Crppa	chr12	FALSE	FALSE
Crtap	chr9	FALSE	FALSE
Crtc1	chr8	FALSE	TRUE
Cry2	chr2	FALSE	FALSE
Crybg1	chr10	FALSE	FALSE
Crybg3	chr16	FALSE	FALSE
Cryl1	chr14	FALSE	FALSE
Crym	chr7	TRUE	FALSE
Cryzl1	chr16	FALSE	FALSE
Cryzl2	chr1	FALSE	FALSE
Cs	chr10	FALSE	FALSE
Csf1r	chr18	FALSE	FALSE
Csf2rb2	chr15	FALSE	FALSE
Csgalnact1	chr8	FALSE	FALSE
Csgalnact2	chr6	FALSE	FALSE
Csmd2	chr4	FALSE	TRUE
Csn3	chr5	FALSE	FALSE
Csnk1e	chr15	FALSE	TRUE
Csnk1g1	chr9	FALSE	TRUE
Csnk1g3	chr18	FALSE	TRUE
Csnka2ip	chr16	FALSE	FALSE
Csrnp3	chr2	FALSE	FALSE
Cst7	chr2	FALSE	FALSE
Cst8	chr2	TRUE	FALSE
Cstad	chr2	FALSE	FALSE
Cstf2	chrX	FALSE	FALSE
Cstf3	chr2	FALSE	FALSE
Ctc1	chr11	FALSE	TRUE
Ctcf	chr8	FALSE	FALSE
Ctdp1	chr18	FALSE	TRUE
Ctf1	chr7	TRUE	FALSE
Cth	chr3	FALSE	FALSE
Ctif	chr18	FALSE	FALSE
Ctnna1	chr18	FALSE	FALSE
Ctnna3	chr10	TRUE	TRUE
Ctnnal1	chr4	FALSE	FALSE
Ctnnbip1	chr4	FALSE	FALSE
Ctnnbl1	chr2	FALSE	FALSE
Ctnnd1	chr2	FALSE	FALSE
Ctnnd2	chr15	FALSE	TRUE
Ctps	chr4	FALSE	FALSE
Ctsb	chr14	FALSE	FALSE
Ctss	chr3	FALSE	FALSE
Ctsz	chr2	FALSE	FALSE
Cttn	chr7	FALSE	FALSE
Cttnbp2	chr6	FALSE	TRUE
Cttnbp2nl	chr3	FALSE	FALSE
Ctxn2	chr2	TRUE	FALSE
Cuedc1	chr11	FALSE	FALSE
Cul1	chr6	FALSE	TRUE
Cul3	chr1	FALSE	TRUE
Cul5	chr9	FALSE	FALSE
Cutal	chr2	FALSE	FALSE
Cutc	chr19	FALSE	FALSE
Cux1	chr5	FALSE	TRUE
Cux2	chr5	FALSE	FALSE
Cwc27	chr13	TRUE	FALSE
Cwf19l1	chr19	FALSE	FALSE
Cxadr	chr16	FALSE	TRUE
Cxcl17	chr7	FALSE	FALSE
Cxcl3	chr5	FALSE	FALSE
Cxcr5	chr9	FALSE	FALSE
Cxxc5	chr18	FALSE	FALSE
Cyb5b	chr8	FALSE	FALSE
Cyb5r4	chr9	FALSE	FALSE
Cyfip1	chr7	FALSE	FALSE
Cyfip2	chr11	FALSE	TRUE
Cyp19a1	chr9	FALSE	FALSE
Cyp2b10	chr7	FALSE	FALSE
Cyp2b13	chr7	FALSE	FALSE
Cyp2c38	chr19	FALSE	FALSE
Cyp2d22	chr15	FALSE	FALSE
Cyp2j12	chr4	FALSE	FALSE
Cyp2j13	chr4	FALSE	FALSE
Cyp2j6	chr4	FALSE	FALSE
Cyp3a13	chr5	FALSE	FALSE
Cyp3a57	chr5	FALSE	FALSE
Cyp4a12a	chr4	FALSE	FALSE
Cyp4f17	chr17	FALSE	FALSE
Cyp4f39	chr17	FALSE	FALSE
Cyp7b1	chr3	FALSE	FALSE
Cysltr2	chr14	FALSE	FALSE
Cystm1	chr18	FALSE	FALSE
Cyth3	chr5	FALSE	FALSE
Cyth4	chr15	FALSE	FALSE
Cytip	chr2	TRUE	FALSE
D130043K22Rik	chr13	FALSE	TRUE
D17H6S53E	chr17	TRUE	FALSE
D1Ertd622e	chr1	FALSE	FALSE
D430041D05Rik	chr2	FALSE	TRUE
D430042O09Rik	chr7	FALSE	TRUE
D5Ertd579e	chr5	FALSE	TRUE
D630003M21Rik	chr2	FALSE	FALSE
D630045J12Rik	chr6	FALSE	FALSE
D6Wsu163e	chr6	FALSE	FALSE
D7Ertd443e	chr7	TRUE	TRUE
D930020B18Rik	chr10	TRUE	FALSE
Daam1	chr12	FALSE	FALSE
Dab1	chr4	TRUE	FALSE
Dach1	chr14	TRUE	FALSE
Dact3	chr7	FALSE	FALSE
Dag1	chr9	FALSE	FALSE
Dagla	chr19	FALSE	FALSE
Dao	chr5	FALSE	FALSE
Dapk1	chr13	FALSE	FALSE
Dapk2	chr9	FALSE	FALSE
Dapp1	chr3	TRUE	FALSE
Daw1	chr1	TRUE	FALSE
Dazl	chr17	TRUE	FALSE
Dbh	chr2	FALSE	FALSE
Dbn1	chr13	FALSE	FALSE
Dcaf12	chr4	FALSE	FALSE
Dcaf5	chr12	FALSE	FALSE
Dcaf6	chr1	FALSE	FALSE
Dcbld1	chr10	FALSE	TRUE
Dcbld2	chr16	FALSE	FALSE
Dcc	chr18	FALSE	FALSE
Dcdc2a	chr13	FALSE	FALSE
Dcdc2c	chr12	FALSE	FALSE
Dchs2	chr3	FALSE	FALSE
Dclk1	chr3	TRUE	TRUE
Dclk2	chr3	TRUE	FALSE
Dclre1c	chr2	FALSE	FALSE
Dcn	chr10	FALSE	FALSE
Dcp1b	chr6	FALSE	FALSE
Dcp2	chr18	FALSE	FALSE
Dcstamp	chr15	TRUE	FALSE
Dctn1	chr6	FALSE	TRUE
Dctn3	chr4	FALSE	FALSE
Ddah1	chr3	FALSE	FALSE
Ddb2	chr2	FALSE	FALSE
Ddhd1	chr14	FALSE	FALSE
Ddit3	chr10	FALSE	FALSE
Ddit4l	chr3	FALSE	FALSE
Ddost	chr4	FALSE	FALSE
Ddx10	chr9	FALSE	FALSE
Ddx17	chr15	FALSE	FALSE
Ddx31	chr2	FALSE	FALSE
Ddx39	chr8	FALSE	FALSE
Ddx4	chr13	FALSE	FALSE
Ddx46	chr13	FALSE	FALSE
Ddx6	chr9	FALSE	TRUE
Deaf1	chr7	FALSE	FALSE
Decr1	chr4	FALSE	FALSE
Defa29	chr8	FALSE	FALSE
Dennd1a	chr2	FALSE	FALSE
Dennd1b	chr1	FALSE	FALSE
Dennd1c	chr17	FALSE	FALSE
Dennd3	chr15	FALSE	FALSE
Dennd4a	chr9	FALSE	FALSE
Dennd4c	chr4	FALSE	FALSE
Dennd5a	chr7	FALSE	TRUE
Dennd5b	chr6	FALSE	FALSE
Dennd6a	chr14	FALSE	FALSE
Dennd6b	chr15	FALSE	FALSE
Denr	chr5	FALSE	FALSE
Depdc1b	chr13	FALSE	FALSE
Depdc5	chr5	FALSE	FALSE
Depdc7	chr2	FALSE	FALSE
Deptor	chr15	FALSE	FALSE
Dera	chr6	FALSE	FALSE
Desi1	chr15	FALSE	FALSE
Desi2	chr1	FALSE	TRUE
Dexi	chr16	FALSE	FALSE
Dffa	chr4	FALSE	FALSE
Dgat2	chr7	FALSE	FALSE
Dgcr2	chr16	FALSE	TRUE
Dgkb	chr12	TRUE	FALSE
Dgkd	chr1	FALSE	TRUE
Dgkg	chr16	FALSE	TRUE
Dgkh	chr14	FALSE	TRUE
Dgki	chr6	FALSE	TRUE
Dgkk	chrX	FALSE	FALSE
Dglucy	chr12	TRUE	FALSE
Dhfr	chr13	FALSE	FALSE
Dhh	chr15	FALSE	FALSE
Dhps	chr8	FALSE	FALSE
Dhrs1	chr14	FALSE	FALSE
Dhrs9	chr2	FALSE	FALSE
Dhtkd1	chr2	FALSE	FALSE
Dhx15	chr5	FALSE	TRUE
Dhx32	chr7	TRUE	FALSE
Dhx33	chr11	FALSE	FALSE
Dhx34	chr7	FALSE	FALSE
Dhx35	chr2	FALSE	FALSE
Dhx58	chr11	FALSE	FALSE
Diaph3	chr14	FALSE	FALSE
Dicer1	chr12	FALSE	FALSE
Dido1	chr2	FALSE	TRUE
Dip2b	chr15	FALSE	TRUE
Dip2c	chr13	FALSE	TRUE
Dipk1a	chr5	FALSE	FALSE
Dipk2b	chrX	TRUE	FALSE
Dis3	chr14	FALSE	FALSE
Dis3l2	chr1	FALSE	FALSE
Disc1	chr8	FALSE	FALSE
Disp1	chr1	FALSE	FALSE
Disp3	chr4	FALSE	FALSE
Dkk2	chr3	TRUE	FALSE
Dkk3	chr7	FALSE	FALSE
Dlc1	chr8	TRUE	FALSE
Dlg2	chr7	TRUE	FALSE
Dlg5	chr14	FALSE	TRUE
Dlgap2	chr8	TRUE	TRUE
Dlgap4	chr2	FALSE	TRUE
Dmbt1	chr7	FALSE	FALSE
Dmbx1	chr4	TRUE	FALSE
Dmc1	chr15	FALSE	FALSE
Dmxl2	chr9	FALSE	FALSE
Dna2	chr10	FALSE	FALSE
Dnaaf5	chr5	FALSE	FALSE
Dnah1	chr14	FALSE	FALSE
Dnah11	chr12	TRUE	FALSE
Dnah12	chr14	FALSE	FALSE
Dnah14	chr1	FALSE	FALSE
Dnah17	chr11	FALSE	FALSE
Dnah5	chr15	TRUE	FALSE
Dnah6	chr6	FALSE	FALSE
Dnah7a	chr1	FALSE	FALSE
Dnah7b	chr1	FALSE	FALSE
Dnah7c	chr1	FALSE	FALSE
Dnah8	chr17	FALSE	FALSE
Dnah9	chr11	FALSE	FALSE
Dnaic1	chr4	FALSE	FALSE
Dnaic2	chr11	FALSE	FALSE
Dnaja2	chr8	FALSE	FALSE
Dnaja3	chr16	FALSE	FALSE
Dnajb12	chr10	FALSE	FALSE
Dnajb13	chr7	FALSE	FALSE
Dnajb14	chr3	FALSE	FALSE
Dnajb6	chr5	FALSE	TRUE
Dnajb8	chr6	FALSE	FALSE
Dnajc1	chr2	FALSE	FALSE
Dnajc11	chr4	FALSE	FALSE
Dnajc12	chr10	TRUE	FALSE
