gene_name	chr	body_state_Active	mch_hyper
Olfr911-ps1	chr9	FALSE	FALSE
Fam151a	chr4	FALSE	FALSE
C8g	chr2	TRUE	FALSE
Zfp972	chr2	FALSE	FALSE
Foxq1	chr13	FALSE	FALSE
Ist1	chr8	FALSE	FALSE
Akr1d1	chr6	FALSE	TRUE
Ammecr1l	chr18	TRUE	FALSE
Rbm27	chr18	FALSE	FALSE
Msh5	chr17	FALSE	FALSE
Gm29609	chr5	FALSE	TRUE
Zdhhc3	chr9	FALSE	FALSE
Nupl1	chr14	TRUE	FALSE
Slc3a1	chr17	FALSE	FALSE
Lrrc8d	chr5	TRUE	FALSE
Cox7b	chrX	FALSE	FALSE
Ythdc2	chr18	TRUE	FALSE
Olfr297	chr7	FALSE	FALSE
Gatad2b	chr3	FALSE	FALSE
Ttll4	chr1	TRUE	FALSE
Mr1	chr1	FALSE	FALSE
Peli3	chr19	TRUE	FALSE
Iqgap1	chr7	FALSE	FALSE
Trmu	chr15	TRUE	FALSE
Aggf1	chr13	FALSE	FALSE
Ctps	chr4	TRUE	FALSE
Rhou	chr8	FALSE	FALSE
Stk31	chr6	FALSE	FALSE
Olfr550	chr7	FALSE	FALSE
Nr2c2	chr6	TRUE	FALSE
Arhgef26	chr3	FALSE	FALSE
Arhgef1	chr7	FALSE	FALSE
Kbtbd8	chr6	TRUE	FALSE
Chchd6	chr6	TRUE	TRUE
Gm21969	chr4	TRUE	FALSE
3110001I22Rik	chr16	FALSE	FALSE
Nxnl2	chr13	FALSE	FALSE
Nlrp4c	chr7	FALSE	TRUE
Gxylt1	chr15	FALSE	FALSE
Cept1	chr3	TRUE	FALSE
Krt26	chr11	FALSE	FALSE
Psg22	chr7	FALSE	FALSE
Skap1	chr11	FALSE	FALSE
Ublcp1	chr11	TRUE	FALSE
Imp4	chr1	FALSE	FALSE
4930415O20Rik	chr15	FALSE	FALSE
Cep104	chr4	FALSE	FALSE
Olfr896-ps1	chr9	FALSE	FALSE
Umodl1	chr17	FALSE	FALSE
Gm11563	chr11	FALSE	FALSE
Angptl7	chr4	FALSE	FALSE
C1qtnf2	chr11	FALSE	FALSE
Ebi3	chr17	FALSE	FALSE
Lmln	chr16	FALSE	FALSE
Mtfmt	chr9	FALSE	FALSE
Cd34	chr1	FALSE	TRUE
Zfp574	chr7	TRUE	FALSE
Slc6a13	chr6	FALSE	FALSE
Lcor	chr19	FALSE	FALSE
1600014C23Rik	chr17	FALSE	FALSE
Olfr324	chr11	FALSE	FALSE
E130309D02Rik	chr5	FALSE	FALSE
Dnah11	chr12	FALSE	TRUE
Rexo2	chr9	FALSE	FALSE
Rfng	chr11	FALSE	FALSE
Tcaf1	chr6	TRUE	FALSE
Sult3a1	chr10	FALSE	FALSE
Spop	chr11	TRUE	FALSE
Atf7ip2	chr16	FALSE	FALSE
Wdr89	chr12	FALSE	FALSE
Nuak1	chr10	TRUE	FALSE
Myh7b	chr2	TRUE	FALSE
Atoh8	chr6	TRUE	TRUE
Slmap	chr14	TRUE	FALSE
Hhipl1	chr12	FALSE	FALSE
Prss30	chr17	FALSE	FALSE
Lrfn2	chr17	FALSE	FALSE
Slc7a14	chr3	TRUE	FALSE
Mtarc1	chr1	FALSE	FALSE
Nck1	chr9	TRUE	FALSE
C2cd2l	chr9	TRUE	FALSE
Gdpd1	chr11	TRUE	FALSE
Iscu	chr5	FALSE	FALSE
Duxf3	chr10	FALSE	FALSE
Efna3	chr3	FALSE	FALSE
Mpig6b	chr17	TRUE	FALSE
Rnase4	chr14	FALSE	FALSE
Thumpd1	chr7	FALSE	FALSE
Traf3ip1	chr1	FALSE	FALSE
Senp7	chr16	TRUE	FALSE
Olfr676	chr7	FALSE	FALSE
Clmp	chr9	TRUE	TRUE
Cpa3	chr3	FALSE	FALSE
Zfr2	chr10	FALSE	FALSE
Foxp4	chr17	FALSE	FALSE
Olfr1320	chrX	FALSE	FALSE
Tmem44	chr16	FALSE	FALSE
Cux1	chr5	TRUE	FALSE
Iqcf1	chr9	FALSE	FALSE
Mrpl42	chr10	TRUE	FALSE
Emp1	chr6	FALSE	FALSE
Itga6	chr2	FALSE	FALSE
Supt3	chr17	FALSE	FALSE
Sardh	chr2	TRUE	FALSE
Irf2bp2	chr8	TRUE	FALSE
Alox5	chr6	FALSE	FALSE
Syne3	chr12	FALSE	FALSE
Fbxw4	chr19	FALSE	FALSE
Ankrd1	chr19	FALSE	FALSE
Cacna2d4	chr6	TRUE	FALSE
Slc30a9	chr5	TRUE	FALSE
Aldh4a1	chr4	TRUE	FALSE
Havcr1	chr11	FALSE	FALSE
Ice2	chr9	FALSE	FALSE
Taf11	chr17	FALSE	FALSE
Zdhhc23	chr16	FALSE	FALSE
Nhej1	chr1	TRUE	FALSE
Nsd3	chr8	TRUE	FALSE
9330159F19Rik	chr10	FALSE	FALSE
Thnsl1	chr2	TRUE	FALSE
Ube2s	chr7	FALSE	FALSE
Slc22a16	chr10	FALSE	FALSE
Fastkd2	chr1	FALSE	FALSE
Mpzl2	chr9	FALSE	FALSE
Cyp4f13	chr17	TRUE	FALSE
Nol6	chr4	FALSE	FALSE
Cxadr	chr16	TRUE	FALSE
Apold1	chr6	TRUE	FALSE
Kdm4b	chr17	TRUE	FALSE
Sema4d	chr13	TRUE	FALSE
Ptpn2	chr18	TRUE	FALSE
D6Wsu163e	chr6	FALSE	FALSE
Fut4	chr9	FALSE	FALSE
Star	chr8	FALSE	FALSE
Gm49337	chr4	TRUE	TRUE
Slfn1	chr11	FALSE	FALSE
Olfr877	chr9	FALSE	FALSE
Nfyb	chr10	TRUE	FALSE
Adgra2	chr8	TRUE	FALSE
Msx1	chr5	FALSE	FALSE
Vmn2r115	chr17	FALSE	FALSE
Klhdc3	chr17	FALSE	FALSE
Hdac8	chrX	FALSE	FALSE
Aspscr1	chr11	FALSE	FALSE
B3gat3	chr19	FALSE	FALSE
Cyp3a44	chr5	FALSE	FALSE
Tekt5	chr16	FALSE	FALSE
Faxc	chr4	TRUE	FALSE
Arhgef25	chr10	TRUE	FALSE
Cd300lg	chr11	FALSE	FALSE
Xpo6	chr7	FALSE	FALSE
Serinc2	chr4	TRUE	FALSE
Ddx46	chr13	FALSE	FALSE
Mov10l1	chr15	FALSE	FALSE
Asl	chr5	FALSE	FALSE
Mterf1b	chr5	TRUE	FALSE
Ikzf2	chr1	TRUE	FALSE
Ccdc15	chr9	FALSE	FALSE
Zfpm2	chr15	TRUE	FALSE
Skint7	chr4	FALSE	FALSE
Mug2	chr6	FALSE	TRUE
Ik	chr18	FALSE	FALSE
Rint1	chr5	FALSE	FALSE
Pradc1	chr6	TRUE	FALSE
Dst	chr1	TRUE	FALSE
Pcnx	chr12	FALSE	FALSE
Gm12184	chr11	FALSE	FALSE
Tgs1	chr4	TRUE	FALSE
Sort1	chr3	TRUE	TRUE
Cct3	chr3	FALSE	FALSE
Dvl3	chr16	TRUE	FALSE
Plk3	chr4	FALSE	FALSE
Glyatl3	chr17	FALSE	FALSE
Loxl1	chr9	FALSE	FALSE
Zfp513	chr5	FALSE	FALSE
Olfr974	chr9	FALSE	FALSE
Gm50318	chr18	FALSE	FALSE
Vmn1r35	chr6	FALSE	FALSE
Atp11a	chr8	TRUE	FALSE
Zfp326	chr5	TRUE	FALSE
Dicer1	chr12	TRUE	FALSE
Top1	chr2	TRUE	FALSE
Eif4enif1	chr11	FALSE	TRUE
Oxct1	chr15	TRUE	FALSE
Kmt2e	chr5	TRUE	FALSE
Ptpn18	chr1	FALSE	FALSE
Olfr986	chr9	FALSE	FALSE
Clasp1	chr1	TRUE	FALSE
Actn4	chr7	TRUE	FALSE
Cnga3	chr1	FALSE	FALSE
Kbtbd7	chr14	FALSE	FALSE
Crisp3	chr17	FALSE	FALSE
Olfr1192-ps1	chr2	FALSE	FALSE
Cyp2c40	chr19	FALSE	FALSE
Tbc1d2b	chr9	TRUE	FALSE
Ergic1	chr17	TRUE	FALSE
N4bp1	chr8	FALSE	FALSE
Rnf121	chr7	TRUE	FALSE
Selenok	chr14	FALSE	FALSE
Lrrn3	chr12	TRUE	FALSE
Dysf	chr6	FALSE	FALSE
Eef1akmt2	chr7	TRUE	FALSE
Stk24	chr14	TRUE	FALSE
Gm8257	chr14	FALSE	FALSE
Tmem107	chr11	TRUE	FALSE
Osbpl9	chr4	TRUE	FALSE
Olfr745	chr14	FALSE	FALSE
Inava	chr1	FALSE	FALSE
Sirt6	chr10	FALSE	FALSE
Atm	chr9	TRUE	FALSE
Pla2g5	chr4	FALSE	FALSE
Adam18	chr8	FALSE	TRUE
Selenof	chr3	TRUE	FALSE
Med15	chr16	TRUE	FALSE
Acsf2	chr11	FALSE	FALSE
Mrpl13	chr15	TRUE	FALSE
Usp32	chr11	FALSE	FALSE
Metrnl	chr11	FALSE	FALSE
2810021J22Rik	chr11	FALSE	FALSE
Morc2a	chr11	FALSE	FALSE
Epas1	chr17	FALSE	FALSE
Tcf15	chr2	FALSE	FALSE
Mrvi1	chr7	FALSE	FALSE
Apol9b	chr15	FALSE	FALSE
Ppp3cc	chr14	TRUE	FALSE
Vmn2r90	chr17	FALSE	FALSE
Srm	chr4	FALSE	FALSE
Fpr-rs3	chr17	FALSE	FALSE
Hdgfl3	chr7	FALSE	FALSE
Fam117b	chr1	FALSE	FALSE
Dnajc27	chr12	TRUE	FALSE
Cacng5	chr11	FALSE	FALSE
Gabra1	chr11	TRUE	FALSE
Klhdc9	chr1	TRUE	FALSE
Grin2a	chr16	TRUE	FALSE
Pias2	chr18	FALSE	FALSE
Defb43	chr14	FALSE	FALSE
Atp2b2	chr6	TRUE	FALSE
Kin	chr2	TRUE	FALSE
Ern1	chr11	FALSE	FALSE
Clybl	chr14	TRUE	TRUE
Letm2	chr8	TRUE	FALSE
Chmp4b	chr2	TRUE	FALSE
Arhgef6	chrX	FALSE	FALSE
Sh3tc1	chr5	FALSE	FALSE
Chrna3	chr9	FALSE	FALSE
Zfp236	chr18	TRUE	FALSE
Zscan25	chr5	FALSE	FALSE
Nudt12	chr17	FALSE	FALSE
Pde7a	chr3	TRUE	FALSE
Glt1d1	chr5	TRUE	FALSE
Slurp1	chr15	FALSE	FALSE
Bcam	chr7	FALSE	FALSE
Eppk1	chr15	FALSE	FALSE
Katnal2	chr18	FALSE	FALSE
Ano5	chr7	TRUE	FALSE
Dcpp2	chr17	FALSE	FALSE
B3gnt2	chr11	FALSE	FALSE
Mup3	chr4	FALSE	FALSE
Lrrfip1	chr1	FALSE	FALSE
Msh2	chr17	FALSE	FALSE
Sin3b	chr8	FALSE	FALSE
Tent4a	chr13	TRUE	FALSE
Tfr2	chr5	FALSE	FALSE
Kcnj4	chr15	FALSE	FALSE
Vmn2r86	chr10	FALSE	FALSE
Tgfbi	chr13	FALSE	FALSE
Dzip1l	chr9	TRUE	FALSE
Gm16506	chr14	FALSE	FALSE
Galnt9	chr5	TRUE	FALSE
A930009A15Rik	chr10	FALSE	TRUE
Ttc9	chr12	TRUE	FALSE
H2az2	chr11	FALSE	FALSE
Slc35e4	chr11	TRUE	FALSE
Irf2	chr8	TRUE	FALSE
Dctn5	chr7	FALSE	FALSE
Btbd8	chr5	TRUE	TRUE
Kpna3	chr14	FALSE	FALSE
Gm9376	chr14	FALSE	FALSE
Abtb1	chr6	TRUE	FALSE
Lynx1	chr15	TRUE	FALSE
Wnk3	chrX	FALSE	TRUE
Mast2	chr4	TRUE	FALSE
2610528A11Rik	chr14	FALSE	FALSE
Pcsk9	chr4	FALSE	FALSE
Olfr994	chr2	FALSE	FALSE
Pkd1l3	chr8	FALSE	FALSE
Mapk14	chr17	TRUE	FALSE
Adora1	chr1	TRUE	FALSE
Cct6a	chr5	FALSE	FALSE
St6galnac1	chr11	FALSE	FALSE
Eid1	chr2	TRUE	FALSE
Olfr684	chr7	FALSE	FALSE
Taf5	chr19	FALSE	FALSE
Papss2	chr19	FALSE	FALSE
Shf	chr2	TRUE	FALSE
Rab18	chr18	TRUE	FALSE
BC005624	chr2	FALSE	FALSE
Cep83	chr10	TRUE	FALSE
Fam24b	chr7	FALSE	FALSE
Hmgn3	chr9	TRUE	FALSE
Eng	chr2	FALSE	FALSE
Grb2	chr11	TRUE	FALSE
Lrp12	chr15	TRUE	FALSE
Mtrex	chr13	TRUE	TRUE
Tie1	chr4	FALSE	FALSE
Cdc25a	chr9	TRUE	FALSE
Stag2	chrX	TRUE	FALSE
Adam17	chr12	TRUE	FALSE
Gcfc2	chr6	FALSE	TRUE
Snrnp40	chr4	FALSE	FALSE
Rgs20	chr1	TRUE	FALSE
Gstt2	chr10	TRUE	FALSE
Gigyf2	chr1	TRUE	FALSE
Atp6v1e1	chr6	FALSE	FALSE
Tmdd1	chr15	FALSE	FALSE
Ffar4	chr19	FALSE	FALSE
Slc26a8	chr17	FALSE	FALSE
Rpl18	chr7	FALSE	FALSE
Tspyl5	chr15	TRUE	FALSE
Surf2	chr2	FALSE	FALSE
Ccdc77	chr6	TRUE	TRUE
Marchf4	chr1	FALSE	FALSE
Gtpbp2	chr17	FALSE	FALSE
Atf1	chr15	FALSE	FALSE
Tlk1	chr2	FALSE	FALSE
Map3k11	chr19	FALSE	FALSE
Cd53	chr3	FALSE	FALSE
3830406C13Rik	chr14	TRUE	FALSE
Ahr	chr12	TRUE	FALSE
Tfpt	chr7	FALSE	FALSE
Sting1	chr18	TRUE	FALSE
Spag6l	chr16	FALSE	TRUE
Gabbr1	chr17	TRUE	FALSE
Pex11g	chr8	FALSE	FALSE
Epha5	chr5	FALSE	TRUE
Iqcc	chr4	TRUE	FALSE
Focad	chr4	TRUE	TRUE
Tial1	chr7	FALSE	FALSE
Egfr	chr11	FALSE	FALSE
Rnf40	chr7	FALSE	FALSE
Hectd4	chr5	TRUE	FALSE
Fgf21	chr7	FALSE	FALSE
Yif1b	chr7	FALSE	FALSE
Pstk	chr7	FALSE	FALSE
Gm4297	chrX	FALSE	FALSE
Ddx10	chr9	FALSE	FALSE
Slc6a14	chrX	FALSE	FALSE
Cdc42ep1	chr15	FALSE	FALSE
Ippk	chr13	FALSE	FALSE
Aipl1	chr11	FALSE	FALSE
Wdr46	chr17	FALSE	FALSE
Ppfia1	chr7	TRUE	FALSE
Stx1a	chr5	FALSE	FALSE
9230112D13Rik	chr14	FALSE	FALSE
Brinp3	chr1	TRUE	TRUE
Ms4a7	chr19	FALSE	FALSE
Osmr	chr15	FALSE	FALSE
Mllt1	chr17	TRUE	FALSE
Slc23a2	chr2	TRUE	FALSE
Vps9d1	chr8	FALSE	FALSE
Ralgapb	chr2	FALSE	FALSE
Madd	chr2	TRUE	TRUE
Bcar1	chr8	TRUE	FALSE
Auh	chr13	TRUE	FALSE
Fam107a	chr14	FALSE	FALSE
Samt2	chrX	FALSE	FALSE
Anks1b	chr10	TRUE	FALSE
Rbm11	chr16	TRUE	FALSE
Eml5	chr12	TRUE	FALSE
Gm6367	chr5	FALSE	FALSE
Abcd2	chr15	TRUE	FALSE
Vps13b	chr15	TRUE	FALSE
Hmgxb3	chr18	TRUE	TRUE
Map1s	chr8	FALSE	FALSE
Psmd6	chr14	TRUE	FALSE
Fabp12	chr3	FALSE	FALSE
Trpc4ap	chr2	TRUE	FALSE
Cntfr	chr4	TRUE	FALSE
Pof1b	chrX	FALSE	TRUE
Dgkd	chr1	TRUE	FALSE
Olfr23	chr11	FALSE	FALSE
Slc47a1	chr11	FALSE	FALSE
Rhox2b	chrX	FALSE	FALSE
Galnt16	chr12	TRUE	FALSE
Arap2	chr5	FALSE	TRUE
Pik3cg	chr12	FALSE	FALSE
Slc22a20	chr19	FALSE	FALSE
Cavin3	chr7	TRUE	FALSE
Cyp4a29	chr4	FALSE	FALSE
Adgre5	chr8	FALSE	FALSE
Zfp532	chr18	TRUE	FALSE
Zfp982	chr4	FALSE	TRUE
Sh3d19	chr3	FALSE	FALSE
Olfr166	chr16	FALSE	FALSE
Zfyve9	chr4	TRUE	FALSE
Oas1h	chr5	FALSE	FALSE
Il1f5	chr2	FALSE	FALSE
Qars	chr9	FALSE	FALSE
Hcrtr1	chr4	FALSE	FALSE
Leng8	chr7	TRUE	FALSE
Olfr1392	chr11	FALSE	FALSE
Srsf6	chr2	FALSE	FALSE
Specc1l	chr10	TRUE	FALSE
9030624G23Rik	chr12	FALSE	FALSE
Gtf2ird1	chr5	TRUE	FALSE
Olfr638	chr7	FALSE	FALSE
1810009A15Rik	chr19	FALSE	FALSE
Bbip1	chr19	TRUE	FALSE
Ccdc60	chr5	FALSE	FALSE
Olfr1137	chr2	FALSE	FALSE
Pnma5	chrX	FALSE	FALSE
Igtp	chr11	FALSE	FALSE
Pdp1	chr4	TRUE	FALSE
Tfcp2l1	chr1	FALSE	FALSE
Olfr705	chr7	FALSE	FALSE
Rpl27a	chr7	TRUE	FALSE
Adck1	chr12	TRUE	FALSE
Tmem74	chr15	FALSE	FALSE
Ptcd1	chr5	FALSE	FALSE
Flt3	chr5	TRUE	FALSE
Nrbp1	chr5	FALSE	FALSE
Gnaz	chr10	TRUE	FALSE
Scp2	chr4	FALSE	FALSE
Iqcf4	chr9	FALSE	FALSE
Olfr1167	chr2	FALSE	FALSE
Crebbp	chr16	FALSE	FALSE
Cd209b	chr8	FALSE	FALSE
Fut10	chr8	TRUE	FALSE
Golga2	chr2	FALSE	FALSE
Rps10	chr17	FALSE	FALSE
Ggta1	chr2	FALSE	FALSE
Fam214a	chr9	TRUE	FALSE
Chd7	chr4	TRUE	FALSE
Gsap	chr5	FALSE	FALSE
Pcsk5	chr19	FALSE	FALSE
Plaat1	chr16	TRUE	TRUE
Arid4b	chr13	TRUE	FALSE
Lonrf1	chr8	TRUE	FALSE
Phf21b	chr15	TRUE	FALSE
Nrg2	chr18	TRUE	FALSE
Tmem160	chr7	FALSE	FALSE
Hyal5	chr6	FALSE	FALSE
Szt2	chr4	FALSE	FALSE
C3	chr17	FALSE	FALSE
Smpd3	chr8	TRUE	FALSE
Rnf152	chr1	TRUE	FALSE
Atp6v0a1	chr11	TRUE	FALSE
Zfp804a	chr2	TRUE	TRUE
Jtb	chr3	FALSE	FALSE
Insc	chr7	FALSE	FALSE
Olfr1249	chr2	FALSE	FALSE
Foxo4	chrX	FALSE	FALSE
Olfr827	chr10	FALSE	FALSE
Bud31	chr5	FALSE	FALSE
Gm826	chr2	FALSE	FALSE
Pyroxd2	chr19	FALSE	FALSE
Oxct2a	chr4	FALSE	FALSE
Selenoh	chr2	TRUE	FALSE
Tcl1b4	chr12	FALSE	FALSE
4930544D05Rik	chr11	FALSE	FALSE
Fgf14	chr14	TRUE	FALSE
Slc37a3	chr6	FALSE	FALSE
Pnpla1	chr17	FALSE	FALSE
Xrn2	chr2	TRUE	FALSE
Dock5	chr14	FALSE	FALSE
Olfr259	chr2	FALSE	FALSE
Camk4	chr18	TRUE	FALSE
Ccni	chr5	TRUE	FALSE
Gm21188	chr13	FALSE	FALSE
Lrrc46	chr11	FALSE	FALSE
Grk5	chr19	TRUE	FALSE
Tshz3	chr7	FALSE	FALSE
Actr5	chr2	FALSE	FALSE
Naglu	chr11	FALSE	FALSE
Cd200	chr16	TRUE	FALSE
Wnk1	chr6	FALSE	FALSE
Olfr951	chr9	FALSE	FALSE
Bdnf	chr2	FALSE	TRUE
Fbxw11	chr11	TRUE	FALSE
Arpin	chr7	TRUE	FALSE
Taf15	chr11	FALSE	FALSE
Phyhipl	chr10	FALSE	FALSE
Gtf2a2	chr9	FALSE	FALSE
Srsf3	chr17	FALSE	FALSE
Tnfrsf13b	chr11	FALSE	FALSE
AW209491	chr13	TRUE	FALSE
Abhd12	chr2	TRUE	FALSE
Zfp160	chr17	FALSE	FALSE
Trappc10	chr10	FALSE	FALSE
Mtx2	chr2	TRUE	TRUE
Olfm3	chr3	TRUE	FALSE
Tnfsf8	chr4	FALSE	FALSE
Gramd2	chr9	FALSE	FALSE
Ppp1r12a	chr10	TRUE	FALSE
Prss27	chr17	FALSE	FALSE
Ola1	chr2	FALSE	FALSE
Bcl2l13	chr6	TRUE	FALSE
Mgst2	chr3	FALSE	FALSE
Cx3cl1	chr8	FALSE	FALSE
Mtmr3	chr11	FALSE	FALSE
Adk	chr14	TRUE	FALSE
Hoxa9	chr6	FALSE	FALSE
Trim39	chr17	TRUE	FALSE
Sorbs3	chr14	FALSE	FALSE
Hbs1l	chr10	TRUE	FALSE
Lmnb2	chr10	TRUE	FALSE
Fcmr	chr1	FALSE	FALSE
Sh3bp5	chr14	TRUE	FALSE
Lpin2	chr17	FALSE	FALSE
Dbil5	chr11	FALSE	FALSE
Vat1	chr11	FALSE	FALSE
Ccdc92b	chr11	TRUE	FALSE
Srpk2	chr5	TRUE	FALSE
Olfr312	chr11	FALSE	FALSE
Gm4951	chr18	FALSE	FALSE
Sphkap	chr1	TRUE	FALSE
Atp6v1a	chr16	TRUE	FALSE
Lcn4	chr2	FALSE	FALSE
Fbxw13	chr9	FALSE	FALSE
Gm266	chr12	FALSE	FALSE
Dzip1	chr14	TRUE	FALSE
Dnajb5	chr4	TRUE	FALSE
Iyd	chr10	FALSE	TRUE
Gm3486	chr14	FALSE	FALSE
Cfap161	chr7	FALSE	TRUE
Rmdn1	chr4	TRUE	FALSE
Anapc15	chr7	FALSE	FALSE
C1qtnf3	chr15	FALSE	FALSE
Rsrc1	chr3	FALSE	FALSE
P3h3	chr6	TRUE	FALSE
Slc4a11	chr2	FALSE	FALSE
Gnrh1	chr14	FALSE	FALSE
Hnrnpul2	chr19	TRUE	FALSE
Ppm1f	chr16	TRUE	TRUE
Phf3	chr1	TRUE	FALSE
Dnajc18	chr18	TRUE	FALSE
Prf1	chr10	FALSE	FALSE
Rimklb	chr6	FALSE	FALSE
Tent5d	chrX	TRUE	FALSE
Fbxl21	chr13	FALSE	FALSE
Rfx5	chr3	TRUE	FALSE
Ppp4r2	chr6	FALSE	FALSE
Aco2	chr15	FALSE	FALSE
Lrrc56	chr7	FALSE	FALSE
Olfml2b	chr1	FALSE	TRUE
Clasrp	chr7	TRUE	FALSE
Slc9a7	chrX	TRUE	FALSE
H1f0	chr15	TRUE	FALSE
Myh13	chr11	FALSE	FALSE
Rfc5	chr5	FALSE	FALSE
Gars	chr6	TRUE	FALSE
Olfr1377	chr11	FALSE	FALSE
Olfr1134	chr2	FALSE	FALSE
Olfr1048	chr2	FALSE	FALSE
Gm13288	chr4	FALSE	FALSE
Zfp773	chr7	FALSE	FALSE
Mip	chr10	FALSE	FALSE
CK137956	chr4	FALSE	FALSE
G3bp2	chr5	TRUE	FALSE
Myorg	chr4	FALSE	FALSE
Cyhr1	chr15	TRUE	FALSE
Eaf2	chr16	TRUE	FALSE
Olfr32	chr2	FALSE	FALSE
9530002B09Rik	chr4	FALSE	FALSE
Ei24	chr9	TRUE	FALSE
Cpne2	chr8	FALSE	FALSE
Nt5dc2	chr14	FALSE	FALSE
Trpa1	chr1	FALSE	TRUE
Ccdc152	chr15	FALSE	FALSE
Luc7l	chr17	FALSE	FALSE
Qrich2	chr11	FALSE	FALSE
Vmn1r185	chr7	FALSE	FALSE
Il2rg	chrX	FALSE	FALSE
Rcn2	chr9	TRUE	FALSE
Jcad	chr18	FALSE	FALSE
Adam26a	chr8	FALSE	FALSE
Tmem222	chr4	FALSE	FALSE
Pptc7	chr5	TRUE	FALSE
Kctd21	chr7	TRUE	TRUE
Tet2	chr3	TRUE	FALSE
Fmo9	chr1	FALSE	FALSE
Lrrfip2	chr9	TRUE	FALSE
Zfp654	chr16	TRUE	FALSE
AU021092	chr16	FALSE	FALSE
Cyct	chr2	FALSE	FALSE
Olfr876	chr9	FALSE	FALSE
Cpox	chr16	TRUE	FALSE
Xrcc6	chr15	TRUE	FALSE
Krt79	chr15	FALSE	FALSE
Tmem245	chr4	TRUE	FALSE
Zzz3	chr3	FALSE	FALSE
Ndufaf1	chr2	FALSE	FALSE
Pym1	chr10	TRUE	FALSE
Ccdc153	chr9	FALSE	FALSE
Bet1	chr6	FALSE	FALSE
Olfr698	chr7	FALSE	FALSE
Llgl2	chr11	FALSE	FALSE
Gm5108	chr5	FALSE	FALSE
Mrps11	chr7	TRUE	FALSE
Arfgef2	chr2	TRUE	FALSE
St6galnac6	chr2	FALSE	FALSE
Rrp36	chr17	FALSE	FALSE
Stkld1	chr2	TRUE	FALSE
Higd1c	chr15	FALSE	FALSE
Acsf3	chr8	FALSE	FALSE
Chd2	chr7	TRUE	FALSE
Rap1b	chr10	FALSE	FALSE
Gpaa1	chr15	FALSE	FALSE
Gm28042	chr2	FALSE	FALSE
Slc46a2	chr4	FALSE	FALSE
Hepacam	chr9	FALSE	FALSE
Tlr7	chrX	FALSE	FALSE
Spaar	chr4	FALSE	FALSE
Phf11b	chr14	FALSE	FALSE
Vmn2r120	chr17	FALSE	TRUE
Gm20661	chr9	FALSE	FALSE
Cyren	chr6	TRUE	FALSE
Tnfrsf9	chr4	FALSE	FALSE
Bco1	chr8	FALSE	FALSE
Vsx2	chr12	FALSE	FALSE
Mapk3	chr7	TRUE	FALSE
Zswim6	chr13	FALSE	FALSE
Nufip2	chr11	FALSE	FALSE
Sbno1	chr5	FALSE	TRUE
Tas2r122	chr6	FALSE	FALSE
Fbxw15	chr9	FALSE	FALSE
Grin1	chr2	TRUE	FALSE
Azin2	chr4	FALSE	FALSE
Cysltr1	chrX	FALSE	FALSE
Zc3hav1	chr6	FALSE	FALSE
Gzme	chr14	FALSE	FALSE
Adam33	chr2	FALSE	FALSE
Ep400	chr5	FALSE	FALSE
Zfp13	chr17	FALSE	FALSE
Smurf2	chr11	TRUE	FALSE
Krt88	chr15	FALSE	FALSE
Mettl7b	chr10	FALSE	FALSE
Calb2	chr8	TRUE	TRUE
Vmn2r68	chr7	FALSE	FALSE
Nfix	chr8	TRUE	FALSE
Vezt	chr10	TRUE	FALSE
Stard3	chr11	FALSE	FALSE
Fubp3	chr2	FALSE	FALSE
Nfe2l2	chr2	FALSE	FALSE
Morf4l1	chr9	TRUE	FALSE
Cfap61	chr2	FALSE	FALSE
2310009B15Rik	chr1	FALSE	FALSE
Zfp91	chr19	TRUE	FALSE
Lcn12	chr2	FALSE	FALSE
2310003L06Rik	chr5	FALSE	FALSE
Pcmtd1	chr1	TRUE	FALSE
Ift20	chr11	FALSE	FALSE
Hand2	chr8	FALSE	FALSE
Apc	chr18	TRUE	FALSE
Evi5	chr5	FALSE	FALSE
Krt1	chr15	FALSE	FALSE
Dhcr24	chr4	FALSE	FALSE
Olfr1443	chr19	FALSE	FALSE
Pank1	chr19	TRUE	FALSE
Pcdhb20	chr18	FALSE	FALSE
Neu3	chr7	FALSE	FALSE
E330034G19Rik	chr14	FALSE	FALSE
Mfsd3	chr15	TRUE	FALSE
Cap1	chr4	TRUE	FALSE
Cdan1	chr2	TRUE	FALSE
Hnrnpa3	chr2	TRUE	FALSE
B4galt1	chr4	TRUE	FALSE
Kpna6	chr4	FALSE	FALSE
Zbtb46	chr2	TRUE	FALSE
Ms4a4c	chr19	FALSE	FALSE
Fryl	chr5	FALSE	FALSE
1700037H04Rik	chr2	FALSE	FALSE
Cyp3a57	chr5	FALSE	FALSE
Siglecg	chr7	FALSE	FALSE
Gm42372	chr7	FALSE	FALSE
Ercc6	chr14	FALSE	FALSE
Cstl1	chr2	FALSE	FALSE
Rpap1	chr2	TRUE	FALSE
Adgrg7	chr16	FALSE	TRUE
Thegl	chr5	FALSE	FALSE
Hrk	chr5	FALSE	FALSE
Prkca	chr11	FALSE	FALSE
Prkcg	chr7	TRUE	FALSE
Sowaha	chr11	TRUE	FALSE
Slc10a3	chrX	TRUE	FALSE
Arpc1b	chr5	FALSE	FALSE
Nr3c2	chr8	FALSE	FALSE
Mbd2	chr18	TRUE	FALSE
Tdg	chr10	FALSE	FALSE
Bmp6	chr13	FALSE	FALSE
