gene_name	gene_id	chr	start	end	gene_length	mch_ctrl	mch_mut	mch_diff	edger_logFC	edger_fdr	mch_sig	mecp2_fold	mecp2_fdr	mecp2_min_fdr	mecp2_n_peaks	mecp2_n_sig	mecp2_has_sig	mecp2_sig	mecp2_direction	group	k119ub_fold	k119ub_fdr	k119ub_min_fdr	k119ub_n_peaks	k119ub_n_sig	k119ub_has_sig	k27me3_fold	k27me3_fdr	k27me3_min_fdr	k27me3_n_peaks	k27me3_n_sig	k27me3_has_sig	k27ac_fold	k27ac_fdr	k27ac_min_fdr	k27ac_n_peaks	k27ac_n_sig	k27ac_has_sig	atac_fold	atac_fdr	atac_min_fdr	atac_n_peaks	atac_n_sig	atac_has_sig	k119ub_gb_ctrl_signal	k119ub_gb_mut_signal	k119ub_gb_log2fc	k119ub_gb_class	in_mecp2_no_mch	k119ub_signal_gain	k119ub_peak_gain
Mptx1	ENSMUSG00000026531.4	chr1	174330517	174332873	2356	0.016882079721615	0.0124486891733566	-0.0044333905482584	-0.867664589202296	0.101426815002885	FALSE	-0.099169165632281	1	1	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.685938	0.451183	-0.432574	quantifiable	FALSE	FALSE	NA
Amelx	ENSMUSG00000031354.16	chrX	169176113	169187200	11087	0.00880792587783118	0.0141713770043499	0.00536345112651868	0.52033230907261	0.101426815002885	FALSE	-0.0700249617094746	0.778763293867886	0.778763293867886	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52423	0.286631	-0.554595	quantifiable	FALSE	FALSE	NA
Ip6k1	ENSMUSG00000032594.11	chr9	108002500	108048782	46282	0.0141262839960335	0.0138309531167525	-0.000295330879281052	-0.186446072805311	0.101433963766689	FALSE	-0.0489619478819661	0.827890513238589	0.807659436412622	7	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.082899653679059	0.567534196839743	0.567534196839743	1	0	FALSE	0.0487086729800208	0.789627692817023	0.789627692817023	1	0	FALSE	0.386935	0.299232	-0.225068	quantifiable	FALSE	FALSE	NA
Tnxb	ENSMUSG00000033327.18	chr17	34660456	34719815	59359	0.0168758121089289	0.0173316801187087	0.000455868009779856	-0.181837258355459	0.101580157737806	FALSE	-0.0733463719646826	0.731792326450193	0.580406290644493	13	0	FALSE	FALSE	Unchanged	Neither	-0.488711589	0.00017226	0.00013001	4	3	TRUE	0.0389180416004719	0.889444121455447	0.771799651039166	3	0	FALSE	NA	NA	NA	NA	NA	NA	0.400263141996255	0.136395277301659	0.00790236617720937	2	1	TRUE	1.488166	1.121934	-0.34808	quantifiable	FALSE	FALSE	FALSE
Nme8	ENSMUSG00000041138.16	chr13	19645077	19697794	52717	0.0156182431084262	0.015781305765584	0.000163062657157775	-0.185166148963578	0.101621420993049	FALSE	-0.000966641060340489	0.997690185571173	0.997690185571173	3	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85700457168214	0.00686064304985639	0.00686064304985639	1	1	TRUE	0.72553	0.755906	0.045608	quantifiable	FALSE	TRUE	NA
Slc22a20	ENSMUSG00000037451.8	chr19	5970233	5986143	15910	0.0151503698019461	0.0198401919064862	0.00468982210454011	0.281855852979651	0.101621420993049	FALSE	-0.048128435436263	0.809971328712935	0.694755370798777	5	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.13978658856611	0.586163489579685	0.116326301755532	2	0	FALSE	0.493262	0.415206	-0.167149	quantifiable	FALSE	FALSE	NA
Zscan2	ENSMUSG00000038797.13	chr7	80860919	80876537	15618	0.0160345434128133	0.0160248521211724	-9.69129164083912e-06	-0.334371671020356	0.101629848804322	FALSE	-0.149945962154952	0.495776185906663	0.495776185906663	3	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0984509298141839	0.611755375814226	0.413076851446386	3	0	FALSE	0.471882	0.552434	0.158832	quantifiable	FALSE	TRUE	NA
Npc1	ENSMUSG00000024413.14	chr18	12189691	12236400	46709	0.0130091432945596	0.0132640935434284	0.000254950248868733	-0.199047918685566	0.101693128243578	FALSE	0.0100356260672699	0.964542585660521	0.273098983209806	9	0	FALSE	FALSE	Unchanged	Neither	0.401825073	0.055224068	0.055224068	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.18160966773012	0.19301730383519	0.19301730383519	1	0	FALSE	0.0490836839948982	0.791293537606765	0.791293537606765	2	0	FALSE	1.1176	1.062576	-0.060592	quantifiable	FALSE	FALSE	FALSE
Krtap1-4	ENSMUSG00000075567.4	chr11	99583061	99583654	593	0.00850936805668519	0.0218595693403767	0.0133502012836916	1.51795877428466	0.101703379788333	FALSE	-0.109873137923619	0.665156188156533	0.665156188156533	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.442036	0.579208	0.271571	quantifiable	FALSE	TRUE	NA
Mical1	ENSMUSG00000019823.17	chr10	41476313	41487032	10719	0.032035133960793	0.0268599202580842	-0.00517521370270881	-0.299993843894403	0.101711323064157	FALSE	0.00145640941348226	0.996368270988315	0.710179384418714	6	0	FALSE	FALSE	Unchanged	Neither	0.556561876	1.68e-11	1.68e-11	1	1	TRUE	1.08699193201326	1.88289813630703e-08	1.88289813630703e-08	1	1	TRUE	NA	NA	NA	NA	NA	NA	-0.0120949853141482	0.956537846700521	0.212262482075903	4	0	FALSE	6.029864	9.542303	0.643377	quantifiable	FALSE	TRUE	TRUE
Mpp2	ENSMUSG00000017314.12	chr11	102057014	102088515	31501	0.022274676325274	0.0210245549877495	-0.0012501213375245	-0.194360350705464	0.101716132767741	FALSE	-0.00752492615155174	0.97877203787011	0.436253451235976	7	0	FALSE	FALSE	Unchanged	Neither	0.212758704	0.117634006	0.117634006	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.177894903160871	0.149978682559682	0.149978682559682	1	0	FALSE	0.298989835278963	0.0816115320254909	0.0816115320254909	4	0	FALSE	1.074218	0.928835	-0.171875	quantifiable	FALSE	FALSE	FALSE
Pde6g	ENSMUSG00000025386.2	chr11	120447604	120453500	5896	0.0190960538808788	0.0160556563545577	-0.00304039752632112	-0.449760168803105	0.101719778616077	FALSE	-0.0387778857687184	0.856817883232986	0.856817883232986	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.896198	0.608979	-0.42908	quantifiable	FALSE	FALSE	NA
Syp	ENSMUSG00000031144.15	chrX	7638470	7653256	14786	0.0158410440334253	0.0146502478290197	-0.00119079620440559	-0.424685058347093	0.101778635087806	FALSE	0.00859694200773354	0.978173979351834	0.720984506221466	5	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0383701514046761	0.819256070159075	0.819256070159075	1	0	FALSE	0.13830058656357	0.42189505529342	0.0435198416844137	4	1	TRUE	0.506645	0.41842	-0.186679	quantifiable	FALSE	FALSE	NA
Fam83h	ENSMUSG00000046761.13	chr15	76001092	76014336	13244	0.0178365376512968	0.0171368054865049	-0.000699732164791866	-0.311903338386361	0.101981192693584	FALSE	-0.00829451162375096	0.973340517870893	0.551433835634928	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16213023519537	0.484790684540205	0.484790684540205	1	0	FALSE	3.934636	3.629352	-0.1101	quantifiable	FALSE	FALSE	NA
Vps45	ENSMUSG00000015747.5	chr3	95999831	96058466	58635	0.0189463059327655	0.022524043263944	0.00357773733117851	0.13733040985376	0.102010451592633	FALSE	-0.0337081946689907	0.895800980813699	0.762096116668344	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.73461883685785	5.54983045448105e-06	5.54983045448105e-06	1	1	TRUE	0.196826267826224	0.315262393213033	0.0596237856522673	2	0	FALSE	0.846936	1.177843	0.389653	quantifiable	FALSE	TRUE	NA
Cln5	ENSMUSG00000022125.7	chr14	103070215	103077628	7413	0.0129340305499057	0.0179152112366093	0.00498118068670356	0.421655582907798	0.10202164323156	FALSE	-0.00853376180697175	0.966853788286226	0.863208542522036	6	0	FALSE	FALSE	Unchanged	Neither	0.874681854	1.35e-10	1.35e-10	1	1	TRUE	NA	NA	NA	NA	NA	NA	-0.0915798758454711	0.572715701419875	0.00109331064107322	3	2	TRUE	0.0804805865606496	0.637526638387437	0.637526638387437	2	0	FALSE	1.747797	3.195541	0.795459	quantifiable	FALSE	TRUE	TRUE
Cdc27	ENSMUSG00000020687.13	chr11	104502744	104550620	47876	0.0130698078770035	0.0134883650837695	0.000418557206765955	-0.218706752950324	0.102170140211262	FALSE	-0.0227625134702334	0.919409210511164	0.919409210511164	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0192215964575074	0.916866166445677	0.916866166445677	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.244479	0.171285	-0.247253	one_condition	FALSE	FALSE	NA
Pcdhgb5	ENSMUSG00000103749.1	chr18	37731008	37841873	110865	0.0161515872809862	0.016795234390821	0.000643647109834777	-0.123234844322921	0.102206271465307	FALSE	-0.00887294292756337	0.974839579554203	0.875205365178748	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.146204	1.199158	0.054853	quantifiable	FALSE	TRUE	NA
Smarce1	ENSMUSG00000037935.16	chr11	99209046	99231017	21971	0.0139609957529262	0.0138311773526521	-0.000129818400274071	-0.29317408759701	0.102235262717265	FALSE	0.0184608899645071	0.927929488721237	0.927929488721237	4	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0627070449264144	0.701667766965247	0.701667766965247	1	0	FALSE	0.191765838457101	0.298304319517887	0.298304319517887	5	0	FALSE	0.455282	0.385141	-0.15816	quantifiable	FALSE	FALSE	NA
Zfp459	ENSMUSG00000055560.8	chr13	67405708	67421418	15710	0.0147644269313806	0.0130389533939254	-0.00172547353745514	-0.334125442764113	0.102326610499555	FALSE	0.0607086574593121	0.769830088265896	0.769830088265896	3	0	FALSE	FALSE	Unchanged	Neither	0.605362635	6.67e-05	6.67e-05	1	1	TRUE	0.932745142518038	5.71001196276555e-05	5.71001196276555e-05	1	1	TRUE	NA	NA	NA	NA	NA	NA	0.605196994238005	0.0299059799488476	0.0299059799488476	1	1	TRUE	0.723896	0.873438	0.212123	quantifiable	FALSE	TRUE	TRUE
Usp10	ENSMUSG00000031826.20	chr8	119910359	119957560	47201	0.0230634383510027	0.0226074792309254	-0.000455959120077336	-0.140402194064515	0.102468962447251	FALSE	0.0017210674184279	0.993887158904216	0.353027079683303	16	0	FALSE	FALSE	Unchanged	Neither	-0.694944188	6.4e-07	6.4e-07	2	2	TRUE	NA	NA	NA	NA	NA	NA	0.180128911422072	0.389942366751455	0.389942366751455	1	0	FALSE	0.0727765104645404	0.677380371712575	0.0238621436635722	7	1	TRUE	1.418496	1.254847	-0.151784	quantifiable	FALSE	FALSE	FALSE
Parm1	ENSMUSG00000034981.9	chr5	91517614	91626894	109280	0.0167441056833647	0.0177354761631585	0.00099137047979387	-0.139207715432529	0.102542602480979	FALSE	-0.0380849502980654	0.861836144719342	0.75091009918917	16	0	FALSE	FALSE	Unchanged	Neither	0.151089901	0.210395084	0.210395084	1	0	FALSE	-0.279719396484367	0.117464169990957	0.117464169990957	2	0	FALSE	NA	NA	NA	NA	NA	NA	0.445239038154431	0.0077109348120915	0.0077109348120915	3	1	TRUE	0.936292	0.804885	-0.174006	quantifiable	FALSE	FALSE	FALSE
Prr18	ENSMUSG00000055945.8	chr17	8337458	8344113	6655	0.0265325443124074	0.0221063577631389	-0.00442618654926853	-0.374439040181617	0.102554786779932	FALSE	0.00689602685207666	0.980646240627304	0.980646240627304	1	0	FALSE	FALSE	Unchanged	Neither	-0.131383555	0.303337053	0.303337053	1	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.298067289928127	0.150440321958297	0.150440321958297	3	0	FALSE	4.101561	3.860895	-0.082662	quantifiable	FALSE	FALSE	FALSE
Gda	ENSMUSG00000058624.13	chr19	21391306	21473445	82139	0.0199083695328983	0.019743943127482	-0.000164426405416231	-0.125436170774501	0.102748036266844	FALSE	-0.00923944087311829	0.974358752544241	0.414675733443565	7	0	FALSE	FALSE	Unchanged	Neither	-0.633228979	0.0006252	0.0006252	2	1	TRUE	0.00976647956661484	0.966496468003064	0.751177592057796	2	0	FALSE	NA	NA	NA	NA	NA	NA	-1.47916231610143	3.2960728823733e-13	3.2960728823733e-13	2	1	TRUE	0.972893	0.804819	-0.219048	quantifiable	FALSE	FALSE	FALSE
Pcdhga4	ENSMUSG00000103677.1	chr18	37685209	37841873	156664	0.0148559491752254	0.0156741888985213	0.000818239723295937	-0.109927437460191	0.102766098612951	FALSE	0.00120086283269127	0.996869274763314	0.996869274763314	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0255929222453117	0.914488224547269	0.914488224547269	1	0	FALSE	0.952538	0.972878	0.024806	quantifiable	FALSE	TRUE	NA
Phka1	ENSMUSG00000034055.16	chrX	102513974	102644246	130272	0.0133429880190498	0.014011828239961	0.000668840220911187	-0.153844241972311	0.102822089403802	FALSE	-0.184147955662976	0.457386095986814	0.457386095986814	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45749855882917	0.0157460661662078	0.0157460661662078	1	1	TRUE	0.33948	0.238264	-0.287771	quantifiable	FALSE	FALSE	NA
Galk1	ENSMUSG00000020766.4	chr11	116008456	116012719	4263	0.0357302125302783	0.0274763115934792	-0.00825390093679906	-0.402864446972424	0.102851716746603	FALSE	0.0274172072869562	0.906233369850716	0.575690655703377	5	0	FALSE	FALSE	Unchanged	Neither	-0.003302344	0.980127561	0.980127561	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.0719615487254817	0.685862269752572	0.685862269752572	1	0	FALSE	0.00431990116540586	0.984002406961562	0.472497042636463	2	0	FALSE	4.310649	4.958239	0.192734	quantifiable	FALSE	TRUE	FALSE
Strit1	ENSMUSG00000103476.1	chr3	63481111	63483879	2768	0.00598919056744736	0.0142763809797676	0.00828719041232025	0.914841499635344	0.102859226687417	FALSE	0.0197217469208041	1	0.336546476687742	6	0	FALSE	FALSE	Unchanged	Neither	-0.049809793	0.767416569	0.347954955	2	0	FALSE	-0.121725866826675	0.612248734483511	0.104245555448657	4	0	FALSE	NA	NA	NA	NA	NA	NA	0.301544668315816	0.0904041054138963	0.0904041054138963	1	0	FALSE	0.685341	0.504159	-0.322059	quantifiable	FALSE	FALSE	FALSE
Uchl5	ENSMUSG00000018189.12	chr1	143777271	143807466	30195	0.0151493814075808	0.0148764678410029	-0.000272913566577953	-0.231984221989187	0.102953263406499	FALSE	-0.00681515237731324	0.979076785725533	0.898768019688747	7	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0236272397177937	0.918372576818103	0.918372576818103	2	0	FALSE	0.710673	0.913315	0.284137	quantifiable	FALSE	TRUE	NA
Lman1	ENSMUSG00000041891.16	chr18	65980737	66022580	41843	0.0140611652090963	0.0145600724959541	0.000498907286857803	-0.187703947949974	0.102957754346668	FALSE	-0.0230154895999366	0.920741694197238	0.467337894650481	11	0	FALSE	FALSE	Unchanged	Neither	0.741372494	8.58e-06	8.58e-06	2	2	TRUE	NA	NA	NA	NA	NA	NA	-0.0152209745677981	0.942376893611452	0.942376893611452	1	0	FALSE	0.166324157928602	0.328589917004639	0.0294083773092395	3	1	TRUE	0.799672	1.006303	0.266153	quantifiable	FALSE	TRUE	TRUE
Dock6	ENSMUSG00000032198.9	chr9	21799859	21852635	52776	0.028153221982601	0.0278328893174967	-0.000320332665104277	-0.116625132038357	0.102958604066624	FALSE	-0.0797351783949397	0.69502601640337	0.69502601640337	13	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0729561700821713	0.682608740383908	0.682608740383908	1	0	FALSE	0.0686163100839021	0.734981526646323	0.221683043513483	7	0	FALSE	1.104938	1.256639	0.156366	quantifiable	FALSE	TRUE	NA
Mvb12a	ENSMUSG00000031813.8	chr8	71542921	71548085	5164	0.0190648165315299	0.016703701659772	-0.00236111487175786	-0.498118074301297	0.103239955063096	FALSE	-0.0364267384898167	0.871352538529308	0.871352538529308	3	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0556176637953451	0.76522804266675	0.76522804266675	1	0	FALSE	0.884649	1.082854	0.23804	quantifiable	FALSE	TRUE	NA
Luc7l	ENSMUSG00000024188.16	chr17	26252895	26285504	32609	0.0138737050112368	0.0135008353188236	-0.000372869692413149	-0.277899229814995	0.103329411629563	FALSE	-0.0259332803673627	0.902875974508994	0.537289224184506	10	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.236995477333982	0.198443279062204	0.0716085443954205	2	0	FALSE	0.184131728406568	0.306461978526823	0.0959107211650868	2	0	FALSE	0.257517	0.173209	-0.280103	one_condition	FALSE	FALSE	NA
Pla2g12b	ENSMUSG00000009646.13	chr10	59403659	59421976	18317	0.0215870129420257	0.0199208559183758	-0.00166615702364982	-0.233696249227467	0.103491404038121	FALSE	-0.065744193556674	1	0.684431661659087	7	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.885719	0.797041	-0.12058	quantifiable	FALSE	FALSE	NA
Cfap97	ENSMUSG00000031631.15	chr8	46151770	46195590	43820	0.0149774691168425	0.0165259511388593	0.00154848202201684	-0.177756769463092	0.103507152327195	FALSE	-0.0555339245049008	0.759927874143238	0.759927874143238	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0136016159118695	0.934607612009535	0.934607612009535	1	0	FALSE	0.067398454163537	0.708186766433702	0.371078899793718	2	0	FALSE	0.719524	1.014786	0.394171	quantifiable	FALSE	TRUE	NA
Cln8	ENSMUSG00000026317.7	chr8	14881334	14901720	20386	0.0141782793917877	0.0187989298040537	0.00462065041226601	0.237545007773579	0.103507152327195	FALSE	-0.123787926337859	0.62390048720544	0.422672788547011	16	0	FALSE	FALSE	Unchanged	Neither	0.714053249	1.06e-12	1.06e-12	5	2	TRUE	-0.217983740376018	0.263275058389664	0.00428486979975155	4	2	TRUE	-0.0287215609652701	0.858991276133365	0.858991276133365	1	0	FALSE	-0.0353345038923323	0.853514749800227	0.0340433644419705	3	1	TRUE	1.828815	3.018768	0.660594	quantifiable	FALSE	TRUE	TRUE
Serpina1c	ENSMUSG00000079015.2	chr12	103894925	103904887	9962	0.0121150024703962	0.0160253489312908	0.00391034646089459	0.448602439471718	0.103523964253556	FALSE	-0.0626268669804738	1	0.208918894456692	6	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54053	0.273552	-0.623558	quantifiable	FALSE	FALSE	NA
Cfap99	ENSMUSG00000109572.1	chr5	34288599	34327327	38728	0.0216673523205607	0.0205473012489834	-0.00112005107157733	-0.190960238550448	0.103523964253556	FALSE	-0.00195857548836297	0.995116483857279	0.467728338688823	6	0	FALSE	FALSE	Unchanged	Neither	0.070230613	0.704653495	0.704653495	1	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0271967507140893	0.889257977695946	0.0643521538754551	2	0	FALSE	1.217554	1.392777	0.165904	quantifiable	FALSE	TRUE	FALSE
Tomt	ENSMUSG00000078630.8	chr7	101898369	101906359	7990	0.0153947632042886	0.0132209441173646	-0.00217381908692397	-0.497373956405187	0.10352695898503	FALSE	-0.0413463672720634	0.861205144667209	0.409480352325983	4	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0108000398537759	0.955487509659025	0.955487509659025	1	0	FALSE	-0.0845072545163752	0.690284520155497	0.690284520155497	1	0	FALSE	0.5983	1.013494	0.591907	quantifiable	FALSE	TRUE	NA
Hoxa10	ENSMUSG00000000938.11	chr6	52231196	52240854	9658	0.0164506458475795	0.0148091668504824	-0.00164147899709707	-0.468623699481185	0.10352840817307	FALSE	0.000436612436314373	0.99897962655573	0.986713463096922	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	-0.0596525234280523	0.780289690624045	0.780289690624045	1	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.807674	7.43322	-0.389838	quantifiable	FALSE	FALSE	NA
Gm28042	ENSMUSG00000033852.16	chr2	120027492	120043033	15541	0.0180114348952658	0.0170368083970713	-0.000974626498194523	-0.277119614916453	0.103571057592382	FALSE	0.0334102919835854	0.86196181675086	0.86196181675086	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.00946774022180039	0.959989075863341	0.959989075863341	1	0	FALSE	0.0195668165956497	0.923975974890123	0.923975974890123	1	0	FALSE	2.206561	1.60167	-0.413604	quantifiable	FALSE	FALSE	NA
Rgs10	ENSMUSG00000030844.11	chr7	128373620	128418758	45138	0.0172102827177076	0.0176487953260737	0.000438512608366002	-0.192858067302497	0.103583908408279	FALSE	0.0473788353640944	0.882874961626698	0.309785722574022	15	0	FALSE	FALSE	Unchanged	Neither	-0.579413718	4.67e-06	4.67e-06	1	1	TRUE	-0.741545168409396	0.000121522723604334	0.000121522723604334	1	1	TRUE	NA	NA	NA	NA	NA	NA	0.981063829528663	5.95856417131486e-07	5.95856417131486e-07	4	1	TRUE	0.899372	0.672725	-0.326325	quantifiable	FALSE	FALSE	FALSE
B3glct	ENSMUSG00000051950.10	chr5	149678229	149762599	84370	0.015049591242789	0.0154555403341607	0.00040594909137171	-0.137864410188118	0.103617163718776	FALSE	0.044112756653775	1	0.83220915142931	10	0	FALSE	FALSE	Unchanged	Neither	0.101288945	0.465372097	0.465372097	1	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.117869878405943	0.523522764793304	0.523522764793304	1	0	FALSE	0.469965	0.413025	-0.124214	quantifiable	FALSE	FALSE	FALSE
Cyp4f40	ENSMUSG00000090700.2	chr17	32658899	32676914	18015	0.0136917837089821	0.012717131190574	-0.000974652518408118	-0.352152548031587	0.103690058200095	FALSE	-0.135167579643523	0.577884883833802	0.577884883833802	5	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	0.122093791185223	0.607028252795286	0.607028252795286	1	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59702	0.354377	-0.508196	quantifiable	FALSE	FALSE	NA
Csnk2b	ENSMUSG00000024387.13	chr17	35116195	35122053	5858	0.0149290319006483	0.0129681745223472	-0.00196085737830107	-0.658347099094122	0.103875803102212	FALSE	-0.00460730672209592	0.983629837831285	0.72935717349337	3	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0844436186381036	0.555053259265535	0.555053259265535	1	0	FALSE	0.0736440896437962	0.695764516742303	0.695764516742303	2	0	FALSE	1.088883	1.113827	0.02723	quantifiable	FALSE	TRUE	NA
Ormdl2	ENSMUSG00000025353.5	chr10	128817901	128821645	3744	0.0143552144938557	0.0118005169253037	-0.002554697568552	-0.720770525014226	0.103875803102212	FALSE	0.00911198265764453	0.962608847388316	0.962608847388316	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.804761	1.071012	0.333145	quantifiable	FALSE	TRUE	NA
Nr1h5	ENSMUSG00000048938.12	chr3	102939657	102964133	24476	0.0144668173020835	0.0144840647014104	1.72473993269844e-05	-0.268985748871322	0.103928817666789	FALSE	-0.0730115316312047	0.753554043301046	0.753554043301046	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.525241	0.36065	-0.359906	quantifiable	FALSE	FALSE	NA
Pola2	ENSMUSG00000024833.15	chr19	5940541	5964202	23661	0.0177906485532564	0.0170683323167	-0.000722316236556359	-0.229814936130057	0.103928817666789	FALSE	0.0502585000267271	0.822745583185576	0.505365361545567	10	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.44895312146266	1.43118782397548e-12	1.43118782397548e-12	1	1	TRUE	0.0576382936155003	0.767650136012141	2.51399398548407e-05	5	1	TRUE	0.869215	0.824628	-0.060285	quantifiable	FALSE	FALSE	NA
Anxa10	ENSMUSG00000031635.14	chr8	62057041	62123150	66109	0.01248684494146	0.0131985270550467	0.000711682113586749	-0.197751337727231	0.104029924703004	FALSE	-0.0667021836489325	1	1	5	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.555441	0.381639	-0.365991	quantifiable	FALSE	FALSE	NA
Fam151a	ENSMUSG00000034871.2	chr4	106733888	106748292	14404	0.0191559421512775	0.0180910547462304	-0.00106488740504707	-0.290675698673178	0.104114846696726	FALSE	0.0149686111080758	0.948139432100949	0.655513965094561	3	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.063219	0.953909	-0.128423	quantifiable	FALSE	FALSE	NA
Def8	ENSMUSG00000001482.15	chr8	123423526	123463270	39744	0.0179106513167801	0.0178077981297279	-0.000102853187052155	-0.173681494715826	0.104255156675474	FALSE	-0.0216304474584344	0.920783261206787	0.562819269155634	9	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0966778937748423	0.504134420489469	6.867149885477e-05	2	1	TRUE	0.0526326655106917	0.780956562207563	0.0894791010287264	4	0	FALSE	0.411282	0.381049	-0.070774	quantifiable	FALSE	FALSE	NA
