gene_name	mecp2_tss_fold	mecp2_tss_fdr	mecp2_tss_min_fdr	mecp2_tss_n_peaks	mecp2_tss_n_sig	mecp2_tss_has_sig	mecp2_med_fold	mecp2_med_fdr	mecp2_med_min_fdr	mecp2_med_n_peaks	mecp2_med_n_sig	mecp2_med_has_sig	chr	min_abs_dist_tss	total_peak_width	annot_gene_length	gained_nearest_tss	lost_nearest_tss	gained_median_sig	lost_median_sig	sign_flip	many_peaks
Cma1	-0.0070855297884102	0.984161852850723	0.984161852850723	2	0	FALSE	-0.00146485715045897	0.984161852850723	0.984161852850723	2	0	FALSE	chr14	2485	802	3209	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cma2	-0.024070493114818	1	0.666659660044107	4	0	FALSE	-0.0143112356614189	0.666659660044107	0.666659660044107	4	0	FALSE	chr14	978	1604	23052	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cmah	-0.0538049304681788	1	0.843716443902247	4	0	FALSE	-0.0461303979522187	0.843716443902247	0.843716443902247	4	0	FALSE	chr13	536	1604	55890	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cmas	0.00634283161067269	0.981813986582752	0.00316650049570659	9	1	TRUE	-1.36915935201222	0.00316650049570659	0.00316650049570659	9	1	TRUE	chr6	0	3609	13837	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
Cmbl	-0.0338630230677395	0.87921846974247	0.87921846974247	4	0	FALSE	-0.0294858069382826	0.87921846974247	0.87921846974247	4	0	FALSE	chr15	0	1604	19469	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cmc2	-0.0640693622803582	0.718579081929158	0.000278597274990985	16	1	TRUE	1.736804595976	0.000278597274990985	0.000278597274990985	16	1	TRUE	chr8	0	6416	31734	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
Cmc4	-0.0384422923263832	0.852012756966672	0.852012756966672	1	0	FALSE	-0.0384422923263832	0.852012756966672	0.852012756966672	1	0	FALSE	chrX	0	401	11720	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cmip	-0.82258997187172	0.0235067463817461	1.04251896866429e-06	63	11	TRUE	-1.25701588405359	1.04251896866429e-06	1.04251896866429e-06	63	11	TRUE	chr8	0	25263	36008	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE
Cmklr1	-0.292174881536691	0.274041723241794	0.274041723241794	20	0	FALSE	-0.0142264730303259	0.274041723241794	0.274041723241794	20	0	FALSE	chr5	0	8020	28677	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Cmklr2	0.00491689478254272	1	0.481883277941467	3	0	FALSE	-0.0537751551972321	0.481883277941467	0.481883277941467	3	0	FALSE	chr1	6106	1203	5482	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Cmpk1	-0.0419820386826771	0.847138652008224	0.847138652008224	1	0	FALSE	-0.0419820386826771	0.847138652008224	0.847138652008224	1	0	FALSE	chr4	0	401	17796	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cmpk2	0.00419251776590938	0.987584096482988	0.044443206790968	19	1	TRUE	0.76126842075665	0.044443206790968	0.044443206790968	19	1	TRUE	chr12	308	7619	9329	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
Cmss1	-0.000528279410336484	0.99838863552979	0.771226320151202	6	0	FALSE	-0.0192149185936815	0.771226320151202	0.771226320151202	6	0	FALSE	chr16	0	2406	162284	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Cmtm1	-0.00521565514929722	0.982850691781681	0.77956425415846	3	0	FALSE	-0.00521565514929722	0.77956425415846	0.77956425415846	3	0	FALSE	chr8	179	1203	17110	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cmtm2a	-0.00177522299522534	0.994506042850309	0.994506042850309	1	0	FALSE	-0.00177522299522534	0.994506042850309	0.994506042850309	1	0	FALSE	chr8	36	401	2069	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cmtm2b	0.000927407754405079	0.997690185571173	0.997690185571173	1	0	FALSE	0.000927407754405079	0.997690185571173	0.997690185571173	1	0	FALSE	chr8	45	401	8535	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cmtm3	-0.0221117920397009	0.92475510856902	0.230607558264987	6	0	FALSE	-0.0415862798144291	0.230607558264987	0.230607558264987	6	0	FALSE	chr8	0	2406	3652	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Cmtm4	0.01350456686611	0.958646299553672	0.813641176451083	7	0	FALSE	-0.0119921263561297	0.813641176451083	0.813641176451083	7	0	FALSE	chr8	217	2807	47617	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
Cmtm5	-0.0416182724714947	0.830933010288983	0.830933010288983	1	0	FALSE	-0.0416182724714947	0.830933010288983	0.830933010288983	1	0	FALSE	chr14	0	401	2681	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cmtm6	0.0208530006138449	0.927060637778795	0.774362547806507	8	0	FALSE	-0.0013594665696453	0.774362547806507	0.774362547806507	8	0	FALSE	chr9	0	3208	18172	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
Cmtm7	-0.0214934680447669	0.904499002884705	0.090752227381392	14	0	FALSE	0.0249758066533969	0.090752227381392	0.090752227381392	14	0	FALSE	chr9	0	5614	12160	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
Cmtm8	-0.0463299868613293	0.843017973676704	0.538256271078113	4	0	FALSE	-0.0480903023931155	0.538256271078113	0.538256271078113	4	0	FALSE	chr9	0	1604	48223	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cmtr1	0.0154778961729531	0.944395119517223	0.255754028273741	11	0	FALSE	-0.0065742068582941	0.255754028273741	0.255754028273741	11	0	FALSE	chr17	0	4411	4283	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
Cmtr2	0.0120338059451533	0.950325424702525	0.949990540803001	3	0	FALSE	-0.0129465249234185	0.949990540803001	0.949990540803001	3	0	FALSE	chr8	0	1203	6498	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Cmya5	-0.205870869387927	0.42345649702645	0.42345649702645	3	0	FALSE	-0.0693772195496934	0.42345649702645	0.42345649702645	3	0	FALSE	chr13	16	1203	104012	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cnbd1	-0.0349701184470602	1	1	4	0	FALSE	-0.0345177941242114	1	1	4	0	FALSE	chr4	158432	1604	262073	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cnbd2	-0.025018327713419	0.888964850728331	0.480454805817901	6	0	FALSE	-0.0354529855306105	0.480454805817901	0.480454805817901	6	0	FALSE	chr2	0	2406	26088	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Cnbp	-0.105780450138086	0.589453427775939	0.589453427775939	3	0	FALSE	-0.0688388862314308	0.589453427775939	0.589453427775939	3	0	FALSE	chr6	0	1203	7084	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cndp1	0.0342238868364191	0.888421451383076	0.888421451383076	3	0	FALSE	-0.036266370413469	0.888421451383076	0.888421451383076	3	0	FALSE	chr18	439	1203	39587	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Cndp2	0.0277341028562841	0.90886425190884	0.839712068631808	5	0	FALSE	-0.00739003388697734	0.839712068631808	0.839712068631808	5	0	FALSE	chr18	0	2005	14591	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
Cnep1r1	0.0239852888302801	0.91320026106641	0.91320026106641	1	0	FALSE	0.0239852888302801	0.91320026106641	0.91320026106641	1	0	FALSE	chr8	0	401	16338	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cnfn	0.0433883973543911	0.86376770805268	0.747710243757913	5	0	FALSE	0.0011849088579013	0.747710243757913	0.747710243757913	5	0	FALSE	chr7	737	2005	2103	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Cnga1	0.0841640314612788	1	0.82199138833132	4	0	FALSE	0.0259730945796659	0.82199138833132	0.82199138833132	4	0	FALSE	chr5	907	1604	15459	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cnga2	-0.0306036719183044	0.904675897104576	0.90211930456918	3	0	FALSE	-0.0299876051016801	0.90211930456918	0.90211930456918	3	0	FALSE	chrX	0	1203	18370	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cnga3	-0.16917018403507	0.510157518718181	0.510157518718181	12	0	FALSE	-0.0368109239175441	0.510157518718181	0.510157518718181	12	0	FALSE	chr1	658	4812	27507	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Cnga4	0.0525008837393903	0.801732525231521	0.587051168781955	3	0	FALSE	0.0325337156403201	0.587051168781955	0.587051168781955	3	0	FALSE	chr7	412	1203	3489	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cngb1	0.0198631944280626	0.929031778028691	0.563931899647755	14	0	FALSE	0.013419342815909	0.563931899647755	0.563931899647755	14	0	FALSE	chr8	0	5614	40610	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Cngb3	0.0318461934732458	1	0.0224471284847852	3	1	TRUE	1.02060280867412	0.0224471284847852	0.0224471284847852	3	1	TRUE	chr4	51728	1203	229774	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Cnih1	-0.0364530246536033	0.876853347147348	0.617211717814566	6	0	FALSE	0.0251801470033212	0.617211717814566	0.617211717814566	6	0	FALSE	chr14	69	2406	12048	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
Cnih2	0.0349655772882646	0.86298652672473	0.86298652672473	2	0	FALSE	0.00836882359964795	0.86298652672473	0.86298652672473	2	0	FALSE	chr19	1245	802	5654	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cnih3	-0.0158695162538343	0.94882783291001	0.31404371951393	35	0	FALSE	-0.0180267061386081	0.31404371951393	0.31404371951393	35	0	FALSE	chr1	0	14035	105827	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Cnih4	-0.0292131467074816	0.937946999229648	0.937946999229648	2	0	FALSE	-0.0755966119044038	0.937946999229648	0.937946999229648	2	0	FALSE	chr1	28	802	18064	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cnksr1	0.00769994402973631	0.976855137171027	0.874260331322584	7	0	FALSE	0.00460516072779674	0.874260331322584	0.874260331322584	7	0	FALSE	chr4	0	2807	10291	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Cnksr2	0.00525267545831945	0.985388045003603	7.58162242753123e-06	12	3	TRUE	2.71338250533166	7.58162242753123e-06	7.58162242753123e-06	12	3	TRUE	chrX	0	4812	221859	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
Cnksr3	-0.0187674013819188	0.929862202450363	6.89359423554091e-15	36	9	TRUE	2.38737937874726	6.89359423554091e-15	6.89359423554091e-15	36	9	TRUE	chr10	279	14436	93175	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
Cnmd	-0.0405515394685071	0.848452648244173	0.490922855316693	8	0	FALSE	-0.00468261448004294	0.490922855316693	0.490922855316693	8	0	FALSE	chr14	300	3208	24395	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Cnn1	0.0137058081592177	1	0.96379982405148	3	0	FALSE	0.0137058081592177	0.96379982405148	0.96379982405148	3	0	FALSE	chr9	0	1203	5484	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cnn2	-0.0465598499912212	0.809471921138501	0.661032391901791	2	0	FALSE	-0.0752416620297431	0.661032391901791	0.661032391901791	2	0	FALSE	chr10	0	802	7479	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cnn3	0.0429126484710235	0.828700983059591	0.669915827218707	10	0	FALSE	0.0144467495637942	0.669915827218707	0.669915827218707	10	0	FALSE	chr3	0	4010	7378	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Cnnm1	0.0149882885176132	0.936530246953922	0.0281534816611824	16	1	TRUE	0.950501114114635	0.0281534816611824	0.0281534816611824	16	1	TRUE	chr19	32	6416	5903	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
Cnnm2	-0.0297369638877498	0.857468133555488	0.433222236330635	19	0	FALSE	-0.0237566594872792	0.433222236330635	0.433222236330635	19	0	FALSE	chr19	0	7619	118597	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Cnnm3	0.0202178588082256	0.920783261206787	0.667097474531236	6	0	FALSE	-0.00909130231508088	0.667097474531236	0.667097474531236	6	0	FALSE	chr1	0	2406	4840	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
Cnnm4	0.041919346272732	0.850486169967725	0.431518108249081	7	0	FALSE	-0.000794537910924954	0.431518108249081	0.431518108249081	7	0	FALSE	chr1	123	2807	37145	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
Cnot1	0.00733921487920959	0.968856530122228	0.968856530122228	3	0	FALSE	-0.00521383320230386	0.968856530122228	0.968856530122228	3	0	FALSE	chr8	0	1203	87924	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Cnot10	-0.0355419716062796	0.863447735810365	0.863447735810365	3	0	FALSE	-0.0251805726068283	0.863447735810365	0.863447735810365	3	0	FALSE	chr9	0	1203	13533	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cnot11	-0.0227084637779147	0.902941521347555	0.902941521347555	3	0	FALSE	-0.0211277285877005	0.902941521347555	0.902941521347555	3	0	FALSE	chr1	0	1203	11072	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cnot2	-0.0784448866259739	0.688182458980041	0.688182458980041	2	0	FALSE	0.00127046291253455	0.688182458980041	0.688182458980041	2	0	FALSE	chr10	0	802	96335	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Cnot3	-0.0301482556653264	0.824684028308283	0.495619242962831	5	0	FALSE	-0.0171495226790019	0.495619242962831	0.495619242962831	5	0	FALSE	chr7	48	2005	15819	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Cnot4	-0.0129750868046475	0.941971634263124	0.941971634263124	1	0	FALSE	-0.0129750868046475	0.941971634263124	0.941971634263124	1	0	FALSE	chr6	0	401	80788	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cnot6	-0.0127158571597594	0.961146089446539	0.948662762973711	4	0	FALSE	-0.00408659192218417	0.948662762973711	0.948662762973711	4	0	FALSE	chr11	0	1604	37998	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cnot6l	-0.00949896010791145	0.975716639406429	0.975716639406429	3	0	FALSE	-0.00949896010791145	0.975716639406429	0.975716639406429	3	0	FALSE	chr5	9917	1203	33075	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cnot7	0.0115450623816022	0.962270581773424	0.962270581773424	3	0	FALSE	0.0115450623816022	0.962270581773424	0.962270581773424	3	0	FALSE	chr8	0	1203	19176	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cnot8	-0.00938561450017234	0.968108472871653	0.86606475085811	4	0	FALSE	-0.0225420706147212	0.86606475085811	0.86606475085811	4	0	FALSE	chr11	0	1604	14442	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cnot9	-0.0862396890569603	1	0.933039443167619	3	0	FALSE	-0.0222280916785891	0.933039443167619	0.933039443167619	3	0	FALSE	chr1	4350	1203	4651	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cnp	0.0292589777135268	0.893625817423197	0.808084812221358	6	0	FALSE	0.00465620176837168	0.808084812221358	0.808084812221358	6	0	FALSE	chr11	270	2406	15839	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Cnppd1	0.0246802528649084	0.919298852885363	0.919298852885363	2	0	FALSE	0.012309501202405	0.919298852885363	0.919298852885363	2	0	FALSE	chr1	0	802	8085	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cnpy1	-0.11874148793428	0.579363908425681	3.53703866047605e-08	14	2	TRUE	1.87542692473644	3.53703866047605e-08	3.53703866047605e-08	14	2	TRUE	chr5	0	5614	7574	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
Cnpy2	-0.0213828934267555	0.9313804233159	0.929926704241054	4	0	FALSE	-0.0204462842137618	0.929926704241054	0.929926704241054	4	0	FALSE	chr10	0	1604	3723	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cnpy3	-0.0345844007447395	0.838741143442626	0.720257456345955	5	0	FALSE	0.0263002469889181	0.720257456345955	0.720257456345955	5	0	FALSE	chr17	0	2005	4959	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
Cnpy4	-0.000905894923809042	0.997872144802329	0.997872144802329	1	0	FALSE	-0.000905894923809042	0.997872144802329	0.997872144802329	1	0	FALSE	chr5	158	401	6434	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cnr1	1.09372242453421	0.00494394072279715	3.16011302054119e-17	45	20	TRUE	1.74431542419595	3.16011302054119e-17	3.16011302054119e-17	45	20	TRUE	chr4	1616	18045	10724	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
Cnst	0.0221120110334638	1	0.919061088921501	7	0	FALSE	0.00725966731164084	0.919061088921501	0.919061088921501	7	0	FALSE	chr1	423	2807	11985	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Cntd1	-0.00883260095549933	0.973308027916009	0.973308027916009	1	0	FALSE	-0.00883260095549933	0.973308027916009	0.973308027916009	1	0	FALSE	chr11	2535	401	10263	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cntf	0.0489113158064545	1	1	1	0	FALSE	0.0489113158064545	1	1	1	0	FALSE	chr19	16820	401	1973	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cntfr	-0.0172918886443993	0.936136497052803	0.700260244394598	9	0	FALSE	-0.0127134508896662	0.700260244394598	0.700260244394598	9	0	FALSE	chr4	783	3609	767	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Cntln	-0.0150118368303347	0.938620627697177	0.00034498423985214	14	3	TRUE	1.02422657611594	0.00034498423985214	0.00034498423985214	14	3	TRUE	chr4	0	5614	74105	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
Cntn1	-0.0453164102252884	0.786656762047835	2.31614710749835e-10	28	2	TRUE	1.92117675781813	2.31614710749835e-10	2.31614710749835e-10	28	2	TRUE	chr15	0	11228	198287	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
Cntn2	0.005902531654361	0.977131787348262	0.236652898690096	13	0	FALSE	-0.0468061108452988	0.236652898690096	0.236652898690096	13	0	FALSE	chr1	0	5213	31074	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
Cntn3	-0.00869640343058398	1	0.626312171410895	7	0	FALSE	-0.00439714349911042	0.626312171410895	0.626312171410895	7	0	FALSE	chr6	8103	2807	409798	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Cntn4	-0.707244042314776	0.0953877087417412	7.84980277051248e-12	92	13	TRUE	1.61839700810142	7.84980277051248e-12	7.84980277051248e-12	92	13	TRUE	chr6	754	36892	226685	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
Cntn5	-0.0872868467046703	0.658056058024515	2.83140183579855e-11	41	6	TRUE	1.86630981150818	2.83140183579855e-11	2.83140183579855e-11	41	6	TRUE	chr9	862	16441	263939	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
Cntn6	2.46853362235511	1.88438635926685e-08	2.44649791520398e-10	37	17	TRUE	2.02631726285323	2.44649791520398e-10	2.44649791520398e-10	37	17	TRUE	chr6	236	14837	150160	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
Cntnap1	-0.00888446889080908	0.970631753768881	0.579757226194565	3	0	FALSE	-0.00888446889080908	0.579757226194565	0.579757226194565	3	0	FALSE	chr11	0	1203	7794	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cntnap2	-0.102666108578605	0.647041652479516	1.46436519472892e-12	111	9	TRUE	1.67544241136428	1.46436519472892e-12	1.46436519472892e-12	111	9	TRUE	chr6	0	44511	59823	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
Cntnap3	0.00164261135061651	0.995387277345794	0.962672516937774	3	0	FALSE	0.00164261135061651	0.962672516937774	0.962672516937774	3	0	FALSE	chr13	0	1203	167774	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cntnap4	0.00220721599164558	0.994761432679012	0.0137130942821123	20	2	TRUE	0.981588078769525	0.0137130942821123	0.0137130942821123	20	2	TRUE	chr8	0	8020	2121	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
Cntnap5a	0.00748889645333592	0.979866667629959	2.65183223935917e-12	58	22	TRUE	1.70004676077455	2.65183223935917e-12	2.65183223935917e-12	58	22	TRUE	chr1	119	23258	902568	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
Cntnap5b	0.0123942155858324	0.967818455634166	0.967818455634166	13	0	FALSE	-0.0141520526364802	0.967818455634166	0.967818455634166	13	0	FALSE	chr1	9692	5213	712085	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
Cntnap5c	-0.30385574238469	0.309746009339091	0.309746009339091	8	0	FALSE	-0.00740948182237418	0.309746009339091	0.309746009339091	8	0	FALSE	chr17	255	3208	640786	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Cntrl	-0.0435457406298852	0.825389499964788	0.61799168225626	6	0	FALSE	-0.0448217676512501	0.61799168225626	0.61799168225626	6	0	FALSE	chr2	0	2406	28403	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Cntrob	0.207512207912216	0.413098524040331	0.413098524040331	6	0	FALSE	0.0292201401758172	0.413098524040331	0.413098524040331	6	0	FALSE	chr11	0	2406	3454	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Coa4	-0.00111087780862439	0.996345417985177	0.996345417985177	2	0	FALSE	0.0174756869338901	0.996345417985177	0.996345417985177	2	0	FALSE	chr7	0	802	3270	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Coa5	0.0213109223143073	0.922731238677841	0.922731238677841	4	0	FALSE	-0.00373046501581934	0.922731238677841	0.922731238677841	4	0	FALSE	chr1	0	1604	13020	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Coa6	-0.067098697321263	0.687111745247142	0.406958036469119	13	0	FALSE	-0.0185692926273455	0.406958036469119	0.406958036469119	13	0	FALSE	chr8	0	5213	2919	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Coa7	0.0123535687546782	0.9541520189857	0.821096679256958	3	0	FALSE	0.0281071972545312	0.821096679256958	0.821096679256958	3	0	FALSE	chr4	0	1203	13405	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Coa8	-0.0438144871345771	0.861644573469526	0.256104088575156	5	0	FALSE	-0.0315032306653516	0.256104088575156	0.256104088575156	5	0	FALSE	chr12	5342	2005	13830	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Coasy	0.0254080511837002	0.912806859538706	0.245011645192043	2	0	FALSE	-0.156763529906575	0.245011645192043	0.245011645192043	2	0	FALSE	chr11	77	802	3995	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Cobl	-0.0312987862243519	0.886556719294386	7.54126285858914e-05	60	5	TRUE	1.27953255038231	7.54126285858914e-05	7.54126285858914e-05	60	5	TRUE	chr11	0	24060	159886	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
Cobll1	0.0819509638824576	0.716076858789505	0.000926771575542315	31	1	TRUE	1.69712156838818	0.000926771575542315	0.000926771575542315	31	1	TRUE	chr2	0	12431	150288	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
Coch	-0.0133748273890959	0.961215854028975	0.828296325649634	8	0	FALSE	0.0183959628634874	0.828296325649634	0.828296325649634	8	0	FALSE	chr12	130	3208	730	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
Cog1	-0.0759956726653701	0.659475780101419	0.2556378848943	7	0	FALSE	-0.0592730175946408	0.2556378848943	0.2556378848943	7	0	FALSE	chr11	491	2807	9680	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Cog2	0.0512892118970479	0.79318363791189	0.234507160954862	12	0	FALSE	-0.0123114035395799	0.234507160954862	0.234507160954862	12	0	FALSE	chr8	0	4812	31242	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
Cog3	0.0269429606899315	1	0.0853322644606833	9	0	FALSE	-0.0259418786472602	0.0853322644606833	0.0853322644606833	9	0	FALSE	chr14	617	3609	52189	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
Cog4	-0.0379981358083019	0.843017973676704	0.351766401717971	5	0	FALSE	-0.0379981358083019	0.351766401717971	0.351766401717971	5	0	FALSE	chr8	931	2005	769	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Cog5	2.44481335593545	1.20839010330663e-07	2.05207269279175e-12	23	12	TRUE	2.12989846434424	2.05207269279175e-12	2.05207269279175e-12	23	12	TRUE	chr12	346	9223	9397	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
Cog6	-0.00854098712473738	0.9735882452237	0.713260874805675	9	0	FALSE	-0.00854098712473738	0.713260874805675	0.713260874805675	9	0	FALSE	chr3	0	3609	21411	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Cog7	-0.0176267669108986	0.947091486167013	0.895135011067714	6	0	FALSE	-0.00450017664405629	0.895135011067714	0.895135011067714	6	0	FALSE	chr7	0	2406	52785	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Coil	-0.0284959532213455	0.88526130580944	0.844283684779671	2	0	FALSE	-0.0352909784018699	0.844283684779671	0.844283684779671	2	0	FALSE	chr11	0	802	17679	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Col10a1	-0.0145422950519973	0.954220392583364	0.865506075281393	5	0	FALSE	-0.0145422950519973	0.865506075281393	0.865506075281393	5	0	FALSE	chr10	4899	2005	7105	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Col11a1	-0.0761365148417237	0.733003708598726	0.733003708598726	6	0	FALSE	-0.00961870169964325	0.733003708598726	0.733003708598726	6	0	FALSE	chr3	0	2406	77785	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Col11a2	-0.143881530694863	0.552087083063846	0.0335005072319104	9	1	TRUE	0.834590524546969	0.0335005072319104	0.0335005072319104	9	1	TRUE	chr17	199	3609	26154	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
Col12a1	-1.28247539214014	0.00108005847872875	0.00108005847872875	8	1	TRUE	-1.28247539214014	0.00108005847872875	0.00108005847872875	8	1	TRUE	chr9	1448	3208	6298	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE
Col13a1	-0.0060570625066449	0.979710708971794	0.165027190617872	47	0	FALSE	-0.0207831036266353	0.165027190617872	0.165027190617872	47	0	FALSE	chr10	0	18847	129390	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Col14a1	-0.0142204059778507	0.952294945858607	0.35398087038029	13	0	FALSE	-0.0139658598246625	0.35398087038029	0.35398087038029	13	0	FALSE	chr15	88	5213	212285	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Col15a1	0.0143855449681206	0.951660859212436	0.0106382345681719	48	1	TRUE	0.994896840644847	0.0106382345681719	0.0106382345681719	48	1	TRUE	chr4	0	19248	3765	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
Col16a1	-0.20872150129897	0.391537863162273	0.0933725816683279	15	0	FALSE	-0.0452014277096932	0.0933725816683279	0.0933725816683279	15	0	FALSE	chr4	0	6015	43288	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Col17a1	0.0918893591173519	0.652905814308574	0.652304021954256	11	0	FALSE	-0.00220673938119609	0.652304021954256	0.652304021954256	11	0	FALSE	chr19	129	4411	1766	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
