gene_name	ctrl_aging_fold	ctrl_aging_fdr	ctrl_aging_min_fdr	ctrl_aging_n_peaks	ctrl_aging_n_sig	ctrl_aging_has_sig	ctrl_aging_n_sig_up	ctrl_aging_n_sig_down	ctrl_aging_max_fold	ctrl_aging_min_fold	ctrl_aging_mean_fold	mut_aging_fold	mut_aging_fdr	mut_aging_min_fdr	mut_aging_n_peaks	mut_aging_n_sig	mut_aging_has_sig	mut_aging_n_sig_up	mut_aging_n_sig_down	mut_aging_max_fold	mut_aging_min_fold	mut_aging_mean_fold	has_ctrl_peak	has_mut_peak	in_universe	ctrl_aging_up	mut_aging_up	ctrl_aging_down	mut_aging_down	ctrl_aging_sig	mut_aging_sig	mut_specific_aging_up	shared_aging_up	ctrl_specific_aging_up	chr	gene_length	mch_ctrl	mch_mut	mch_diff	edger_logFC	edger_fdr	mch_sig	mch_hyper	mch_hypo	mch_direction	mch_diff_pct	aging_group
AY358078	-0.0956556443314497	0.491752627703399	0.491752627703399	5	0	FALSE	0	0	0.0857172182655302	-0.250819050213134	-0.102103319709327	-0.225908233032928	0.136460336519365	0.136460336519365	4	0	FALSE	0	0	-0.0492125473698699	-0.581460167591574	-0.270622295256825	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr14	26314	0.011650027597489	0.0130837043448355	0.00143367674734649	-0.0523634576107016	0.806298862892686	FALSE	FALSE	FALSE	Hypomethylated	0.143367674734649	Other peak-carrying genes
AY761185	-0.114488813690852	0.788047095975274	0.788047095975274	1	0	FALSE	0	0	-0.114488813690852	-0.114488813690852	-0.114488813690852	-0.510741576879554	0.175217560178504	0.175217560178504	1	0	FALSE	0	0	-0.510741576879554	-0.510741576879554	-0.510741576879554	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr8	1017	0.0163571569759475	0.011702646991382	-0.00465450998456547	-1.0235688537737	0.196729830049821	FALSE	FALSE	FALSE	Hypomethylated	-0.465450998456547	Other peak-carrying genes
Aaas	-0.111949583636229	0.558133700315431	0.558133700315431	4	0	FALSE	0	0	-0.0200722059528	-0.215698768159602	-0.114917535346215	-0.706808338750272	0.0483941927701374	0.0483941927701374	3	1	TRUE	0	1	-0.0136056262138462	-0.706808338750272	-0.348670397882939	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	chr15	12520	0.0143531478988395	0.0153128984919271	0.000959750593087642	-0.264675318838533	0.266748566002941	FALSE	FALSE	FALSE	Hypomethylated	0.0959750593087642	Other peak-carrying genes
Aacs	-0.0991698372639972	0.0986974074008609	0.0986974074008609	17	0	FALSE	0	0	0.153691979555846	-0.538087280409157	-0.144361238359893	-0.818416478061857	0.025788412387265	0.025788412387265	21	1	TRUE	0	1	0.257116344390735	-0.818416478061857	-0.207080451893364	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	chr5	41597	0.0201298948832331	0.0211135448594152	0.000983649976182183	-0.0410295632339971	0.737477937064544	FALSE	FALSE	FALSE	Hypomethylated	0.0983649976182183	Other peak-carrying genes
Aadac	-0.25841253701608	0.33982765645046	0.33982765645046	3	0	FALSE	0	0	-0.139289482573526	-0.335104074540083	-0.24426869804323	0.851583239849374	0.012193649277669	0.012193649277669	5	1	TRUE	1	0	0.851583239849374	-0.249745589995218	0.281843571097545	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	chr3	14444	0.0136399667961976	0.0144365012156644	0.000796534419466805	-0.230359444636585	0.315676327746667	FALSE	FALSE	FALSE	Hypomethylated	0.0796534419466805	Mutant-specific aging up
Aadacl2	-0.375970081443576	0.281413458935025	0.281413458935025	1	0	FALSE	0	0	-0.375970081443576	-0.375970081443576	-0.375970081443576	-0.180746143841545	0.599263968632224	0.599263968632224	2	0	FALSE	0	0	-0.142121858257698	-0.219370429425393	-0.180746143841545	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr3	18678	0.013669996349743	0.0151516741094263	0.00148167775968325	0.0150833796299349	0.953231364424468	FALSE	FALSE	FALSE	Hypermethylated	0.148167775968325	Other peak-carrying genes
Aadacl2fm1	-0.176484544598486	0.368757882966104	0.368757882966104	3	0	FALSE	0	0	-0.163087597985018	-0.307356208188615	-0.215642783590706	0.223022387710702	0.594387675365578	0.594387675365578	1	0	FALSE	0	0	0.223022387710702	0.223022387710702	0.223022387710702	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr3	12736	0.0139747338567162	0.0155995283190808	0.00162479446236461	-0.0183572946317808	0.954549394159036	FALSE	FALSE	FALSE	Hypomethylated	0.162479446236461	Other peak-carrying genes
Aadacl2fm2	-0.0983273031875235	0.405647700126417	0.405647700126417	3	0	FALSE	0	0	-0.00760855224584281	-0.29487967569068	-0.133605177041349	-0.441213409992853	0.115719094369442	0.115719094369442	6	0	FALSE	0	0	0.105730059612001	-0.664708063699637	-0.354489719231878	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr3	22544	0.0195117787717363	0.0230103835200117	0.00349860474827536	0.0409656895650909	0.817168187013504	FALSE	FALSE	FALSE	Hypermethylated	0.349860474827536	Other peak-carrying genes
Aadacl2fm3	-0.332463947608177	0.283307476653081	0.283307476653081	2	0	FALSE	0	0	-0.286988963307169	-0.377938931909185	-0.332463947608177	-0.372182776388181	0.348638468825536	0.348638468825536	1	0	FALSE	0	0	-0.372182776388181	-0.372182776388181	-0.372182776388181	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr3	16263	0.0138288987370031	0.0167638451128775	0.00293494637587439	0.0743995998720084	0.732347996228099	FALSE	FALSE	FALSE	Hypermethylated	0.293494637587439	Other peak-carrying genes
Aadacl3	-0.177458732188559	0.225803315360694	0.225803315360694	5	0	FALSE	0	0	0.180458563968824	-0.434920552994159	-0.121201599814234	-0.409680161852355	0.0687707511293306	0.0687707511293306	8	0	FALSE	0	0	-0.125430056450223	-0.689876408142629	-0.41552896839734	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr4	9986	0.0139168680525494	0.0117212925043896	-0.0021955755481598	-0.419267519058917	0.111614298020243	FALSE	FALSE	FALSE	Hypomethylated	-0.21955755481598	Other peak-carrying genes
Aadacl4	-0.333390525004623	0.159317974020502	0.159317974020502	3	0	FALSE	0	0	-0.214890297965333	-0.489988957185227	-0.346089926718394	-0.776769459231083	0.0477880601539652	0.0477880601539652	7	1	TRUE	0	1	-0.0959908428993548	-0.776769459231083	-0.432494175152395	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	chr4	9692	0.0144368428434189	0.0135421184994	-0.000894724344018874	-0.446769945131875	0.0902251603968294	FALSE	FALSE	FALSE	Hypomethylated	-0.0894724344018874	Other peak-carrying genes
Aadacl4fm1	-0.172667334916402	0.583826263502931	0.583826263502931	3	0	FALSE	0	0	-0.172368320713266	-0.20542710525498	-0.183487586961549	-0.219737418379112	0.197510256297837	0.197510256297837	6	0	FALSE	0	0	0.117152070754213	-0.511973690349261	-0.207111579880076	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr4	9532	0.0121076828655143	0.0126126790696239	0.000504996204109586	-0.238006779928267	0.466209083914327	FALSE	FALSE	FALSE	Hypomethylated	0.0504996204109586	Other peak-carrying genes
Aadacl4fm2	-0.114979076833413	0.163189587857494	0.163189587857494	4	0	FALSE	0	0	0.0064849592101884	-0.500835179359538	-0.181077093454044	-0.372857249462812	0.135591286408056	0.135591286408056	4	0	FALSE	0	0	-0.354478289563924	-0.567628696802237	-0.416955371322946	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr4	10135	0.0112363343481438	0.0128729694369451	0.00163663508880128	-0.187214556582569	0.596198234415299	FALSE	FALSE	FALSE	Hypomethylated	0.163663508880128	Other peak-carrying genes
Aadacl4fm4	-0.197392809240563	0.461652465394295	0.461652465394295	2	0	FALSE	0	0	-0.139675901972581	-0.255109716508544	-0.197392809240563	-0.545355525946339	0.0915129677995433	0.0915129677995433	2	0	FALSE	0	0	-0.388116978088384	-0.702594073804293	-0.545355525946339	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr4	16432	0.0128814460420937	0.0128040465278383	-7.73995142553767e-05	-0.264198731556374	0.221294105941696	FALSE	FALSE	FALSE	Hypomethylated	-0.00773995142553767	Other peak-carrying genes
Aadacl4fm5	-0.0750337813986538	0.588674455542845	0.588674455542845	4	0	FALSE	0	0	0.0425850169558158	-0.205602724107591	-0.0782713174872707	-0.387538616003862	0.130683488266892	0.130683488266892	5	0	FALSE	0	0	0.335128400785692	-0.540974462466245	-0.249522292179999	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr4	9380	0.0120249100034569	0.0126320741745037	0.00060716417104679	-0.268670814401652	0.330646557399609	FALSE	FALSE	FALSE	Hypomethylated	0.060716417104679	Other peak-carrying genes
Aadat	-0.122141384636316	0.117601559575043	0.117601559575043	41	0	FALSE	0	0	0.226077949056546	-0.586803964907679	-0.13173171975548	-0.893426956349243	0.0479274337313502	0.0479274337313502	28	1	TRUE	0	1	0.0991465081329042	-0.893426956349243	-0.394213285053247	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	chr8	39746	0.01659687230384	0.0168280780432298	0.000231205739389798	-0.15725477996672	0.24817219617326	FALSE	FALSE	FALSE	Hypomethylated	0.0231205739389798	Other peak-carrying genes
Aagab	-0.157264792817018	0.0729420082407732	0.0729420082407732	17	0	FALSE	0	0	0.451293579459814	-0.61858802534352	-0.124201463643272	-0.256354282995009	0.0663443326910813	0.0663443326910813	15	0	FALSE	0	0	0.33856631365378	-0.677339821672494	-0.299325726767958	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr9	41929	0.0176531695509488	0.0179152572319348	0.000262087680985994	-0.159281580390747	0.115248537991258	FALSE	FALSE	FALSE	Hypomethylated	0.0262087680985994	Other peak-carrying genes
Aak1	-0.174448281337082	0.0631938296799304	0.0631938296799304	29	0	FALSE	0	0	0.0975500298810693	-0.654357575618306	-0.186386408052116	-0.246563691909447	0.0696550703312239	0.0696550703312239	31	0	FALSE	0	0	0.421981577326425	-0.744590923750062	-0.236199878416527	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr6	153707	0.0146952865833984	0.0142343185729477	-0.000460968010450659	-0.314741446197867	5.08603059629271e-05	TRUE	FALSE	TRUE	Hypomethylated	-0.0460968010450659	Other peak-carrying genes
Aamdc	0.024664001486974	0.745898992180089	0.745898992180089	2	0	FALSE	0	0	0.130855358183059	-0.0815273552091109	0.024664001486974	-0.483118582827	0.210336059382643	0.210336059382643	1	0	FALSE	0	0	-0.483118582827	-0.483118582827	-0.483118582827	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr7	29167	0.0160732027985942	0.01480178003759	-0.00127142276100418	-0.303853021872321	0.0281865465641788	TRUE	FALSE	TRUE	Hypomethylated	-0.127142276100418	Other peak-carrying genes
Aamp	-0.20811754846507	0.577547387011576	0.577547387011576	1	0	FALSE	0	0	-0.20811754846507	-0.20811754846507	-0.20811754846507	-0.83299333592751	0.0219413445920195	0.0219413445920195	2	1	TRUE	0	1	0.298071226422262	-0.83299333592751	-0.267461054752624	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	chr1	4899	0.0134978306028217	0.0130903380291608	-0.000407492573660916	-0.341500343364151	0.39177782882491	FALSE	FALSE	FALSE	Hypomethylated	-0.0407492573660916	Other peak-carrying genes
Aanat	0.564431826500206	0.0385666653298975	0.0385666653298975	4	1	TRUE	1	0	0.564431826500206	0.142032307274205	0.313270242784746	1.10306500649903	0.000668704282326731	0.000668704282326731	5	3	TRUE	3	0	1.50073349261046	-0.273584303700284	0.569463778211376	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	chr11	11249	0.0487444569986199	0.0480675724641762	-0.000676884534443735	-0.0409369437369358	0.779929342216914	FALSE	FALSE	FALSE	Hypomethylated	-0.0676884534443735	Other peak-carrying genes
Aar2	-0.15087731488363	0.0543514003788373	0.0543514003788373	9	0	FALSE	0	0	0.0102439881299289	-0.635374177026118	-0.234784254011851	-0.358098985592746	0.132221358116099	0.132221358116099	10	0	FALSE	0	0	0.351306221447246	-0.607836559370018	-0.302135097806552	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr2	21389	0.015433708842112	0.0139927663507282	-0.0014409424913838	-0.379411866433139	0.0354810773474046	TRUE	FALSE	TRUE	Hypomethylated	-0.14409424913838	Other peak-carrying genes
Aard	-0.12054493950216	0.0681779476902902	0.0681779476902902	17	0	FALSE	0	0	0.104212702535262	-0.579643581023492	-0.117263243096118	2.85441277411347	1.33205500858828e-29	1.33205500858828e-29	19	5	TRUE	5	0	3.55573458796849	-0.534131664682602	0.700221482650528	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	chr15	5616	0.0187056686492552	0.0190676207356445	0.000361952086389266	-0.117787777603374	0.724381712855543	FALSE	FALSE	FALSE	Hypomethylated	0.0361952086389266	Mutant-specific aging up
Aars2	-0.91081461716674	0.0016999300723866	0.0016999300723866	7	1	TRUE	0	1	0.217171662445921	-0.91081461716674	-0.264656542436624	-0.337926176405737	0.135299207718686	0.135299207718686	6	0	FALSE	0	0	-0.027653691308382	-0.520415473696014	-0.310069129285848	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	chr17	14003	0.0165485608330612	0.0190620504270469	0.00251348959398565	0.0990683842132926	0.634953006706294	FALSE	FALSE	FALSE	Hypermethylated	0.251348959398565	Other peak-carrying genes
Aarsd1	-0.186642572762108	0.49874257724469	0.49874257724469	5	0	FALSE	0	0	0.0189527252569795	-0.247861634309267	-0.147020005913267	-0.108345264787661	0.263986545807934	0.263986545807934	5	0	FALSE	0	0	0.0777346719880647	-0.448110597620052	-0.150372784290925	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr11	10777	0.0137103668886142	0.0145767328788603	0.000866365990246113	-0.470943142609773	0.0501844947730992	FALSE	FALSE	FALSE	Hypomethylated	0.0866365990246113	Other peak-carrying genes
Aasdh	-0.0267525751419979	0.146203563148119	0.146203563148119	11	0	FALSE	0	0	0.0930997258965759	-0.592231235139636	-0.123121980440668	-0.152715727454244	0.243946930118067	0.243946930118067	9	0	FALSE	0	0	0.219472232767376	-0.439333727574972	-0.104905212301415	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr5	31856	0.0140870097410759	0.0146628889539295	0.000575879212853563	-0.262169123844016	0.0552875526871484	FALSE	FALSE	FALSE	Hypomethylated	0.0575879212853563	Other peak-carrying genes
Aasdhppt	-0.246319752852919	0.176959500315296	0.176959500315296	19	0	FALSE	0	0	0.170741880068703	-0.464630664236508	-0.222991345963926	-0.915367785311337	0.0226210461183569	0.0226210461183569	10	1	TRUE	0	1	0.0783028431953964	-0.915367785311337	-0.345715742807181	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	chr9	14679	0.012417516418011	0.0133898718891178	0.000972355471106811	-0.0155760399475449	0.960669034007977	FALSE	FALSE	FALSE	Hypomethylated	0.0972355471106811	Other peak-carrying genes
Aass	-0.195757185147676	0.112410581105057	0.112410581105057	20	0	FALSE	0	0	-0.00890179406828883	-0.589171086518252	-0.227364323859549	-0.870845913190774	0.0335022397819402	0.0335022397819402	18	3	TRUE	0	3	0.598955852989691	-0.878169031959444	-0.26219664920782	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	chr6	60814	0.0163512650103272	0.0160176491521961	-0.000333615858131055	-0.212323864714603	0.0477364518356751	TRUE	FALSE	TRUE	Hypomethylated	-0.0333615858131055	Other peak-carrying genes
Aatf	0.815847529797471	0.00774035480146418	0.00774035480146418	28	1	TRUE	1	0	0.815847529797471	-0.483655746191889	-0.131145050306681	-0.310841237225125	0.136416311772137	0.136416311772137	28	0	FALSE	0	0	0.0493394279744629	-0.571228085752998	-0.283954357124822	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	chr11	90668	0.0181297675064722	0.0158149332490102	-0.00231483425746207	-0.426791051739692	2.00559721475994e-06	TRUE	FALSE	TRUE	Hypomethylated	-0.231483425746207	Other peak-carrying genes
Aatk	-0.680619518413234	0.0218513633299948	0.0218513633299948	19	1	TRUE	0	1	0.115367400278617	-0.680619518413234	-0.175036515721916	-0.147569811098281	0.113256534265843	0.113256534265843	19	0	FALSE	0	0	0.055300052860209	-0.579645807177452	-0.195777845666594	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	chr11	39855	0.0186267755685119	0.0179470097059975	-0.000679765862514434	-0.194861963046194	0.0855228705642718	FALSE	FALSE	FALSE	Hypomethylated	-0.0679765862514434	Other peak-carrying genes
Abat	-0.0193725225028055	0.062975549359235	0.062975549359235	27	0	FALSE	0	0	0.572244583076712	-0.428157725982128	-0.0545064772626586	-0.881475022912562	5.94538216734976e-05	5.94538216734976e-05	20	3	TRUE	1	2	1.51956060078032	-1.02770574544125	-0.285224910144369	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	chr16	108140	0.0217437888825304	0.0191794085375161	-0.0025643803450143	-0.360990691797076	7.96279482067822e-07	TRUE	FALSE	TRUE	Hypomethylated	-0.25643803450143	Mutant-specific aging up
Abca1	-0.0725152754035277	0.216277524557405	0.216277524557405	50	0	FALSE	0	0	0.215861780608424	-0.435862264082957	-0.077699275245832	0.0394912964454985	8.40581541875461e-09	8.40581541875461e-09	48	4	TRUE	2	2	2.25077226213996	-1.1588287410419	-0.132775929560297	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	chr4	129109	0.0188717401532655	0.0214125778937105	0.00254083774044505	0.0773500355851689	0.198525639628807	FALSE	FALSE	FALSE	Hypermethylated	0.254083774044505	Mutant-specific aging up
Abca12	-0.156754860414692	0.155098616630477	0.155098616630477	54	0	FALSE	0	0	0.205167563150334	-0.496767127649389	-0.149618315045737	-0.889487534940951	0.0248495952173061	0.0248495952173061	52	2	TRUE	0	2	0.325532014171961	-0.936204426357378	-0.302409690105779	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	chr1	172635	0.014786623353111	0.0165204719455968	0.00173384859248582	-0.0288022442478122	0.652464620843395	FALSE	FALSE	FALSE	Hypomethylated	0.173384859248582	Other peak-carrying genes
Abca13	-0.85551116638452	0.0235985552281095	0.0235985552281095	124	1	TRUE	0	1	0.317296093488359	-0.927415260918945	-0.152189548130729	-0.95614293935853	0.00248172397303561	0.00248172397303561	121	5	TRUE	0	5	0.588173510221086	-1.13655809730087	-0.287772148441175	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	chr11	492318	0.0183125373532512	0.0221665415992469	0.00385400424599569	0.161218112792418	0.000345716298111256	TRUE	TRUE	FALSE	Hypermethylated	0.385400424599569	Other peak-carrying genes
Abca14	-0.164885271427413	0.379520980291904	0.379520980291904	7	0	FALSE	0	0	0.143062656923083	-0.312612829408063	-0.153422002929479	-0.398192710869421	0.0846535100259241	0.0846535100259241	12	0	FALSE	0	0	0.0219045171056035	-0.681946869005217	-0.325567762362091	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr7	121392	0.0150443652313591	0.0161331851500574	0.00108881991869827	-0.0833622069303554	0.273964000922669	FALSE	FALSE	FALSE	Hypomethylated	0.108881991869827	Other peak-carrying genes
Abca15	-0.204110803957586	0.261477392503299	0.261477392503299	6	0	FALSE	0	0	0.0904101582880827	-0.394331790258592	-0.158495668426608	-0.231750088195227	0.0999875428839473	0.0999875428839473	7	0	FALSE	0	0	0.0186434534668496	-0.699386910472622	-0.258592742838347	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr7	79018	0.0134405244780288	0.0152086013376842	0.0017680768596554	-0.00362942778705667	0.975696870346046	FALSE	FALSE	FALSE	Hypomethylated	0.17680768596554	Other peak-carrying genes
Abca16	-0.115756913579203	0.308536135326685	0.308536135326685	13	0	FALSE	0	0	0.098861938746972	-0.358668024867375	-0.104480550313031	-0.883638692811814	0.0263491500113247	0.0263491500113247	14	1	TRUE	0	1	0.0155895754327485	-0.883638692811814	-0.368403899736106	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	chr7	135167	0.0128790920212509	0.0131453804316401	0.000266288410389207	-0.306393678145742	0.000426446875791268	TRUE	FALSE	TRUE	Hypomethylated	0.0266288410389207	Other peak-carrying genes
Abca17	-0.15612464499978	0.350993263778041	0.350993263778041	6	0	FALSE	0	0	0.00833730188554644	-0.330472264558134	-0.146595530680674	-0.460928224495762	0.112682492341217	0.112682492341217	6	0	FALSE	0	0	-0.232327765422047	-0.648540225939345	-0.442015610443029	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr17	86810	0.0153332033513731	0.0162583860872192	0.000925182735846063	-0.112282158805226	0.170029385304925	FALSE	FALSE	FALSE	Hypomethylated	0.0925182735846063	Other peak-carrying genes
Abca2	-0.960737011746719	0.00753239043235354	0.00753239043235354	9	1	TRUE	0	1	0.267772564004473	-0.960737011746719	-0.147886855115631	-0.0188106698928673	0.157019223436314	0.157019223436314	11	0	FALSE	0	0	0.235785946517883	-0.505354605203498	-0.0777631118076439	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	chr2	19838	0.0164854630686273	0.0167580263616231	0.000272563292995749	-0.181597319729325	0.275048270041305	FALSE	FALSE	FALSE	Hypomethylated	0.0272563292995749	Other peak-carrying genes
Abca3	-0.0684843634262436	0.49273781080204	0.49273781080204	9	0	FALSE	0	0	0.0559572600861836	-0.249350005471758	-0.069794194235906	-0.765051202706774	0.0426970335026886	0.0426970335026886	10	1	TRUE	0	1	0.129452258014079	-0.765051202706774	-0.256513223860185	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	chr17	58252	0.0144664354500542	0.0156974628902495	0.00123102744019526	-0.0332021269754046	0.762976781441065	FALSE	FALSE	FALSE	Hypomethylated	0.123102744019526	Other peak-carrying genes
Abca4	1.06040211697815	8.20960743854409e-06	8.20960743854409e-06	53	3	TRUE	3	0	1.96584041747349	-0.655179638396745	0.112689121692919	2.37349041999104	2.64221337748101e-25	2.64221337748101e-25	54	9	TRUE	8	1	3.34362020706892	-0.953804428863021	0.337405189916833	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	chr3	135681	0.0258260714787354	0.026172354549534	0.000346283070798543	-0.0963569556660512	0.0521627722502782	FALSE	FALSE	FALSE	Hypomethylated	0.0346283070798543	Other peak-carrying genes
Abca5	0.0907138402215091	0.299146969401043	0.299146969401043	7	0	FALSE	0	0	0.365737455055937	-0.124687897313166	0.0537180900846557	-0.976120228596143	0.00537633188335627	0.00537633188335627	10	1	TRUE	0	1	0.0750594451348007	-0.976120228596143	-0.430739050467952	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	chr11	68348	0.0166954329769256	0.0184127032949982	0.00171727031807261	-0.032571730120551	0.747786787128803	FALSE	FALSE	FALSE	Hypomethylated	0.171727031807261	Other peak-carrying genes
Abca6	-0.852186516174946	0.0108145761656674	0.0108145761656674	14	1	TRUE	0	1	0.0448588560512004	-0.886567691655104	-0.21530083072861	-1.14808938350833	0.0112474408403018	0.0112474408403018	15	1	TRUE	0	1	0.040014856260795	-1.14808938350833	-0.413151900358965	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	chr11	74957	0.0144345711351755	0.0148681309831741	0.000433559847998654	-0.119708667903245	0.220432938867411	FALSE	FALSE	FALSE	Hypomethylated	0.0433559847998654	Other peak-carrying genes
Abca7	-0.0905927608709691	0.409771937172003	0.409771937172003	7	0	FALSE	0	0	-0.0194247103256823	-0.292544374019764	-0.134343361780154	-0.114601075192356	0.489364589030115	0.489364589030115	4	0	FALSE	0	0	0.0638021371567766	-0.269597888408375	-0.108749475409078	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr10	19079	0.018911829998056	0.0182434434855221	-0.000668386512533894	-0.179355145681439	0.227657229294352	FALSE	FALSE	FALSE	Hypomethylated	-0.0668386512533894	Other peak-carrying genes
Abca8a	-0.128772027994521	0.110668591742245	0.110668591742245	14	0	FALSE	0	0	0.20651612050514	-0.57970833604672	-0.164341384416583	-0.520982576752799	0.102962936993463	0.102962936993463	14	0	FALSE	0	0	0.047004504088707	-0.629505328149655	-0.44078363307638	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr11	70345	0.0145008771192536	0.013947875017217	-0.00055300210203665	-0.322774232898548	0.000946859305097454	TRUE	FALSE	TRUE	Hypomethylated	-0.055300210203665	Other peak-carrying genes
Abca8b	-0.076229773763279	0.250014030236361	0.250014030236361	12	0	FALSE	0	0	0.0583409645014887	-0.404689743749905	-0.0981124784816989	2.63886783690742	0.000293326119740391	0.000293326119740391	14	1	TRUE	1	0	2.63886783690742	-0.500999755032518	0.0288944706779827	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	chr11	63656	0.0141334906857683	0.0159429253968797	0.00180943471111141	0.0133854070009804	0.921030375416617	FALSE	FALSE	FALSE	Hypermethylated	0.180943471111141	Mutant-specific aging up
