gene_name	gene_id	chr	start	end	gene_length	promoter_state	body_state	mark_category	mch_ctrl	mch_mut	mch_diff	mch_diff_pct	edger_logFC	edger_fdr	mch_sig	mch_direction	mecp2_fold	mecp2_fdr	mecp2_min_fdr	mecp2_n_peaks	mecp2_n_sig	mecp2_sig_gain	mecp2_sig_loss	mch_gain	mecp2_gain	quadrant
Btbd1	ENSMUSG00000025103.8	chr7	81792073	81829431	37358	Unmarked_Promoter	Polycomb	K27me3 only	0.0625929362506071	0.0476661908926706	-0.0149267453579365	-1.49267453579365	-0.427967189506992	1.10488799125578e-07	TRUE	Hypomethylated	-0.195018855	0.424308436	0.182476949	4	0	FALSE	FALSE	FALSE	FALSE	Q3
Prickle1	ENSMUSG00000036158.12	chr15	93499113	93595891	96778	Active_Promoter	Mixed	Bivalent	0.0452798627233857	0.0374523787670796	-0.00782748395630617	-0.782748395630617	-0.330330874786139	1.13481547841538e-07	TRUE	Hypomethylated	-0.038469956	0.890877525	0.010230835	19	1	FALSE	FALSE	FALSE	FALSE	Q3
Hspa12a	ENSMUSG00000025092.7	chr19	58795749	58943654	147905	Active_Promoter	Mixed	Bivalent	0.0405138234941809	0.035196543215572	-0.00531728027860892	-0.531728027860892	-0.268141819462647	1.13876896597633e-07	TRUE	Hypomethylated	-0.112243743	0.603214507	0.01923296	18	2	FALSE	FALSE	FALSE	FALSE	Q3
Fmn1	ENSMUSG00000044042.19	chr2	113327735	113716767	389032	Active_Promoter	Mixed	Bivalent	0.018285271272372	0.016855193673768	-0.00143007759860396	-0.143007759860396	-0.299043861439887	1.15845107457941e-07	TRUE	Hypomethylated	-0.12781265	0.531453889	0.531453889	3	0	FALSE	FALSE	FALSE	FALSE	Q3
Atxn7l1	ENSMUSG00000020564.17	chr12	33147692	33373185	225493	Bivalent_Promoter	Mixed	Bivalent	0.0357359334503498	0.0317736031760697	-0.00396233027428011	-0.396233027428011	-0.250655311389181	1.20854585128894e-07	TRUE	Hypomethylated	-0.157879281	0.447536813	5.92e-06	21	3	FALSE	FALSE	FALSE	FALSE	Q3
Erc2	ENSMUSG00000040640.11	chr14	27622427	28478537	856110	Active_Promoter	Active	K27ac only	0.0244060657940855	0.023359315023298	-0.00104675077078749	-0.104675077078749	-0.174950212589008	1.22057719322552e-07	TRUE	Hypomethylated	-0.036858462	0.89209245	0.027182183	12	1	FALSE	FALSE	FALSE	FALSE	Q3
Ncoa2	ENSMUSG00000005886.14	chr1	13139104	13374083	234979	Active_Promoter	Active	K27ac only	0.017671596549376	0.0161081381549914	-0.00156345839438465	-0.156345839438465	-0.314480639883553	1.24548444369456e-07	TRUE	Hypomethylated	0.02403763	0.936936006	0.571711839	2	0	FALSE	FALSE	FALSE	TRUE	Q2
Wdr7	ENSMUSG00000040560.10	chr18	63708684	63989776	281092	Active_Promoter	Active	K27ac only	0.0199888937898404	0.0182381763726059	-0.00175071741723448	-0.175071741723448	-0.292773656683145	1.25446224278069e-07	TRUE	Hypomethylated	0.0139	0.967787876	0.967787876	1	0	FALSE	FALSE	FALSE	TRUE	Q2
St18	ENSMUSG00000033740.17	chr1	6487230	6860940	373710	Unmarked_Promoter	Active	K27ac only	0.0190396628890684	0.0257300491701346	0.00669038628106615	0.669038628106615	0.325958405340945	1.28089927338341e-07	TRUE	Hypermethylated	2.513171356	3.99e-11	3.99e-11	8	5	TRUE	FALSE	TRUE	TRUE	Q1
Gphn	ENSMUSG00000047454.12	chr12	78226378	78684772	458394	Active_Promoter	Active	K27ac only	0.015492676285924	0.0148001336752955	-0.000692542610628585	-0.0692542610628585	-0.308324646548293	1.29541119268866e-07	TRUE	Hypomethylated	-0.025875227	0.930027811	1.12e-05	3	1	FALSE	FALSE	FALSE	FALSE	Q3
Dennd1a	ENSMUSG00000035392.17	chr2	37798990	38287390	488400	Active_Promoter	Active	K27ac only	0.0285731613610673	0.0263233610504392	-0.00224980031062813	-0.224980031062813	-0.214076837664882	1.30082191726915e-07	TRUE	Hypomethylated	0.001898329	0.995973358	0.268829391	8	0	FALSE	FALSE	FALSE	TRUE	Q2
Clvs1	ENSMUSG00000041216.15	chr4	9269292	9451691	182399	Active_Promoter	Active	K27ac only	0.0183626912891866	0.0160592623762393	-0.00230342891294729	-0.230342891294729	-0.385134731963171	1.33862691876883e-07	TRUE	Hypomethylated	0.231197237	0.240246707	7.36e-15	10	5	FALSE	FALSE	FALSE	TRUE	Q2
Prr16	ENSMUSG00000073565.5	chr18	51117732	51420044	302312	Bivalent_Promoter	Mixed	Bivalent	0.0232337340561708	0.029994391716408	0.00676065766023722	0.676065766023722	0.261197809623644	1.34476925653187e-07	TRUE	Hypermethylated	-0.005087915	0.990134175	8.12e-12	7	4	FALSE	FALSE	TRUE	FALSE	Q4
Nav1	ENSMUSG00000009418.16	chr1	135434579	135688105	253526	Repressed_Promoter	Polycomb	K27me3 only	0.0423602033194468	0.0378917024970355	-0.00446850082241126	-0.446850082241126	-0.226715223344608	1.35397460854581e-07	TRUE	Hypomethylated	-0.204274262	0.28177696	0.017564742	19	1	FALSE	FALSE	FALSE	FALSE	Q3
Itsn1	ENSMUSG00000022957.20	chr16	91729280	91920597	191317	Active_Promoter	Active	K27ac only	0.0208890250876403	0.0182578749743495	-0.00263115011329081	-0.263115011329081	-0.372489827726399	1.36602450334502e-07	TRUE	Hypomethylated	-0.116974984	0.546028491	0.546028491	2	0	FALSE	FALSE	FALSE	FALSE	Q3
Lrrc28	ENSMUSG00000030556.13	chr7	67513409	67645268	131859	Active_Promoter	Active	K27ac only	0.0286323200745414	0.037087184509734	0.00845486443519265	0.845486443519265	0.293248320326875	1.40752558103148e-07	TRUE	Hypermethylated	-0.379810628	0.117099409	1.47e-19	17	10	FALSE	FALSE	TRUE	FALSE	Q4
Myt1l	ENSMUSG00000061911.15	chr12	29528383	29923213	394830	Active_Promoter	Active	K27ac only	0.0301418443904854	0.0361191773967124	0.00597733300622705	0.597733300622705	0.202702019985725	1.46995245671186e-07	TRUE	Hypermethylated	0.124597457	0.548120695	7.32e-23	21	12	FALSE	FALSE	TRUE	TRUE	Q1
Serpinb8	ENSMUSG00000026315.13	chr1	107590005	107610484	20479	Unmarked_Promoter	Active	K27ac only	0.019175708959551	0.0345424420499548	0.0153667330904038	1.53667330904038	0.818565553869543	1.47089745579943e-07	TRUE	Hypermethylated	0.473499864	0.036124711	5.06e-10	2	2	TRUE	FALSE	TRUE	TRUE	Q1
Adcy9	ENSMUSG00000005580.11	chr16	4287528	4420498	132970	Active_Promoter	Active	K27ac only	0.0193295914568384	0.016383483178392	-0.00294610827844645	-0.294610827844645	-0.413086297544503	1.57259797953913e-07	TRUE	Hypomethylated	0.001973972	0.995888014	0.995888014	1	0	FALSE	FALSE	FALSE	TRUE	Q2
B3gnt2	ENSMUSG00000051650.11	chr11	22759737	22860961	101224	Repressed_Promoter	Polycomb	K27me3 only	0.0490999496378079	0.0423490315593988	-0.00675091807840914	-0.675091807840914	-0.284725950847922	1.57259797953913e-07	TRUE	Hypomethylated	-0.056931555	0.818529304	0.0311724	16	2	FALSE	FALSE	FALSE	FALSE	Q3
Megf6	ENSMUSG00000057751.14	chr4	154170729	154275713	104984	Repressed_Promoter	Polycomb	K27me3 only	0.0434512644463528	0.0377091788865773	-0.00574208555977557	-0.574208555977557	-0.310457964221533	1.67768455087464e-07	TRUE	Hypomethylated	0.052587549	0.830626773	0.393710714	18	0	FALSE	FALSE	FALSE	TRUE	Q2
Enah	ENSMUSG00000022995.16	chr1	181896383	182019990	123607	Active_Promoter	Enhancer_Marked	Neither	0.0232442067835573	0.0203338785710762	-0.0029103282124811	-0.29103282124811	-0.375104755698665	1.73676608364328e-07	TRUE	Hypomethylated	0.048676561	0.849165064	0.411817885	5	0	FALSE	FALSE	FALSE	TRUE	Q2
Cntnap5a	ENSMUSG00000070695.4	chr1	115684755	116587323	902568	Repressed_Promoter	Polycomb	K27me3 only	0.0148402190643168	0.0204603823351952	0.00562016327087839	0.562016327087839	0.313008933970922	1.73676608364328e-07	TRUE	Hypermethylated	1.063088932	0.003525441	1.67e-14	11	10	TRUE	FALSE	TRUE	TRUE	Q1
Flrt3	ENSMUSG00000051379.12	chr2	140650913	140671469	20556	Active_Promoter	Active	K27ac only	0.0167452109787099	0.0333044497035079	0.016559238724798	1.6559238724798	0.903180510613833	1.73700552354262e-07	TRUE	Hypermethylated	0.17980816	0.430278762	4.73e-15	5	2	FALSE	FALSE	TRUE	TRUE	Q1
Cntn4	ENSMUSG00000064293.14	chr6	105677659	106699310	1021651	Bivalent_Promoter	Mixed	Bivalent	0.0295132093275752	0.0348702804352376	0.00535707110766248	0.535707110766248	0.156529728198704	1.81000376152798e-07	TRUE	Hypermethylated	-0.409506798	0.099761907	5.97e-13	34	14	FALSE	FALSE	TRUE	FALSE	Q4
Lca5l	ENSMUSG00000045275.16	chr16	96158406	96192271	33865	Unmarked_Promoter	Active	K27ac only	0.0403939793624478	0.0558200007590627	0.0154260213966149	1.54260213966149	0.432442750994265	1.88022073878872e-07	TRUE	Hypermethylated	0.865247077	0.001423132	1.12e-10	2	2	TRUE	FALSE	TRUE	TRUE	Q1
Smad6	ENSMUSG00000036867.7	chr9	63953075	64022059	68984	Repressed_Promoter	Polycomb	K27me3 only	0.0360243540162874	0.0291875721106944	-0.00683678190559304	-0.683678190559304	-0.394673510619004	1.90914023509204e-07	TRUE	Hypomethylated	-0.734486831	0.031809743	0.000657704	6	4	FALSE	TRUE	FALSE	FALSE	Q3
Osbpl10	ENSMUSG00000040875.12	chr9	114978568	115232225	253657	Unmarked_Promoter	Enhancer_Marked	Neither	0.0257851592053335	0.0232532854563121	-0.00253187374902144	-0.253187374902144	-0.256213495714137	2.02027663134282e-07	TRUE	Hypomethylated	-0.028256948	0.920991459	0.147118707	4	0	FALSE	FALSE	FALSE	FALSE	Q3
Fmn2	ENSMUSG00000028354.13	chr1	174501824	174822729	320905	Active_Promoter	Active	K27ac only	0.0224294241872313	0.0208471573157309	-0.00158226687150035	-0.158226687150035	-0.261788419453112	2.13019001079183e-07	TRUE	Hypomethylated	-0.035249129	0.896876317	0.896876317	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Gdpd5	ENSMUSG00000035314.10	chr7	99381413	99461877	80464	Active_Promoter	Active	K27ac only	0.0361244751959621	0.0292977247254224	-0.00682675047053961	-0.682675047053961	-0.385535025320034	2.13550050429231e-07	TRUE	Hypomethylated	-0.12919091	0.526637396	0.205822134	9	0	FALSE	FALSE	FALSE	FALSE	Q3
Nrcam	ENSMUSG00000020598.16	chr12	44328884	44601964	273080	Active_Promoter	Active	K27ac only	0.026567496413425	0.0240725047585956	-0.0024949916548294	-0.24949916548294	-0.26384493847378	2.25391081417904e-07	TRUE	Hypomethylated	-0.044223842	0.865480109	0.387112144	5	0	FALSE	FALSE	FALSE	FALSE	Q3
Mtor	ENSMUSG00000028991.15	chr4	148448610	148557683	109073	Unmarked_Promoter	Enhancer_Marked	Neither	0.0193101633049831	0.0162481617634396	-0.00306200154154349	-0.306200154154349	-0.407624649512921	2.36128277582509e-07	TRUE	Hypomethylated	0.002948129	0.994092053	0.975860598	2	0	FALSE	FALSE	FALSE	TRUE	Q2
Med27	ENSMUSG00000026799.15	chr2	29346818	29524793	177975	Unmarked_Promoter	Enhancer_Marked	Neither	0.0349507834356581	0.0310535434256337	-0.00389724001002448	-0.389724001002448	-0.248513130115969	2.45664815362408e-07	TRUE	Hypomethylated	-0.019546249	0.949817742	0.183234526	11	0	FALSE	FALSE	FALSE	FALSE	Q3
Tbxas1	ENSMUSG00000029925.13	chr6	38875403	39084585	209182	Active_Promoter	Mixed	Bivalent	0.036698346761177	0.0326114772107482	-0.00408686955042875	-0.408686955042875	-0.231625202709034	2.49158738563727e-07	TRUE	Hypomethylated	-0.003238256	0.994036377	0.07504538	7	0	FALSE	FALSE	FALSE	FALSE	Q3
Camk1d	ENSMUSG00000039145.16	chr2	5293456	5714515	421059	Active_Promoter	Active	K27ac only	0.0301395473666616	0.0274431907130815	-0.00269635665358007	-0.269635665358007	-0.214169184393296	2.51715708859624e-07	TRUE	Hypomethylated	0.043698839	0.865356288	0.106775231	8	0	FALSE	FALSE	FALSE	TRUE	Q2
Tmem132c	ENSMUSG00000034324.16	chr5	127241807	127565793	323986	Bivalent_Promoter	Mixed	Bivalent	0.0319599092048525	0.0388018703701253	0.00684196116527277	0.684196116527277	0.205642949358359	2.54834485311132e-07	TRUE	Hypermethylated	-0.024044198	0.936348481	1.02e-24	11	2	FALSE	FALSE	TRUE	FALSE	Q4
Rere	ENSMUSG00000039852.17	chr4	150281645	150621966	340321	Active_Promoter	Active	K27ac only	0.0213686326935435	0.0198499043397928	-0.00151872835375073	-0.151872835375073	-0.255206064028789	2.55037551072492e-07	TRUE	Hypomethylated	0.016538996	0.95960721	0.95960721	1	0	FALSE	FALSE	FALSE	TRUE	Q2
Myo5b	ENSMUSG00000025885.18	chr18	74440935	74771493	330558	Repressed_Promoter	Polycomb	K27me3 only	0.017836494472939	0.0168041477379349	-0.00103234673500406	-0.103234673500406	-0.275160719146849	2.66616729767044e-07	TRUE	Hypomethylated	-0.106479519	0.617566477	0.538924062	4	0	FALSE	FALSE	FALSE	FALSE	Q3
Zfp827	ENSMUSG00000071064.15	chr8	79028436	79193766	165330	Active_Promoter	Active	K27ac only	0.0190225301732155	0.0169464966417629	-0.00207603353145257	-0.207603353145257	-0.339279082830939	2.69907019414796e-07	TRUE	Hypomethylated	0.733505314	0.015545117	3.79e-10	7	3	TRUE	FALSE	FALSE	TRUE	Q2
Ncam1	ENSMUSG00000039542.16	chr9	49502135	49798925	296790	Active_Promoter	Active	K27ac only	0.0187296641922826	0.0171805285324254	-0.00154913565985722	-0.154913565985722	-0.274368481653314	2.72127155785129e-07	TRUE	Hypomethylated	-0.054349696	0.823937293	0.028179723	5	1	FALSE	FALSE	FALSE	FALSE	Q3
Adcy5	ENSMUSG00000022840.9	chr16	35154876	35305738	150862	Repressed_Promoter	Mixed	Bivalent	0.0370967191863448	0.0323859722214105	-0.00471074696493427	-0.471074696493427	-0.274765198579535	2.863040041197e-07	TRUE	Hypomethylated	-0.005625449	0.989898663	0.015922581	12	1	FALSE	FALSE	FALSE	FALSE	Q3
Kif13b	ENSMUSG00000060012.9	chr14	64647264	64809617	162353	Unmarked_Promoter	Enhancer_Marked	Neither	0.0187545218642431	0.0167351813750467	-0.00201934048919632	-0.201934048919632	-0.362048718132305	2.87556001683359e-07	TRUE	Hypomethylated	0.002406189	0.995192258	0.995192258	1	0	FALSE	FALSE	FALSE	TRUE	Q2
Fam120b	ENSMUSG00000014763.8	chr17	15396201	15433583	37382	Active_Promoter	Enhancer_Marked	Neither	0.031098641767975	0.0225748264297258	-0.00852381533824915	-0.852381533824915	-0.566527875420514	2.90477862985169e-07	TRUE	Hypomethylated	-0.054534432	0.823411774	0.003875134	3	1	FALSE	FALSE	FALSE	FALSE	Q3
Zcchc7	ENSMUSG00000035649.17	chr4	44755876	44932215	176339	Active_Promoter	Active	K27ac only	0.0186635599998804	0.0165893962000372	-0.00207416379984322	-0.207416379984322	-0.356042069550914	2.94736596545641e-07	TRUE	Hypomethylated	-0.051161801	0.839108103	0.523849696	2	0	FALSE	FALSE	FALSE	FALSE	Q3
Macrod1	ENSMUSG00000036278.7	chr19	7056809	7198057	141248	Unmarked_Promoter	Active	K27ac only	0.0357558848987467	0.0312066964772698	-0.00454918842147695	-0.454918842147695	-0.29160801630031	3.07252616958252e-07	TRUE	Hypomethylated	-0.418781146	0.052306259	0.052306259	2	0	FALSE	FALSE	FALSE	FALSE	Q3
Lmf1	ENSMUSG00000002279.19	chr17	25579084	25662826	83742	Unmarked_Promoter	Active	K27ac only	0.0263414687128482	0.022121631383609	-0.00421983732923928	-0.421983732923928	-0.403063036135896	3.09156912460975e-07	TRUE	Hypomethylated	-0.061921295	0.789462506	0.017741456	3	1	FALSE	FALSE	FALSE	FALSE	Q3
Kif5c	ENSMUSG00000026764.15	chr2	49619297	49774778	155481	Active_Promoter	Active	K27ac only	0.019135289783843	0.0173719677421411	-0.00176332204170188	-0.176332204170188	-0.353983586291341	3.17705480346082e-07	TRUE	Hypomethylated	-0.002330525	0.995345123	0.57159246	6	0	FALSE	FALSE	FALSE	FALSE	Q3
Farp1	ENSMUSG00000025555.14	chr14	121035199	121283744	248545	Active_Promoter	Active	K27ac only	0.0292702278359215	0.0264677360845165	-0.00280249175140502	-0.280249175140502	-0.242023360276111	3.21281998759059e-07	TRUE	Hypomethylated	-0.062434969	0.782153051	0.018731316	15	4	FALSE	FALSE	FALSE	FALSE	Q3
Cd276	ENSMUSG00000035914.11	chr9	58524297	58555437	31140	Active_Promoter	Active	K27ac only	0.0299417466880127	0.0442568937241752	0.0143151470361626	1.43151470361626	0.515613423713844	3.25536051341773e-07	TRUE	Hypermethylated	0.073150064	0.750157974	1.7e-07	5	3	FALSE	FALSE	TRUE	TRUE	Q1
Dnaja3	ENSMUSG00000004069.17	chr16	4639988	4707695	67707	Unmarked_Promoter	Active	K27ac only	0.0250247759681392	0.0208664890436258	-0.00415828692451338	-0.415828692451338	-0.468269932663528	3.32814536584865e-07	TRUE	Hypomethylated	-0.031987383	0.909755117	0.909755117	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Slc35f3	ENSMUSG00000057060.8	chr8	126138994	126395978	256984	Active_Promoter	Active	K27ac only	0.0224509905688188	0.0205042521730265	-0.00194673839579227	-0.194673839579227	-0.271575295959256	3.43553162303924e-07	TRUE	Hypomethylated	-0.23903651	0.269435917	1.28e-14	5	2	FALSE	FALSE	FALSE	FALSE	Q3
Cdh20	ENSMUSG00000050840.8	chr1	104768528	104995481	226953	Bivalent_Promoter	Mixed	Bivalent	0.0272030304097538	0.0339496092535296	0.00674657884377582	0.674657884377582	0.239756031876906	3.43553162303924e-07	TRUE	Hypermethylated	-0.00391038	0.992026779	2.07e-10	12	6	FALSE	FALSE	TRUE	FALSE	Q4
Dpp6	ENSMUSG00000061576.15	chr5	26817202	27727505	910303	Active_Promoter	Active	K27ac only	0.0231004733240499	0.0223863078791935	-0.000714165444856394	-0.0714165444856394	-0.170961252795943	3.45700436793789e-07	TRUE	Hypomethylated	-0.130192789	0.531145737	0.176305077	14	0	FALSE	FALSE	FALSE	FALSE	Q3
Fbln2	ENSMUSG00000064080.12	chr6	91212454	91272540	60086	Repressed_Promoter	Polycomb	K27me3 only	0.0603999011399667	0.0500529081621368	-0.0103469929778299	-1.03469929778299	-0.301919325393074	3.49217366591977e-07	TRUE	Hypomethylated	-0.108767154	0.614423704	0.03029249	21	1	FALSE	FALSE	FALSE	FALSE	Q3
Mrtfa	ENSMUSG00000042292.18	chr15	81012280	81190757	178477	Unmarked_Promoter	Enhancer_Marked	Neither	0.0223597264947296	0.0194555260352507	-0.00290420045947883	-0.290420045947883	-0.323469877641341	3.49217366591977e-07	TRUE	Hypomethylated	0.027047494	0.925075093	0.83396657	3	0	FALSE	FALSE	FALSE	TRUE	Q2
Rnf150	ENSMUSG00000047747.10	chr8	82863355	83091268	227913	Active_Promoter	Active	K27ac only	0.0193431056576611	0.0178702111415973	-0.00147289451606389	-0.147289451606389	-0.293028964643022	3.62610778414429e-07	TRUE	Hypomethylated	-0.083781529	0.713145111	0.713145111	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Dgki	ENSMUSG00000038665.15	chr6	36846021	37300184	454163	Active_Promoter	Active	K27ac only	0.0317751353570322	0.0296688427029053	-0.00210629265412692	-0.210629265412692	-0.189488078991213	3.78929020740138e-07	TRUE	Hypomethylated	-0.633590177	0.025489768	0.007462503	17	3	FALSE	TRUE	FALSE	FALSE	Q3
Arap2	ENSMUSG00000037999.13	chr5	62602444	62766159	163715	Repressed_Promoter	Polycomb	K27me3 only	0.0235544415937322	0.0299100051281336	0.00635556353440141	0.635556353440141	0.281888034639201	4.32923992767797e-07	TRUE	Hypermethylated	0.046357601	0.859860937	0.00800279	2	1	FALSE	FALSE	TRUE	TRUE	Q1
Mbnl2	ENSMUSG00000022139.17	chr14	120275668	120431697	156029	Active_Promoter	Active	K27ac only	0.017003550355679	0.0153787692026091	-0.00162478115306996	-0.162478115306996	-0.352289862651945	4.33270336407755e-07	TRUE	Hypomethylated	-0.04802739	0.849025297	0.849025297	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Ptgs1	ENSMUSG00000047250.13	chr2	36230425	36252272	21847	Repressed_Promoter	Polycomb	K27me3 only	0.0482372285798025	0.0332724298022274	-0.014964798777575	-1.4964798777575	-0.595789166497957	4.43059259795982e-07	TRUE	Hypomethylated	-0.295132434	0.147136977	0.000277047	3	1	FALSE	FALSE	FALSE	FALSE	Q3
Agap1	ENSMUSG00000055013.16	chr1	89454805	89897617	442812	Active_Promoter	Active	K27ac only	0.0212242274436175	0.0198652908344734	-0.00135893660914404	-0.135893660914404	-0.230949025977976	4.48936222370307e-07	TRUE	Hypomethylated	-0.028796469	0.923081287	0.110380459	15	0	FALSE	FALSE	FALSE	FALSE	Q3
Pax5	ENSMUSG00000014030.15	chr4	44524756	44710487	185731	Repressed_Promoter	Polycomb	K27me3 only	0.0413422124688175	0.037009298471234	-0.00433291399758347	-0.433291399758347	-0.242861265253563	4.52323913986126e-07	TRUE	Hypomethylated	-0.026118965	0.929979855	0.00623711	7	2	FALSE	FALSE	FALSE	FALSE	Q3
Kcnab1	ENSMUSG00000027827.17	chr3	64949195	65378223	429028	Unmarked_Promoter	Active	K27ac only	0.0248083171476376	0.0313349682990798	0.00652665115144221	0.652665115144221	0.243245386926762	4.53072246712185e-07	TRUE	Hypermethylated	1.959222739	2.16e-12	8.42e-14	6	4	TRUE	FALSE	TRUE	TRUE	Q1
Abl1	ENSMUSG00000026842.16	chr2	31688375	31804227	115852	Active_Promoter	Active	K27ac only	0.0220112250054833	0.0188776808942724	-0.00313354411121083	-0.313354411121083	-0.396122435683862	4.53191695199021e-07	TRUE	Hypomethylated	0.03555976	0.896876317	0.795231492	2	0	FALSE	FALSE	FALSE	TRUE	Q2
Sez6l	ENSMUSG00000058153.15	chr5	112419150	112577185	158035	Active_Promoter	Active	K27ac only	0.0250240663377895	0.0223083334054619	-0.0027157329323276	-0.27157329323276	-0.298441970387058	4.53849579710675e-07	TRUE	Hypomethylated	0.000560349	0.998741639	0.377909563	6	0	FALSE	FALSE	FALSE	TRUE	Q2
Cdc73	ENSMUSG00000026361.9	chr1	143598799	143702893	104094	Active_Promoter	Active	K27ac only	0.034597300369418	0.0296071536843398	-0.00499014668507822	-0.499014668507822	-0.334719233797479	4.5972768221394e-07	TRUE	Hypomethylated	-0.239348964	0.351999391	0.000763226	6	1	FALSE	FALSE	FALSE	FALSE	Q3
Galnt13	ENSMUSG00000060988.12	chr2	54436316	55118309	681993	Active_Promoter	Active	K27ac only	0.0172759054169517	0.0165116860794594	-0.000764219337492291	-0.0764219337492291	-0.255134105678868	4.69938911402441e-07	TRUE	Hypomethylated	-0.077208731	0.744843068	0.744843068	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Pnpla7	ENSMUSG00000036833.16	chr2	24976032	25054057	78025	Active_Promoter	Mixed	Bivalent	0.0253591220446024	0.0205597512506948	-0.00479937079390766	-0.479937079390766	-0.420715937654463	4.76994406033033e-07	TRUE	Hypomethylated	-1.056011289	0.001271015	0.001271015	2	2	FALSE	TRUE	FALSE	FALSE	Q3
Tnrc18	ENSMUSG00000039477.16	chr5	142724660	142817662	93002	Active_Promoter	Active	K27ac only	0.023484459569612	0.0198784240252941	-0.00360603554431783	-0.360603554431783	-0.408323999164758	4.89177657111455e-07	TRUE	Hypomethylated	-0.032568616	0.907573145	0.878913954	3	0	FALSE	FALSE	FALSE	FALSE	Q3
Cep128	ENSMUSG00000061533.16	chr12	90998491	91384409	385918	Unmarked_Promoter	Active	K27ac only	0.0229009631509011	0.0287587195824887	0.00585775643158763	0.585775643158763	0.212516393305003	4.90886326579661e-07	TRUE	Hypermethylated	2.821732178	4.91e-12	8.94e-22	11	6	TRUE	FALSE	TRUE	TRUE	Q1
Chchd3	ENSMUSG00000053768.13	chr6	32790975	33060260	269285	Active_Promoter	Active	K27ac only	0.0207812036841632	0.0192953314195224	-0.00148587226464084	-0.148587226464084	-0.262103873567169	4.92758152733893e-07	TRUE	Hypomethylated	-0.070334231	0.748437634	0.026219911	4	2	FALSE	FALSE	FALSE	FALSE	Q3
Otc	ENSMUSG00000031173.13	chrX	10252304	10321024	68720	Unmarked_Promoter	Enhancer_Marked	Neither	0.0186835341289941	0.0299615920321533	0.0112780579031592	1.12780579031592	0.572088739539955	5.3054018337981e-07	TRUE	Hypermethylated	1.279810347	4.3e-05	4.3e-05	1	1	TRUE	FALSE	TRUE	TRUE	Q1
Spock1	ENSMUSG00000056222.15	chr13	57421194	57908332	487138	Active_Promoter	Active	K27ac only	0.0270985466378679	0.0254061933852724	-0.00169235325259555	-0.169235325259555	-0.189758913103958	5.52491368148322e-07	TRUE	Hypomethylated	-0.173361344	0.329710223	3.89e-10	25	5	FALSE	FALSE	FALSE	FALSE	Q3
Slc1a7	ENSMUSG00000008932.10	chr4	107968331	108013532	45201	Unmarked_Promoter	Polycomb	K27me3 only	0.0591722805825468	0.0482792147774554	-0.0108930658050914	-1.08930658050914	-0.342130531514396	5.54718938646517e-07	TRUE	Hypomethylated	-0.95050485	0.000650026	0.000650026	7	2	FALSE	TRUE	FALSE	FALSE	Q3
Garnl3	ENSMUSG00000038860.15	chr2	32986223	33131654	145431	Active_Promoter	Active	K27ac only	0.031205288239094	0.0278436549352683	-0.0033616333038257	-0.33616333038257	-0.268652394573534	5.56419449004911e-07	TRUE	Hypomethylated	-0.087200613	0.698933399	0.290426504	7	0	FALSE	FALSE	FALSE	FALSE	Q3
Zswim6	ENSMUSG00000032846.10	chr13	107724616	107890064	165448	Bivalent_Promoter	Mixed	Bivalent	0.0262355804401317	0.0236135261082213	-0.00262205433191044	-0.262205433191044	-0.276733559833673	5.58081437238808e-07	TRUE	Hypomethylated	-0.105003418	0.638461122	0.098848165	6	0	FALSE	FALSE	FALSE	FALSE	Q3
Myo18b	ENSMUSG00000072720.9	chr5	112688875	112896362	207487	Unmarked_Promoter	Enhancer_Marked	Neither	0.0354793343803282	0.0318627783769524	-0.0036165560033758	-0.36165560033758	-0.236003609171625	5.6581356772025e-07	TRUE	Hypomethylated	-0.064681047	0.779015636	0.004141797	14	2	FALSE	FALSE	FALSE	FALSE	Q3
Ttc7b	ENSMUSG00000033530.8	chr12	100300769	100520826	220057	Unmarked_Promoter	Active	K27ac only	0.0227700171202896	0.0204321998504252	-0.00233781726986437	-0.233781726986437	-0.274560739429533	5.68004257482038e-07	TRUE	Hypomethylated	-0.164114319	0.414780261	0.414780261	4	0	FALSE	FALSE	FALSE	FALSE	Q3
Msrb3	ENSMUSG00000051236.13	chr10	120781095	120899101	118006	Unmarked_Promoter	Polycomb	K27me3 only	0.0288235287932809	0.0243622676091607	-0.00446126118412027	-0.446126118412027	-0.33904340694271	5.88866387154962e-07	TRUE	Hypomethylated	0.000125913	0.999675699	0.045302127	9	1	FALSE	FALSE	FALSE	TRUE	Q2
Rapgef1	ENSMUSG00000039844.20	chr2	29619719	29740978	121259	Active_Promoter	Active	K27ac only	0.0204549771275301	0.0176155795174215	-0.00283939761010864	-0.283939761010864	-0.369220512519848	5.95854149300573e-07	TRUE	Hypomethylated	-0.041392306	0.877791401	0.266375864	8	0	FALSE	FALSE	FALSE	FALSE	Q3
