gene_name	chr	is_neuronal	k27me3_predicted
Ch25h	chr19	FALSE	FALSE
Chad	chr11	FALSE	TRUE
Chat	chr14	TRUE	FALSE
Chchd3	chr6	FALSE	TRUE
Chchd7	chr4	FALSE	FALSE
Chd5	chr4	TRUE	FALSE
Chd6	chr2	FALSE	FALSE
Chdh	chr14	FALSE	FALSE
Chl1	chr6	TRUE	TRUE
Chmp4c	chr3	FALSE	TRUE
Chn1	chr2	TRUE	FALSE
Chodl	chr16	TRUE	FALSE
Chrdl1	chrX	TRUE	FALSE
Chrdl2	chr7	FALSE	FALSE
Chrm3	chr13	TRUE	FALSE
Chrna3	chr9	TRUE	TRUE
Chrna4	chr2	TRUE	FALSE
Chrna5	chr9	TRUE	FALSE
Chrna7	chr7	TRUE	FALSE
Chrnb4	chr9	TRUE	TRUE
Chrng	chr1	TRUE	TRUE
Chst1	chr2	FALSE	FALSE
Chst13	chr6	FALSE	TRUE
Chst2	chr9	FALSE	FALSE
Chst3	chr10	FALSE	FALSE
Chst8	chr7	FALSE	FALSE
Chst9	chr18	FALSE	FALSE
Chsy3	chr18	FALSE	FALSE
Cib4	chr5	FALSE	FALSE
Ciita	chr16	FALSE	FALSE
Cilp2	chr8	FALSE	FALSE
CK137956	chr4	FALSE	FALSE
Cklf	chr8	FALSE	TRUE
Clcf1	chr19	TRUE	TRUE
Clcnka	chr4	FALSE	FALSE
Cldn1	chr16	TRUE	FALSE
Cldn10	chr14	FALSE	FALSE
Cldn11	chr3	TRUE	FALSE
Cldn14	chr16	FALSE	FALSE
Cldn17	chr16	FALSE	TRUE
Cldn22	chr8	FALSE	TRUE
Cldn23	chr8	FALSE	FALSE
Cldn3	chr5	TRUE	FALSE
Cldn4	chr5	FALSE	FALSE
Cldn5	chr16	TRUE	FALSE
Cldn7	chr11	FALSE	FALSE
Cldn9	chr17	FALSE	TRUE
Clec14a	chr12	FALSE	FALSE
Clic5	chr17	TRUE	FALSE
Clic6	chr16	FALSE	FALSE
Clint1	chr11	FALSE	TRUE
Clip4	chr17	FALSE	FALSE
Clmn	chr12	TRUE	FALSE
Cln8	chr8	TRUE	FALSE
Clptm1l	chr13	FALSE	TRUE
Clrn2	chr5	TRUE	TRUE
Clrn3	chr7	TRUE	TRUE
Clvs2	chr10	FALSE	FALSE
Clybl	chr14	FALSE	TRUE
Cmbl	chr15	FALSE	TRUE
Cmip	chr8	FALSE	FALSE
Cmpk2	chr12	FALSE	FALSE
Cmtm3	chr8	FALSE	FALSE
Cmtm7	chr9	FALSE	FALSE
Cmtm8	chr9	TRUE	FALSE
Cnga3	chr1	TRUE	FALSE
Cnih3	chr1	TRUE	FALSE
Cnmd	chr14	FALSE	FALSE
Cnn1	chr9	FALSE	FALSE
Cnn2	chr10	FALSE	TRUE
Cnr1	chr4	TRUE	TRUE
Cntn3	chr6	TRUE	FALSE
Cntn4	chr6	TRUE	TRUE
Cntn5	chr9	TRUE	TRUE
Cntnap2	chr6	TRUE	TRUE
Cntnap5a	chr1	FALSE	FALSE
Cntnap5b	chr1	FALSE	FALSE
Cobl	chr11	TRUE	FALSE
Cobll1	chr2	FALSE	FALSE
Coch	chr12	TRUE	FALSE
Col11a1	chr3	TRUE	FALSE
Col12a1	chr9	FALSE	TRUE
Col13a1	chr10	FALSE	TRUE
Col14a1	chr15	FALSE	FALSE
Col15a1	chr4	FALSE	FALSE
Col18a1	chr10	FALSE	FALSE
Col19a1	chr1	FALSE	TRUE
Col1a1	chr11	TRUE	TRUE
Col1a2	chr6	FALSE	FALSE
Col23a1	chr11	FALSE	FALSE
Col24a1	chr3	FALSE	FALSE
Col25a1	chr3	TRUE	FALSE
Col26a1	chr5	FALSE	FALSE
Col27a1	chr4	FALSE	FALSE
Col28a1	chr6	FALSE	TRUE
Col2a1	chr15	TRUE	TRUE
Col4a1	chr8	TRUE	FALSE
Col4a2	chr8	FALSE	TRUE
Col4a3	chr1	FALSE	FALSE
Col4a4	chr1	FALSE	FALSE
Col4a6	chrX	FALSE	FALSE
Col5a1	chr2	FALSE	FALSE
Col5a2	chr1	FALSE	FALSE
Col6a1	chr10	TRUE	TRUE
Col6a3	chr1	TRUE	FALSE
Col6a5	chr9	FALSE	FALSE
Col6a6	chr9	FALSE	FALSE
Col8a1	chr16	FALSE	FALSE
Col8a2	chr4	FALSE	TRUE
Col9a2	chr4	FALSE	FALSE
Colec12	chr18	FALSE	FALSE
Colgalt2	chr1	FALSE	FALSE
Commd3	chr2	FALSE	TRUE
Commd8	chr5	FALSE	TRUE
Comp	chr8	TRUE	FALSE
Comtd1	chr14	FALSE	FALSE
Cops8	chr1	FALSE	TRUE
Corin	chr5	TRUE	FALSE
Coro6	chr11	FALSE	FALSE
Cox6b2	chr7	FALSE	TRUE
Cox7a2l	chr17	FALSE	TRUE
Cox7b2	chr5	FALSE	TRUE
Cox8c	chr12	FALSE	FALSE
Cpa5	chr6	FALSE	FALSE
Cpeb2	chr5	TRUE	TRUE
Cped1	chr6	FALSE	TRUE
Cplx3	chr9	TRUE	TRUE
Cplx4	chr18	TRUE	TRUE
Cpm	chr10	FALSE	FALSE
Cpn1	chr19	FALSE	TRUE
Cpn2	chr16	FALSE	TRUE
Cpne2	chr8	FALSE	FALSE
Cpne4	chr9	FALSE	FALSE
Cpne5	chr17	TRUE	FALSE
Cpne7	chr8	FALSE	FALSE
Cpsf4l	chr11	FALSE	FALSE
Cpt1a	chr19	FALSE	FALSE
Cpxm1	chr2	FALSE	FALSE
Cpxm2	chr7	FALSE	TRUE
Cpz	chr5	FALSE	FALSE
Crabp1	chr9	FALSE	FALSE
Crabp2	chr3	TRUE	FALSE
Cracr2a	chr6	FALSE	FALSE
Cradd	chr10	FALSE	TRUE
Crb1	chr1	TRUE	TRUE
Crct1	chr3	FALSE	FALSE
Creb3l1	chr2	FALSE	FALSE
Creb3l2	chr6	TRUE	FALSE
Creb5	chr6	FALSE	TRUE
Crh	chr3	TRUE	FALSE
Crhbp	chr13	TRUE	FALSE
Crhr2	chr6	TRUE	FALSE
Crim1	chr17	FALSE	FALSE
Crip1	chr12	FALSE	TRUE
Crip2	chr12	FALSE	TRUE
Crisp4	chr1	FALSE	FALSE
Crispld2	chr8	FALSE	TRUE
Crlf1	chr8	TRUE	FALSE
Crnkl1	chr2	FALSE	TRUE
Crocc2	chr1	FALSE	FALSE
Crtac1	chr19	TRUE	FALSE
Cry1	chr10	FALSE	TRUE
Cryaa	chr17	TRUE	FALSE
Cryba2	chr1	TRUE	FALSE
Crybg1	chr10	FALSE	FALSE
Crybg2	chr4	FALSE	FALSE
Crybg3	chr16	TRUE	TRUE
Cryge	chr1	TRUE	TRUE
Crygn	chr5	TRUE	TRUE
Crym	chr7	TRUE	TRUE
Cryzl2	chr1	FALSE	TRUE
Csf2rb	chr15	FALSE	FALSE
Csf2rb2	chr15	FALSE	FALSE
Csgalnact1	chr8	FALSE	FALSE
Csmd1	chr8	TRUE	FALSE
Csnk1e	chr15	FALSE	TRUE
Csnk1g3	chr18	FALSE	TRUE
Cspg4	chr9	TRUE	FALSE
Csrnp3	chr2	FALSE	TRUE
Csrp1	chr1	FALSE	FALSE
Csrp2	chr10	FALSE	TRUE
Cst3	chr2	FALSE	TRUE
Cstf2t	chr19	FALSE	TRUE
Ctcfl	chr2	FALSE	TRUE
Ctif	chr18	FALSE	TRUE
Ctnna2	chr6	TRUE	TRUE
Ctnnb1	chr9	TRUE	FALSE
Ctnnbl1	chr2	FALSE	TRUE
Ctsh	chr9	FALSE	FALSE
Cttnbp2	chr6	TRUE	FALSE
Ctxn2	chr2	FALSE	TRUE
Ctxn3	chr18	FALSE	TRUE
Cutal	chr2	FALSE	TRUE
Cux1	chr5	TRUE	FALSE
Cwh43	chr5	TRUE	FALSE
Cx3cl1	chr8	TRUE	FALSE
Cxcl1	chr5	FALSE	TRUE
Cxcl12	chr6	TRUE	FALSE
Cxcl14	chr13	FALSE	TRUE
Cxcl2	chr5	FALSE	TRUE
Cxcl3	chr5	FALSE	TRUE
Cxcl5	chr5	TRUE	TRUE
Cxcr4	chr1	TRUE	FALSE
Cxxc4	chr3	FALSE	FALSE
Cyb5r3	chr15	FALSE	TRUE
Cybrd1	chr2	FALSE	FALSE
Cyld	chr8	FALSE	TRUE
Cyp1b1	chr17	TRUE	FALSE
Cyp24a1	chr2	FALSE	FALSE
Cyp26a1	chr19	TRUE	FALSE
Cyp26b1	chr6	TRUE	FALSE
Cyp26c1	chr19	TRUE	TRUE
Cyp27a1	chr1	FALSE	FALSE
Cyp27b1	chr10	FALSE	TRUE
Cyp2s1	chr7	FALSE	FALSE
Cyp46a1	chr12	TRUE	TRUE
Cyp4f39	chr17	FALSE	FALSE
Cyp4f40	chr17	FALSE	TRUE
Cyp4v3	chr8	FALSE	FALSE
Cypt12	chr3	FALSE	TRUE
Cys1	chr12	FALSE	FALSE
Cysltr2	chr14	TRUE	FALSE
Cyth4	chr15	FALSE	FALSE
Cytl1	chr5	FALSE	FALSE
Cyyr1	chr16	FALSE	TRUE
D16Ertd472e	chr16	TRUE	FALSE
D1Pas1	chr1	FALSE	TRUE
D430019H16Rik	chr12	FALSE	FALSE
D7Ertd443e	chr7	FALSE	FALSE
D930020B18Rik	chr10	FALSE	FALSE
Daam1	chr12	TRUE	TRUE
Daam2	chr17	TRUE	TRUE
Dab1	chr4	TRUE	FALSE
Dab2	chr15	TRUE	FALSE
Dach1	chr14	FALSE	TRUE
Dact1	chr12	TRUE	TRUE
Dact2	chr17	FALSE	FALSE
Dagla	chr19	TRUE	FALSE
Dap	chr15	FALSE	TRUE
Dapk1	chr13	FALSE	FALSE
Dapk2	chr9	FALSE	FALSE
Dapp1	chr3	FALSE	TRUE
Dbn1	chr13	TRUE	FALSE
Dbx1	chr7	TRUE	TRUE
Dbx2	chr15	FALSE	FALSE
Dcbld2	chr16	FALSE	TRUE
Dcc	chr18	TRUE	FALSE
Dcdc2a	chr13	TRUE	FALSE
Dchs2	chr3	FALSE	TRUE
Dclk1	chr3	TRUE	FALSE
Dclk3	chr9	FALSE	FALSE
Dcp1b	chr6	FALSE	TRUE
Dct	chr14	TRUE	FALSE
Dctd	chr8	FALSE	TRUE
Dctn1	chr6	TRUE	TRUE
Dctn3	chr4	FALSE	TRUE
Dctn6	chr8	FALSE	FALSE
Dcx	chrX	TRUE	FALSE
Ddah1	chr3	FALSE	FALSE
Ddc	chr11	TRUE	TRUE
Ddit4l	chr3	FALSE	TRUE
Ddn	chr15	FALSE	FALSE
Ddx43	chr9	FALSE	FALSE
Ddx47	chr6	FALSE	TRUE
Def6	chr17	FALSE	TRUE
Degs2	chr12	FALSE	TRUE
Dennd1b	chr1	FALSE	TRUE
Dennd2c	chr3	FALSE	TRUE
Dennd2d	chr3	FALSE	FALSE
Depdc1b	chr13	FALSE	TRUE
Dgka	chr10	FALSE	TRUE
Dgkb	chr12	TRUE	TRUE
Dgkh	chr14	FALSE	TRUE
Dgkz	chr2	TRUE	TRUE
Dhh	chr15	TRUE	FALSE
Dhrs1	chr14	FALSE	FALSE
Dhrs3	chr4	FALSE	FALSE
Dhx35	chr2	FALSE	FALSE
Dhx38	chr8	FALSE	FALSE
Dhx58	chr11	FALSE	TRUE
Diaph3	chr14	TRUE	TRUE
Dicer1	chr12	TRUE	FALSE
Dio3	chr12	TRUE	TRUE
Dipk1c	chr18	FALSE	FALSE
Dipk2a	chr9	FALSE	TRUE
Disc1	chr8	TRUE	FALSE
Disp1	chr1	FALSE	FALSE
Disp3	chr4	TRUE	TRUE
Dkk1	chr19	TRUE	FALSE
Dkk2	chr3	FALSE	FALSE
Dkk3	chr7	FALSE	TRUE
Dlc1	chr8	TRUE	FALSE
Dlg2	chr7	TRUE	FALSE
Dlgap2	chr8	TRUE	FALSE
Dlk1	chr12	FALSE	TRUE
Dll1	chr17	TRUE	FALSE
Dll3	chr7	TRUE	TRUE
Dlx2	chr2	TRUE	FALSE
Dlx3	chr11	TRUE	TRUE
Dlx4	chr11	FALSE	FALSE
Dlx5	chr6	TRUE	FALSE
Dmbx1	chr4	TRUE	FALSE
Dmkn	chr7	FALSE	FALSE
Dmpk	chr7	TRUE	FALSE
Dmrt1	chr19	FALSE	FALSE
Dmrt2	chr19	FALSE	FALSE
Dmrt3	chr19	TRUE	FALSE
Dmrta1	chr4	FALSE	TRUE
Dmrta2	chr4	TRUE	FALSE
Dmrtb1	chr4	FALSE	TRUE
Dnaaf3	chr7	TRUE	TRUE
Dnah1	chr14	TRUE	TRUE
Dnah11	chr12	TRUE	TRUE
Dnah5	chr15	TRUE	FALSE
Dnah7a	chr1	TRUE	FALSE
Dnah8	chr17	TRUE	TRUE
Dnah9	chr11	TRUE	FALSE
Dnajb8	chr6	FALSE	FALSE
Dnajc22	chr15	FALSE	FALSE
Dnajc24	chr2	FALSE	TRUE
Dnajc5b	chr3	FALSE	TRUE
Dnajc5g	chr5	FALSE	TRUE
Dock1	chr7	TRUE	FALSE
Dock10	chr1	TRUE	TRUE
Dock4	chr12	TRUE	FALSE
Dock5	chr14	FALSE	FALSE
Dock8	chr19	TRUE	FALSE
Dok1	chr6	FALSE	TRUE
Dok2	chr14	FALSE	TRUE
Dok5	chr2	TRUE	TRUE
Dok6	chr18	FALSE	FALSE
Dph5	chr3	FALSE	TRUE
Dph6	chr2	FALSE	TRUE
Dpp4	chr2	FALSE	TRUE
Dpyd	chr3	FALSE	FALSE
Dpys	chr15	FALSE	TRUE
Dpysl2	chr14	TRUE	FALSE
Dpysl3	chr18	TRUE	FALSE
Dqx1	chr6	FALSE	FALSE
Drd1	chr13	TRUE	FALSE
Drd2	chr9	TRUE	FALSE
Drd3	chr16	TRUE	TRUE
Drd4	chr7	TRUE	FALSE
Drd5	chr5	TRUE	FALSE
Dsc2	chr18	FALSE	TRUE
Dsc3	chr18	FALSE	TRUE
Dscam	chr16	TRUE	FALSE
Dse	chr10	FALSE	FALSE
Dsel	chr1	FALSE	FALSE
Dsg2	chr18	FALSE	TRUE
Dsp	chr13	FALSE	FALSE
Dtl	chr1	FALSE	TRUE
Dtnbp1	chr13	TRUE	FALSE
Duoxa1	chr2	TRUE	FALSE
Duoxa2	chr2	FALSE	FALSE
Dusp10	chr1	TRUE	FALSE
Dusp12	chr1	FALSE	TRUE
Dusp15	chr2	TRUE	FALSE
Dusp22	chr13	FALSE	FALSE
Dusp26	chr8	FALSE	TRUE
Dusp4	chr8	FALSE	TRUE
Dusp6	chr10	FALSE	TRUE
Dusp7	chr9	FALSE	TRUE
Dusp9	chrX	FALSE	FALSE
Dync1i2	chr2	TRUE	TRUE
Dynlrb2	chr8	FALSE	TRUE
Dynlt3	chrX	FALSE	TRUE
Dyrk4	chr6	FALSE	TRUE
Dysf	chr6	FALSE	FALSE
Dytn	chr1	TRUE	TRUE
E130114P18Rik	chr4	FALSE	TRUE
E2f7	chr10	FALSE	TRUE
E2f8	chr7	FALSE	TRUE
Ebf1	chr11	FALSE	FALSE
Ebf2	chr14	FALSE	FALSE
Ebf3	chr7	FALSE	FALSE
Ecel1	chr1	FALSE	FALSE
Eci3	chr13	FALSE	FALSE
Eda	chrX	FALSE	FALSE
Edar	chr10	FALSE	FALSE
Edaradd	chr13	FALSE	FALSE
Edem1	chr6	FALSE	FALSE
Edil3	chr13	FALSE	FALSE
Edn1	chr13	TRUE	FALSE
Edn2	chr4	TRUE	TRUE
Edn3	chr2	TRUE	FALSE
Ednra	chr8	TRUE	FALSE
Ednrb	chr14	TRUE	FALSE
Eef2kmt	chr16	FALSE	FALSE
Eepd1	chr9	FALSE	FALSE
Efcab11	chr12	FALSE	TRUE
Efcab6	chr15	FALSE	TRUE
Efcc1	chr6	FALSE	FALSE
Efemp1	chr11	TRUE	FALSE
Efhd1	chr1	TRUE	FALSE
Efna3	chr3	TRUE	FALSE
Efna4	chr3	TRUE	TRUE
Efna5	chr17	TRUE	FALSE
Efnb2	chr8	TRUE	FALSE
Efs	chr14	FALSE	FALSE
Egf	chr3	TRUE	TRUE
Egfem1	chr3	FALSE	FALSE
Egflam	chr15	FALSE	FALSE
Egfr	chr11	TRUE	TRUE
Egln3	chr12	TRUE	FALSE
Egr2	chr10	TRUE	FALSE
Egr3	chr14	TRUE	FALSE
Eif1a	chr18	FALSE	FALSE
Eif3h	chr15	FALSE	TRUE
Eif4a2	chr16	FALSE	TRUE
Eif4ebp1	chr8	FALSE	FALSE
Elac2	chr11	FALSE	FALSE
Elavl2	chr4	TRUE	FALSE
Elf4	chrX	FALSE	FALSE
Elfn1	chr5	TRUE	FALSE
Elfn2	chr15	TRUE	FALSE
Ell2	chr13	FALSE	FALSE
Elovl3	chr19	FALSE	FALSE
Emid1	chr11	FALSE	TRUE
Emilin2	chr17	FALSE	FALSE
Eml4	chr17	FALSE	TRUE
Emp1	chr6	FALSE	TRUE
Emp2	chr16	FALSE	FALSE
Emx1	chr6	TRUE	FALSE
Emx2	chr19	TRUE	FALSE
En1	chr1	TRUE	TRUE
Enah	chr1	TRUE	TRUE
Enc1	chr13	TRUE	FALSE
Endou	chr15	FALSE	FALSE
Eno4	chr19	FALSE	TRUE
Enox1	chr14	FALSE	FALSE
Enpep	chr3	FALSE	TRUE
Enpp1	chr10	TRUE	FALSE
Enpp2	chr15	TRUE	TRUE
Enpp3	chr10	FALSE	FALSE
Enpp4	chr17	FALSE	FALSE
Entpd1	chr19	FALSE	TRUE
Entpd3	chr9	FALSE	FALSE
Entpd8	chr2	FALSE	FALSE
Eogt	chr6	FALSE	TRUE
Eomes	chr9	TRUE	TRUE
Epas1	chr17	TRUE	FALSE
Epb41l2	chr10	FALSE	FALSE
Epb41l4a	chr18	FALSE	TRUE
Epcam	chr17	FALSE	FALSE
Epha10	chr4	TRUE	FALSE
Epha2	chr4	TRUE	FALSE
Epha3	chr16	TRUE	TRUE
Epha4	chr1	TRUE	FALSE
Epha5	chr5	TRUE	FALSE
Epha6	chr16	TRUE	FALSE
Epha7	chr4	TRUE	TRUE
Epha8	chr4	TRUE	TRUE
Ephb1	chr9	TRUE	FALSE
Ephb4	chr5	FALSE	FALSE
Ephb6	chr6	TRUE	FALSE
Ephx3	chr17	FALSE	FALSE
Epo	chr5	TRUE	TRUE
Epop	chr11	TRUE	FALSE
Eps8l1	chr7	FALSE	TRUE
Epsti1	chr14	FALSE	TRUE
Epyc	chr10	TRUE	TRUE
Erbb2	chr11	TRUE	FALSE
Erbb3	chr10	TRUE	TRUE
Erbb4	chr1	TRUE	TRUE
Erbin	chr13	TRUE	FALSE
Erc2	chr14	TRUE	TRUE
Ereg	chr5	FALSE	FALSE
Erfe	chr1	FALSE	FALSE
Erfl	chr7	FALSE	FALSE
Erg	chr16	FALSE	FALSE
Ergic2	chr6	FALSE	FALSE
Erich2	chr2	FALSE	FALSE
Erich3	chr3	FALSE	TRUE
Erich5	chr15	FALSE	FALSE
Erich6b	chr14	FALSE	TRUE
Erlin2	chr8	FALSE	TRUE
Ermard	chr17	FALSE	FALSE
Errfi1	chr4	FALSE	TRUE
Esam	chr9	FALSE	TRUE
Esm1	chr13	FALSE	FALSE
Espn	chr4	TRUE	FALSE
Esr1	chr10	TRUE	FALSE
Esrp1	chr4	TRUE	FALSE
Esrp2	chr8	FALSE	FALSE
Esrrb	chr12	FALSE	TRUE
Esrrg	chr1	FALSE	TRUE
Esx1	chrX	FALSE	FALSE
Esyt3	chr9	FALSE	FALSE
Etl4	chr2	FALSE	FALSE
Etnk2	chr1	FALSE	FALSE
Etnppl	chr3	FALSE	TRUE
Ets1	chr9	FALSE	FALSE
Etv2	chr7	FALSE	FALSE
Etv4	chr11	TRUE	FALSE
Eva1a	chr6	FALSE	FALSE
Eva1b	chr4	FALSE	TRUE
Eva1c	chr16	FALSE	FALSE
Evc2	chr5	FALSE	FALSE
Evpl	chr11	FALSE	TRUE
Evx1	chr6	TRUE	FALSE
Evx2	chr2	FALSE	FALSE
Exoc2	chr13	FALSE	TRUE
Exoc3l2	chr7	FALSE	TRUE
Exoc3l4	chr12	FALSE	FALSE
Exoc4	chr6	TRUE	FALSE
Exoc6	chr19	FALSE	TRUE
Exog	chr9	FALSE	FALSE
Ext2	chr2	FALSE	FALSE
Extl1	chr4	FALSE	FALSE
Eya1	chr1	TRUE	TRUE
Eya2	chr2	FALSE	FALSE
Eya4	chr10	TRUE	FALSE
Ezh1	chr11	FALSE	TRUE
Ezr	chr17	TRUE	TRUE
F11r	chr1	FALSE	TRUE
F13a1	chr13	FALSE	TRUE
F2r	chr13	TRUE	FALSE
F2rl1	chr13	TRUE	FALSE
F3	chr3	FALSE	TRUE
Faah	chr4	TRUE	FALSE
Fabp12	chr3	FALSE	TRUE
Fabp4	chr3	FALSE	TRUE
Fabp5	chr3	TRUE	FALSE
Fabp7	chr10	TRUE	TRUE
Faim	chr9	TRUE	FALSE
Fam107a	chr14	TRUE	FALSE
Fam107b	chr2	TRUE	TRUE
Fam110c	chr12	FALSE	FALSE
Fam114a1	chr5	FALSE	TRUE
Fam114a2	chr11	FALSE	FALSE
Fam117a	chr11	FALSE	TRUE
Fam120b	chr17	FALSE	FALSE
Fam124b	chr1	FALSE	FALSE
Fam131c	chr4	FALSE	FALSE
Fam135a	chr1	FALSE	TRUE
Fam135b	chr15	FALSE	FALSE
Fam149a	chr8	FALSE	FALSE
Fam161a	chr11	FALSE	TRUE
Fam162b	chr10	FALSE	FALSE
Fam163a	chr1	FALSE	FALSE
Fam163b	chr2	FALSE	FALSE
Fam167a	chr14	FALSE	FALSE
Fam169a	chr13	FALSE	FALSE
Fam169b	chr7	FALSE	TRUE
Fam170b	chr14	FALSE	FALSE
Fam174b	chr7	FALSE	FALSE
Fam180a	chr6	FALSE	TRUE
Fam20a	chr11	FALSE	TRUE
Fam210b	chr2	FALSE	TRUE
Fam216b	chr14	FALSE	FALSE
Fam222a	chr5	FALSE	FALSE
Fam241a	chr3	FALSE	FALSE
Fam241b	chr10	FALSE	TRUE
Fam43a	chr16	FALSE	TRUE
Fam43b	chr4	FALSE	FALSE
Fam53a	chr5	FALSE	FALSE
Fam78b	chr1	FALSE	TRUE
Fam81a	chr9	FALSE	TRUE
Fam83b	chr9	FALSE	FALSE
Fam83d	chr2	FALSE	FALSE
Fam83g	chr11	FALSE	FALSE
Fam89a	chr8	FALSE	FALSE
Fam91a1	chr15	FALSE	TRUE
Fam98b	chr2	FALSE	TRUE
Fank1	chr7	FALSE	FALSE
Fap	chr2	FALSE	FALSE
Far2	chr6	FALSE	FALSE
Fas	chr19	TRUE	TRUE
Fat3	chr9	TRUE	FALSE
Fat4	chr3	TRUE	FALSE
Faxc	chr4	FALSE	FALSE
Fblim1	chr4	FALSE	FALSE
Fbln1	chr15	FALSE	FALSE
Fbln2	chr6	FALSE	FALSE
Fbln5	chr12	FALSE	TRUE
Fbn1	chr2	FALSE	FALSE
Fbn2	chr18	FALSE	FALSE
Fbp1	chr13	FALSE	FALSE
Fbrsl1	chr5	FALSE	TRUE
Fbxl4	chr4	FALSE	FALSE
Fbxl7	chr15	FALSE	FALSE
Fbxl8	chr8	FALSE	TRUE
Fbxo15	chr18	FALSE	FALSE
Fbxo2	chr4	TRUE	TRUE
Fbxo3	chr2	FALSE	TRUE
Fbxo32	chr15	FALSE	TRUE
Fbxo39	chr11	FALSE	TRUE
Fbxo43	chr15	FALSE	TRUE
Fbxo8	chr8	FALSE	TRUE
Fbxw4	chr19	FALSE	TRUE
Fcamr	chr1	FALSE	TRUE
Fcho1	chr8	FALSE	TRUE
Fcmr	chr1	FALSE	FALSE
Fcnb	chr2	FALSE	TRUE
Fer1l6	chr15	FALSE	TRUE
Ferd3l	chr12	TRUE	FALSE
Fermt1	chr2	FALSE	FALSE
Fev	chr1	TRUE	FALSE
Fezf1	chr6	TRUE	FALSE
Fezf2	chr14	TRUE	FALSE
Ffar3	chr7	TRUE	FALSE
Ffar4	chr19	TRUE	FALSE
Fgd5	chr6	FALSE	FALSE
Fgf1	chr18	TRUE	TRUE
Fgf10	chr13	TRUE	FALSE
Fgf11	chr11	TRUE	TRUE
Fgf15	chr7	TRUE	TRUE
Fgf16	chrX	TRUE	TRUE
Fgf17	chr14	TRUE	TRUE
Fgf18	chr11	TRUE	FALSE
Fgf2	chr3	TRUE	FALSE
Fgf20	chr8	TRUE	FALSE
Fgf3	chr7	TRUE	TRUE
Fgf4	chr7	TRUE	FALSE
Fgf5	chr5	TRUE	FALSE
Fgf6	chr6	TRUE	FALSE
Fgf8	chr19	TRUE	FALSE
Fgf9	chr14	TRUE	TRUE
Fgfbp1	chr5	FALSE	FALSE
Fgfr2	chr7	TRUE	TRUE
Fgfr3	chr5	TRUE	FALSE
Fgfr4	chr13	FALSE	FALSE
Fgfrl1	chr5	FALSE	FALSE
Fgg	chr3	FALSE	FALSE
Fggy	chr4	TRUE	FALSE
Fgl2	chr5	TRUE	FALSE
Fhad1	chr4	FALSE	TRUE
Fhdc1	chr3	FALSE	FALSE
Fhit	chr14	FALSE	TRUE
Fhl2	chr1	FALSE	FALSE
Fhl3	chr4	FALSE	TRUE
Fhod3	chr18	FALSE	FALSE
Fibcd1	chr2	FALSE	FALSE
Fibin	chr2	FALSE	FALSE
Fign	chr2	FALSE	FALSE
Fignl2	chr15	FALSE	FALSE
Filip1	chr9	TRUE	FALSE
Filip1l	chr16	FALSE	FALSE
Fitm2	chr2	FALSE	TRUE
Fkbp11	chr15	FALSE	FALSE
Fkbp5	chr17	FALSE	FALSE
Fkbp9	chr6	FALSE	FALSE
Fli1	chr9	FALSE	FALSE
Flnc	chr6	FALSE	FALSE
Flrt2	chr12	TRUE	FALSE
Flt1	chr5	TRUE	FALSE
Flt4	chr11	FALSE	FALSE
Flvcr2	chr12	TRUE	FALSE
Fmn1	chr2	FALSE	TRUE
Fmo1	chr1	FALSE	FALSE
Fmo5	chr3	FALSE	TRUE
Fmo9	chr1	FALSE	TRUE
Fnbp1l	chr3	FALSE	TRUE
Fndc1	chr17	FALSE	FALSE
Fndc3a	chr14	FALSE	FALSE
Fndc3c1	chrX	FALSE	FALSE
Focad	chr4	FALSE	TRUE
Foxa1	chr12	TRUE	FALSE
Foxa2	chr2	TRUE	FALSE
Foxa3	chr7	FALSE	TRUE
Foxb2	chr19	FALSE	TRUE
Foxc1	chr13	TRUE	FALSE
Foxc2	chr8	FALSE	FALSE
Foxd1	chr13	TRUE	FALSE
Foxd2	chr4	FALSE	FALSE
Foxd3	chr4	FALSE	TRUE
Foxd4	chr19	FALSE	FALSE
Foxe1	chr4	FALSE	TRUE
Foxf1	chr8	FALSE	FALSE
Foxf2	chr13	FALSE	FALSE
Foxg1	chr12	TRUE	FALSE
Foxi2	chr7	FALSE	FALSE
Foxi3	chr6	FALSE	FALSE
Foxj1	chr11	TRUE	FALSE
Foxk1	chr5	FALSE	TRUE
Foxl1	chr8	FALSE	TRUE
Foxn4	chr5	TRUE	TRUE
Foxo1	chr3	TRUE	TRUE
Foxo6	chr4	TRUE	TRUE
Foxp1	chr6	TRUE	FALSE
Foxp2	chr6	TRUE	TRUE
Foxp4	chr17	FALSE	FALSE
Foxq1	chr13	TRUE	FALSE
Fras1	chr5	FALSE	FALSE
Frem1	chr4	FALSE	FALSE
Frem2	chr3	FALSE	FALSE
Frem3	chr8	FALSE	FALSE
Frmd4a	chr2	FALSE	FALSE
Frmd4b	chr6	FALSE	TRUE
Frmd6	chr12	FALSE	TRUE
Frmpd1	chr4	FALSE	FALSE
Frmpd3	chrX	FALSE	FALSE
Fryl	chr5	TRUE	TRUE
Fscb	chr12	FALSE	FALSE
Fscn1	chr5	FALSE	FALSE
Fscn2	chr11	TRUE	FALSE
Fsip1	chr2	TRUE	TRUE
Fst	chr13	FALSE	FALSE
Fstl1	chr16	FALSE	TRUE
Fstl4	chr11	TRUE	FALSE
