gene_name	chr	is_neuronal	atac_predicted
Eif5	chr12	FALSE	FALSE
Eif5a	chr11	FALSE	TRUE
Eif5a2	chr3	FALSE	FALSE
Eif5b	chr1	FALSE	FALSE
Eif6	chr2	FALSE	FALSE
Eipr1	chr12	FALSE	FALSE
Elac1	chr18	FALSE	FALSE
Elac2	chr11	FALSE	FALSE
Elavl1	chr8	FALSE	FALSE
Elavl2	chr4	TRUE	TRUE
Elavl3	chr9	TRUE	FALSE
Elavl4	chr4	TRUE	TRUE
Elf2	chr3	FALSE	FALSE
Elf3	chr1	FALSE	FALSE
Elf4	chrX	FALSE	FALSE
Elf5	chr2	FALSE	FALSE
Elfn1	chr5	TRUE	FALSE
Elfn2	chr15	TRUE	FALSE
Elk1	chrX	TRUE	FALSE
Elk3	chr10	FALSE	FALSE
Elk4	chr1	FALSE	TRUE
Ell	chr8	FALSE	FALSE
Ell2	chr13	FALSE	FALSE
Elmo1	chr13	TRUE	FALSE
Elmo2	chr2	FALSE	TRUE
Elmo3	chr8	FALSE	FALSE
Elmod1	chr9	FALSE	FALSE
Elmod2	chr8	FALSE	FALSE
Elmod3	chr6	TRUE	FALSE
Eln	chr5	FALSE	FALSE
Eloa	chr4	FALSE	TRUE
Elob	chr17	FALSE	FALSE
Eloc	chr1	FALSE	FALSE
Elovl1	chr4	FALSE	FALSE
Elovl2	chr13	FALSE	FALSE
Elovl4	chr9	FALSE	FALSE
Elovl5	chr9	FALSE	FALSE
Elovl6	chr3	FALSE	FALSE
Elovl7	chr13	FALSE	FALSE
Elp1	chr4	FALSE	FALSE
Elp2	chr18	FALSE	FALSE
Elp3	chr14	TRUE	FALSE
Elp4	chr2	FALSE	TRUE
Elp5	chr11	FALSE	FALSE
Emb	chr13	TRUE	TRUE
Emc1	chr4	FALSE	FALSE
Emc10	chr7	FALSE	FALSE
Emc2	chr15	FALSE	FALSE
Emc4	chr2	FALSE	FALSE
Emc6	chr11	FALSE	FALSE
Emc7	chr2	FALSE	FALSE
Emc9	chr14	FALSE	FALSE
Emcn	chr3	FALSE	FALSE
Emd	chrX	FALSE	FALSE
Eme1	chr11	FALSE	FALSE
Eme2	chr17	FALSE	FALSE
Emid1	chr11	FALSE	FALSE
Emilin1	chr5	FALSE	TRUE
Emilin2	chr17	FALSE	FALSE
Emilin3	chr2	FALSE	FALSE
Eml1	chr12	TRUE	FALSE
Eml2	chr7	FALSE	FALSE
Eml4	chr17	FALSE	FALSE
Eml5	chr12	FALSE	FALSE
Eml6	chr11	FALSE	FALSE
Emp1	chr6	FALSE	TRUE
Emp2	chr16	FALSE	FALSE
Emsy	chr7	FALSE	FALSE
Emx1	chr6	TRUE	FALSE
Emx2	chr19	TRUE	FALSE
En1	chr1	TRUE	TRUE
En2	chr5	TRUE	FALSE
Enah	chr1	TRUE	FALSE
Enc1	chr13	TRUE	FALSE
Endod1	chr9	FALSE	FALSE
Endog	chr2	FALSE	FALSE
Endou	chr15	FALSE	TRUE
Endov	chr11	FALSE	FALSE
Engase	chr11	FALSE	FALSE
Enho	chr4	FALSE	TRUE
Enkd1	chr8	FALSE	FALSE
Enkur	chr2	FALSE	TRUE
Eno1	chr4	FALSE	FALSE
Eno1b	chr18	FALSE	TRUE
Eno2	chr6	FALSE	TRUE
Eno4	chr19	FALSE	FALSE
Enoph1	chr5	FALSE	FALSE
Enox1	chr14	FALSE	FALSE
Enox2	chrX	FALSE	FALSE
Enpep	chr3	FALSE	FALSE
Enpp1	chr10	TRUE	FALSE
Enpp2	chr15	TRUE	FALSE
Enpp3	chr10	FALSE	FALSE
Enpp4	chr17	FALSE	FALSE
Enpp5	chr17	FALSE	FALSE
Enpp6	chr8	FALSE	FALSE
Enpp7	chr11	FALSE	FALSE
Ensa	chr3	FALSE	FALSE
Enthd1	chr15	FALSE	FALSE
Entpd1	chr19	FALSE	FALSE
Entpd2	chr2	FALSE	TRUE
Entpd3	chr9	FALSE	FALSE
Entpd5	chr12	FALSE	FALSE
Entpd6	chr2	FALSE	TRUE
Entpd7	chr19	FALSE	FALSE
Entr1	chr2	FALSE	TRUE
Eny2	chr15	FALSE	FALSE
Eogt	chr6	FALSE	FALSE
Eomes	chr9	TRUE	TRUE
Ep300	chr15	TRUE	FALSE
Epas1	chr17	TRUE	FALSE
Epb41	chr4	FALSE	FALSE
Epb41l1	chr2	TRUE	FALSE
Epb41l2	chr10	FALSE	FALSE
Epb41l3	chr17	TRUE	FALSE
Epb41l4a	chr18	FALSE	FALSE
Epb41l4b	chr4	FALSE	FALSE
Epb41l5	chr1	FALSE	FALSE
Epb42	chr2	FALSE	TRUE
Epc1	chr18	FALSE	FALSE
Epc2	chr2	FALSE	FALSE
Epcam	chr17	FALSE	FALSE
Epdr1	chr13	FALSE	FALSE
Epg5	chr18	TRUE	TRUE
Epha1	chr6	FALSE	FALSE
Epha10	chr4	TRUE	FALSE
Epha2	chr4	TRUE	FALSE
Epha3	chr16	TRUE	TRUE
Epha4	chr1	TRUE	FALSE
Epha5	chr5	TRUE	FALSE
Epha6	chr16	TRUE	FALSE
Epha7	chr4	TRUE	FALSE
Epha8	chr4	TRUE	TRUE
Ephb1	chr9	TRUE	FALSE
Ephb2	chr4	TRUE	FALSE
Ephb3	chr16	TRUE	FALSE
Ephb4	chr5	FALSE	FALSE
Ephb6	chr6	TRUE	FALSE
Ephx1	chr1	FALSE	FALSE
Ephx2	chr14	FALSE	FALSE
Ephx3	chr17	FALSE	FALSE
Ephx4	chr5	FALSE	TRUE
Epm2a	chr10	TRUE	FALSE
Epm2aip1	chr9	FALSE	FALSE
Epn1	chr7	FALSE	FALSE
Epn2	chr11	FALSE	FALSE
Epn3	chr11	FALSE	FALSE
Epo	chr5	TRUE	TRUE
Epop	chr11	TRUE	FALSE
Epor	chr9	TRUE	FALSE
Eppk1	chr15	FALSE	FALSE
Eps15	chr4	TRUE	FALSE
Eps15l1	chr8	TRUE	TRUE
Eps8	chr6	TRUE	FALSE
Eps8l1	chr7	FALSE	TRUE
Eps8l2	chr7	TRUE	TRUE
Eps8l3	chr3	FALSE	FALSE
Epsti1	chr14	FALSE	FALSE
Eral1	chr11	FALSE	FALSE
Erap1	chr13	FALSE	FALSE
Erbb2	chr11	TRUE	FALSE
Erbb3	chr10	TRUE	FALSE
Erbb4	chr1	TRUE	FALSE
Erbin	chr13	TRUE	FALSE
Erc1	chr6	TRUE	FALSE
Erc2	chr14	TRUE	FALSE
Ercc1	chr7	FALSE	FALSE
Ercc2	chr7	TRUE	FALSE
Ercc3	chr18	TRUE	FALSE
Ercc4	chr16	FALSE	FALSE
Ercc5	chr1	FALSE	FALSE
Ercc6	chr14	TRUE	FALSE
Ercc6l	chrX	FALSE	FALSE
Ercc6l2	chr13	FALSE	FALSE
Ercc8	chr13	FALSE	FALSE
Ereg	chr5	FALSE	TRUE
Erf	chr7	FALSE	FALSE
Erfe	chr1	FALSE	FALSE
Erfl	chr7	FALSE	FALSE
Erg	chr16	FALSE	FALSE
Erg28	chr12	FALSE	FALSE
Ergic1	chr17	FALSE	FALSE
Ergic2	chr6	FALSE	FALSE
Erh	chr12	FALSE	FALSE
Eri1	chr8	FALSE	FALSE
Eri3	chr4	FALSE	FALSE
Erich1	chr8	FALSE	FALSE
Erich2	chr2	FALSE	FALSE
Erich3	chr3	FALSE	FALSE
Erich4	chr7	FALSE	TRUE
Erich6	chr3	FALSE	TRUE
Erich6b	chr14	FALSE	TRUE
Erlec1	chr11	FALSE	FALSE
Erlin1	chr19	FALSE	FALSE
Erlin2	chr8	FALSE	FALSE
Ermard	chr17	FALSE	FALSE
Ermn	chr2	FALSE	FALSE
Ermp1	chr19	FALSE	FALSE
Ern1	chr11	FALSE	TRUE
Ern2	chr7	FALSE	FALSE
Erp27	chr6	FALSE	FALSE
Erp29	chr5	FALSE	FALSE
Erp44	chr4	FALSE	TRUE
Errfi1	chr4	FALSE	TRUE
Erv3	chr2	FALSE	FALSE
Esam	chr9	FALSE	TRUE
Esco1	chr18	FALSE	FALSE
Esco2	chr14	FALSE	FALSE
Esd	chr14	FALSE	FALSE
Esf1	chr2	FALSE	FALSE
Espl1	chr15	FALSE	FALSE
Espn	chr4	TRUE	FALSE
Espnl	chr1	TRUE	FALSE
Esr1	chr10	TRUE	FALSE
Esr2	chr12	TRUE	FALSE
Esrp1	chr4	TRUE	FALSE
Esrra	chr19	FALSE	FALSE
Esrrb	chr12	FALSE	FALSE
Esrrg	chr1	FALSE	TRUE
Esx1	chrX	FALSE	FALSE
Esyt1	chr10	FALSE	FALSE
Esyt2	chr12	FALSE	FALSE
Esyt3	chr9	FALSE	FALSE
Etaa1	chr11	FALSE	FALSE
Etf1	chr18	FALSE	FALSE
Etfa	chr9	FALSE	FALSE
Etfb	chr7	FALSE	TRUE
Etfbkmt	chr6	FALSE	FALSE
Etfdh	chr3	FALSE	TRUE
Etl4	chr2	FALSE	FALSE
Etnk1	chr6	FALSE	FALSE
Etnk2	chr1	FALSE	FALSE
Etnppl	chr3	FALSE	FALSE
Ets1	chr9	FALSE	FALSE
Ets2	chr16	FALSE	FALSE
Etv1	chr12	TRUE	FALSE
Etv3	chr3	FALSE	FALSE
Etv4	chr11	TRUE	FALSE
Etv5	chr16	TRUE	FALSE
Etv6	chr6	TRUE	FALSE
Eva1a	chr6	FALSE	FALSE
Eva1b	chr4	FALSE	FALSE
Eva1c	chr16	FALSE	TRUE
Evc	chr5	FALSE	FALSE
Evc2	chr5	FALSE	FALSE
Evi2b	chr11	FALSE	FALSE
Evi5	chr5	FALSE	FALSE
Evi5l	chr8	FALSE	TRUE
Evl	chr12	TRUE	FALSE
Evx1	chr6	TRUE	FALSE
Evx2	chr2	FALSE	FALSE
Ewsr1	chr11	FALSE	FALSE
Exd1	chr2	FALSE	FALSE
Exd2	chr12	FALSE	FALSE
Exo1	chr1	FALSE	FALSE
Exo5	chr4	FALSE	TRUE
Exoc1	chr5	FALSE	FALSE
Exoc2	chr13	FALSE	FALSE
Exoc3	chr13	FALSE	FALSE
Exoc3l	chr8	FALSE	TRUE
Exoc3l2	chr7	FALSE	TRUE
Exoc3l4	chr12	FALSE	FALSE
Exoc4	chr6	TRUE	FALSE
Exoc5	chr14	FALSE	FALSE
Exoc6	chr19	FALSE	FALSE
Exoc6b	chr6	FALSE	FALSE
Exoc7	chr11	FALSE	FALSE
Exoc8	chr8	FALSE	FALSE
Exog	chr9	FALSE	FALSE
Exosc1	chr19	FALSE	FALSE
Exosc10	chr4	FALSE	FALSE
Exosc2	chr2	FALSE	FALSE
Exosc3	chr4	FALSE	FALSE
Exosc4	chr15	FALSE	FALSE
Exosc6	chr8	FALSE	FALSE
Exosc7	chr9	FALSE	FALSE
Exosc8	chr3	FALSE	FALSE
Exosc9	chr3	FALSE	FALSE
Exph5	chr9	FALSE	TRUE
Ext1	chr15	TRUE	TRUE
Ext2	chr2	FALSE	FALSE
Extl1	chr4	FALSE	FALSE
Extl2	chr3	FALSE	FALSE
Extl3	chr14	FALSE	FALSE
Eya1	chr1	TRUE	FALSE
Eya2	chr2	FALSE	TRUE
Eya4	chr10	TRUE	FALSE
Ezh1	chr11	FALSE	TRUE
Ezh2	chr6	TRUE	FALSE
Ezr	chr17	TRUE	FALSE
F10	chr8	FALSE	FALSE
F11	chr8	FALSE	FALSE
F11r	chr1	FALSE	TRUE
F12	chr13	FALSE	FALSE
F13a1	chr13	FALSE	FALSE
F2	chr2	TRUE	FALSE
F2r	chr13	TRUE	FALSE
F2rl1	chr13	TRUE	FALSE
F2rl2	chr13	FALSE	FALSE
F3	chr3	FALSE	FALSE
F7	chr8	FALSE	TRUE
F830045P16Rik	chr2	FALSE	FALSE
F8a	chrX	FALSE	FALSE
Fa2h	chr8	TRUE	TRUE
Faah	chr4	TRUE	FALSE
Faap100	chr11	FALSE	TRUE
Faap20	chr4	FALSE	FALSE
Faap24	chr7	FALSE	FALSE
Fabp12	chr3	FALSE	TRUE
Fabp2	chr3	FALSE	FALSE
Fabp3	chr4	FALSE	FALSE
Fabp5	chr3	TRUE	FALSE
Fabp6	chr11	FALSE	FALSE
Fabp7	chr10	TRUE	TRUE
Fadd	chr7	TRUE	FALSE
Fads1	chr19	FALSE	FALSE
Fads2	chr19	FALSE	FALSE
Fads3	chr19	FALSE	FALSE
Fads6	chr11	FALSE	FALSE
Faf1	chr4	FALSE	FALSE
Fah	chr7	FALSE	TRUE
Fahd2a	chr2	FALSE	FALSE
Faim	chr9	TRUE	FALSE
Faim2	chr15	TRUE	FALSE
Fam107a	chr14	TRUE	FALSE
Fam107b	chr2	TRUE	TRUE
Fam110a	chr2	FALSE	FALSE
Fam110b	chr4	FALSE	FALSE
Fam110c	chr12	FALSE	FALSE
Fam111a	chr19	FALSE	FALSE
Fam114a1	chr5	FALSE	FALSE
Fam114a2	chr11	FALSE	FALSE
Fam117a	chr11	FALSE	FALSE
Fam117b	chr1	FALSE	FALSE
Fam118a	chr15	FALSE	FALSE
Fam118b	chr9	FALSE	FALSE
Fam120a	chr13	FALSE	TRUE
Fam120b	chr17	FALSE	FALSE
Fam124a	chr14	FALSE	TRUE
Fam124b	chr1	FALSE	FALSE
Fam131a	chr16	FALSE	TRUE
Fam131b	chr6	FALSE	FALSE
Fam131c	chr4	FALSE	FALSE
Fam133b	chr5	FALSE	FALSE
Fam135a	chr1	FALSE	TRUE
Fam135b	chr15	FALSE	FALSE
Fam136a	chr6	FALSE	FALSE
Fam13a	chr6	FALSE	FALSE
Fam13b	chr18	FALSE	FALSE
Fam13c	chr10	FALSE	FALSE
Fam149a	chr8	FALSE	FALSE
Fam149b	chr14	FALSE	FALSE
Fam151b	chr13	TRUE	FALSE
Fam161a	chr11	FALSE	FALSE
Fam161b	chr12	FALSE	FALSE
Fam162a	chr16	TRUE	FALSE
Fam162b	chr10	FALSE	FALSE
Fam163a	chr1	FALSE	FALSE
Fam163b	chr2	FALSE	FALSE
Fam167a	chr14	FALSE	FALSE
Fam167b	chr4	FALSE	TRUE
Fam168a	chr7	FALSE	FALSE
Fam168b	chr1	TRUE	FALSE
Fam169a	chr13	FALSE	FALSE
Fam169b	chr7	FALSE	FALSE
Fam170b	chr14	FALSE	FALSE
Fam171a1	chr2	FALSE	FALSE
Fam171a2	chr11	FALSE	FALSE
Fam171b	chr2	FALSE	FALSE
Fam174a	chr1	FALSE	FALSE
Fam174b	chr7	FALSE	FALSE
Fam174c	chr10	FALSE	FALSE
Fam178b	chr1	FALSE	TRUE
Fam181a	chr12	FALSE	FALSE
Fam184a	chr10	FALSE	TRUE
Fam184b	chr5	FALSE	FALSE
Fam185a	chr5	FALSE	FALSE
Fam187b	chr7	FALSE	FALSE
Fam193a	chr5	FALSE	FALSE
Fam193b	chr13	FALSE	FALSE
Fam199x	chrX	FALSE	FALSE
Fam204a	chr19	FALSE	FALSE
Fam20a	chr11	FALSE	FALSE
Fam20b	chr1	FALSE	FALSE
Fam20c	chr5	FALSE	FALSE
Fam210a	chr18	FALSE	FALSE
Fam210b	chr2	FALSE	FALSE
Fam216b	chr14	FALSE	FALSE
Fam217b	chr2	FALSE	FALSE
Fam219a	chr4	FALSE	FALSE
Fam219b	chr9	FALSE	FALSE
Fam220a	chr5	FALSE	FALSE
Fam221a	chr6	FALSE	FALSE
Fam221b	chr4	FALSE	FALSE
Fam222a	chr5	FALSE	FALSE
Fam222b	chr11	FALSE	FALSE
Fam229b	chr10	FALSE	FALSE
Fam234a	chr17	FALSE	FALSE
Fam234b	chr6	FALSE	FALSE
Fam240a	chr9	FALSE	FALSE
Fam240b	chr13	FALSE	TRUE
Fam241a	chr3	FALSE	FALSE
Fam241b	chr10	FALSE	TRUE
Fam243	chr16	FALSE	FALSE
Fam32a	chr8	FALSE	FALSE
Fam3c	chr6	FALSE	TRUE
Fam43a	chr16	FALSE	FALSE
Fam43b	chr4	FALSE	FALSE
Fam47e	chr5	FALSE	FALSE
Fam50a	chrX	FALSE	FALSE
Fam50b	chr13	FALSE	FALSE
Fam53a	chr5	FALSE	FALSE
Fam53b	chr7	FALSE	FALSE
Fam53c	chr18	FALSE	FALSE
Fam72a	chr1	FALSE	TRUE
Fam76a	chr4	FALSE	TRUE
Fam76b	chr9	FALSE	FALSE
Fam78a	chr2	FALSE	FALSE
Fam78b	chr1	FALSE	TRUE
Fam81a	chr9	FALSE	FALSE
Fam81b	chr13	FALSE	FALSE
Fam83a	chr15	FALSE	TRUE
Fam83b	chr9	FALSE	FALSE
Fam83d	chr2	FALSE	FALSE
Fam83e	chr7	FALSE	TRUE
Fam83f	chr15	FALSE	FALSE
Fam83g	chr11	FALSE	FALSE
Fam83h	chr15	FALSE	FALSE
Fam89a	chr8	FALSE	FALSE
Fam89b	chr19	FALSE	FALSE
Fam8a1	chr13	FALSE	FALSE
Fam90a1b	chrX	FALSE	FALSE
Fam91a1	chr15	FALSE	TRUE
Fam98a	chr17	FALSE	FALSE
Fam98b	chr2	FALSE	FALSE
Fam98c	chr7	FALSE	FALSE
Fan1	chr7	FALSE	FALSE
Fanca	chr8	FALSE	FALSE
Fancb	chrX	FALSE	TRUE
Fancc	chr13	TRUE	FALSE
Fancd2	chr6	TRUE	FALSE
Fance	chr17	FALSE	TRUE
Fancf	chr7	FALSE	FALSE
Fancg	chr4	FALSE	FALSE
Fanci	chr7	FALSE	TRUE
Fancl	chr11	FALSE	FALSE
Fancm	chr12	FALSE	FALSE
Fank1	chr7	FALSE	FALSE
Fap	chr2	FALSE	FALSE
Far1	chr7	FALSE	TRUE
Far2	chr6	FALSE	FALSE
Farp1	chr14	TRUE	TRUE
Farp2	chr1	TRUE	FALSE
Fars2	chr13	FALSE	TRUE
Farsa	chr8	FALSE	FALSE
Farsb	chr1	FALSE	FALSE
Fas	chr19	TRUE	FALSE
Fasn	chr11	FALSE	FALSE
Fastk	chr5	FALSE	FALSE
Fastkd1	chr2	FALSE	FALSE
Fastkd2	chr1	FALSE	FALSE
Fat1	chr8	FALSE	FALSE
Fat2	chr11	FALSE	TRUE
Fat3	chr9	TRUE	FALSE
Fat4	chr3	TRUE	FALSE
Faxc	chr4	FALSE	FALSE
Fbf1	chr11	FALSE	FALSE
Fbh1	chr2	FALSE	FALSE
Fbl	chr7	FALSE	FALSE
Fblim1	chr4	FALSE	FALSE
Fbll1	chr11	FALSE	FALSE
Fbln1	chr15	FALSE	FALSE
Fbln2	chr6	FALSE	FALSE
Fbln5	chr12	FALSE	TRUE
Fbln7	chr2	FALSE	FALSE
Fbn1	chr2	FALSE	FALSE
Fbn2	chr18	FALSE	FALSE
Fbp1	chr13	FALSE	FALSE
Fbp2	chr13	FALSE	FALSE
Fbrs	chr7	FALSE	FALSE
Fbrsl1	chr5	FALSE	FALSE
Fbxl13	chr5	FALSE	FALSE
Fbxl14	chr6	FALSE	TRUE
Fbxl15	chr19	FALSE	FALSE
Fbxl16	chr17	FALSE	FALSE
Fbxl17	chr17	TRUE	FALSE
Fbxl18	chr5	FALSE	FALSE
Fbxl19	chr7	FALSE	TRUE
Fbxl2	chr9	FALSE	FALSE
Fbxl21	chr13	FALSE	FALSE
Fbxl22	chr9	FALSE	FALSE
Fbxl3	chr14	FALSE	TRUE
Fbxl4	chr4	FALSE	TRUE
Fbxl5	chr5	FALSE	FALSE
Fbxl6	chr15	FALSE	TRUE
Fbxl7	chr15	FALSE	FALSE
Fbxl8	chr8	FALSE	TRUE
Fbxo10	chr4	FALSE	FALSE
Fbxo11	chr17	TRUE	TRUE
Fbxo15	chr18	FALSE	FALSE
Fbxo16	chr14	FALSE	TRUE
Fbxo17	chr7	FALSE	TRUE
Fbxo2	chr4	TRUE	FALSE
Fbxo21	chr5	FALSE	FALSE
Fbxo22	chr9	FALSE	FALSE
Fbxo24	chr5	TRUE	FALSE
Fbxo25	chr8	FALSE	FALSE
Fbxo27	chr7	FALSE	TRUE
Fbxo28	chr1	FALSE	FALSE
Fbxo3	chr2	FALSE	FALSE
Fbxo30	chr10	FALSE	FALSE
Fbxo31	chr8	TRUE	TRUE
Fbxo32	chr15	FALSE	FALSE
Fbxo33	chr12	FALSE	FALSE
Fbxo34	chr14	FALSE	FALSE
Fbxo38	chr18	TRUE	FALSE
Fbxo4	chr15	FALSE	FALSE
Fbxo40	chr16	FALSE	TRUE
Fbxo41	chr6	TRUE	TRUE
Fbxo42	chr4	FALSE	FALSE
Fbxo43	chr15	FALSE	TRUE
Fbxo44	chr4	FALSE	FALSE
Fbxo45	chr16	TRUE	TRUE
Fbxo46	chr7	FALSE	FALSE
Fbxo47	chr11	FALSE	FALSE
Fbxo48	chr11	FALSE	FALSE
Fbxo5	chr10	FALSE	FALSE
Fbxo6	chr4	FALSE	FALSE
Fbxo7	chr10	TRUE	TRUE
Fbxo8	chr8	FALSE	FALSE
Fbxw11	chr11	TRUE	TRUE
Fbxw13	chr9	FALSE	FALSE
Fbxw17	chr13	FALSE	FALSE
Fbxw2	chr2	FALSE	FALSE
Fbxw4	chr19	FALSE	FALSE
Fbxw5	chr2	FALSE	TRUE
Fbxw7	chr3	TRUE	TRUE
Fbxw8	chr5	TRUE	FALSE
Fbxw9	chr8	FALSE	FALSE
Fcamr	chr1	FALSE	FALSE
Fcer2a	chr8	FALSE	TRUE
Fcgr1	chr3	FALSE	FALSE
Fcgr2b	chr1	TRUE	FALSE
Fcgr4	chr1	TRUE	FALSE
Fcgrt	chr7	FALSE	TRUE
Fcho1	chr8	FALSE	FALSE
Fcho2	chr13	TRUE	FALSE
Fchsd1	chr18	TRUE	TRUE
Fchsd2	chr7	TRUE	TRUE
Fcmr	chr1	FALSE	FALSE
Fcnb	chr2	FALSE	FALSE
Fcor	chr8	FALSE	TRUE
Fcrl5	chr3	FALSE	FALSE
Fcrlb	chr1	FALSE	FALSE
Fcsk	chr8	FALSE	FALSE
Fdft1	chr14	FALSE	FALSE
Fdps	chr3	FALSE	FALSE
Fdx1	chr9	FALSE	FALSE
Fdx2	chr9	FALSE	FALSE
Fdxacb1	chr9	FALSE	TRUE
Fdxr	chr11	FALSE	TRUE
Fech	chr18	FALSE	FALSE
Fem1a	chr17	FALSE	FALSE
Fem1al	chr11	FALSE	FALSE
Fem1b	chr9	FALSE	FALSE
Fem1c	chr18	FALSE	TRUE
Fen1	chr19	TRUE	FALSE
Fer	chr17	FALSE	FALSE
Fer1l6	chr15	FALSE	TRUE
Fermt1	chr2	FALSE	FALSE
Fermt2	chr14	FALSE	FALSE
Fermt3	chr19	FALSE	TRUE
Fes	chr7	TRUE	FALSE
Fev	chr1	TRUE	FALSE
Fez1	chr9	TRUE	TRUE
Fez2	chr17	FALSE	TRUE
Fezf1	chr6	TRUE	TRUE
Ffar1	chr7	FALSE	TRUE
Ffar4	chr19	TRUE	FALSE
Fgd1	chrX	FALSE	TRUE
Fgd2	chr17	FALSE	TRUE
Fgd3	chr13	FALSE	FALSE
Fgd4	chr16	FALSE	TRUE
Fgd5	chr6	FALSE	FALSE
Fgd6	chr10	FALSE	FALSE
Fgf1	chr18	TRUE	TRUE
Fgf11	chr11	TRUE	FALSE
Fgf12	chr16	TRUE	FALSE
Fgf13	chrX	TRUE	FALSE
Fgf14	chr14	TRUE	FALSE
Fgf15	chr7	TRUE	FALSE
Fgf16	chrX	TRUE	TRUE
Fgf17	chr14	TRUE	FALSE
Fgf18	chr11	TRUE	FALSE
Fgf2	chr3	TRUE	FALSE
Fgf20	chr8	TRUE	TRUE
Fgf22	chr10	TRUE	FALSE
Fgf23	chr6	TRUE	FALSE
Fgf3	chr7	TRUE	FALSE
Fgf4	chr7	TRUE	FALSE
Fgf5	chr5	TRUE	FALSE
Fgf7	chr2	TRUE	FALSE
Fgf8	chr19	TRUE	FALSE
Fgf9	chr14	TRUE	FALSE
Fgfbp1	chr5	FALSE	FALSE
Fgfbp3	chr19	TRUE	TRUE
Fgfr1	chr8	TRUE	FALSE
Fgfr1op2	chr6	FALSE	FALSE
Fgfr2	chr7	TRUE	FALSE
Fgfr3	chr5	TRUE	FALSE
Fgfr4	chr13	FALSE	FALSE
Fgfrl1	chr5	FALSE	FALSE
Fgg	chr3	FALSE	FALSE
Fggy	chr4	TRUE	TRUE
Fgl1	chr8	FALSE	FALSE
Fgl2	chr5	TRUE	FALSE
Fgr	chr4	FALSE	FALSE
Fh1	chr1	FALSE	FALSE
Fhad1	chr4	FALSE	FALSE
Fhdc1	chr3	FALSE	FALSE
Fhit	chr14	FALSE	FALSE
Fhl1	chrX	FALSE	FALSE
Fhl2	chr1	FALSE	FALSE
Fhl3	chr4	FALSE	TRUE
Fhl5	chr4	FALSE	FALSE
Fhod1	chr8	FALSE	FALSE
Fhod3	chr18	FALSE	FALSE
Fibcd1	chr2	FALSE	FALSE
Fibin	chr2	FALSE	TRUE
Fibp	chr19	FALSE	TRUE
Ficd	chr5	FALSE	FALSE
Fig4	chr10	TRUE	FALSE
Fign	chr2	FALSE	FALSE
Fignl1	chr11	FALSE	FALSE
Fignl2	chr15	FALSE	FALSE
Filip1	chr9	TRUE	FALSE
Filip1l	chr16	FALSE	FALSE
Fip1l1	chr5	FALSE	FALSE
Fis1	chr5	TRUE	FALSE
Fitm2	chr2	FALSE	FALSE
Fiz1	chr7	FALSE	FALSE
Fjx1	chr2	FALSE	FALSE
Fkbp10	chr11	FALSE	FALSE
Fkbp11	chr15	FALSE	FALSE
Fkbp14	chr6	FALSE	FALSE
Fkbp1a	chr2	FALSE	FALSE
Fkbp1b	chr12	TRUE	FALSE
Fkbp3	chr12	FALSE	FALSE
Fkbp4	chr6	TRUE	FALSE
Fkbp5	chr17	FALSE	TRUE
Fkbp7	chr2	FALSE	TRUE
Fkbp8	chr8	TRUE	FALSE
Fkbp9	chr6	FALSE	FALSE
Fkbpl	chr17	FALSE	FALSE
Fkrp	chr7	TRUE	FALSE
Fktn	chr4	TRUE	FALSE
Flacc1	chr1	FALSE	TRUE
Flad1	chr3	FALSE	FALSE
Flcn	chr11	FALSE	FALSE
Fli1	chr9	FALSE	FALSE
Flii	chr11	FALSE	FALSE
Flna	chrX	TRUE	TRUE
Flnb	chr14	FALSE	FALSE
Flnc	chr6	FALSE	FALSE
Flot1	chr17	TRUE	FALSE
Flot2	chr11	TRUE	FALSE
Flrt1	chr19	TRUE	FALSE
Flrt2	chr12	TRUE	FALSE
Flrt3	chr2	TRUE	TRUE
Flt1	chr5	TRUE	FALSE
Flt3	chr5	TRUE	FALSE
Flt3l	chr7	TRUE	TRUE
Flvcr1	chr1	FALSE	TRUE
Flvcr2	chr12	TRUE	FALSE
Flywch1	chr17	FALSE	FALSE
Flywch2	chr17	FALSE	TRUE
Fmc1	chr6	TRUE	FALSE
Fmn1	chr2	FALSE	FALSE
Fmn2	chr1	FALSE	FALSE
Fmnl1	chr11	FALSE	FALSE
Fmnl2	chr2	FALSE	FALSE
Fmnl3	chr15	FALSE	FALSE
Fmo1	chr1	FALSE	FALSE
Fmo5	chr3	FALSE	FALSE
Fmo9	chr1	FALSE	TRUE
Fmod	chr1	FALSE	FALSE
Fmr1	chrX	TRUE	FALSE
Fn3k	chr11	FALSE	FALSE
Fnbp1	chr2	TRUE	FALSE
Fnbp1l	chr3	FALSE	FALSE
Fnbp4	chr2	FALSE	FALSE
Fndc1	chr17	FALSE	FALSE
Fndc10	chr4	FALSE	FALSE
Fndc11	chr2	FALSE	FALSE
Fndc3a	chr14	FALSE	FALSE
Fndc3b	chr3	FALSE	FALSE
Fndc4	chr5	FALSE	FALSE
Fndc5	chr4	FALSE	FALSE
Fndc7	chr3	FALSE	FALSE
Fndc9	chr11	FALSE	FALSE
Fnip1	chr11	FALSE	FALSE
Fnip2	chr3	FALSE	TRUE
Fnta	chr8	TRUE	FALSE
Fntb	chr12	FALSE	FALSE
Focad	chr4	FALSE	TRUE
Fos	chr12	TRUE	FALSE
