gene_name	chr	is_neuronal	k27ac_predicted
Dusp5	chr19	FALSE	FALSE
Dusp6	chr10	FALSE	TRUE
Dusp7	chr9	FALSE	FALSE
Dusp8	chr7	FALSE	FALSE
Dut	chr2	FALSE	FALSE
Dvl1	chr4	TRUE	FALSE
Dvl2	chr11	TRUE	FALSE
Dvl3	chr16	TRUE	TRUE
Dym	chr18	FALSE	FALSE
Dync1h1	chr12	TRUE	FALSE
Dync1i1	chr6	FALSE	TRUE
Dync1i2	chr2	TRUE	FALSE
Dync1li1	chr9	FALSE	TRUE
Dync1li2	chr8	FALSE	FALSE
Dync2h1	chr9	TRUE	FALSE
Dynll1	chr5	FALSE	FALSE
Dynll2	chr11	FALSE	FALSE
Dynlrb2	chr8	FALSE	TRUE
Dynlt3	chrX	FALSE	FALSE
Dyrk1a	chr16	FALSE	TRUE
Dyrk1b	chr7	FALSE	FALSE
Dysf	chr6	FALSE	FALSE
Dzank1	chr2	TRUE	FALSE
Dzip1	chr14	FALSE	FALSE
Dzip1l	chr9	TRUE	FALSE
Dzip3	chr16	FALSE	FALSE
E030018B13Rik	chr7	FALSE	TRUE
E030025P04Rik	chr11	FALSE	TRUE
E130114P18Rik	chr4	FALSE	TRUE
E2f1	chr2	TRUE	TRUE
E2f3	chr13	FALSE	TRUE
E2f4	chr8	FALSE	TRUE
E2f5	chr3	FALSE	TRUE
E2f6	chr12	FALSE	FALSE
E2f7	chr10	FALSE	FALSE
E4f1	chr17	FALSE	FALSE
Eaf1	chr14	FALSE	TRUE
Eaf2	chr16	FALSE	TRUE
Eapp	chr12	FALSE	FALSE
Ebag9	chr15	FALSE	TRUE
Ebf1	chr11	FALSE	TRUE
Ebp	chrX	FALSE	FALSE
Ebpl	chr14	FALSE	TRUE
Ece1	chr4	TRUE	FALSE
Ece2	chr16	FALSE	FALSE
Echdc1	chr10	FALSE	TRUE
Echdc3	chr2	FALSE	TRUE
Echs1	chr7	FALSE	TRUE
Eci1	chr17	FALSE	FALSE
Eci2	chr13	FALSE	TRUE
Ecm2	chr13	FALSE	TRUE
Ecpas	chr4	FALSE	FALSE
Ecsit	chr9	FALSE	FALSE
Edc3	chr9	FALSE	TRUE
Edc4	chr8	FALSE	FALSE
Edem1	chr6	FALSE	FALSE
Edf1	chr2	FALSE	TRUE
Edil3	chr13	FALSE	FALSE
Edn2	chr4	TRUE	FALSE
Edrf1	chr7	FALSE	FALSE
Eea1	chr10	TRUE	TRUE
Eed	chr7	TRUE	FALSE
Eef1a1	chr9	FALSE	TRUE
Eef1a2	chr2	FALSE	FALSE
Eef1akmt1	chr14	FALSE	TRUE
Eef1akmt2	chr7	FALSE	TRUE
Eef1d	chr15	FALSE	FALSE
Eef1g	chr19	FALSE	FALSE
Eef2k	chr7	TRUE	TRUE
Eepd1	chr9	FALSE	TRUE
Efcab12	chr6	FALSE	TRUE
Efcab14	chr4	FALSE	FALSE
Efcab2	chr1	FALSE	FALSE
Efcab6	chr15	FALSE	FALSE
Efcab7	chr4	FALSE	TRUE
Efcab9	chr11	FALSE	TRUE
Efemp2	chr19	FALSE	TRUE
Efhc2	chrX	TRUE	TRUE
Efhd2	chr4	FALSE	FALSE
Efna1	chr3	TRUE	TRUE
Efnb1	chrX	TRUE	TRUE
Efnb2	chr8	TRUE	FALSE
Efr3a	chr15	TRUE	TRUE
Efr3b	chr12	TRUE	TRUE
Eftud2	chr11	FALSE	FALSE
Egf	chr3	TRUE	TRUE
Egln1	chr8	TRUE	FALSE
Egln2	chr7	TRUE	FALSE
Egr1	chr18	TRUE	TRUE
Egr3	chr14	TRUE	FALSE
Egr4	chr6	FALSE	TRUE
Ehbp1	chr11	FALSE	TRUE
Ehd1	chr19	TRUE	FALSE
Ehd3	chr17	FALSE	TRUE
Ehd4	chr2	FALSE	TRUE
Ehmt1	chr2	FALSE	FALSE
Ehmt2	chr17	TRUE	TRUE
Ei24	chr9	TRUE	FALSE
Eid2	chr7	FALSE	FALSE
Eif1	chr11	FALSE	FALSE
Eif1a	chr18	FALSE	FALSE
Eif1b	chr9	FALSE	FALSE
Eif2a	chr3	FALSE	FALSE
Eif2ak3	chr6	TRUE	TRUE
Eif2ak4	chr2	TRUE	TRUE
Eif2b2	chr12	TRUE	FALSE
Eif2b3	chr4	TRUE	TRUE
Eif2b4	chr5	TRUE	FALSE
Eif2d	chr1	FALSE	TRUE
Eif2s1	chr12	FALSE	FALSE
Eif2s2	chr2	FALSE	FALSE
Eif2s3x	chrX	FALSE	FALSE
Eif3a	chr19	FALSE	FALSE
Eif3b	chr5	FALSE	FALSE
Eif3d	chr15	FALSE	FALSE
Eif3e	chr15	FALSE	FALSE
Eif3h	chr15	FALSE	FALSE
Eif3j1	chr2	FALSE	FALSE
Eif3j2	chr18	FALSE	FALSE
Eif3k	chr7	FALSE	FALSE
Eif3m	chr2	FALSE	TRUE
Eif4a1	chr11	FALSE	FALSE
Eif4a2	chr16	FALSE	FALSE
Eif4e2	chr1	FALSE	TRUE
Eif4e3	chr6	FALSE	TRUE
Eif4ebp2	chr10	TRUE	FALSE
Eif4enif1	chr11	TRUE	FALSE
Eif4g1	chr16	TRUE	FALSE
Eif4g2	chr7	TRUE	FALSE
Eif4g3	chr4	FALSE	FALSE
Eif4h	chr5	FALSE	FALSE
Eif5	chr12	FALSE	FALSE
Eif5a	chr11	FALSE	TRUE
Eif5b	chr1	FALSE	FALSE
Eif6	chr2	FALSE	TRUE
Eipr1	chr12	FALSE	FALSE
Elac1	chr18	FALSE	TRUE
Elac2	chr11	FALSE	FALSE
Elavl1	chr8	FALSE	FALSE
Elavl2	chr4	TRUE	TRUE
Elavl3	chr9	TRUE	FALSE
Elavl4	chr4	TRUE	TRUE
Elf2	chr3	FALSE	FALSE
Elf3	chr1	FALSE	TRUE
Elk1	chrX	TRUE	FALSE
Elk3	chr10	FALSE	TRUE
Elk4	chr1	FALSE	TRUE
Ell	chr8	FALSE	FALSE
Ell2	chr13	FALSE	FALSE
Elmo1	chr13	TRUE	TRUE
Elmo2	chr2	FALSE	TRUE
Elmod1	chr9	FALSE	FALSE
Elmod3	chr6	TRUE	TRUE
Eloc	chr1	FALSE	FALSE
Elovl4	chr9	FALSE	FALSE
Elovl5	chr9	FALSE	TRUE
Elovl6	chr3	FALSE	TRUE
Elovl7	chr13	FALSE	TRUE
Elp1	chr4	FALSE	FALSE
Elp2	chr18	FALSE	FALSE
Elp3	chr14	TRUE	FALSE
Elp4	chr2	FALSE	TRUE
Elp5	chr11	FALSE	FALSE
Emb	chr13	TRUE	TRUE
Emc1	chr4	FALSE	FALSE
Emc10	chr7	FALSE	FALSE
Emc2	chr15	FALSE	FALSE
Emc4	chr2	FALSE	FALSE
Emc6	chr11	FALSE	FALSE
Emc7	chr2	FALSE	FALSE
Emc9	chr14	FALSE	TRUE
Emcn	chr3	FALSE	TRUE
Emd	chrX	FALSE	FALSE
Eme2	chr17	FALSE	TRUE
Emilin3	chr2	FALSE	TRUE
Eml1	chr12	TRUE	TRUE
Eml2	chr7	FALSE	TRUE
Eml5	chr12	FALSE	FALSE
Eml6	chr11	FALSE	TRUE
Emsy	chr7	FALSE	FALSE
Emx1	chr6	TRUE	FALSE
En1	chr1	TRUE	TRUE
En2	chr5	TRUE	FALSE
Enah	chr1	TRUE	FALSE
Enc1	chr13	TRUE	FALSE
Endod1	chr9	FALSE	TRUE
Endog	chr2	FALSE	FALSE
Endov	chr11	FALSE	TRUE
Engase	chr11	FALSE	FALSE
Enho	chr4	FALSE	TRUE
Enkur	chr2	FALSE	TRUE
Eno1	chr4	FALSE	FALSE
Eno1b	chr18	FALSE	TRUE
Eno2	chr6	FALSE	TRUE
Eno4	chr19	FALSE	FALSE
Enox1	chr14	FALSE	FALSE
Enox2	chrX	FALSE	FALSE
Enpp2	chr15	TRUE	FALSE
Enpp4	chr17	FALSE	TRUE
Enpp5	chr17	FALSE	FALSE
Enpp7	chr11	FALSE	TRUE
Ensa	chr3	FALSE	FALSE
Entpd2	chr2	FALSE	TRUE
Entpd5	chr12	FALSE	TRUE
Entpd6	chr2	FALSE	TRUE
Entpd7	chr19	FALSE	TRUE
Eny2	chr15	FALSE	FALSE
Eogt	chr6	FALSE	FALSE
Eomes	chr9	TRUE	TRUE
Ep300	chr15	TRUE	FALSE
Epas1	chr17	TRUE	FALSE
Epb41	chr4	FALSE	FALSE
Epb41l1	chr2	TRUE	TRUE
Epb41l3	chr17	TRUE	FALSE
Epb41l4b	chr4	FALSE	TRUE
Epc1	chr18	FALSE	TRUE
Epc2	chr2	FALSE	FALSE
Epdr1	chr13	FALSE	FALSE
Epg5	chr18	TRUE	TRUE
Epha3	chr16	TRUE	TRUE
Epha4	chr1	TRUE	TRUE
Epha5	chr5	TRUE	FALSE
Epha6	chr16	TRUE	FALSE
Epha7	chr4	TRUE	TRUE
Epha8	chr4	TRUE	TRUE
Ephb1	chr9	TRUE	FALSE
Ephb2	chr4	TRUE	FALSE
Ephb6	chr6	TRUE	FALSE
Ephx1	chr1	FALSE	TRUE
Ephx4	chr5	FALSE	TRUE
Epm2a	chr10	TRUE	TRUE
Epn1	chr7	FALSE	FALSE
Epn2	chr11	FALSE	TRUE
Epn3	chr11	FALSE	FALSE
Epo	chr5	TRUE	FALSE
Eps15	chr4	TRUE	TRUE
Eps15l1	chr8	TRUE	FALSE
Eps8	chr6	TRUE	FALSE
Erap1	chr13	FALSE	FALSE
Erbb4	chr1	TRUE	TRUE
Erc1	chr6	TRUE	TRUE
Erc2	chr14	TRUE	FALSE
Ercc1	chr7	FALSE	TRUE
Ercc3	chr18	TRUE	FALSE
Ercc4	chr16	FALSE	FALSE
Ercc5	chr1	FALSE	TRUE
Ercc6	chr14	TRUE	FALSE
Ercc6l2	chr13	FALSE	FALSE
Ercc8	chr13	FALSE	TRUE
Erf	chr7	FALSE	TRUE
Erg	chr16	FALSE	FALSE
Ergic1	chr17	FALSE	TRUE
Ergic2	chr6	FALSE	FALSE
Erh	chr12	FALSE	FALSE
Eri1	chr8	FALSE	TRUE
Eri3	chr4	FALSE	FALSE
Erich1	chr8	FALSE	FALSE
Erich3	chr3	FALSE	TRUE
Erlec1	chr11	FALSE	FALSE
Erlin1	chr19	FALSE	FALSE
Erlin2	chr8	FALSE	TRUE
Ermp1	chr19	FALSE	FALSE
Erp29	chr5	FALSE	FALSE
Erp44	chr4	FALSE	FALSE
Errfi1	chr4	FALSE	TRUE
Esam	chr9	FALSE	TRUE
Esco1	chr18	FALSE	FALSE
Esd	chr14	FALSE	FALSE
Esrra	chr19	FALSE	FALSE
Esrrb	chr12	FALSE	FALSE
Esyt1	chr10	FALSE	FALSE
Esyt2	chr12	FALSE	FALSE
Etaa1	chr11	FALSE	TRUE
Etf1	chr18	FALSE	FALSE
Etfa	chr9	FALSE	FALSE
Etfb	chr7	FALSE	TRUE
Etfdh	chr3	FALSE	TRUE
Etfrf1	chr6	FALSE	FALSE
Etnk1	chr6	FALSE	TRUE
Ets2	chr16	FALSE	FALSE
Etv1	chr12	TRUE	TRUE
Etv3	chr3	FALSE	FALSE
Etv5	chr16	TRUE	TRUE
Etv6	chr6	TRUE	FALSE
Eva1c	chr16	FALSE	TRUE
Evi5l	chr8	FALSE	TRUE
Ewsr1	chr11	FALSE	FALSE
Exd1	chr2	FALSE	FALSE
Exd2	chr12	FALSE	FALSE
Exo5	chr4	FALSE	TRUE
Exoc2	chr13	FALSE	TRUE
Exoc3	chr13	FALSE	FALSE
Exoc3l	chr8	FALSE	TRUE
Exoc4	chr6	TRUE	TRUE
Exoc5	chr14	FALSE	FALSE
Exoc6	chr19	FALSE	FALSE
Exoc6b	chr6	FALSE	FALSE
Exoc7	chr11	FALSE	TRUE
Exoc8	chr8	FALSE	FALSE
Exosc1	chr19	FALSE	FALSE
Exosc10	chr4	FALSE	FALSE
Exosc3	chr4	FALSE	TRUE
Exosc6	chr8	FALSE	TRUE
Exosc7	chr9	FALSE	FALSE
Exosc9	chr3	FALSE	TRUE
Exph5	chr9	FALSE	TRUE
Ext1	chr15	TRUE	TRUE
Ext2	chr2	FALSE	FALSE
Extl1	chr4	FALSE	FALSE
Extl2	chr3	FALSE	FALSE
Extl3	chr14	FALSE	FALSE
Eya1	chr1	TRUE	FALSE
Eya2	chr2	FALSE	FALSE
Ezh1	chr11	FALSE	TRUE
Ezh2	chr6	TRUE	FALSE
Ezr	chr17	TRUE	FALSE
F2	chr2	TRUE	TRUE
F3	chr3	FALSE	TRUE
F830045P16Rik	chr2	FALSE	TRUE
F8a	chrX	FALSE	FALSE
Fa2h	chr8	TRUE	TRUE
Faah	chr4	TRUE	FALSE
Faap20	chr4	FALSE	FALSE
Fabp3	chr4	FALSE	TRUE
Fabp5	chr3	TRUE	FALSE
Fabp6	chr11	FALSE	TRUE
Fads1	chr19	FALSE	TRUE
Fads3	chr19	FALSE	FALSE
Fads6	chr11	FALSE	TRUE
Faf1	chr4	FALSE	FALSE
Fah	chr7	FALSE	TRUE
Fahd1	chr17	FALSE	FALSE
Fahd2a	chr2	FALSE	TRUE
Faim	chr9	TRUE	TRUE
Faim2	chr15	TRUE	FALSE
Fam107b	chr2	TRUE	TRUE
Fam110a	chr2	FALSE	TRUE
Fam110b	chr4	FALSE	TRUE
Fam117b	chr1	FALSE	FALSE
Fam118a	chr15	FALSE	FALSE
Fam118b	chr9	FALSE	FALSE
Fam120a	chr13	FALSE	FALSE
Fam120b	chr17	FALSE	FALSE
Fam124a	chr14	FALSE	FALSE
Fam131a	chr16	FALSE	TRUE
Fam131b	chr6	FALSE	FALSE
Fam133b	chr5	FALSE	FALSE
Fam135a	chr1	FALSE	TRUE
Fam135b	chr15	FALSE	FALSE
Fam136a	chr6	FALSE	TRUE
Fam13b	chr18	FALSE	TRUE
Fam13c	chr10	FALSE	FALSE
Fam149a	chr8	FALSE	FALSE
Fam149b	chr14	FALSE	FALSE
Fam151b	chr13	TRUE	FALSE
Fam161a	chr11	FALSE	FALSE
Fam163b	chr2	FALSE	FALSE
Fam168a	chr7	FALSE	FALSE
Fam168b	chr1	TRUE	FALSE
Fam169a	chr13	FALSE	FALSE
Fam171a1	chr2	FALSE	FALSE
Fam171a2	chr11	FALSE	FALSE
Fam171b	chr2	FALSE	FALSE
Fam174a	chr1	FALSE	TRUE
Fam174c	chr10	FALSE	FALSE
Fam178b	chr1	FALSE	TRUE
Fam184a	chr10	FALSE	TRUE
Fam184b	chr5	FALSE	TRUE
Fam193a	chr5	FALSE	FALSE
Fam193b	chr13	FALSE	FALSE
Fam199x	chrX	FALSE	FALSE
Fam20b	chr1	FALSE	FALSE
Fam20c	chr5	FALSE	FALSE
Fam210a	chr18	FALSE	FALSE
Fam219a	chr4	FALSE	TRUE
Fam219b	chr9	FALSE	FALSE
Fam220a	chr5	FALSE	TRUE
Fam221b	chr4	FALSE	TRUE
Fam222a	chr5	FALSE	FALSE
Fam222b	chr11	FALSE	FALSE
Fam229b	chr10	FALSE	FALSE
Fam234b	chr6	FALSE	FALSE
Fam241b	chr10	FALSE	TRUE
Fam3a	chrX	FALSE	TRUE
Fam43a	chr16	FALSE	TRUE
Fam43b	chr4	FALSE	FALSE
Fam53a	chr5	FALSE	TRUE
Fam53b	chr7	FALSE	TRUE
Fam53c	chr18	FALSE	FALSE
Fam72a	chr1	FALSE	TRUE
Fam76a	chr4	FALSE	FALSE
Fam78b	chr1	FALSE	TRUE
Fam81b	chr13	FALSE	TRUE
Fam83a	chr15	FALSE	TRUE
Fam89b	chr19	FALSE	TRUE
Fam98a	chr17	FALSE	FALSE
Fam98b	chr2	FALSE	FALSE
Fam98c	chr7	FALSE	FALSE
Fan1	chr7	FALSE	FALSE
Fancc	chr13	TRUE	TRUE
Fancg	chr4	FALSE	FALSE
Fank1	chr7	FALSE	TRUE
Far1	chr7	FALSE	TRUE
Far2	chr6	FALSE	FALSE
Farp1	chr14	TRUE	FALSE
Fars2	chr13	FALSE	TRUE
Farsa	chr8	FALSE	FALSE
Farsb	chr1	FALSE	TRUE
Fasn	chr11	FALSE	FALSE
Fastk	chr5	FALSE	TRUE
Fastkd1	chr2	FALSE	FALSE
Fat1	chr8	FALSE	TRUE
Fat2	chr11	FALSE	FALSE
Fat3	chr9	TRUE	FALSE
Fat4	chr3	TRUE	FALSE
Faxc	chr4	FALSE	FALSE
Fbf1	chr11	FALSE	TRUE
Fbln2	chr6	FALSE	TRUE
Fbln5	chr12	FALSE	TRUE
Fbrs	chr7	FALSE	FALSE
Fbrsl1	chr5	FALSE	TRUE
Fbxl14	chr6	FALSE	FALSE
Fbxl16	chr17	FALSE	FALSE
Fbxl17	chr17	TRUE	FALSE
Fbxl18	chr5	FALSE	FALSE
Fbxl19	chr7	FALSE	FALSE
Fbxl2	chr9	FALSE	FALSE
Fbxl22	chr9	FALSE	FALSE
Fbxl3	chr14	FALSE	FALSE
Fbxl4	chr4	FALSE	TRUE
Fbxl5	chr5	FALSE	FALSE
Fbxl6	chr15	FALSE	TRUE
Fbxo11	chr17	TRUE	FALSE
Fbxo16	chr14	FALSE	TRUE
Fbxo21	chr5	FALSE	FALSE
Fbxo22	chr9	FALSE	FALSE
Fbxo24	chr5	TRUE	FALSE
Fbxo25	chr8	FALSE	FALSE
Fbxo27	chr7	FALSE	TRUE
Fbxo28	chr1	FALSE	TRUE
Fbxo30	chr10	FALSE	FALSE
Fbxo31	chr8	TRUE	TRUE
Fbxo33	chr12	FALSE	FALSE
Fbxo34	chr14	FALSE	FALSE
Fbxo38	chr18	TRUE	FALSE
Fbxo4	chr15	FALSE	FALSE
Fbxo40	chr16	FALSE	TRUE
Fbxo41	chr6	TRUE	TRUE
Fbxo42	chr4	FALSE	FALSE
Fbxo44	chr4	FALSE	FALSE
Fbxo45	chr16	TRUE	FALSE
Fbxo5	chr10	FALSE	FALSE
Fbxo6	chr4	FALSE	FALSE
Fbxo7	chr10	TRUE	TRUE
Fbxo8	chr8	FALSE	FALSE
Fbxo9	chr9	FALSE	FALSE
Fbxw11	chr11	TRUE	TRUE
Fbxw17	chr13	FALSE	FALSE
Fbxw5	chr2	FALSE	TRUE
Fbxw7	chr3	TRUE	TRUE
Fbxw8	chr5	TRUE	FALSE
Fcer2a	chr8	FALSE	TRUE
Fcho1	chr8	FALSE	FALSE
Fcho2	chr13	TRUE	TRUE
Fchsd2	chr7	TRUE	FALSE
Fcor	chr8	FALSE	TRUE
Fcrlb	chr1	FALSE	FALSE
Fdft1	chr14	FALSE	FALSE
Fdx1	chr9	FALSE	FALSE
Fdxacb1	chr9	FALSE	TRUE
Fdxr	chr11	FALSE	TRUE
Fech	chr18	FALSE	TRUE
Fem1a	chr17	FALSE	FALSE
Fem1c	chr18	FALSE	TRUE
Fen1	chr19	TRUE	FALSE
Fer	chr17	FALSE	TRUE
Fermt2	chr14	FALSE	FALSE
Fez1	chr9	TRUE	TRUE
Fez2	chr17	FALSE	TRUE
Fgd1	chrX	FALSE	FALSE
Fgd2	chr17	FALSE	TRUE
Fgd4	chr16	FALSE	FALSE
Fgd6	chr10	FALSE	TRUE
Fgf1	chr18	TRUE	TRUE
Fgf12	chr16	TRUE	TRUE
Fgf13	chrX	TRUE	FALSE
Fgf14	chr14	TRUE	FALSE
Fgf2	chr3	TRUE	FALSE
Fgf20	chr8	TRUE	TRUE
Fgf22	chr10	TRUE	FALSE
Fgf23	chr6	TRUE	FALSE
Fgf3	chr7	TRUE	FALSE
Fgf9	chr14	TRUE	FALSE
Fgfbp3	chr19	TRUE	TRUE
Fgfr1	chr8	TRUE	FALSE
Fgfr1op2	chr6	FALSE	FALSE
Fggy	chr4	TRUE	TRUE
Fh1	chr1	FALSE	FALSE
Fhdc1	chr3	FALSE	FALSE
Fhit	chr14	FALSE	TRUE
Fhl1	chrX	FALSE	FALSE
Fhl4	chr10	FALSE	TRUE
Fhod3	chr18	FALSE	FALSE
Ficd	chr5	FALSE	TRUE
Fig4	chr10	TRUE	TRUE
Fignl2	chr15	FALSE	FALSE
Fip1l1	chr5	FALSE	FALSE
Fis1	chr5	TRUE	FALSE
Fitm2	chr2	FALSE	TRUE
Fjx1	chr2	FALSE	FALSE
Fkbp14	chr6	FALSE	TRUE
Fkbp1a	chr2	FALSE	FALSE
Fkbp3	chr12	FALSE	FALSE
Fkbp4	chr6	TRUE	TRUE
Fkbp5	chr17	FALSE	TRUE
Fkbp7	chr2	FALSE	TRUE
Fkbp8	chr8	TRUE	FALSE
Fkbpl	chr17	FALSE	TRUE
Fkrp	chr7	TRUE	FALSE
Fktn	chr4	TRUE	FALSE
Flad1	chr3	FALSE	FALSE
Flcn	chr11	FALSE	FALSE
Flna	chrX	TRUE	TRUE
Flnb	chr14	FALSE	FALSE
Flot1	chr17	TRUE	TRUE
Flot2	chr11	TRUE	TRUE
Flrt1	chr19	TRUE	FALSE
Flrt3	chr2	TRUE	TRUE
Flt3	chr5	TRUE	FALSE
Flvcr1	chr1	FALSE	TRUE
Flywch1	chr17	FALSE	FALSE
Flywch2	chr17	FALSE	TRUE
Fmc1	chr6	TRUE	FALSE
Fmn1	chr2	FALSE	TRUE
Fmn2	chr1	FALSE	FALSE
Fmnl1	chr11	FALSE	TRUE
Fmnl2	chr2	FALSE	FALSE
Fmo9	chr1	FALSE	TRUE
Fmr1	chrX	TRUE	TRUE
Fn3k	chr11	FALSE	TRUE
Fnbp1	chr2	TRUE	FALSE
Fnbp4	chr2	FALSE	FALSE
Fndc10	chr4	FALSE	TRUE
Fndc3a	chr14	FALSE	TRUE
Fndc4	chr5	FALSE	TRUE
Fndc5	chr4	FALSE	TRUE
Fndc9	chr11	FALSE	FALSE
Fnip1	chr11	FALSE	FALSE
Fnip2	chr3	FALSE	FALSE
Fntb	chr12	FALSE	TRUE
Focad	chr4	FALSE	TRUE
Fos	chr12	TRUE	TRUE
Fosb	chr7	FALSE	FALSE
Fosl2	chr5	FALSE	FALSE
Foxd3	chr4	FALSE	FALSE
Foxe1	chr4	FALSE	TRUE
Foxj2	chr6	FALSE	TRUE
Foxj3	chr4	FALSE	FALSE
Foxk1	chr5	FALSE	TRUE
Foxk2	chr11	FALSE	FALSE
Foxn2	chr17	FALSE	TRUE
Foxn3	chr12	FALSE	TRUE
Foxo1	chr3	TRUE	TRUE
Foxo3	chr10	TRUE	FALSE
Foxo6	chr4	TRUE	FALSE
Foxp1	chr6	TRUE	TRUE
Foxp4	chr17	FALSE	FALSE
Foxq1	chr13	TRUE	FALSE
Foxred1	chr9	FALSE	FALSE
Foxred2	chr15	FALSE	TRUE
Foxs1	chr2	TRUE	FALSE
Fpr2	chr17	FALSE	FALSE
Fra10ac1	chr19	FALSE	TRUE
Frat1	chr19	FALSE	TRUE
Frat2	chr19	FALSE	FALSE
Frem1	chr4	FALSE	TRUE
Frmd3	chr4	FALSE	FALSE
Frmd4a	chr2	FALSE	TRUE
Frmd4b	chr6	FALSE	FALSE
Frmd5	chr2	FALSE	FALSE
Frmd6	chr12	FALSE	TRUE
Frmpd4	chrX	TRUE	FALSE
Frrs1l	chr4	TRUE	FALSE
Frs3	chr17	FALSE	TRUE
Fry	chr5	TRUE	FALSE
Fryl	chr5	TRUE	TRUE
Frzb	chr2	FALSE	FALSE
Fsbp	chr4	FALSE	TRUE
Fsd1l	chr4	FALSE	FALSE
Fstl1	chr16	FALSE	FALSE
Fstl4	chr11	TRUE	FALSE
Fstl5	chr3	FALSE	TRUE
Fth1	chr19	FALSE	FALSE
Ftl1	chr7	FALSE	TRUE
Fto	chr8	TRUE	FALSE
Fubp3	chr2	FALSE	FALSE
Fundc1	chrX	FALSE	TRUE
Fuom	chr7	TRUE	FALSE
Furin	chr7	FALSE	FALSE
Fut11	chr14	FALSE	FALSE
Fut7	chr2	FALSE	TRUE
Fut8	chr12	FALSE	FALSE
Fut9	chr4	TRUE	FALSE
Fuz	chr7	TRUE	FALSE
Fxr2	chr11	TRUE	FALSE
Fxyd4	chr6	FALSE	TRUE
Fxyd6	chr9	FALSE	TRUE
Fyco1	chr9	FALSE	TRUE
Fyn	chr10	TRUE	FALSE
Fyttd1	chr16	FALSE	FALSE
Fzd1	chr5	TRUE	TRUE
Fzd3	chr14	TRUE	TRUE
Fzd4	chr7	TRUE	FALSE
Fzd7	chr1	FALSE	TRUE
Fzd8	chr18	FALSE	FALSE
G0s2	chr1	FALSE	TRUE
G2e3	chr12	FALSE	TRUE
G3bp1	chr11	FALSE	FALSE
G3bp2	chr5	FALSE	FALSE
G6pdx	chrX	TRUE	FALSE
Gab1	chr8	FALSE	TRUE
Gabarap	chr11	TRUE	FALSE
Gabarapl1	chr6	FALSE	FALSE
Gabarapl2	chr8	FALSE	TRUE
Gabbr1	chr17	TRUE	FALSE
Gabbr2	chr4	TRUE	FALSE
Gabpb1	chr2	FALSE	FALSE
Gabpb2	chr3	FALSE	FALSE
Gabra1	chr11	TRUE	TRUE
Gabra4	chr5	TRUE	TRUE
Gabra6	chr11	TRUE	FALSE
Gabrb1	chr5	TRUE	TRUE
Gabrb2	chr11	TRUE	FALSE
Gabrb3	chr7	TRUE	FALSE
Gabrd	chr4	TRUE	FALSE
Gabrg2	chr11	TRUE	TRUE
Gabrr2	chr4	TRUE	TRUE
Gadd45a	chr6	FALSE	FALSE
Gadd45g	chr13	FALSE	FALSE
Gak	chr5	TRUE	TRUE
Gal3st2	chr1	FALSE	TRUE
Gal3st2b	chr1	FALSE	TRUE
Gal3st3	chr19	FALSE	TRUE
Galc	chr12	TRUE	TRUE
Gale	chr4	FALSE	FALSE
Galk1	chr11	FALSE	FALSE
Galm	chr17	FALSE	TRUE
Galns	chr8	FALSE	TRUE
Galnt1	chr18	FALSE	TRUE
Galnt11	chr5	FALSE	FALSE
Galnt13	chr2	FALSE	TRUE
Galnt15	chr14	FALSE	TRUE
Galnt16	chr12	FALSE	FALSE
Galnt17	chr5	FALSE	TRUE
Galnt18	chr7	FALSE	TRUE
Galnt2	chr8	FALSE	FALSE
Galnt5	chr2	FALSE	TRUE
Galnt7	chr8	FALSE	TRUE
Galnt9	chr5	FALSE	FALSE
Galntl6	chr8	FALSE	TRUE
Galr1	chr18	FALSE	FALSE
Galt	chr4	FALSE	TRUE
Gamt	chr10	FALSE	TRUE
Ganab	chr19	FALSE	FALSE
Ganc	chr2	FALSE	TRUE
Gap43	chr16	TRUE	TRUE
Gapdh	chr6	TRUE	FALSE
Gapvd1	chr2	FALSE	FALSE
Garem1	chr18	FALSE	FALSE
Garnl3	chr2	FALSE	FALSE
Gart	chr16	TRUE	FALSE
Gas2	chr7	FALSE	FALSE
Gas7	chr11	TRUE	FALSE
Gask1a	chr9	FALSE	TRUE
Gata3	chr2	TRUE	TRUE
Gatad1	chr5	FALSE	FALSE
Gatad2a	chr8	TRUE	FALSE
Gatb	chr3	FALSE	TRUE
Gatd1	chr7	FALSE	TRUE
Gatd3a	chr10	FALSE	TRUE
Gba2	chr4	TRUE	TRUE
Gbe1	chr16	TRUE	FALSE
Gbf1	chr19	FALSE	FALSE
Gbp6	chr5	FALSE	TRUE
Gbx2	chr1	TRUE	FALSE
Gc	chr5	FALSE	FALSE
Gcc1	chr6	FALSE	TRUE
Gcc2	chr10	FALSE	FALSE
Gcfc2	chr6	FALSE	FALSE
Gclc	chr9	TRUE	TRUE
Gclm	chr3	TRUE	TRUE
Gcn1	chr5	FALSE	FALSE
Gdap1	chr1	FALSE	TRUE
Gdap1l1	chr2	FALSE	TRUE
Gdap2	chr3	FALSE	FALSE
Gde1	chr7	FALSE	TRUE
Gdf1	chr8	FALSE	FALSE
Gdf9	chr11	FALSE	TRUE
Gdi2	chr13	FALSE	FALSE
Gdpd1	chr11	FALSE	FALSE
Gdpd4	chr7	FALSE	FALSE
Gdpd5	chr7	TRUE	FALSE
Gem	chr4	FALSE	FALSE
