"SYMBOL","mecp2_Fold","mecp2_minFDR","mecp2_sig_peaks","n_mecp2_peaks","mecp2_sig","h2a_Fold","h2a_minFDR","h2a_sig_peaks","n_h2a_peaks","h2a_sig","sig","quadrant","gene_id","chr","start","end","strand","gene_type","gene_length","mch_ctrl","mch_mut","mch_diff","ctrl_M1_mch","ctrl_M2_mch","ctrl_F1_mch","ctrl_F2_mch","mut_M1_mch","mut_M2_mch","mut_F1_mch","mut_F2_mch","n_ch_sites_mean","total_coverage_mean","edger_logFC","edger_logCPM","edger_F","edger_pval","edger_fdr","p_bonferroni","sig_bonferroni","sig_fdr005","sig_fdr010","mch_sig_vs_mecp2","mch_sig_vs_h2a","quadrant_mecp2","quadrant_h2a"
"Ell2",-0.015051074,0.963605471,0,1,FALSE,0.625144110793655,4.59e-07,1,3,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000001542.7","chr13",75706756,75772364,"+","protein_coding",65608,0.0270980942945413,0.0239996035440808,-0.00309849075046049,0.0295653272880941,0.0277304258299718,0.0261829160376867,0.0249137080224124,0.0223821484425247,0.0264644587206608,0.0229655584161572,0.0241862485969803,9290.875,220806.25,-0.227735117656075,5.87016960000148,28.4757789144856,3.35547291535233e-05,0.00019166468820193,0.683476278128116,FALSE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q4 (up / down)"
"Elmo1",1.92252099379217,1.89e-24,18,26,TRUE,1.10610887093104,1.15e-53,34,37,TRUE,"Significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000041112.17","chr13",20090595,20608353,"+","protein_coding",517758,0.0298204842878026,0.0430026534997634,0.0131821692119608,0.0313296765515177,0.0293861703345949,0.0289230946345826,0.0296429956305153,0.0413023900828263,0.0442713412745217,0.042609560955412,0.0438273216862937,78652.625,1855171,0.499457238427564,9.45059369220556,957.823606365132,3.60861131334903e-18,1.78260975462403e-15,7.35038038416065e-14,TRUE,TRUE,TRUE,"Significant","Significant","Q1 (up / up)","Q1 (up / up)"
"Elmo2",-0.136599036299264,0.425893708,0,3,FALSE,-0.365871105575413,0.000624526,1,6,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000017670.16","chr2",165288030,165326479,"-","protein_coding",38449,0.0283776425271971,0.0312297696305375,0.00285212710334038,0.0298072562358277,0.0283238283365725,0.02470474813208,0.0306747374043084,0.0319679989421138,0.0309713570294369,0.0312824861848225,0.0306972363657769,6342.25,134570.125,0.134333150409532,5.3774860981419,4.74218954839041,0.0417733480824313,0.086261286201444,1,FALSE,FALSE,TRUE,"Not significant","Not significant","Q2 (down / up)","Q2 (down / up)"
"Elmo3",-0.199737583,0.336748646,0,1,FALSE,0.521113796,5.23e-09,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000014791.10","chr8",105305600,105310760,"+","protein_coding",5160,0.0209569146975542,0.0221709650096829,0.00121405031212863,0.025771555838371,0.00995540806802862,0.0300912986771008,0.0180093962067165,0.0211531900375299,0.0264440781397959,0.0209078660038099,0.0201787258575959,815.125,13817,0.0312672824309053,1.64026662444635,0.0126822303199207,0.911475685822494,0.940338626364938,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q2 (down / up)","Q1 (up / up)"
"Elmod3",0.005824566,0.988442077,0,1,FALSE,0.993361656,4.42e-13,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000056698.11","chr6",72565921,72598413,"-","protein_coding",32492,0.0169829855340501,0.0158506523379637,-0.00113233319608645,0.0177455774585452,0.0190154507842266,0.0154408216722961,0.0157300922211326,0.0143105276911017,0.0165083108460509,0.0163363076992939,0.0162474631154083,5299.75,111896.75,-0.135309959057156,4.24285425492569,2.61627989674756,0.12168067496939,0.204630801001167,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q4 (up / down)","Q4 (up / down)"
"Elmsan1",0.0455601957096221,0.748153311,0,5,FALSE,0.0659745704902469,0.367898858,0,6,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000042507.15","chr12",84149175,84218881,"-","protein_coding",69706,0.0407766735493792,0.0454931173641549,0.00471644381477571,0.041003069867219,0.0411471471471472,0.0401523558514819,0.0408041213316686,0.0437051342783223,0.0467678901691315,0.0448398045149916,0.0466596404941741,10723.5,218389.125,0.135625060952123,6.6042596956077,18.5954076857738,0.00034974903267565,0.00149942476972814,1,FALSE,TRUE,TRUE,"Not significant","Not significant","Q1 (up / up)","Q1 (up / up)"
"Eloc",-0.067408513,0.771669803,0,1,FALSE,0.878073783,0.00138016,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000079658.9","chr1",16641724,16657042,"-","protein_coding",15318,0.0122179955496588,0.0120386834706773,-0.0001793120789815,0.0184195637140881,0.00996692295897133,0.00995703610189163,0.0105284594236839,0.00877664776061021,0.0141135704413167,0.0101713722105782,0.0150931434702038,2238.375,57208.375,-0.258708881981647,2.82138562700266,3.57912299731118,0.0733106976683523,0.135751418255152,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q3 (down / down)","Q4 (up / down)"
"Elovl3",-0.053144046,0.830021489,0,1,FALSE,-0.311917852,0.002400653,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000038754.5","chr19",46131896,46135694,"+","protein_coding",3798,0.0343989695395065,0.0208626053862192,-0.0135363641532873,0.0295217739780924,0.0303291825915424,0.0384822679745607,0.0392626536138305,0.0200573065902579,0.0248646576917549,0.0198357266580991,0.0186927306047648,541,11051.375,-0.717143273265398,1.66801125044469,10.6019358059,0.00401504167177369,0.0121699975911247,1,FALSE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q3 (down / down)"
"Elovl4",-0.034154057,0.903563083,0,1,FALSE,0.48522013,5.14e-06,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000032262.13","chr9",83778691,83806277,"-","protein_coding",27586,0.0207507432795284,0.0196229557701026,-0.00112778750942589,0.0229088971763452,0.0196858196039055,0.0205692330282414,0.0198390233096217,0.0175722910708611,0.0212946402815439,0.0195888939046178,0.0200359978233874,4117.875,94790.5,-0.142371234445673,4.30783555098922,3.66028954901777,0.0703778497936466,0.131540321384363,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q3 (down / down)","Q4 (up / down)"
"Elovl5",-0.039497665,0.88272713,0,1,FALSE,0.598500018,2.65e-07,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000032349.13","chr9",77917363,77984519,"+","protein_coding",67156,0.0272435868650757,0.0240669804537992,-0.00317660641127654,0.030175875917463,0.0256172957817437,0.0254944986376589,0.0276866771234374,0.0205601139214756,0.0257066652064496,0.0239112775964031,0.0260898650908685,10337.375,235179,-0.267742321137467,5.96088215505219,39.9591326726054,3.87178698269543e-06,2.91658391459036e-05,0.0788644290505233,FALSE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q4 (up / down)"
"Elovl6",-0.110568103649976,0.555446473,0,3,FALSE,0.697250416985834,8.64e-22,2,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000041220.10","chr3",129532354,129638495,"+","protein_coding",106141,0.0263140724088658,0.0209086035797288,-0.00540546882913696,0.0272822247208917,0.0257530573086437,0.0254673825296959,0.0267536250762317,0.0187326386732738,0.022506041589321,0.0201498832902015,0.022245850766119,16036,383014.625,-0.397065252645384,6.53890777049506,145.697430124786,1.4956372017511e-10,3.93092053709266e-09,3.04646341624681e-06,TRUE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q4 (up / down)"
"Elovl7",0.119796724307747,0.557326059,0,2,FALSE,0.344778573,0.00030399,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000021696.9","chr13",108214403,108285683,"+","protein_coding",71280,0.0250221744907513,0.0206128820973387,-0.00440929239341264,0.0287431233748438,0.0239859870805743,0.0240532855080873,0.0233063019995,0.0187705505698534,0.0220226485711661,0.019673688380996,0.0219846408673393,10645.375,253144.625,-0.353870179105267,5.8955499928457,62.3292666582995,1.59264834562126e-07,1.81346451447996e-06,0.00324406541519594,TRUE,TRUE,TRUE,"Not significant","Significant","Q4 (up / down)","Q4 (up / down)"
"Elp1",0.000171656,0.999649116,0,1,FALSE,0.745786328,1.28e-07,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000028431.11","chr4",56749679,56802331,"-","protein_coding",52652,0.0108243991482097,0.0101701528075826,-0.00065424634062711,0.0113349793949406,0.0100486113471802,0.0107931942181202,0.0111208116325978,0.0069051724137931,0.0114631854846673,0.0103664115103368,0.011945841821533,8055.375,187147.125,-0.266520133713262,4.33996940855717,11.8811380903793,0.00259475055272885,0.00838129939875262,1,FALSE,TRUE,TRUE,"Not significant","Significant","Q4 (up / down)","Q4 (up / down)"
"Elp2",-0.113386718,0.610763245,0,1,FALSE,0.725065282,9.82e-07,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000024271.8","chr18",24602865,24639507,"+","protein_coding",36642,0.0126301069107196,0.0103598778126469,-0.00227022909807272,0.0157078817317335,0.0101443155111633,0.0127925358259734,0.0118756945740081,0.00740316911687432,0.012612294685805,0.0088904411179586,0.0125336063299496,5641,138552,-0.515968725262281,4.03179697472318,31.571831028118,1.78528651057235e-05,0.00011019545737529,0.363645009338483,FALSE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q4 (up / down)"
"Elp4",2.40099438248854,3.29e-22,9,10,TRUE,1.11191899735301,8.92e-42,5,5,TRUE,"Significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000027167.11","chr2",105701026,105904564,"-","protein_coding",203538,0.0340915161063473,0.0499278481323701,0.0158363320260228,0.035464252683501,0.0336812561910702,0.0335871334381638,0.0336334221126544,0.0473652998069935,0.0516363235058056,0.0481381639872653,0.0525716052294162,28012.125,675127.625,0.511052503882811,8.20377610707385,639.492867034493,1.75370614051872e-16,3.53783398958705e-14,3.57212403762257e-12,TRUE,TRUE,TRUE,"Significant","Significant","Q1 (up / up)","Q1 (up / up)"
"Emb",0.0955627156894905,0.618598752,0,2,FALSE,0.878243387790159,4.73e-15,2,2,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000021728.8","chr13",117208535,117274415,"+","protein_coding",65880,0.0215561010758556,0.022104820797102,0.00054871972124643,0.023232692324034,0.0209955625099324,0.0210656605217682,0.0209304889476876,0.0207726369966229,0.0241294398246632,0.0202923432044916,0.0232248631626303,9230.875,204610.625,-0.0267583601328024,5.52697645663174,0.319267354229255,0.578429978965688,0.68163380049477,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q4 (up / down)","Q4 (up / down)"
"Emcn",2.93778999208012,7.02e-24,9,11,TRUE,1.4134647152351,8.97e-35,9,9,TRUE,"Significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000054690.17","chr3",137341066,137432185,"+","protein_coding",91119,0.0549025316374109,0.12309240077829,0.0681898691408789,0.0562176462358343,0.053725654671982,0.0534863749659636,0.0561804506758635,0.116524970727486,0.126463908260588,0.123613944112944,0.125766780012141,12579.125,301617.375,1.13725115264703,8.12778057232347,2731.84586879322,1.34855043981708e-22,5.69024858098556e-19,2.7468623908634e-18,TRUE,TRUE,TRUE,"Significant","Significant","Q1 (up / up)","Q1 (up / up)"
"Emid1",-0.51455626019214,0.032884266,1,4,TRUE,-0.210390842123494,0.006168236,2,5,TRUE,"Significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000034164.17","chr11",5106264,5152257,"-","protein_coding",45993,0.0697144042766203,0.0579516598785237,-0.0117627443980966,0.0691660492636835,0.0697076858755487,0.0686154578045092,0.0713684241627395,0.0563175210065354,0.0592076693837907,0.0559108522964307,0.0603705968273379,7546.25,151042.875,-0.288640737419946,6.63449661028179,76.3659801438017,3.29583361742285e-08,4.53906930042501e-07,0.00067132834953285,TRUE,TRUE,TRUE,"Significant","Significant","Q3 (down / down)","Q3 (down / down)"
"Emilin1",-0.09015,0.688508155,0,1,FALSE,0.462469391182443,0.000674564,2,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000029163.9","chr5",30913401,30921277,"+","protein_coding",7876,0.0251725913735677,0.024296161281566,-0.00087643009200173,0.0265070288301168,0.0287392731670794,0.0218675510415587,0.023576512455516,0.0197276536312849,0.025022654254881,0.0252202670975234,0.0272140701425747,1244.375,24781.25,-0.136299626944867,2.66574694680736,0.904544637629786,0.353095474397083,0.469924973407003,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q3 (down / down)","Q4 (up / down)"
"Emilin2",-0.145682432,0.464371361,0,1,FALSE,-0.391172090329386,0.000127941,1,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000024053.11","chr17",71252171,71311978,"-","protein_coding",59807,0.0245562282841019,0.0250923949782586,0.00053616669415669,0.0256224050013419,0.0232240876710918,0.0240591963593995,0.0253192241045743,0.0238948434060195,0.0265882511368698,0.0234136103481992,0.0264728750219458,9571.125,201946.125,-0.0183301266151025,5.69720075044643,0.154815914010652,0.698203012303011,0.781988331697119,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q3 (down / down)","Q3 (down / down)"
"Emilin3",0.100507609283247,0.596375642,0,2,FALSE,0.51574125,1.78e-09,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000050700.11","chr2",160906436,160912328,"-","protein_coding",5892,0.0527469702487955,0.0679084017150708,0.0151614314662752,0.0572916666666667,0.049626930418185,0.0497466605251036,0.0543226233852269,0.0625061911837543,0.0701158068882539,0.0703841578078827,0.0686274509803922,887.625,16309.625,0.323137270021903,3.34705719830556,9.89821032033793,0.00515296241087949,0.0151044310472304,1,FALSE,TRUE,TRUE,"Not significant","Significant","Q1 (up / up)","Q1 (up / up)"
"Eml1",1.01095536432031,1.72e-06,2,17,TRUE,0.320613366700406,4.12e-07,3,10,TRUE,"Significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000058070.14","chr12",108370956,108539617,"+","protein_coding",168661,0.0610322986624503,0.0632026891806272,0.00217039051817693,0.061340454849534,0.0599667756509962,0.0628503197077198,0.059971644441551,0.0601540175328135,0.0640045741297394,0.0638491155046826,0.0648030495552732,27082.375,611952.375,0.0323621945642848,8.61285815134154,2.54787471559265,0.126368103669558,0.210913790859162,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q1 (up / up)","Q1 (up / up)"
"Eml2",-0.0469535930618306,0.780785533,0,2,FALSE,0.313499193,0.006783855,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000040811.15","chr7",19176420,19206482,"+","protein_coding",30062,0.0204945400751822,0.0168154449480698,-0.00367909512711248,0.0238862312473559,0.0214767457170863,0.0180259776023499,0.0185892057339368,0.013817375109553,0.0172488213959381,0.0172510267802187,0.0189445565065693,4697,100635.125,-0.383373096311145,4.26877373268731,19.5240847617465,0.00027336512232185,0.00120889582643808,1,FALSE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q4 (up / down)"
"Eml5",-0.077898159,0.729592802,0,1,FALSE,0.18388481,0.181502081,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000051166.10","chr12",98786804,98901484,"-","protein_coding",114680,0.0166836363838832,0.0137154870450146,-0.00296814933886859,0.0191044239583383,0.0149100707056183,0.0164553462596916,0.0162647046118846,0.0121080679631978,0.0150627891986464,0.0127394908333161,0.0149516001848982,16423.75,383612.5,-0.379603418196003,5.91042854034402,64.2034879168319,1.27105200572254e-07,1.49050422018206e-06,0.00258900583045624,TRUE,TRUE,TRUE,"Not significant","Not significant","Q3 (down / down)","Q4 (up / down)"
"Eml6",-0.0904139534239819,0.623281666,0,2,FALSE,0.0718508763224324,0.002655435,2,6,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000044072.14","chr11",29743047,30026033,"-","protein_coding",282986,0.0257773057303892,0.0242564602890284,-0.00152084544136081,0.027963030790941,0.025066791458625,0.0250693527418645,0.0250100479301264,0.0224556445436983,0.0255823346462925,0.0239128799785556,0.0250749819875672,41740.875,938325.125,-0.137813575109202,7.92251307695065,33.5290024330047,1.22244665344497e-05,7.92489366136874e-05,0.249000158840206,FALSE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q4 (up / down)"
"Emp1",-0.103301781,0.642419326,0,1,FALSE,-0.377261334707395,0.002220864,2,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000030208.15","chr6",135362544,135383173,"+","protein_coding",20629,0.0351246616705913,0.0273463264539866,-0.00777833521660463,0.0348413541824807,0.035418985530291,0.0334083279765731,0.0368299789930203,0.0244480628322398,0.0274209889858483,0.0254128140558621,0.0321034399419963,3135.125,65338.75,-0.434879874854569,4.40252458179493,31.8371296903165,1.69446828504274e-05,0.00010532384649995,0.345146244980355,FALSE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q3 (down / down)"
"Emx1",-0.011152095,0.974015805,0,1,FALSE,-0.402091381162658,3.84e-06,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000033726.8","chr6",85187437,85204462,"+","protein_coding",17025,0.059726272597553,0.0544733250450227,-0.0052529475525303,0.0561983960226096,0.0628324557850682,0.0621546247998761,0.0577196137826581,0.0487112713675214,0.0558763118364177,0.0553557364137569,0.0579499805623947,2532.875,49298,-0.162702518727411,4.86156649101959,5.88729404252465,0.024990561200209,0.0564525608391989,1,FALSE,FALSE,TRUE,"Not significant","Not significant","Q3 (down / down)","Q3 (down / down)"
"En1",0.005533873,0.988906252,0,1,FALSE,-0.016468563,0.888193406,0,1,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)","ENSMUSG00000058665.8","chr1",120602417,120607992,"+","protein_coding",5575,0.0498186339788061,0.0540042302650774,0.00418559628627126,0.0514323784143904,0.0473520992366412,0.0468686868686869,0.0536213713955058,0.0463189350719913,0.0523881069112763,0.0545317788642347,0.0627781002128071,708,12220.375,0.0400161473056243,2.70936312405017,0.0947338092523838,0.761475311648256,0.830237159991614,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q1 (up / up)","Q2 (down / up)"
"Enc1",0.00634266173066133,0.929856327,0,2,FALSE,0.028765971347971,0.830277184,0,2,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000041773.8","chr13",97241104,97253034,"+","protein_coding",11930,0.0665298592682074,0.0630770760205653,-0.00345278324764209,0.0689142096401582,0.0705748774949205,0.0623163379684329,0.0643140119693181,0.0639888983116182,0.0631000048241594,0.0623154028617339,0.0629039980847498,1850.375,41903.25,-0.0792418179908288,4.80874355880548,1.67791361056899,0.210183776588704,0.315299622559335,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q4 (up / down)","Q4 (up / down)"
"Endod1",-0.027125914,0.925252729,0,1,FALSE,0.415378139,0.000897206,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000037419.9","chr9",14353989,14381507,"-","protein_coding",27518,0.0171425433523304,0.0174631562647158,0.00032061291238547,0.0178160163190103,0.0200296231876181,0.0159029752719575,0.0148215586307356,0.0152229185897747,0.0196275110472524,0.0161664868980395,0.0188357085237967,4341,96668.25,-0.0532206251577693,4.11179247534281,0.340704097190406,0.566050236737166,0.671239289287962,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q3 (down / down)","Q4 (up / down)"
"Endou",-0.0750127745986211,0.716495175,0,2,FALSE,-0.387775677275162,2.36e-05,3,4,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000022468.12","chr15",97711014,97731339,"-","protein_coding",20325,0.0414384956216158,0.0384339893695949,-0.00300450625202089,0.0423323744191193,0.0402916723992217,0.0398706085909877,0.0432593270771344,0.0367661593200237,0.0407500500478235,0.0369875855799551,0.0392321625305772,3238.5,68113.25,-0.14419125521725,4.81235460793244,5.52059523137891,0.0293489988718918,0.0646266919540433,1,FALSE,FALSE,TRUE,"Not significant","Not significant","Q3 (down / down)","Q3 (down / down)"
"Endov",-0.177298117212534,0.405140398,0,2,FALSE,-0.316150459722571,0.02190684,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000039850.16","chr11",119491346,119511437,"+","protein_coding",20091,0.0308223064049905,0.034136681749354,0.0033143753443635,0.0375374313267784,0.031537748480791,0.0262370135587251,0.0279770322536675,0.0327113784838088,0.0360801578173675,0.0324622257736452,0.0352929649225946,3364.875,66970.125,0.0895706707492462,4.48626100376135,1.4441465410285,0.243724526241994,0.353671260113911,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q2 (down / up)","Q2 (down / up)"
"Engase",-0.0662122357582375,0.74821551,0,2,FALSE,-0.574046480618833,5.94e-10,1,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000033857.12","chr11",118476828,118489209,"+","protein_coding",12381,0.0341846378370904,0.0303257931877293,-0.00385884464936112,0.035829697851026,0.0343951007202557,0.0326810436634718,0.033832709113608,0.0277327214463742,0.0347657435383215,0.0281273628497018,0.0306773449165196,1978.75,37857.5,-0.240357266267332,3.65416363835755,6.80577776209018,0.0169396184912182,0.0409449494538535,1,FALSE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q3 (down / down)"
"Enho",-0.0298697676339529,0.856083878,0,2,FALSE,0.35613962,0.000437949,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000028445.7","chr4",41638143,41640324,"-","protein_coding",2181,0.0192979667192507,0.0229238475640216,0.00362588084477088,0.0185854414042334,0.012366034624897,0.0169927909371782,0.0292475999106944,0.016116248348745,0.0204802259887006,0.0233967882590663,0.0317021276595745,306.625,5636.5,0.0987749195196122,0.332245368294999,0.0793795613128003,0.781079810453039,0.845741400836917,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q2 (down / up)","Q1 (up / up)"
"Eno1",-0.0328794219999981,0.888984432,0,2,FALSE,0.070437678,0.682076777,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000063524.13","chr4",150236720,150248879,"+","protein_coding",12159,0.0196815859063968,0.0179251109954581,-0.00175647491093864,0.0201531320664895,0.0171507982239094,0.0211878698678441,0.0202345434673441,0.0157961528185947,0.0187605423432008,0.0171149492389401,0.020028799581097,1893.625,41196.25,-0.205459925419431,2.99604968889601,3.05537812049898,0.0960471793463607,0.168523128271688,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q3 (down / down)","Q4 (up / down)"
"Eno2",-0.009252307,0.979402207,0,1,FALSE,-0.087256434,0.580670299,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000004267.16","chr6",124760052,124769673,"-","protein_coding",9621,0.0177653430036998,0.0131487954245274,-0.00461654757917237,0.0157203624930645,0.023328873116528,0.014521932830706,0.0174902035745006,0.0101321380211981,0.0146310160427808,0.0128391933269982,0.0149928343071326,1398,26418,-0.535241349107414,2.05170980690003,6.97763876035356,0.0157829711402884,0.0386073422789161,1,FALSE,TRUE,TRUE,"Not significant","Not significant","Q3 (down / down)","Q3 (down / down)"
"Eno4",-0.0726908712579198,0.709450367,0,2,FALSE,0.633127599422883,4.46e-08,3,3,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000048029.10","chr19",58943424,58971421,"+","protein_coding",27997,0.0291479582942842,0.0284788158488412,-0.00066914244544304,0.0315865392495943,0.0296994535519126,0.0266501757583648,0.0286556646172653,0.0232757505175983,0.029826010320764,0.0295913061897823,0.0312221963672201,4368.875,95692.375,-0.123406793501543,4.83436830185367,3.37533462202736,0.0813204288958762,0.147867864326022,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q3 (down / down)","Q4 (up / down)"
"Enox1",-0.723188969364958,1.05e-05,9,54,TRUE,0.00181487273280141,3.26e-07,13,45,TRUE,"Significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000022012.9","chr14",77156762,77721760,"+","protein_coding",564998,0.0826704733819014,0.0651628941969981,-0.0175075791849033,0.0823653057212968,0.0828054880223315,0.0831390651648017,0.0823720346191756,0.0626758280986161,0.0666813169888821,0.0645419717529937,0.0667524599475007,84574.875,2062071.875,-0.361456865484744,10.628742470281,798.252348747195,2.08996337844608e-17,7.33973518199452e-15,4.25704640555682e-13,TRUE,TRUE,TRUE,"Significant","Significant","Q3 (down / down)","Q4 (up / down)"
"Enpep",-0.0279400441191011,0.917606728,0,2,FALSE,-0.0335978951687602,0.770090453,0,2,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000028024.14","chr3",129269174,129332720,"-","protein_coding",63546,0.0305136878138343,0.0276400223236452,-0.00287366549018913,0.0310314247156352,0.0294222771912108,0.0305500044350989,0.0310510449133923,0.0252986217457887,0.0305267564705593,0.0261901301162271,0.0285445809620056,9354.375,223377.125,-0.199344434193343,6.07141158933745,22.9943955389724,0.00011472166035623,0.00056621407797338,1,FALSE,TRUE,TRUE,"Not significant","Not significant","Q3 (down / down)","Q3 (down / down)"
"Enpp1",-0.06683965,0.779392136,0,1,FALSE,-0.161975407628181,0.110158791,0,2,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000037370.13","chr10",24637913,24712159,"-","protein_coding",74246,0.0192204352060201,0.018271308069028,-0.00094912713699204,0.0206487563225424,0.018261746758577,0.0198245629851338,0.0181466747578271,0.0162247231047896,0.0179655198471387,0.0184800994327474,0.0204148898914365,10591,256738,-0.133211946767922,5.64225782408221,6.67778205701563,0.0178629379493667,0.0428210171932034,1,FALSE,TRUE,TRUE,"Not significant","Not significant","Q3 (down / down)","Q3 (down / down)"
"Enpp2",-0.0825168853272233,0.698374375,0,2,FALSE,0.32879238914559,0.000197806,3,3,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000022425.16","chr15",54838900,54952892,"-","protein_coding",113992,0.0214875323775525,0.0190708887092068,-0.00241664366834573,0.0236740077187268,0.021819259844854,0.0196338201499378,0.0208230417966914,0.0161954320154132,0.0204396485600725,0.0188736403766073,0.0207748338847341,16620.625,377870.375,-0.261392063170319,6.30945417225716,41.919206274579,2.79714884550189e-06,2.1947274589379e-05,0.0569751248340279,FALSE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q4 (up / down)"
"Enpp6",-0.129318236,0.519755782,0,1,FALSE,0.04821655,0.746393543,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000038173.15","chr8",46986886,47096762,"+","protein_coding",109876,0.0153631962268909,0.0147163615888454,-0.00064683463804551,0.0180450713537936,0.0142894028254214,0.0133760285355275,0.0157422821928211,0.012946208708024,0.0165548582557888,0.0142755869392975,0.0150887924522713,15818.75,350616.125,-0.153274264434647,5.76967317230537,7.9556578587053,0.0106711670783594,0.0278703682804338,1,FALSE,TRUE,TRUE,"Not significant","Not significant","Q3 (down / down)","Q4 (up / down)"
